cai_construction_system_synergies_tables
1
existing_building_chain_key	unknown1	unknown2	potential_buiding_chain_key	unknown4	unknown5	synergy_level_key	synergy_policy_key	unknown8	existing_building_super_chain	unknown10	potential_building_super_chain	unknown12
wh2_main_special_lothern_port_other	wh2_main_special_lothern_port_other_3	wh2_main_special_lothern_port_other_1	wh2_main_hef_embassy	wh2_main_hef_embassy_1	wh2_main_hef_embassy_1	cai_cs_synergy_level_high	cai_cs_synergy_policy_default		wh2_main_sch_special_lothern_port		wh2_main_sch_infrastructure5_tradingspying	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh2_main_special_lothern_port	wh2_main_special_lothern_port_3	wh2_main_special_lothern_port_1	wh2_main_hef_embassy	wh2_main_hef_embassy_1	wh2_main_hef_embassy_1	cai_cs_synergy_level_high	cai_cs_synergy_policy_default		wh2_main_sch_special_lothern_port		wh2_main_sch_infrastructure5_tradingspying	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh2_main_special_settlement_colony_major_hef	wh2_main_special_settlement_colony_major_hef_5	wh2_main_special_settlement_colony_major_hef_1	wh2_main_hef_farm	wh2_main_hef_farm_3	wh2_main_hef_farm_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_elven_colony_major		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_colony_major_hef	wh2_main_special_settlement_colony_major_hef_5	wh2_main_special_settlement_colony_major_hef_1	wh2_main_hef_hunters	wh2_main_hef_hunters_1	wh2_main_hef_hunters_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_elven_colony_major		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_colony_major_hef	wh2_main_special_settlement_colony_major_hef_5	wh2_main_special_settlement_colony_major_hef_1	wh2_main_hef_stables	wh2_main_hef_stables_2	wh2_main_hef_stables_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_elven_colony_major		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_hexoatl_hexoatl	wh2_main_special_settlement_hexoatl_hexoatl_5	wh2_main_special_settlement_hexoatl_hexoatl_1	wh2_main_lzd_farm	wh2_main_lzd_farm_3	wh2_main_lzd_farm_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_hexoatl		wh_main_sch_human_farm_basic	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_hexoatl_hexoatl	wh2_main_special_settlement_hexoatl_hexoatl_5	wh2_main_special_settlement_hexoatl_hexoatl_1	wh2_main_lzd_industry	wh2_main_lzd_industry_3	wh2_main_lzd_industry_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_hexoatl		wh_main_sch_human_industry_basic	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_hexoatl_hexoatl	wh2_main_special_settlement_hexoatl_hexoatl_5	wh2_main_special_settlement_hexoatl_hexoatl_1	wh2_main_lzd_skinks	wh2_main_lzd_skinks_3	wh2_main_lzd_skinks_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_hexoatl		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_hexoatl_hexoatl	wh2_main_special_settlement_hexoatl_hexoatl_5	wh2_main_special_settlement_hexoatl_hexoatl_5	wh2_main_lzd_farm	wh2_main_lzd_farm_3	wh2_main_lzd_farm_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_hexoatl		wh_main_sch_human_farm_basic	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh2_main_special_settlement_itza_itza	wh2_main_special_settlement_itza_itza_5	wh2_main_special_settlement_itza_itza_1	wh2_main_lzd_farm	wh2_main_lzd_farm_3	wh2_main_lzd_farm_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_itza		wh_main_sch_human_farm_basic	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_itza_itza	wh2_main_special_settlement_itza_itza_5	wh2_main_special_settlement_itza_itza_1	wh2_main_lzd_industry	wh2_main_lzd_industry_3	wh2_main_lzd_industry_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_itza		wh_main_sch_human_industry_basic	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_itza_itza	wh2_main_special_settlement_itza_itza_5	wh2_main_special_settlement_itza_itza_1	wh2_main_lzd_skinks	wh2_main_lzd_skinks_3	wh2_main_lzd_skinks_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_itza		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_itza_itza	wh2_main_special_settlement_itza_itza_5	wh2_main_special_settlement_itza_itza_5	wh2_main_lzd_farm	wh2_main_lzd_farm_3	wh2_main_lzd_farm_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_itza		wh_main_sch_human_farm_basic	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh2_main_special_settlement_lothern	wh2_main_special_settlement_lothern_5	wh2_main_special_settlement_lothern_1	wh2_main_hef_farm	wh2_main_hef_farm_3	wh2_main_hef_farm_1	cai_cs_negative_level_low	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_lothern		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_lothern	wh2_main_special_settlement_lothern_5	wh2_main_special_settlement_lothern_1	wh2_main_hef_hunters	wh2_main_hef_hunters_1	wh2_main_hef_hunters_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_lothern		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_lothern	wh2_main_special_settlement_lothern_5	wh2_main_special_settlement_lothern_1	wh2_main_hef_industry	wh2_main_hef_industry_3	wh2_main_hef_industry_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_lothern		wh2_main_sch_infrastructure2_industry	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_lothern	wh2_main_special_settlement_lothern_5	wh2_main_special_settlement_lothern_1	wh2_main_hef_stables	wh2_main_hef_stables_2	wh2_main_hef_stables_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_lothern		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_lothern	wh2_main_special_settlement_lothern_5	wh2_main_special_settlement_lothern_5	wh2_main_hef_farm	wh2_main_hef_farm_3	wh2_main_hef_farm_3	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_lothern		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh2_main_special_settlement_naggarond	wh2_main_special_settlement_naggarond_5	wh2_main_special_settlement_naggarond_1	wh2_main_def_barracks	wh2_main_def_barracks_3	wh2_main_def_barracks_1	cai_cs_negative_level_low	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_naggarond		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_naggarond	wh2_main_special_settlement_naggarond_5	wh2_main_special_settlement_naggarond_1	wh2_main_def_exiles	wh2_main_def_exiles_2	wh2_main_def_exiles_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_naggarond		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_naggarond	wh2_main_special_settlement_naggarond_5	wh2_main_special_settlement_naggarond_1	wh2_main_def_farm	wh2_main_def_farm_3	wh2_main_def_farm_1	cai_cs_negative_level_low	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_naggarond		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_naggarond	wh2_main_special_settlement_naggarond_5	wh2_main_special_settlement_naggarond_1	wh2_main_def_industry	wh2_main_def_industry_3	wh2_main_def_industry_1	cai_cs_synergy_level_high	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_naggarond		wh2_main_sch_infrastructure2_industry	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_naggarond	wh2_main_special_settlement_naggarond_5	wh2_main_special_settlement_naggarond_1	wh2_main_def_riders	wh2_main_def_riders_2	wh2_main_def_riders_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_naggarond		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_naggarond	wh2_main_special_settlement_naggarond_5	wh2_main_special_settlement_naggarond_5	wh2_main_def_farm	wh2_main_def_farm_3	wh2_main_def_farm_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_naggarond		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_dlc05_wef_cavalry	wh_dlc05_wef_cavalry_3	wh_dlc05_wef_cavalry_1	wh_dlc05_wef_armoury	wh_dlc05_wef_armoury_2	wh_dlc05_wef_armoury_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh_dlc05_sch_wef_mil_cavalry		wh_dlc05_sch_wef_sup_armoury	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_dlc05_wef_cavalry	wh_dlc05_wef_cavalry_3	wh_dlc05_wef_cavalry_1	wh_dlc05_wef_fletcher	wh_dlc05_wef_fletcher_2	wh_dlc05_wef_fletcher_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh_dlc05_sch_wef_mil_cavalry		wh_dlc05_sch_wef_sup_fletcher	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_dlc05_wef_income	wh_dlc05_wef_income_2	wh_dlc05_wef_income_1	wh_dlc05_wef_income_buff	wh_dlc05_wef_income_buff_2	wh_dlc05_wef_income_buff_1	cai_cs_synergy_level_low	cai_cs_synergy_policy_default		wh_dlc05_sch_wef_eco_income		wh_dlc05_sch_wef_eco_income_buff	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_dlc05_wef_melee	wh_dlc05_wef_melee_3	wh_dlc05_wef_melee_1	wh_dlc05_wef_armoury	wh_dlc05_wef_armoury_2	wh_dlc05_wef_armoury_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh_dlc05_sch_wef_mil_melee		wh_dlc05_sch_wef_sup_armoury	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_dlc05_wef_ranged	wh_dlc05_wef_ranged_3	wh_dlc05_wef_ranged_1	wh_dlc05_wef_fletcher	wh_dlc05_wef_fletcher_2	wh_dlc05_wef_fletcher_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh_dlc05_sch_wef_mil_ranged		wh_dlc05_sch_wef_sup_fletcher	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_dlc05_wef_temple_ereth_khial	wh_dlc05_wef_temple_ereth_khial_1	wh_dlc05_wef_temple_ereth_khial_1	wh_dlc05_wef_temple_kurnous	wh_dlc05_wef_temple_kurnous_1	wh_dlc05_wef_temple_kurnous_1	cai_cs_synergy_level_low	cai_cs_synergy_policy_default		wh_dlc05_sch_temple_ereth_khial		wh_dlc05_sch_temple_kurnous	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_dlc05_wef_temple_kurnous	wh_dlc05_wef_temple_kurnous_1	wh_dlc05_wef_temple_kurnous_1	wh_dlc05_wef_temple_ereth_khial	wh_dlc05_wef_temple_ereth_khial_1	wh_dlc05_wef_temple_ereth_khial_1	cai_cs_synergy_level_low	cai_cs_synergy_policy_default		wh_dlc05_sch_temple_kurnous		wh_dlc05_sch_temple_ereth_khial	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_main_BRETONNIA_barracks	wh_main_brt_barracks_3	wh_main_brt_barracks_1	wh_main_BRETONNIA_smith	wh_main_brt_smiths_2	wh_main_brt_smiths_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh_main_sch_human_barracks		wh_main_sch_human_smiths	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_main_BRETONNIA_farm_basic	wh_main_brt_farm_3	wh_main_brt_farm_1	wh_main_BRETONNIA_smith	wh_main_brt_smiths_2	wh_main_brt_smiths_1	cai_cs_synergy_level_low	cai_cs_synergy_policy_default		wh_main_sch_human_farm_basic		wh_main_sch_human_smiths	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_main_BRETONNIA_stables	wh_main_brt_stables_3	wh_main_brt_stables_1	wh_main_BRETONNIA_smith	wh_main_brt_smiths_2	wh_main_brt_smiths_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh_main_sch_human_stables		wh_main_sch_human_smiths	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_main_DWARFS_barracks	wh_main_dwf_barracks_3	wh_main_dwf_barracks_1	wh_main_DWARFS_smiths	wh_main_dwf_smith_3	wh_main_dwf_smith_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh_main_sch_dwarf_barracks		wh_main_sch_dwarf_smith	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_main_DWARFS_workshops	wh_main_dwf_workshop_4	wh_main_dwf_workshop_1	wh_main_DWARFS_engineer	wh_main_dwf_engineer_2	wh_main_dwf_engineer_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh_main_sch_dwarf_workshops		wh_main_sch_dwarf_engineer	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_main_EMPIRE_barracks	wh_main_emp_barracks_3	wh_main_emp_barracks_1	wh_main_EMPIRE_forges	wh_main_emp_forges_3	wh_main_emp_forges_1	cai_cs_synergy_level_low	cai_cs_synergy_policy_default		wh_main_sch_human_barracks		wh_main_sch_human_forges	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_main_EMPIRE_barracks	wh_main_emp_barracks_3	wh_main_emp_barracks_1	wh_main_EMPIRE_smiths	wh_main_emp_smiths_2	wh_main_emp_smiths_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh_main_sch_human_barracks		wh_main_sch_human_smiths	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_main_EMPIRE_forges	wh_main_emp_forges_3	wh_main_emp_forges_1	wh_main_EMPIRE_barracks	wh_main_emp_barracks_3	wh_main_emp_barracks_1	cai_cs_synergy_level_low	cai_cs_synergy_policy_default		wh_main_sch_human_forges		wh_main_sch_human_barracks	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_main_EMPIRE_forges	wh_main_emp_forges_3	wh_main_emp_forges_1	wh_main_EMPIRE_stables	wh_main_emp_stables_3	wh_main_emp_stables_1	cai_cs_synergy_level_low	cai_cs_synergy_policy_default		wh_main_sch_human_forges		wh_main_sch_human_stables	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_main_EMPIRE_stables	wh_main_emp_stables_3	wh_main_emp_stables_1	wh_main_EMPIRE_forges	wh_main_emp_forges_3	wh_main_emp_forges_1	cai_cs_synergy_level_low	cai_cs_synergy_policy_default		wh_main_sch_human_stables		wh_main_sch_human_forges	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_main_EMPIRE_stables	wh_main_emp_stables_3	wh_main_emp_stables_1	wh_main_EMPIRE_smiths	wh_main_emp_smiths_2	wh_main_emp_smiths_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh_main_sch_human_stables		wh_main_sch_human_smiths	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_main_SAVAGEORC_military	wh_main_savage_military_3	wh_main_savage_military_1	wh_main_GREENSKIN_boars	wh_main_grn_boars_2	wh_main_grn_boars_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh_main_sch_greenskin_military		wh_main_sch_greenskin_boars	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_main_VAMPIRES_armoury	wh_main_vmp_armoury_2	wh_main_vmp_armoury_1	wh_main_VAMPIRES_bindingcircle	wh_main_vmp_bindingcircle_3	wh_main_vmp_bindingcircle_1	cai_cs_synergy_level_low	cai_cs_synergy_policy_default		wh_main_sch_human_smiths		wh_main_sch_human_stables	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_main_VAMPIRES_armoury	wh_main_vmp_armoury_2	wh_main_vmp_armoury_1	wh_main_VAMPIRES_cemetary	wh_main_vmp_cemetary_3	wh_main_vmp_cemetary_1	cai_cs_synergy_level_low	cai_cs_synergy_policy_default		wh_main_sch_human_smiths		wh_main_sch_vampires_vampires	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_main_VAMPIRES_armoury	wh_main_vmp_armoury_2	wh_main_vmp_armoury_1	wh_main_VAMPIRES_vampires	wh_main_vmp_vampires_2	wh_main_vmp_vampires_1	cai_cs_synergy_level_low	cai_cs_synergy_policy_default		wh_main_sch_human_smiths		wh_main_sch_vampires_vampires	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_main_VAMPIRES_bindingcircle	wh_main_vmp_bindingcircle_3	wh_main_vmp_bindingcircle_1	wh_main_VAMPIRES_armoury	wh_main_vmp_armoury_2	wh_main_vmp_armoury_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh_main_sch_human_stables		wh_main_sch_human_smiths	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_main_VAMPIRES_cemetary	wh_main_vmp_cemetary_3	wh_main_vmp_cemetary_1	wh_main_VAMPIRES_armoury	wh_main_vmp_armoury_2	wh_main_vmp_armoury_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh_main_sch_vampires_vampires		wh_main_sch_human_smiths	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_main_VAMPIRES_forest	wh_main_vmp_forest_2	wh_main_vmp_forest_1	wh_main_VAMPIRES_vampires	wh_main_vmp_vampires_2	wh_main_vmp_vampires_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh_main_sch_vampires_forest		wh_main_sch_vampires_vampires	CAI_SYNERGY_SCOPE_PROVINCEWIDE
