building_chain_availability_sets_tables
0
building_chain	set_key
wh2_main_special_settlement_colony_major_wef	wh_dlc05_bas_wef
wh2_main_special_settlement_colony_minor_wef	wh_dlc05_bas_wef
wh2_main_special_settlement_hellpit_wef	wh_dlc05_bas_wef
wh2_main_special_settlement_hexoatl_wef	wh_dlc05_bas_wef
wh2_main_special_settlement_itza_wef	wh_dlc05_bas_wef
wh2_main_special_settlement_khemri_wef	wh_dlc05_bas_wef
wh2_main_special_settlement_lahmia_wef	wh_dlc05_bas_wef
wh2_main_special_settlement_lothern_wef	wh_dlc05_bas_wef
wh2_main_special_settlement_naggarond_wef	wh_dlc05_bas_wef
wh2_main_special_settlement_skavenblight_wef	wh_dlc05_bas_wef
wh2_main_special_shrine_of_asuryan_other	wh_dlc05_bas_wef
wh2_main_special_shrine_of_khaine_other	wh_dlc05_bas_wef
wh2_main_wef_eco_court	wh_dlc05_bas_wef
wh2_main_wef_replenishment	wh_dlc05_bas_wef
wh2_main_wef_resource_animals	wh_dlc05_bas_wef
wh2_main_wef_resource_gems	wh_dlc05_bas_wef
wh2_main_wef_resource_medicine	wh_dlc05_bas_wef
wh2_main_wef_resource_obsidian	wh_dlc05_bas_wef
wh2_main_wef_resource_spices	wh_dlc05_bas_wef
wh_dlc05_special_bordeleaux_port_wef	wh_dlc05_bas_wef
wh_dlc05_special_city_altdorf_woodelves	wh_dlc05_bas_wef
wh_dlc05_special_city_black_crag_woodelves	wh_dlc05_bas_wef
wh_dlc05_special_city_castle_drakenhof_woodelves	wh_dlc05_bas_wef
wh_dlc05_special_city_couronne_woodelves	wh_dlc05_bas_wef
wh_dlc05_special_city_eight_peaks_woodelves	wh_dlc05_bas_wef
wh_dlc05_special_city_karaz_a_karak_woodelves	wh_dlc05_bas_wef
wh_dlc05_special_city_kislev_woodelves	wh_dlc05_bas_wef
wh_dlc05_special_city_miragliano_woodelves	wh_dlc05_bas_wef
wh_dlc05_special_erengrad_port_wef	wh_dlc05_bas_wef
wh_dlc05_special_marienburg_port_wef	wh_dlc05_bas_wef
wh_dlc05_wef_agent_protection	wh_dlc05_bas_wef
wh_dlc05_wef_armoury	wh_dlc05_bas_wef
wh_dlc05_wef_cavalry	wh_dlc05_bas_wef
wh_dlc05_wef_dragons	wh_dlc05_bas_wef
wh_dlc05_wef_fletcher	wh_dlc05_bas_wef
wh_dlc05_wef_flying	wh_dlc05_bas_wef
wh_dlc05_wef_garrison	wh_dlc05_bas_wef
wh_dlc05_wef_growth	wh_dlc05_bas_wef
wh_dlc05_wef_income	wh_dlc05_bas_wef
wh_dlc05_wef_income_buff	wh_dlc05_bas_wef
wh_dlc05_wef_melee	wh_dlc05_bas_wef
wh_dlc05_wef_oak_of_ages	wh_dlc05_bas_wef
wh_dlc05_wef_oak_of_ages_mini	wh_dlc05_bas_wef
wh_dlc05_wef_office_starlight_forge	wh_dlc05_bas_wef
wh_dlc05_wef_office_the_wild_heath	wh_dlc05_bas_wef
wh_dlc05_wef_office_wardancer_feast_halls	wh_dlc05_bas_wef
wh_dlc05_wef_office_wildwood_waystones	wh_dlc05_bas_wef
wh_dlc05_wef_outpost_foraging	wh_dlc05_bas_wef
wh_dlc05_wef_outpost_major_dwarfhold	wh_dlc05_bas_wef
wh_dlc05_wef_outpost_major_dwarfhold_coast	wh_dlc05_bas_wef
wh_dlc05_wef_outpost_major_human	wh_dlc05_bas_wef
wh_dlc05_wef_outpost_major_human_coast	wh_dlc05_bas_wef
wh_dlc05_wef_outpost_minor_dwarfhold	wh_dlc05_bas_wef
wh_dlc05_wef_outpost_minor_dwarfhold_coast	wh_dlc05_bas_wef
wh_dlc05_wef_outpost_minor_human	wh_dlc05_bas_wef
wh_dlc05_wef_outpost_minor_human_coast	wh_dlc05_bas_wef
wh_dlc05_wef_outpost_norsca_major	wh_dlc05_bas_wef
wh_dlc05_wef_outpost_norsca_major_coast	wh_dlc05_bas_wef
wh_dlc05_wef_outpost_norsca_minor	wh_dlc05_bas_wef
wh_dlc05_wef_outpost_norsca_minor_coast	wh_dlc05_bas_wef
wh_dlc05_wef_outpost_recruitment	wh_dlc05_bas_wef
wh_dlc05_wef_outpost_replenishment	wh_dlc05_bas_wef
wh_dlc05_wef_outpost_slaughter	wh_dlc05_bas_wef
wh_dlc05_wef_port	wh_dlc05_bas_wef
wh_dlc05_wef_public_order	wh_dlc05_bas_wef
wh_dlc05_wef_ranged	wh_dlc05_bas_wef
wh_dlc05_wef_resource_dyes	wh_dlc05_bas_wef
wh_dlc05_wef_resource_furs	wh_dlc05_bas_wef
wh_dlc05_wef_resource_gold	wh_dlc05_bas_wef
wh_dlc05_wef_resource_iron	wh_dlc05_bas_wef
wh_dlc05_wef_resource_marble	wh_dlc05_bas_wef
wh_dlc05_wef_resource_pastures	wh_dlc05_bas_wef
wh_dlc05_wef_resource_pottery	wh_dlc05_bas_wef
wh_dlc05_wef_resource_salt	wh_dlc05_bas_wef
wh_dlc05_wef_resource_timber	wh_dlc05_bas_wef
wh_dlc05_wef_resource_wine	wh_dlc05_bas_wef
wh_dlc05_wef_settlement_major	wh_dlc05_bas_wef
wh_dlc05_wef_settlement_major_coast	wh_dlc05_bas_wef
wh_dlc05_wef_settlement_major_main	wh_dlc05_bas_wef
wh_dlc05_wef_settlement_minor	wh_dlc05_bas_wef
wh_dlc05_wef_settlement_minor_coast	wh_dlc05_bas_wef
wh_dlc05_wef_spellsingers	wh_dlc05_bas_wef
wh_dlc05_wef_temple_anath_raema	wh_dlc05_bas_wef
wh_dlc05_wef_temple_ereth_khial	wh_dlc05_bas_wef
wh_dlc05_wef_temple_isha	wh_dlc05_bas_wef
wh_dlc05_wef_temple_kurnous	wh_dlc05_bas_wef
wh_dlc05_wef_tree_delliandra	wh_dlc05_bas_wef
wh_dlc05_wef_tree_druthandor	wh_dlc05_bas_wef
wh_dlc05_wef_tree_spirits	wh_dlc05_bas_wef
wh_dlc05_wef_tree_talrennic	wh_dlc05_bas_wef
wh_dlc05_wef_tree_threllock	wh_dlc05_bas_wef
wh_dlc05_wef_walls	wh_dlc05_bas_wef
wh2_main_brt_defence_norsca	wh_main_bas_brt
wh2_main_brt_resource_animals	wh_main_bas_brt
wh2_main_brt_resource_dyes	wh_main_bas_brt
wh2_main_brt_resource_furs	wh_main_bas_brt
wh2_main_brt_resource_gemstones	wh_main_bas_brt
wh2_main_brt_resource_gold	wh_main_bas_brt
wh2_main_brt_resource_iron	wh_main_bas_brt
wh2_main_brt_resource_marble	wh_main_bas_brt
wh2_main_brt_resource_medicine	wh_main_bas_brt
wh2_main_brt_resource_obsidian	wh_main_bas_brt
wh2_main_brt_resource_pastures	wh_main_bas_brt
wh2_main_brt_resource_pottery	wh_main_bas_brt
wh2_main_brt_resource_salt	wh_main_bas_brt
wh2_main_brt_resource_spices	wh_main_bas_brt
wh2_main_brt_resource_timber	wh_main_bas_brt
wh2_main_brt_resource_wine	wh_main_bas_brt
wh2_main_special_altdorf_imperial_palace_brt	wh_main_bas_brt
wh2_main_special_chamber_of_visions	wh_main_bas_brt
wh2_main_special_clar_karond_lairs_other	wh_main_bas_brt
wh2_main_special_fortress_gate_eagle_untainted	wh_main_bas_brt
wh2_main_special_fortress_gate_griffon_untainted	wh_main_bas_brt
wh2_main_special_fortress_gate_phoenix_untainted	wh_main_bas_brt
wh2_main_special_fortress_gate_unicorn_untainted	wh_main_bas_brt
wh2_main_special_ghrond_convent_of_sorcery_other	wh_main_bas_brt
wh2_main_special_glittering_tower	wh_main_bas_brt
wh2_main_special_golden_tower_of_the_gods_other	wh_main_bas_brt
wh2_main_special_hag_graef_mines	wh_main_bas_brt
wh2_main_special_hexoatl_stellar_pyramids_other	wh_main_bas_brt
wh2_main_special_itza_emerald_pools	wh_main_bas_brt
wh2_main_special_lothern_port_other	wh_main_bas_brt
wh2_main_special_pyramid_of_nagash_other	wh_main_bas_brt
wh2_main_special_quintex	wh_main_bas_brt
wh2_main_special_settlement_athel_loren_brt	wh_main_bas_brt
wh2_main_special_settlement_black_crag_brt	wh_main_bas_brt
wh2_main_special_settlement_colony_major_other	wh_main_bas_brt
wh2_main_special_settlement_colony_minor_other	wh_main_bas_brt
wh2_main_special_settlement_eight_peaks_brt	wh_main_bas_brt
wh2_main_special_settlement_hellpit_other	wh_main_bas_brt
wh2_main_special_settlement_hexoatl_brt	wh_main_bas_brt
wh2_main_special_settlement_itza_brt	wh_main_bas_brt
wh2_main_special_settlement_karaz_a_karak_brt	wh_main_bas_brt
wh2_main_special_settlement_khemri_brt	wh_main_bas_brt
wh2_main_special_settlement_lahmia_brt	wh_main_bas_brt
wh2_main_special_settlement_lothern_brt	wh_main_bas_brt
wh2_main_special_settlement_naggarond_brt	wh_main_bas_brt
wh2_main_special_settlement_skavenblight_other	wh_main_bas_brt
wh2_main_special_shrine_of_asuryan_other	wh_main_bas_brt
wh2_main_special_shrine_of_khaine_other	wh_main_bas_brt
wh2_main_special_tower_of_hoeth_other	wh_main_bas_brt
wh2_main_special_ziggurat_of_dawn_beacon	wh_main_bas_brt
wh2_main_wef_oak_of_ages_occupied	wh_main_bas_brt
wh_main_BRETONNIA_barracks	wh_main_bas_brt
wh_main_BRETONNIA_carpenter	wh_main_bas_brt
wh_main_BRETONNIA_farm_basic	wh_main_bas_brt
wh_main_BRETONNIA_farm_extra	wh_main_bas_brt
wh_main_BRETONNIA_garrison	wh_main_bas_brt
wh_main_BRETONNIA_hospital	wh_main_bas_brt
wh_main_BRETONNIA_industry_basic	wh_main_bas_brt
wh_main_BRETONNIA_industry_extra	wh_main_bas_brt
wh_main_BRETONNIA_outpostnorsca_major	wh_main_bas_brt
wh_main_BRETONNIA_outpostnorsca_major_coast	wh_main_bas_brt
wh_main_BRETONNIA_outpostnorsca_minor	wh_main_bas_brt
wh_main_BRETONNIA_outpostnorsca_minor_coast	wh_main_bas_brt
wh_main_BRETONNIA_port	wh_main_bas_brt
wh_main_BRETONNIA_settlement_major	wh_main_bas_brt
wh_main_BRETONNIA_settlement_major_coast	wh_main_bas_brt
wh_main_BRETONNIA_settlement_minor	wh_main_bas_brt
wh_main_BRETONNIA_settlement_minor_coast	wh_main_bas_brt
wh_main_BRETONNIA_smith	wh_main_bas_brt
wh_main_BRETONNIA_stables	wh_main_bas_brt
wh_main_BRETONNIA_tavern	wh_main_bas_brt
wh_main_BRETONNIA_walls	wh_main_bas_brt
wh_main_BRETONNIA_worship	wh_main_bas_brt
wh_main_bretonnia_legendary_bordeleaux	wh_main_bas_brt
wh_main_bretonnia_legendary_bretonnia	wh_main_bas_brt
wh_main_bretonnia_legendary_carcassonne	wh_main_bas_brt
wh_main_special_bokha_palace	wh_main_bas_brt
wh_main_special_bordeleaux_vineyards	wh_main_bas_brt
wh_main_special_erengrad_port	wh_main_bas_brt
wh_main_special_marienburg_port	wh_main_bas_brt
wh_main_special_settlement_altdorf_bretonnia	wh_main_bas_brt
wh_main_special_settlement_castle_drakenhof_bretonnia	wh_main_bas_brt
wh_main_special_settlement_couronne	wh_main_bas_brt
wh_main_special_settlement_kislev_bretonnia	wh_main_bas_brt
wh_main_special_settlement_miragliano_bretonnia	wh_main_bas_brt
wh_main_special_tournament_grounds	wh_main_bas_brt
wh_main_CHAOS_port	wh_main_bas_chs
wh_main_horde_chaos_dragon_ogres	wh_main_bas_chs
wh_main_horde_chaos_forge	wh_main_bas_chs
wh_main_horde_chaos_giants	wh_main_bas_chs
wh_main_horde_chaos_knights	wh_main_bas_chs
wh_main_horde_chaos_magic	wh_main_bas_chs
wh_main_horde_chaos_marauders	wh_main_bas_chs
wh_main_horde_chaos_settlement	wh_main_bas_chs
wh_main_horde_chaos_trolls	wh_main_bas_chs
wh_main_horde_chaos_warriors	wh_main_bas_chs
wh_main_horde_chaos_weapons	wh_main_bas_chs
wh2_main_DWARFS_resource_pottery	wh_main_bas_dwf
wh2_main_DWARFS_resource_wine	wh_main_bas_dwf
wh2_main_dwf_defence_norsca	wh_main_bas_dwf
wh2_main_dwf_resource_animals	wh_main_bas_dwf
wh2_main_dwf_resource_medicine	wh_main_bas_dwf
wh2_main_dwf_resource_obsidian	wh_main_bas_dwf
wh2_main_dwf_resource_spices	wh_main_bas_dwf
wh2_main_special_brewery	wh_main_bas_dwf
wh2_main_special_chamber_of_visions	wh_main_bas_dwf
wh2_main_special_clar_karond_lairs_other	wh_main_bas_dwf
wh2_main_special_fortress_gate_eagle_untainted	wh_main_bas_dwf
wh2_main_special_fortress_gate_griffon_untainted	wh_main_bas_dwf
wh2_main_special_fortress_gate_phoenix_untainted	wh_main_bas_dwf
wh2_main_special_fortress_gate_unicorn_untainted	wh_main_bas_dwf
wh2_main_special_ghrond_convent_of_sorcery_other	wh_main_bas_dwf
wh2_main_special_golden_tower_of_the_gods_other	wh_main_bas_dwf
wh2_main_special_hag_graef_mines	wh_main_bas_dwf
wh2_main_special_hexoatl_stellar_pyramids_other	wh_main_bas_dwf
wh2_main_special_itza_emerald_pools	wh_main_bas_dwf
wh2_main_special_karaz_a_karak_airport	wh_main_bas_dwf
wh2_main_special_lothern_port_other	wh_main_bas_dwf
wh2_main_special_pyramid_of_nagash_other	wh_main_bas_dwf
wh2_main_special_quintex	wh_main_bas_dwf
wh2_main_special_settlement_altdorf_dwf	wh_main_bas_dwf
wh2_main_special_settlement_athel_loren_dwf	wh_main_bas_dwf
wh2_main_special_settlement_castle_drakenhof_dwf	wh_main_bas_dwf
wh2_main_special_settlement_colony_major_other	wh_main_bas_dwf
wh2_main_special_settlement_colony_minor_other	wh_main_bas_dwf
wh2_main_special_settlement_couronne_dwf	wh_main_bas_dwf
wh2_main_special_settlement_hellpit_other	wh_main_bas_dwf
wh2_main_special_settlement_hexoatl_dwf	wh_main_bas_dwf
wh2_main_special_settlement_itza_dwf	wh_main_bas_dwf
wh2_main_special_settlement_khemri_dwf	wh_main_bas_dwf
wh2_main_special_settlement_kislev_dwf	wh_main_bas_dwf
wh2_main_special_settlement_lahmia_dwf	wh_main_bas_dwf
wh2_main_special_settlement_lothern_dwf	wh_main_bas_dwf
wh2_main_special_settlement_miragliano_dwf	wh_main_bas_dwf
wh2_main_special_settlement_naggarond_dwf	wh_main_bas_dwf
wh2_main_special_settlement_skavenblight_other	wh_main_bas_dwf
wh2_main_special_shrine_of_asuryan_other	wh_main_bas_dwf
wh2_main_special_shrine_of_khaine_other	wh_main_bas_dwf
wh2_main_special_tower_of_hoeth_other	wh_main_bas_dwf
wh2_main_special_underway_hub_dwf	wh_main_bas_dwf
wh2_main_special_ziggurat_of_dawn_beacon	wh_main_bas_dwf
wh2_main_wef_oak_of_ages_occupied	wh_main_bas_dwf
wh_dlc06_DWARFS_eight_peaks	wh_main_bas_dwf
wh_dlc06_DWARFS_ranger_hub	wh_main_bas_dwf
wh_dlc06_DWARFS_ranger_hub_all	wh_main_bas_dwf
wh_main_DWARFS_barracks	wh_main_bas_dwf
wh_main_DWARFS_engineer	wh_main_bas_dwf
wh_main_DWARFS_farm	wh_main_bas_dwf
wh_main_DWARFS_garrison	wh_main_bas_dwf
wh_main_DWARFS_industry	wh_main_bas_dwf
wh_main_DWARFS_oaths	wh_main_bas_dwf
wh_main_DWARFS_outpostnorsca_major	wh_main_bas_dwf
wh_main_DWARFS_outpostnorsca_major_coast	wh_main_bas_dwf
wh_main_DWARFS_outpostnorsca_minor	wh_main_bas_dwf
wh_main_DWARFS_outpostnorsca_minor_coast	wh_main_bas_dwf
wh_main_DWARFS_resource_brine	wh_main_bas_dwf
wh_main_DWARFS_resource_cinnabar	wh_main_bas_dwf
wh_main_DWARFS_resource_coal	wh_main_bas_dwf
wh_main_DWARFS_resource_game	wh_main_bas_dwf
wh_main_DWARFS_resource_gemstones	wh_main_bas_dwf
wh_main_DWARFS_resource_gold	wh_main_bas_dwf
wh_main_DWARFS_resource_iron	wh_main_bas_dwf
wh_main_DWARFS_resource_marble	wh_main_bas_dwf
wh_main_DWARFS_resource_pastures	wh_main_bas_dwf
wh_main_DWARFS_resource_water	wh_main_bas_dwf
wh_main_DWARFS_settlement_major	wh_main_bas_dwf
wh_main_DWARFS_settlement_major_coast	wh_main_bas_dwf
wh_main_DWARFS_settlement_minor	wh_main_bas_dwf
wh_main_DWARFS_settlement_minor_coast	wh_main_bas_dwf
wh_main_DWARFS_slayers	wh_main_bas_dwf
wh_main_DWARFS_smiths	wh_main_bas_dwf
wh_main_DWARFS_tavern	wh_main_bas_dwf
wh_main_DWARFS_trade_depot	wh_main_bas_dwf
wh_main_DWARFS_walls	wh_main_bas_dwf
wh_main_DWARFS_workshops	wh_main_bas_dwf
wh_main_DWARF_port	wh_main_bas_dwf
wh_main_bretonnia_legendary_bordeleaux	wh_main_bas_dwf
wh_main_special_bordeleaux_vineyards	wh_main_bas_dwf
wh_main_special_brightstone_mine	wh_main_bas_dwf
wh_main_special_erengrad_port	wh_main_bas_dwf
wh_main_special_great_slayer_shrine	wh_main_bas_dwf
wh_main_special_high_king_throne_hall	wh_main_bas_dwf
wh_main_special_marienburg_port	wh_main_bas_dwf
wh_main_special_settlement_black_crag_dwarf	wh_main_bas_dwf
wh_main_special_settlement_eight_peaks_dwarf	wh_main_bas_dwf
wh_main_special_settlement_karaz_a_karak	wh_main_bas_dwf
wh2_main_EMPIRE_academy	wh_main_bas_emp
wh2_main_EMPIRE_roads	wh_main_bas_emp
wh2_main_HUMAN_resource_gemstones	wh_main_bas_emp
wh2_main_emp_defence_norsca	wh_main_bas_emp
wh2_main_emp_resource_animals	wh_main_bas_emp
wh2_main_emp_resource_medicine	wh_main_bas_emp
wh2_main_emp_resource_obsidian	wh_main_bas_emp
wh2_main_emp_resource_spices	wh_main_bas_emp
wh2_main_special_altdorf_castle_reikguard	wh_main_bas_emp
wh2_main_special_altdorf_imperial_palace	wh_main_bas_emp
wh2_main_special_chamber_of_visions	wh_main_bas_emp
wh2_main_special_clar_karond_lairs_emp	wh_main_bas_emp
wh2_main_special_fortress_gate_eagle_untainted	wh_main_bas_emp
wh2_main_special_fortress_gate_griffon_untainted	wh_main_bas_emp
wh2_main_special_fortress_gate_phoenix_untainted	wh_main_bas_emp
wh2_main_special_fortress_gate_unicorn_untainted	wh_main_bas_emp
wh2_main_special_ghrond_convent_of_sorcery_emp	wh_main_bas_emp
wh2_main_special_glittering_tower	wh_main_bas_emp
wh2_main_special_golden_tower_of_the_gods_other	wh_main_bas_emp
wh2_main_special_hag_graef_mines	wh_main_bas_emp
wh2_main_special_hexoatl_stellar_pyramids_other	wh_main_bas_emp
wh2_main_special_itza_emerald_pools	wh_main_bas_emp
wh2_main_special_lothern_port_other	wh_main_bas_emp
wh2_main_special_pyramid_of_nagash_other	wh_main_bas_emp
wh2_main_special_quintex	wh_main_bas_emp
wh2_main_special_settlement_athel_loren_emp	wh_main_bas_emp
wh2_main_special_settlement_black_crag_emp	wh_main_bas_emp
wh2_main_special_settlement_colony_major_other	wh_main_bas_emp
wh2_main_special_settlement_colony_minor_other	wh_main_bas_emp
wh2_main_special_settlement_eight_peaks_emp	wh_main_bas_emp
wh2_main_special_settlement_hellpit_other	wh_main_bas_emp
wh2_main_special_settlement_hexoatl_emp	wh_main_bas_emp
wh2_main_special_settlement_itza_emp	wh_main_bas_emp
wh2_main_special_settlement_karaz_a_karak_emp	wh_main_bas_emp
wh2_main_special_settlement_khemri_emp	wh_main_bas_emp
wh2_main_special_settlement_lahmia_emp	wh_main_bas_emp
wh2_main_special_settlement_lothern_emp	wh_main_bas_emp
wh2_main_special_settlement_naggarond_emp	wh_main_bas_emp
wh2_main_special_settlement_skavenblight_other	wh_main_bas_emp
wh2_main_special_shrine_of_asuryan_other	wh_main_bas_emp
wh2_main_special_shrine_of_khaine_other	wh_main_bas_emp
wh2_main_special_tower_of_hoeth_emp	wh_main_bas_emp
wh2_main_special_ziggurat_of_dawn_beacon	wh_main_bas_emp
wh2_main_wef_oak_of_ages_occupied	wh_main_bas_emp
wh_main_EMPIRE_barracks	wh_main_bas_emp
wh_main_EMPIRE_farm_basic	wh_main_bas_emp
wh_main_EMPIRE_forges	wh_main_bas_emp
wh_main_EMPIRE_garrison	wh_main_bas_emp
wh_main_EMPIRE_industry_basic	wh_main_bas_emp
wh_main_EMPIRE_outpostnorsca_major	wh_main_bas_emp
wh_main_EMPIRE_outpostnorsca_major_coast	wh_main_bas_emp
wh_main_EMPIRE_outpostnorsca_minor	wh_main_bas_emp
wh_main_EMPIRE_outpostnorsca_minor_coast	wh_main_bas_emp
wh_main_EMPIRE_port	wh_main_bas_emp
wh_main_EMPIRE_settlement_major	wh_main_bas_emp
wh_main_EMPIRE_settlement_major_coast	wh_main_bas_emp
wh_main_EMPIRE_settlement_minor	wh_main_bas_emp
wh_main_EMPIRE_settlement_minor_coast	wh_main_bas_emp
wh_main_EMPIRE_smiths	wh_main_bas_emp
wh_main_EMPIRE_stables	wh_main_bas_emp
wh_main_EMPIRE_tavern	wh_main_bas_emp
wh_main_EMPIRE_walls	wh_main_bas_emp
wh_main_EMPIRE_wizards	wh_main_bas_emp
wh_main_EMPIRE_worship	wh_main_bas_emp
wh_main_HUMAN_MIDDENHEIM_worship	wh_main_bas_emp
wh_main_HUMAN_TALABEC_worship	wh_main_bas_emp
wh_main_HUMAN_resource_dyes	wh_main_bas_emp
wh_main_HUMAN_resource_furs	wh_main_bas_emp
wh_main_HUMAN_resource_gold	wh_main_bas_emp
wh_main_HUMAN_resource_iron	wh_main_bas_emp
wh_main_HUMAN_resource_marble	wh_main_bas_emp
wh_main_HUMAN_resource_pastures	wh_main_bas_emp
wh_main_HUMAN_resource_pottery	wh_main_bas_emp
wh_main_HUMAN_resource_salt	wh_main_bas_emp
wh_main_HUMAN_resource_timber	wh_main_bas_emp
wh_main_HUMAN_resource_wine	wh_main_bas_emp
wh_main_bretonnia_legendary_bordeleaux	wh_main_bas_emp
wh_main_special_archecclesiatium	wh_main_bas_emp
wh_main_special_blazing_sun_chapterhouse	wh_main_bas_emp
wh_main_special_bokha_palace	wh_main_bas_emp
wh_main_special_bordeleaux_vineyards	wh_main_bas_emp
wh_main_special_college_of_magic	wh_main_bas_emp
wh_main_special_erengrad_port	wh_main_bas_emp
wh_main_special_great_temple_of_ulric	wh_main_bas_emp
wh_main_special_knights_panther_chapterhouse	wh_main_bas_emp
wh_main_special_marienburg_port	wh_main_bas_emp
wh_main_special_nuln_gunnery_school	wh_main_bas_emp
wh_main_special_reiksfort	wh_main_bas_emp
wh_main_special_settlement_altdorf	wh_main_bas_emp
wh_main_special_settlement_castle_drakenhof_empire	wh_main_bas_emp
wh_main_special_settlement_couronne_empire	wh_main_bas_emp
wh_main_special_settlement_kislev_empire	wh_main_bas_emp
wh_main_special_settlement_miragliano_empire	wh_main_bas_emp
wh_main_special_tournament_grounds	wh_main_bas_emp
wh2_main_special_big_fort	wh_main_bas_gob
wh2_main_special_dorks_rock	wh_main_bas_gob
wh_dlc06_GREENSKIN_squigs	wh_main_bas_gob
wh_main_GREENSKIN_farm	wh_main_bas_gob
wh_main_GREENSKIN_forest_beasts	wh_main_bas_gob
wh_main_GREENSKIN_garrison	wh_main_bas_gob
wh_main_GREENSKIN_industry	wh_main_bas_gob
wh_main_GREENSKIN_monsters	wh_main_bas_gob
wh_main_GREENSKIN_walls	wh_main_bas_gob
wh_main_GREENSKIN_workshop	wh_main_bas_gob
wh_main_special_savage_orc_camp	wh_main_bas_gob
wh2_main_grn_defence_norsca	wh_main_bas_grn
wh2_main_grn_raiders	wh_main_bas_grn
wh2_main_special_chamber_of_visions	wh_main_bas_grn
wh2_main_special_clar_karond_lairs_grn	wh_main_bas_grn
wh2_main_special_ghrond_convent_of_sorcery_other	wh_main_bas_grn
wh2_main_special_golden_tower_of_the_gods_other	wh_main_bas_grn
wh2_main_special_hag_graef_mines	wh_main_bas_grn
wh2_main_special_hexoatl_stellar_pyramids_other	wh_main_bas_grn
wh2_main_special_itza_emerald_pools	wh_main_bas_grn
wh2_main_special_lothern_port_other	wh_main_bas_grn
wh2_main_special_pyramid_of_nagash_other	wh_main_bas_grn
wh2_main_special_quintex	wh_main_bas_grn
wh2_main_special_settlement_altdorf_grn	wh_main_bas_grn
wh2_main_special_settlement_athel_loren_grn	wh_main_bas_grn
wh2_main_special_settlement_castle_drakenhof_grn	wh_main_bas_grn
wh2_main_special_settlement_colony_major_other	wh_main_bas_grn
wh2_main_special_settlement_colony_minor_other	wh_main_bas_grn
wh2_main_special_settlement_couronne_grn	wh_main_bas_grn
wh2_main_special_settlement_hellpit_other	wh_main_bas_grn
wh2_main_special_settlement_hexoatl_grn	wh_main_bas_grn
wh2_main_special_settlement_itza_grn	wh_main_bas_grn
wh2_main_special_settlement_khemri_grn	wh_main_bas_grn
wh2_main_special_settlement_kislev_grn	wh_main_bas_grn
wh2_main_special_settlement_lahmia_grn	wh_main_bas_grn
wh2_main_special_settlement_lothern_grn	wh_main_bas_grn
wh2_main_special_settlement_miragliano_grn	wh_main_bas_grn
wh2_main_special_settlement_naggarond_grn	wh_main_bas_grn
wh2_main_special_settlement_skavenblight_other	wh_main_bas_grn
wh2_main_special_shrine_of_asuryan_other	wh_main_bas_grn
wh2_main_special_shrine_of_khaine_other	wh_main_bas_grn
wh2_main_special_tower_of_hoeth_other	wh_main_bas_grn
wh2_main_special_troll_lair	wh_main_bas_grn
wh2_main_special_ziggurat_of_dawn_beacon	wh_main_bas_grn
wh_dlc06_GREENSKINS_resource_animals	wh_main_bas_grn
wh_dlc06_GREENSKIN_eight_peaks	wh_main_bas_grn
wh_main_GREENSKINS_resource_gemstones	wh_main_bas_grn
wh_main_GREENSKINS_resource_gold	wh_main_bas_grn
wh_main_GREENSKINS_resource_iron_military	wh_main_bas_grn
wh_main_GREENSKINS_resource_pastures_furs_military	wh_main_bas_grn
wh_main_GREENSKINS_resource_timber_military	wh_main_bas_grn
wh_main_GREENSKIN_port	wh_main_bas_grn
wh_main_bretonnia_legendary_bordeleaux	wh_main_bas_grn
wh_main_special_erengrad_port	wh_main_bas_grn
wh_main_special_marienburg_port	wh_main_bas_grn
wh_main_special_settlement_black_crag	wh_main_bas_grn
wh_main_special_settlement_eight_peaks	wh_main_bas_grn
wh2_main_EMPIRE_academy	wh_main_bas_ksl
wh2_main_EMPIRE_roads	wh_main_bas_ksl
wh2_main_HUMAN_resource_gemstones	wh_main_bas_ksl
wh2_main_emp_defence_norsca	wh_main_bas_ksl
wh2_main_emp_resource_animals	wh_main_bas_ksl
wh2_main_emp_resource_medicine	wh_main_bas_ksl
wh2_main_emp_resource_obsidian	wh_main_bas_ksl
wh2_main_emp_resource_spices	wh_main_bas_ksl
wh2_main_special_altdorf_imperial_palace	wh_main_bas_ksl
wh2_main_special_chamber_of_visions	wh_main_bas_ksl
wh2_main_special_clar_karond_lairs_other	wh_main_bas_ksl
wh2_main_special_ghrond_convent_of_sorcery_emp	wh_main_bas_ksl
wh2_main_special_glittering_tower	wh_main_bas_ksl
wh2_main_special_golden_tower_of_the_gods_other	wh_main_bas_ksl
wh2_main_special_hag_graef_mines	wh_main_bas_ksl
wh2_main_special_hexoatl_stellar_pyramids_other	wh_main_bas_ksl
wh2_main_special_itza_emerald_pools	wh_main_bas_ksl
wh2_main_special_lothern_port_other	wh_main_bas_ksl
wh2_main_special_quintex	wh_main_bas_ksl
wh2_main_special_settlement_athel_loren_emp	wh_main_bas_ksl
wh2_main_special_settlement_black_crag_emp	wh_main_bas_ksl
wh2_main_special_settlement_colony_major_other	wh_main_bas_ksl
wh2_main_special_settlement_colony_minor_other	wh_main_bas_ksl
wh2_main_special_settlement_eight_peaks_emp	wh_main_bas_ksl
wh2_main_special_settlement_hellpit_other	wh_main_bas_ksl
wh2_main_special_settlement_hexoatl_emp	wh_main_bas_ksl
