cdir_events_mission_option_junctions_tables
2
id	unknown2	mission_key	option_key	value
1868571776	0	wh2_main_mis_hef_engage_force_army_skv	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
1868579254	0	wh2_main_mis_skv_raid_region_lzd	CND_FACTION	wh2_main_skv_clan_mors
1868639771	0	wh2_main_mis_hef_eliminate_character_in_battle_faction_leader_chs	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
1868692112	0	wh2_main_mis_hef_raze_sack_settlement_dwf	CND_FIRST_ROUND	4
1868783681	0	wh2_main_mis_def_raze_sack_settlement_wef	CND_FACTION	wh2_main_def_naggarond
1868822038	0	wh2_main_mis_def_recruit_unit_land_infantry_melee	CND_CAMPAIGN	main_warhammer
1869	0	wh_main_emp_balthasar_gelt_cloak_of_molten_metal_stage_2.1	VAR_OBJECTIVE_SUBCULTURE	wh_main_sc_dwf_dwarfs
1869239214	0	wh2_main_mis_def_assassinate_character_agent_vmp	CND_FACTION	wh2_main_def_cult_of_pleasure
1869337483	0	wh2_main_mis_def_eliminate_character_in_battle_high_rank_brt	GEN_CND_MAX_REGION_DISTANCE	3
1869468911	0	wh2_main_mis_def_engage_force_army_emp	VAR_OBJECTIVE_REQUIRES_VICTORY	
1869564032	0	wh2_main_mis_skv_raze_sack_settlement_dwf	CND_FACTION	wh2_main_skv_clan_mors
1869691575	0	wh2_main_mis_lzd_declare_war_emp	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
1869798402	0	wh2_main_mis_def_engage_force_army_wef	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
186993198	0	wh2_main_mis_skv_eliminate_character_in_battle_high_rank_def	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
1870152906	0	wh2_main_mis_lzd_raze_sack_settlement_brt	CND_ROUNDS_UNTIL_NEXT	40
1870541443	0	wh2_main_vortex_narrative_lzd_the_island_serfs	GEN_CND_NOT_FACTION	wh2_main_hef_high_elves_intervention
1871062871	0	wh2_main_mis_skv_engage_force_army_invading_bst	CND_ROUNDS_UNTIL_NEXT	8
1871125566	0	wh2_main_mis_def_declare_war_hef	VAR_MISSION_LENGTH_MIN	4
1871617360	0	wh2_main_mis_lzd_eliminate_character_in_battle_high_rank_wef	VAR_MISSION_LENGTH_MAX	8
187213205	0	wh2_main_vortex_narrative_lzd_discordance	GEN_TARGET_NONE	
1872171782	0	wh2_main_mis_hef_assassinate_character_agent_skv	GEN_CND_WAR	
187228450	0	wh2_main_mis_def_recruit_agent_wizard	CND_FACTION	wh2_main_def_naggarond
1872297891	0	wh2_main_mis_def_declare_war_emp	VAR_CHANCE	50
1872318866	0	wh2_main_mis_skv_declare_war_lzd	VAR_MISSION_LENGTH_MOD_EASY	2.0
1872375287	0	wh2_main_mis_skv_raze_sack_settlement_skv	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
1872418527	0	wh2_main_vortex_narrative_lzd_gather_the_sacrifices	CND_RITUAL_CHAIN_STAGE_COMPLETED	wh2_main_ritual_vortex_lzd1
1872426932	0	wh2_main_mis_skv_eliminate_character_in_battle_high_rank_grn	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
1873	0	wh_main_emp_balthasar_gelt_cloak_of_molten_metal_stage_4	VAR_CHANCE	100
1873001654	0	wh2_main_mis_lzd_engage_force_army_grn	VAR_MISSION_LENGTH_MOD_HARD	1.2
1873130610	0	wh2_main_mis_skv_engage_force_army_skv	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
1873470538	0	wh2_main_vortex_narrative_skv_the_13_lords_of_decay	CND_CAMPAIGN	wh2_main_great_vortex
1873593670	0	wh2_main_vortex_narrative_lzd_power_of_the_old_ones	VAR_OBJECTIVE_NUM_CHARACTERS	1
1873596345	0	wh2_main_mis_def_assassinate_character_agent_grn	CND_FIRST_ROUND	4
1873758143	0	wh2_main_mis_def_declare_war_grn	VAR_MISSION_LENGTH_MOD_HARD	1.2
1873869899	0	wh2_main_mis_lzd_engage_force_army_invading_chs	CND_FACTION	wh2_main_lzd_last_defenders
1874081103	0	wh2_main_mis_skv_eliminate_character_in_battle_faction_leader_chs	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
187412643	0	wh2_main_mis_lzd_declare_war_grn	CND_FIRST_ROUND	4
1874642092	0	wh2_main_mis_skv_capture_regions_emp	VAR_MISSION_LENGTH_MAX	8
1874758481	0	wh2_main_mis_lzd_eliminate_character_in_battle_faction_leader_grn	GEN_CND_FACTION	wh_main_grn_greenskins
1874833345	0	wh2_main_vortex_narrative_lzd_the_next_spawning	CND_FACTION	wh2_main_lzd_hexoatl
1874859598	0	wh2_main_mis_def_raid_region_hef	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
1874891694	0	wh2_main_mis_skv_assassinate_character_agent_vmp	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_master_engineer_ghost
1875	0	wh_main_emp_balthasar_gelt_cloak_of_molten_metal_stage_4	GEN_TARGET_REGION	
1875065744	0	wh2_main_mis_hef_engage_force_army_invading_hef	CND_FACTION	wh2_main_hef_eataine
1875172152	0	wh2_main_mis_lzd_eliminate_character_in_battle_faction_leader_vmp	CND_MISSION_NOT_ACTIVE	wh_main_mis_lzd_assassinate_character_general_vmp
1875202166	0	wh2_main_mis_hef_engage_force_army_invading_brt	VAR_MISSION_LENGTH_MOD_EASY	2.0
1875239265	0	wh2_main_mis_skv_engage_force_army_invading_skv	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
1875445718	0	wh2_main_vortex_narrative_lzd_cities_of_gold	VAR_OBJECTIVE_AMOUNT_INT	10000
1875518622	0	wh2_main_mis_hef_declare_war_vmp	GEN_CND_NOT_MILITARY_ALLIED	
1875685527	0	wh2_main_mis_hef_assassinate_character_agent_skv	VAR_MISSION_LENGTH_MOD_HARD	1.2
1875969409	0	wh2_main_mis_lzd_engage_force_army_bst	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
1876305711	0	wh2_main_mis_def_raze_sack_settlement_skv	GEN_CND_MAX_REGION_DISTANCE	2
1876372900	0	wh2_main_mis_skv_raid_region_wef	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
1876651224	0	wh2_main_mis_skv_engage_force_army_lzd	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
1876690396	0	wh2_main_mis_lzd_declare_war_dwf	VAR_CHANCE	50
1876841241	0	wh2_main_mis_skv_eliminate_character_in_battle_faction_leader_chs	VAR_MISSION_LENGTH_MOD_HARD	1.2
1877106772	0	wh2_main_vortex_narrative_lzd_cities_of_gold	CND_MAX_TREASURY	10000
1877208137	0	wh2_main_mis_skv_declare_war_def	GEN_CND_MAX_DIPLOMATIC_RELATION	0
1877388677	0	wh2_main_mis_lzd_eliminate_character_in_battle_faction_leader_wef	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
1877449612	0	wh2_main_mis_skv_eliminate_character_in_battle_high_rank_hef	GEN_CND_SUBCULTURE	wh2_main_sc_hef_high_elves
1877710185	0	wh2_main_mis_skv_make_alliance_0	CND_FIRST_ROUND	4
1877971394	0	wh2_main_mis_skv_declare_war_lzd	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
1878	0	wh_main_emp_balthasar_gelt_cloak_of_molten_metal_stage_4	VAR_OBJECTIVE_CHARACTER_ID	2140783648
1878031687	0	wh2_main_vortex_narrative_hef_cold_blooded_aggression	VAR_MISSION_LENGTH_MIN	8
1878059534	0	wh2_main_mis_skv_engage_force_army_def	CND_FACTION	wh2_main_skv_clan_mors
1878105110	0	wh2_main_mis_skv_engage_force_army_grn	CND_ROUNDS_UNTIL_NEXT	16
1878268015	0	wh2_main_mis_lzd_recruit_agent_spy	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
187827390	0	wh2_main_mis_def_engage_force_army_invading_grn	CND_FIRST_ROUND	4
1878483578	0	wh2_main_mis_def_engage_force_army_chs	CND_ROUNDS_UNTIL_NEXT	16
187855389	0	wh2_main_mis_def_eliminate_character_in_battle_high_rank_hef	GEN_CND_SUBCULTURE	wh2_main_sc_hef_high_elves
1878748473	0	wh2_main_mis_skv_recruit_unit_land_war_beast	CND_CAMPAIGN	main_warhammer
1879026620	0	wh2_main_mis_lzd_raze_sack_settlement_lzd	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
1879493398	0	wh2_main_mis_skv_recruit_unit_land_infantry_melee	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
187953371	0	wh2_main_mis_hef_eliminate_character_in_battle_faction_leader_skv	VAR_MISSION_LENGTH_MOD_EASY	2.0
1879596472	0	wh2_main_mis_hef_recruit_unit_land_war_beast	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
1879650103	0	wh2_main_mis_def_assassinate_character_agent_chs	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_thane_ghost_2
1879735296	0	wh2_main_mis_lzd_assassinate_character_agent_wef	CND_FACTION	wh2_main_lzd_last_defenders
1879957418	0	wh2_main_mis_hef_capture_regions_vmp	VAR_MISSION_LENGTH_MAX	8
1880045524	0	wh2_main_mis_hef_engage_force_army_invading_lzd	VAR_OBJECTIVE_ARMIES_ONLY	
1880108854	0	wh_dlc05_mis_wef_assassinate_character_general_emp	GEN_CND_NOT_AGENT_SUBTYPE	dlc07_brt_green_knight
1880285141	0	wh2_main_mis_def_eliminate_character_in_battle_high_rank_emp	GEN_TARGET_CHARACTER	
188082114	0	wh2_main_mis_def_raid_region_brt	CND_FACTION	wh2_main_def_cult_of_pleasure
1880935685	0	wh2_main_mis_def_recruit_agent_dignitary	CND_BUILDING_CHAIN	wh2_main_def_worship
188099439	0	wh2_main_mis_skv_raid_region_dwf	GEN_CND_MIN_REGIONS_OWNED	2
1881169436	0	wh2_main_mis_def_eliminate_character_in_battle_faction_leader_lzd	GEN_CND_VISIBLE	
1881178651	0	wh2_main_mis_lzd_engage_force_army_dwf	CND_FACTION	wh2_main_lzd_hexoatl
1881544059	0	wh2_main_mis_def_raid_region_dwf	CND_FIRST_ROUND	4
1881663652	0	wh2_main_mis_def_raze_sack_settlement_def	VAR_MISSION_LENGTH_MOD_EASY	2.0
188168507	0	wh2_main_mis_lzd_recruit_unit_land_infantry_melee	CND_MAX_INFANTRY_MELEE_CATEGORY_RATIO	25
1881736045	0	wh2_main_mis_lzd_eliminate_character_in_battle_faction_leader_grn	GEN_TARGET_CHARACTER	
1882	0	wh_main_emp_balthasar_gelt_cloak_of_molten_metal_stage_4	GEN_CND_REGION	wh_main_reikland_altdorf
1882066635	0	wh2_main_mis_lzd_raze_sack_settlement_vmp	CND_FACTION	wh2_main_lzd_last_defenders
188215839	0	wh2_main_vortex_narrative_skv_return_of_sotek	VAR_MISSION_LENGTH_MIN	16
1882164610	0	wh2_main_mis_skv_declare_war_skv	GEN_CND_NOT_DEFENSIVE_ALLIED	
1882667524	0	wh2_main_mis_def_assassinate_character_agent_emp	CND_HAS_AGENT	champion;dignitary;engineer;minister;runesmith;spy;wizard
1882774729	0	wh2_main_mis_skv_capture_regions_emp	GEN_CND_NOT_OWNS	
1882845150	0	wh2_main_mis_def_engage_force_army_chs	VAR_MISSION_LENGTH_MAX	8
1882955805	0	wh2_main_mis_skv_raze_sack_settlement_wef	GEN_CND_DIPLOMACY_AVAILABLE	
1883120684	0	wh2_main_mis_hef_capture_regions_emp	GEN_CND_REGION_NEIGHBOURS	
1883140592	0	wh2_main_mis_def_assassinate_character_agent_lzd	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_runesmith_ghost
188342503	0	wh2_main_vortex_narrative_lzd_cities_of_gold	CND_UNIQUE	
1883462312	0	wh2_main_vortex_narrative_hef_love_and_hate_collide	CND_CAMPAIGN	wh2_main_great_vortex
1883476231	0	wh2_main_mis_def_eliminate_character_in_battle_high_rank_emp	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
1883639708	0	wh2_main_mis_skv_raze_sack_settlement_emp	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
188431212	0	wh2_main_mis_hef_eliminate_character_in_battle_faction_leader_brt	GEN_TARGET_CHARACTER	
188448830	0	wh2_main_mis_skv_assassinate_character_agent_skv	CND_CAMPAIGN	main_warhammer
1884643727	0	wh2_main_mis_def_engage_force_army_def	VAR_OBJECTIVE_REQUIRES_VICTORY	
1885095884	0	wh2_main_mis_skv_engage_force_army_bst	VAR_OBJECTIVE_REQUIRES_VICTORY	
1885140322	0	wh2_main_mis_def_assassinate_character_agent_emp	VAR_MISSION_LENGTH_MAX	8
1885257016	0	wh2_main_mis_skv_engage_force_army_invading_wef	VAR_MISSION_LENGTH_MAX	8
1885477639	0	wh2_main_vortex_narrative_lzd_living_tool	CND_RITUAL_CHAIN_STAGE_COMPLETED	wh2_main_ritual_vortex_lzd1
1885493825	0	wh2_main_mis_skv_raze_sack_settlement_vmp	CND_FACTION	wh2_main_skv_clan_pestilens
1885529522	0	wh2_main_vortex_narrative_skv_the_great_ascendancy	CND_RITUAL_CHAIN_STAGE_COMPLETED	wh2_main_ritual_vortex_skv4
1885673587	0	wh2_main_mis_lzd_declare_war_bst	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
1885710773	0	wh2_main_mis_hef_eliminate_character_in_battle_faction_leader_chs	GEN_CND_MAX_REGION_DISTANCE	3
1885822245	0	wh2_main_mis_hef_eliminate_character_in_battle_faction_leader_chs	VAR_MISSION_LENGTH_MAX	8
1886022242	0	wh2_main_mis_hef_engage_force_army_invading_brt	CND_FACTION	wh2_main_hef_eataine
1886568557	0	wh2_main_mis_def_raze_sack_settlement_emp	GEN_TARGET_REGION	
1886812385	0	wh2_main_mis_def_assassinate_character_agent_lzd	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_thane_ghost_2
1887	0	wh_main_emp_balthasar_gelt_cloak_of_molten_metal_stage_1	VAR_FOLLOWUP_CHANCE	100
1887405119	0	wh2_main_mis_hef_capture_regions_hef	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
1887415037	0	wh2_main_vortex_narrative_lzd_celestial_alignment	CND_RITUAL_CHAIN_STAGE_COMPLETED	wh2_main_ritual_vortex_lzd3
1887524838	0	wh2_main_mis_def_raid_region_emp	GEN_CND_MAX_REGION_DISTANCE	2
188797748	0	wh2_main_great_vortex_lzd_mazdamundi_cobra_mace_of_mazdamundi_stage_1	VAR_OBJECTIVE_ADDITIVE	
1888181163	0	wh2_main_mis_skv_recruit_unit_land_infantry_melee	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
1888413910	0	wh2_main_mis_lzd_eliminate_character_in_battle_high_rank_skv	GEN_CND_CHARACTER_TYPE	general
1888614877	0	wh2_main_mis_hef_capture_regions_def	VAR_CHANCE	25
1888700709	0	wh2_main_great_vortex_def_malekith_circlet_of_iron_stage_1	VAR_OBJECTIVE_ADDITIVE	
1889304655	0	wh2_main_mis_lzd_eliminate_character_in_battle_faction_leader_skv	VAR_MISSION_LENGTH_MOD_EASY	2.0
1889374251	0	wh2_main_mis_skv_make_alliance_0	GEN_CND_NOT_DEFENSIVE_ALLIED	
1889434756	0	wh2_main_mis_hef_raze_sack_settlement_wef	VAR_MISSION_LENGTH_MAX	12
1889519600	0	wh2_main_mis_lzd_declare_war_lzd	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
1889611505	0	wh2_main_mis_skv_engage_force_army_invading_def	CND_FIRST_ROUND	4
1889714065	0	wh2_main_mis_def_engage_force_army_invading_skv	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
1889915920	0	wh2_main_mis_lzd_declare_war_emp	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
1890034472	0	wh2_main_mis_def_recruit_unit_land_infantry_melee	VAR_MISSION_LENGTH_MIN	4
1890128104	0	wh2_main_mis_def_declare_war_skv	CND_ROUNDS_UNTIL_NEXT	24
189013806	0	wh2_main_mis_skv_declare_war_skv	CND_ROUNDS_UNTIL_NEXT	24
1890291726	0	wh2_main_mis_lzd_raze_sack_settlement_emp	VAR_MISSION_LENGTH_MIN	6
1890327354	0	wh2_main_mis_hef_eliminate_character_in_battle_high_rank_emp	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
1890335507	0	wh2_main_vortex_narrative_skv_mors_superior	CND_CAMPAIGN	wh2_main_great_vortex
189054658	0	wh2_main_spawning_assassinate_character	CND_HAS_AGENT	spy
1890683752	0	wh2_main_mis_skv_engage_force_army_invading_dwf	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
1890732720	0	wh2_main_mis_def_capture_regions_emp	VAR_MISSION_LENGTH_MIN	4
1890767746	0	wh2_main_mis_def_eliminate_character_in_battle_faction_leader_brt	CND_CAMPAIGN	main_warhammer
1890770662	0	wh2_main_vortex_narrative_hef_seek_enlightenment	GEN_CND_TECHNOLOGY	tech_hef_0_02
1890786922	0	wh2_main_vortex_narrative_lzd_soteks_hunger	CND_RITUAL_CHAIN_STAGE_COMPLETED	wh2_main_ritual_vortex_lzd2
189082234	0	wh2_main_vortex_narrative_lzd_work_against_them	CND_RITUAL_CHAIN_STAGE_NOT_COMPLETED	wh2_main_ritual_vortex_lzd4
1890901318	0	wh2_main_mis_hef_assassinate_character_agent_bst	VAR_MISSION_LENGTH_MOD_HARD	1.2
1891314289	0	wh2_main_mis_lzd_eliminate_character_in_battle_faction_leader_wef	GEN_CND_FACTION	wh_dlc05_wef_wood_elves
1891428516	0	wh2_main_mis_def_engage_force_army_invading_def	VAR_MISSION_LENGTH_MIN	4
1891559958	0	wh2_main_mis_def_capture_regions_def	CND_FACTION	wh2_main_def_cult_of_pleasure
1891602374	0	wh2_main_mis_def_engage_force_army_invading_hef	VAR_MISSION_LENGTH_MIN	4
189185475	0	wh2_main_vortex_narrative_skv_an_age_of_ruin	GEN_CND_MAX_REGION_DISTANCE	2
1891914189	0	wh2_main_mis_hef_capture_regions_dwf	GEN_CND_WAR	
1891991856	0	wh2_main_mis_def_capture_regions_brt	GEN_CND_SUBCULTURE	wh_main_sc_brt_bretonnia
1892355220	0	wh2_main_mis_skv_recruit_unit_land_war_beast	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
1892531607	0	wh2_main_mis_hef_engage_force_army_invading_def	GEN_CND_OWNS	
1892702255	0	wh2_main_mis_skv_engage_force_army_dwf	GEN_CND_WAR	
1893224884	0	wh2_main_vortex_narrative_hef_ulthuan_is_yours	CND_FACTION	wh2_main_hef_eataine
1893353381	0	wh2_main_mis_skv_raid_region_dwf	GEN_CND_MAX_REGION_DISTANCE	2
1893909766	0	wh2_main_mis_lzd_assassinate_character_agent_grn	VAR_MISSION_LENGTH_MIN	4
1894052918	0	wh2_main_mis_hef_make_alliance_0	GEN_CND_DIPLOMACY_AVAILABLE	
1894074649	0	wh2_main_mis_def_engage_force_army_invading_vmp	CND_FIRST_ROUND	4
189417603	0	wh2_main_mis_def_eliminate_character_in_battle_high_rank_dwf	CND_FACTION	wh2_main_def_cult_of_pleasure
1894191854	0	wh2_main_mis_lzd_eliminate_character_in_battle_faction_leader_grn	VAR_MISSION_LENGTH_MAX	8
1894235473	0	wh2_main_vortex_narrative_lzd_discordance	VAR_MISSION_LENGTH_MIN	8
1894487540	0	wh2_main_mis_lzd_engage_force_army_bst	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
1894517709	0	wh2_main_vortex_narrative_skv_skitterkill	GEN_TARGET_CHARACTER	
1894598950	0	wh2_main_mis_skv_engage_force_army_chs	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
1894819245	0	wh2_main_mis_skv_engage_force_army_skv	CND_FACTION	wh2_main_skv_clan_pestilens
189523804	0	wh2_main_mis_def_recruit_unit_land_infantry_melee	CND_CAN_RECRUIT_UNIT_CATEGORY	inf_melee
1895414595	0	wh2_main_mis_def_eliminate_character_in_battle_high_rank_brt	GEN_CND_MIN_CHARACTER_LEVEL	10
1895449515	0	wh2_main_mis_def_engage_force_army_invading_brt	CND_ROUNDS_UNTIL_NEXT	8
1895598423	0	wh2_main_mis_skv_engage_force_army_invading_wef	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
1895651539	0	wh2_main_mis_lzd_capture_regions_def	GEN_CND_REGION_NEIGHBOURS	
1896043905	0	wh_main_mis_vmp_assassinate_character_general_chs	GEN_CND_NOT_AGENT_SUBTYPE	dlc07_brt_green_knight
1896398140	0	wh2_main_mis_skv_raid_region_vmp	VAR_CHANCE	25
1896431496	0	wh2_main_mis_skv_eliminate_character_in_battle_faction_leader_bst	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
1896521958	0	wh2_main_mis_hef_capture_regions_skv	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
1896544025	0	wh2_main_mis_def_declare_war_grn	CND_ROUNDS_UNTIL_NEXT	24
1896678758	0	wh2_main_mis_lzd_declare_war_lzd	CND_CAMPAIGN	main_warhammer
1897	0	wh_main_qb_emp_balthasar_gelt_cloak_of_molten_metal_stage_3.1_battle_of_broken_leg_gully	VAR_FOLLOWUP_CHANCE	100
1897549506	0	wh2_main_mis_def_declare_war_wef	VAR_CHANCE	50
1897941309	0	wh2_main_great_vortex_skv_skrolk_rod_of_corruption_stage_1	GEN_CND_CHARACTER_ID	2140784529
1898087313	0	wh2_main_mis_def_eliminate_character_in_battle_high_rank_brt	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
1898682224	0	wh2_main_mis_skv_capture_regions_dwf	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
1899239444	0	wh2_main_mis_skv_capture_regions_lzd	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
189969310	0	wh2_main_mis_lzd_capture_regions_hef	CND_FIRST_ROUND	4
1899708511	0	wh2_main_mis_def_assassinate_character_agent_brt	CND_FIRST_ROUND	4
1900147029	0	wh2_main_mis_def_eliminate_character_in_battle_high_rank_chs	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
1900277284	0	wh2_main_vortex_narrative_def_the_stronger_you_are	CND_CAMPAIGN	wh2_main_great_vortex
1900354083	0	wh2_main_mis_lzd_recruit_unit_land_infantry_ranged	CND_FIRST_ROUND	4
1900399579	0	wh2_main_mis_skv_assassinate_character_agent_grn	VAR_MISSION_LENGTH_MOD_HARD	1.2
1900657834	0	wh2_main_mis_hef_eliminate_character_in_battle_faction_leader_skv	GEN_CND_FACTION	wh2_main_skv_clan_mors
190081167	0	wh2_main_mis_hef_raze_sack_settlement_hef	VAR_MISSION_LENGTH_MIN	6
1900833258	0	wh2_main_mis_lzd_engage_force_army_brt	GEN_CND_VISIBLE	
1901	0	wh_main_qb_emp_balthasar_gelt_cloak_of_molten_metal_stage_3.2_battle_of_broken_leg_gully	VAR_FOLLOWUP_CHANCE	100
1901069712	0	wh2_main_mis_def_declare_war_lzd	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
1901091821	0	wh2_main_mis_lzd_capture_regions_brt	GEN_CND_SUBCULTURE	wh_main_sc_brt_bretonnia
1901127478	0	wh2_main_mis_skv_raid_region_emp	CND_CAMPAIGN	main_warhammer
1901340277	0	wh2_main_mis_lzd_raze_sack_settlement_wef	VAR_OBJECTIVE_NUM_REGIONS	1
1901824725	0	wh2_main_mis_skv_eliminate_character_in_battle_high_rank_skv	GEN_CND_MAX_REGION_DISTANCE	3
1902303575	0	wh2_main_mis_hef_engage_force_army_emp	VAR_CHANCE	25
1902410091	0	wh2_main_mis_lzd_assassinate_character_agent_chs	CND_FACTION	wh2_main_lzd_hexoatl
1902537296	0	wh2_main_mis_def_raid_region_grn	CND_ROUNDS_UNTIL_NEXT	16
1902635629	0	wh2_main_mis_hef_raze_sack_settlement_def	CND_ROUNDS_UNTIL_NEXT	40
1902653567	0	wh2_main_mis_lzd_eliminate_character_in_battle_high_rank_emp	GEN_CND_CHARACTER_TYPE	general
1903526013	0	wh2_main_mis_def_engage_force_army_vmp	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
1903577501	0	wh2_main_hef_teclis_war_crown_of_saphery_stage_1	VAR_OBJECTIVE_AMOUNT_INT	1
1903621465	0	wh2_main_mis_def_assassinate_character_agent_vmp	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
190363118	0	wh2_main_mis_lzd_eliminate_character_in_battle_faction_leader_skv	CND_CAMPAIGN	main_warhammer
1903831913	0	wh2_main_mis_skv_assassinate_character_agent_brt	GEN_CND_VISIBLE	
1903973070	0	wh2_main_mis_hef_declare_war_def	CND_CAMPAIGN	main_warhammer
1904022475	0	wh2_main_mis_lzd_eliminate_character_in_battle_high_rank_skv	VAR_CHANCE	25
1904041120	0	wh2_main_mis_lzd_capture_regions_vmp	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
1904159639	0	wh2_main_mis_lzd_capture_regions_emp	VAR_CHANCE	25
1904183204	0	wh2_main_mis_hef_assassinate_character_agent_hef	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
1904405513	0	wh2_main_mis_def_eliminate_character_in_battle_high_rank_brt	GEN_TARGET_CHARACTER	
1904499741	0	wh2_main_mis_def_raze_sack_settlement_def	VAR_MISSION_LENGTH_MIN	6
1904536028	0	wh2_main_mis_hef_eliminate_character_in_battle_high_rank_brt	CND_FIRST_ROUND	4
1904638058	0	wh2_main_mis_lzd_eliminate_character_in_battle_faction_leader_def	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
1904880042	0	wh2_main_mis_lzd_eliminate_character_in_battle_faction_leader_lzd	VAR_CHANCE	25
190490533	0	wh2_main_vortex_narrative_hef_the_fate_of_the_spirit	VAR_MISSION_LENGTH_MAX	12
190495327	0	wh2_main_mis_skv_recruit_agent_engineer	CND_FIRST_ROUND	4
1905011225	0	wh2_main_mis_skv_eliminate_character_in_battle_faction_leader_wef	GEN_CND_FACTION_LEADER	
1905486421	0	wh2_main_mis_skv_engage_force_army_skv	VAR_OBJECTIVE_ARMIES_ONLY	
1905680783	0	wh2_main_mis_skv_declare_war_bst	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
1905861311	0	wh2_main_mis_hef_assassinate_character_agent_wef	GEN_CND_SUBCULTURE	wh_dlc05_sc_wef_wood_elves
1905976817	0	wh2_main_mis_lzd_declare_war_wef	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
1906158957	0	wh2_main_vortex_narrative_def_rites_of_power	CND_CAMPAIGN	wh2_main_great_vortex
1906177122	0	wh2_main_great_vortex_hef_tyrion_sunfang_stage_1	VAR_OBJECTIVE_AMOUNT_INT	3
1906300555	0	wh2_main_mis_skv_recruit_unit_land_infantry_ranged	GEN_TARGET_NONE	
1906354138	0	wh2_main_mis_lzd_engage_force_army_invading_chs	VAR_MISSION_LENGTH_MOD_EASY	2.0
1906523129	0	wh2_main_mis_hef_capture_regions_def	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
1906557427	0	wh2_main_mis_def_engage_force_army_invading_vmp	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
1906661073	0	wh2_main_mis_def_eliminate_character_in_battle_faction_leader_hef	GEN_CND_WAR	
1906760825	0	wh2_main_vortex_narrative_hef_seek_enlightenment	CND_RITUAL_CHAIN_STAGE_NOT_COMPLETED	wh2_main_ritual_vortex_hef4
190684056	0	wh2_main_mis_lzd_eliminate_character_in_battle_faction_leader_wef	GEN_TARGET_CHARACTER	
1906874356	0	wh2_main_vortex_narrative_lzd_living_tool	GEN_TARGET_NONE	
1906973823	0	wh2_main_vortex_narrative_hef_the_spy_hunters_of_saphery	CND_CAMPAIGN	wh2_main_great_vortex
1907	0	wh_main_qb_emp_balthasar_gelt_cloak_of_molten_metal_stage_5_ancient_dragon_cave	VAR_CHANCE	100
