cdir_military_generator_unit_qualities_tables
1
group_key	quality	unit_key
elite	10	wh2_main_lzd_inf_temple_guards_blessed
Default_land_infantry_melee	5	wh2_main_skv_inf_clanrats_0
Default_land_infantry_melee	5	wh2_main_skv_inf_clanrats_1
Default_land_infantry_melee	10	wh2_main_skv_inf_plague_monk_censer_bearer
Default_land_infantry_melee	5	wh2_main_skv_inf_plague_monks
Default_land_infantry_melee	1	wh2_main_skv_inf_skavenslaves_0
Default_land_infantry_melee	10	wh2_main_skv_inf_stormvermin_1
Default_land_infantry_melee	5	wh_dlc01_chs_inf_chaos_warriors_2
elite	10	wh_dlc01_chs_inf_chosen_2
Default_land_infantry_melee	5	wh_dlc01_chs_inf_forsaken_0
Default_land_infantry_melee	10	wh_dlc03_bst_inf_bestigor_herd_0
Default_land_infantry_melee	5	wh_dlc03_bst_inf_gor_herd_0
Default_land_infantry_melee	5	wh_dlc03_bst_inf_gor_herd_1
Default_land_infantry_melee	1	wh_dlc03_bst_inf_ungor_herd_1
Default_land_infantry_melee	1	wh_dlc03_bst_inf_ungor_spearmen_0
Default_land_infantry_melee	10	wh_dlc04_emp_inf_sigmars_sons_0
Default_land_infantry_melee	10	wh_dlc04_emp_inf_tattersouls_0
Default_land_infantry_melee	10	wh_dlc04_vmp_inf_feasters_in_the_dusk_0
Default_land_infantry_melee	10	wh_dlc04_vmp_inf_konigstein_stalkers_0
Default_land_infantry_melee	10	wh_dlc04_vmp_inf_sternsmen_0
Default_land_infantry_melee	10	wh_dlc04_vmp_inf_tithe_0
Default_land_infantry_melee	5	wh_dlc05_wef_inf_eternal_guard_0
Default_land_infantry_melee	5	wh_dlc05_wef_inf_eternal_guard_1
Default_land_infantry_melee	5	wh_dlc05_wef_inf_wardancers_0
Default_land_infantry_melee	5	wh_dlc05_wef_inf_wardancers_1
Default_land_infantry_melee	5	wh_dlc05_wef_inf_wildwood_rangers_0
elite	10	wh_dlc06_chs_inf_aspiring_champions_0
Default_land_infantry_melee	10	wh_dlc06_dwf_inf_dragonback_slayers_0
Default_land_infantry_melee	10	wh_dlc06_dwf_inf_ekrund_miners_0
Default_land_infantry_melee	10	wh_dlc06_dwf_inf_norgrimlings_ironbreakers_0
Default_land_infantry_melee	10	wh_dlc06_dwf_inf_old_grumblers_0
Default_land_infantry_melee	10	wh_dlc06_dwf_inf_peak_gate_guard_0
Default_land_infantry_melee	10	wh_dlc06_dwf_inf_warriors_dragonfire_pass_0
Default_land_infantry_melee	10	wh_dlc06_grn_inf_da_eight_peaks_loonies_0
Default_land_infantry_melee	10	wh_dlc06_grn_inf_da_warlords_boyz_0
Default_land_infantry_melee	10	wh_dlc06_grn_inf_krimson_killerz_0
Default_land_infantry_melee	10	wh_dlc07_brt_inf_battle_pilgrims_0
Default_land_infantry_melee	10	wh_dlc07_brt_inf_foot_squires_0
Default_land_infantry_melee	2	wh_dlc07_brt_inf_men_at_arms_1
Default_land_infantry_melee	5	wh_dlc07_brt_inf_men_at_arms_2
Default_land_infantry_melee	2	wh_dlc07_brt_inf_spearmen_at_arms_1
Default_land_infantry_melee	10	wh_main_brt_inf_men_at_arms
Default_land_infantry_melee	5	wh_main_brt_inf_spearmen_at_arms
Default_land_infantry_melee	1	wh_main_chs_inf_chaos_marauders_0
Default_land_infantry_melee	2	wh_main_chs_inf_chaos_marauders_1
Default_land_infantry_melee	5	wh_main_chs_inf_chaos_warriors_0
Default_land_infantry_melee	5	wh_main_chs_inf_chaos_warriors_1
elite	10	wh_main_chs_inf_chosen_0
elite	10	wh_main_chs_inf_chosen_1
Default_land_infantry_melee	1	wh_main_dwf_inf_dwarf_warrior_0
Default_land_infantry_melee	1	wh_main_dwf_inf_dwarf_warrior_1
elite	10	wh_main_dwf_inf_hammerers
elite	10	wh_main_dwf_inf_ironbreakers
Default_land_infantry_melee	5	wh_main_dwf_inf_longbeards
Default_land_infantry_melee	5	wh_main_dwf_inf_longbeards_1
Default_land_infantry_melee	6	wh_main_emp_inf_greatswords
Default_land_infantry_melee	5	wh_main_emp_inf_halberdiers
Default_land_infantry_melee	1	wh_main_emp_inf_spearmen_0
Default_land_infantry_melee	1	wh_main_emp_inf_spearmen_1
Default_land_infantry_melee	1	wh_main_emp_inf_swordsmen
elite	10	wh_main_grn_inf_black_orcs
Default_land_infantry_melee	1	wh_main_grn_inf_night_goblin_fanatics
Default_land_infantry_missile	5	wh_main_grn_inf_night_goblin_fanatics_1
Default_land_infantry_melee	1	wh_main_grn_inf_night_goblins
Default_land_infantry_melee	5	wh_main_grn_inf_orc_big_uns
Default_land_infantry_melee	2	wh_main_grn_inf_orc_boyz
Default_land_infantry_melee	5	wh_main_grn_inf_savage_orc_big_uns
Default_land_infantry_melee	2	wh_main_grn_inf_savage_orcs
Default_land_infantry_melee	1	wh_main_nor_inf_chaos_marauders_0
Default_land_infantry_melee	2	wh_main_nor_inf_chaos_marauders_1
Default_land_infantry_melee	5	wh_main_vmp_inf_cairn_wraiths
Default_land_infantry_melee	5	wh_main_vmp_inf_crypt_ghouls
Default_land_infantry_melee	10	wh_main_vmp_inf_grave_guard_0
Default_land_infantry_melee	10	wh_main_vmp_inf_grave_guard_1
Default_land_infantry_missile_heavy	10	wh2_main_skv_inf_death_globe_bombardiers
Default_land_infantry_missile_heavy	10	wh2_main_skv_inf_poison_wind_globadiers
Default_land_infantry_missile_heavy	10	wh2_main_skv_inf_warpfire_thrower
Default_land_infantry_missile	5	wh2_main_def_inf_darkshards_0
Default_land_infantry_missile	5	wh2_main_def_inf_darkshards_1
Default_land_infantry_missile	1	wh2_main_hef_inf_archers_0
Default_land_infantry_missile	1	wh2_main_hef_inf_archers_1
Default_land_infantry_missile	10	wh2_main_hef_inf_gate_guard
Default_land_infantry_missile	5	wh2_main_hef_inf_lothern_sea_guard_0
Default_land_infantry_missile	5	wh2_main_hef_inf_lothern_sea_guard_1
Default_land_infantry_missile	5	wh2_main_skv_inf_death_runners_0
Default_land_infantry_missile	5	wh2_main_skv_inf_gutter_runner_slingers_0
Default_land_infantry_missile	5	wh2_main_skv_inf_gutter_runner_slingers_1
Default_land_infantry_missile	5	wh2_main_skv_inf_gutter_runners_0
Default_land_infantry_missile	5	wh2_main_skv_inf_gutter_runners_1
Default_land_infantry_missile	5	wh2_main_skv_inf_night_runners_0
Default_land_infantry_missile	5	wh2_main_skv_inf_night_runners_1
Default_land_infantry_missile	1	wh2_main_skv_inf_skavenslave_slingers_0
Default_land_infantry_missile	1	wh_dlc03_bst_inf_ungor_raiders_0
Default_land_infantry_missile	10	wh_dlc04_emp_inf_silver_bullets_0
Default_land_infantry_missile	5	wh_dlc05_wef_inf_deepwood_scouts_0
Default_land_infantry_missile	5	wh_dlc05_wef_inf_deepwood_scouts_1
Default_land_infantry_missile	1	wh_dlc05_wef_inf_glade_guard_0
Default_land_infantry_missile	1	wh_dlc05_wef_inf_glade_guard_1
Default_land_infantry_missile	1	wh_dlc05_wef_inf_glade_guard_2
Default_land_infantry_missile	5	wh_dlc05_wef_inf_waywatchers_0
Default_land_infantry_missile	5	wh_dlc06_dwf_inf_bugmans_rangers_0
Default_land_infantry_missile	10	wh_dlc06_dwf_inf_norgrimlings_irondrakes_0
Default_land_infantry_missile	5	wh_dlc06_dwf_inf_rangers_0
Default_land_infantry_missile	5	wh_dlc06_dwf_inf_rangers_1
Default_land_infantry_missile	10	wh_dlc06_dwf_inf_ulthars_raiders_0
Default_land_infantry_missile	10	wh_dlc06_grn_inf_da_rusty_arrers_0
Default_land_infantry_missile	5	wh_dlc07_brt_inf_peasant_bowmen_1
Default_land_infantry_missile	5	wh_dlc07_brt_inf_peasant_bowmen_2
Default_land_infantry_missile	1	wh_main_brt_inf_peasant_bowmen
Default_land_infantry_missile	10	wh_main_dwf_inf_irondrakes_0
Default_land_infantry_missile	10	wh_main_dwf_inf_irondrakes_2
Default_land_infantry_missile	1	wh_main_dwf_inf_quarrellers_0
Default_land_infantry_missile	1	wh_main_dwf_inf_quarrellers_1
Default_land_infantry_missile	5	wh_main_dwf_inf_thunderers_0
Default_land_infantry_missile	5	wh_main_emp_inf_crossbowmen
Default_land_infantry_missile	5	wh_main_emp_inf_handgunners
Default_land_infantry_missile	1	wh_main_grn_inf_goblin_archers
Default_land_infantry_missile	1	wh_main_grn_inf_night_goblin_archers
Default_land_infantry_missile	1	wh_main_grn_inf_orc_arrer_boyz
Default_land_infantry_missile	1	wh_main_grn_inf_savage_orc_arrer_boyz
Default_land_infantry_monterous	5	wh_dlc01_chs_mon_dragon_ogre
Default_land_infantry_monterous	5	wh_dlc01_chs_mon_trolls_1
Default_land_infantry_monterous	1	wh_dlc03_bst_mon_chaos_spawn_0
Default_land_infantry_monterous	10	wh_dlc04_vmp_mon_devils_swartzhafen_0
Default_land_infantry_monterous	1	wh_main_chs_mon_trolls
Default_land_infantry_monterous	1	wh_main_grn_mon_trolls
Default_land_infantry_monterous	5	wh_main_nor_mon_chaos_trolls
Default_land_infantry_monterous	5	wh_main_vmp_mon_crypt_horrors
Default_land_infantry_monterous	5	wh_main_vmp_mon_vargheists
Default_land_infantry_spearmen	1	wh_dlc03_bst_inf_ungor_spearmen_1
Default_land_infantry_spearmen	0	wh_dlc06_grn_inf_nasty_skulkers_0
Default_land_infantry_spearmen	1	wh_main_grn_inf_goblin_spearmen
Default_land_magic	5	wh2_main_def_cha_death_hag_0
Default_land_magic	5	wh2_main_def_cha_death_hag_1
Default_land_magic	5	wh2_main_def_cha_khainite_assassin_0
Default_land_magic	5	wh2_main_def_cha_sorceress_dark_0
Default_land_magic	5	wh2_main_def_cha_sorceress_dark_1
Default_land_magic	5	wh2_main_def_cha_sorceress_dark_2
Default_land_magic	5	wh2_main_def_cha_sorceress_dark_3
Default_land_magic	5	wh2_main_def_cha_sorceress_fire_0
Default_land_magic	5	wh2_main_def_cha_sorceress_fire_1
Default_land_magic	5	wh2_main_def_cha_sorceress_fire_2
Default_land_magic	5	wh2_main_def_cha_sorceress_fire_3
Default_land_magic	5	wh2_main_def_cha_sorceress_shadow_0
Default_land_magic	5	wh2_main_def_cha_sorceress_shadow_1
Default_land_magic	5	wh2_main_def_cha_sorceress_shadow_2
Default_land_magic	5	wh2_main_def_cha_sorceress_shadow_3
Default_land_magic	5	wh2_main_hef_cha_loremaster_of_hoeth_0
Default_land_magic	5	wh2_main_hef_cha_mage_high_0
Default_land_magic	5	wh2_main_hef_cha_mage_high_1
Default_land_magic	5	wh2_main_hef_cha_mage_high_4
Default_land_magic	5	wh2_main_hef_cha_mage_life_0
Default_land_magic	5	wh2_main_hef_cha_mage_life_1
Default_land_magic	5	wh2_main_hef_cha_mage_life_4
Default_land_magic	5	wh2_main_hef_cha_mage_light_0
Default_land_magic	5	wh2_main_hef_cha_mage_light_1
Default_land_magic	5	wh2_main_hef_cha_mage_light_4
Default_land_magic	5	wh2_main_hef_cha_noble_0
Default_land_magic	5	wh2_main_hef_cha_noble_2
Default_land_magic	5	wh2_main_hef_cha_noble_3
Default_land_magic	5	wh2_main_hef_cha_noble_4
Default_land_magic	5	wh2_main_lzd_cha_saurus_scar_veteran_0
Default_land_magic	5	wh2_main_lzd_cha_saurus_scar_veteran_1
Default_land_magic	5	wh2_main_lzd_cha_saurus_scar_veteran_2
Default_land_magic	5	wh2_main_lzd_cha_skink_chief_0
Default_land_magic	5	wh2_main_lzd_cha_skink_chief_1
Default_land_magic	5	wh2_main_lzd_cha_skink_chief_2
Default_land_magic	5	wh2_main_lzd_cha_skink_chief_3
Default_land_magic	5	wh2_main_lzd_cha_skink_priest_beasts_0
Default_land_magic	5	wh2_main_lzd_cha_skink_priest_beasts_1
Default_land_magic	5	wh2_main_lzd_cha_skink_priest_beasts_2
Default_land_magic	5	wh2_main_lzd_cha_skink_priest_beasts_3
Default_land_magic	5	wh2_main_lzd_cha_skink_priest_heavens_0
Default_land_magic	5	wh2_main_lzd_cha_skink_priest_heavens_1
Default_land_magic	5	wh2_main_lzd_cha_skink_priest_heavens_2
Default_land_magic	5	wh2_main_lzd_cha_skink_priest_heavens_3
Default_land_magic	5	wh2_main_skv_cha_assassin
Default_land_magic	5	wh2_main_skv_cha_plague_priest_0
Default_land_magic	5	wh2_main_skv_cha_plague_priest_2
Default_land_magic	5	wh2_main_skv_cha_warlock_engineer
Default_land_magic	5	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_0
Default_land_magic	5	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_10
Default_land_magic	5	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_12
Default_land_magic	5	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_13
Default_land_magic	5	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_9
Default_land_magic	5	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_0
Default_land_magic	5	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_10
Default_land_magic	5	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_12
Default_land_magic	5	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_13
Default_land_magic	5	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_9
Default_land_magic	5	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_0
Default_land_magic	5	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_10
Default_land_magic	5	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_12
Default_land_magic	5	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_13
Default_land_magic	5	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_9
Default_land_magic	5	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_0
Default_land_magic	5	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_1
Default_land_magic	5	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_2
Default_land_magic	5	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_3
Default_land_magic	5	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_4
Default_land_magic	5	wh_dlc01_chs_cha_chaos_sorcerer_shadows_0
Default_land_magic	5	wh_dlc01_chs_cha_chaos_sorcerer_shadows_1
Default_land_magic	5	wh_dlc01_chs_cha_chaos_sorcerer_shadows_2
Default_land_magic	5	wh_dlc01_chs_cha_chaos_sorcerer_shadows_3
Default_land_magic	5	wh_dlc01_nor_cha_chaos_sorcerer_lord_0
Default_land_magic	5	wh_dlc01_nor_cha_chaos_sorcerer_lord_1
Default_land_magic	5	wh_dlc03_bst_cha_bray_shaman_beasts_0
Default_land_magic	5	wh_dlc03_bst_cha_bray_shaman_beasts_1
Default_land_magic	5	wh_dlc03_bst_cha_bray_shaman_death_0
Default_land_magic	5	wh_dlc03_bst_cha_bray_shaman_death_1
Default_land_magic	5	wh_dlc03_bst_cha_bray_shaman_shadows_0
Default_land_magic	5	wh_dlc03_bst_cha_bray_shaman_shadows_1
Default_land_magic	5	wh_dlc03_bst_cha_bray_shaman_wild_0
Default_land_magic	5	wh_dlc03_bst_cha_bray_shaman_wild_1
Default_land_magic	5	wh_dlc03_emp_cha_wizard_beasts_0
Default_land_magic	5	wh_dlc03_emp_cha_wizard_beasts_1
Default_land_magic	5	wh_dlc03_emp_cha_wizard_beasts_2
Default_land_magic	5	wh_dlc03_emp_cha_wizard_beasts_3
Default_land_magic	5	wh_dlc03_emp_cha_wizard_beasts_4
Default_land_magic	5	wh_dlc04_vmp_cha_necromancer_1
Default_land_magic	5	wh_dlc04_vmp_cha_necromancer_2
Default_land_magic	5	wh_dlc04_vmp_cha_necromancer_3
Default_land_magic	5	wh_dlc05_emp_cha_wizard_life_0
Default_land_magic	5	wh_dlc05_emp_cha_wizard_life_1
Default_land_magic	5	wh_dlc05_emp_cha_wizard_life_2
Default_land_magic	5	wh_dlc05_emp_cha_wizard_life_3
Default_land_magic	5	wh_dlc05_emp_cha_wizard_shadows_0
Default_land_magic	5	wh_dlc05_emp_cha_wizard_shadows_1
Default_land_magic	5	wh_dlc05_emp_cha_wizard_shadows_2
Default_land_magic	5	wh_dlc05_emp_cha_wizard_shadows_3
Default_land_magic	5	wh_dlc05_vmp_cha_vampire_shadows_0
Default_land_magic	5	wh_dlc05_vmp_cha_vampire_shadows_1
Default_land_magic	5	wh_dlc05_vmp_cha_vampire_shadows_2
Default_land_magic	5	wh_dlc05_wef_cha_branchwraith_0
Default_land_magic	5	wh_dlc05_wef_cha_spellsinger_beasts_0
Default_land_magic	5	wh_dlc05_wef_cha_spellsinger_beasts_1
Default_land_magic	5	wh_dlc05_wef_cha_spellsinger_beasts_2
Default_land_magic	5	wh_dlc05_wef_cha_spellsinger_beasts_3
Default_land_magic	5	wh_dlc05_wef_cha_spellsinger_life_0
Default_land_magic	5	wh_dlc05_wef_cha_spellsinger_life_1
Default_land_magic	5	wh_dlc05_wef_cha_spellsinger_life_2
Default_land_magic	5	wh_dlc05_wef_cha_spellsinger_life_3
Default_land_magic	5	wh_dlc05_wef_cha_spellsinger_shadows_0
Default_land_magic	5	wh_dlc05_wef_cha_spellsinger_shadows_1
Default_land_magic	5	wh_dlc05_wef_cha_spellsinger_shadows_2
Default_land_magic	5	wh_dlc05_wef_cha_spellsinger_shadows_3
Default_land_magic	5	wh_dlc05_wef_cha_waystalker_0
Default_land_magic	5	wh_dlc07_brt_cha_damsel_beasts_0
Default_land_magic	5	wh_dlc07_brt_cha_damsel_beasts_1
Default_land_magic	5	wh_dlc07_brt_cha_damsel_beasts_2
Default_land_magic	5	wh_dlc07_brt_cha_damsel_beasts_3
Default_land_magic	5	wh_dlc07_brt_cha_damsel_life_0
Default_land_magic	5	wh_dlc07_brt_cha_damsel_life_1
Default_land_magic	5	wh_dlc07_brt_cha_damsel_life_2
Default_land_magic	5	wh_dlc07_brt_cha_damsel_life_3
Default_land_magic	5	wh_dlc07_brt_cha_green_knight_0
Default_land_magic	5	wh_dlc07_brt_cha_prophetess_beasts_0
Default_land_magic	5	wh_dlc07_brt_cha_prophetess_beasts_1
Default_land_magic	5	wh_dlc07_brt_cha_prophetess_beasts_2
Default_land_magic	5	wh_dlc07_brt_cha_prophetess_beasts_3
Default_land_magic	5	wh_dlc07_brt_cha_prophetess_heavens_0
Default_land_magic	5	wh_dlc07_brt_cha_prophetess_heavens_1
Default_land_magic	5	wh_dlc07_brt_cha_prophetess_heavens_2
Default_land_magic	5	wh_dlc07_brt_cha_prophetess_heavens_3
Default_land_magic	5	wh_main_brt_cha_damsel_0
Default_land_magic	5	wh_main_brt_cha_damsel_1
Default_land_magic	5	wh_main_brt_cha_damsel_2
Default_land_magic	5	wh_main_brt_cha_damsel_3
Default_land_magic	5	wh_main_brt_cha_paladin_0
Default_land_magic	5	wh_main_brt_cha_paladin_3
Default_land_magic	5	wh_main_brt_cha_paladin_4
Default_land_magic	5	wh_main_chs_cha_archaon_the_everchosen_0
Default_land_magic	5	wh_main_chs_cha_archaon_the_everchosen_1
Default_land_magic	5	wh_main_chs_cha_chaos_sorcerer_death_0
Default_land_magic	5	wh_main_chs_cha_chaos_sorcerer_death_10
Default_land_magic	5	wh_main_chs_cha_chaos_sorcerer_death_11
Default_land_magic	5	wh_main_chs_cha_chaos_sorcerer_death_9
Default_land_magic	5	wh_main_chs_cha_chaos_sorcerer_fire_0
Default_land_magic	5	wh_main_chs_cha_chaos_sorcerer_fire_10
Default_land_magic	5	wh_main_chs_cha_chaos_sorcerer_fire_11
Default_land_magic	5	wh_main_chs_cha_chaos_sorcerer_fire_9
Default_land_magic	5	wh_main_chs_cha_chaos_sorcerer_metal_0
Default_land_magic	5	wh_main_chs_cha_chaos_sorcerer_metal_10
Default_land_magic	5	wh_main_chs_cha_chaos_sorcerer_metal_11
Default_land_magic	5	wh_main_chs_cha_chaos_sorcerer_metal_9
Default_land_magic	5	wh_main_chs_cha_lord_of_change_0
Default_land_magic	5	wh_main_emp_cha_balthasar_gelt_0
Default_land_magic	5	wh_main_emp_cha_balthasar_gelt_1
Default_land_magic	5	wh_main_emp_cha_captain_0
Default_land_magic	5	wh_main_emp_cha_captain_1
Default_land_magic	5	wh_main_emp_cha_captain_2
Default_land_magic	5	wh_main_emp_cha_captain_3
Default_land_magic	5	wh_main_emp_cha_warrior_priest_0
Default_land_magic	5	wh_main_emp_cha_warrior_priest_1
Default_land_magic	5	wh_main_emp_cha_warrior_priest_2
Default_land_magic	5	wh_main_emp_cha_witch_hunter
Default_land_magic	5	wh_main_emp_cha_wizard_fire_0
Default_land_magic	5	wh_main_emp_cha_wizard_fire_1
Default_land_magic	5	wh_main_emp_cha_wizard_fire_2
Default_land_magic	5	wh_main_emp_cha_wizard_fire_3
Default_land_magic	5	wh_main_emp_cha_wizard_heavens_0
Default_land_magic	5	wh_main_emp_cha_wizard_heavens_1
Default_land_magic	5	wh_main_emp_cha_wizard_heavens_2
Default_land_magic	5	wh_main_emp_cha_wizard_heavens_4
Default_land_magic	5	wh_main_emp_cha_wizard_light_0
Default_land_magic	5	wh_main_emp_cha_wizard_light_1
Default_land_magic	5	wh_main_emp_cha_wizard_light_2
Default_land_magic	5	wh_main_emp_cha_wizard_light_4
Default_land_magic	5	wh_main_grn_cha_azhag_the_slaughterer_0
Default_land_magic	5	wh_main_grn_cha_azhag_the_slaughterer_1
Default_land_magic	5	wh_main_grn_cha_goblin_great_shaman_0
Default_land_magic	5	wh_main_grn_cha_goblin_great_shaman_1
Default_land_magic	5	wh_main_grn_cha_night_goblin_shaman
Default_land_magic	5	wh_main_grn_cha_orc_shaman_0
Default_land_magic	5	wh_main_grn_cha_orc_shaman_1
Default_land_magic	5	wh_main_grn_cha_orc_warboss_0
Default_land_magic	5	wh_main_ksl_cha_wizard_0
Default_land_magic	5	wh_main_ksl_cha_wizard_1
Default_land_magic	5	wh_main_nor_cha_chaos_sorcerer_0
Default_land_magic	5	wh_main_nor_cha_chaos_sorcerer_1
Default_land_magic	5	wh_main_teb_cha_wizard_0
Default_land_magic	5	wh_main_teb_cha_wizard_1
Default_land_magic	5	wh_main_vmp_cha_heinrich_kemmler
Default_land_magic	5	wh_main_vmp_cha_mannfred_von_carstein_0
Default_land_magic	5	wh_main_vmp_cha_mannfred_von_carstein_2
Default_land_magic	5	wh_main_vmp_cha_mannfred_von_carstein_3
Default_land_magic	5	wh_main_vmp_cha_mannfred_von_carstein_4
Default_land_magic	5	wh_main_vmp_cha_master_necromancer_0
Default_land_magic	5	wh_main_vmp_cha_master_necromancer_4
Default_land_magic	5	wh_main_vmp_cha_master_necromancer_5
Default_land_magic	5	wh_main_vmp_cha_necromancer_0
Default_land_magic	5	wh_main_vmp_cha_necromancer_5
Default_land_magic	5	wh_main_vmp_cha_vampire_0
Default_land_magic	5	wh_main_vmp_cha_vampire_1
Default_land_magic	5	wh_main_vmp_cha_vampire_2
Default_land_magic	5	wh_main_vmp_cha_vampire_lord_0
Default_land_magic	5	wh_main_vmp_cha_vampire_lord_2
Default_land_magic	5	wh_main_vmp_cha_vampire_lord_3
Default_land_magic	5	wh_main_vmp_cha_vampire_lord_5
Default_land_magic	5	wh_pro02_vmp_cha_isabella_von_carstein_0
Default_land_magic	5	wh_pro02_vmp_cha_isabella_von_carstein_2
Default_land_magic	5	wh_pro02_vmp_cha_isabella_von_carstein_4
Default_land_monster	1	wh2_main_def_inf_harpies
Default_land_monster	5	wh2_main_def_mon_black_dragon
Default_land_monster	5	wh2_main_def_mon_war_hydra
Default_land_monster	5	wh_dlc01_chs_mon_dragon_ogre_shaggoth
Default_land_monster	5	wh_dlc03_bst_inf_minotaurs_0
Default_land_monster	5	wh_dlc03_bst_inf_minotaurs_1
Default_land_monster	10	wh_dlc03_bst_inf_minotaurs_2
Default_land_monster	5	wh_dlc03_bst_mon_giant_0
Default_land_monster	5	wh_dlc05_wef_forest_dragon_0
Default_land_monster	5	wh_dlc05_wef_inf_dryads_0
Default_land_monster	5	wh_dlc05_wef_mon_great_eagle_0
Default_land_monster	5	wh_dlc05_wef_mon_treekin_0
Default_land_monster	5	wh_dlc05_wef_mon_treeman_0
Default_land_monster	1	wh_dlc06_chs_feral_manticore
Default_land_monster	10	wh_dlc06_grn_mon_venom_queen_0
Default_land_monster	1	wh_main_chs_mon_chaos_spawn
Default_land_monster	5	wh_main_grn_mon_arachnarok_spider_0
Default_land_monster	5	wh_main_vmp_mon_terrorgheist
Default_land_monster	5	wh_main_vmp_mon_varghulf
Default_land_support	5	wh2_main_def_inf_black_ark_corsairs_1
Default_land_support	5	wh2_main_def_inf_shades_0
Default_land_support	10	wh2_main_def_inf_shades_1
Default_land_support	10	wh2_main_def_inf_shades_2
Default_land_support	10	wh2_main_def_inf_witch_elves_0
Default_land_support	5	wh2_main_lzd_cav_terradon_riders_0
Default_land_support	5	wh2_main_lzd_cav_terradon_riders_1
Default_land_support	10	wh2_main_lzd_cav_terradon_riders_blessed_1
Default_land_support	5	wh2_main_lzd_inf_chameleon_skinks_0
Default_land_support	5	wh2_main_lzd_inf_chameleon_skinks_blessed_0
Default_land_support	1	wh2_main_lzd_inf_skink_skirmishers_0
Default_land_support	1	wh2_main_lzd_inf_skink_skirmishers_blessed_0
Default_land_support	10	wh2_main_lzd_mon_ancient_stegadon
Default_land_support	5	wh2_main_lzd_mon_bastiladon_1
Default_land_support	5	wh2_main_skv_mon_hell_pit_abomination
Default_land_support	5	wh2_main_skv_mon_rat_ogres
Default_land_support	5	wh2_main_skv_veh_doomwheel
Default_land_support	1	wh_dlc04_emp_inf_flagellants_0
Default_land_support	1	wh_dlc04_emp_inf_free_company_militia_0
Default_land_support	10	wh_dlc04_emp_inf_stirlands_revenge_0
Default_land_support	10	wh_dlc04_emp_veh_templehof_luminark_0
Default_land_support	10	wh_dlc06_dwf_veh_skyhammer_0
Default_land_support	10	wh_dlc07_brt_cav_royal_hippogryph_knights_0
Default_land_support	10	wh_dlc07_brt_cav_royal_pegasus_knights_0
Default_land_support	1	wh_dlc07_brt_peasant_mob_0
Default_land_support	1	wh_main_brt_cav_mounted_yeomen_1
Default_land_support	5	wh_main_brt_cav_pegasus_knights
Default_land_support	1	wh_main_dwf_inf_miners_0
Default_land_support	1	wh_main_dwf_inf_miners_1
Default_land_support	5	wh_main_dwf_inf_slayers
Default_land_support	5	wh_main_dwf_veh_gyrobomber
Default_land_support	5	wh_main_dwf_veh_gyrocopter_0
Default_land_support	10	wh_main_dwf_veh_gyrocopter_1
Default_land_support	5	wh_main_emp_cav_outriders_0
Default_land_support	5	wh_main_emp_cav_outriders_1
Default_land_support	1	wh_main_emp_cav_pistoliers_1
Default_land_support	5	wh_main_emp_veh_luminark_of_hysh_0
Default_land_support	10	wh_main_emp_veh_steam_tank
Default_land_support	1	wh_main_nor_mon_chaos_warhounds_0
Default_land_support	5	wh_main_nor_mon_chaos_warhounds_1
Default_land_vehicle	5	wh_dlc01_chs_cav_gorebeast_chariot
Default_land_vehicle	1	wh_dlc03_bst_cav_razorgor_chariot_0
Default_land_vehicle	10	wh_dlc04_vmp_veh_claw_of_nagash_0
Default_land_vehicle	1	wh_dlc04_vmp_veh_corpse_cart_0
Default_land_vehicle	1	wh_dlc04_vmp_veh_corpse_cart_1
Default_land_vehicle	1	wh_dlc04_vmp_veh_corpse_cart_2
Default_land_support	10	wh_dlc04_vmp_veh_mortis_engine_0
Default_land_vehicle	1	wh_main_chs_cav_chaos_chariot
Default_land_vehicle	1	wh_main_grn_cav_goblin_wolf_chariot
Default_land_vehicle	1	wh_main_grn_cav_orc_boar_chariot
Default_land_vehicle	5	wh_main_vmp_veh_black_coach
Default_land_infantry_missile	1	wh2_main_lzd_cav_cold_ones_feral_0
Default_land_monster	5	wh_dlc03_bst_feral_manticore
