audio_entity_types_tables
18
unknown0	unknown1	unknown2	unknown3	unknown4	unknown5	unknown6	unknown7	unknown8	unknown9	unknown10	unknown11	unknown12	unknown13	unknown14	unknown15	unknown16	unknown17	unknown18	unknown19	unknown20	unknown21	unknown22	unknown23	unknown24	unknown25	unknown26
wh_dragon_small_wyvern_combat				wh_dragon_small_wyvern_idle	wh_dragon_small_wyvern_LH	wh_dragon_small_wyvern_running	Battle_Musician_Event	wh_dragon_small_wyvern	wood	wh_dragon_small_wyvern_walking		Lord_Hero							False			1.2		True	hero_default	hero_combat
wh_dwarf_default_combat				wh_dwarf_default_idle	wh_dwarf_default	wh_dwarf_default_running	Battle_Musician_Event	wh_dwarf_default	wood	wh_dwarf_default_walking	wh_grp_movement_humanoid	small				wh_dwarf_default			False			1		False		
wh_dwarf_default_combat				wh_dwarf_default_idle	wh_dwarf_default_LH	wh_dwarf_default_running	Battle_Musician_Event	wh_dwarf_default	wood	wh_dwarf_default_walking		Lord_Hero				wh_dwarf_default			False			1.2		True	hero_default	hero_combat
wh_dwarf_ghost_combat				wh_dwarf_ghost_idle	wh_dwarf_ghost_LH	wh_dwarf_ghost_running	Battle_Musician_Event	wh_dwarf_ghost	wood	wh_dwarf_ghost_walking		Lord_Hero							False			1.2		True	hero_default	hero_combat
wh_dwarf_grombrindal_combat				wh_dwarf_grombrindal_idle	wh_dwarf_grombrindal_LH	wh_dwarf_grombrindal_running	Battle_Musician_Event	wh_dwarf_grombrindal	wood	wh_dwarf_grombrindal_walking		Lord_Hero							False			1.2		True	hero_default	hero_combat
wh_dwarf_runesmith_combat				wh_dwarf_runesmith_idle	wh_dwarf_runemsith	wh_dwarf_runesmith_running	Battle_Musician_Event	wh_dwarf_runesmith	wood	wh_dwarf_runesmith_walking	wh_grp_movement_humanoid	medium				wh_dwarf_runesmith			False			1		False		
wh_dwarf_runesmith_combat				wh_dwarf_runesmith_idle	wh_dwarf_runemsith_LH	wh_dwarf_runesmith_running	Battle_Musician_Event	wh_dwarf_runesmith	wood	wh_dwarf_runesmith_walking	wh_grp_movement_humanoid	Lord_Hero				wh_dwarf_runesmith			False			1.2		True	hero_default	hero_combat
wh_dwarf_throne_of_power_combat				wh_dwarf_throne_of_power_idle	wh_dwarf_throne_of_power_LH	wh_dwarf_throne_of_power_running	Battle_Musician_Event	wh_dwarf_throne_of_power	wood	wh_dwarf_throne_of_power_walking		Lord_Hero							False			1.2		True	hero_default	hero_combat
wh_empire_balthasar_gelt_combat				wh_empire_balthasar_gelt_idle	wh_empire_balthasar_gelt_LH	wh_empire_balthasar_gelt_running	Battle_Musician_Event	wh_empire_balthasar_gelt	wood	wh_empire_balthasar_gelt_walking		Lord_Hero							False			1.2		True	hero_default	hero_combat
wh_fell_bat_combat				wh_fell_bat_idle	wh_fell_bat	wh_fell_bat_running	Battle_Musician_Event		wood	wh_fell_bat_walking	wh_grp_movement_fell_bat	small					wh_grp_movement_fell_bat	wh_grp_movement_fell_bat	False		wh_grp_movement_fell_bat	1		False		
wh_giant_combat				wh_gaint_idle	wh_giant	wh_giant_running	Battle_Musician_Event		wood	wh_giant_walking		veryloud							False			1		True		
wh_goblin_combat				wh_goblin_idle	wh_goblin	wh_goblin_running	Battle_Musician_Event		wood	wh_goblin_walking	wh_grp_movement_humanoid	small				wh_goblin			False			1		False		
wh_goblin_combat				wh_goblin_idle	wh_goblin_LH	wh_goblin_running	Battle_Musician_Event		wood	wh_goblin_walking		Lord_Hero				wh_goblin			False			1.2		True	hero_default	hero_combat
wh_griffin_demigryph_combat				wh_griffin_demigryph_idle	wh_griffin	wh_griffin_demigryph_running	Battle_Musician_Event	wh_griffin	wood	wh_griffin_demigryph_walking		medium							False			1		True		
wh_griffin_demigryph_combat				wh_griffin_demigryph_idle	wh_griffin_LH	wh_griffin_demigryph_running	Battle_Musician_Event	wh_griffin	wood	wh_griffin_demigryph_walking		Lord_Hero							False			1.2		True	hero_default	hero_combat
wh_hell_cannon_combat				wh_hell_cannon_idle	wh_hell_cannon	wh_hell_cannon_walking	Battle_Musician_Event		wood	wh_hell_cannon_walking		war_machine		wh_war_machine_metal_movement_medium	wh_war_machine_metal_movement_medium				False			1		False		
wh_griffin_demigryph_combat				wh_griffin_demigryph_idle	wh_hippogryph	wh_griffin_demigryph_running	Battle_Musician_Event	wh_hippogryph	wood	wh_griffin_demigryph_walking		large							False			1		True		
wh_griffin_demigryph_combat				wh_griffin_demigryph_idle	wh_hippogryph_LH	wh_griffin_demigryph_running	Battle_Musician_Event	wh_hippogryph	wood	wh_griffin_demigryph_walking		Lord_Hero							False			1.2		True	hero_default	hero_combat
wh_horse_normal_combat				wh_horse_normal_idle	wh_horse_normal	wh_horse_normal_running	Battle_Musician_Event	wh_horse_normal	wood	wh_horse_normal_walking	wh_grp_movement_horse	medium							False	wh_grp_foley_movement_horse_leather		1		False		
					wh_horse_normal_LH				wood			large							False			1.2		True	hero_default	hero_combat
wh_horse_normal_combat				wh_horse_normal_idle	wh_horse_pegasus	wh_horse_normal_running	Battle_Musician_Event	wh_horse_pegasus	wood	wh_horse_normal_walking	wh_grp_movement_beast_medium	medium					wh_grp_movement_flying_pegasus	wh_grp_movement_flying_pegasus	False	wh_grp_foley_movement_beast_medium_segmented		1		False		
wh_horse_normal_combat				wh_horse_normal_idle	wh_horse_pegasus_LH	wh_horse_normal_running	Battle_Musician_Event	wh_horse_pegasus	wood	wh_horse_normal_walking		Lord_Hero							False	wh_grp_foley_movement_beast_medium_segmented		1.2		True	hero_default	hero_combat
wh_horse_normal_combat				wh_horse_normal_idle	wh_horse_segmented	wh_horse_normal_running	Battle_Musician_Event	wh_horse_normal	wood	wh_horse_normal_walking	wh_grp_movement_horse	medium							False	wh_grp_foley_movement_horse_segmented		1		False		
wh_horse_normal_combat				wh_horse_normal_idle	wh_horse_segmented_LH	wh_horse_normal_running	Battle_Musician_Event	wh_horse_normal	wood	wh_horse_normal_walking	wh_grp_movement_horse	large							False	wh_grp_foley_movement_horse_segmented		1.2		True	hero_default	hero_combat
wh_horse_skeleton_combat				wh_horse_skeleton_idle	wh_horse_skeleton	wh_horse_skeleton_running	Battle_Musician_Event	wh_horse_skeleton	wood	wh_horse_skeleton_running	wh_grp_movement_horse	medium							False	wh_grp_foley_movement_horse_leather		1		False		
wh_horse_skeleton_combat				wh_horse_skeleton_idle	wh_horse_skeleton_LH	wh_horse_skeleton_running	Battle_Musician_Event	wh_horse_skeleton	wood	wh_horse_skeleton_walking		Lord_Hero							False			1.2		True	hero_default	hero_combat
wh_human_male_combat			wh_human_female_fatigue	wh_human_female_idle	wh_human_female	wh_human_female_running	Battle_Musician_Event	wh_human_female	wood	wh_human_female_walking	wh_grp_movement_humanoid	medium				wh_human_female			False			1		False		
wh_human_female_combat			wh_human_female_fatigue	wh_human_female_idle	wh_human_female_LH	wh_human_female_running	Battle_Musician_Event	wh_human_female	wood	wh_human_female_walking	wh_grp_movement_humanoid	Lord_Hero				wh_human_female			False			1.2		True	hero_default	hero_combat
wh_human_male_combat			wh_human_male_fatigue	wh_human_male_idle	wh_human_male	wh_human_male_running	Battle_Musician_Event	wh_human_male	wood	wh_human_male_walking	wh_grp_movement_humanoid	medium				wh_human_male			False			1		False		
wh_human_male_combat			wh_human_male_fatigue	wh_human_male_idle	wh_human_male_LH	wh_human_male_running	Battle_Musician_Event	wh_human_male	wood	wh_human_male_walking		Lord_Hero				wh_human_male			False			1.2		True	hero_default	hero_combat
wh_human_male_combat			wh_human_male_fatigue	wh_human_male_idle	wh_human_male_bret_french	wh_human_male_running	Battle_Musician_Event	wh_human_male	wood	wh_human_male_walking	wh_grp_movement_humanoid	medium				wh_human_male			False			1		False		
wh_human_male_combat			wh_human_male_fatigue	wh_human_male_idle	wh_human_male_bret_west_country	wh_human_male_running	Battle_Musician_Event	wh_human_male	wood	wh_human_male_walking	wh_grp_movement_humanoid	medium				wh_human_male			False			1		False		
wh_human_male_combat			wh_human_male_fatigue	wh_human_male_idle	wh_human_male_flagellant	wh_human_male_running	Battle_Musician_Event	wh_human_male	wood	wh_human_male_walking	wh_grp_movement_humanoid	medium				wh_human_male			False	wh_grp_foley_movement_segmented_bell		1		False		
wh_lord_of_change_combat				wh_lord_of_change_idle	wh_lord_of_change	wh_lord_of_change_running	Battle_Musician_Event		wood	wh_lord_of_change_walking		veryloud							False			1		True		
					wh_main_vehicle_steam_turret		Battle_Musician_Event		metal			war_machine			wh_main_vehicle_steam_turret				True			1		False		
wh_necromancer_combat			wh_necromancer_fatigue	wh_necromancer_idle	wh_necromancer_male	wh_necromancer_running	Battle_Musician_Event	wh_necromancer_male	wood	wh_necromancer_walking	wh_grp_movement_humanoid	medium				wh_necromancer_male			False			1		False		
wh_necromancer_combat			wh_necromancer_fatigue	wh_necromancer_idle	wh_necromancer_male_LH	wh_necromancer_running	Battle_Musician_Event	wh_necromancer_male	wood	wh_necromancer_walking		Lord_Hero				wh_necromancer_male			False			1.2		True	hero_default	hero_combat
wh_orc_combat				wh_orc_idle	wh_orc	wh_orc_running	Battle_Musician_Event	wh_orc	wood	wh_orc_walking	wh_grp_movement_humanoid	medium				wh_orc			False			1		False		
wh_orc_combat				wh_orc_idle	wh_orc_LH	wh_orc_running	Battle_Musician_Event	wh_orc	wood	wh_orc_walking		Lord_Hero				wh_orc			False			1.2		True	hero_default	hero_combat
wh_skeleton_combat				wh_skeleton_idle	wh_skeleton	wh_skeleton_running	Battle_Musician_Event	wh_skeleton	wood	wh_skeleton_walking	wh_grp_movement_humanoid	medium							False			1		False		
wh_skeleton_combat				wh_skeleton_idle	wh_skeleton_LH	wh_skeleton_running	Battle_Musician_Event	wh_skeleton	wood	wh_skeleton_walking	wh_grp_movement_humanoid	Lord_Hero							False			1.2		True	hero_default	hero_combat
				wh_spawn_idle	wh_spawn	wh_spawn_running	Battle_Musician_Event	wh_spawn	wood	wh_spawn_walking	wh_grp_movement_beast_heavy	large							False	wh_grp_foley_movement_beast_heavy_leather		1		True		
wh_spider_large_combat				wh_spider_large_idle	wh_spider_large	wh_spider_large_running	Battle_Musician_Event	wh_spider_large	wood	wh_spider_large_walking		veryloud							False			1		True		
wh_spider_small_combat				wh_spider_small_idle	wh_spider_small	wh_spider_small_running	Battle_Musician_Event	wh_spider_small	wood	wh_spider_small_walking	wh_grp_movement_beast_light	medium							False	wh_grp_foley_movement_beast_light_leather		1		False		
wh_tomb_banshee_combat				wh_tomb_banshee_idle	wh_tomb_banshee	wh_tomb_banshee_running	Battle_Musician_Event		wood	wh_tomb_banshee_walking		medium							False			1		False		
wh_tomb_banshee_combat				wh_tomb_banshee_idle	wh_tomb_banshee_LH	wh_tomb_banshee_running	Battle_Musician_Event		wood	wh_tomb_banshee_walking		Lord_Hero							False			1.2		True	hero_default	hero_combat
wh_troll_combat				wh_troll_idle	wh_troll	wh_troll_running	Battle_Musician_Event		wood	wh_troll_walking	wh_grp_movement_beast_heavy	large							False	wh_grp_foley_movement_beast_heavy_leather		1		True		
wh_vampire_male_combat			wh_vampire_male_fatigue	wh_vampire_male_idle	wh_vampire_blood_knights	wh_vampire_male_running	Battle_Musician_Event	wh_vampire_male	wood	wh_vampire_male_walking	wh_grp_movement_humanoid	medium				wh_vampire_male			False			1		False		
wh_vampire_female_combat			wh_vampire_female_fatigue	wh_vampire_female_idle	wh_vampire_female	wh_vampire_female_running	Battle_Musician_Event	wh_vampire_female	wood	wh_vampire_female_walking	wh_grp_movement_humanoid	medium				wh_vampire_female			False			1		False		
wh_vampire_female_combat			wh_vampire_female_fatigue	wh_vampire_female_idle	wh_vampire_female_LH	wh_vampire_female_running	Battle_Musician_Event	wh_vampire_female	wood	wh_vampire_female_walking	wh_grp_movement_humanoid	Lord_Hero				wh_vampire_female			False			1.2		True	hero_default	hero_combat
wh_vampire_male_combat			wh_vampire_male_fatigue	wh_vampire_male_idle	wh_vampire_male	wh_vampire_male_running	Battle_Musician_Event	wh_vampire_male	wood	wh_vampire_male_walking	wh_grp_movement_humanoid	medium				wh_vampire_male			False			1		False		
wh_vampire_male_combat			wh_vampire_male_fatigue	wh_vampire_male_idle	wh_vampire_male_LH	wh_vampire_male_running	Battle_Musician_Event	wh_vampire_male	wood	wh_vampire_male_walking		Lord_Hero				wh_vampire_male			False			1.2		True	hero_default	hero_combat
wh_var_creatures_combat				wh_var_creature_idle	wh_vargheist	wh_var_creatures_running	Battle_Musician_Event	wh_vargheist	wood	wh_var_creatures_walking	wh_grp_movement_beast_medium	medium					wh_grp_movement_flying_vargheists	wh_grp_movement_flying_vargheists	False	wh_grp_foley_movement_beast_heavy_leather		1		False		
wh_var_creatures_combat				wh_var_creature_idle	wh_varghulf	wh_var_creatures_running	Battle_Musician_Event	wh_varghulf	wood	wh_var_creatures_walking	wh_grp_movement_beast_medium	veryloud							False			1		True		
wh_wooden_creaks			wh_wooden_creaks	wh_wooden_creaks	wh_war_machine_brt_large	wh_wooden_creaks	Battle_Musician_Event		wood			war_machine		wh_war_machine_movement_siege_tower_blades	wh_war_machine_movement_siege_tower_blades				True			1		False		
					wh_war_machine_corpse_cart		Battle_Musician_Event		metal			war_machine		wh_war_machine_corpse_cart_movement	wh_war_machine_corpse_cart_movement_rotation				False			1		False		
					wh_war_machine_doom_wheel		Battle_Musician_Event		metal			war_machine							True			1		False		
					wh_war_machine_flame_cannon		Battle_Musician_Event		metal			war_machine	wh_war_machine_flame_cannon_idle	wh_war_machine_metal_movement_medium	wh_war_machine_metal_movement_medium				False			1		False		
					wh_war_machine_luminark		Battle_Musician_Event		wood			war_machine		wh_luminark_movement	wh_luminark_movement_rotation				False			1		False		
wh_metal_creaks			wh_metal_creaks	wh_metal_creaks	wh_war_machine_metal_large	wh_metal_creaks	Battle_Musician_Event		metal			war_machine		wh_war_machine_metal_movement_large	wh_war_machine_metal_movement_large				True			1		False		
					wh_war_machine_metal_medium		Battle_Musician_Event		metal			war_machine		wh_war_machine_metal_movement_medium	wh_war_machine_metal_movement_medium				True			1		False		
					wh_war_machine_metal_small		Battle_Musician_Event		metal			war_machine		wh_war_machine_metal_movement_small	wh_war_machine_metal_movement_small				True			1		False		
					wh_war_machine_steamtank		Battle_Musician_Event		metal			war_machine	wh_war_machine_steamtank_idle	wh_war_machine_steamtank_movement					True			1		False		
wh_metal_creaks			wh_metal_creaks	wh_metal_creaks	wh_war_machine_vampire_large	wh_metal_creaks	Battle_Musician_Event		metal			war_machine	wh_war_machine_vampire_idle_large	wh_war_machine_vampire_movement_large	wh_war_machine_vampire_movement_large				True			1		False		
wh_wooden_creaks			wh_wooden_creaks	wh_wooden_creaks	wh_war_machine_wef_large	wh_wooden_creaks	Battle_Musician_Event		wood			war_machine		wh_war_machine_wef_movement_large	wh_war_machine_wef_movement_large				True			1		False		
wh_wooden_creaks			wh_wooden_creaks	wh_wooden_creaks	wh_war_machine_wood_large	wh_wooden_creaks	Battle_Musician_Event		wood			war_machine		wh_war_machine_wood_movement_large	wh_war_machine_wood_movement_large				True			1		False		
					wh_war_machine_wood_medium		Battle_Musician_Event		wood			war_machine		wh_war_machine_wood_movement_medium	wh_war_machine_wood_movement_medium				True			1		False		
					wh_war_machine_wood_small		Battle_Musician_Event		wood			war_machine		wh_war_machine_wood_movement_small	wh_war_machine_wood_movement_small				True			1		False		
wh_wraith_combat				wh_wraith_idle	wh_wraith	wh_wraith_running	Battle_Musician_Event		wood	wh_wraith_walking	wh_grp_movement_ghost	medium							False			1		False		
wh_zombie_combat				wh_zombie_idle	wh_zombie	wh_zombie_running	Battle_Musician_Event	wh_zombie	wood	wh_zombie_walking	wh_grp_movement_humanoid	medium				wh_zombie			False			1		False		
