cai_personality_group_junctions_tables
0
unknown1	unknown2	unknown3	unknown4	unknown5	unknown6	unknown7	unknown8	unknown9	unknown10	unknown11
wh2_group_lizardmen_default_hard_easier_for_lizardmen	wh2_lizardmen_hard	0	20	100	150	200	3	3	3	3
wh2_group_lizardmen_default_hard_easier_for_lizardmen	wh2_lizardmen_internally_friendly_hard	0	20	100	150	200	6	6	6	6
wh2_group_lizardmen_default_hard_easier_for_lizardmen	wh2_lizardmen_internally_friendly_hard_allied	0	2	95	105	200	0	0	0	0
wh2_group_lizardmen_default_hard_easier_for_lizardmen	wh2_lizardmen_internally_hostile_aggressive_hard	0	20	100	150	200	1	1	1	1
wh2_group_lizardmen_default_hard	wh2_lizardmen_early_hard	3	20	100	150	200	0	0	0	0
wh2_group_lizardmen_default_hard	wh2_lizardmen_early_internally_friendly_hard	1	20	100	150	200	0	0	0	0
wh2_group_lizardmen_default_hard	wh2_lizardmen_early_internally_hostile_aggressive_hard	1	20	100	150	200	0	0	0	0
wh2_group_lizardmen_default_hard	wh2_lizardmen_hard	0	20	100	150	200	3	3	3	3
wh2_group_lizardmen_default_hard	wh2_lizardmen_hard_allied	0	2	95	105	200	0	0	0	0
wh2_group_lizardmen_default_hard	wh2_lizardmen_internally_friendly_hard	0	20	100	150	200	1	1	1	1
wh2_group_lizardmen_default_hard	wh2_lizardmen_internally_hostile_aggressive_hard	0	20	100	150	200	1	1	1	1
wh2_group_lizardmen_default	wh2_lizardmen	0	20	100	150	200	3	3	3	3
wh2_group_lizardmen_default	wh2_lizardmen_allied	0	2	95	105	200	0	0	0	0
wh2_group_lizardmen_default	wh2_lizardmen_early	3	20	100	150	200	0	0	0	0
wh2_group_lizardmen_default	wh2_lizardmen_early_internally_friendly	1	20	100	150	200	0	0	0	0
wh2_group_lizardmen_default	wh2_lizardmen_early_internally_hostile_aggressive	1	20	100	150	200	0	0	0	0
wh2_group_lizardmen_default	wh2_lizardmen_internally_friendly	0	20	100	150	200	1	1	1	1
wh2_group_lizardmen_default	wh2_lizardmen_internally_hostile_aggressive	0	20	100	150	200	1	1	1	1
wh2_group_lizardmen_default	wh2_lizardmen_noruins_early	0	50	100	150	200	0	0	0	0
wh2_group_lizardmen_major_easy	wh2_lizardmen_early_major_easy	1	20	100	150	200	0	0	0	0
wh2_group_lizardmen_major_easy	wh2_lizardmen_major_easy	0	20	100	150	200	1	1	1	1
wh2_group_lizardmen_major_easy	wh2_lizardmen_major_easy_allied	0	2	95	105	200	0	0	0	0
wh2_group_lizardmen_major_hard	wh2_lizardmen_early_major_hard	1	20	100	150	200	0	0	0	0
wh2_group_lizardmen_major_hard	wh2_lizardmen_major_hard	0	20	100	150	200	1	1	1	1
wh2_group_lizardmen_major_hard	wh2_lizardmen_major_hard_allied	0	2	95	105	200	0	0	0	0
wh2_group_lizardmen_major_secondary_easy	wh2_lizardmen_early_major_secondary_easy	1	20	100	150	200	0	0	0	0
wh2_group_lizardmen_major_secondary_easy	wh2_lizardmen_major_secondary_easy	0	20	100	150	200	1	1	1	1
wh2_group_lizardmen_major_secondary_easy	wh2_lizardmen_major_secondary_easy_allied	0	2	95	105	200	0	0	0	0
wh2_group_lizardmen_major_secondary_hard	wh2_lizardmen_early_major_secondary_hard	1	20	100	150	200	0	0	0	0
wh2_group_lizardmen_major_secondary_hard	wh2_lizardmen_major_secondary_hard	0	20	100	150	200	1	1	1	1
wh2_group_lizardmen_major_secondary_hard	wh2_lizardmen_major_secondary_hard_allied	0	2	95	105	200	0	0	0	0
wh2_group_lizardmen_major_secondary	wh2_lizardmen_early_major_secondary	1	20	100	150	200	0	0	0	0
wh2_group_lizardmen_major_secondary	wh2_lizardmen_major_secondary	0	20	100	150	200	1	1	1	1
wh2_group_lizardmen_major_secondary	wh2_lizardmen_major_secondary_allied	0	2	95	105	200	0	0	0	0
wh2_group_lizardmen_major	wh2_lizardmen_early_major	1	20	100	150	200	0	0	0	0
wh2_group_lizardmen_major	wh2_lizardmen_major	0	20	100	150	200	1	1	1	1
wh2_group_lizardmen_major	wh2_lizardmen_major_allied	0	2	95	105	200	0	0	0	0
wh2_group_lizardmen_passive_easy	wh2_lizardmen_early_noruins_easy	0	50	100	150	200	0	0	0	0
wh2_group_lizardmen_passive_easy	wh2_passive_straightforward_easy	1	20	100	150	200	1	1	1	1
wh2_group_lizardmen_passive_easy	wh2_passive_straightforward_easy_allied	0	2	95	105	200	0	0	0	0
wh2_group_lizardmen_passive_hard	wh2_lizardmen_early_noruins_hard	0	50	100	150	200	0	0	0	0
wh2_group_lizardmen_passive_hard	wh2_passive_straightforward_hard	1	20	100	150	200	1	1	1	1
wh2_group_lizardmen_passive_hard	wh2_passive_straightforward_hard_allied	0	2	95	105	200	0	0	0	0
wh2_group_lizardmen_passive	wh2_lizardmen_noruins_early	0	50	100	150	200	0	0	0	0
wh2_group_lizardmen_passive	wh2_passive_straightforward	1	20	100	150	200	1	1	1	1
wh2_group_lizardmen_passive	wh2_passive_straightforward_allied	0	2	95	105	200	0	0	0	0
wh2_group_norsca_aggressive_at_start_easy	wh2_pirate_destroyer_easy	1	20	100	150	200	1	1	1	1
wh2_group_norsca_aggressive_at_start_hard	wh2_pirate_destroyer_hard	1	20	100	150	200	1	1	1	1
wh2_group_norsca_aggressive_at_start	wh2_pirate_destroyer	1	20	100	150	200	1	1	1	1
wh2_group_norsca_default_easy	wh2_pirate_destroyer_easy	1	20	100	150	200	1	1	1	1
wh2_group_norsca_default_easy	wh2_survivor_easy	1	20	100	150	200	1	1	1	1
wh2_group_norsca_default_hard	wh2_pirate_destroyer_hard	1	20	100	150	200	1	1	1	1
wh2_group_norsca_default_hard	wh2_survivor_hard	1	20	100	150	200	1	1	1	1
wh2_group_norsca_default	wh2_pirate_destroyer	1	20	100	150	200	1	1	1	1
wh2_group_norsca_default	wh2_survivor	1	20	100	150	200	1	1	1	1
wh2_group_rogue_default_easy	wh2_rogue_easy	1	20	100	150	200	1	1	1	1
wh2_group_rogue_default_hard	wh2_rogue_hard	1	20	100	150	200	1	1	1	1
wh2_group_rogue_default	wh2_rogue	1	20	100	150	200	1	1	1	1
wh2_group_skaven_default_easy	wh2_skaven_early_easy	3	20	100	150	200	0	0	0	0
wh2_group_skaven_default_easy	wh2_skaven_early_internally_hostile_aggressive_easy	1	20	100	150	200	0	0	0	0
wh2_group_skaven_default_easy	wh2_skaven_early_noruins_easy	0	50	100	150	200	0	0	0	0
wh2_group_skaven_default_easy	wh2_skaven_early_subordinate_easy	2	20	100	150	200	0	0	0	0
wh2_group_skaven_default_easy	wh2_skaven_easy	0	20	100	150	200	3	3	3	3
wh2_group_skaven_default_easy	wh2_skaven_internally_hostile_aggressive_easy	0	20	100	150	200	1	1	1	1
wh2_group_skaven_default_easy	wh2_skaven_subordinate_easy	0	20	100	150	200	2	2	2	2
wh2_group_skaven_default_hard_against_skaven	wh2_skaven_early_internally_hostile_aggressive_less_diplomatic_hard	8	20	100	150	200	0	0	0	0
wh2_group_skaven_default_hard_against_skaven	wh2_skaven_early_less_diplomatic_hard	3	20	100	150	200	0	0	0	0
wh2_group_skaven_default_hard_against_skaven	wh2_skaven_early_noruins_internally_hostile_aggressive_less_diplomatic_hard	0	50	100	150	200	0	0	0	0
wh2_group_skaven_default_hard_against_skaven	wh2_skaven_early_subordinate_hard	1	20	100	150	200	0	0	0	0
wh2_group_skaven_default_hard_against_skaven	wh2_skaven_internally_hostile_aggressive_less_diplomatic_hard	0	20	100	150	200	8	8	8	8
wh2_group_skaven_default_hard_against_skaven	wh2_skaven_less_diplomatic_hard	0	20	100	150	200	3	3	3	3
wh2_group_skaven_default_hard_against_skaven	wh2_skaven_subordinate_hard	0	20	100	150	200	1	1	1	1
wh2_group_skaven_default_hard_easier_for_skaven	wh2_skaven_early_hard	3	20	100	150	200	0	0	0	0
wh2_group_skaven_default_hard_easier_for_skaven	wh2_skaven_early_internally_hostile_aggressive_hard	1	20	100	150	200	0	0	0	0
wh2_group_skaven_default_hard_easier_for_skaven	wh2_skaven_early_subordinate_hard	6	20	100	150	200	0	0	0	0
wh2_group_skaven_default_hard_easier_for_skaven	wh2_skaven_hard	0	20	100	150	200	3	3	3	3
wh2_group_skaven_default_hard_easier_for_skaven	wh2_skaven_internally_hostile_aggressive_hard	0	20	100	150	200	1	1	1	1
wh2_group_skaven_default_hard_easier_for_skaven	wh2_skaven_subordinate_hard	0	20	100	150	200	6	6	6	6
wh2_group_skaven_default_hard	wh2_skaven_early_hard	3	20	100	150	200	0	0	0	0
wh2_group_skaven_default_hard	wh2_skaven_early_internally_hostile_aggressive_hard	1	20	100	150	200	0	0	0	0
wh2_group_skaven_default_hard	wh2_skaven_early_subordinate_hard	1	20	100	150	200	0	0	0	0
wh2_group_skaven_default_hard	wh2_skaven_hard	0	20	100	150	200	3	3	3	3
wh2_group_skaven_default_hard	wh2_skaven_internally_hostile_aggressive_hard	0	20	100	150	200	1	1	1	1
wh2_group_skaven_default_hard	wh2_skaven_subordinate_hard	0	20	100	150	200	1	1	1	1
wh2_group_skaven_default	wh2_skaven	0	20	100	150	200	3	3	3	3
wh2_group_skaven_default	wh2_skaven_early	3	20	100	150	200	0	0	0	0
wh2_group_skaven_default	wh2_skaven_early_internally_hostile_aggressive	1	20	100	150	200	0	0	0	0
wh2_group_skaven_default	wh2_skaven_early_subordinate	1	20	100	150	200	0	0	0	0
wh2_group_skaven_default	wh2_skaven_internally_hostile_aggressive	0	20	100	150	200	1	1	1	1
wh2_group_skaven_default	wh2_skaven_noruins_early	0	50	100	150	200	0	0	0	0
wh2_group_skaven_default	wh2_skaven_subordinate	0	20	100	150	200	1	1	1	1
wh2_group_skaven_major_easy	wh2_skaven_early_major_easy	1	20	100	150	200	0	0	0	0
wh2_group_skaven_major_easy	wh2_skaven_major_easy	0	20	100	150	200	1	1	1	1
wh2_group_skaven_major_hard	wh2_skaven_early_major_hard	1	20	100	150	200	0	0	0	0
wh2_group_skaven_major_hard	wh2_skaven_major_hard	0	20	100	150	200	1	1	1	1
wh2_group_skaven_major_secondary_easy	wh2_skaven_early_major_secondary_easy	1	20	100	150	200	0	0	0	0
wh2_group_skaven_major_secondary_easy	wh2_skaven_major_secondary_easy	0	20	100	150	200	1	1	1	1
wh2_group_skaven_major_secondary_hard	wh2_skaven_early_major_secondary_hard	1	20	100	150	200	0	0	0	0
wh2_group_skaven_major_secondary_hard	wh2_skaven_major_secondary_hard	0	20	100	150	200	1	1	1	1
wh2_group_skaven_major_secondary	wh2_skaven_early_major_secondary	1	20	100	150	200	0	0	0	0
wh2_group_skaven_major_secondary	wh2_skaven_major_secondary	0	20	100	150	200	1	1	1	1
wh2_group_skaven_major	wh2_skaven_early_major	1	20	100	150	200	0	0	0	0
wh2_group_skaven_major	wh2_skaven_major	0	20	100	150	200	1	1	1	1
wh2_group_skaven_passive_easy	wh2_passive_cowardly_easy	1	20	100	150	200	1	1	1	1
wh2_group_skaven_passive_easy	wh2_passive_noruins_cowardly_easy	0	50	100	150	200	0	0	0	0
wh2_group_skaven_passive_hard	wh2_passive_cowardly_hard	1	20	100	150	200	1	1	1	1
wh2_group_skaven_passive_hard	wh2_passive_noruins_cowardly_hard	0	50	100	150	200	0	0	0	0
wh2_group_skaven_passive	wh2_passive_cowardly	1	20	100	150	200	1	1	1	1
wh2_group_skaven_passive	wh2_passive_noruins_cowardly	0	50	100	150	200	0	0	0	0
wh2_group_vampires_default_easy	wh2_vampire_easy	1	20	100	150	200	1	1	1	1
wh2_group_vampires_default_hard	wh2_vampire_hard	1	20	100	150	200	1	1	1	1
wh2_group_vampires_default	wh2_vampire	1	20	100	150	200	1	1	1	1
wh2_group_vampires_survivor_easy	wh2_survivor_easy	1	20	100	150	200	1	1	1	1
wh2_group_vampires_survivor_hard	wh2_survivor_hard	1	20	100	150	200	1	1	1	1
wh2_group_vampires_survivor	wh2_survivor	1	20	100	150	200	1	1	1	1
wh2_group_vortextaskforce_default	wh2_vortexarmy	1	20	100	150	200	1	1	1	1
wh2_group_woodelves_default_easy	wh2_survivor_easy	1	20	100	150	200	1	1	1	1
wh2_group_woodelves_default_hard	wh2_survivor_hard	1	20	100	150	200	1	1	1	1
wh2_group_woodelves_default	wh2_survivor	1	20	100	150	200	1	1	1	1
wh_dlc03_group_beastmen_default_easy	wh_dlc03_beastmen_default	0	2	95	105	200	1	1	1	1
wh_dlc03_group_beastmen_default_easy	wh_dlc03_beastmen_early_default_easy	1	2	95	105	200	0	0	0	0
wh_dlc03_group_beastmen_default_easy	wh_dlc03_beastmen_early_subordinate_easy	1	2	95	105	200	0	0	0	0
wh_dlc03_group_beastmen_default_easy	wh_dlc03_beastmen_early_variant1_easy	1	2	95	105	200	0	0	0	0
wh_dlc03_group_beastmen_default_easy	wh_dlc03_beastmen_subordinate_easy	0	2	95	105	200	1	1	1	1
wh_dlc03_group_beastmen_default_easy	wh_dlc03_beastmen_variant1_easy	0	2	95	105	200	1	1	1	1
wh_dlc03_group_beastmen_default_hard	wh_dlc03_beastmen_default_hard	0	2	95	105	200	1	1	1	1
wh_dlc03_group_beastmen_default_hard	wh_dlc03_beastmen_early_default_hard	1	2	95	105	200	0	0	0	0
wh_dlc03_group_beastmen_default_hard	wh_dlc03_beastmen_early_subordinate_hard	1	2	95	105	200	0	0	0	0
wh_dlc03_group_beastmen_default_hard	wh_dlc03_beastmen_early_variant1_hard	1	2	95	105	200	0	0	0	0
wh_dlc03_group_beastmen_default_hard	wh_dlc03_beastmen_subordinate_hard	0	2	95	105	200	1	1	1	1
wh_dlc03_group_beastmen_default_hard	wh_dlc03_beastmen_variant1_hard	0	2	95	105	200	1	1	1	1
wh_dlc03_group_beastmen_default	wh_dlc03_beastmen_default	0	2	95	105	200	1	1	1	1
wh_dlc03_group_beastmen_default	wh_dlc03_beastmen_early_default	1	2	95	105	200	0	0	0	0
wh_dlc03_group_beastmen_default	wh_dlc03_beastmen_early_subordinate	1	2	95	105	200	0	0	0	0
wh_dlc03_group_beastmen_default	wh_dlc03_beastmen_early_variant1	1	2	95	105	200	0	0	0	0
wh_dlc03_group_beastmen_default	wh_dlc03_beastmen_subordinate	0	2	95	105	200	1	1	1	1
wh_dlc03_group_beastmen_default	wh_dlc03_beastmen_variant1	0	2	95	105	200	1	1	1	1
wh_dlc03_group_beastmen_separatist_default	wh_dlc03_beastmen_separatist_default	1	2	95	105	200	1	1	1	1
wh_dlc03_group_beastmen_subjugator_easy	wh_dlc03_beastmen_early_subjugator_easy	1	2	95	105	200	0	0	0	0
wh_dlc03_group_beastmen_subjugator_easy	wh_dlc03_beastmen_subjugator_easy	0	2	95	105	200	1	1	1	1
wh_dlc03_group_beastmen_subjugator_hard	wh_dlc03_beastmen_early_subjugator_hard	1	2	95	105	200	0	0	0	0
wh_dlc03_group_beastmen_subjugator_hard	wh_dlc03_beastmen_subjugator_hard	0	2	95	105	200	1	1	1	1
wh_dlc03_group_beastmen_subjugator	wh_dlc03_beastmen_early_subjugator	1	2	95	105	200	0	0	0	0
wh_dlc03_group_beastmen_subjugator	wh_dlc03_beastmen_subjugator	0	2	95	105	200	1	1	1	1
wh_dlc03_group_beastmen_waaagh	wh_dlc03_beastmen_waaagh	1	2	95	105	200	1	1	1	1
wh_dlc03_group_empire_default_no_colonisation	wh_empire_default_allied_no_colony	1	50	100	150	200	1	1	1	1
wh_dlc03_group_empire_default_no_colonisation	wh_empire_default_no_colony	1	50	100	150	200	1	1	1	1
wh_dlc03_group_empire_default_no_colonisation	wh_empire_dislikes_empire_no_colony	1	50	100	150	200	1	1	1	1
wh_dlc03_group_empire_default_no_colonisation	wh_empire_early_default_no_colony	1	50	100	150	200	1	1	1	1
wh_dlc03_group_empire_default_no_colonisation	wh_empire_early_dislikes_empire_no_colony	1	50	100	150	200	1	1	1	1
wh_dlc03_group_empire_default_no_colonisation	wh_empire_early_subordinate_no_colony	1	50	100	150	200	1	1	1	1
wh_dlc03_group_empire_default_no_colonisation	wh_empire_early_variant1_no_colony	1	50	100	150	200	1	1	1	1
wh_dlc03_group_empire_default_no_colonisation	wh_empire_subordinate_allied_no_colony	1	50	100	150	200	1	1	1	1
wh_dlc03_group_empire_default_no_colonisation	wh_empire_subordinate_no_colony	1	50	100	150	200	1	1	1	1
wh_dlc03_group_empire_default_no_colonisation	wh_empire_variant1_allied_no_colony	1	50	100	150	200	1	1	1	1
wh_dlc03_group_empire_default_no_colonisation	wh_empire_variant1_no_colony	1	50	100	150	200	1	1	1	1
wh_dlc03_group_greenskins_default_mini	wh_greenskins_default	1	50	100	150	200	1	1	1	1
wh_dlc03_group_greenskins_default_mini	wh_greenskins_default_easy	1	50	100	150	200	1	1	1	1
wh_dlc03_group_greenskins_default_mini	wh_greenskins_default_hard	1	50	100	150	200	1	1	1	1
wh_dlc03_mini_beastmen_start	wh_dlc03_beastmen_default	1	50	100	150	200	1	1	1	1
wh_dlc05_group_beastmen_player_wood_elves_attack_after_turn_20	wh_dlc03_beastmen_default	10	20	60	90	120	10	0	0	0
wh_dlc05_group_beastmen_player_wood_elves_attack_after_turn_20	wh_dlc05_beastmen_beastmen_subjugator_main_player_wood_elves_chapter_1	0	20	60	90	120	0	10	0	0
wh_dlc05_group_beastmen_player_wood_elves_attack_after_turn_20	wh_dlc05_beastmen_beastmen_subjugator_main_player_wood_elves_chapter_2	0	20	60	90	120	0	0	10	0
wh_dlc05_group_beastmen_player_wood_elves_attack_after_turn_20	wh_dlc05_beastmen_beastmen_subjugator_main_player_wood_elves_chapter_3	0	20	60	90	120	0	0	0	10
wh_dlc05_group_beastmen_player_wood_elves_attack_after_turn_40	wh_dlc03_beastmen_default	10	40	60	90	120	10	0	0	0
wh_dlc05_group_beastmen_player_wood_elves_attack_after_turn_40	wh_dlc05_beastmen_beastmen_subjugator_main_player_wood_elves_chapter_1	0	20	80	90	120	0	10	0	0
wh_dlc05_group_beastmen_player_wood_elves_attack_after_turn_40	wh_dlc05_beastmen_beastmen_subjugator_main_player_wood_elves_chapter_2	0	20	60	100	120	0	0	10	0
wh_dlc05_group_beastmen_player_wood_elves_attack_after_turn_40	wh_dlc05_beastmen_beastmen_subjugator_main_player_wood_elves_chapter_3	0	20	60	90	200	0	0	0	10
wh_dlc05_group_beastmen_player_wood_elves	wh_dlc05_beastmen_beastmen_subjugator_main_player_wood_elves_chapter_1	10	30	60	90	120	10	0	0	0
wh_dlc05_group_beastmen_player_wood_elves	wh_dlc05_beastmen_beastmen_subjugator_main_player_wood_elves_chapter_2	0	30	60	90	120	0	10	0	0
wh_dlc05_group_beastmen_player_wood_elves	wh_dlc05_beastmen_beastmen_subjugator_main_player_wood_elves_chapter_3	0	30	60	90	120	0	0	10	0
wh_dlc05_group_beastmen_player_wood_elves	wh_dlc05_beastmen_beastmen_subjugator_main_player_wood_elves_chapter_4	0	30	60	90	120	0	0	0	10
wh_dlc05_group_brettonia_main_player_wood_elves	wh_dlc05_brettonia_empire_subjugator_main_player_wood_elves_chapter_1	10	30	60	90	120	10	0	0	0
wh_dlc05_group_brettonia_main_player_wood_elves	wh_dlc05_brettonia_empire_subjugator_main_player_wood_elves_chapter_2	0	30	60	90	120	0	10	0	0
wh_dlc05_group_brettonia_main_player_wood_elves	wh_dlc05_brettonia_empire_subjugator_main_player_wood_elves_chapter_3	0	30	60	90	120	0	0	10	0
wh_dlc05_group_brettonia_main_player_wood_elves	wh_dlc05_brettonia_empire_subjugator_main_player_wood_elves_chapter_4	0	30	60	90	120	0	0	0	10
wh_dlc05_group_brettonia_rest_player_wood_elves	wh_dlc05_brettonia_rest_empire_default_player_wood_elves_chapter_1	10	30	60	90	120	10	0	0	0
wh_dlc05_group_brettonia_rest_player_wood_elves	wh_dlc05_brettonia_rest_empire_default_player_wood_elves_chapter_2	0	30	60	90	120	0	10	0	0
wh_dlc05_group_brettonia_rest_player_wood_elves	wh_dlc05_brettonia_rest_empire_default_player_wood_elves_chapter_3	0	30	60	90	120	0	0	10	0
wh_dlc05_group_brettonia_rest_player_wood_elves	wh_dlc05_brettonia_rest_empire_default_player_wood_elves_chapter_4	0	30	60	90	120	0	0	0	10
wh_dlc05_main_group_wood_elves_durthu	wh_dlc05_wood_elves_default_main_durthu	1	50	100	150	200	1	1	1	1
wh_dlc05_main_group_wood_elves_orion	wh_dlc05_wood_elves_default_main	0	50	100	150	200	0	0	0	0
wh_dlc05_main_group_wood_elves_orion	wh_dlc05_wood_elves_default_main_orion	1	50	100	150	200	1	1	1	1
wh_dlc05_main_group_wood_elves_rest	wh_dlc05_wood_elves_default_main_rest	1	50	100	150	200	1	1	1	1
wh_dlc05_mini_group_wood_elves_default	wh_dlc05_wood_elves_default_mini	1	50	100	150	200	1	1	1	1
wh_dlc05_mini_group_wood_elves_durthu	wh_dlc05_wood_elves_default_mini_durthu	1	50	100	150	200	1	1	1	1
wh_dlc05_mini_group_wood_elves_orion	wh_dlc05_wood_elves_default_mini_orion	1	50	100	150	200	1	1	1	1
wh_dlc05_mini_group_wood_elves_rest	wh_dlc05_wood_elves_default_mini_rest	1	50	100	150	200	1	1	1	1
wh_group_chaos_default_hard	wh_chaos_default_hard	1	2	95	105	200	1	1	1	1
wh_group_chaos_default_hard	wh_chaos_frenzied_hard	0	2	95	105	200	0	0	0	0
wh_group_chaos_default	wh_chaos_default	1	2	95	105	200	1	1	1	1
wh_group_chaos_default	wh_chaos_frenzied	0	2	95	105	200	0	0	0	0
wh_group_chaos_separatist_default	wh_chaos_separatist_default	1	2	95	105	200	1	1	1	1
wh_group_chaos_separatist_default	wh_chaos_separatist_frenzied	0	2	95	105	200	0	0	0	0
wh_group_dwarfs_default_easy	wh_dwarfs_default	0	2	95	105	200	1	1	0	0
wh_group_dwarfs_default_easy	wh_dwarfs_default_allied	0	2	95	105	200	0	0	0	0
wh_group_dwarfs_default_easy	wh_dwarfs_default_late_game	0	2	95	105	200	0	0	1	1
wh_group_dwarfs_default_easy	wh_dwarfs_dislikes_dwarfs_easy	0	2	95	105	200	1	1	0	0
wh_group_dwarfs_default_easy	wh_dwarfs_early_default_easy	1	2	95	105	200	0	0	0	0
wh_group_dwarfs_default_easy	wh_dwarfs_early_dislikes_dwarfs_easy	1	2	95	105	200	0	0	0	0
wh_group_dwarfs_default_easy	wh_dwarfs_early_subordinate_easy	1	2	95	105	200	0	0	0	0
wh_group_dwarfs_default_easy	wh_dwarfs_early_variant1_easy	1	2	95	105	200	0	0	0	0
wh_group_dwarfs_default_easy	wh_dwarfs_subordinate_allied	0	2	95	105	200	0	0	0	0
wh_group_dwarfs_default_easy	wh_dwarfs_subordinate_easy	0	2	95	105	200	1	1	0	0
wh_group_dwarfs_default_easy	wh_dwarfs_variant1	0	2	95	105	200	1	1	0	0
wh_group_dwarfs_default_easy	wh_dwarfs_variant1_allied	0	2	95	105	200	0	0	0	0
wh_group_dwarfs_default_hard_against_civilised_factions	wh_dwarfs_default_hard_allied	0	2	95	105	200	0	0	0	0
wh_group_dwarfs_default_hard_against_civilised_factions	wh_dwarfs_default_less_diplomatic_hard	0	2	95	105	200	4	4	0	0
wh_group_dwarfs_default_hard_against_civilised_factions	wh_dwarfs_default_less_diplomatic_hard_late_game	0	2	95	105	200	0	0	1	1
wh_group_dwarfs_default_hard_against_civilised_factions	wh_dwarfs_dislikes_dwarfs_less_diplomatic_hard	0	2	95	105	200	8	8	0	0
wh_group_dwarfs_default_hard_against_civilised_factions	wh_dwarfs_early_default_less_diplomatic_hard	4	2	95	105	200	0	0	0	0
wh_group_dwarfs_default_hard_against_civilised_factions	wh_dwarfs_early_dislikes_dwarfs_less_diplomatic_hard	8	2	95	105	200	0	0	0	0
wh_group_dwarfs_default_hard_against_civilised_factions	wh_dwarfs_early_subordinate_hard	1	2	95	105	200	0	0	0	0
wh_group_dwarfs_default_hard_against_civilised_factions	wh_dwarfs_early_variant1_less_diplomatic_hard	4	2	95	105	200	0	0	0	0
wh_group_dwarfs_default_hard_against_civilised_factions	wh_dwarfs_subordinate_hard	0	2	95	105	200	1	1	0	0
wh_group_dwarfs_default_hard_against_civilised_factions	wh_dwarfs_subordinate_hard_allied	0	2	95	105	200	0	0	0	0
wh_group_dwarfs_default_hard_against_civilised_factions	wh_dwarfs_variant1_hard_allied	0	2	95	105	200	0	0	0	0
wh_group_dwarfs_default_hard_against_civilised_factions	wh_dwarfs_variant1_less_diplomatic_hard	0	2	95	105	200	4	4	0	0
wh_group_dwarfs_default_hard_easier_for_civilised_factions	wh_dwarfs_default_hard	0	2	95	105	200	4	4	0	0
wh_group_dwarfs_default_hard_easier_for_civilised_factions	wh_dwarfs_default_hard_allied	0	2	95	105	200	0	0	0	0
wh_group_dwarfs_default_hard_easier_for_civilised_factions	wh_dwarfs_default_hard_late_game	0	2	95	105	200	0	0	1	1
wh_group_dwarfs_default_hard_easier_for_civilised_factions	wh_dwarfs_dislikes_dwarfs_hard	0	2	95	105	200	1	1	0	0
wh_group_dwarfs_default_hard_easier_for_civilised_factions	wh_dwarfs_early_default_hard	4	2	95	105	200	0	0	0	0
wh_group_dwarfs_default_hard_easier_for_civilised_factions	wh_dwarfs_early_dislikes_dwarfs_hard	1	2	95	105	200	0	0	0	0
wh_group_dwarfs_default_hard_easier_for_civilised_factions	wh_dwarfs_early_subordinate_hard	8	2	95	105	200	0	0	0	0
wh_group_dwarfs_default_hard_easier_for_civilised_factions	wh_dwarfs_early_variant1_hard	4	2	95	105	200	0	0	0	0
wh_group_dwarfs_default_hard_easier_for_civilised_factions	wh_dwarfs_subordinate_hard	0	2	95	105	200	8	8	0	0
wh_group_dwarfs_default_hard_easier_for_civilised_factions	wh_dwarfs_subordinate_hard_allied	0	2	95	105	200	0	0	0	0
wh_group_dwarfs_default_hard_easier_for_civilised_factions	wh_dwarfs_variant1_hard	0	2	95	105	200	4	4	0	0
wh_group_dwarfs_default_hard_easier_for_civilised_factions	wh_dwarfs_variant1_hard_allied	0	2	95	105	200	0	0	0	0
wh_group_dwarfs_default_hard	wh_dwarfs_default_hard	0	2	95	105	200	1	1	0	0
wh_group_dwarfs_default_hard	wh_dwarfs_default_hard_allied	0	2	95	105	200	0	0	0	0
wh_group_dwarfs_default_hard	wh_dwarfs_default_hard_late_game	0	2	95	105	200	0	0	1	1
wh_group_dwarfs_default_hard	wh_dwarfs_dislikes_dwarfs_hard	0	2	95	105	200	1	1	0	0
wh_group_dwarfs_default_hard	wh_dwarfs_early_default_hard	1	2	95	105	200	0	0	0	0
wh_group_dwarfs_default_hard	wh_dwarfs_early_dislikes_dwarfs_hard	1	2	95	105	200	0	0	0	0
wh_group_dwarfs_default_hard	wh_dwarfs_early_subordinate_hard	1	2	95	105	200	0	0	0	0
wh_group_dwarfs_default_hard	wh_dwarfs_early_variant1_hard	1	2	95	105	200	0	0	0	0
wh_group_dwarfs_default_hard	wh_dwarfs_subordinate_hard	0	2	95	105	200	1	1	0	0
wh_group_dwarfs_default_hard	wh_dwarfs_subordinate_hard_allied	0	2	95	105	200	0	0	0	0
wh_group_dwarfs_default_hard	wh_dwarfs_variant1_hard	0	2	95	105	200	1	1	0	0
wh_group_dwarfs_default_hard	wh_dwarfs_variant1_hard_allied	0	2	95	105	200	0	0	0	0
wh_group_dwarfs_default	wh_dwarfs_default	0	2	95	105	200	1	1	1	0
wh_group_dwarfs_default	wh_dwarfs_default_allied	0	2	95	105	200	0	0	0	0
wh_group_dwarfs_default	wh_dwarfs_default_late_game	0	2	95	105	200	0	0	1	1
wh_group_dwarfs_default	wh_dwarfs_dislikes_dwarfs	0	2	95	105	200	1	1	0	0
wh_group_dwarfs_default	wh_dwarfs_early_default	1	2	95	105	200	0	0	0	0
wh_group_dwarfs_default	wh_dwarfs_early_dislikes_dwarfs	1	2	95	105	200	0	0	0	0
