character_skill_nodes_skill_locks_tables
0
character_skill	character_skill_node	level
wh_dlc05_skill_wef_army_buff_ranged_ranged_ability_1	wh_dlc05_skill_node_wef_ancient_treeman_melee_battle_01	1
wh_dlc05_skill_wef_army_buff_ranged_ranged_ability_1	wh_dlc05_skill_node_wef_ancient_treeman_melee_battle_02	1
wh_dlc05_skill_wef_army_buff_ranged_ranged_ability_1	wh_dlc05_skill_node_wef_ancient_treeman_melee_battle_03	1
wh_dlc05_skill_wef_army_buff_ranged_ranged_ability_1	wh_dlc05_skill_node_wef_ancient_treeman_melee_battle_04	1
wh_dlc05_skill_wef_army_buff_ranged_ranged_ability_1	wh_dlc05_skill_node_wef_ancient_treeman_melee_battle_05	1
wh_dlc05_skill_wef_army_buff_ranged_ranged_ability_1	wh_dlc05_skill_node_wef_ancient_treeman_melee_battle_06	1
wh_dlc05_skill_wef_army_buff_melee_melee_ability_1	wh_dlc05_skill_node_wef_ancient_treeman_ranged_battle_01	1
wh_dlc05_skill_wef_army_buff_melee_melee_ability_1	wh_dlc05_skill_node_wef_ancient_treeman_ranged_battle_02	1
wh_dlc05_skill_wef_army_buff_melee_melee_ability_1	wh_dlc05_skill_node_wef_ancient_treeman_ranged_battle_03	1
wh_dlc05_skill_wef_army_buff_melee_melee_ability_1	wh_dlc05_skill_node_wef_ancient_treeman_ranged_battle_04	1
wh_dlc05_skill_wef_army_buff_melee_melee_ability_1	wh_dlc05_skill_node_wef_ancient_treeman_ranged_battle_05	1
wh_dlc05_skill_wef_army_buff_melee_melee_ability_1	wh_dlc05_skill_node_wef_ancient_treeman_ranged_battle_06	1
wh_dlc05_skill_wef_army_buff_ranged_ranged_ability_1	wh_dlc05_skill_node_wef_glade_lord_fem_melee_battle_01	1
wh_dlc05_skill_wef_army_buff_ranged_ranged_ability_1	wh_dlc05_skill_node_wef_glade_lord_fem_melee_battle_02	1
wh_dlc05_skill_wef_army_buff_ranged_ranged_ability_1	wh_dlc05_skill_node_wef_glade_lord_fem_melee_battle_03	1
wh_dlc05_skill_wef_army_buff_ranged_ranged_ability_1	wh_dlc05_skill_node_wef_glade_lord_fem_melee_battle_04	1
wh_dlc05_skill_wef_army_buff_ranged_ranged_ability_1	wh_dlc05_skill_node_wef_glade_lord_fem_melee_battle_05	1
wh_dlc05_skill_wef_army_buff_ranged_ranged_ability_1	wh_dlc05_skill_node_wef_glade_lord_fem_melee_battle_06	1
wh_dlc05_skill_wef_army_buff_melee_melee_ability_1	wh_dlc05_skill_node_wef_glade_lord_fem_ranged_battle_01	1
wh_dlc05_skill_wef_army_buff_melee_melee_ability_1	wh_dlc05_skill_node_wef_glade_lord_fem_ranged_battle_02	1
wh_dlc05_skill_wef_army_buff_melee_melee_ability_1	wh_dlc05_skill_node_wef_glade_lord_fem_ranged_battle_03	1
wh_dlc05_skill_wef_army_buff_melee_melee_ability_1	wh_dlc05_skill_node_wef_glade_lord_fem_ranged_battle_04	1
wh_dlc05_skill_wef_army_buff_melee_melee_ability_1	wh_dlc05_skill_node_wef_glade_lord_fem_ranged_battle_05	1
wh_dlc05_skill_wef_army_buff_melee_melee_ability_1	wh_dlc05_skill_node_wef_glade_lord_fem_ranged_battle_06	1
wh_dlc05_skill_wef_general_personal_buff_ranged_ability_high_tier_killer_1	wh_dlc05_skill_node_wef_glade_lord_fem_self_melee_01	1
wh_dlc05_skill_wef_general_personal_buff_ranged_ability_high_tier_killer_1	wh_dlc05_skill_node_wef_glade_lord_fem_self_melee_02	1
wh_dlc05_skill_wef_general_personal_buff_ranged_ability_high_tier_killer_1	wh_dlc05_skill_node_wef_glade_lord_fem_self_melee_03	1
wh_dlc05_skill_wef_general_personal_buff_ranged_ability_high_tier_killer_1	wh_dlc05_skill_node_wef_glade_lord_fem_self_melee_04	1
wh_dlc05_skill_wef_general_personal_buff_ranged_ability_high_tier_killer_1	wh_dlc05_skill_node_wef_glade_lord_fem_self_melee_05	1
wh_dlc05_skill_wef_general_personal_buff_ranged_ability_high_tier_killer_1	wh_dlc05_skill_node_wef_glade_lord_fem_self_melee_06	1
wh_main_skill_all_all_self_foe-seeker	wh_dlc05_skill_node_wef_glade_lord_fem_self_ranged_01	1
wh_main_skill_all_all_self_foe-seeker	wh_dlc05_skill_node_wef_glade_lord_fem_self_ranged_02	1
wh_main_skill_all_all_self_foe-seeker	wh_dlc05_skill_node_wef_glade_lord_fem_self_ranged_03	1
wh_main_skill_all_all_self_foe-seeker	wh_dlc05_skill_node_wef_glade_lord_fem_self_ranged_04	1
wh_main_skill_all_all_self_foe-seeker	wh_dlc05_skill_node_wef_glade_lord_fem_self_ranged_05	1
wh_main_skill_all_all_self_foe-seeker	wh_dlc05_skill_node_wef_glade_lord_fem_self_ranged_06	1
wh_dlc05_skill_wef_army_buff_ranged_ranged_ability_1	wh_dlc05_skill_node_wef_glade_lord_melee_battle_01	1
wh_dlc05_skill_wef_army_buff_ranged_ranged_ability_1	wh_dlc05_skill_node_wef_glade_lord_melee_battle_02	1
wh_dlc05_skill_wef_army_buff_ranged_ranged_ability_1	wh_dlc05_skill_node_wef_glade_lord_melee_battle_03	1
wh_dlc05_skill_wef_army_buff_ranged_ranged_ability_1	wh_dlc05_skill_node_wef_glade_lord_melee_battle_04	1
wh_dlc05_skill_wef_army_buff_ranged_ranged_ability_1	wh_dlc05_skill_node_wef_glade_lord_melee_battle_05	1
wh_dlc05_skill_wef_army_buff_ranged_ranged_ability_1	wh_dlc05_skill_node_wef_glade_lord_melee_battle_06	1
wh_dlc05_skill_wef_army_buff_melee_melee_ability_1	wh_dlc05_skill_node_wef_glade_lord_ranged_battle_01	1
wh_dlc05_skill_wef_army_buff_melee_melee_ability_1	wh_dlc05_skill_node_wef_glade_lord_ranged_battle_02	1
wh_dlc05_skill_wef_army_buff_melee_melee_ability_1	wh_dlc05_skill_node_wef_glade_lord_ranged_battle_03	1
wh_dlc05_skill_wef_army_buff_melee_melee_ability_1	wh_dlc05_skill_node_wef_glade_lord_ranged_battle_04	1
wh_dlc05_skill_wef_army_buff_melee_melee_ability_1	wh_dlc05_skill_node_wef_glade_lord_ranged_battle_05	1
wh_dlc05_skill_wef_army_buff_melee_melee_ability_1	wh_dlc05_skill_node_wef_glade_lord_ranged_battle_06	1
wh_dlc05_skill_wef_general_personal_buff_ranged_ability_high_tier_killer_1	wh_dlc05_skill_node_wef_glade_lord_self_melee_01	1
wh_dlc05_skill_wef_general_personal_buff_ranged_ability_high_tier_killer_1	wh_dlc05_skill_node_wef_glade_lord_self_melee_02	1
wh_dlc05_skill_wef_general_personal_buff_ranged_ability_high_tier_killer_1	wh_dlc05_skill_node_wef_glade_lord_self_melee_03	1
wh_dlc05_skill_wef_general_personal_buff_ranged_ability_high_tier_killer_1	wh_dlc05_skill_node_wef_glade_lord_self_melee_04	1
wh_dlc05_skill_wef_general_personal_buff_ranged_ability_high_tier_killer_1	wh_dlc05_skill_node_wef_glade_lord_self_melee_05	1
wh_dlc05_skill_wef_general_personal_buff_ranged_ability_high_tier_killer_1	wh_dlc05_skill_node_wef_glade_lord_self_melee_06	1
wh_main_skill_all_all_self_foe-seeker	wh_dlc05_skill_node_wef_glade_lord_self_ranged_01	1
wh_main_skill_all_all_self_foe-seeker	wh_dlc05_skill_node_wef_glade_lord_self_ranged_02	1
wh_main_skill_all_all_self_foe-seeker	wh_dlc05_skill_node_wef_glade_lord_self_ranged_03	1
wh_main_skill_all_all_self_foe-seeker	wh_dlc05_skill_node_wef_glade_lord_self_ranged_04	1
wh_main_skill_all_all_self_foe-seeker	wh_dlc05_skill_node_wef_glade_lord_self_ranged_05	1
wh_main_skill_all_all_self_foe-seeker	wh_dlc05_skill_node_wef_glade_lord_self_ranged_06	1
wh_dlc08_skill_unique_ungrim_1	wh_dlc08_skill_unique_ungrim_0	1
wh_dlc08_skill_unique_ungrim_0	wh_dlc08_skill_unique_ungrim_1	1
wh_dlc08_skill_unique_ungrim_3	wh_dlc08_skill_unique_ungrim_2	1
wh_dlc08_skill_unique_ungrim_4	wh_dlc08_skill_unique_ungrim_2	1
wh_dlc08_skill_unique_ungrim_2	wh_dlc08_skill_unique_ungrim_3	1
wh_dlc08_skill_unique_ungrim_4	wh_dlc08_skill_unique_ungrim_3	1
wh_dlc08_skill_unique_ungrim_2	wh_dlc08_skill_unique_ungrim_4	1
wh_dlc08_skill_unique_ungrim_3	wh_dlc08_skill_unique_ungrim_4	1
