special_ability_to_special_ability_phase_junctions_tables
1
order	phase	special_ability
1	wh_dlc05_spell_shadow_melkoths_mystifying_miasma_upgraded	wh_dlc05_spell_shadow_melkoths_mystifying_miasma_upgraded
1	wh_dlc05_spell_shadow_okkams_mindrazor	wh_dlc05_spell_shadow_okkams_mindrazor
1	wh_dlc05_spell_shadow_okkams_mindrazor_upgraded	wh_dlc05_spell_shadow_okkams_mindrazor_upgraded
1	wh_dlc05_spell_shadow_the_enfeebling_foe	wh_dlc05_spell_shadow_the_enfeebling_foe
1	wh_dlc05_spell_shadow_the_enfeebling_foe_upgraded	wh_dlc05_spell_shadow_the_enfeebling_foe_upgraded
1	wh_dlc05_spell_shadow_the_withering	wh_dlc05_spell_shadow_the_withering
1	wh_dlc05_spell_shadow_the_withering	wh_dlc05_spell_shadow_the_withering_branchwraith
1	wh_dlc05_spell_shadow_the_withering_upgraded	wh_dlc05_spell_shadow_the_withering_upgraded
1	wh_dlc05_unit_abilities_storm_of_blades	wh_dlc05_unit_abilities_storm_of_blades
1	wh_dlc05_unit_abilities_the_shadows_coil	wh_dlc05_unit_abilities_the_shadows_coil
1	wh_dlc05_unit_abilities_woven_mist	wh_dlc05_unit_abilities_woven_mist
1	wh_dlc05_unit_passive_guardians_of_the_wildwood	wh_dlc05_unit_passive_guardians_of_the_wildwood
1	wh_dlc05_weapon_abilities_daiths_sword	wh_dlc05_weapon_abilities_daiths_sword
1	wh_dlc05_weapon_abilities_el_syf	wh_dlc05_weapon_abilities_el_syf
1	wh_dlc06_character_abilities_effagee_of_da_git	wh_dlc06_character_abilities_effagee_of_da_git
1	wh_dlc06_item_passive_squiggly_beast	wh_dlc06_item_passive_squiggly_beast
1	wh_dlc06_character_abilities_oath_stone	wh_dlc06_lord_abilities_mighty_oath_stone
1	wh_dlc06_lord_abilities_revenge_incarnate	wh_dlc06_lord_abilities_revenge_incarnate
1	wh_dlc06_character_abilities_spite_of_da_bad_moon	wh_dlc06_lord_abilities_spite_of_da_bad_moon
1	wh_dlc06_lord_ablities_tricksy_traps	wh_dlc06_lord_ablities_tricksy_traps
1	wh_dlc06_lord_passive_locus_of_power	wh_dlc06_lord_passive_locus_of_power
1	wh_dlc06_lord_passive_sneaky_schemes	wh_dlc06_lord_passive_sneaky_schemes
1	wh_dlc06_lord_passive_warpaint_of_wurrzag	wh_dlc06_lord_passive_warpaint_of_wurrzag
1	wh_dlc06_lord_abilities_wurrzags_revenge	wh_dlc06_lord_passive_wurrzags_revenge
1	wh_dlc06_quest_abilities_grand_faiths_bastion	wh_dlc06_quest_abilities_grand_faiths_bastion
1	wh_dlc06_quest_passive_inquisitor_of_sigmar	wh_dlc06_quest_passive_inquisitor_of_sigmar
1	wh_dlc06_quest_passive_squigs_go_boom	wh_dlc06_quest_passive_squigs_go_boom
1	wh_dlc06_rune_abilities_master_rune_of_negation	wh_dlc06_rune_abilities_master_rune_of_negation
1	wh_dlc06_rune_abilities_master_rune_of_oath_and_steel	wh_dlc06_rune_abilities_master_rune_of_oath_and_steel
1	wh_dlc06_rune_abilities_master_rune_of_wrath_and_ruin	wh_dlc06_rune_abilities_master_rune_of_wrath_and_ruin
1	wh_dlc06_rune_passive_master_rune_of_slowness	wh_dlc06_rune_passive_master_rune_of_slowness
1	wh_dlc06_rune_passive_rune_of_hearth_and_home	wh_dlc06_rune_passive_rune_of_hearth_and_home
1	wh_dlc06_unit_passive_marked_by_ulthar	wh_dlc06_unit_abilities_marked_by_ulthar
1	wh_dlc06_unit_abilities_smoke_bomb	wh_dlc06_unit_abilities_smoke_bomb
1	wh_dlc06_unit_passive_liquid_fortification	wh_dlc06_unit_passive_liquid_fortification
1	wh_dlc06_unit_passive_opportunist_murderer	wh_dlc06_unit_passive_opportunist_murderer
1	wh_dlc06_unit_passive_power_of_the_dragon_back	wh_dlc06_unit_passive_power_of_the_dragon_back
1	wh_dlc06_unit_passive_squigs_go_wild	wh_dlc06_unit_passive_squigs_go_wild
1	wh_dlc06_unit_passive_the_old_grumblers	wh_dlc06_unit_passive_the_old_grumblers
1	wh_dlc06_unit_passive_unbinding_spider_hatchling	wh_dlc06_unit_passive_unbinding_spider_hatchling
1	wh_dlc06_weapon_passive_bonewoof_staff	wh_dlc06_weapon_passive_bonewood_staff
1	wh_dlc06_weapon_passive_hammer_of_angrund	wh_dlc06_weapon_passive_hammer_of_angrund
1	wh_main_character_abilities_heroic_killing_blow	wh_dlc07_character_abilities_heroic_killing_blow
1	wh_dlc07_hero_abilities_dolorous_blade	wh_dlc07_hero_abilities_dolorous_blade
1	wh_dlc07_hero_passive_precise_control	wh_dlc07_hero_passive_precise_control
1	wh_dlc07_hero_passive_sacred_guardian	wh_dlc07_hero_passive_sacred_guardian
1	wh_dlc07_lord_abilities_favour_of_the_fay	wh_dlc07_lord_abilities_favour_of_the_fay
1	wh_dlc07_lord_abilities_lions_shield	wh_dlc07_lord_abilities_lions_shield
1	wh_dlc07_lord_passive_mist_of_the_lady	wh_dlc07_lord_passive_mist_of_the_lady
1	wh_dlc07_lord_passive_spirit_of_the_tempest	wh_dlc07_lord_passive_spirit_of_the_tempest
1	wh_dlc07_unit_formation_diamond	wh_dlc07_unit_formation_diamond
1	wh_dlc07_unit_formation_flying_wedge	wh_dlc07_unit_formation_flying_wedge
1	wh_dlc07_unit_formation_lance_1	wh_dlc07_unit_formation_lance
2	wh_dlc07_unit_formation_lance_2	wh_dlc07_unit_formation_lance
1	wh_dlc07_unit_passive_icon_of_devotion	wh_dlc07_unit_passive_icon_of_devotion
1	wh_dlc08_lord_passive_daring_deathblow	wh_dlc08_lord_passive_daring_deathblow
1	wh_dlc08_lord_passive_determined_deathblow	wh_dlc08_lord_passive_determined_deathblow
1	wh_main_banner_passive_banner_of_eternal_flame	wh_main_banner_passive_banner_of_eternal_flame
1	wh_main_banner_passive_banner_of_lost_holds	wh_main_banner_passive_banner_of_lost_holds
1	wh_main_banner_passive_banner_of_rage	wh_main_banner_passive_banner_of_rage
1	wh_main_banner_passive_gleaming_pennant	wh_main_banner_passive_gleaming_pennant
1	wh_main_banner_passive_griffon_banner	wh_main_banner_passive_griffon_banner
1	wh_main_banner_passive_scarecrow_banner	wh_main_banner_passive_scarecrow_banner
1	wh_main_banner_passive_spider_banner	wh_main_banner_passive_spider_banner
1	wh_main_banner_passive_the_screaming_banner	wh_main_banner_passive_the_screaming_banner
1	wh_main_character_abilities_arcane_conduit	wh_main_character_abilities_arcane_conduit
1	wh_main_character_abilities_blood_lust	wh_main_character_abilities_blood_lust
1	wh_main_character_abilities_deadly_onslaught	wh_main_character_abilities_deadly_onslaught
1	wh_main_character_abilities_foe_seeker	wh_main_character_abilities_foe_seeker
1	wh_main_character_abilities_get_back_ere	wh_main_character_abilities_get_back_ere
1	wh_main_character_abilities_heroic_killing_blow	wh_main_character_abilities_heroic_killing_blow
1	wh_main_character_abilities_magical_animus	wh_main_character_abilities_magical_animus
1	wh_main_character_abilities_rally	wh_main_character_abilities_rally
1	wh_main_character_abilities_red_fury	wh_main_character_abilities_red_fury
1	wh_main_character_abilities_stand_or_die	wh_main_character_abilities_stand_or_die
1	wh_main_character_abilities_stand_your_ground	wh_main_character_abilities_stand_your_ground
1	wh_main_character_abilities_undeath_resurgent	wh_main_character_abilities_undeath_resurgent
1	wh_main_character_abilities_waaagh	wh_main_character_abilities_waaagh
1	wh_main_character_passive_benediction	wh_main_character_passive_benediction
1	wh_main_character_passive_dark_benediction	wh_main_character_passive_dark_benediction
1	wh_main_character_passive_evasion	wh_main_character_passive_evasion
1	wh_main_character_passive_master_of_the_dead	wh_main_character_passive_master_of_the_dead
1	wh_main_hero_abilities_accusation	wh_main_hero_abilities_accusation
1	wh_main_hero_abilities_ballistics_calibration	wh_main_hero_abilities_ballistics_calibration
1	wh_main_hero_abilities_faiths_bastion	wh_main_hero_abilities_faiths_bastion
1	wh_main_hero_abilities_immortal_will	wh_main_hero_abilities_immortal_will
1	wh_main_hero_abilities_mad_cap_mushrooms	wh_main_hero_abilities_mad_cap_mushrooms
1	wh_main_hero_abilities_slippery	wh_main_hero_abilities_slippery
1	wh_main_hero_passive_aura_of_the_lady	wh_main_hero_passive_aura_of_the_lady
1	wh_main_hero_passive_extra_powder	wh_main_hero_passive_extra_powder
1	wh_main_hero_passive_forgefire	wh_main_hero_passive_forgefire
1	wh_main_hero_passive_swarm_of_flies	wh_main_hero_passive_swarm_of_flies
1	wh_main_item_abilities_black_periapt	wh_main_item_abilities_black_periapt
1	wh_main_item_abilities_channelling_staff	wh_main_item_abilities_channelling_staff
1	wh_main_item_abilities_cloak_of_mists_and_shadows	wh_main_item_abilities_cloak_of_mists_and_shadows
1	wh_main_item_abilities_crown_of_command	wh_main_item_abilities_crown_of_command
1	wh_main_item_abilities_daemonic_strength	wh_main_item_abilities_daemonic_strength
1	wh_main_item_abilities_dark_fortune	wh_main_item_abilities_dark_fortune
1	wh_main_item_abilities_earthing_rod	wh_main_item_abilities_earthing_rod
1	wh_main_item_abilities_forbidden_rod	wh_main_item_abilities_forbidden_rod
1	wh_main_item_abilities_opal_amulet	wh_main_item_abilities_opal_amulet
1	wh_main_item_abilities_pendant_of_slaanesh	wh_main_item_abilities_pendant_of_slaanesh
1	wh_main_item_abilities_potion_of_foolhardiness	wh_main_item_abilities_potion_of_foolhardiness
1	wh_main_item_abilities_potion_of_healing	wh_main_item_abilities_potion_of_healing
1	wh_main_item_abilities_potion_of_speed	wh_main_item_abilities_potion_of_speed
1	wh_main_item_abilities_potion_of_strength	wh_main_item_abilities_potion_of_strength
1	wh_main_item_abilities_potion_of_toughness	wh_main_item_abilities_potion_of_toughness
1	wh_main_item_abilities_power_stone	wh_main_item_abilities_power_stone
1	wh_main_item_abilities_regenerating_flesh	wh_main_item_abilities_regenerating_flesh
1	wh_main_item_abilities_sceptre_of_stability	wh_main_item_abilities_sceptre_of_stability
1	wh_main_item_abilities_scroll_of_leeching	wh_main_item_abilities_scroll_of_leeching
1	wh_main_item_abilities_scroll_of_power	wh_main_item_abilities_scroll_of_power
1	wh_main_item_abilities_scroll_of_shielding	wh_main_item_abilities_scroll_of_shielding
1	wh_main_item_abilities_silver_horn_of_vengeance	wh_main_item_abilities_silver_horn_of_vengeance
1	wh_main_item_abilities_skull_of_katam	wh_main_item_abilities_skull_of_katam
1	wh_main_item_abilities_skull_wand_of_kaloth	wh_main_item_abilities_skull_wand_of_kaloth
1	wh_main_item_abilities_staff_of_volans	wh_main_item_abilities_staff_of_volans
1	wh_main_item_abilities_tricksters_shard	wh_main_item_abilities_tricksters_shard
1	wh_main_item_abilities_van_horstmanns_speculum	wh_main_item_abilities_van_horstmanns_speculum
1	wh_main_item_abilities_wand_of_jet	wh_main_item_abilities_wand_of_jet
1	wh_main_item_passive_featherfoe_torc	wh_main_item_passive_featherfoe_torc
1	wh_main_item_passive_pidgeon_plucker_pendant	wh_main_item_passive_pidgeon_plucker_pendant
1	wh_main_item_passive_seed_of_rebirth	wh_main_item_passive_seed_of_rebirth
1	wh_main_item_passive_the_great_book_of_grudges	wh_main_item_passive_the_great_book_of_grudges
1	wh_main_item_passive_the_other_tricksters_shard	wh_main_item_passive_the_other_tricksters_shard
1	wh_main_item_passive_the_white_cloak_of_ulric	wh_main_item_passive_the_white_cloak_of_ulric
1	wh_main_lord_abilities_master_of_the_black_arts	wh_main_lord_abilities_master_of_the_black_arts
1	wh_main_lord_passive_beloved_son_of_bretonnia	wh_main_lord_passive_beloved_son_of_bretonnia
1	wh_main_lord_passive_deathblow	wh_main_lord_passive_deathblow
1	wh_main_lord_passive_get_on_wiv_it	wh_main_lord_passive_get_on_wiv_it
1	wh_main_lord_passive_high_king	wh_main_lord_passive_high_king
1	wh_main_lord_passive_hold_the_line	wh_main_lord_passive_hold_the_line
1	wh_main_lord_passive_the_blessing_of_the_lady	wh_main_lord_passive_the_blessing_of_the_lady
1	wh_main_lord_passive_the_hunger	wh_main_lord_passive_the_hunger
1	wh_main_lord_passive_the_ladys_champion	wh_main_lord_passive_the_ladys_champion
1	wh_main_lore_passive_exorcism	wh_main_lore_passive_exorcism
1	wh_main_lore_passive_kindleflame	wh_main_lore_passive_kindleflame
1	wh_main_lore_passive_life_leeching	wh_main_lore_passive_life_leeching
1	wh_main_lore_passive_metalshifting	wh_main_lore_passive_metalshifting
1	wh_main_lore_passive_power_of_da_waaagh	wh_main_lore_passive_power_of_da_waaagh
1	wh_main_lore_passive_roiling_skies	wh_main_lore_passive_roiling_skies
1	wh_main_lore_passive_sneaky_stealin	wh_main_lore_passive_sneaky_stealin
1	wh_main_lore_passive_the_curse_of_undeath	wh_main_lore_passive_the_curse_of_undeath
1	wh_main_mark_passive_mark_of_khorne	wh_main_mark_passive_mark_of_khorne
1	wh_main_mount_abilities_locus_of_hysh	wh_main_mount_abilities_locus_of_hysh
1	wh_main_mount_passive_aura_of_protection	wh_main_mount_passive_aura_of_protection
1	wh_main_mount_abilities_bloodroar	wh_main_mount_passive_bloodroar
1	wh_main_rune_abilities_ancestor_rune	wh_main_rune_abilities_ancestor_rune
1	wh_main_rune_abilities_rune_of_courage	wh_main_rune_abilities_rune_of_courage
1	wh_main_rune_abilities_rune_of_negation	wh_main_rune_abilities_rune_of_negation
1	wh_main_rune_abilities_rune_of_oath_and_steel	wh_main_rune_abilities_rune_of_oath_and_steel
1	wh_main_rune_abilities_rune_of_stoicism	wh_main_rune_abilities_rune_of_stoicism
1	wh_main_rune_abilities_rune_of_wrath_and_ruin	wh_main_rune_abilities_rune_of_wrath_and_ruin
1	wh_main_rune_passive_master_rune_of_groth_one_eye	wh_main_rune_passive_master_rune_of_groth_one_eye
1	wh_main_rune_passive_master_rune_of_grungni	wh_main_rune_passive_master_rune_of_grungni
1	wh_main_rune_passive_master_rune_of_stromni_redbeard	wh_main_rune_passive_master_rune_of_stromni_redbeard
1	wh_main_rune_passive_rune_of_slowness	wh_main_rune_passive_rune_of_slowness
1	wh_main_spell_big_waaagh_ere_we_go	wh_main_spell_big_waaagh_ere_we_go
1	wh_main_spell_big_waaagh_fists_of_gork	wh_main_spell_big_waaagh_fists_of_gork
1	wh_main_spell_bound_book_of_arkhan	wh_main_spell_bound_book_of_arkhan
1	wh_main_spell_bound_hammer_of_sigmar	wh_main_spell_bound_hammer_of_sigmar
1	wh_main_spell_bound_shield_of_faith	wh_main_spell_bound_shield_of_faith
1	wh_main_spell_bound_soulfire	wh_main_spell_bound_soulfire
1	wh_main_spell_bound_staff_of_damnation	wh_main_spell_bound_staff_of_damnation
1	wh_main_spell_death_aspect_of_the_dreadknight	wh_main_spell_death_aspect_of_the_dreadknight
1	wh_main_spell_death_aspect_of_the_dreadknight_upgraded	wh_main_spell_death_aspect_of_the_dreadknight_upgraded
1	wh_main_spell_death_doom_and_darkness	wh_main_spell_death_doom_and_darkness
1	wh_main_spell_death_doom_and_darkness_upgraded	wh_main_spell_death_doom_and_darkness_upgraded
1	wh_main_spell_death_soulblight	wh_main_spell_death_soulblight
1	wh_main_spell_death_soulblight_upgraded	wh_main_spell_death_soulblight_upgraded
1	wh_main_spell_death_spirit_leech	wh_main_spell_death_spirit_leech
1	wh_main_spell_death_spirit_leech_upgraded	wh_main_spell_death_spirit_leech_upgraded
1	wh_main_spell_death_the_fate_of_bjuna	wh_main_spell_death_the_fate_of_bjuna
1	wh_main_spell_fire_cascading_fire_cloak	wh_main_spell_fire_cascading_fire_cloak
1	wh_main_spell_fire_flaming_sword_of_rhuin	wh_main_spell_fire_flaming_sword_of_rhuin
1	wh_main_spell_fire_flaming_sword_of_rhuin_upgraded	wh_main_spell_fire_flaming_sword_of_rhuin_upgraded
1	wh_main_spell_heavens_curse_of_the_midnight_wind	wh_main_spell_heavens_curse_of_the_midnight_wind
1	wh_main_spell_heavens_curse_of_the_midnight_wind_upgraded	wh_main_spell_heavens_curse_of_the_midnight_wind_upgraded
1	wh_main_spell_heavens_harmonic_convergence	wh_main_spell_heavens_harmonic_convergence
1	wh_main_spell_heavens_harmonic_convergence_upgraded	wh_main_spell_heavens_harmonic_convergence_upgraded
1	wh_main_spell_light_bironas_timewarp	wh_main_spell_light_bironas_timewarp
1	wh_main_spell_light_bironas_timewarp_upgraded	wh_main_spell_light_bironas_timewarp_upgraded
1	wh_main_spell_light_light_of_battle	wh_main_spell_light_light_of_battle
1	wh_main_spell_light_light_of_battle_upgraded	wh_main_spell_light_light_of_battle_upgraded
1	wh_main_spell_light_net_of_amyntok	wh_main_spell_light_net_of_amyntok
1	wh_main_spell_light_net_of_amyntok_upgraded	wh_main_spell_light_net_of_amyntok_upgraded
1	wh_main_spell_light_phas_protection	wh_main_spell_light_phas_protection
1	wh_main_spell_light_phas_protection_upgraded	wh_main_spell_light_phas_protection_upgraded
1	wh_main_spell_lil_waaagh_gorkll_fix_it	wh_main_spell_lil_waaagh_gorkll_fix_it
1	wh_main_spell_lil_waaagh_itchy_nuisance	wh_main_spell_lil_waaagh_itchy_nuisance
1	wh_main_spell_lil_waaagh_night_shroud	wh_main_spell_lil_waaagh_night_shroud
1	wh_main_spell_lil_waaagh_night_shroud_upgraded	wh_main_spell_lil_waaagh_night_shroud_upgraded
1	wh_main_spell_lil_waaagh_sneaky_stabbin	wh_main_spell_lil_waaagh_sneaky_stabbin
1	wh_main_spell_metal_final_transmutation	wh_main_spell_metal_final_transmutation
1	wh_main_spell_metal_final_transmutation_upgraded	wh_main_spell_metal_final_transmutation_upgraded
1	wh_main_spell_metal_glittering_robe	wh_main_spell_metal_glittering_robe
1	wh_main_spell_metal_glittering_robe_upgraded	wh_main_spell_metal_glittering_robe_upgraded
1	wh_main_spell_metal_plague_of_rust	wh_main_spell_metal_plague_of_rust
1	wh_main_spell_metal_plague_of_rust_upgraded	wh_main_spell_metal_plague_of_rust_upgraded
1	wh_main_spell_metal_transmutation_of_lead	wh_main_spell_metal_transmutation_of_lead
1	wh_main_spell_metal_transmutation_of_lead_upgraded	wh_main_spell_metal_transmutation_of_lead_upgraded
1	wh_main_spell_vampires_curse_of_years	wh_main_spell_vampires_curse_of_years
1	wh_main_spell_vampires_invocation_of_nehek	wh_main_spell_vampires_invocation_of_nehek
1	wh_main_spell_vampires_invocation_of_nehek_upgraded	wh_main_spell_vampires_invocation_of_nehek_upgraded
1	wh_main_spell_vampires_vanhels_danse_macabre	wh_main_spell_vampires_vanhels_danse_macabre
1	wh_main_spell_vampires_vanhels_danse_macabre_upgraded	wh_main_spell_vampires_vanhels_danse_macabre_upgraded
1	wh_main_unit_abilities_black_nimbus	wh_main_unit_abilities_black_nimbus
1	wh_main_unit_abilities_black_scythes	wh_main_unit_abilities_black_scythes
1	wh_main_unit_abilities_blooood	wh_main_unit_abilities_blooood
1	wh_main_unit_abilities_boom	wh_main_unit_abilities_boom
1	wh_main_unit_abilities_entrenchment	wh_main_unit_abilities_entrenchment
1	wh_main_unit_abilities_killing_blow	wh_main_unit_abilities_killing_blow
1	wh_main_unit_abilities_unholy_vigour	wh_main_unit_abilities_unholy_vigour
1	wh_main_lord_passive_deathblow	wh_main_unit_passive_deathblow
1	wh_main_unit_passive_frenzy	wh_main_unit_passive_frenzy
1	wh_main_unit_passive_regeneration	wh_main_unit_passive_regeneration
1	wh_main_unit_passive_unbinding_critical	wh_main_unit_passive_unbinding_critical
1	wh_main_unit_passive_unbinding_feral_cold_ones	wh_main_unit_passive_unbinding_feral_cold_ones
1	wh_main_unit_passive_unbinding_skeleton_warriors	wh_main_unit_passive_unbinding_skeleton_warriors
1	wh_main_unit_passive_unbinding_zombie	wh_main_unit_passive_unbinding_zombie
1	wh_main_unit_passive_unstable	wh_main_unit_passive_unstable
1	wh_main_unit_passive_unstable_mark_ii	wh_main_unit_passive_unstable_mark_ii
1	wh_main_unit_passive_war_paint	wh_main_unit_passive_war_paint
1	wh_main_weapon_abilities_axe_of_dargo	wh_main_weapon_abilities_axe_of_dargo
1	wh_main_weapon_abilities_charmed_shield	wh_main_weapon_abilities_charmed_shield
1	wh_main_weapon_abilities_filth_mace	wh_main_weapon_abilities_filth_mace
1	wh_main_weapon_abilities_ghal_maraz	wh_main_weapon_abilities_ghal_maraz
1	wh_main_weapon_abilities_gitsnik	wh_main_weapon_abilities_gitsnik
1	wh_main_weapon_abilities_hellfire_sword	wh_main_weapon_abilities_hellfire_sword
1	wh_main_weapon_abilities_helm_of_discord	wh_main_weapon_abilities_helm_of_discord
1	wh_main_weapon_abilities_runefang	wh_main_weapon_abilities_runefang
1	wh_main_weapon_abilities_sword_of_anti_heroes	wh_main_weapon_abilities_sword_of_anti_heroes
1	wh_main_weapon_abilities_the_hammer_of_karak_drazh	wh_main_weapon_abilities_the_hammer_of_karak_drazh
1	wh_main_weapon_abilities_the_mace_of_helsturm	wh_main_weapon_abilities_the_mace_of_helsturm
1	wh_main_weapon_abilities_the_reikland_runefang	wh_main_weapon_abilities_the_reikland_runefang
1	wh_main_weapon_abilities_the_sword_of_couronne	wh_main_weapon_abilities_the_sword_of_couronne
1	wh_main_weapon_abilities_tormentor_sword	wh_main_weapon_abilities_tormentor_sword
1	wh_main_weapon_passive_chaos_tomb_blade	wh_main_weapon_passive_chaos_tomb_blade
1	wh_main_weapon_passive_glittering_scales	wh_main_weapon_passive_glittering_scales
1	wh_main_weapon_passive_sword_of_unholy_power	wh_main_weapon_passive_sword_of_unholy_power
1	wh_main_weapon_passive_warrior_bane	wh_main_weapon_passive_warrior_bane
1	wh_pro01_item_passive_rune_helm_of_zhufbar	wh_pro01_item_passive_rune_helm_of_zhufbar
1	wh_pro01_lord_abilities_flash_bomb	wh_pro01_lord_abilities_flash_bomb
1	wh_pro01_lord_passive_grombrindal_has_no_fear	wh_pro01_lord_passive_grombrindal_has_no_fear
1	wh_pro01_weapon_abilities_rune_axe_of_grombrindal	wh_pro01_weapon_abilities_rune_axe_of_grombrindal
1	wh_pro02_item_abilities_blood_chalice_of_bathori	wh_pro02_item_abilities_blood_chalice_of_bathori
1	wh_pro03_unit_passive_unbinding_krell	wh_pro03_unit_passive_unbinding_krell
1	wh_pro03_unit_passive_unbinding_krell_upgraded	wh_pro03_unit_passive_unbinding_krell_upgraded
