cai_task_management_system_task_generator_groups_generators_junctions_tables
0
priority	task_generator_group_key	task_generator_key
0	aggressive_noruins_avoid_oldworld_races_and_player	CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
-0.2	aggressive_noruins_avoid_oldworld_races_anti_player	CAI_TMS_TASK_GENERATOR_ATTACK_ABANDONED_UNSUITABLE_CLIMATE_REGIONS
0	aggressive_noruins_avoid_oldworld_races_anti_player	CAI_TMS_TASK_GENERATOR_ATTACK_LOCAL_FLAGGED_VICTORY_CONDITION_REGIONS
0	aggressive_noruins_avoid_oldworld_races_anti_player	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_PROVINCES_ABANDONED
0	aggressive_noruins_avoid_oldworld_races_anti_player	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
0	aggressive_noruins_avoid_oldworld_races_anti_player	CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
8	aggressive_raider	CAI_TMS_TASK_GENERATOR_CONTINUE_RAID_REGIONS_TO_IMPROVE_MORALE
5	aggressive_raider	CAI_TMS_TASK_GENERATOR_RAID_OWN_SETTLEMENT_NEIGHBOURING_ENEMY_REGIONS_TO_IMPROVE_MORALE
8	aggressive_raider	CAI_TMS_TASK_GENERATOR_RAID_UNDEFENDED_REGIONS_TO_IMPROVE_MORALE
0.85	aggressive_recoloniser	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_PROVINCES_ABANDONED
0.85	aggressive_recoloniser	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
0.85	aggressive_recoloniser	CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
6	aggressive_vcregion	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_FLAGGED_VICTORY_CONDITION_REGIONS
2	aggressive_vcregion	CAI_TMS_TASK_GENERATOR_DEFEND_FLAGGED_VICTORY_CONDITION_REGIONS
0	aggressive_vcregion_anti_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES
0	aggressive_vcregion_anti_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_SETTLEMENTS
0	aggressive_vcregion_avoid_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES
0	aggressive_vcregion_avoid_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_SETTLEMENTS
0.8	aggressive_vcregion_coloniser	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_PROVINCES_ABANDONED
0.8	aggressive_vcregion_coloniser	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
0.8	aggressive_vcregion_coloniser	CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
0	aggressive_vcregion_coloniser_anti_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES
0	aggressive_vcregion_coloniser_anti_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_SETTLEMENTS
0	aggressive_vcregion_coloniser_avoid_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES
0	aggressive_vcregion_coloniser_avoid_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_SETTLEMENTS
4	aggressive_vcregion_focused_overseas_attacker	CAI_TMS_TASK_GENERATOR_ATTACK_ENEMY_PORT_SETTLEMENTS
0	aggressive_vcregion_focused_overseas_attacker_anti_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES
0	aggressive_vcregion_focused_overseas_attacker_anti_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_SETTLEMENTS
0	aggressive_vcregion_focused_overseas_attacker_avoid_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES
0	aggressive_vcregion_focused_overseas_attacker_avoid_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_SETTLEMENTS
0.25	basic	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_CAPITAL
3	basic	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_RECENTLY_CAPTURED_TERRITORY
0.5	basic	CAI_TMS_TASK_GENERATOR_ACTIVELY_DEFEND_THREATENED_REGIONS
-2	basic	CAI_TMS_TASK_GENERATOR_AGENT_ATTACK_HIDDEN_ENEMY_SETTLEMENTS_HUMAN_OWNED
-0.5	basic	CAI_TMS_TASK_GENERATOR_AGENT_ATTACK_HIDDEN_ENEMY_SETTLEMENTS_NON_HUMAN_OWNED
-0.2	basic	CAI_TMS_TASK_GENERATOR_ATTACK_ABANDONED_UNSUITABLE_CLIMATE_REGIONS
1	basic	CAI_TMS_TASK_GENERATOR_ATTACK_AGENTS_IN_OWNED_REGIONS
1.5	basic	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_FORCES
1	basic	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS
2	basic	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS_IF_HAVENT_EXPANDED_RECENTLY
3	basic	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_FLAGGED_REGIONS_OWNED_BY_ANOTHER_SUBCULTURED_ENEMY
1	basic	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_AGENTS_LEVEL_SCALED
0.5	basic	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_FORCES_SIZE_SCALED
0	basic	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_HUMAN_AGENTS_LEVEL_SCALED
0	basic	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_HUMAN_FORCES_SIZE_SCALED
0	basic	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_LOCAL_HUMAN_SETTLEMENTS
2	basic	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_OUT_CULTURE_CONVERTING_AGENTS_IN_OWNED_TERRITORY
2	basic	CAI_TMS_TASK_GENERATOR_ATTACK_ENEMY_PORT_SETTLEMENTS
0	basic	CAI_TMS_TASK_GENERATOR_ATTACK_FOOD_PRODUCING_REGIONS
-2	basic	CAI_TMS_TASK_GENERATOR_ATTACK_HIDDEN_ENEMY_SETTLEMENTS_HUMAN_OWNED
-0.5	basic	CAI_TMS_TASK_GENERATOR_ATTACK_HIDDEN_ENEMY_SETTLEMENTS_NON_HUMAN_OWNED
0.75	basic	CAI_TMS_TASK_GENERATOR_ATTACK_HORDE_ARMIES_HUMAN_AT_WAR_NOT_SETTLED
0.75	basic	CAI_TMS_TASK_GENERATOR_ATTACK_HORDE_ARMIES_HUMAN_AT_WAR_SETTLED
0.5	basic	CAI_TMS_TASK_GENERATOR_ATTACK_HORDE_ARMIES_NON_HUMAN_AT_WAR_NOT_SETTLED
0.5	basic	CAI_TMS_TASK_GENERATOR_ATTACK_HORDE_ARMIES_NON_HUMAN_AT_WAR_SETTLED
3	basic	CAI_TMS_TASK_GENERATOR_ATTACK_LOCAL_FLAGGED_VICTORY_CONDITION_REGIONS
0	basic	CAI_TMS_TASK_GENERATOR_ATTACK_LOW_FERTILITY_REGIONS
1.75	basic	CAI_TMS_TASK_GENERATOR_ATTACK_NEIGHBOURING_WAR_REGIONS
0.5	basic	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_PROVINCES_ABANDONED
1	basic	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_PROVINCES_ENEMY
0.5	basic	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
1	basic	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_REGIONS_ENEMY
-5	basic	CAI_TMS_TASK_GENERATOR_ATTACK_RECENTLY_SACKED_SETTLEMENTS
0.6	basic	CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
1	basic	CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ENEMY
0.5	basic	CAI_TMS_TASK_GENERATOR_ATTACK_SETTLEMENTS_NEAR_OUR_FORCES
100	basic	CAI_TMS_TASK_GENERATOR_ATTACK_SETTLEMENT_TO_SPREAD_PLAGUE
100	basic	CAI_TMS_TASK_GENERATOR_ATTACK_SETTLEMENT_TO_TRIGGER_EARTHQUAKE
0.5	basic	CAI_TMS_TASK_GENERATOR_ATTACK_UNDEFENDED_ENEMY_SETTLEMENTS
-0.5	basic	CAI_TMS_TASK_GENERATOR_ATTACK_UNSUITABLE_CLIMATE_REGIONS
15	basic	CAI_TMS_TASK_GENERATOR_BUILD_UP_NAVIES
1	basic	CAI_TMS_TASK_GENERATOR_COMPLETE_PROVINCE
1	basic	CAI_TMS_TASK_GENERATOR_COMPLETE_SEA_REGION_CONTROL
0	basic	CAI_TMS_TASK_GENERATOR_CONSOLIDATE_BORDERS
1	basic	CAI_TMS_TASK_GENERATOR_DEFEND_ALLIED_TERRITORY
2	basic	CAI_TMS_TASK_GENERATOR_DEFEND_BESIEGED_SETTLEMENT
1	basic	CAI_TMS_TASK_GENERATOR_DEFEND_FLAGGED_VICTORY_CONDITION_REGIONS
0.25	basic	CAI_TMS_TASK_GENERATOR_DEFEND_OWNED_REGIONS
1	basic	CAI_TMS_TASK_GENERATOR_DEFEND_REGIONS_AMBIENT
1.25	basic	CAI_TMS_TASK_GENERATOR_DEFEND_REGIONS_NEIGHBOURING_ENEMY
3	basic	CAI_TMS_TASK_GENERATOR_DEFEND_RITUAL_LOCATIONS
1	basic	CAI_TMS_TASK_GENERATOR_DEFEND_SEA_REGIONS
4	basic	CAI_TMS_TASK_GENERATOR_DEFEND_UNDEFENDED_RITUAL_LOCATIONS
1	basic	CAI_TMS_TASK_GENERATOR_DEPLOY_AGAINST_DIFFERENT_CULTURED_NEIGHBOURING_REGION
-2	basic	CAI_TMS_TASK_GENERATOR_DEPLOY_AGAINST_HIDDEN_ENEMY_SETTLEMENTS_HUMAN_OWNED
-0.5	basic	CAI_TMS_TASK_GENERATOR_DEPLOY_AGAINST_HIDDEN_ENEMY_SETTLEMENTS_NON_HUMAN_OWNED
1	basic	CAI_TMS_TASK_GENERATOR_DEPLOY_TO_OWN_REGION_TO_DEFEND_AGAINST_DIFFERENT_CULTURES
0	basic	CAI_TMS_TASK_GENERATOR_EMBED_AGENT_TO_IMPROVE_MORALE
10	basic	CAI_TMS_TASK_GENERATOR_FOLLOW_ARMY
1	basic	CAI_TMS_TASK_GENERATOR_HORDE_ENCAMP_IN_SAFE_REGION
1	basic	CAI_TMS_TASK_GENERATOR_HORDE_FOLLOW_LEAD_ARMY
-20	basic	CAI_TMS_TASK_GENERATOR_RAID_HIDDEN_ENEMY_SETTLEMENTS_HUMAN_OWNED
-20	basic	CAI_TMS_TASK_GENERATOR_RAID_HIDDEN_ENEMY_SETTLEMENTS_NON_HUMAN_OWNED
0.5	basic	CAI_TMS_TASK_GENERATOR_RAID_SETTLEMENTS_NEAR_OUR_FORCES
0.5	basic	CAI_TMS_TASK_GENERATOR_RAID_UNSTABLE_REGIONS
0.25	basic	CAI_TMS_TASK_GENERATOR_RECAPTURE_RECENTLY_LOST_TERRITORY
7	basic	CAI_TMS_TASK_GENERATOR_RECAPTURE_RITUAL_LOCATIONS
10	basic	CAI_TMS_TASK_GENERATOR_RECRUIT_AVAILABLE_NAVY
3	basic	CAI_TMS_TASK_GENERATOR_RECRUIT_FROM_SPECIALISED_MERCENARY_POOLS
0	basic	CAI_TMS_TASK_GENERATOR_SACK_SETTLEMENT_TO_IMPROVE_MORALE
0	basic	CAI_TMS_TASK_GENERATOR_SALLY_OUT_BEFORE_SETTLEMENT_LOSS
7	basic	CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_ATTACK_FORCES
7	basic	CAI_TMS_TASK_GENERATOR_WAR_COORDINATION_ATTACK_REGIONS
0	basic	CAI_TMS_TASK_GENERATOR_WITHDRAW_DAMAGED_ARMIES
10	basic	CAI_TMS_TASK_GENERATOR_WITHDRAW_DAMAGED_ARMIES_TO_FORCE
0	basic	CAI_TMS_TASK_GENERATOR_WITHDRAW_LOW_MORALE_ARMIES
4	basic_allied	CAI_TMS_TASK_GENERATOR_DEFEND_ALLIED_TERRITORY
4	basic_allied_anti_player	CAI_TMS_TASK_GENERATOR_DEFEND_ALLIED_TERRITORY
4	basic_allied_avoid_player	CAI_TMS_TASK_GENERATOR_DEFEND_ALLIED_TERRITORY
0	basic_anti_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES
0	basic_anti_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_SETTLEMENTS
2	basic_anti_player_opportunist	CAI_TMS_TASK_GENERATOR_ATTACK_UNDEFENDED_ENEMY_SETTLEMENTS
0.85	basic_anti_player_recoloniser	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_PROVINCES_ABANDONED
0.85	basic_anti_player_recoloniser	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
0.85	basic_anti_player_recoloniser	CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
0	basic_avoid_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES
0	basic_avoid_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_SETTLEMENTS
2	basic_avoid_player_opportunist	CAI_TMS_TASK_GENERATOR_ATTACK_UNDEFENDED_ENEMY_SETTLEMENTS
0.85	basic_avoid_player_recoloniser	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_PROVINCES_ABANDONED
0.85	basic_avoid_player_recoloniser	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
0.85	basic_avoid_player_recoloniser	CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
-4	basic_coloniser	CAI_TMS_TASK_GENERATOR_AGENT_ATTACK_HIDDEN_ENEMY_SETTLEMENTS_HUMAN_OWNED
-1	basic_coloniser	CAI_TMS_TASK_GENERATOR_AGENT_ATTACK_HIDDEN_ENEMY_SETTLEMENTS_NON_HUMAN_OWNED
-4	basic_coloniser	CAI_TMS_TASK_GENERATOR_ATTACK_HIDDEN_ENEMY_SETTLEMENTS_HUMAN_OWNED
-1	basic_coloniser	CAI_TMS_TASK_GENERATOR_ATTACK_HIDDEN_ENEMY_SETTLEMENTS_NON_HUMAN_OWNED
0.8	basic_coloniser	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_PROVINCES_ABANDONED
0.8	basic_coloniser	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
0.8	basic_coloniser	CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
0	basic_coloniser_anti_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES
0	basic_coloniser_anti_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_SETTLEMENTS
-2	basic_coloniser_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_CHAOS_ATTACK_AGENTS
-2	basic_coloniser_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_CHAOS_ATTACK_FORCES
-2	basic_coloniser_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_CHAOS_ATTACK_REGIONS
-2	basic_coloniser_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_DWARF_ATTACK_AGENTS
-2	basic_coloniser_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_DWARF_ATTACK_FORCES
-2	basic_coloniser_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_DWARF_ATTACK_REGIONS
-2	basic_coloniser_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_EMPIRE_ATTACK_AGENTS
-2	basic_coloniser_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_EMPIRE_ATTACK_FORCES
-2	basic_coloniser_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_EMPIRE_ATTACK_REGIONS
-2	basic_coloniser_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_GREENSKIN_ATTACK_AGENTS
-2	basic_coloniser_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_GREENSKIN_ATTACK_FORCES
-2	basic_coloniser_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_GREENSKIN_ATTACK_REGIONS
-2	basic_coloniser_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_VAMPIRE_ATTACK_AGENTS
-2	basic_coloniser_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_VAMPIRE_ATTACK_FORCES
-2	basic_coloniser_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_VAMPIRE_ATTACK_REGIONS
0	basic_coloniser_avoid_oldworld_races_and_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES
0	basic_coloniser_avoid_oldworld_races_and_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_SETTLEMENTS
0	basic_coloniser_avoid_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES
0	basic_coloniser_avoid_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_SETTLEMENTS
0	basic_coloniser_avoids_oldworld_races_anti_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES
0	basic_coloniser_avoids_oldworld_races_anti_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_SETTLEMENTS
-4	basic_focused_coloniser	CAI_TMS_TASK_GENERATOR_AGENT_ATTACK_HIDDEN_ENEMY_SETTLEMENTS_HUMAN_OWNED
-1	basic_focused_coloniser	CAI_TMS_TASK_GENERATOR_AGENT_ATTACK_HIDDEN_ENEMY_SETTLEMENTS_NON_HUMAN_OWNED
-4	basic_focused_coloniser	CAI_TMS_TASK_GENERATOR_ATTACK_HIDDEN_ENEMY_SETTLEMENTS_HUMAN_OWNED
-1	basic_focused_coloniser	CAI_TMS_TASK_GENERATOR_ATTACK_HIDDEN_ENEMY_SETTLEMENTS_NON_HUMAN_OWNED
3	basic_focused_coloniser	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_PROVINCES_ABANDONED
3	basic_focused_coloniser	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
3	basic_focused_coloniser	CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
-2	basic_focused_coloniser_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_CHAOS_ATTACK_AGENTS
-2	basic_focused_coloniser_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_CHAOS_ATTACK_FORCES
-2	basic_focused_coloniser_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_CHAOS_ATTACK_REGIONS
-2	basic_focused_coloniser_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_DWARF_ATTACK_AGENTS
-2	basic_focused_coloniser_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_DWARF_ATTACK_FORCES
-2	basic_focused_coloniser_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_DWARF_ATTACK_REGIONS
-2	basic_focused_coloniser_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_EMPIRE_ATTACK_AGENTS
-2	basic_focused_coloniser_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_EMPIRE_ATTACK_FORCES
-2	basic_focused_coloniser_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_EMPIRE_ATTACK_REGIONS
-2	basic_focused_coloniser_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_GREENSKIN_ATTACK_AGENTS
-2	basic_focused_coloniser_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_GREENSKIN_ATTACK_FORCES
-2	basic_focused_coloniser_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_GREENSKIN_ATTACK_REGIONS
-2	basic_focused_coloniser_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_VAMPIRE_ATTACK_AGENTS
-2	basic_focused_coloniser_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_VAMPIRE_ATTACK_FORCES
-2	basic_focused_coloniser_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_VAMPIRE_ATTACK_REGIONS
0	basic_focused_coloniser_avoid_oldworld_races_and_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES
0	basic_focused_coloniser_avoid_oldworld_races_and_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_SETTLEMENTS
0	basic_focused_coloniser_avoids_oldworld_races_anti_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES
0	basic_focused_coloniser_avoids_oldworld_races_anti_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_SETTLEMENTS
1.5	basic_no_regions	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_SETTLEMENTS
-1	basic_no_regions	CAI_TMS_TASK_GENERATOR_ATTACK_RECENTLY_SACKED_SETTLEMENTS
1	basic_no_regions	CAI_TMS_TASK_GENERATOR_ATTACK_UNDEFENDED_ENEMY_SETTLEMENTS
0.25	basic_no_regions	CAI_TMS_TASK_GENERATOR_REGIONLESS_FACTION_FORCES_SHOULD_ATTACK_LOCAL_REGIONS
-1.5	basic_no_target_chaos	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_CHAOS_ATTACK_AGENTS
-1.5	basic_no_target_chaos	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_CHAOS_ATTACK_FORCES
-1.5	basic_no_target_chaos	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_CHAOS_ATTACK_REGIONS
-1.5	basic_no_target_chaos	CAI_TMS_TASK_GENERATOR_TARGET_CULTURE_CHAOS_RAID_REGIONS
0	basic_no_target_chaos_anti_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES
0	basic_no_target_chaos_anti_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_SETTLEMENTS
2	basic_no_target_chaos_anti_player_opportunist	CAI_TMS_TASK_GENERATOR_ATTACK_UNDEFENDED_ENEMY_SETTLEMENTS
0.85	basic_no_target_chaos_anti_player_recoloniser	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_PROVINCES_ABANDONED
0.85	basic_no_target_chaos_anti_player_recoloniser	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
0.85	basic_no_target_chaos_anti_player_recoloniser	CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
0	basic_no_target_chaos_avoid_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_FORCES
0	basic_no_target_chaos_avoid_player	CAI_TMS_TASK_GENERATOR_ATTACK_ALL_ENEMY_HUMAN_SETTLEMENTS
2	basic_no_target_chaos_avoid_player_opportunist	CAI_TMS_TASK_GENERATOR_ATTACK_UNDEFENDED_ENEMY_SETTLEMENTS
0.85	basic_no_target_chaos_avoid_player_recoloniser	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_PROVINCES_ABANDONED
0.85	basic_no_target_chaos_avoid_player_recoloniser	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
0.85	basic_no_target_chaos_avoid_player_recoloniser	CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
2	basic_no_target_chaos_opportunist	CAI_TMS_TASK_GENERATOR_ATTACK_UNDEFENDED_ENEMY_SETTLEMENTS
0.85	basic_no_target_chaos_recoloniser	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_PROVINCES_ABANDONED
0.85	basic_no_target_chaos_recoloniser	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
0.85	basic_no_target_chaos_recoloniser	CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
-0.2	basic_noruins_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_ATTACK_ABANDONED_UNSUITABLE_CLIMATE_REGIONS
0	basic_noruins_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_ATTACK_LOCAL_FLAGGED_VICTORY_CONDITION_REGIONS
0	basic_noruins_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_PROVINCES_ABANDONED
0	basic_noruins_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
0	basic_noruins_avoid_oldworld_races	CAI_TMS_TASK_GENERATOR_ATTACK_REGIONS_NEIGHBOURNIG_OWN_REGIONS_ABANDONED
-0.2	basic_noruins_avoid_oldworld_races_and_player	CAI_TMS_TASK_GENERATOR_ATTACK_ABANDONED_UNSUITABLE_CLIMATE_REGIONS
0	basic_noruins_avoid_oldworld_races_and_player	CAI_TMS_TASK_GENERATOR_ATTACK_LOCAL_FLAGGED_VICTORY_CONDITION_REGIONS
0	basic_noruins_avoid_oldworld_races_and_player	CAI_TMS_TASK_GENERATOR_ATTACK_PROVINCES_NEIGHBOURNIG_OWN_PROVINCES_ABANDONED
