special_ability_phases_tables
31
duration	effect_type	id	requested_stance	unbreakable	cant_move	freeze_fatigue	fatigue_change_ratio	inspiration_aura_change_mod	ability_recharge_change	hp_change_frequency	heal_amount	damage_chance	damage_amount	max_damaged_entites	heal_amount_duplicate	resurrect	mana_regen_mod	mana_max_depletion_mod	imbue_magical	imbue_ignition	imbue_contact	phase_display	phase_audio	recharge_time	is_hidden_in_ui	affects_allies	affects_enemies
-1	positive	wh_def_dread_glory		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_morale_passive		-1	False	True	True
-1	negative	wh_dlc06_rune_passive_master_rune_of_slowness		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_debuff_attack_passive		-1	False	True	True
-1	negative	wh_main_hero_passive_swarm_of_flies		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True
35	negative	wh_dlc03_item_passive_the_dark_mail		False	False	False	0.18	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_debuff_defence		-1	False	True	True
-1	positive	wh_dlc05_unit_passive_forest_stalker		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_defence_attack_passive		-1	False	True	True
18	positive	wh_main_character_abilities_magical_animus		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack	wh_ability_positive	-1	False	True	True
1	positive	wh2_main_unit_contact_healing_light		False	False	False	0	0	0	1	240	0	0	-1	240	False	0	0	False	0		wh_main_generic_hp_regen_passive		5	False	True	False
-1	negative	wh_dlc07_lord_passive_mist_of_the_lady		False	False	False	0	0	0	1	0	1	4	5	0	False	0	0	False	0		wh_main_generic_hp_damage_passive		-1	False	True	True
14	positive	wh2_main_character_abilities_verminous_valour		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0			wh_ability_positive_one_shot	-1	False	True	True
10	negative	wh_main_unit_contact_overhead_morale		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True
22	positive	wh_main_item_abilities_sceptre_of_stability		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_generic_ward_save_magic	wh_ability_positive	-1	False	True	True
46	positive	wh_dlc01_weapon_abilities_starcrusher		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack_banner	wh_ability_positive_one_shot	-1	False	True	True
-1	positive	wh_dlc05_hero_passive_blessing_of_the_ancients		False	False	False	0	0	0	0	0	0	0	-1	0	False	0.09	9	False	0				-1	False	True	True
-1	positive	wh_dlc06_quest_passive_grand_arcane_conduit		False	False	False	0	0	0	0	0	0	0	-1	0	False	0.03	30	False	0				-1	False	True	True
18	negative	wh_main_rune_abilities_rune_of_wrath_and_ruin		False	False	False	0	0	0	2	0	0.5	6	18	0	False	0	0	False	0		wh_main_hero_abilities_accusation	wh_ability_negative	-1	False	True	True
15	negative	wh_main_lore_passive_kindleflame		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True
-1	negative	wh2_main_unit_passive_unbinding_clanrats		False	False	False	0	0	0	1.7	0	1	1	-1	0	False	0	0	False	0		wh2_main_bound_entity_energy_rat		-1	False	True	True
9	positive	wh_dlc03_lore_passive_bestial_surge		False	False	False	-0.09	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True
-1	positive	wh_main_mount_passive_aura_of_protection		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_ward_save_all_passive		-1	False	True	True
11	positive	wh_dlc01_weapon_abilities_sword_of_change		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_generic_buff_attack_banner	wh_ability_positive_one_shot	-1	False	True	True
21	positive	wh_main_spell_bound_shield_of_faith		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_generic_ward_save_all	wh_ability_positive	-1	False	True	True
-1	positive	wh_main_character_passive_benediction		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_morale_passive		-1	False	True	True
52	negative	wh2_main_army_abilities_skyre_clanstone		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0			wh2_main_ability_skyre_clanstone	-1	False	True	True
-1	positive	wh_main_weapon_passive_sword_of_unholy_power		False	False	False	0	0	0	0	0	0	0	-1	0	False	0.12	12	False	0				-1	False	True	True
-1	positive	wh_main_unit_passive_hydra		False	False	False	0	0	0	0.25	2	0	0	0	2	False	0	0	False	0				-1	False	True	True
15	negative	wh_main_spell_light_net_of_amyntok		False	True	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_spell_light_net_of_amyntok	wh_main_spell_light_net_of_amyntok	-1	False	True	True
30	positive	wh_dlc05_unit_abilities_woven_mist		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_ward_save_missile	wh_dlc05_ability_shadows_coil	-1	False	True	True
28	positive	wh2_main_item_abilities_pearl_of_infinite_bleakness		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_morale	wh_ability_positive	-1	False	True	True
-1	positive	wh_dlc07_lord_passive_spirit_of_the_tempest		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack_passive		-1	False	True	True
-1	positive	wh_dlc05_unit_passive_forest_spirit		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	True	0				-1	False	True	True
88	positive	wh_dlc05_spell_life_flesh_to_stone_upgraded		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_dlc05_spell_life_flesh_to_stone	wh_dlc05_spell_life_flesh_to_stone	-1	False	True	True
17	negative	wh2_main_weapon_abilities_web_of_shadows		False	False	False	0	0	0	2	0	0.6	144	1	0	False	0	0	False	0		wh_main_hero_abilities_accusation	wh_ability_negative	-1	False	True	True
30	negative	wh_main_magic_morale_debuff		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True
-1	positive	wh2_main_item_passive_diamond_guardian_phoenix		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_ward_save_magic_passive		-1	False	True	True
22	negative	wh2_main_army_abilities_eshin_clanstone		False	False	False	0	0	0	1	0	0.15	9	9	0	False	0	0	False	0			wh2_main_ability_eshin_clanstone	-1	False	True	True
-1	negative	wh_dlc04_hero_passive_divine_power		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True
-1	positive	wh_dlc01_banner_passive_blasted_standard		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_generic_buff_defence_passive		-1	False	True	True
22	positive	wh_main_item_abilities_opal_amulet		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_ward_save_all	wh_ability_positive	-1	False	True	True
39	negative	wh_main_weapon_abilities_the_sword_of_couronne		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_debuff_defence	wh_ability_negative	-1	False	True	True
-1	positive	wh_main_hero_passive_forgefire		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_spell_fire_passive		-1	False	True	True
20	negative	wh_emp_prayer_of_binding		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_hero_abilities_accusation	wh_ability_negative	-1	False	True	True
17	positive	wh_dlc06_weapon_passive_bonewoof_staff		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True
25	positive	wh_main_rune_abilities_rune_of_negation		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_generic_ward_save_all	wh_ability_positive	-1	False	True	True
10	negative	wh_dlc06_unit_contact_flammable		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0				-1	False	True	True
15	negative	wh_dlc06_character_abilities_effagee_of_da_git		False	True	False	0	0	0	2	0	0.6	144	1	0	False	0	0	False	0		wh_dlc06_character_abilities_effagee_of_da_git	wh_dlc06_character_abilities_effagee_of_da_git	-1	False	True	True
-1	positive	dwf_main2		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_morale_passive		-1	False	True	True
-1	positive	wh_dlc04_item_passive_jade_griffon		False	False	False	0	0	0	0.5	4	0	0	0	4	False	0	0	False	0				-1	False	True	True
-1	negative	wh2_main_item_passive_shield_of_distraction		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_debuff_attack_passive		-1	False	True	True
-1	positive	wh_dlc06_lord_passive_locus_of_power		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True
-1	positive	wh_dlc01_weapon_passive_auric_armour		False	False	False	0	0	0	0.5	4	0	0	0	4	False	0	0	False	0		wh_main_generic_hp_regen_passive		-1	False	True	True
28	negative	wh_dlc06_unit_passive_marked_by_ulthar		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_debuff_defence		-1	False	True	True
11	negative	wh2_main_spell_high_magic_tempest		False	True	False	0	0	0	1	0	1	40	2	0	False	0	0	False	0		wh2_main_spell_high_magic_tempest		-1	False	True	True
33	positive	wh_main_rune_abilities_rune_of_courage		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_morale	wh_ability_positive	-1	False	True	True
22	positive	wh_dlc07_lord_abilities_lions_shield		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_ward_save_magic	wh_ability_positive	-1	False	True	True
40	positive	wh_main_spell_metal_glittering_robe_upgraded		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_spell_metal_glittering_robe	wh_main_spell_metal_glittering_robe	-1	False	True	True
50	negative	wh2_main_spell_plague_wither_upgraded		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh2_main_spell_plague_wither	wh2_main_spell_plague_wither	-1	False	True	True
26	positive	wh_dlc06_character_abilities_oath_stone		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_defence_morale	wh_ability_positive_one_shot	-1	False	True	True
5	negative	wh_dlc04_quest_abilities_servant_of_nagash		False	False	False	0	0	0	1	0	1	200	50	0	False	0	0	False	0				-1	False	True	True
15	positive	wh_dlc06_unit_passive_opportunist_murderer		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack_passive		-1	False	True	True
-1	negative	wh_dlc03_weapon_passive_mangelder		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True
14	negative	wh_dlc03_spell_beasts_flock_of_doom_upgraded		False	False	False	0	0	0	1	0	0.18	9	18	0	False	0	0	False	0		wh_dlc03_spell_beasts_flock_of_doom_upgraded	wh_dlc03_spell_beasts_flock_of_doom	-1	False	True	True
24	positive	wh_main_item_abilities_staff_of_volans		False	False	False	0	0	0	0	0	0	0	-1	0	False	0.45	20	False	0		wh2_main_generic_buff_wom_banner	wh_ability_positive_one_shot	-1	False	True	True
-1	positive	wh_main_item_passive_skull_wand_of_kaloth		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_debuff_attack_passive		-1	False	True	True
31	positive	wh_pro01_lord_passive_grombrindal_has_no_fear		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True
31	positive	wh2_main_lord_abilities_feint_and_reposte		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack	wh_ability_positive	-1	False	True	True
18	positive	wh2_main_item_abilities_the_horn_of_kygor		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack	wh_ability_positive	-1	False	True	True
1	positive	wh2_main_unit_contact_healing_heavy		True	False	False	0	0	0	1	960	0	0	-1	960	False	0	0	False	0		wh_main_generic_hp_regen_passive		10	False	True	False
22	negative	wh2_main_spell_high_magic_arcane_unforging		False	False	False	0	0	30	2	0	0.6	144	1	0	False	0	0	False	0		wh2_main_spell_high_magic_arcane_unforgiving	wh2_main_spell_high_magic_arcane_unforging	-1	False	True	True
-1	positive	wh2_main_character_passive_loose		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True
53	positive	wh2_main_item_abilities_skavenbrew		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack	wh_ability_positive	-1	False	True	True
-1	positive	wh_main_mark_passive_mark_of_khorne		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True
-1	positive	wh_dlc03_weapon_passive_the_brass_cleaver		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True
22	positive	wh2_main_spell_plague_bless_with_filth		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0	wh_main_unit_contact_poison	wh2_main_spell_plague_bless_with_filth	wh2_main_spell_plague_bless_with_filth	-1	False	True	True
34	positive	wh_main_weapon_abilities_gitsnik		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack_banner	wh_ability_positive_one_shot	-1	False	True	True
21	negative	wh_main_spell_lil_waaagh_gorkll_fix_it		False	False	False	0.18	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_spell_lil_waaagh_gorkll_fix_it	wh_main_spell_lil_waaagh_gorkll_fix_it	-1	False	True	True
-1	positive	wh_dlc03_unit_passive_primal_fury		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True
18	positive	wh_dlc06_lord_ablities_tricksy_traps		False	False	False	0	0	0	300	1	0	0	-1	1	False	0	0	False	0		wh_main_generic_buff_morale_attack	wh_ability_positive	-1	False	True	True
16	negative	wh_main_item_abilities_tricksters_shard		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_debuff_attack	wh_ability_negative	-1	False	True	True
-1	positive	wh_dlc05_banner_passive_banner_of_the_eternal_queen		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True
-1	positive	vmp_black_grail_regeneration		False	False	False	0	0	0	0.4	3	0	0	0	3	False	0	0	False	0				-1	False	True	True
-1	negative	wh_main_item_passive_the_white_cloak_of_ulric		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_morale_passive		-1	False	True	True
-1	positive	wh_main_banner_passive_wailing_banner		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0				-1	False	True	True
22	positive	wh2_main_army_abilities_moulder_clanstone		False	False	False	0	0	0	0.5	24	0	0	0	24	True	0	0	False	0			wh2_main_ability_moulder_clanstone	-1	False	True	True
120	positive	wh2_main_faction_abilities_murderous_mastery		False	False	False	-0.3	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh2_main_faction_abilities_murderous_prowess	wh_ability_positive	-1	False	True	True
55	positive	wh_dlc06_lord_abilities_revenge_incarnate		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack	wh_ability_positive	-1	False	True	True
57	positive	wh_main_item_abilities_wand_of_jet		False	False	False	0	0	0	0	0	0	0	-1	0	False	0.15	10	False	0		wh2_main_generic_buff_wom_banner	wh_ability_positive_one_shot	-1	False	True	True
-1	negative	wh_main_unit_passive_unbinding_critical		False	False	False	0	0	0	0.25	0	1	4	10	0	False	0	0	False	0		wh_main_bound_entity_energy_large		-1	False	True	True
30	positive	wh2_main_spell_bound_black_staff		False	False	False	0	0	0	3	0	0.75	50	1	0	False	0.3	20	False	0		wh2_main_generic_buff_wom_banner	wh_ability_positive_banner	-1	False	True	True
15	positive	wh_main_character_abilities_stand_or_die		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_defence	wh_ability_positive	-1	False	True	True
-1	positive	wh_dlc07_hero_passive_precise_control		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack_passive		-1	False	True	True
22	negative	wh2_main_spell_high_magic_tempest_upgraded		False	True	False	0	0	0	1	0	1	40	2	0	False	0	0	False	0		wh2_main_spell_high_magic_tempest		-1	False	True	True
40	positive	wh_main_character_abilities_arcane_conduit		False	False	False	0	0	0	0	0	0	0	-1	0	False	0.15	10	False	0		wh2_main_generic_buff_wom_banner	wh_ability_negative_one_shot	-1	False	True	True
34	positive	wh_dlc01_weapon_abilities_the_slayer_of_kings		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack_banner	wh_ability_positive_one_shot	-1	False	True	True
18	negative	wh2_main_lore_passive_spiteful_conjuration		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True
-1	negative	wh2_main_weapon_passive_chillblade		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_debuff_attack_passive		-1	False	True	True
38	positive	wh2_main_item_abilities_armour_of_the_stars		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh2_main_item_abilities_armour_of_the_stars	wh2_main_ability_armour_of_the_stars	-1	False	True	True
31	negative	wh2_main_spell_bound_whip_of_agony		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh2_main_spell_dark_magic_word_of_pain	wh_main_spell_dark_magic_word_of_pain	-1	False	True	True
22	positive	wh_main_character_abilities_heroic_killing_blow		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack	wh_ability_positive	-1	False	True	True
-1	positive	wh_dlc04_weapon_passive_blood_drinker		False	False	False	0	0	0	0.5	4	0	0	0	4	False	0	0	False	0				-1	False	True	True
41	positive	wh_main_spell_light_bironas_timewarp_upgraded		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_spell_light_bironas_timewarp	wh_main_spell_light_bironas_timewarp	-1	False	True	True
20	positive	wh_main_lord_abilities_master_of_the_black_arts		False	False	False	0	0	0	0	0	0	0	-1	0	False	0.15	10	False	0		wh2_main_generic_buff_wom_banner	wh_ability_positive_one_shot	-1	False	True	True
40	negative	we_spell_shadow_dancers_withering		False	False	False	0	0	0	0.36	0	0.5	1	24	0	False	0	0	False	0		wh_dlc05_spell_shadow_the_withering	wh_dlc05_spell_shadow_the_withering	-1	False	True	True
-1	negative	wh2_main_unit_passive_unbinding_clanrats_small		False	False	False	0	0	0	2.4	0	1	1	-1	0	False	0	0	False	0		wh2_main_bound_entity_energy_rat		-1	False	True	True
10	negative	wh_dlc06_unit_contact_discouraged		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0				-1	False	True	True
15	positive	wh_dlc06_unit_passive_squigs_go_wild		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack_passive		-1	False	True	True
26	positive	wh_main_character_abilities_red_fury		False	False	False	-0.18	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack	wh_main_character_abilities_red_fury	-1	False	True	True
30	positive	wh_dlc05_unit_abilities_storm_of_blades		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack		-1	False	True	True
2	negative	wh_dlc05_spell_life_the_dwellers_below_upgraded		False	False	False	0	0	0	2	0	0.33	60	4	0	False	0	0	False	0				-1	False	True	True
-1	negative	wh_dlc01_unit_passive_unbinding_chaos_spawn		True	False	False	0	0	0	1.11	0	1	3	-1	0	False	0	0	False	0		wh_main_bound_entity_energy_small		-1	False	True	True
-1	negative	wh2_main_banner_passive_storm_banner		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_generic_debuff_attack_passive		-1	False	True	True
3	negative	wh2_main_unit_contact_kill_self		False	False	False	0	0	0	0.5	0	1	1000	-1	0	False	0	0	False	0				-1	False	True	True
10	negative	wh_dlc06_unit_contact_blinded		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0				-1	False	True	True
50	positive	wh_dlc03_spell_beasts_panns_impenetrable_pelt_upgraded		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_dlc03_spell_beasts_panns_impenetrable_pelt	wh_dlc03_spell_beasts_panns_impenetrable_pelt	-1	False	True	True
35	negative	wh_main_spell_metal_transmutation_of_lead_upgraded		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_spell_metal_transmutation_of_lead	wh_main_spell_metal_transmutation_of_lead	-1	False	True	True
36	positive	wh_main_weapon_abilities_ghal_maraz		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack_banner	wh_ability_positive_one_shot	-1	False	True	True
-1	positive	emp_main1		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack		-1	False	True	True
24	positive	wh_main_spell_heavens_harmonic_convergence		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_spell_heavens_harmonic_convergence	wh_main_spell_heavens_harmonic_convergence	-1	False	True	True
-1	positive	wh2_main_unit_passive_martial_mastery		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True
12	negative	wh_dlc05_spell_life_awakening_of_the_wood		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True
24	negative	wh_main_spell_lil_waaagh_itchy_nuisance		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_spell_lil_waaagh_itchy_nuisance	wh_main_spell_lil_waaagh_itchy_nuisance	-1	False	True	True
10	negative	wh_dlc05_lord_abilities_spirit_essence_of_chaos		False	False	False	0	0	0	1	0	1	500	100	0	False	0	0	False	0		wh_dlc03_spell_beast_flock_of_doom		-1	False	True	True
30	positive	wh_emp_last_stand		True	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_defence	wh_ability_positive	-1	False	True	True
25	negative	chs_soul_drain		False	False	False	0	0	0	1	0	0.75	10	12	0	False	0	0	False	0		wh_dlc05_spell_shadow_the_withering	wh_main_spell_death_doom_and_darkness	-1	False	True	True
-1	positive	wh_main_lord_passive_dorghar		False	False	False	0	0	0	0.75	6	0	0	0	2	False	0	0	False	0				-1	False	True	True
-1	negative	wh2_main_mount_passive_billowing_death		False	False	False	0	0	0	1	0	1	4	5	0	False	0	0	False	0		wh2_main_mount_passive_billowing_death	wh_main_spell_ruin_skitterleap	-1	False	True	True
17	negative	wh_dlc05_weapon_abilities_daiths_sword		False	False	False	0	0	0	2	0	0.33	40	4	0	False	0	0	False	0		wh_main_generic_debuff_defence	wh_ability_negative	-1	False	True	True
-1	positive	wh_dlc03_weapon_passive_the_middenland_runefang		False	False	False	0	0	0	0.5	4	0	0	0	4	False	0	0	False	0				-1	False	True	True
38	negative	wh2_main_spell_ruin_howling_warpgale_upgraded		False	True	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh2_main_spell_ruin_howling_warpgale	wh_main_spell_ruin_howling_warpgale	-1	False	True	True
14	negative	wh_dlc05_spell_shadow_melkoths_mystifying_miasma_upgraded		False	False	False	0	0	0	1	0	0.18	7	18	0	False	0	0	False	0		wh_dlc05_spell_shadow_melkoths_mystifying_miasma	wh_dlc05_spell_shadow_melkoths_mystifying_miasma	-1	False	True	True
-1	positive	wh2_main_item_passive_sacred_incense		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_generic_ward_save_missile_passive		-1	False	True	True
7	negative	wh2_main_weapon_bound_winged_staff		False	False	False	0	0	0	1	0	0.15	18	6	0	False	0	0	False	0		wh_dlc03_spell_beast_flock_of_doom	wh_dlc03_spell_beasts_flock_of_doom	-1	False	True	True
19	positive	wh_main_spell_fire_cascading_fire_cloak		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_spell_fire_cascading_fire_cloak	wh_main_spell_fire_cascading_fire_cloak	-1	False	True	True
26	positive	wh_pro02_item_abilities_blood_chalice_of_bathori		False	False	False	-0.36	0	0	0.5	48	0	0	0	48	False	0	0	False	0		wh_main_generic_hp_regen	wh_main_item_abilities_potion_of_healing	-1	False	True	True
104	positive	wh_main_spell_lil_waaagh_night_shroud_upgraded		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_spell_lil_waaagh_night_shroud	wh_main_spell_lil_waaagh_night_shroud	-1	False	True	True
-1	negative	wh_main_weapon_passive_warrior_bane		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_debuff_attack_passive		-1	False	True	True
-1	negative	wh_dlc03_unit_passive_unbinding_manticore		True	False	False	0	0	0	1.02	0	1	29	-1	0	False	0	0	False	0		wh_main_bound_entity_energy_manticore		-1	False	True	True
-1	positive	wh_dlc03_unit_passive_bloodgreed		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_dlc03_unit_passive_bloodgreed		-1	False	True	True
7	positive	wh_main_lore_passive_the_curse_of_undeath		False	False	False	0	0	0	0.5	4	0	0	-1	4	True	0	0	False	0				-1	False	True	True
-1	positive	wh_main_banner_passive_spider_banner		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0	wh_main_unit_contact_poison			-1	False	True	True
1	positive	wh2_main_unit_passive_another_takes_its_place		False	False	False	0	0	0	1	568	0	0	-1	568	False	0	0	False	0		wh2_main_unit_passive_another_takes_its_place		-1	False	True	True
36	positive	wh_main_spell_fire_flaming_sword_of_rhuin_upgraded		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	True	10		wh_main_spell_fire_flaming_sword_of_rhuin	wh_main_spell_fire_flaming_sword_of_rhuin	-1	False	True	True
40	negative	wh2_main_spell_dark_magic_word_of_pain		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh2_main_spell_dark_magic_word_of_pain	wh_main_spell_dark_magic_word_of_pain	-1	False	True	True
-1	positive	wh2_main_item_passive_darkstar_cloak		False	False	False	0	0	0	0	0	0	0	-1	0	False	0.06	0	False	0		wh_main_generic_buff_attack_passive		-1	False	True	True
15	positive	wh_dlc04_unit_passive_strength_of_the_penitent		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack_passive		-1	False	True	True
-1	negative	wh2_main_weapon_passive_heartrender_and_the_darksword		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_debuff_attack_passive		-1	False	True	True
-1	positive	wh_dlc05_item_passive_cloak_of_isha		False	False	False	0	0	0	0.5	4	0	0	0	4	False	0	0	False	0		wh_main_generic_ward_save_all_passive		-1	False	True	True
-1	positive	wh_dlc03_hero_passive_strength_of_the_land_iii		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True
38	positive	wh_main_spell_big_waaagh_ere_we_go		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_spell_big_waaagh_ere_we_go	wh_main_spell_big_waaagh_ere_we_go	-1	False	True	True
-1	positive	wh_main_unit_passive_trollflesh		False	False	False	0	0	0	0.5	5	0	0	0	2	False	0	0	False	0				-1	False	True	True
10	positive	wh_dlc05_character_passive_gift_of_slaanesh		False	False	False	0	0	0	1	0	1	2000	50	0	False	0	0	False	0				-1	False	True	True
-1	positive	wh_dlc04_unit_passive_blasphemous_tome		False	False	False	0	0	0	0	0	0	0	-1	0	False	0.06	0	False	0				-1	False	True	True
