character_skill_level_details_tables
0
unknown	unknown2	image_path	level	skill_key	unknown6	unlocked_at_rank
		x	1	wh_main_skill_vmp_champion_unique_wight_king_heroic_killing_blow		6
		x	1	wh_main_skill_vmp_champion_unique_wight_king_skeletal_steed		1
		x	1	wh_main_skill_vmp_dignitary_unique_the_hunger		7
		x	1	wh_main_skill_vmp_dignitary_unique_vampire_barded_nightmare		8
		x	1	wh_main_skill_vmp_dignitary_unique_vampire_hellsteed		16
		x	1	wh_main_skill_vmp_lord_unique_loremaster_lore_of_vampires		8
		x	1	wh_main_skill_vmp_lord_unique_mannfred_barded_nightmare		8
		x	1	wh_main_skill_vmp_lord_unique_mannfred_hellsteed		16
		x	1	wh_main_skill_vmp_lord_unique_mannfred_loremaster_lore_of_death		8
		x	1	wh_main_skill_vmp_lord_unique_mannfred_zombie_dragon		24
		x	1	wh_main_skill_vmp_lord_unique_necromancer_barded_nightmare		8
		x	1	wh_main_skill_vmp_lord_unique_necromancer_hellsteed		16
		x	1	wh_main_skill_vmp_lord_unique_vampire_lord_barded_nightmare		8
		x	1	wh_main_skill_vmp_lord_unique_vampire_lord_hellsteed		16
		x	1	wh_main_skill_vmp_lord_unique_vampire_lord_zombie_dragon		24
		x	1	wh_main_skill_vmp_spy_unique_tomb_banshee_ghostly_howl		5
		x	1	wh_main_skill_vmp_wizard_unique_necromancer_nightmare		8
		x	1	wh_pro01_skill_dwf_lord_unique_grombrindal_dilemma		9
		x	1	wh_pro02_skill_vmp_lord_unique_isabella_barded_nightmare		5
		x	1	wh_pro02_skill_vmp_lord_unique_isabella_hellsteed		9
		x	2	wh2_main_skill_all_hero_assist_army_increase_mobility		4
		x	2	wh2_main_skill_all_hero_assist_army_replenish_troops		4
		x	2	wh2_main_skill_all_hero_assist_army_scavenge		4
		x	2	wh2_main_skill_all_hero_assist_army_scouting		4
		x	2	wh2_main_skill_all_hero_assist_army_training		4
		x	2	wh2_main_skill_all_hero_hinder_agent_assassinate		4
		x	2	wh2_main_skill_all_hero_hinder_agent_wound		4
		x	2	wh2_main_skill_all_hero_hinder_army_assault_unit		4
		x	2	wh2_main_skill_all_hero_hinder_army_assault_units		4
		x	2	wh2_main_skill_all_hero_hinder_army_block_army		4
		x	2	wh2_main_skill_all_hero_hinder_army_hinder_replenishment		4
		x	2	wh2_main_skill_all_hero_hinder_settlement_assault_garrison		4
		x	2	wh2_main_skill_all_hero_hinder_settlement_damage_building		4
		x	2	wh2_main_skill_all_hero_hinder_settlement_damage_walls		4
		x	2	wh2_main_skill_all_hero_hinder_settlement_gain_influence		4
		x	2	wh2_main_skill_all_hero_hinder_settlement_steal_technology		4
		x	2	wh2_main_skill_all_hero_passive_boost_income		4
		x	2	wh2_main_skill_all_hero_passive_increase_slave_income		4
		x	2	wh2_main_skill_all_hero_passive_increase_trade		4
		x	2	wh2_main_skill_all_hero_passive_spread_corruption		4
		x	2	wh2_main_skill_all_hero_passive_spread_corruption_chs		4
		x	2	wh2_main_skill_all_hero_passive_spread_corruption_skv		4
		x	2	wh2_main_skill_all_hero_passive_spread_corruption_vmp		4
		x	2	wh2_main_skill_all_hero_passive_spread_public_order		4
		x	2	wh2_main_skill_all_hero_passive_spread_public_order_horde		4
		x	2	wh2_main_skill_all_hero_passive_stimulate_growth		4
		x	2	wh_main_qb_skill_scripted_all_rising_champion		0
		x	3	wh2_main_skill_all_hero_assist_army_increase_mobility		9
		x	3	wh2_main_skill_all_hero_assist_army_replenish_troops		9
		x	3	wh2_main_skill_all_hero_assist_army_scavenge		9
		x	3	wh2_main_skill_all_hero_assist_army_scouting		9
		x	3	wh2_main_skill_all_hero_assist_army_training		9
		x	3	wh2_main_skill_all_hero_hinder_agent_assassinate		9
		x	3	wh2_main_skill_all_hero_hinder_agent_wound		9
		x	3	wh2_main_skill_all_hero_hinder_army_assault_unit		9
		x	3	wh2_main_skill_all_hero_hinder_army_assault_units		9
		x	3	wh2_main_skill_all_hero_hinder_army_block_army		9
		x	3	wh2_main_skill_all_hero_hinder_army_hinder_replenishment		9
		x	3	wh2_main_skill_all_hero_hinder_settlement_assault_garrison		9
		x	3	wh2_main_skill_all_hero_hinder_settlement_damage_building		9
		x	3	wh2_main_skill_all_hero_hinder_settlement_damage_walls		9
		x	3	wh2_main_skill_all_hero_hinder_settlement_gain_influence		9
		x	3	wh2_main_skill_all_hero_hinder_settlement_steal_technology		9
		x	3	wh2_main_skill_all_hero_passive_boost_income		9
		x	3	wh2_main_skill_all_hero_passive_increase_slave_income		9
		x	3	wh2_main_skill_all_hero_passive_increase_trade		9
		x	3	wh2_main_skill_all_hero_passive_spread_corruption		9
		x	3	wh2_main_skill_all_hero_passive_spread_corruption_chs		9
		x	3	wh2_main_skill_all_hero_passive_spread_corruption_skv		9
		x	3	wh2_main_skill_all_hero_passive_spread_corruption_vmp		9
		x	3	wh2_main_skill_all_hero_passive_spread_public_order		9
		x	3	wh2_main_skill_all_hero_passive_spread_public_order_horde		9
		x	3	wh2_main_skill_all_hero_passive_stimulate_growth		9
		x	3	wh_main_qb_skill_scripted_all_rising_champion		0
