building_chains_tables
5
key	unknown1	chain_category	unknown3	building_superchain	optional_tier_icon	unknown6
wh2_main_special_settlement_athel_loren_emp		money	False	wh_dlc05_sch_wef_settlement_major_main		0
wh2_main_special_settlement_athel_loren_grn		money	False	wh_dlc05_sch_wef_settlement_major_main		0
wh2_main_special_settlement_athel_loren_hef		money	False	wh_dlc05_sch_wef_settlement_major_main		0
wh2_main_special_settlement_athel_loren_lzd		money	False	wh_dlc05_sch_wef_settlement_major_main		0
wh2_main_special_settlement_athel_loren_norsca		money	False	wh_dlc05_sch_wef_settlement_major_main		0
wh2_main_special_settlement_athel_loren_rogue		money	False	wh_dlc05_sch_wef_settlement_major_main		0
wh2_main_special_settlement_athel_loren_savage		money	False	wh_dlc05_sch_wef_settlement_major_main		0
wh2_main_special_settlement_athel_loren_skv		money	False	wh_dlc05_sch_wef_settlement_major_main		0
wh2_main_special_settlement_athel_loren_vmp		money	False	wh_dlc05_sch_wef_settlement_major_main		0
wh2_main_special_settlement_black_crag_brt		money	False	wh_main_sch_special_settlement_black_crag		0
wh2_main_special_settlement_black_crag_def		money	False	wh_main_sch_special_settlement_black_crag		0
wh2_main_special_settlement_black_crag_emp		money	False	wh_main_sch_special_settlement_black_crag		0
wh2_main_special_settlement_black_crag_hef		money	False	wh_main_sch_special_settlement_black_crag		0
wh2_main_special_settlement_black_crag_lzd		money	False	wh_main_sch_special_settlement_black_crag		0
wh2_main_special_settlement_black_crag_other		money	False	wh_main_sch_special_settlement_black_crag		0
wh2_main_special_settlement_black_crag_skv		money	False	wh_main_sch_special_settlement_black_crag		0
wh2_main_special_settlement_black_crag_vmp		money	False	wh_main_sch_special_settlement_black_crag		0
wh2_main_special_settlement_castle_drakenhof_def		money	False	wh_main_sch_special_settlement_castle_drakenhof		0
wh2_main_special_settlement_castle_drakenhof_dwf		money	False	wh_main_sch_special_settlement_castle_drakenhof		0
wh2_main_special_settlement_castle_drakenhof_grn		money	False	wh_main_sch_special_settlement_castle_drakenhof		0
wh2_main_special_settlement_castle_drakenhof_hef		money	False	wh_main_sch_special_settlement_castle_drakenhof		0
wh2_main_special_settlement_castle_drakenhof_lzd		money	False	wh_main_sch_special_settlement_castle_drakenhof		0
wh2_main_special_settlement_castle_drakenhof_norsca		money	False	wh_main_sch_special_settlement_castle_drakenhof		0
wh2_main_special_settlement_castle_drakenhof_other		money	False	wh_main_sch_special_settlement_castle_drakenhof		0
wh2_main_special_settlement_castle_drakenhof_savage		money	False	wh_main_sch_special_settlement_castle_drakenhof		0
wh2_main_special_settlement_castle_drakenhof_skv		money	False	wh_main_sch_special_settlement_castle_drakenhof		0
wh2_main_special_settlement_colony_major_hef		money	False	wh2_main_sch_special_settlement_elven_colony_major		0
wh2_main_special_settlement_colony_major_other		money	False	wh2_main_sch_special_settlement_elven_colony_major		0
wh2_main_special_settlement_colony_major_wef		money	False	wh2_main_sch_special_settlement_elven_colony_major		0
wh2_main_special_settlement_colony_minor_hef		money	False	wh2_main_sch_special_settlement_elven_colony_minor		0
wh2_main_special_settlement_colony_minor_other		money	False	wh2_main_sch_special_settlement_elven_colony_minor		0
wh2_main_special_settlement_colony_minor_wef		money	False	wh2_main_sch_special_settlement_elven_colony_minor		0
wh2_main_special_settlement_couronne_def		money	False	wh_main_sch_special_settlement_couronne		0
wh2_main_special_settlement_couronne_dwf		money	False	wh_main_sch_special_settlement_couronne		0
wh2_main_special_settlement_couronne_grn		money	False	wh_main_sch_special_settlement_couronne		0
wh2_main_special_settlement_couronne_hef		money	False	wh_main_sch_special_settlement_couronne		0
wh2_main_special_settlement_couronne_lzd		money	False	wh_main_sch_special_settlement_couronne		0
wh2_main_special_settlement_couronne_norsca		money	False	wh_main_sch_special_settlement_couronne		0
wh2_main_special_settlement_couronne_other		money	False	wh_main_sch_special_settlement_couronne		0
wh2_main_special_settlement_couronne_savage		money	False	wh_main_sch_special_settlement_couronne		0
wh2_main_special_settlement_couronne_skv		money	False	wh_main_sch_special_settlement_couronne		0
wh2_main_special_settlement_eight_peaks_brt		money	False	wh_main_sch_special_settlement_eight_peaks		0
wh2_main_special_settlement_eight_peaks_def		money	False	wh_main_sch_special_settlement_eight_peaks		0
wh2_main_special_settlement_eight_peaks_emp		money	False	wh_main_sch_special_settlement_eight_peaks		0
wh2_main_special_settlement_eight_peaks_hef		money	False	wh_main_sch_special_settlement_eight_peaks		0
wh2_main_special_settlement_eight_peaks_lzd		money	False	wh_main_sch_special_settlement_eight_peaks		0
wh2_main_special_settlement_eight_peaks_other		money	False	wh_main_sch_special_settlement_eight_peaks		0
wh2_main_special_settlement_eight_peaks_skv		money	False	wh_main_sch_special_settlement_eight_peaks		0
wh2_main_special_settlement_eight_peaks_vmp		money	False	wh_main_sch_special_settlement_eight_peaks		0
wh2_main_special_settlement_hellpit		money	False	wh2_main_sch_special_settlement_hellpit		0
wh2_main_special_settlement_hellpit_other		money	False	wh2_main_sch_special_settlement_hellpit		0
wh2_main_special_settlement_hellpit_wef		money	False	wh2_main_sch_special_settlement_hellpit		0
wh2_main_special_settlement_hexoatl_brt		money	False	wh2_main_sch_special_settlement_hexoatl		0
wh2_main_special_settlement_hexoatl_def		money	False	wh2_main_sch_special_settlement_hexoatl		0
wh2_main_special_settlement_hexoatl_dwf		money	False	wh2_main_sch_special_settlement_hexoatl		0
wh2_main_special_settlement_hexoatl_emp		money	False	wh2_main_sch_special_settlement_hexoatl		0
wh2_main_special_settlement_hexoatl_grn		money	False	wh2_main_sch_special_settlement_hexoatl		0
wh2_main_special_settlement_hexoatl_hef		money	False	wh2_main_sch_special_settlement_hexoatl		0
wh2_main_special_settlement_hexoatl_hexoatl		money	False	wh2_main_sch_special_settlement_hexoatl		0
wh2_main_special_settlement_hexoatl_norsca		money	False	wh2_main_sch_special_settlement_hexoatl		0
wh2_main_special_settlement_hexoatl_other		money	False	wh2_main_sch_special_settlement_hexoatl		0
wh2_main_special_settlement_hexoatl_other_lzd		money	False	wh2_main_sch_special_settlement_hexoatl		0
wh2_main_special_settlement_hexoatl_savage		money	False	wh2_main_sch_special_settlement_hexoatl		0
wh2_main_special_settlement_hexoatl_skv		money	False	wh2_main_sch_special_settlement_hexoatl		0
wh2_main_special_settlement_hexoatl_vmp		money	False	wh2_main_sch_special_settlement_hexoatl		0
wh2_main_special_settlement_hexoatl_wef		money	False	wh2_main_sch_special_settlement_hexoatl		0
wh2_main_special_settlement_itza_brt		money	False	wh2_main_sch_special_settlement_itza		0
wh2_main_special_settlement_itza_def		money	False	wh2_main_sch_special_settlement_itza		0
wh2_main_special_settlement_itza_dwf		money	False	wh2_main_sch_special_settlement_itza		0
wh2_main_special_settlement_itza_emp		money	False	wh2_main_sch_special_settlement_itza		0
wh2_main_special_settlement_itza_grn		money	False	wh2_main_sch_special_settlement_itza		0
wh2_main_special_settlement_itza_hef		money	False	wh2_main_sch_special_settlement_itza		0
wh2_main_special_settlement_itza_itza		money	False	wh2_main_sch_special_settlement_itza		0
wh2_main_special_settlement_itza_norsca		money	False	wh2_main_sch_special_settlement_itza		0
wh2_main_special_settlement_itza_other		money	False	wh2_main_sch_special_settlement_itza		0
wh2_main_special_settlement_itza_other_lzd		money	False	wh2_main_sch_special_settlement_itza		0
wh2_main_special_settlement_itza_savage		money	False	wh2_main_sch_special_settlement_itza		0
wh2_main_special_settlement_itza_skv		money	False	wh2_main_sch_special_settlement_itza		0
wh2_main_special_settlement_itza_vmp		money	False	wh2_main_sch_special_settlement_itza		0
wh2_main_special_settlement_itza_wef		money	False	wh2_main_sch_special_settlement_itza		0
wh2_main_special_settlement_karaz_a_karak_brt		money	False	wh_main_sch_special_settlement_karaz_a_karak		0
wh2_main_special_settlement_karaz_a_karak_def		money	False	wh_main_sch_special_settlement_karaz_a_karak		0
wh2_main_special_settlement_karaz_a_karak_emp		money	False	wh_main_sch_special_settlement_karaz_a_karak		0
wh2_main_special_settlement_karaz_a_karak_hef		money	False	wh_main_sch_special_settlement_karaz_a_karak		0
wh2_main_special_settlement_karaz_a_karak_lzd		money	False	wh_main_sch_special_settlement_karaz_a_karak		0
wh2_main_special_settlement_karaz_a_karak_other		money	False	wh_main_sch_special_settlement_karaz_a_karak		0
wh2_main_special_settlement_karaz_a_karak_skv		money	False	wh_main_sch_special_settlement_karaz_a_karak		0
wh2_main_special_settlement_karaz_a_karak_vmp		money	False	wh_main_sch_special_settlement_karaz_a_karak		0
wh2_main_special_settlement_khemri_brt		money	False	wh2_main_sch_special_settlement_khemri		0
wh2_main_special_settlement_khemri_def		money	False	wh2_main_sch_special_settlement_khemri		0
wh2_main_special_settlement_khemri_dwf		money	False	wh2_main_sch_special_settlement_khemri		0
wh2_main_special_settlement_khemri_emp		money	False	wh2_main_sch_special_settlement_khemri		0
wh2_main_special_settlement_khemri_grn		money	False	wh2_main_sch_special_settlement_khemri		0
wh2_main_special_settlement_khemri_hef		money	False	wh2_main_sch_special_settlement_khemri		0
wh2_main_special_settlement_khemri_lzd		money	False	wh2_main_sch_special_settlement_khemri		0
wh2_main_special_settlement_khemri_norsca		money	False	wh2_main_sch_special_settlement_khemri		0
wh2_main_special_settlement_khemri_other		money	True	wh2_main_sch_special_settlement_khemri		0
wh2_main_special_settlement_khemri_savage		money	False	wh2_main_sch_special_settlement_khemri		0
wh2_main_special_settlement_khemri_skv		money	False	wh2_main_sch_special_settlement_khemri		0
wh2_main_special_settlement_khemri_vmp		money	True	wh2_main_sch_special_settlement_khemri		0
wh2_main_special_settlement_khemri_wef		money	False	wh2_main_sch_special_settlement_khemri		0
wh2_main_special_settlement_kislev_def		money	False	wh_main_sch_special_settlement_kislev		0
wh2_main_special_settlement_kislev_dwf		money	False	wh_main_sch_special_settlement_kislev		0
wh2_main_special_settlement_kislev_grn		money	False	wh_main_sch_special_settlement_kislev		0
wh2_main_special_settlement_kislev_hef		money	False	wh_main_sch_special_settlement_kislev		0
wh2_main_special_settlement_kislev_lzd		money	False	wh_main_sch_special_settlement_kislev		0
wh2_main_special_settlement_kislev_norsca		money	False	wh_main_sch_special_settlement_kislev		0
wh2_main_special_settlement_kislev_other		money	False	wh_main_sch_special_settlement_kislev		0
wh2_main_special_settlement_kislev_savage		money	False	wh_main_sch_special_settlement_kislev		0
wh2_main_special_settlement_kislev_skv		money	False	wh_main_sch_special_settlement_kislev		0
wh2_main_special_settlement_lahmia_brt		money	False	wh2_main_sch_special_settlement_lahmia		0
wh2_main_special_settlement_lahmia_def		money	False	wh2_main_sch_special_settlement_lahmia		0
wh2_main_special_settlement_lahmia_dwf		money	False	wh2_main_sch_special_settlement_lahmia		0
wh2_main_special_settlement_lahmia_emp		money	False	wh2_main_sch_special_settlement_lahmia		0
wh2_main_special_settlement_lahmia_grn		money	False	wh2_main_sch_special_settlement_lahmia		0
wh2_main_special_settlement_lahmia_hef		money	False	wh2_main_sch_special_settlement_lahmia		0
wh2_main_special_settlement_lahmia_lzd		money	False	wh2_main_sch_special_settlement_lahmia		0
wh2_main_special_settlement_lahmia_norsca		money	False	wh2_main_sch_special_settlement_lahmia		0
wh2_main_special_settlement_lahmia_other		money	False	wh2_main_sch_special_settlement_lahmia		0
wh2_main_special_settlement_lahmia_savage		money	False	wh2_main_sch_special_settlement_lahmia		0
wh2_main_special_settlement_lahmia_skv		money	False	wh2_main_sch_special_settlement_lahmia		0
wh2_main_special_settlement_lahmia_vmp		money	False	wh2_main_sch_special_settlement_lahmia		0
wh2_main_special_settlement_lahmia_wef		money	False	wh2_main_sch_special_settlement_lahmia		0
wh2_main_special_settlement_lothern		money	False	wh2_main_sch_special_settlement_lothern		0
wh2_main_special_settlement_lothern_brt		money	False	wh2_main_sch_special_settlement_lothern		0
wh2_main_special_settlement_lothern_def		money	False	wh2_main_sch_special_settlement_lothern		0
wh2_main_special_settlement_lothern_dwf		money	False	wh2_main_sch_special_settlement_lothern		0
wh2_main_special_settlement_lothern_emp		money	False	wh2_main_sch_special_settlement_lothern		0
wh2_main_special_settlement_lothern_grn		money	False	wh2_main_sch_special_settlement_lothern		0
wh2_main_special_settlement_lothern_lzd		money	False	wh2_main_sch_special_settlement_lothern		0
wh2_main_special_settlement_lothern_norsca		money	False	wh2_main_sch_special_settlement_lothern		0
wh2_main_special_settlement_lothern_other		money	False	wh2_main_sch_special_settlement_lothern		0
wh2_main_special_settlement_lothern_savage		money	False	wh2_main_sch_special_settlement_lothern		0
wh2_main_special_settlement_lothern_skv		money	False	wh2_main_sch_special_settlement_lothern		0
wh2_main_special_settlement_lothern_vmp		money	False	wh2_main_sch_special_settlement_lothern		0
wh2_main_special_settlement_lothern_wef		money	False	wh2_main_sch_special_settlement_lothern		0
wh2_main_special_settlement_miragliano_def		money	False	wh_main_sch_special_settlement_miragliano		0
wh2_main_special_settlement_miragliano_dwf		money	False	wh_main_sch_special_settlement_miragliano		0
wh2_main_special_settlement_miragliano_grn		money	False	wh_main_sch_special_settlement_miragliano		0
wh2_main_special_settlement_miragliano_hef		money	False	wh_main_sch_special_settlement_miragliano		0
wh2_main_special_settlement_miragliano_lzd		money	False	wh_main_sch_special_settlement_miragliano		0
wh2_main_special_settlement_miragliano_norsca		money	False	wh_main_sch_special_settlement_miragliano		0
wh2_main_special_settlement_miragliano_other		money	False	wh_main_sch_special_settlement_miragliano		0
wh2_main_special_settlement_miragliano_savage		money	False	wh_main_sch_special_settlement_miragliano		0
wh2_main_special_settlement_miragliano_skv		money	False	wh_main_sch_special_settlement_miragliano		0
wh2_main_special_settlement_naggarond		money	False	wh2_main_sch_special_settlement_naggarond		0
wh2_main_special_settlement_naggarond_brt		money	False	wh2_main_sch_special_settlement_naggarond		0
wh2_main_special_settlement_naggarond_dwf		money	False	wh2_main_sch_special_settlement_naggarond		0
wh2_main_special_settlement_naggarond_emp		money	False	wh2_main_sch_special_settlement_naggarond		0
wh2_main_special_settlement_naggarond_grn		money	False	wh2_main_sch_special_settlement_naggarond		0
wh2_main_special_settlement_naggarond_hef		money	False	wh2_main_sch_special_settlement_naggarond		0
wh2_main_special_settlement_naggarond_lzd		money	False	wh2_main_sch_special_settlement_naggarond		0
wh2_main_special_settlement_naggarond_norsca		money	False	wh2_main_sch_special_settlement_naggarond		0
wh2_main_special_settlement_naggarond_other		money	False	wh2_main_sch_special_settlement_naggarond		0
wh2_main_special_settlement_naggarond_savage		money	False	wh2_main_sch_special_settlement_naggarond		0
wh2_main_special_settlement_naggarond_skv		money	False	wh2_main_sch_special_settlement_naggarond		0
wh2_main_special_settlement_naggarond_vmp		money	False	wh2_main_sch_special_settlement_naggarond		0
wh2_main_special_settlement_naggarond_wef		money	False	wh2_main_sch_special_settlement_naggarond		0
wh2_main_special_settlement_skavenblight		money	False	wh2_main_sch_special_settlement_skavenblight		0
wh2_main_special_settlement_skavenblight_other		money	False	wh2_main_sch_special_settlement_skavenblight		0
wh2_main_special_settlement_skavenblight_wef		money	False	wh2_main_sch_special_settlement_skavenblight		0
wh2_main_special_shrine_of_asuryan_def		military	False	wh2_main_sch_special_shrine_of_asuryan		0
wh2_main_special_shrine_of_asuryan_hef		military	False	wh2_main_sch_special_shrine_of_asuryan		0
wh2_main_special_shrine_of_asuryan_other		military	False	wh2_main_sch_special_shrine_of_asuryan		0
wh2_main_special_shrine_of_asuryan_vmp		military	False	wh2_main_sch_special_shrine_of_asuryan		0
wh2_main_special_shrine_of_khaine_def		military	False	wh2_main_sch_special_shrine_of_khaine		0
wh2_main_special_shrine_of_khaine_hef		military	False	wh2_main_sch_special_shrine_of_khaine		0
wh2_main_special_shrine_of_khaine_other		military	False	wh2_main_sch_special_shrine_of_khaine		0
wh2_main_special_shrine_of_khaine_vmp		military	False	wh2_main_sch_special_shrine_of_khaine		0
wh2_main_special_skavenblight_council13		money	False	wh2_main_sch_special_skavenblight_council13		0
wh2_main_special_skavenblight_shattered_tower		money	False	wh2_main_sch_special_skavenblight_shattered_tower		0
wh2_main_special_tiranoc_palace		military	False	wh2_main_sch_special_tiranoc_palace		0
wh2_main_special_tiranoc_palace_def		military	False	wh2_main_sch_special_tiranoc_palace		0
wh2_main_special_tlaxtlan_temple_of_the_eclipse		happiness	False	wh2_main_sch_special_tlaxtlan_temple_of_the_eclipse		0
wh2_main_special_tor_achare_lions		military	False	wh2_main_sch_special_tor_achare_lions		0
wh2_main_special_tower_of_hoeth		military	False	wh2_main_sch_special_tower_of_hoeth		0
wh2_main_special_tower_of_hoeth_def		military	False	wh2_main_sch_special_tower_of_hoeth		0
wh2_main_special_tower_of_hoeth_emp		military	False	wh2_main_sch_special_tower_of_hoeth		0
wh2_main_special_tower_of_hoeth_other		military	False	wh2_main_sch_special_tower_of_hoeth		0
wh2_main_special_tower_of_hoeth_vmp		military	False	wh2_main_sch_special_tower_of_hoeth		0
wh2_main_special_troll_lair		military	False	wh2_main_sch_special_troll_lair		1
wh2_main_special_underway_hub_dwf		money	False	wh2_main_sch_special_underway_hub		0
wh2_main_special_underway_hub_skv		money	False	wh2_main_sch_special_underway_hub		0
wh2_main_special_underworld_sea_gate		military	False	wh2_main_sch_special_underworld_sea_gate		0
wh2_main_special_xlanhuapec_temple_of_mists		military	False	wh2_main_sch_special_xlanhuapec_temple_of_mists		0
wh2_main_special_yvresse_amphitheatre		military	False	wh2_main_sch_special_yvresse_amphitheatre		0
wh2_main_special_yvresse_amphitheatre_def		military	False	wh2_main_sch_special_yvresse_amphitheatre		0
wh2_main_special_ziggurat_of_dawn_beacon		military	False	wh2_main_sch_special_ziggurat_of_dawn_beacon		0
wh2_main_special_ziggurat_of_dawn_beacon_chs		military	False	wh2_main_sch_special_ziggurat_of_dawn_beacon		0
wh2_main_special_ziggurat_of_dawn_beacon_skv		military	False	wh2_main_sch_special_ziggurat_of_dawn_beacon		0
wh2_main_special_ziggurat_of_dawn_beacon_vmp		military	False	wh2_main_sch_special_ziggurat_of_dawn_beacon		0
wh2_main_to_be_deleted		money	False	wh2_main_sch_infrastructure2_industry		20
wh2_main_vmp_defence_norsca		military	False	wh2_main_sch_defence_norsca		0
wh2_main_vmp_resource_spices		money	False	wh2_main_sch_resource_spices		10
wh2_main_wef_eco_court		money	False	wh2_main_sch_wef_eco_court		8
wh2_main_wef_oak_of_ages_occupied		money	True	wh_dlc05_sch_wef_oak_of_ages	data\UI\Buildings\tier_icons\tier_wood_elves_city_oak_of_ages.png	0
wh2_main_wef_replenishment		money	True	wh2_main_sch_wef_eco_replenishment		7
wh2_main_wef_resource_animals		money	False	wh2_main_sch_resource_animals		10
wh2_main_wef_resource_gems		money	False	wh2_main_sch_human_resource_gems		10
wh2_main_wef_resource_medicine		money	False	wh2_main_sch_resource_medicine		10
wh2_main_wef_resource_obsidian		money	False	wh2_main_sch_resource_obsidian		10
wh2_main_wef_resource_spices		money	False	wh2_main_sch_resource_spices		10
wh_dlc03_BEASTMEN_port		money	False	wh_main_sch_port		0
wh_dlc03_GRN-DWF_settlement_major_beastmenruin		abandoned	False	wh_main_sch_settlement_major		0
wh_dlc03_GRN-DWF_settlement_major_beastmenruin_coast		abandoned	False	wh_main_sch_settlement_major_coast		0
wh_dlc03_GRN-DWF_settlement_minor_beastmenruin		abandoned	False	wh_main_sch_settlement_minor		0
wh_dlc03_GRN-DWF_settlement_minor_beastmenruin_coast		abandoned	False	wh_main_sch_settlement_minor_coast		0
wh_dlc03_HUMAN_outpostnorsca_major_beastmenruin		abandoned	False	wh_main_sch_norsca_settlement_major		0
wh_dlc03_HUMAN_outpostnorsca_major_beastmenruin_coast		abandoned	False	wh_main_sch_norsca_settlement_major_coast		0
wh_dlc03_HUMAN_outpostnorsca_minor_beastmenruin		abandoned	False	wh_main_sch_norsca_settlement_minor		0
wh_dlc03_HUMAN_outpostnorsca_minor_beastmenruin_coast		abandoned	False	wh_main_sch_norsca_settlement_minor_coast		0
wh_dlc03_HUMAN_settlement_major_beastmenruin		abandoned	False	wh_main_sch_settlement_major		0
wh_dlc03_HUMAN_settlement_major_beastmenruin_coast		abandoned	False	wh_main_sch_settlement_major_coast		0
wh_dlc03_HUMAN_settlement_minor_beastmenruin		abandoned	False	wh_main_sch_settlement_minor		0
wh_dlc03_HUMAN_settlement_minor_beastmenruin_coast		abandoned	False	wh_main_sch_settlement_minor_coast		0
wh_dlc03_horde_beastmen_arcane		military	True	wh_dlc03_sch_horde_beastmen_arcane		6
wh_dlc03_horde_beastmen_centigors		military	True	wh_dlc03_sch_horde_beastmen_centigors		3
wh_dlc03_horde_beastmen_creatures		military	True	wh_dlc03_sch_horde_beastmen_creatures		2
wh_dlc03_horde_beastmen_giants		military	True	wh_dlc03_sch_horde_beastmen_giants		7
wh_dlc03_horde_beastmen_gors		military	True	wh_dlc03_sch_horde_beastmen_gors		1
wh_dlc03_horde_beastmen_herd		military	True	wh_dlc03_sch_horde_beastmen_herd	data\UI\Buildings\tier_icons\tier_beastmen_warcamp.png	0
wh_dlc03_horde_beastmen_minotaurs		military	True	wh_dlc03_sch_horde_beastmen_minotaurs		5
wh_dlc03_horde_beastmen_razorgors		military	True	wh_dlc03_sch_horde_beastmen_razorgors		4
wh_dlc03_horde_beastmen_ruination		money	True	wh_dlc03_sch_horde_beastmen_ruination		9
wh_dlc03_horde_beastmen_weapons		money	True	wh_dlc03_sch_horde_beastmen_weapons		8
wh_dlc03_special_city_altdorf_beastmenruin		abandoned	False	wh_main_sch_special_settlement_altdorf		0
wh_dlc03_special_city_black_crag_beastmenruin		abandoned	False	wh_main_sch_special_settlement_black_crag		0
wh_dlc03_special_city_castle_drakenhof_beastmenruin		abandoned	False	wh_main_sch_special_settlement_castle_drakenhof		0
wh_dlc03_special_city_couronne_beastmenruin		abandoned	False	wh_main_sch_special_settlement_couronne		0
wh_dlc03_special_city_eight_peaks_beastmenruin		abandoned	False	wh_main_sch_special_settlement_eight_peaks		0
wh_dlc03_special_city_karaz_a_karak_beastmenruin		abandoned	False	wh_main_sch_special_settlement_karaz_a_karak		0
wh_dlc03_special_city_kislev_beastmenruin		abandoned	False	wh_main_sch_special_settlement_kislev		0
wh_dlc03_special_city_miragliano_beastmenruin		abandoned	False	wh_main_sch_special_settlement_miragliano		0
wh_dlc05_special_bordeleaux_port_wef		money	False	wh_main_sch_bretonnia_legendary_bordeleaux		0
wh_dlc05_special_city_altdorf_woodelves		money	False	wh_main_sch_special_settlement_altdorf		0
wh_dlc05_special_city_black_crag_woodelves		money	False	wh_main_sch_special_settlement_black_crag		0
wh_dlc05_special_city_castle_drakenhof_woodelves		money	False	wh_main_sch_special_settlement_castle_drakenhof		0
wh_dlc05_special_city_couronne_woodelves		money	False	wh_main_sch_special_settlement_couronne		0
wh_dlc05_special_city_eight_peaks_woodelves		money	False	wh_main_sch_special_settlement_eight_peaks		0
wh_dlc05_special_city_karaz_a_karak_woodelves		money	False	wh_main_sch_special_settlement_karaz_a_karak		0
wh_dlc05_special_city_kislev_woodelves		money	False	wh_main_sch_special_settlement_kislev		0
wh_dlc05_special_city_miragliano_woodelves		money	False	wh_main_sch_special_settlement_miragliano		0
wh_dlc05_special_erengrad_port_wef		money	False	wh_main_sch_special_erengrad_port		0
wh_dlc05_special_marienburg_port_wef		money	False	wh_main_sch_special_marienburg_port		0
wh_dlc05_wef_agent_protection		military	True	wh_dlc05_sch_wef_sdf_agents		3
wh_dlc05_wef_armoury		military	True	wh_dlc05_sch_wef_sup_armoury		2
wh_dlc05_wef_cavalry		military	True	wh_dlc05_sch_wef_mil_cavalry		3
wh_dlc05_wef_dragons		military	True	wh_dlc05_sch_wef_mil_dragons		6
wh_dlc05_wef_fletcher		military	True	wh_dlc05_sch_wef_sup_fletcher		3
wh_dlc05_wef_flying		military	True	wh_dlc05_sch_wef_mil_flying		5
wh_dlc05_wef_garrison		military	True	wh_dlc05_sch_wef_sdf_garrison		1
wh_dlc05_wef_growth		money	True	wh_dlc05_sch_wef_eco_growth		1
wh_dlc05_wef_income		money	True	wh_dlc05_sch_wef_eco_income		2
wh_dlc05_wef_income_buff		money	True	wh_dlc05_sch_wef_eco_income_buff		4
wh_dlc05_wef_melee		military	True	wh_dlc05_sch_wef_mil_melee		1
wh_dlc05_wef_oak_of_ages		money	True	wh_dlc05_sch_wef_oak_of_ages	data\UI\Buildings\tier_icons\tier_wood_elves_city_oak_of_ages.png	0
wh_dlc05_wef_oak_of_ages_mini		money	True	wh_dlc05_sch_wef_oak_of_ages_mini	data\UI\Buildings\tier_icons\tier_wood_elves_city_oak_of_ages.png	0
wh_dlc05_wef_office_starlight_forge		money	True	wh_dlc05_sch_office_starlight_forge		9
wh_dlc05_wef_office_the_wild_heath		money	True	wh_dlc05_sch_office_the_wild_heath		9
wh_dlc05_wef_office_wardancer_feast_halls		money	True	wh_dlc05_sch_office_wardancer_feast_halls		9
wh_dlc05_wef_office_wildwood_waystones		money	True	wh_dlc05_sch_office_wildwood_waystones		9
wh_dlc05_wef_outpost_foraging		money	True	wh_dlc05_sch_wef_outpost_foraging		4
wh_dlc05_wef_outpost_major_dwarfhold		money	False	wh_main_sch_dwarf_greenskin_settlement_major	data\UI\Buildings\tier_icons\tier_wood_elves_city.png	0
wh_dlc05_wef_outpost_major_dwarfhold_coast		money	False	wh_main_sch_dwarf_greenskin_settlement_major_coast	data\UI\Buildings\tier_icons\tier_wood_elves_city.png	0
wh_dlc05_wef_outpost_major_human		money	True	wh_main_sch_settlement_major	data\UI\Buildings\tier_icons\tier_wood_elves_city.png	0
wh_dlc05_wef_outpost_major_human_coast		money	False	wh_main_sch_settlement_major_coast	data\UI\Buildings\tier_icons\tier_wood_elves_city.png	0
wh_dlc05_wef_outpost_minor_dwarfhold		money	False	wh_main_sch_dwarf_greenskin_settlement_minor	data\UI\Buildings\tier_icons\tier_wood_elves_city.png	0
wh_dlc05_wef_outpost_minor_dwarfhold_coast		money	False	wh_main_sch_dwarf_greenskin_settlement_minor_coast	data\UI\Buildings\tier_icons\tier_wood_elves_city.png	0
wh_dlc05_wef_outpost_minor_human		money	True	wh_main_sch_settlement_minor	data\UI\Buildings\tier_icons\tier_wood_elves_city.png	0
wh_dlc05_wef_outpost_minor_human_coast		money	False	wh_main_sch_settlement_minor_coast	data\UI\Buildings\tier_icons\tier_wood_elves_city.png	0
wh_dlc05_wef_outpost_norsca_major		money	False	wh_main_sch_norsca_settlement_major	data\UI\Buildings\tier_icons\tier_wood_elves_city.png	0
wh_dlc05_wef_outpost_norsca_major_coast		money	False	wh_main_sch_norsca_settlement_major_coast	data\UI\Buildings\tier_icons\tier_wood_elves_city.png	0
wh_dlc05_wef_outpost_norsca_minor		money	False	wh_main_sch_norsca_settlement_minor	data\UI\Buildings\tier_icons\tier_wood_elves_city.png	0
wh_dlc05_wef_outpost_norsca_minor_coast		money	False	wh_main_sch_norsca_settlement_minor_coast	data\UI\Buildings\tier_icons\tier_wood_elves_city.png	0
wh_dlc05_wef_outpost_recruitment		military	True	wh_dlc05_sch_wef_outpost_recruitment		2
wh_dlc05_wef_outpost_replenishment		military	True	wh_dlc05_sch_wef_outpost_replenishment		1
wh_dlc05_wef_outpost_slaughter		military	False	wh_dlc05_sch_wef_outpost_slaughter		3
wh_dlc05_wef_port		money	True	wh_main_sch_port		0
wh_dlc05_wef_public_order		money	True	wh_dlc05_sch_wef_eco_public_order		3
wh_dlc05_wef_ranged		military	True	wh_dlc05_sch_wef_mil_ranged		2
wh_dlc05_wef_resource_dyes		money	False	wh_dlc05_sch_wef_resource_dyes		0
wh_dlc05_wef_resource_furs		money	False	wh_dlc05_sch_wef_resource_furs		0
wh_dlc05_wef_resource_gold		money	False	wh_dlc05_sch_wef_resource_gold		0
wh_dlc05_wef_resource_iron		money	False	wh_dlc05_sch_wef_resource_iron		0
wh_dlc05_wef_resource_marble		money	False	wh_dlc05_sch_wef_resource_marble		0
