Changes between .\build_effects_base.tsv (old) and .\new_build_effects.tsv (new)
Entry	Column	Old Value	New Value
EK:  wh2_main_special_settlement_hexoatl_other_lzd_4  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_hexoatl_other_lzd_4', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_savage_settlement_minor_3_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_savage_settlement_minor_3_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_eight_peaks_lzd_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_eight_peaks_lzd_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_black_crag_3_grn  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_black_crag_3_grn', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_dlc05_special_settlement_black_crag_1_wef  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_dlc05_special_settlement_black_crag_1_wef', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_lothern_grn_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_lothern_grn_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_grn_settlement_minor_2_coast_wurrzag  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_grn_settlement_minor_2_coast_wurrzag', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_kislev_1_vmp  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_kislev_1_vmp', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_khemri_brt_5  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_khemri_brt_5', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_grn_outpostnorsca_major_1_skarsnik  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_grn_outpostnorsca_major_1_skarsnik', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_miragliano_grn_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_miragliano_grn_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_athel_loren_savage_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_athel_loren_savage_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_castle_drakenhof_def_4  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_castle_drakenhof_def_4', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_skv_outpostnorsca_minor_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_skv_outpostnorsca_minor_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_skv_settlement_minor_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_skv_settlement_minor_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_castle_drakenhof_5_emp  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_castle_drakenhof_5_emp', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_dwf_settlement_major_4  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_dwf_settlement_major_4', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_castle_drakenhof_other_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_castle_drakenhof_other_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_couronne_2_emp  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_couronne_2_emp', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_eight_peaks_3_norsca  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_eight_peaks_3_norsca', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_black_crag_def_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_black_crag_def_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_dlc05_wef_outpost_minor_human_1_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_dlc05_wef_outpost_minor_human_1_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_altdorf_dwf_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_altdorf_dwf_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_itza_other_lzd_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_itza_other_lzd_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_kislev_other_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_kislev_other_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_dlc05_special_settlement_hexoatl_1_wef  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_dlc05_special_settlement_hexoatl_1_wef', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_dwf_outpostnorsca_minor_3_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_dwf_outpostnorsca_minor_3_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_eight_peaks_def_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_eight_peaks_def_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_lzd_outpostnorsca_minor_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_lzd_outpostnorsca_minor_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_lahmia_emp_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_lahmia_emp_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_karaz_a_karak_2_savage  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_karaz_a_karak_2_savage', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_miragliano_grn_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_miragliano_grn_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_hexoatl_vmp_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_hexoatl_vmp_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_brt_settlement_minor_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_brt_settlement_minor_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_brt_settlement_minor_1_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_brt_settlement_minor_1_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_dlc05_wef_settlement_major_1_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_dlc05_wef_settlement_major_1_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_couronne_5_emp  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_couronne_5_emp', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_altdorf_norsca_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_altdorf_norsca_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_naggarond_lzd_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_naggarond_lzd_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_hef_outpostnorsca_major_5_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_hef_outpostnorsca_major_5_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_athel_loren_skv_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_athel_loren_skv_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_athel_loren_brt_5  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_athel_loren_brt_5', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_eight_peaks_hef_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_eight_peaks_hef_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_kislev_3_vmp  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_kislev_3_vmp', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_emp_settlement_major_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_emp_settlement_major_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_khemri_other_5  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_khemri_other_5', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_miragliano_2_brt  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_miragliano_2_brt', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_miragliano_2_emp  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_miragliano_2_emp', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_lzd_settlement_major_4  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_lzd_settlement_major_4', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_grn_outpostnorsca_major_2_skarsnik  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_grn_outpostnorsca_major_2_skarsnik', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_grn_settlement_major_2_wurrzag  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_grn_settlement_major_2_wurrzag', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_kislev_skv_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_kislev_skv_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_emp_settlement_minor_1_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_emp_settlement_minor_1_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_kislev_4_emp  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_kislev_4_emp', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_karaz_a_karak_2_grn  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_karaz_a_karak_2_grn', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_savage_settlement_major_3_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_savage_settlement_major_3_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_black_crag_hef_4  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_black_crag_hef_4', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_black_crag_emp_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_black_crag_emp_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_lothern_grn_4  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_lothern_grn_4', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_athel_loren_emp_5  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_athel_loren_emp_5', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_grn_outpostnorsca_minor_1_skarsnik  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_grn_outpostnorsca_minor_1_skarsnik', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_karaz_a_karak_1_dwf  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_karaz_a_karak_1_dwf', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_def_outpostnorsca_major_2_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_def_outpostnorsca_major_2_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_skavenblight_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_skavenblight_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_lothern_skv_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_lothern_skv_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_vmp_outpostnorsca_major_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_vmp_outpostnorsca_major_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_hellpit_3  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_hellpit_3', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_dwf_settlement_minor_3_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_dwf_settlement_minor_3_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_lahmia_vmp_4  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_lahmia_vmp_4', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_special_settlement_black_crag_4_dwf  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_special_settlement_black_crag_4_dwf', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_emp_settlement_major_2_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_emp_settlement_major_2_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_hexoatl_brt_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_hexoatl_brt_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_special_settlement_couronne_dwf_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_special_settlement_couronne_dwf_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh_main_nor_outpost_minor_human_2  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh_main_nor_outpost_minor_human_2', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_skv_settlement_major_1_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_skv_settlement_major_1_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_rogue_settlement_major_1  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_rogue_settlement_major_1', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
EK:  wh2_main_def_outpostnorsca_major_5_coast  TO  wh_main_effect_force_all_campaign_upkeep	ENTIRE_ENTRY	MISSING	{'building': 'wh2_main_def_outpostnorsca_major_5_coast', 'effect_scope': 'faction_to_force_own_unseen', 'effect': 'wh_main_effect_force_all_campaign_upkeep', 'value': '0.75', 'value_ruined': '0', 'value_damaged': '1'}
