unit_variants_colours_tables
2
faction	primary_colour_b	primary_colour_g	primary_colour_r	secondary_colour_b	secondary_colour_g	secondary_colour_r	soldier_type	tertiary_colour_b	tertiary_colour_g	tertiary_colour_r	unknown11	unknown12	unknown13
wh_dlc05_brt_mini_bordeleaux	132	41	36	15	15	145	soldier	0	0	0	12673	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_bordeleaux	250	250	250	205	101	42	soldier	0	0	0	12675	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_bordeleaux	30	30	30	241	241	241	soldier	0	0	0	12681	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_bordeleaux	236	236	245	11	11	139	soldier	0	0	0	12688	0	wh_main_brt_cav_pegasus_knights
wh_main_brt_artois	25	25	180	14	14	25	soldier	0	0	0	1269	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_bordeleaux	25	25	180	14	14	25	soldier	0	0	0	12695	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_bordeleaux	18	18	37	64	178	214	soldier	0	0	0	12699	0	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia	250	250	250	205	101	42	soldier	0	0	0	127	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_bordeleaux	16	16	132	135	42	37	soldier	0	0	0	12702	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_bordeleaux	239	239	241	75	126	220	soldier	0	0	0	12708	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_bordeleaux	45	193	244	22	26	142	soldier	0	0	0	12711	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_bordeleaux	12	14	134	238	238	246	soldier	0	0	0	12714	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_bordeleaux	239	239	239	36	36	36	soldier	0	0	0	12720	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_bordeleaux	18	16	137	136	43	38	soldier	0	0	0	12725	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_bordeleaux	136	64	29	243	243	243	soldier	0	0	0	12731	0	wh_main_brt_cha_lord_0
wh_main_brt_artois	18	18	37	64	178	214	soldier	0	0	0	1274	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_bordeleaux	83	201	238	19	19	19	soldier	0	0	0	12740	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_bordeleaux	95	35	35	77	171	214	soldier	0	0	0	12749	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_bordeleaux	23	29	34	18	20	145	soldier	0	0	0	12752	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_bordeleaux	132	41	36	15	15	145	soldier	0	0	0	12758	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_bordeleaux	250	250	250	205	101	42	soldier	0	0	0	12765	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_bordeleaux	30	30	30	241	241	241	soldier	0	0	0	12767	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_bordeleaux	236	236	245	11	11	139	soldier	0	0	0	12770	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_bordeleaux	25	25	180	14	14	25	soldier	0	0	0	12771	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_bordeleaux	18	18	37	64	178	214	soldier	0	0	0	12779	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_bordeleaux	16	16	132	135	42	37	soldier	0	0	0	12782	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_bordeleaux	239	239	241	75	126	220	soldier	0	0	0	12785	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_bordeleaux	45	193	244	22	26	142	soldier	0	0	0	12791	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_bordeleaux	12	14	134	238	238	246	soldier	0	0	0	12792	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_bordeleaux	239	239	239	36	36	36	soldier	0	0	0	12795	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_bordeleaux	18	16	137	136	43	38	soldier	0	0	0	12799	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_bordeleaux	136	64	29	243	243	243	soldier	0	0	0	12803	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_bordeleaux	83	201	238	19	19	19	soldier	0	0	0	12804	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_bordeleaux	95	35	35	77	171	214	soldier	0	0	0	12809	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_bordeleaux	23	29	34	18	20	145	soldier	0	0	0	12815	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_bordeleaux	132	41	36	15	15	145	soldier	0	0	0	12824	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_bordeleaux	250	250	250	205	101	42	soldier	0	0	0	12826	0	wh_main_brt_cha_lord_2
wh_main_brt_artois	16	16	132	135	42	37	soldier	0	0	0	1283	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_bordeleaux	30	30	30	241	241	241	soldier	0	0	0	12834	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_bordeleaux	236	236	245	11	11	139	soldier	0	0	0	12844	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_bordeleaux	25	25	180	14	14	25	soldier	0	0	0	12852	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_bordeleaux	18	18	37	64	178	214	soldier	0	0	0	12855	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_bordeleaux	16	16	132	135	42	37	soldier	0	0	0	12861	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_bordeleaux	239	239	241	75	126	220	soldier	0	0	0	12865	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_bordeleaux	45	193	244	22	26	142	soldier	0	0	0	12873	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_bordeleaux	12	14	134	238	238	246	soldier	0	0	0	12878	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_bordeleaux	239	239	239	36	36	36	soldier	0	0	0	12888	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_bordeleaux	18	16	137	136	43	38	soldier	0	0	0	12889	0	wh_main_brt_cha_lord_3
wh_main_brt_artois	239	239	241	75	126	220	soldier	0	0	0	1289	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_bordeleaux	136	64	29	243	243	243	soldier	0	0	0	12891	0	wh_main_brt_cha_lord_3
wh_dlc05_brt_mini_bordeleaux	83	201	238	19	19	19	soldier	0	0	0	12896	0	wh_main_brt_cha_lord_3
wh_dlc05_brt_mini_bordeleaux	95	35	35	77	171	214	soldier	0	0	0	12897	0	wh_main_brt_cha_lord_3
wh_dlc05_brt_mini_bordeleaux	23	29	34	18	20	145	soldier	0	0	0	12905	0	wh_main_brt_cha_lord_3
wh_dlc05_brt_mini_bordeleaux	132	41	36	15	15	145	soldier	0	0	0	12913	0	wh_main_brt_cha_lord_3
wh_dlc05_brt_mini_bordeleaux	250	250	250	205	101	42	soldier	0	0	0	12923	0	wh_main_brt_cha_lord_3
wh_dlc05_brt_mini_bordeleaux	30	30	30	241	241	241	soldier	0	0	0	12929	0	wh_main_brt_cha_lord_3
wh_dlc05_brt_mini_bordeleaux	236	236	245	11	11	139	soldier	0	0	0	12930	0	wh_main_brt_cha_lord_3
wh_dlc05_brt_mini_bordeleaux	25	25	180	14	14	25	soldier	0	0	0	12940	0	wh_main_brt_cha_lord_3
wh_dlc05_brt_mini_bordeleaux	18	18	37	64	178	214	soldier	0	0	0	12944	0	wh_main_brt_cha_lord_3
wh_dlc05_brt_mini_bordeleaux	16	16	132	135	42	37	soldier	0	0	0	12952	0	wh_main_brt_cha_lord_3
wh_main_brt_artois	45	193	244	22	26	142	soldier	0	0	0	1296	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_bordeleaux	239	239	241	75	126	220	soldier	0	0	0	12961	0	wh_main_brt_cha_lord_3
wh_dlc05_brt_mini_bordeleaux	45	193	244	22	26	142	soldier	0	0	0	12963	0	wh_main_brt_cha_lord_3
wh_dlc05_brt_mini_bordeleaux	12	14	134	238	238	246	soldier	0	0	0	12971	0	wh_main_brt_cha_lord_3
wh_dlc05_brt_mini_bordeleaux	239	239	239	36	36	36	soldier	0	0	0	12979	0	wh_main_brt_cha_lord_3
wh_dlc05_brt_mini_bordeleaux	18	16	137	136	43	38	soldier	0	0	0	12985	0	wh_main_brt_cha_lord_4
wh_dlc05_brt_mini_bordeleaux	136	64	29	243	243	243	soldier	0	0	0	12993	0	wh_main_brt_cha_lord_4
wh_dlc05_brt_mini_bordeleaux	83	201	238	19	19	19	soldier	0	0	0	12999	0	wh_main_brt_cha_lord_4
wh_dlc05_brt_mini_bordeleaux	95	35	35	77	171	214	soldier	0	0	0	13007	0	wh_main_brt_cha_lord_4
wh_main_brt_artois	12	14	134	238	238	246	soldier	0	0	0	1301	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_bordeleaux	23	29	34	18	20	145	soldier	0	0	0	13012	0	wh_main_brt_cha_lord_4
wh_dlc05_brt_mini_bordeleaux	132	41	36	15	15	145	soldier	0	0	0	13018	0	wh_main_brt_cha_lord_4
wh_dlc05_brt_mini_bordeleaux	250	250	250	205	101	42	soldier	0	0	0	13023	0	wh_main_brt_cha_lord_4
wh_dlc05_brt_mini_bordeleaux	30	30	30	241	241	241	soldier	0	0	0	13032	0	wh_main_brt_cha_lord_4
wh_dlc05_brt_mini_bordeleaux	236	236	245	11	11	139	soldier	0	0	0	13042	0	wh_main_brt_cha_lord_4
wh_dlc05_brt_mini_bordeleaux	25	25	180	14	14	25	soldier	0	0	0	13048	0	wh_main_brt_cha_lord_4
wh_dlc05_brt_mini_bordeleaux	18	18	37	64	178	214	soldier	0	0	0	13049	0	wh_main_brt_cha_lord_4
wh_dlc05_brt_mini_bordeleaux	16	16	132	135	42	37	soldier	0	0	0	13054	0	wh_main_brt_cha_lord_4
wh_dlc05_brt_mini_bordeleaux	239	239	241	75	126	220	soldier	0	0	0	13058	0	wh_main_brt_cha_lord_4
wh_dlc05_brt_mini_bordeleaux	45	193	244	22	26	142	soldier	0	0	0	13059	0	wh_main_brt_cha_lord_4
wh_dlc05_brt_mini_bordeleaux	12	14	134	238	238	246	soldier	0	0	0	13061	0	wh_main_brt_cha_lord_4
wh_dlc05_brt_mini_bordeleaux	239	239	239	36	36	36	soldier	0	0	0	13069	0	wh_main_brt_cha_lord_4
wh_main_brt_artois	239	239	239	36	36	36	soldier	0	0	0	1307	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_bretonnia_rebels	18	16	137	136	43	38	soldier	0	0	0	13073	0	wh_main_brt_cha_paladin_0
wh_dlc05_brt_mini_bretonnia_rebels	136	64	29	243	243	243	soldier	0	0	0	13077	0	wh_main_brt_cha_paladin_0
wh_dlc05_brt_mini_bretonnia_rebels	83	201	238	19	19	19	soldier	0	0	0	13083	0	wh_main_brt_cha_paladin_0
wh_dlc05_brt_mini_bretonnia_rebels	95	35	35	77	171	214	soldier	0	0	0	13087	0	wh_main_brt_cha_paladin_0
wh_dlc05_brt_mini_bretonnia_rebels	23	29	34	18	20	145	soldier	0	0	0	13095	0	wh_main_brt_cha_paladin_0
wh_dlc05_brt_mini_bretonnia_rebels	132	41	36	15	15	145	soldier	0	0	0	13104	0	wh_main_brt_cha_paladin_0
wh_dlc05_brt_mini_bretonnia_rebels	250	250	250	205	101	42	soldier	0	0	0	13107	0	wh_main_brt_cha_paladin_0
wh_main_brt_artois	18	16	137	136	43	38	soldier	0	0	0	1311	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_bretonnia_rebels	30	30	30	241	241	241	soldier	0	0	0	13113	0	wh_main_brt_cha_paladin_0
wh_dlc05_brt_mini_bretonnia_rebels	236	236	245	11	11	139	soldier	0	0	0	13117	0	wh_main_brt_cha_paladin_0
wh_dlc05_brt_mini_bretonnia_rebels	25	25	180	14	14	25	soldier	0	0	0	13122	0	wh_main_brt_cha_paladin_0
wh_dlc05_brt_mini_bretonnia_rebels	18	18	37	64	178	214	soldier	0	0	0	13127	0	wh_main_brt_cha_paladin_0
wh_dlc05_brt_mini_bretonnia_rebels	16	16	132	135	42	37	soldier	0	0	0	13128	0	wh_main_brt_cha_paladin_0
wh_dlc05_brt_mini_bretonnia_rebels	239	239	241	75	126	220	soldier	0	0	0	13132	0	wh_main_brt_cha_paladin_0
wh_dlc05_brt_mini_bretonnia_rebels	45	193	244	22	26	142	soldier	0	0	0	13135	0	wh_main_brt_cha_paladin_0
wh_dlc05_brt_mini_bretonnia_rebels	12	14	134	238	238	246	soldier	0	0	0	13144	0	wh_main_brt_cha_paladin_0
wh_dlc05_brt_mini_bretonnia_rebels	239	239	239	36	36	36	soldier	0	0	0	13145	0	wh_main_brt_cha_paladin_0
wh_dlc05_brt_mini_bretonnia_rebels	18	16	137	136	43	38	soldier	0	0	0	13153	0	wh_main_brt_cha_paladin_3
wh_dlc05_brt_mini_bretonnia_rebels	136	64	29	243	243	243	soldier	0	0	0	13159	0	wh_main_brt_cha_paladin_3
wh_dlc05_brt_mini_bretonnia_rebels	83	201	238	19	19	19	soldier	0	0	0	13164	0	wh_main_brt_cha_paladin_3
wh_dlc05_brt_mini_bretonnia_rebels	95	35	35	77	171	214	soldier	0	0	0	13174	0	wh_main_brt_cha_paladin_3
wh_dlc05_brt_mini_bretonnia_rebels	23	29	34	18	20	145	soldier	0	0	0	13175	0	wh_main_brt_cha_paladin_3
wh_dlc05_brt_mini_bretonnia_rebels	132	41	36	15	15	145	soldier	0	0	0	13178	0	wh_main_brt_cha_paladin_3
wh_main_brt_artois	136	64	29	243	243	243	soldier	0	0	0	1318	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_bretonnia_rebels	250	250	250	205	101	42	soldier	0	0	0	13182	0	wh_main_brt_cha_paladin_3
wh_dlc05_brt_mini_bretonnia_rebels	30	30	30	241	241	241	soldier	0	0	0	13186	0	wh_main_brt_cha_paladin_3
wh_dlc05_brt_mini_bretonnia_rebels	236	236	245	11	11	139	soldier	0	0	0	13187	0	wh_main_brt_cha_paladin_3
wh_main_brt_artois	83	201	238	19	19	19	soldier	0	0	0	1319	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_bretonnia_rebels	25	25	180	14	14	25	soldier	0	0	0	13192	0	wh_main_brt_cha_paladin_3
wh_dlc05_brt_mini_bretonnia_rebels	18	18	37	64	178	214	soldier	0	0	0	13195	0	wh_main_brt_cha_paladin_3
wh_dlc05_brt_mini_bretonnia_rebels	16	16	132	135	42	37	soldier	0	0	0	13199	0	wh_main_brt_cha_paladin_3
wh_main_brt_artois	95	35	35	77	171	214	soldier	0	0	0	1320	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_bretonnia_rebels	239	239	241	75	126	220	soldier	0	0	0	13206	0	wh_main_brt_cha_paladin_3
wh_dlc05_brt_mini_bretonnia_rebels	45	193	244	22	26	142	soldier	0	0	0	13213	0	wh_main_brt_cha_paladin_3
wh_dlc05_brt_mini_bretonnia_rebels	12	14	134	238	238	246	soldier	0	0	0	13215	0	wh_main_brt_cha_paladin_3
wh_dlc05_brt_mini_bretonnia_rebels	239	239	239	36	36	36	soldier	0	0	0	13225	0	wh_main_brt_cha_paladin_3
wh_dlc05_brt_mini_bretonnia_rebels	18	16	137	136	43	38	soldier	0	0	0	13229	0	wh_main_brt_cha_paladin_4
wh_dlc05_brt_mini_bretonnia_rebels	136	64	29	243	243	243	soldier	0	0	0	13237	0	wh_main_brt_cha_paladin_4
wh2_main_lzd_last_defenders	77	184	228	0	0	0	soldier	0	0	0	1324382811	0	wh2_main_lzd_cav_horned_ones_blessed_0
wh_dlc05_brt_mini_bretonnia_rebels	83	201	238	19	19	19	soldier	0	0	0	13247	0	wh_main_brt_cha_paladin_4
wh_dlc05_brt_mini_bretonnia_rebels	95	35	35	77	171	214	soldier	0	0	0	13253	0	wh_main_brt_cha_paladin_4
wh_dlc05_brt_mini_bretonnia_rebels	23	29	34	18	20	145	soldier	0	0	0	13259	0	wh_main_brt_cha_paladin_4
wh_dlc05_brt_mini_bretonnia_rebels	132	41	36	15	15	145	soldier	0	0	0	13262	0	wh_main_brt_cha_paladin_4
wh_dlc05_brt_mini_bretonnia_rebels	250	250	250	205	101	42	soldier	0	0	0	13265	0	wh_main_brt_cha_paladin_4
wh_dlc05_brt_mini_bretonnia_rebels	30	30	30	241	241	241	soldier	0	0	0	13270	0	wh_main_brt_cha_paladin_4
wh_dlc05_brt_mini_bretonnia_rebels	236	236	245	11	11	139	soldier	0	0	0	13278	0	wh_main_brt_cha_paladin_4
wh_dlc05_brt_mini_bretonnia_rebels	25	25	180	14	14	25	soldier	0	0	0	13279	0	wh_main_brt_cha_paladin_4
wh_dlc05_brt_mini_bretonnia_rebels	18	18	37	64	178	214	soldier	0	0	0	13281	0	wh_main_brt_cha_paladin_4
wh_dlc05_brt_mini_bretonnia_rebels	16	16	132	135	42	37	soldier	0	0	0	13284	0	wh_main_brt_cha_paladin_4
wh_dlc05_brt_mini_bretonnia_rebels	239	239	241	75	126	220	soldier	0	0	0	13290	0	wh_main_brt_cha_paladin_4
wh_dlc05_brt_mini_bretonnia_rebels	45	193	244	22	26	142	soldier	0	0	0	13298	0	wh_main_brt_cha_paladin_4
wh_dlc05_brt_mini_bretonnia_rebels	12	14	134	238	238	246	soldier	0	0	0	13299	0	wh_main_brt_cha_paladin_4
wh_main_brt_artois	23	29	34	18	20	145	soldier	0	0	0	1330	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_bretonnia_rebels	239	239	239	36	36	36	soldier	0	0	0	13309	0	wh_main_brt_cha_paladin_4
wh2_main_lzd_hexoatl	50	50	50	0	0	0	soldier	0	0	0	1334923303	0	wh2_main_lzd_inf_saurus_spearmen_blessed_1
wh_main_brt_artois	132	41	36	15	15	145	soldier	0	0	0	1335	0	wh_main_brt_cha_lord_2
wh_main_brt_artois	250	250	250	205	101	42	soldier	0	0	0	1337	0	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia	30	30	30	241	241	241	soldier	0	0	0	134	0	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_artois	30	30	30	241	241	241	soldier	0	0	0	1340	0	wh_main_brt_cha_lord_2
wh_main_brt_artois	236	236	245	11	11	139	soldier	0	0	0	1346	0	wh_main_brt_cha_lord_2
wh_main_brt_artois	25	25	180	14	14	25	soldier	0	0	0	1354	0	wh_main_brt_cha_lord_2
wh_main_brt_artois	18	18	37	64	178	214	soldier	0	0	0	1362	0	wh_main_brt_cha_lord_2
wh_main_brt_artois	16	16	132	135	42	37	soldier	0	0	0	1363	0	wh_main_brt_cha_lord_2
wh_main_brt_artois	239	239	241	75	126	220	soldier	0	0	0	1365	0	wh_main_brt_cha_lord_2
wh_main_brt_artois	45	193	244	22	26	142	soldier	0	0	0	1369	0	wh_main_brt_cha_lord_2
wh_main_brt_artois	12	14	134	238	238	246	soldier	0	0	0	1374	0	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia	236	236	245	11	11	139	soldier	0	0	0	138	0	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_artois	239	239	239	36	36	36	soldier	0	0	0	1384	0	wh_main_brt_cha_lord_2
wh_main_brt_artois	18	16	137	136	43	38	soldier	0	0	0	1389	0	wh_main_brt_cha_lord_3
wh_main_brt_artois	136	64	29	243	243	243	soldier	0	0	0	1393	0	wh_main_brt_cha_lord_3
wh2_main_lzd_hexoatl	96	37	27	0	0	0	soldier	0	0	0	1393599833	0	wh2_main_lzd_cav_cold_one_spearriders_blessed_0
wh_main_brt_artois	83	201	238	19	19	19	soldier	0	0	0	1394	0	wh_main_brt_cha_lord_3
wh_main_brt_artois	95	35	35	77	171	214	soldier	0	0	0	1403	0	wh_main_brt_cha_lord_3
wh_main_brt_artois	23	29	34	18	20	145	soldier	0	0	0	1406	0	wh_main_brt_cha_lord_3
wh_main_brt_artois	132	41	36	15	15	145	soldier	0	0	0	1407	0	wh_main_brt_cha_lord_3
wh_main_brt_artois	250	250	250	205	101	42	soldier	0	0	0	1409	0	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia	25	25	180	14	14	25	soldier	0	0	0	141	0	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_artois	30	30	30	241	241	241	soldier	0	0	0	1418	0	wh_main_brt_cha_lord_3
wh_main_brt_artois	236	236	245	11	11	139	soldier	0	0	0	1423	0	wh_main_brt_cha_lord_3
wh_dlc05_brt_mini_brionne	18	16	137	136	43	38	soldier	0	0	0	14234	0	wh_main_brt_cav_grail_knights
wh_main_brt_artois	25	25	180	14	14	25	soldier	0	0	0	1424	0	wh_main_brt_cha_lord_3
wh_dlc05_brt_mini_brionne	136	64	29	243	243	243	soldier	0	0	0	14241	0	wh_main_brt_cav_grail_knights
wh_dlc05_brt_mini_brionne	83	201	238	19	19	19	soldier	0	0	0	14249	0	wh_main_brt_cav_grail_knights
wh_dlc05_brt_mini_brionne	95	35	35	77	171	214	soldier	0	0	0	14255	0	wh_main_brt_cav_grail_knights
wh_dlc05_brt_mini_brionne	23	29	34	18	20	145	soldier	0	0	0	14261	0	wh_main_brt_cav_grail_knights
wh_dlc05_brt_mini_brionne	132	41	36	15	15	145	soldier	0	0	0	14264	0	wh_main_brt_cav_grail_knights
wh_dlc05_brt_mini_brionne	250	250	250	205	101	42	soldier	0	0	0	14271	0	wh_main_brt_cav_grail_knights
wh_dlc05_brt_mini_brionne	30	30	30	241	241	241	soldier	0	0	0	14275	0	wh_main_brt_cav_grail_knights
wh_dlc05_brt_mini_brionne	236	236	245	11	11	139	soldier	0	0	0	14280	0	wh_main_brt_cav_grail_knights
wh_dlc05_brt_mini_brionne	25	25	180	14	14	25	soldier	0	0	0	14284	0	wh_main_brt_cav_grail_knights
wh_dlc05_brt_mini_brionne	18	18	37	64	178	214	soldier	0	0	0	14287	0	wh_main_brt_cav_grail_knights
wh_dlc05_brt_mini_brionne	16	16	132	135	42	37	soldier	0	0	0	14295	0	wh_main_brt_cav_grail_knights
wh_dlc05_brt_mini_brionne	239	239	241	75	126	220	soldier	0	0	0	14299	0	wh_main_brt_cav_grail_knights
wh_dlc05_brt_mini_brionne	45	193	244	22	26	142	soldier	0	0	0	14300	0	wh_main_brt_cav_grail_knights
wh_dlc05_brt_mini_brionne	12	14	134	238	238	246	soldier	0	0	0	14307	0	wh_main_brt_cav_grail_knights
wh_dlc05_brt_mini_brionne	239	239	239	36	36	36	soldier	0	0	0	14312	0	wh_main_brt_cav_grail_knights
wh_dlc05_brt_mini_brionne	18	16	137	136	43	38	soldier	0	0	0	14316	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_brionne	136	64	29	243	243	243	soldier	0	0	0	14318	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_brionne	83	201	238	19	19	19	soldier	0	0	0	14325	0	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_artois	18	18	37	64	178	214	soldier	0	0	0	1433	0	wh_main_brt_cha_lord_3
wh_dlc05_brt_mini_brionne	95	35	35	77	171	214	soldier	0	0	0	14334	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_brionne	23	29	34	18	20	145	soldier	0	0	0	14336	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_brionne	132	41	36	15	15	145	soldier	0	0	0	14345	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_brionne	250	250	250	205	101	42	soldier	0	0	0	14346	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_brionne	30	30	30	241	241	241	soldier	0	0	0	14348	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_brionne	236	236	245	11	11	139	soldier	0	0	0	14350	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_brionne	25	25	180	14	14	25	soldier	0	0	0	14354	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_brionne	18	18	37	64	178	214	soldier	0	0	0	14357	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_brionne	16	16	132	135	42	37	soldier	0	0	0	14358	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_brionne	239	239	241	75	126	220	soldier	0	0	0	14360	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_brionne	45	193	244	22	26	142	soldier	0	0	0	14364	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_brionne	12	14	134	238	238	246	soldier	0	0	0	14366	0	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_artois	16	16	132	135	42	37	soldier	0	0	0	1437	0	wh_main_brt_cha_lord_3
wh_dlc05_brt_mini_brionne	239	239	239	36	36	36	soldier	0	0	0	14375	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_brionne	18	16	137	136	43	38	soldier	0	0	0	14376	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_brionne	136	64	29	243	243	243	soldier	0	0	0	14377	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_brionne	83	201	238	19	19	19	soldier	0	0	0	14378	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_brionne	95	35	35	77	171	214	soldier	0	0	0	14388	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_brionne	23	29	34	18	20	145	soldier	0	0	0	14395	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_brionne	132	41	36	15	15	145	soldier	0	0	0	14400	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_brionne	250	250	250	205	101	42	soldier	0	0	0	14404	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_brionne	30	30	30	241	241	241	soldier	0	0	0	14409	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_brionne	236	236	245	11	11	139	soldier	0	0	0	14418	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_brionne	25	25	180	14	14	25	soldier	0	0	0	14422	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_brionne	18	18	37	64	178	214	soldier	0	0	0	14428	0	wh_main_brt_cav_pegasus_knights
wh_main_brt_artois	239	239	241	75	126	220	soldier	0	0	0	1443	0	wh_main_brt_cha_lord_3
wh_dlc05_brt_mini_brionne	16	16	132	135	42	37	soldier	0	0	0	14433	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_brionne	239	239	241	75	126	220	soldier	0	0	0	14440	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_brionne	45	193	244	22	26	142	soldier	0	0	0	14450	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_brionne	12	14	134	238	238	246	soldier	0	0	0	14451	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_brionne	239	239	239	36	36	36	soldier	0	0	0	14459	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_brionne	18	16	137	136	43	38	soldier	0	0	0	14465	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_brionne	136	64	29	243	243	243	soldier	0	0	0	14471	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_brionne	83	201	238	19	19	19	soldier	0	0	0	14472	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_brionne	95	35	35	77	171	214	soldier	0	0	0	14473	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_brionne	23	29	34	18	20	145	soldier	0	0	0	14474	0	wh_main_brt_cha_lord_0
