incidents_tables
5
unknown0	key	unknown2	unknown3	unknown4
False	wh2_main_incident_intrigue_def_positive_1a	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_def_positive_1b	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_def_positive_1c	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_def_positive_2a	court_intrigue_2	False	Diplomatic
False	wh2_main_incident_intrigue_def_positive_3a	court_intrigue_3	False	Diplomatic
False	wh2_main_incident_intrigue_emp_negative_1	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_emp_negative_2	court_intrigue_2	False	Diplomatic
False	wh2_main_incident_intrigue_emp_negative_3	court_intrigue_3	False	Diplomatic
False	wh2_main_incident_intrigue_emp_positive_1	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_emp_positive_2	court_intrigue_2	False	Diplomatic
False	wh2_main_incident_intrigue_emp_positive_3	court_intrigue_3	False	Diplomatic
False	wh2_main_incident_intrigue_hef_negative_1a	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_hef_negative_1b	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_hef_negative_1c	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_hef_negative_1d	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_hef_negative_2a	court_intrigue_2	False	Diplomatic
False	wh2_main_incident_intrigue_hef_negative_2b	court_intrigue_2	False	Diplomatic
False	wh2_main_incident_intrigue_hef_negative_3a	court_intrigue_3	False	Diplomatic
False	wh2_main_incident_intrigue_hef_negative_3b	court_intrigue_3	False	Diplomatic
False	wh2_main_incident_intrigue_hef_positive_1a	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_hef_positive_1b	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_hef_positive_1c	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_hef_positive_1d	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_hef_positive_2a	court_intrigue_2	False	Diplomatic
False	wh2_main_incident_intrigue_hef_positive_2b	court_intrigue_2	False	Diplomatic
False	wh2_main_incident_intrigue_hef_positive_3a	court_intrigue_3	False	Diplomatic
False	wh2_main_incident_intrigue_lzd_negative_1a	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_lzd_negative_1b	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_lzd_negative_2a	court_intrigue_2	False	Diplomatic
False	wh2_main_incident_intrigue_lzd_negative_3a	court_intrigue_3	False	Diplomatic
False	wh2_main_incident_intrigue_lzd_positive_1a	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_lzd_positive_1b	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_lzd_positive_1c	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_lzd_positive_2a	court_intrigue_2	False	Diplomatic
False	wh2_main_incident_intrigue_lzd_positive_3a	court_intrigue_3	False	Diplomatic
False	wh2_main_incident_intrigue_skv_negative_1a	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_skv_negative_1b	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_skv_negative_1c	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_skv_negative_2a	court_intrigue_2	False	Diplomatic
False	wh2_main_incident_intrigue_skv_negative_3a	court_intrigue_3	False	Diplomatic
False	wh2_main_incident_intrigue_skv_positive_1a	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_skv_positive_1b	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_skv_positive_2a	court_intrigue_2	False	Diplomatic
False	wh2_main_incident_intrigue_skv_positive_3a	court_intrigue_3	False	Diplomatic
True	wh2_main_incident_lzd_agent_champion	generic	False	Event
True	wh2_main_incident_lzd_agent_wizard	army_special_spawnings	False	Event
True	wh2_main_incident_lzd_building_cost_down	civilisation_up	False	Event
True	wh2_main_incident_lzd_chaos_corruption_up	messenger	False	Event
True	wh2_main_incident_lzd_cold_one_recruitment_cost_down_campaign_movement_range_up	army_morale_up	False	Event
True	wh2_main_incident_lzd_damage_building	army_morale_down	False	Event
True	wh2_main_incident_lzd_growth_down	politics	False	Event
True	wh2_main_incident_lzd_melee_infantry_melee_defense_up	army_morale_up	False	Event
True	wh2_main_incident_lzd_monster_recruitment_cost_down	land_victory	False	Event
True	wh2_main_incident_lzd_morale_down_recruitment_cost_up	politics	False	Event
True	wh2_main_incident_lzd_morale_up_againt_chs_nors_bst_vmp	faction	False	Event
True	wh2_main_incident_lzd_morale_up_public_order_up	celebration	False	Event
True	wh2_main_incident_lzd_public_order_down	settlement_lost	False	Event
True	wh2_main_incident_lzd_public_order_up_temple_guard_recruitment_cost_down	generic	False	Event
True	wh2_main_incident_lzd_recruitment_cost_up_starting_exp_up	army_morale_up	False	Event
True	wh2_main_incident_lzd_recruitment_morale_up_against_def_skv	celebration	False	Event
True	wh2_main_incident_lzd_research_rate_up	diplomacy	False	Event
True	wh2_main_incident_skv_agent_champion	messenger	False	Event
True	wh2_main_incident_skv_agent_engineer	faction	False	Event
True	wh2_main_incident_skv_building_cost_down	funeral	False	Event
True	wh2_main_incident_skv_campaign_movement_range_increase	civilisation_up	False	Event
True	wh2_main_incident_skv_damage_building	settlement_lost	False	Event
False	wh2_main_incident_skv_growth_down	civilisation_up	False	Event
True	wh2_main_incident_skv_melee_infantry_melee_attack_up_morale_up	army_morale_up	False	Event
True	wh2_main_incident_skv_monster_unit_recruitment_cost_down_growth_down	funeral	False	Event
True	wh2_main_incident_skv_morale_down_recruitment_cost_up	civilisation_down	False	Event
True	wh2_main_incident_skv_morale_up_against_dwf	diplomacy	False	Event
True	wh2_main_incident_skv_morale_up_public_order_up	celebration	False	Event
True	wh2_main_incident_skv_public_order_down	funeral	False	Event
True	wh2_main_incident_skv_raid_sacking_income_up	civilisation_up	False	Event
True	wh2_main_incident_skv_replenish_up	celebration	False	Event
True	wh2_main_incident_skv_research_rate_up	politics	False	Event
True	wh2_main_incident_skv_siege_time_down	besieged	False	Event
True	wh2_main_incident_skv_warp_unit_recruitment_cost_down	civilisation_up	False	Event
True	wh_dlc01_incident_chs_blessings_of_the_maggoth_lords	celebration	False	Religious
True	wh_dlc01_incident_chs_blood_sacrifice	army_morale_up	False	Religious
True	wh_dlc01_incident_chs_chaos_cult_discovered	army_morale_down	False	Religious
True	wh_dlc01_incident_chs_exalted	faction	False	Event
True	wh_dlc01_incident_chs_eye_of_the_gods	civilisation_up	False	Religious
True	wh_dlc01_incident_chs_eye_of_the_gods_bad	civilisation_down	False	Religious
True	wh_dlc01_incident_chs_honour_of_khorne	messenger	False	Event
True	wh_dlc01_incident_chs_intertribal_warfare	faction	False	Domestic
True	wh_dlc01_incident_chs_irresistible_force	besieged	False	Event
True	wh_dlc01_incident_chs_magic_is_chaos	army_morale_up	False	Event
True	wh_dlc01_incident_chs_myriad_gifts_of_mutation	messenger	False	Religious
True	wh_dlc01_incident_chs_northern_crusade	land_defeat	False	Event
True	wh_dlc01_incident_chs_pleasure_palace_of_slaanesh	civilisation_up	False	Religious
True	wh_dlc01_incident_chs_rancid_visitations	land_victory	False	Religious
True	wh_dlc01_incident_chs_temple_of_skulls	civilisation_up	False	Religious
True	wh_dlc01_incident_chs_the_boon_of_tzeentch	celebration	False	Religious
True	wh_dlc01_incident_chs_the_dragon_ogres_awake	faction	False	Event
True	wh_dlc01_incident_chs_the_spawn_tide	diplomacy	False	Religious
True	wh_dlc01_incident_chs_vorpal_hurricane_of_chaos	army_morale_down	False	Setback
True	wh_dlc01_incident_chs_your_rivals_plot	diplomacy	False	Domestic
True	wh_dlc02_incident_all_charge_carnage	carnage_charge	False	Event
True	wh_dlc02_incident_all_magic_carnage	carnage_magic	False	Event
True	wh_dlc02_incident_all_weapon_carnage	carnage_weapons	False	Event
True	wh_dlc03_incident_bst_a_ritual_challenge	faction	False	Domestic
True	wh_dlc03_incident_bst_a_stone_of_the_past	civilisation_up	False	Event
True	wh_dlc03_incident_bst_bloodgreed_beasts	faction	False	Event
True	wh_dlc03_incident_bst_defilement_of_sigmar	army_morale_up	False	Religious
True	wh_dlc03_incident_bst_eye_of_the_gods	civilisation_up	False	Religious
True	wh_dlc03_incident_bst_eye_of_the_gods_bad	civilisation_down	False	Religious
True	wh_dlc03_incident_bst_favoured_by_khorne	messenger	False	Religious
True	wh_dlc03_incident_bst_mage_hunter	politics	False	Event
True	wh_dlc03_incident_bst_rewards_of_ruin	messenger	False	Religious
True	wh_dlc03_incident_bst_skulls_for_the_skull_throne	celebration	False	Religious
True	wh_dlc03_incident_bst_sober_for_once_bad	celebration	False	Event
True	wh_dlc03_incident_bst_sober_for_once_good	celebration	False	Event
True	wh_dlc03_incident_bst_the_black_harvest	messenger	False	Event
False	wh_dlc03_incident_bst_the_fall_of_men	land_victory	False	Event
True	wh_dlc03_incident_bst_the_harbinger	army_morale_up	False	Event
True	wh_dlc03_incident_bst_tribal_celebration	celebration	False	Event
True	wh_dlc03_incident_bst_wandering_giants	faction	False	Event
False	wh_dlc03_story_carroburg_destroyed	politics	True	Event
False	wh_dlc03_story_carroburg_destroyed_dead	politics	True	Event
False	wh_dlc03_story_cult_ulric_destroyed	politics	True	Event
False	wh_dlc03_story_cult_ulric_destroyed_dead	politics	True	Event
False	wh_dlc03_story_hochland_war	politics	True	Event
False	wh_dlc03_story_hochland_war_dead	politics	True	Event
False	wh_dlc04_vmp_vlad_von_carstein_the_carstein_ring_stage_2_3	generic	False	Quest
True	wh_dlc05_incident_wef_bark_and_soul	land_victory	False	Event
True	wh_dlc05_incident_wef_from_good_stock	civilisation_up	False	Event
True	wh_dlc05_incident_wef_knowledge_of_the_ancestors	politics	False	Event
True	wh_dlc05_incident_wef_official_masque_business	celebration	False	Event
True	wh_dlc05_incident_wef_only_one	settlement_lost	False	Event
True	wh_dlc05_incident_wef_the_dreamer_of_dreams	messenger	False	Event
True	wh_dlc05_incident_wef_the_forge_of_starlight	land_victory	False	Event
True	wh_dlc05_incident_wef_the_great_council	politics	True	Event
True	wh_dlc05_incident_wef_the_season_of_beginnings	civilisation_up	False	Event
True	wh_dlc05_incident_wef_the_turning_of_the_leaves	generic	False	Event
True	wh_dlc05_incident_wef_the_wild_heath	civilisation_down	False	Event
True	wh_dlc05_incident_wef_vengeance_of_the_asrai	land_victory	False	Event
True	wh_dlc05_incident_wef_voice_of_the_forest	messenger	False	Event
True	wh_dlc05_incident_wef_wraith_and_home	land_victory	False	Event
False	wh_dlc06_dwf_belegar_ironhammer_shield_of_defiance_stage_1.2	besieged	True	Event
False	wh_dlc06_grn_wurrzag_da_great_green_prophet_baleful_mask_stage_4	messenger	False	Quest
True	wh_dlc07_incident_brt_careless_hunting	faction	False	Event
True	wh_dlc07_incident_brt_containing_the_pox	civilisation_down	False	Event
True	wh_dlc07_incident_brt_exquisite_goods	generic	False	Event
True	wh_dlc07_incident_brt_filled_with_prayer	civilisation_up	False	Event
True	wh_dlc07_incident_brt_grandiose_tournament	faction	False	Event
True	wh_dlc07_incident_brt_influx_of_builders	faction	False	Event
True	wh_dlc07_incident_brt_lavish_feast	celebration	False	Event
True	wh_dlc07_incident_brt_not_very_noble	politics	False	Event
True	wh_dlc07_incident_brt_overconfidence	messenger	False	Event
True	wh_dlc07_incident_brt_rowdy_peasants	messenger	False	Event
True	wh_dlc07_incident_brt_splendid_monasteries	civilisation_up	False	Event
True	wh_dlc07_incident_brt_unpeasant_business	generic	False	Event
False	wh_dlc07_incident_greenskin_rebelions	army_morale_up_grn	True	Event
False	wh_dlc07_qb_brt_alberic_trident_of_bordeleaux_stage_1	generic	True	Quest
False	wh_dlc07_qb_brt_fay_enchantress_chalice_of_potions_stage_4	celebration	True	Quest
False	wh_dlc07_qb_brt_louen_sword_of_couronne_stage_0	civilisation_down	True	Quest
False	wh_main_dwf_thorgrim_grudgebearer_axe_of_grimnir_stage_1	generic	False	Quest
False	wh_main_dwf_thorgrim_grudgebearer_dragon_crown_of_karaz_stage_2.3	generic	False	Quest
False	wh_main_emp_balthasar_gelt_amulet_of_sea_gold_stage_1.1	generic	False	Quest
False	wh_main_emp_balthasar_gelt_cloak_of_molten_metal_stage_5	generic	False	Quest
False	wh_main_emp_karl_franz_ghal_maraz_stage_2	generic	False	Quest
False	wh_main_emp_karl_franz_silver_seal_stage_2	generic	False	Quest
True	wh_main_incident_all_abandoned_settlement	civilisation_down	False	Setback
True	wh_main_incident_all_arcane_fulcrum	army_morale_up	False	Event
True	wh_main_incident_all_beastmen_raids	civilisation_down	False	Setback
True	wh_main_incident_all_blizzard	civilisation_down	False	Disaster
True	wh_main_incident_all_brigands	army_morale_down	False	Disaster
True	wh_main_incident_all_cataclysm_spell	settlement_lost	False	Disaster
True	wh_main_incident_all_chimera_frenzy	settlement_lost	False	Setback
True	wh_main_incident_all_destruction_of_the_shrines	settlement_lost	False	Religious
True	wh_main_incident_all_drought	civilisation_down	False	Disaster
False	wh_main_incident_all_drought_continues	civilisation_down	False	Disaster
True	wh_main_incident_all_earthquake	settlement_lost	False	Disaster
True	wh_main_incident_all_exodus	generic	False	Setback
True	wh_main_incident_all_face_of_the_dark_moon	civilisation_down	False	Religious
True	wh_main_incident_all_famine	civilisation_down	False	Disaster
True	wh_main_incident_all_festag	celebration	False	Setback
True	wh_main_incident_all_fire	settlement_lost	False	Disaster
True	wh_main_incident_all_flooding	civilisation_down	False	Disaster
True	wh_main_incident_all_godly_wrath	civilisation_down	False	Religious
True	wh_main_incident_all_honour_thy_neighbours	politics	False	Setback
True	wh_main_incident_all_let_the_games_begin	celebration	False	Event
True	wh_main_incident_all_lost	army_morale_down	False	Setback
True	wh_main_incident_all_nurgles_rot	funeral	False	Setback
True	wh_main_incident_all_piracy	blockaded	False	Setback
True	wh_main_incident_all_recruiting_shortage	army_morale_down	False	Setback
True	wh_main_incident_all_recruiting_surplus	army_morale_up	False	Event
True	wh_main_incident_all_refugees	civilisation_up	False	Domestic
True	wh_main_incident_all_restless_spirits	civilisation_down	False	Religious
True	wh_main_incident_all_slaver_raids	blockaded	False	Setback
True	wh_main_incident_all_storm_of_magic	settlement_lost	False	Setback
True	wh_main_incident_all_thawing_relations	diplomacy	False	Diplomatic
False	wh_main_incident_all_the_glower_of_morrslieb	civilisation_down	False	Religious
False	wh_main_incident_all_volcanic_eruption	settlement_lost	False	Setback
True	wh_main_incident_all_wandering_monster	civilisation_down	False	Setback
True	wh_main_incident_all_warpstone_showers	civilisation_down	False	Setback
True	wh_main_incident_dwf_a_map_of_karak_zorn	generic	False	Setback
True	wh_main_incident_dwf_a_reckoner_comes	generic	False	Setback
False	wh_main_incident_dwf_a_wrong_put_right	celebration	False	Event
True	wh_main_incident_dwf_brewery_runs_dry	civilisation_down	False	Setback
True	wh_main_incident_dwf_clan_honour	civilisation_up	False	Domestic
True	wh_main_incident_dwf_clan_trouble	generic	False	Domestic
True	wh_main_incident_dwf_clanless_dwarfs	generic	False	Event
True	wh_main_incident_dwf_drakk_attack	generic	False	Setback
True	wh_main_incident_dwf_dwarf_maidens_emigrate	civilisation_down	False	Setback
True	wh_main_incident_dwf_gromril_seam	diplomacy	False	Event
True	wh_main_incident_dwf_guild_inspector	generic	False	Event
True	wh_main_incident_dwf_guild_support	generic	False	Domestic
True	wh_main_incident_dwf_lost_halls_reclaimed	diplomacy	False	Event
True	wh_main_incident_dwf_rise_of_the_thane	army_morale_up	False	Event
True	wh_main_incident_dwf_seal_the_hold	civilisation_down	False	Setback
True	wh_main_incident_dwf_sky_saboteur	messenger	False	Setback
True	wh_main_incident_dwf_slayer_pilgrimage	generic	False	Setback
True	wh_main_incident_dwf_something_in_the_deeps	army_morale_down	False	Domestic
True	wh_main_incident_dwf_thaggoraki_incursion	civilisation_down	False	Setback
True	wh_main_incident_dwf_the_slayer_oath	army_morale_up	False	Domestic
True	wh_main_incident_dwf_underway_upgraded	diplomacy	False	Event
True	wh_main_incident_dwf_worker_of_the_runes	civilisation_up	False	Event
True	wh_main_incident_dwf_workshop_explosion	generic	False	Setback
True	wh_main_incident_emp_a_diplomatic_incident	diplomacy	False	Domestic
True	wh_main_incident_emp_backing_of_the_military	army_morale_up	False	Event
True	wh_main_incident_emp_bad_things_in_stirland	diplomacy	False	Domestic
True	wh_main_incident_emp_behold_the_twin-tailed_comet	celebration	False	Event
True	wh_main_incident_emp_beware_the_twin-tailed_comet	army_morale_down	False	Event
True	wh_main_incident_emp_black_powder_store_explodes	civilisation_down	False	Setback
True	wh_main_incident_emp_declare_heresy	messenger	False	Religious
True	wh_main_incident_emp_elector_sues_for_peace	messenger	False	Domestic
True	wh_main_incident_emp_famine_in_the_moot	civilisation_down	False	Setback
True	wh_main_incident_emp_favoured_of_the_cult	generic	False	Religious
True	wh_main_incident_emp_franz-hater	diplomacy	False	Domestic
True	wh_main_incident_emp_geheimnisnacht	civilisation_down	False	Religious
True	wh_main_incident_emp_noble_plot	messenger	False	Domestic
True	wh_main_incident_emp_ogre_mercenaries	civilisation_down	False	Domestic
True	wh_main_incident_emp_ostermark_rebels	diplomacy	False	Domestic
True	wh_main_incident_emp_peasants_revolt	civilisation_down	False	Domestic
True	wh_main_incident_emp_rogue_necromancer_revealed	civilisation_down	False	Religious
True	wh_main_incident_emp_something_from_the_sewers	civilisation_down	False	Setback
True	wh_main_incident_emp_the_bray-herds_come	civilisation_down	False	Setback
True	wh_main_incident_emp_the_burgomeisters_demands	messenger	False	Domestic
True	wh_main_incident_emp_the_colleges_endorsement	messenger	False	Event
True	wh_main_incident_emp_the_countess_denies_us	diplomacy	False	Domestic
True	wh_main_incident_emp_the_forgotten_speech	diplomacy	False	Domestic
True	wh_main_incident_emp_the_hochland_long_war_hochland	diplomacy	False	Domestic
True	wh_main_incident_emp_the_hochland_long_war_ostland	diplomacy	False	Domestic
True	wh_main_incident_emp_the_withering_of_taal	diplomacy	False	Domestic
True	wh_main_incident_emp_threaten_to_secede	messenger	False	Domestic
True	wh_main_incident_emp_tide_of_flagellants	civilisation_down	False	Setback
True	wh_main_incident_emp_todbringers_wrath	diplomacy	False	Domestic
True	wh_main_incident_emp_tzeentchian_cult	civilisation_down	False	Religious
True	wh_main_incident_grn_da_bad_moon	army_morale_down	False	Setback
True	wh_main_incident_grn_da_bosses_are_not_appy	army_morale_down	False	Domestic
True	wh_main_incident_grn_da_great_green_prophet	civilisation_up	False	Religious
True	wh_main_incident_grn_da_great_green_prophet_bad	civilisation_down	False	Religious
True	wh_main_incident_grn_dung_pile_explosion	civilisation_down	False	Disaster
True	wh_main_incident_grn_dwarf_expeditionary_throng	messenger	False	Military
True	wh_main_incident_grn_glowing_idol	civilisation_up	False	Religious
True	wh_main_incident_grn_gobbo_riots	generic	False	Domestic
True	wh_main_incident_grn_gorks_zoggin_foot	civilisation_down	False	Disaster
True	wh_main_incident_grn_itz_kinda_magic	civilisation_up	False	Event
True	wh_main_incident_grn_mad_cap_mushroom_shortage	diplomacy	False	Setback
True	wh_main_incident_grn_night_of_da_bloody_long_stabbas	civilisation_up	False	Event
True	wh_main_incident_grn_over-gyrating_shaman	civilisation_up	True	Setback
True	wh_main_incident_grn_sneaky_gobbos	messenger	False	Setback
True	wh_main_incident_grn_snotlings_underfoot	civilisation_down	False	Setback
True	wh_main_incident_grn_spider_boom	celebration	False	Event
True	wh_main_incident_grn_squig_rampage	civilisation_down	False	Setback
True	wh_main_incident_grn_the_hobgobbla_khan	civilisation_down	False	Setback
True	wh_main_incident_grn_troll_migration	messenger	False	Event
True	wh_main_incident_vmp_a_new_sire	civilisation_up	False	Event
True	wh_main_incident_vmp_ambitious_necromancer	army_morale_down	False	Domestic
True	wh_main_incident_vmp_blood_dragons	army_morale_up	False	Event
True	wh_main_incident_vmp_bring_forth_the_dead	civilisation_up	False	Event
True	wh_main_incident_vmp_call_to_dark_magic_users	celebration	False	Event
True	wh_main_incident_vmp_count_noctilus	messenger	False	Setback
True	wh_main_incident_vmp_curse_of_morr	civilisation_down	False	Setback
True	wh_main_incident_vmp_dark_nexus	army_morale_up	False	Event
True	wh_main_incident_vmp_dire_wolf_packs	land_victory	False	Event
True	wh_main_incident_vmp_eternal_night	civilisation_up	False	Event
True	wh_main_incident_vmp_family_strife	civilisation_down	False	Domestic
True	wh_main_incident_vmp_fresh_corpses	land_defeat	False	Setback
True	wh_main_incident_vmp_grave_rot	army_morale_down	False	Setback
True	wh_main_incident_vmp_hexensnacht	celebration	False	Event
True	wh_main_incident_vmp_influence_of_nagash	land_victory	False	Event
True	wh_main_incident_vmp_lahmian_visit	civilisation_up	False	Event
True	wh_main_incident_vmp_missing_tome	diplomacy	False	Setback
True	wh_main_incident_vmp_peasant_revolt	settlement_lost	False	Setback
True	wh_main_incident_vmp_strigoi_ghoul_swarm	civilisation_up	False	Event
True	wh_main_incident_vmp_summon_the_barrow_lords	civilisation_up	False	Event
True	wh_main_incident_vmp_the_grave_harridans_come	messenger	False	Event
True	wh_main_incident_vmp_the_meddling_of_wizards	civilisation_down	False	Setback
False	wh_main_incident_vmp_whispers_of_vlad	civilisation_down	False	Setback
True	wh_main_incident_vmp_witch_hunter_incursion	army_morale_down	False	Event
False	wh_main_vmp_mannfred_von_carstein_sword_of_unholy_power_stage_2	generic	False	Quest
False	wh_pro01_dwf_grombrindal_amour_of_glimril_scales_stage_3_1	celebration	True	Quest
False	wh_pro01_dwf_grombrindal_amour_of_glimril_scales_stage_3_2	faction	True	Quest
