unit_special_abilities_tables
45
key	active_time	recharge_time	num_uses	effect_range	affect_self	num_effected_friendly_units	num_effected_enemy_units	update_targets_every_frame	initial_recharge	activated_projectile	target_friends	target_enemies	target_ground	target_intercept_range	assume_specific_behaviour	clear_current_order	wind_up_time	passive	unique_id	-	bombardment	spawned_unit	wind_up_stance	mana_cost	min_range	targetting_aoe	passive_aoe	active_aoe	activation_effect	vortex	miscast_chance	miscast_explosion	ai_usage	audio	special_ability_display	voiceover_state	additional_melee_cp	additional_missile_cp	parent_ability	spawn_type	spawn_proxy_vfx	target_ground_1	target_ground_2	miscast_global_	target_self
wh2_main_spell_plague_pestilent_birth	1	53	2	0	False	1	0	False	0		True	False	True	60		False	5	False	1628740665	0	wh2_main_spell_plague_vermintide	wh2_main_skv_inf_plague_monks_summoned	cast_up_long	12	22	wh_abilities_generic_spawn	wh_abilities_generic_spawn	wh2_vermintide_decal			0		flanking_opportunity	wh2_main_spell_plague_pestilent_birth	plague_long	vo_battle_special_ability_generic_response	124	124		unit_position_offset	wh_main_targeting_pre_spawn_group_ui_central	False	False	True	True
wh2_main_spell_plague_pestilent_breath	8	26	-1	0	False	0	0	False	0		False	True	True	100		False	1	False	3842	0			cast_up_short	8	0	wh_abilities_generic_breath	wh_abilities_generic_breath			wh2_main_spell_plague_pestilent_breath	0		vortex_breath	wh2_main_spell_plague_pestilent_breath	plague_short	vo_battle_special_ability_generic_response	0	77				False	False	True	False
wh2_main_spell_plague_pestilent_breath_upgraded	8	26	-1	0	False	0	0	False	0		False	True	True	100		False	1	False	3958	0			cast_up_short	11	0	wh_abilities_generic_breath	wh_abilities_generic_breath			wh2_main_spell_plague_pestilent_breath_upgraded	0.5	wh_main_generic_miscast	vortex_breath	wh2_main_spell_plague_pestilent_breath	plague_short	vo_battle_special_ability_generic_response	0	77				False	False	True	False
wh2_main_spell_plague_plague	20	55	-1	0	False	0	0	False	0		False	True	True	150		False	5	False	3859	0			cast_up_long	12	20	wh_abilities_generic_vortex	wh_abilities_generic_vortex			wh2_main_spell_plague_plague	0		aoe	wh2_main_spell_plague_plague	plague_long	vo_battle_special_ability_generic_response	0	242				False	False	True	False
wh2_main_spell_plague_plague_upgraded	20	55	-1	0	False	0	0	False	0		False	True	True	150		False	5	False	3962	0			cast_up_long	18	20	wh_abilities_generic_vortex	wh_abilities_generic_vortex			wh2_main_spell_plague_plague_upgraded	0.5	wh_main_generic_miscast	aoe	wh2_main_spell_plague_plague	plague_long	vo_battle_special_ability_generic_response	0	242				False	False	True	False
wh2_main_spell_plague_vermintide	1	41	6	0	False	1	0	False	0		True	False	True	60		False	3	False	3857	0	wh2_main_spell_plague_vermintide	wh2_main_skv_inf_clanrats_0_summoned	cast_up_medium	5	22	wh_abilities_generic_spawn	wh_abilities_generic_spawn	wh2_vermintide_decal			0		threatened	wh2_main_spell_plague_vermintide	plague_medium	vo_battle_special_ability_generic_response	86	86		unit_position_offset	wh_main_targeting_pre_spawn_group_ui_central	False	False	True	True
wh2_main_spell_plague_wither	50	37	-1	40	False	0	-1	True	0		False	True	True	200		False	3	False	3852	0			cast_up_medium	10	0	wh_abilities_generic_debuff	wh_abilities_generic_debuff	wh_abilities_generic_debuff			0		hex_armour_area	wh2_main_spell_plague_wither	plague_medium	vo_battle_special_ability_generic_response	81	81				False	False	True	False
wh2_main_spell_plague_wither_upgraded	50	37	-1	40	False	0	-1	True	0		False	True	True	200		False	3	False	3970	0			cast_up_medium	16	0	wh_abilities_generic_debuff	wh_abilities_generic_debuff	wh_abilities_generic_debuff			0.5	wh_main_generic_miscast	hex_armour_area	wh2_main_spell_plague_wither	plague_medium	vo_battle_special_ability_generic_response	81	81				False	False	True	False
wh2_main_spell_ruin_cracks_call	10	57	-1	0	False	0	0	False	0		False	True	True	150		False	5	False	3827	0			cast_up_long	15	20	wh_abilities_generic_wind	wh_abilities_generic_wind			wh2_main_spell_ruin_cracks_call	0		vortex_wind	wh2_main_spell_ruin_cracks_call	ruin_long	vo_battle_special_ability_spell_cast_negative	0	236				False	False	True	False
wh2_main_spell_ruin_cracks_call_upgraded	10	57	-1	0	False	0	0	False	0		False	True	True	150		False	5	False	3919	0			cast_up_long	20	20	wh_abilities_generic_wind	wh_abilities_generic_wind			wh2_main_spell_ruin_cracks_call_upgraded	0.5	wh_main_generic_miscast	vortex_wind	wh2_main_spell_ruin_cracks_call_upgraded	ruin_long	vo_battle_special_ability_spell_cast_negative	0	236				False	False	True	False
wh2_main_spell_ruin_death_frenzy	21	43	-1	0	True	1	0	False	0		True	False	False	200		False	3	False	3813	0			cast_forward_medium	6	0	wh_abilities_generic_buff_no_ring	wh_abilities_generic_buff_no_ring				0		augment_melee	wh2_main_spell_ruin_death_frenzy	ruin_medium	vo_battle_special_ability_spell_cast_positive	162	0				False	False	True	True
wh2_main_spell_ruin_death_frenzy_upgraded	21	43	-1	40	True	-1	0	False	0		True	False	True	200		False	3	False	3921	0			cast_forward_medium	12	0	wh_abilities_generic_buff	wh_abilities_generic_buff				0.5	wh_main_generic_miscast	augment_melee	wh2_main_spell_ruin_death_frenzy_upgraded	ruin_medium	vo_battle_special_ability_spell_cast_positive	162	0				False	False	True	True
wh2_main_spell_ruin_howling_warpgale	19	24	-1	55	False	0	-1	True	0		False	True	True	200		False	1	False	3812	0			cast_up_short	6	0	wh_abilities_generic_debuff	wh_abilities_generic_debuff	wh_abilities_generic_debuff			0		hex_flying_area	wh2_main_spell_ruin_howling_warpgale	ruin_short	vo_battle_special_ability_spell_cast_negative	40	40				False	False	True	False
wh2_main_spell_ruin_howling_warpgale_upgraded	38	24	-1	55	False	0	-1	True	0		False	True	True	200		False	1	False	3926	0			cast_up_short	10	0	wh_abilities_generic_debuff	wh_abilities_generic_debuff	wh_abilities_generic_debuff			0.5	wh_main_generic_miscast	hex_flying_area	wh2_main_spell_ruin_howling_warpgale_upgraded	ruin_short	vo_battle_special_ability_spell_cast_negative	40	40				False	False	True	False
wh2_main_spell_ruin_scorch	12	44	-1	0	False	0	0	False	0		False	True	True	150		False	3	False	3818	0			cast_forward_medium	8	20	wh_abilities_generic_breath_long	wh_abilities_generic_breath_long			wh2_main_spell_ruin_scorch	0		vortex_breath	wh2_main_spell_ruin_scorch	ruin_medium	vo_battle_special_ability_spell_cast_negative	0	157				False	False	True	False
wh2_main_spell_ruin_scorch_upgraded	12	44	-1	0	False	0	0	False	0		False	True	True	450		False	3	False	3933	0			cast_forward_medium	11	20	wh_abilities_generic_breath_long	wh_abilities_generic_breath_long			wh2_main_spell_ruin_scorch	0.5	wh_main_generic_miscast	vortex_breath	wh2_main_spell_ruin_scorch_upgraded	ruin_medium	vo_battle_special_ability_spell_cast_negative	0	157				False	False	True	False
wh2_main_spell_ruin_skitterleap	57	53	-1	0	True	1	0	False	0		True	False	False	200		False	5	False	3837	0			cast_up_long	9	0	wh_abilities_generic_full_hide	wh_abilities_generic_full_hide				0		full_hide	wh2_main_spell_ruin_skitterleap	ruin_long	vo_battle_special_ability_spell_cast_positive	78	158				False	False	True	True
wh2_main_spell_ruin_skitterleap_upgraded	114	53	-1	0	True	1	0	False	0		True	False	False	200		False	5	False	3941	0			cast_up_long	14	0	wh_abilities_generic_full_hide	wh_abilities_generic_full_hide				0.5	wh_main_generic_miscast	full_hide	wh2_main_spell_ruin_skitterleap_upgraded	ruin_long	vo_battle_special_ability_spell_cast_positive	78	158				False	False	True	True
wh2_main_spell_ruin_warp_lightning	5	24	-1	0	False	0	0	False	0		False	True	True	200		False	1	False	3811	0	wh2_main_spell_ruin_warp_lightning		cast_up_short	5	0	wh_spell_generic_bombardment	wh_spell_generic_bombardment				0		aoe_bombardment	wh2_main_spell_ruin_warp_lightning	ruin_short	vo_battle_special_ability_spell_cast_negative	76	76				False	False	True	False
wh2_main_spell_ruin_warp_lightning_upgraded	5	24	-1	0	False	0	0	False	0		False	True	True	200		False	1	False	3948	0	wh2_main_spell_ruin_warp_lightning_upgraded		cast_up_short	10	0	wh_spell_generic_bombardment	wh_spell_generic_bombardment				0.5	wh_main_generic_miscast	aoe_bombardment	wh2_main_spell_ruin_warp_lightning_upgraded	ruin_short	vo_battle_special_ability_spell_cast_negative	76	76				False	False	True	False
wh2_main_unit_abilities_concealment_bombs	36	90	3	0	True	0	0	False	0		False	False	False	0		False	0	False	4517	0				0	0	wh_abilities_generic_full_hide					0		flanking_opportunity	wh_group_unit		vo_battle_special_ability_generic_response	0	0				False	False	True	False
wh2_main_unit_abilities_dark_fire_of_chaos	-1	45	3	0	False	0	0	False	0	wh2_main_chs_chaos_dragon_breath	False	True	False	80		True	1.1	False	915968365	0			cast_forward_short	0	0	wh_spell_generic_missiles	wh_spell_generic_missiles				0		projectile_ap	wh_main_spell_bound_fireball	fire_short	vo_battle_special_ability_generic_response	0	163				False	False	True	False
wh2_main_unit_abilities_death_shriek	-1	45	3	0	False	0	0	False	0	wh2_main_vmp_terrorgheist_dragon_breath	False	True	False	80		True	0.6	False	1544187580	0			cast_forward_short	0	0	wh_spell_generic_missiles	wh_spell_generic_missiles				0		projectile	wh2_main_spell_dark_magic_word_of_pain	fire_short	vo_battle_special_ability_generic_response	0	163				False	False	True	False
wh2_main_unit_abilities_drop_rocks	-1	5	1	0	False	0	0	False	0		False	False	False	10		False	0	False	4538	0	wh2_main_unit_abilities_drop_rocks			0	0	wh_abilities_bomb_small_drop					0		always_use_only_land	wh2_main_unit_abilities_drop_rocks		vo_battle_special_ability_generic_response	0	256				False	False	True	False
wh2_main_unit_abilities_fiery_breath	-1	45	3	0	False	0	0	False	0	wh2_main_def_war_hydra_breath	False	True	False	90		True	1	False	4553	0			cast_forward_short	0	10	wh_spell_generic_missiles	wh_spell_generic_missiles				0		projectile	wh_main_spell_bound_fireball	fire_short	vo_battle_special_ability_spell_cast_negative	0	163				False	False	True	False
wh2_main_unit_abilities_fury_of_khaine	57	90	-1	0	False	1	0	False	60		True	False	False	100		False	0	False	248558579	0				0	0	wh_abilities_generic_buff_no_ring					0		augment_melee	wh_group_unit		vo_battle_special_ability_generic_response	160	0				False	False	True	False
wh2_main_unit_abilities_hidden_blade	-1	-1	-1	0	True	0	0	False	-1		False	False	False	0		False	0	True	243179198	0				0	0						0					vo_battle_special_ability_generic_response	0	0				False	False	True	False
wh2_main_unit_abilities_moon_dragons_breath	-1	45	3	0	False	0	0	False	0	wh2_main_hef_moon_dragon_breath	False	True	False	80		True	1.3	False	4273	0			cast_forward_short	0	0	wh_spell_generic_missiles	wh_spell_generic_missiles				0		projectile	wh_main_spell_bound_fireball	fire_short	vo_battle_special_ability_spell_cast_negative	0	163				False	False	True	False
wh2_main_unit_abilities_noxious_breath	-1	45	3	0	False	0	0	False	0	wh2_main_def_black_dragon_breath	False	True	False	80		True	1.3	False	4286	0			cast_forward_short	0	0	wh_spell_generic_missiles	wh_spell_generic_missiles				0		projectile	wh_main_spell_bound_fireball	fire_short	vo_battle_special_ability_spell_cast_negative	0	163				False	False	True	False
wh2_main_unit_abilities_pestilential_breath	-1	45	3	0	False	0	0	False	0	wh2_main_vmp_zombie_dragon_breath	False	True	False	80		True	1.3	False	101178507	0			cast_forward_short	0	0	wh_spell_generic_missiles	wh_spell_generic_missiles				0		projectile	wh_main_spell_bound_fireball	fire_short	vo_battle_special_ability_generic_response	0	163				False	False	True	False
wh2_main_unit_abilities_revivification_crystal	26	45	10	0	False	1	0	False	30		True	False	False	100		False	0	False	680851884	0				0	0	wh_abilities_generic_regeneration_no_ring					0		healing	wh_group_unit		vo_battle_special_ability_generic_response	27	54				False	False	True	False
wh2_main_unit_abilities_snare_net	-1	-1	-1	45	False	0	-1	True	-1		False	False	False	0		False	0	True	4269	0				0	0	wh_abilities_generic_debuff					0					vo_battle_special_ability_generic_response	76	76				False	False	True	False
wh2_main_unit_abilities_soporific_breath	-1	45	3	0	False	0	0	False	0	wh2_main_wef_forest_dragon_breath	False	True	False	80		True	1.3	False	1038493087	0			cast_forward_short	0	0	wh_spell_generic_missiles	wh_spell_generic_missiles				0		projectile	wh_main_spell_bound_fireball	fire_short	vo_battle_special_ability_generic_response	0	163				False	False	True	False
wh2_main_unit_abilities_star_dragons_breath	-1	45	3	0	False	0	0	False	0	wh2_main_hef_star_dragon_breath	False	True	False	80		True	1.3	False	3464	0			cast_forward_short	0	0	wh_spell_generic_missiles	wh_spell_generic_missiles				0		projectile_ap	wh_main_spell_bound_fireball	fire_short	vo_battle_special_ability_spell_cast_negative	0	163				False	False	True	False
wh2_main_unit_abilities_sun_dragons_breath	-1	45	3	0	False	0	0	False	0	wh2_main_hef_sun_dragon_breath	False	True	False	80		True	1.3	False	4276	0			cast_forward_short	0	0	wh_spell_generic_missiles	wh_spell_generic_missiles				0		projectile	wh_main_spell_bound_fireball	fire_short	vo_battle_special_ability_spell_cast_negative	0	163				False	False	True	False
wh2_main_unit_abilities_wake_of_fire	0.1	0.1	10	0	False	0	0	False	0		False	False	False	10		False	0	False	4497	0	wh2_main_unit_abilities_wake_of_fire			0	0	wh_abilities_bomb_drop					0		always_use_only_land	wh_group_unit		vo_battle_special_ability_generic_response	0	256				False	False	True	False
wh2_main_unit_passive_another_takes_its_place	1	45	3	0	True	0	0	False	1		False	False	False	0		False	0	True	1913358781	0				0	0	wh_abilities_generic_regeneration_no_ring					0					vo_battle_special_ability_generic_response	0	82				False	False	True	False
wh2_main_unit_passive_attuned_to_magic	-1	-1	-1	0	True	0	0	True	-1		False	False	False	0		False	0	True	4487	0				0	0	wh_abilities_generic_buff_no_ring					0					vo_battle_special_ability_generic_response	79	0				False	False	True	False
wh2_main_unit_passive_blizzard_aura	-1	-1	-1	30	False	0	-1	True	-1		False	False	False	0		False	0	True	4501	0				0	0	wh_abilities_generic_debuff					0					vo_battle_special_ability_generic_response	40	40				False	False	True	False
wh2_main_unit_passive_bloodshield_of_khaine	-1	-1	-1	40	True	-1	0	True	-1		False	False	False	0		False	0	True	1542361750	0				0	0	wh_abilities_generic_buff					0					vo_battle_special_ability_generic_response	40	40				False	False	True	False
wh2_main_unit_passive_martial_mastery	-1	-1	-1	0	True	0	0	True	-1		False	False	False	0		False	0	True	4509	0				0	0	wh_abilities_generic_buff					0					vo_battle_special_ability_generic_response	0	0				False	False	True	False
wh2_main_unit_passive_martial_prowess	-1	-1	-1	0	True	0	0	True	-1		False	False	False	0		False	0	True	4527	0				0	0	wh_abilities_generic_buff					0					vo_battle_special_ability_generic_response	0	0				False	False	True	False
wh2_main_unit_passive_primal_instincts	-1	-1	-1	0	True	0	0	False	-1		False	False	False	0		False	0	True	1190668248	0				0	0						0					vo_battle_special_ability_spell_cast_negative	0	0				False	False	True	False
wh2_main_unit_passive_rebirth	-1	-1	-1	0	True	0	0	False	-1		False	False	False	0		True	0	True	4548	0				0	0	wh_abilities_generic_regeneration_no_ring					0.5	wh2_main_rebirth_miscast				vo_battle_special_ability_generic_response	0	86				False	False	False	False
wh2_main_unit_passive_scurry_away	-1	-1	-1	0	True	0	0	False	-1		False	False	False	0		False	0	True	571363808	0				0	0	wh_abilities_generic_buff_no_ring					0					vo_battle_special_ability_generic_response	0	0				False	False	True	False
wh2_main_unit_passive_strength_in_numbers	-1	-1	-1	0	True	0	0	False	-1		False	False	False	0		False	0	True	4528	0				0	0	wh_abilities_generic_buff					0					vo_battle_special_ability_generic_response	0	0				False	False	True	False
wh2_main_unit_passive_the_rats_emerge	-1	-1	1	0	True	0	0	False	-1		False	False	False	0		False	0	True	2137270629	0		wh2_main_skv_inf_skavenslave_spearmen_0_summoned		0	0	wh_abilities_generic_buff_no_ring		wh2_main_unit_passive_the_rats_emerge			0					vo_battle_special_ability_generic_response	78	78		unit_position		False	False	True	False
wh2_main_unit_passive_too_horrible_to_die	-1	-1	-1	0	True	0	0	False	-1		False	False	False	0		True	0	True	1237052827	0				0	0	wh_abilities_generic_regeneration_no_ring					0.5	wh2_main_rebirth_miscast				vo_battle_special_ability_generic_response	0	86				False	False	False	False
wh2_main_unit_passive_unbinding_clanrats	-1	-1	-1	0	True	0	0	False	-1		False	False	False	0		False	0	True	1492735394	0				0	0						0					vo_battle_special_ability_generic_response	0	0				False	False	True	False
wh2_main_unit_passive_unbinding_clanrats_small	-1	-1	-1	0	True	0	0	False	-1		False	False	False	0		False	0	True	708855627	0				0	0						0					vo_battle_special_ability_generic_response	0	0				False	False	True	False
wh2_main_unit_passive_unbinding_great_eagle	-1	-1	-1	0	True	0	0	False	-1		False	False	False	0		False	0	True	338056676	0				0	0						0					vo_battle_special_ability_generic_response	0	0				False	False	True	False
wh2_main_unit_passive_unbinding_plague_monks	-1	-1	-1	0	True	0	0	False	-1		False	False	False	0		False	0	True	1826270892	0				0	0						0					vo_battle_special_ability_generic_response	0	0				False	False	True	False
wh2_main_unit_passive_unbinding_skaven_slaves	-1	-1	-1	0	True	0	0	False	-1		False	False	False	0		False	0	True	1508903059	0				0	0						0					vo_battle_special_ability_generic_response	0	0				False	False	True	False
wh2_main_unit_passive_unbinding_skink_priest	-1	-1	-1	0	True	0	0	False	-1		False	False	False	0		False	0	True	1444140868	0				0	0						0					vo_battle_special_ability_generic_response	0	0				False	False	True	False
wh2_main_weapon_abilities_bow_of_the_seafarer	-1	90	3	0	False	0	0	False	60	wh2_main_weapon_abilities_bow_of_the_seafarer	False	True	False	350		True	1	False	4452	0			cast_forward_short	0	40	wh_spell_generic_missile	wh_spell_generic_missile				0		projectile	wh_group_item		vo_battle_special_ability_generic_response	0	158				False	False	True	False
wh2_main_weapon_abilities_dwarf_gouger	46	135	-1	0	True	0	0	False	90		False	False	False	0		False	0	False	4443	0				0	0	wh_abilities_generic_buff_no_ring					0		augment_melee	wh_group_weapon_sharp		vo_battle_special_ability_generic_response	244	0				False	False	True	False
wh2_main_weapon_abilities_hydra_blade	30	135	-1	0	True	0	0	False	90		False	False	False	0		False	0	False	4454	0				0	0	wh_abilities_generic_buff_no_ring					0		augment_melee	wh_group_weapon_sharp		vo_battle_special_ability_generic_response	244	0				False	False	True	False
wh2_main_weapon_abilities_sunfang	17	135	-1	0	False	0	0	False	0		False	True	True	100		False	0	False	4424	0				0	10	wh_abilities_generic_breath	wh_abilities_generic_breath			wh2_main_weapon_abilities_sunfang	0		vortex_breath	wh_group_mount_generic		vo_battle_special_ability_spell_cast_negative	81	164				False	False	True	False
wh2_main_weapon_abilities_sword_of_teclis	41	135	-1	0	True	0	0	False	90		False	False	False	0		False	0	False	4430	0				0	0	wh_abilities_generic_buff_no_ring					0		augment_melee	wh_group_weapon_sharp		vo_battle_special_ability_generic_response	240	0				False	False	True	False
wh2_main_weapon_abilities_web_of_shadows	17	0	1	30	False	0	-1	True	30		False	False	False	0		False	0	False	4469	0				0	0	wh_abilities_generic_direct_damage	wh_abilities_generic_direct_damage	wh_abilities_generic_direct_damage_active			0		hex_melee_area	wh_group_weapon_sharp		vo_battle_special_ability_generic_response	0	82				False	False	True	False
wh2_main_weapon_bound_reaver_bow	-1	90	3	0	False	0	0	False	60	wh2_main_weapon_bound_reaver_bow	False	True	False	200		False	1	False	4557	0			cast_forward_short	0	0	wh_spell_generic_missiles	wh_spell_generic_missiles				0		projectile	wh_group_magic_wand		vo_battle_special_ability_generic_response	0	153				False	False	True	False
wh2_main_weapon_bound_winged_staff	7	45	4	30	False	0	-1	True	30		False	True	True	100		False	0	False	4561	0				0	0	wh_abilities_generic_direct_damage	wh_abilities_generic_direct_damage	wh_abilities_generic_direct_damage_active			0		aoe	wh_group_magic_wand		vo_battle_special_ability_spell_cast_negative	38	38				False	False	True	False
wh2_main_weapon_passive_chillblade	-1	-1	-1	40	False	0	-1	True	-1		False	False	False	0		False	0	True	4459	0				0	0	wh_abilities_generic_debuff					0					vo_battle_special_ability_spell_cast_negative	111	55				False	False	True	False
wh2_main_weapon_passive_destroyer	-1	-1	-1	40	False	0	-1	True	-1		False	False	False	0		False	0	True	4264	0				0	0	wh_abilities_generic_debuff					0					vo_battle_special_ability_generic_response	240	0				False	False	True	False
wh2_main_weapon_passive_heartrender_and_the_darksword	-1	-1	-1	40	False	0	-1	True	-1		False	False	False	0		False	0	True	4433	0				0	0	wh_abilities_generic_debuff					0					vo_battle_special_ability_spell_cast_negative	162	80				False	False	True	False
wh_dlc01_banner_passive_blasted_standard	-1	-1	-1	40	True	-1	0	True	-1		False	False	False	0		False	0	True	2457	0				0	0	wh_abilities_generic_buff					0					vo_battle_special_ability_generic_response	0	81				False	False	True	False
wh_dlc01_item_passive_helm_of_many_eyes	-1	-1	-1	40	True	-1	0	True	-1		False	False	False	0		False	0	True	2454	0				0	0	wh_abilities_generic_buff					0					vo_battle_special_ability_generic_response	162	0				False	False	True	False
wh_dlc01_item_passive_the_crown_of_domination	-1	-1	-1	40	True	-1	0	True	-1		False	False	False	0		False	0	True	2026	0				0	0	wh_abilities_generic_buff					0					vo_battle_special_ability_generic_response	120	120				False	False	True	False
wh_dlc01_unit_passive_unbinding_chaos_spawn	-1	-1	-1	0	True	0	0	False	-1		False	False	False	0		False	0	True	3825	0				0	0						0					vo_battle_special_ability_generic_response	0	0				False	False	True	False
wh_dlc01_weapon_abilities_starcrusher	46	135	-1	0	True	0	0	False	90		False	False	False	0		False	0	False	2449	0				0	0	wh_abilities_generic_buff_no_ring					0		augment_melee	wh_group_weapon_blunt		vo_battle_special_ability_generic_response	238	0				False	False	True	False
wh_dlc01_weapon_abilities_sword_of_change	11	90	1	0	False	1	0	False	0		True	False	True	60		False	0	False	2452	0		wh_main_chs_mon_chaos_spawn_summoned		0	0						0		threatened	wh_group_weapon_sharp		vo_battle_special_ability_spell_cast_positive	81	81			wh_main_targeting_pre_spawn_solo_ui_central	False	False	True	False
wh_dlc01_weapon_abilities_the_slayer_of_kings	34	135	-1	0	True	0	0	False	0		False	False	False	0		False	0	False	811	0				0	0	wh_abilities_generic_buff_no_ring					0		augment_melee	wh_group_weapon_sharp		vo_battle_special_ability_generic_response	235	0				False	False	True	False
wh_dlc01_weapon_passive_auric_armour	-1	-1	-1	0	True	0	0	False	-1		False	False	False	0		False	0	True	694	0				0	0	wh_abilities_generic_regeneration_no_ring					0					vo_battle_special_ability_generic_response	120	120				False	False	True	False
wh_dlc02_unit_passive_the_flag_of_blood_keep	-1	-1	-1	0	True	0	0	False	-1		False	False	False	0		False	0	True	3387	0				0	0						0					vo_battle_special_ability_generic_response	36	36				False	False	True	False
wh_dlc03_banner_passive_manbane_standard	-1	-1	-1	40	False	0	-1	True	-1		False	False	False	0		False	0	True	2754	0				0	0	wh_abilities_generic_debuff					0					vo_battle_special_ability_generic_response	40	40				False	False	True	False
wh_dlc03_banner_passive_slug_skin	-1	-1	-1	0	True	0	0	False	-1		False	False	False	0		False	0	True	2791	0				0	0						0					vo_battle_special_ability_generic_response	79	0				False	False	True	False
wh_dlc03_banner_passive_totem_of_rust	-1	-1	-1	40	False	0	-1	True	-1		False	False	False	0		False	0	True	2762	0				0	0	wh_abilities_generic_debuff					0					vo_battle_special_ability_generic_response	41	41				False	False	True	False
wh_dlc03_character_abilities_apocalyptic_vision	14	90	-1	40	True	-1	0	False	60		False	False	False	0		False	0	False	2894	0				0	0	wh_abilities_generic_buff					0		augment_melee_morale_area	wh_group_character		vo_battle_special_ability_generic_response	121	40				False	False	True	False
wh_dlc03_character_abilities_blood_lust	31	45	-1	0	False	1	0	False	30		True	False	False	100		False	0	False	3428	0				0	0						0		augment_melee			vo_battle_special_ability_generic_response	82	0				False	False	True	True
wh_dlc03_character_abilities_call_of_violence	10	45	-1	40	True	-1	0	True	30		False	False	False	0		False	0	False	2890	0				0	0	wh_abilities_generic_buff	wh_abilities_generic_buff	wh_abilities_generic_buff			0		augment_morale_area	wh_group_character		vo_battle_special_ability_spell_cast_positive	40	40				False	False	True	False
wh_dlc03_character_abilities_deadly_onslaught	29	90	-1	0	True	0	0	False	60		False	False	False	0		False	0	False	3491	0				0	0	wh_abilities_generic_buff_no_ring					0		augment_melee	wh_group_character		vo_battle_special_ability_generic_response	158	0				False	False	True	False
wh_dlc03_character_abilities_foe_seeker	25	45	-1	0	True	0	0	False	30		False	False	False	0		False	0	False	3503	0				0	0	wh_abilities_generic_buff_no_ring					0		augment_melee	wh_group_character		vo_battle_special_ability_generic_response	40	40				False	False	True	False
wh_dlc03_hero_passive_something_wicked_this_way_comes	-1	-1	-1	40	False	0	-1	True	-1		False	False	False	0		False	0	True	2728	0				0	0						0					vo_battle_special_ability_generic_response	40	40				False	False	True	False
wh_dlc03_hero_passive_strength_of_the_land_i	-1	-1	-1	30	True	-1	0	True	-1		False	False	False	0		False	0	True	3343	0				0	0	wh_abilities_generic_buff					0					vo_battle_special_ability_generic_response	81	0				False	False	True	False
wh_dlc03_hero_passive_strength_of_the_land_ii	-1	-1	-1	30	True	-1	0	True	-1		False	False	False	0		False	0	True	3350	0				0	0	wh_abilities_generic_buff					0					vo_battle_special_ability_generic_response	162	0				False	False	True	False
wh_dlc03_hero_passive_strength_of_the_land_iii	-1	-1	-1	30	True	-1	0	True	-1		False	False	False	0		False	0	True	3351	0				0	0	wh_abilities_generic_buff					0					vo_battle_special_ability_generic_response	233	0				False	False	True	False
wh_dlc03_hero_passive_strength_of_the_land_iv	-1	-1	-1	30	True	-1	0	True	-1		False	False	False	0		False	0	True	3360	0				0	0	wh_abilities_generic_buff					0					vo_battle_special_ability_generic_response	243	0				False	False	True	False
wh_dlc03_hero_passive_the_unrelenting_warherd_i	-1	-1	-1	30	True	-1	0	True	-1		False	False	False	0		False	0	True	3362	0				0	0	wh_abilities_generic_buff					0					vo_battle_special_ability_generic_response	81	0				False	False	True	False
wh_dlc03_hero_passive_the_unrelenting_warherd_ii	-1	-1	-1	30	True	-1	0	True	-1		False	False	False	0		False	0	True	3370	0				0	0	wh_abilities_generic_buff					0					vo_battle_special_ability_generic_response	162	0				False	False	True	False
wh_dlc03_hero_passive_the_unrelenting_warherd_iii	-1	-1	-1	30	True	-1	0	True	-1		False	False	False	0		False	0	True	3372	0				0	0	wh_abilities_generic_buff					0					vo_battle_special_ability_generic_response	233	0				False	False	True	False
wh_dlc03_hero_passive_the_unrelenting_warherd_iv	-1	-1	-1	30	True	-1	0	True	-1		False	False	False	0		False	0	True	3381	0				0	0	wh_abilities_generic_buff					0					vo_battle_special_ability_generic_response	240	0				False	False	True	False
wh_dlc03_hero_passive_unholy_power	-1	-1	-1	0	True	0	0	True	-1		False	False	False	0		False	0	True	2738	0				0	0	wh_abilities_generic_buff_wom_no_ring					0					vo_battle_special_ability_generic_response	0	79				False	False	True	False
wh_dlc03_item_abilities_chalice_of_dark_rain	89	90	-1	40	False	0	-1	False	60		False	True	True	200		False	0	False	2766	0				0	0	wh_abilities_generic_debuff	wh_abilities_generic_debuff				0		hex_ranged_area	wh_group_item		vo_battle_special_ability_spell_cast_negative	32	160				False	False	True	False
wh_dlc03_item_abilities_hagtree_fetish	29	0	1	0	True	0	0	False	30		False	False	False	0		False	0	False	2770	0				0	0						0		augment_spellcasting	wh_group_item		vo_battle_special_ability_spell_cast_negative	0	81				False	False	True	False
wh_dlc03_item_abilities_horn_of_the_first_beast	31	135	-1	55	True	-1	0	False	0		False	False	False	0		False	0	False	2843	0				0	0	wh_abilities_generic_buff					0		augment_melee_area	wh_group_item		vo_battle_special_ability_spell_cast_negative	237	0				False	False	True	False
wh_dlc03_item_abilities_jagged_dagger	17	45	-1	0	True	0	0	False	0		False	False	False	0		False	0	False	2777	0				0	0	wh_abilities_generic_buff_wom_no_ring					0		augment_spellcasting	wh_group_item		vo_battle_special_ability_spell_cast_negative	40	40				False	False	True	False
