agent_uniforms_tables
9
filename	uniform_name	battle_filename	campaign_porthole_filename	unknown4
wh_dlc06_grn_ch_skarsnik	wh_dlc06_uniform_grn_skarsnik	wh_dlc06_grn_ch_skarsnik	wh_dlc06_grn_ch_skarsnik	False
wh_dlc06_grn_ch_wurrzag	wh_dlc06_uniform_grn_wurrzag	wh_dlc06_grn_ch_wurrzag	wh_dlc06_grn_ch_wurrzag	False
wh_dlc06_dwf_ch_master_engineer_ghost	wh_dlc06_uniforn_dwf_master_engineer_ghost_01	wh_dlc06_dwf_ch_master_engineer_ghost	wh_dlc06_dwf_ch_master_engineer_ghost	False
wh_dlc06_dwf_ch_runesmith_ghost	wh_dlc06_uniforn_dwf_runesmith_ghost_01	wh_dlc06_dwf_ch_runesmith_ghost	wh_dlc06_dwf_ch_runesmith_ghost	False
wh_dlc06_dwf_ch_thane_ghost_01	wh_dlc06_uniforn_dwf_thane_ghost_01	wh_dlc06_dwf_ch_thane_ghost_01	wh_dlc06_dwf_ch_thane_ghost_01	False
wh_dlc06_dwf_ch_thane_ghost_02	wh_dlc06_uniforn_dwf_thane_ghost_02	wh_dlc06_dwf_ch_thane_ghost_02	wh_dlc06_dwf_ch_thane_ghost_02	False
wh_dlc07_brt_alberic_bordeleaux	wh_dlc07_brt_alberic_bordeleaux	wh_dlc07_brt_alberic_bordeleaux	wh_dlc07_brt_alberic_bordeleaux	False
wh_dlc07_brt_ch_fay_enchantress	wh_dlc07_uniform_brt_fay_enchantress	wh_dlc07_brt_ch_fay_enchantress	wh_dlc07_brt_ch_fay_enchantress	False
wh_dlc07_brt_ch_green_knight	wh_dlc07_uniform_brt_green_knight	wh_dlc07_brt_ch_green_knight	wh_dlc07_brt_ch_green_knight	False
wh_dlc07_brt_prophetess_campaign_01	wh_dlc07_uniform_brt_prophetess_01	wh_dlc07_brt_prophetess_campaign_01	wh_dlc07_brt_prophetess_campaign_01	False
wh_dlc07_brt_prophetess_campaign_02	wh_dlc07_uniform_brt_prophetess_02	wh_dlc07_brt_prophetess_campaign_02	wh_dlc07_brt_prophetess_campaign_02	False
wh_dlc07_brt_prophetess_campaign_03	wh_dlc07_uniform_brt_prophetess_03	wh_dlc07_brt_prophetess_campaign_03	wh_dlc07_brt_prophetess_campaign_03	False
wh_dlc07_brt_prophetess_campaign_04	wh_dlc07_uniform_brt_prophetess_04	wh_dlc07_brt_prophetess_campaign_04	wh_dlc07_brt_prophetess_campaign_04	False
campaign_brt_ship_agent	wh_main_campaign_brt_ship_agent		campaign_brt_ship_agent	False
campaign_brt_ship_heavy	wh_main_campaign_brt_ship_heavy		campaign_brt_ship_heavy	False
campaign_brt_ship_light	wh_main_campaign_brt_ship_light		campaign_brt_ship_light	False
campaign_brt_ship_transport	wh_main_campaign_brt_ship_transport		campaign_brt_ship_transport	False
campaign_chs_ship_agent	wh_main_campaign_chs_ship_agent		campaign_chs_ship_agent	False
campaign_chs_ship_heavy	wh_main_campaign_chs_ship_heavy		campaign_chs_ship_heavy	False
campaign_chs_ship_light	wh_main_campaign_chs_ship_light		campaign_chs_ship_light	False
campaign_chs_ship_transport	wh_main_campaign_chs_ship_transport		campaign_chs_ship_transport	False
campaign_dwf_ship_agent	wh_main_campaign_dwf_ship_agent		campaign_dwf_ship_agent	False
campaign_dwf_ship_heavy	wh_main_campaign_dwf_ship_heavy		campaign_dwf_ship_heavy	False
campaign_dwf_ship_light	wh_main_campaign_dwf_ship_light		campaign_dwf_ship_light	False
campaign_dwf_ship_transport	wh_main_campaign_dwf_ship_transport		campaign_dwf_ship_transport	False
campaign_emp_ship_agent	wh_main_campaign_emp_ship_agent		campaign_emp_ship_agent	False
campaign_emp_ship_heavy	wh_main_campaign_emp_ship_heavy		campaign_emp_ship_heavy	False
campaign_emp_ship_light	wh_main_campaign_emp_ship_light		campaign_emp_ship_light	False
campaign_emp_ship_transport	wh_main_campaign_emp_ship_transport		campaign_emp_ship_transport	False
campaign_grn_ship_agent	wh_main_campaign_grn_ship_agent		campaign_grn_ship_agent	False
campaign_grn_ship_heavy	wh_main_campaign_grn_ship_heavy		campaign_grn_ship_heavy	False
campaign_grn_ship_light	wh_main_campaign_grn_ship_light		campaign_grn_ship_light	False
campaign_grn_ship_transport	wh_main_campaign_grn_ship_transport		campaign_grn_ship_transport	False
campaign_vmp_ship_agent	wh_main_campaign_vmp_ship_agent		campaign_vmp_ship_agent	False
campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy		campaign_vmp_ship_heavy	False
campaign_vmp_ship_light	wh_main_campaign_vmp_ship_light		campaign_vmp_ship_light	False
campaign_vmp_ship_transport	wh_main_campaign_vmp_ship_transport		campaign_vmp_ship_transport	False
wh_campaign_grn_orc_warboss_boar_chariot	wh_main_grn_orc_warboss_boar_chariot		wh_campaign_grn_orc_warboss_boar_chariot	False
wh_brt_ch_damsel_campaign_01	wh_main_uniform_brt_damsel_campaign_01	wh_brt_ch_damsel_campaign_01	wh_brt_ch_damsel_campaign_01	False
wh_brt_ch_damsel_campaign_02	wh_main_uniform_brt_damsel_campaign_02	wh_brt_ch_damsel_campaign_02	wh_brt_ch_damsel_campaign_02	False
wh_brt_ch_lords_campaign_01	wh_main_uniform_brt_lord_campaign_01	wh_brt_ch_lords_campaign_01	wh_brt_ch_lords_campaign_01	False
wh_brt_ch_lords_campaign_02	wh_main_uniform_brt_lord_campaign_02	wh_brt_ch_lords_campaign_02	wh_brt_ch_lords_campaign_02	False
wh_brt_ch_lords_campaign_03	wh_main_uniform_brt_lord_campaign_03	wh_brt_ch_lords_campaign_03	wh_brt_ch_lords_campaign_03	False
wh_brt_ch_lords_campaign_04	wh_main_uniform_brt_lord_campaign_04	wh_brt_ch_lords_campaign_04	wh_brt_ch_lords_campaign_04	False
wh_brt_ch_king_louen_leoncoeur	wh_main_uniform_brt_louen_leoncoeur	wh_brt_ch_king_louen_leoncoeur	wh_brt_ch_king_louen_leoncoeur	False
wh_brt_ch_paladin_campaign_01	wh_main_uniform_brt_paladin_campaign_01	wh_brt_ch_paladin_campaign_01	wh_brt_ch_paladin_campaign_01	False
wh_brt_ch_paladin_campaign_02	wh_main_uniform_brt_paladin_campaign_02	wh_brt_ch_paladin_campaign_02	wh_brt_ch_paladin_campaign_02	False
wh_brt_ch_paladin_campaign_03	wh_main_uniform_brt_paladin_campaign_03	wh_brt_ch_paladin_campaign_03	wh_brt_ch_paladin_campaign_03	False
wh_brt_ch_paladin_campaign_04	wh_main_uniform_brt_paladin_campaign_04	wh_brt_ch_paladin_campaign_04	wh_brt_ch_paladin_campaign_04	False
wh_chs_ch_archaon	wh_main_uniform_chs_archaon	wh_chs_ch_archaon	wh_chs_ch_archaon	False
wh_chs_ch_exalted_hero_campaign_01	wh_main_uniform_chs_exalted_hero_campaign_01	wh_chs_ch_exalted_hero_campaign_01	wh_chs_ch_exalted_hero_campaign_01	False
wh_chs_ch_exalted_hero_campaign_02	wh_main_uniform_chs_exalted_hero_campaign_02	wh_chs_ch_exalted_hero_campaign_02	wh_chs_ch_exalted_hero_campaign_02	False
wh_chs_ch_exalted_hero_campaign_03	wh_main_uniform_chs_exalted_hero_campaign_03	wh_chs_ch_exalted_hero_campaign_03	wh_chs_ch_exalted_hero_campaign_03	False
wh_chs_ch_exalted_hero_campaign_04	wh_main_uniform_chs_exalted_hero_campaign_04	wh_chs_ch_exalted_hero_campaign_04	wh_chs_ch_exalted_hero_campaign_04	False
wh_chs_ch_exalted_hero_campaign_05	wh_main_uniform_chs_exalted_hero_campaign_05	wh_chs_ch_exalted_hero_campaign_05	wh_chs_ch_exalted_hero_campaign_05	False
wh_chs_ch_kholek_suneater	wh_main_uniform_chs_kholek_suneater	wh_chs_ch_kholek_suneater	wh_chs_ch_kholek_suneater	False
wh_chs_ch_chaos_lord_campaign_01	wh_main_uniform_chs_lord_campaign_01	wh_chs_ch_chaos_lord_campaign_01	wh_chs_ch_chaos_lord_campaign_01	False
wh_chs_ch_chaos_lord_campaign_02	wh_main_uniform_chs_lord_campaign_02	wh_chs_ch_chaos_lord_campaign_02	wh_chs_ch_chaos_lord_campaign_02	False
wh_chs_ch_chaos_lord_campaign_03	wh_main_uniform_chs_lord_campaign_03	wh_chs_ch_chaos_lord_campaign_03	wh_chs_ch_chaos_lord_campaign_03	False
wh_chs_ch_lord_of_change	wh_main_uniform_chs_lord_of_change	wh_chs_ch_lord_of_change	wh_chs_ch_lord_of_change	False
wh_chs_ch_sigvald	wh_main_uniform_chs_prince_sigvald	wh_chs_ch_sigvald	wh_chs_ch_sigvald	False
wh_chs_ch_sorcerer_campaign_01	wh_main_uniform_chs_sorcerer_campaign_01	wh_chs_ch_sorcerer_campaign_01	wh_chs_ch_sorcerer_campaign_01	False
wh_chs_ch_sorcerer_campaign_02	wh_main_uniform_chs_sorcerer_campaign_02	wh_chs_ch_sorcerer_campaign_02	wh_chs_ch_sorcerer_campaign_02	False
wh_chs_ch_sorcerer_campaign_03	wh_main_uniform_chs_sorcerer_campaign_03	wh_chs_ch_sorcerer_campaign_03	wh_chs_ch_sorcerer_campaign_03	False
wh_chs_ch_sorcerer_campaign_04	wh_main_uniform_chs_sorcerer_campaign_04	wh_chs_ch_sorcerer_campaign_04	wh_chs_ch_sorcerer_campaign_04	False
wh_chs_ch_sorcerer_lord_campaign_01	wh_main_uniform_chs_sorcerer_lord_campaign_01	wh_chs_ch_sorcerer_lord_campaign_01	wh_chs_ch_sorcerer_lord_campaign_01	False
wh_chs_ch_sorcerer_lord_campaign_02	wh_main_uniform_chs_sorcerer_lord_campaign_02	wh_chs_ch_sorcerer_lord_campaign_02	wh_chs_ch_sorcerer_lord_campaign_02	False
wh_chs_ch_sorcerer_lord_campaign_03	wh_main_uniform_chs_sorcerer_lord_campaign_03	wh_chs_ch_sorcerer_lord_campaign_03	wh_chs_ch_sorcerer_lord_campaign_03	False
wh_chs_ch_sorcerer_lord_campaign_04	wh_main_uniform_chs_sorcerer_lord_campaign_04	wh_chs_ch_sorcerer_lord_campaign_04	wh_chs_ch_sorcerer_lord_campaign_04	False
wh_dwf_ch_lord_campaign_01	wh_main_uniform_dwf_lord_campaign_01	wh_dwf_ch_lord_campaign_01	wh_dwf_ch_lord_campaign_01	False
wh_dwf_ch_lord_campaign_02	wh_main_uniform_dwf_lord_campaign_02	wh_dwf_ch_lord_campaign_02	wh_dwf_ch_lord_campaign_02	False
wh_dwf_ch_lord_campaign_03	wh_main_uniform_dwf_lord_campaign_03	wh_dwf_ch_lord_campaign_03	wh_dwf_ch_lord_campaign_03	False
wh_dwf_ch_lord_campaign_04	wh_main_uniform_dwf_lord_campaign_04	wh_dwf_ch_lord_campaign_04	wh_dwf_ch_lord_campaign_04	False
wh_dwf_ch_lord_campaign_05	wh_main_uniform_dwf_lord_campaign_05	wh_dwf_ch_lord_campaign_05	wh_dwf_ch_lord_campaign_05	False
wh_dwf_ch_master_engineer_campaign_01	wh_main_uniform_dwf_master_engineer_campaign_01	wh_dwf_ch_master_engineer_campaign_01	wh_dwf_ch_master_engineer_campaign_01	False
wh_dwf_ch_master_engineer_campaign_02	wh_main_uniform_dwf_master_engineer_campaign_02	wh_dwf_ch_master_engineer_campaign_02	wh_dwf_ch_master_engineer_campaign_02	False
wh_dwf_ch_runesmith_campaign_01	wh_main_uniform_dwf_runesmith_campaign_01	wh_dwf_ch_runesmith_campaign_01	wh_dwf_ch_runesmith_campaign_01	False
wh_dwf_ch_runesmith_campaign_02	wh_main_uniform_dwf_runesmith_campaign_02	wh_dwf_ch_runesmith_campaign_02	wh_dwf_ch_runesmith_campaign_02	False
wh_dwf_ch_runesmith_campaign_03	wh_main_uniform_dwf_runesmith_campaign_03	wh_dwf_ch_runesmith_campaign_03	wh_dwf_ch_runesmith_campaign_03	False
wh_dwf_ch_runesmith_campaign_04	wh_main_uniform_dwf_runesmith_campaign_04	wh_dwf_ch_runesmith_campaign_04	wh_dwf_ch_runesmith_campaign_04	False
wh_dwf_ch_runesmith_campaign_05	wh_main_uniform_dwf_runesmith_campaign_05	wh_dwf_ch_runesmith_campaign_05	wh_dwf_ch_runesmith_campaign_05	False
wh_dwf_ch_thane_campaign_01	wh_main_uniform_dwf_thane_campaign_01	wh_dwf_ch_thane_campaign_01	wh_dwf_ch_thane_campaign_01	False
wh_dwf_ch_thane_campaign_02	wh_main_uniform_dwf_thane_campaign_02	wh_dwf_ch_thane_campaign_02	wh_dwf_ch_thane_campaign_02	False
wh_dwf_ch_thane_campaign_03	wh_main_uniform_dwf_thane_campaign_03	wh_dwf_ch_thane_campaign_03	wh_dwf_ch_thane_campaign_03	False
wh_dwf_ch_thorgrim	wh_main_uniform_dwf_thorgrim_grudgebearer	wh_dwf_ch_thorgrim	wh_dwf_ch_thorgrim	False
wh_dwf_ch_ungrim	wh_main_uniform_dwf_ungrim_ironfist	wh_dwf_ch_ungrim	wh_dwf_ch_ungrim	False
wh_emp_ch_balthasar	wh_main_uniform_emp_balthasar_gelt	wh_emp_ch_balthasar	wh_emp_ch_balthasar	False
wh_emp_ch_wizard_fire_campaign_01	wh_main_uniform_emp_bright_wizard_campaign_01	wh_emp_ch_wizard_fire_campaign_01	wh_emp_ch_wizard_fire_campaign_01	False
wh_emp_ch_wizard_fire_campaign_02	wh_main_uniform_emp_bright_wizard_campaign_02	wh_emp_ch_wizard_fire_campaign_02	wh_emp_ch_wizard_fire_campaign_02	False
wh_emp_ch_wizard_fire_campaign_03	wh_main_uniform_emp_bright_wizard_campaign_03	wh_emp_ch_wizard_fire_campaign_03	wh_emp_ch_wizard_fire_campaign_03	False
wh_emp_ch_captains_campaign_01	wh_main_uniform_emp_captain_campaign_01	wh_emp_ch_captains_campaign_01	wh_emp_ch_captains_campaign_01	False
wh_emp_ch_captains_campaign_02	wh_main_uniform_emp_captain_campaign_02	wh_emp_ch_captains_campaign_02	wh_emp_ch_captains_campaign_02	False
wh_emp_ch_wizard_heavens	wh_main_uniform_emp_celestial_wizard	wh_emp_ch_wizard_heavens	wh_emp_ch_wizard_heavens	False
wh_emp_ch_generals_campaign_01	wh_main_uniform_emp_general_campaign_01	wh_emp_ch_generals_campaign_01	wh_emp_ch_generals_campaign_01	False
wh_emp_ch_generals_campaign_02	wh_main_uniform_emp_general_campaign_02	wh_emp_ch_generals_campaign_02	wh_emp_ch_generals_campaign_02	False
wh_emp_ch_generals_campaign_03	wh_main_uniform_emp_general_campaign_03	wh_emp_ch_generals_campaign_03	wh_emp_ch_generals_campaign_03	False
wh_emp_ch_generals_campaign_04	wh_main_uniform_emp_general_campaign_04	wh_emp_ch_generals_campaign_04	wh_emp_ch_generals_campaign_04	False
wh_emp_ch_generals_campaign_05	wh_main_uniform_emp_general_campaign_05	wh_emp_ch_generals_campaign_05	wh_emp_ch_generals_campaign_05	False
wh_emp_ch_karl_2h_hammer	wh_main_uniform_emp_karl_franz	wh_emp_ch_karl_2h_hammer	wh_emp_ch_karl	False
wh_emp_ch_karl	wh_main_uniform_emp_karl_franz_mounted	wh_emp_ch_karl	wh_emp_ch_karl	False
wh_emp_ch_wizard_light_campaign_01	wh_main_uniform_emp_light_wizard_campaign_01	wh_emp_ch_wizard_light_campaign_01	wh_emp_ch_wizard_light_campaign_01	False
wh_emp_ch_wizard_light_campaign_02	wh_main_uniform_emp_light_wizard_campaign_02	wh_emp_ch_wizard_light_campaign_02	wh_emp_ch_wizard_light_campaign_02	False
wh_emp_ch_wizard_light_campaign_03	wh_main_uniform_emp_light_wizard_campaign_03	wh_emp_ch_wizard_light_campaign_03	wh_emp_ch_wizard_light_campaign_03	False
wh_emp_ch_warrior_priest_campaign_01	wh_main_uniform_emp_warrior_priest_campaign_01	wh_emp_ch_warrior_priest_campaign_01	wh_emp_ch_warrior_priest_campaign_01	False
wh_emp_ch_warrior_priest_campaign_02	wh_main_uniform_emp_warrior_priest_campaign_02	wh_emp_ch_warrior_priest_campaign_02	wh_emp_ch_warrior_priest_campaign_02	False
wh_emp_ch_warrior_priest_campaign_03	wh_main_uniform_emp_warrior_priest_campaign_03	wh_emp_ch_warrior_priest_campaign_03	wh_emp_ch_warrior_priest_campaign_03	False
wh_emp_ch_warrior_priest_campaign_04	wh_main_uniform_emp_warrior_priest_campaign_04	wh_emp_ch_warrior_priest_campaign_04	wh_emp_ch_warrior_priest_campaign_04	False
wh_emp_ch_witch_hunter_campaign_01	wh_main_uniform_emp_witch_hunter_campaign_01	wh_emp_ch_witch_hunter_campaign_01	wh_emp_ch_witch_hunter_campaign_01	False
wh_emp_ch_witch_hunter_campaign_02	wh_main_uniform_emp_witch_hunter_campaign_02	wh_emp_ch_witch_hunter_campaign_02	wh_emp_ch_witch_hunter_campaign_02	False
wh_emp_ch_witch_hunter_campaign_03	wh_main_uniform_emp_witch_hunter_campaign_03	wh_emp_ch_witch_hunter_campaign_03	wh_emp_ch_witch_hunter_campaign_03	False
wh_emp_ch_witch_hunter_campaign_04	wh_main_uniform_emp_witch_hunter_campaign_04	wh_emp_ch_witch_hunter_campaign_04	wh_emp_ch_witch_hunter_campaign_04	False
wh_emp_ch_witch_hunter_campaign_05	wh_main_uniform_emp_witch_hunter_campaign_05	wh_emp_ch_witch_hunter_campaign_05	wh_emp_ch_witch_hunter_campaign_05	False
wh_grn_ch_azhag	wh_main_uniform_grn_azhag_the_slaughterer	wh_grn_ch_azhag	wh_grn_ch_azhag	False
wh_grn_ch_goblin_bigboss_campaign_01	wh_main_uniform_grn_goblin_big_boss_campaign_01	wh_grn_ch_goblin_bigboss_campaign_01	wh_grn_ch_goblin_bigboss_campaign_01	False
wh_grn_ch_goblin_bigboss_campaign_02	wh_main_uniform_grn_goblin_big_boss_campaign_02	wh_grn_ch_goblin_bigboss_campaign_02	wh_grn_ch_goblin_bigboss_campaign_02	False
wh_grn_ch_goblin_bigboss_campaign_03	wh_main_uniform_grn_goblin_big_boss_campaign_03	wh_grn_ch_goblin_bigboss_campaign_03	wh_grn_ch_goblin_bigboss_campaign_03	False
wh_grn_ch_goblin_great_shaman_campaign_01	wh_main_uniform_grn_goblin_great_shaman_campaign_01	wh_grn_ch_goblin_great_shaman_campaign_01	wh_grn_ch_goblin_great_shaman_campaign_01	False
wh_grn_ch_goblin_great_shaman_campaign_02	wh_main_uniform_grn_goblin_great_shaman_campaign_02	wh_grn_ch_goblin_great_shaman_campaign_02	wh_grn_ch_goblin_great_shaman_campaign_02	False
wh_grn_ch_goblin_great_shaman_campaign_03	wh_main_uniform_grn_goblin_great_shaman_campaign_03	wh_grn_ch_goblin_great_shaman_campaign_03	wh_grn_ch_goblin_great_shaman_campaign_03	False
wh_grn_ch_goblin_great_shaman_campaign_04	wh_main_uniform_grn_goblin_great_shaman_campaign_04	wh_grn_ch_goblin_great_shaman_campaign_04	wh_grn_ch_goblin_great_shaman_campaign_04	False
wh_grn_ch_goblin_great_shaman_campaign_05	wh_main_uniform_grn_goblin_great_shaman_campaign_05	wh_grn_ch_goblin_great_shaman_campaign_05	wh_grn_ch_goblin_great_shaman_campaign_05	False
wh_grn_ch_goblin_great_shaman_campaign_06	wh_main_uniform_grn_goblin_great_shaman_campaign_06	wh_grn_ch_goblin_great_shaman_campaign_06	wh_grn_ch_goblin_great_shaman_campaign_06	False
wh_grn_ch_grimgor	wh_main_uniform_grn_grimgor_ironhide	wh_grn_ch_grimgor	wh_grn_ch_grimgor	False
wh_grn_ch_night_goblin_shaman_campaign_01	wh_main_uniform_grn_night_goblin_shaman_campaign_01	wh_grn_ch_night_goblin_shaman_campaign_01	wh_grn_ch_night_goblin_shaman_campaign_01	False
wh_grn_ch_night_goblin_shaman_campaign_02	wh_main_uniform_grn_night_goblin_shaman_campaign_02	wh_grn_ch_night_goblin_shaman_campaign_02	wh_grn_ch_night_goblin_shaman_campaign_02	False
wh_grn_ch_night_goblin_shaman_campaign_03	wh_main_uniform_grn_night_goblin_shaman_campaign_03	wh_grn_ch_night_goblin_shaman_campaign_03	wh_grn_ch_night_goblin_shaman_campaign_03	False
wh_grn_ch_night_goblin_shaman_campaign_04	wh_main_uniform_grn_night_goblin_shaman_campaign_04	wh_grn_ch_night_goblin_shaman_campaign_04	wh_grn_ch_night_goblin_shaman_campaign_04	False
wh_grn_ch_night_goblin_shaman_campaign_05	wh_main_uniform_grn_night_goblin_shaman_campaign_05	wh_grn_ch_night_goblin_shaman_campaign_05	wh_grn_ch_night_goblin_shaman_campaign_05	False
wh_grn_ch_night_goblin_shaman_campaign_06	wh_main_uniform_grn_night_goblin_shaman_campaign_06	wh_grn_ch_night_goblin_shaman_campaign_06	wh_grn_ch_night_goblin_shaman_campaign_06	False
wh_grn_ch_orc_shaman_campaign_01	wh_main_uniform_grn_orc_shaman_campaign_01	wh_grn_ch_orc_shaman_campaign_01	wh_grn_ch_orc_shaman_campaign_01	False
wh_grn_ch_orc_shaman_campaign_02	wh_main_uniform_grn_orc_shaman_campaign_02	wh_grn_ch_orc_shaman_campaign_02	wh_grn_ch_orc_shaman_campaign_02	False
wh_grn_ch_orc_shaman_campaign_03	wh_main_uniform_grn_orc_shaman_campaign_03	wh_grn_ch_orc_shaman_campaign_03	wh_grn_ch_orc_shaman_campaign_03	False
wh_grn_ch_orc_shaman_campaign_04	wh_main_uniform_grn_orc_shaman_campaign_04	wh_grn_ch_orc_shaman_campaign_04	wh_grn_ch_orc_shaman_campaign_04	False
wh_grn_ch_orc_warboss_campaign_01	wh_main_uniform_grn_orc_warboss_campaign_01	wh_grn_ch_orc_warboss_campaign_01	wh_grn_ch_orc_warboss_campaign_01	False
wh_grn_ch_orc_warboss_campaign_02	wh_main_uniform_grn_orc_warboss_campaign_02	wh_grn_ch_orc_warboss_campaign_02	wh_grn_ch_orc_warboss_campaign_02	False
wh_grn_ch_orc_warboss_campaign_03	wh_main_uniform_grn_orc_warboss_campaign_03	wh_grn_ch_orc_warboss_campaign_03	wh_grn_ch_orc_warboss_campaign_03	False
wh_grn_ch_orc_warboss_campaign_04	wh_main_uniform_grn_orc_warboss_campaign_04	wh_grn_ch_orc_warboss_campaign_04	wh_grn_ch_orc_warboss_campaign_04	False
wh_grn_ch_orc_warboss_campaign_05	wh_main_uniform_grn_orc_warboss_campaign_05	wh_grn_ch_orc_warboss_campaign_05	wh_grn_ch_orc_warboss_campaign_05	False
wh_emp_ch_captains_campaign_01	wh_main_uniform_ksl_captain	wh_emp_ch_captains_campaign_01	wh_emp_ch_captains_campaign_01	False
wh_ksl_ch_general	wh_main_uniform_ksl_general	wh_ksl_ch_general	wh_ksl_ch_general	False
wh_nor_ch_chaos_sorcerer	wh_main_uniform_nor_chaos_sorcerer	wh_nor_ch_chaos_sorcerer	wh_nor_ch_chaos_sorcerer	False
wh_chs_ch_sorcerer_lord_campaign_01	wh_main_uniform_nor_chaos_sorcerer_lord	wh_chs_ch_sorcerer_lord_campaign_01	wh_chs_ch_sorcerer_lord_campaign_01	False
wh_nor_ch_marauder_chieftain_campaign_01	wh_main_uniform_nor_marauder_chieftain_campaign_01	wh_nor_ch_marauder_chieftain_campaign_01	wh_nor_ch_marauder_chieftain_campaign_01	False
wh_nor_ch_marauder_chieftain_campaign_02	wh_main_uniform_nor_marauder_chieftain_campaign_02	wh_nor_ch_marauder_chieftain_campaign_02	wh_nor_ch_marauder_chieftain_campaign_02	False
wh_nor_ch_marauder_chieftain_campaign_03	wh_main_uniform_nor_marauder_chieftain_campaign_03	wh_nor_ch_marauder_chieftain_campaign_03	wh_nor_ch_marauder_chieftain_campaign_03	False
wh_nor_ch_marauder_chieftain_campaign_04	wh_main_uniform_nor_marauder_chieftain_campaign_04	wh_nor_ch_marauder_chieftain_campaign_04	wh_nor_ch_marauder_chieftain_campaign_04	False
wh_emp_ch_captains_campaign_01	wh_main_uniform_teb_captain	wh_emp_ch_captains_campaign_01	wh_emp_ch_captains_campaign_01	False
wh_teb_ch_general	wh_main_uniform_teb_general	wh_teb_ch_general	wh_teb_ch_general	False
wh_vmp_ch_banshee_campaign_01	wh_main_uniform_vmp_banshee_campaign_01	wh_vmp_ch_banshee_campaign_01	wh_vmp_ch_banshee_campaign_01	False
wh_vmp_ch_banshee_campaign_02	wh_main_uniform_vmp_banshee_campaign_02	wh_vmp_ch_banshee_campaign_02	wh_vmp_ch_banshee_campaign_02	False
wh_vmp_ch_banshee_campaign_03	wh_main_uniform_vmp_banshee_campaign_03	wh_vmp_ch_banshee_campaign_03	wh_vmp_ch_banshee_campaign_03	False
wh_vmp_ch_heinrich	wh_main_uniform_vmp_heinrich_kemmler	wh_vmp_ch_heinrich	wh_vmp_ch_heinrich	False
wh_vmp_ch_vampire_lords_campaign_01	wh_main_uniform_vmp_lord_campaign_01	wh_vmp_ch_vampire_lords_campaign_01	wh_vmp_ch_vampire_lords_campaign_01	False
wh_vmp_ch_vampire_lords_campaign_02	wh_main_uniform_vmp_lord_campaign_02	wh_vmp_ch_vampire_lords_campaign_02	wh_vmp_ch_vampire_lords_campaign_02	False
wh_vmp_ch_vampire_lords_campaign_03	wh_main_uniform_vmp_lord_campaign_03	wh_vmp_ch_vampire_lords_campaign_03	wh_vmp_ch_vampire_lords_campaign_03	False
wh_vmp_ch_vampire_lords_campaign_04	wh_main_uniform_vmp_lord_campaign_04	wh_vmp_ch_vampire_lords_campaign_04	wh_vmp_ch_vampire_lords_campaign_04	False
wh_vmp_ch_vampire_lords_campaign_05	wh_main_uniform_vmp_lord_campaign_05	wh_vmp_ch_vampire_lords_campaign_05	wh_vmp_ch_vampire_lords_campaign_05	False
wh_vmp_ch_mannfred	wh_main_uniform_vmp_mannfred_von_carstein	wh_vmp_ch_mannfred	wh_vmp_ch_mannfred	False
wh_vmp_ch_master_necromancer_campaign_01	wh_main_uniform_vmp_master_necromancer_campaign_01	wh_vmp_ch_master_necromancer_campaign_01	wh_vmp_ch_master_necromancer_campaign_01	False
wh_vmp_ch_master_necromancer_campaign_02	wh_main_uniform_vmp_master_necromancer_campaign_02	wh_vmp_ch_master_necromancer_campaign_02	wh_vmp_ch_master_necromancer_campaign_02	False
wh_vmp_ch_master_necromancer_campaign_03	wh_main_uniform_vmp_master_necromancer_campaign_03	wh_vmp_ch_master_necromancer_campaign_03	wh_vmp_ch_master_necromancer_campaign_03	False
wh_vmp_ch_master_necromancer_campaign_04	wh_main_uniform_vmp_master_necromancer_campaign_04	wh_vmp_ch_master_necromancer_campaign_04	wh_vmp_ch_master_necromancer_campaign_04	False
wh_vmp_ch_necromancer_campaign_01	wh_main_uniform_vmp_necromancer_campaign_01	wh_vmp_ch_necromancer_campaign_01	wh_vmp_ch_necromancer_campaign_01	False
wh_vmp_ch_necromancer_campaign_02	wh_main_uniform_vmp_necromancer_campaign_02	wh_vmp_ch_necromancer_campaign_02	wh_vmp_ch_necromancer_campaign_02	False
wh_vmp_ch_necromancer_campaign_03	wh_main_uniform_vmp_necromancer_campaign_03	wh_vmp_ch_necromancer_campaign_03	wh_vmp_ch_necromancer_campaign_03	False
wh_vmp_ch_vampire_female_campaign_01	wh_main_uniform_vmp_vampire_campaign_01	wh_vmp_ch_vampire_female_campaign_01	wh_vmp_ch_vampire_female_campaign_01	False
wh_vmp_ch_vampire_female_campaign_02	wh_main_uniform_vmp_vampire_campaign_02	wh_vmp_ch_vampire_female_campaign_02	wh_vmp_ch_vampire_female_campaign_02	False
wh_vmp_ch_vampire_female_campaign_03	wh_main_uniform_vmp_vampire_campaign_03	wh_vmp_ch_vampire_female_campaign_03	wh_vmp_ch_vampire_female_campaign_03	False
wh_vmp_ch_wight_king_campaign_01	wh_main_uniform_vmp_wight_king_campaign_01	wh_vmp_ch_wight_king_campaign_01	wh_vmp_ch_wight_king_campaign_01	False
