campaign_map_attrition_faction_immunities_tables
0
attrition	faction
non_vampire_territory	wh2_main_rogue_abominations
non_vampire_territory	wh2_main_rogue_beastcatchas
non_vampire_territory	wh2_main_rogue_bernhoffs_brigands
non_vampire_territory	wh2_main_rogue_black_spider_tribe
non_vampire_territory	wh2_main_rogue_boneclubbers_tribe
non_vampire_territory	wh2_main_rogue_celestial_storm
non_vampire_territory	wh2_main_rogue_college_of_pyrotechnics
non_vampire_territory	wh2_main_rogue_def_chs_vashnaar
non_vampire_territory	wh2_main_rogue_def_mengils_manflayers
non_vampire_territory	wh2_main_rogue_doomseekers
non_vampire_territory	wh2_main_rogue_gerhardts_mercenaries
non_vampire_territory	wh2_main_rogue_hef_tor_elithis
non_vampire_territory	wh2_main_rogue_hung_warband
non_vampire_territory	wh2_main_rogue_jerrods_errantry
non_vampire_territory	wh2_main_rogue_mangy_houndz
non_vampire_territory	wh2_main_rogue_morrsliebs_howlers
non_vampire_territory	wh2_main_rogue_pirates_of_the_far_sea
non_vampire_territory	wh2_main_rogue_pirates_of_the_southern_ocean
non_vampire_territory	wh2_main_rogue_pirates_of_trantio
non_vampire_territory	wh2_main_rogue_scions_of_tesseninck
non_vampire_territory	wh2_main_rogue_scourge_of_aquitaine
non_vampire_territory	wh2_main_rogue_stuff_snatchers
non_vampire_territory	wh2_main_rogue_teef_snatchaz
non_vampire_territory	wh2_main_rogue_the_wandering_dead
non_vampire_territory	wh2_main_rogue_troll_skullz
non_vampire_territory	wh2_main_rogue_vauls_expedition
non_vampire_territory	wh2_main_rogue_vmp_heirs_of_mourkain
non_vampire_territory	wh2_main_rogue_wef_hunters_of_kurnous
non_vampire_territory	wh2_main_rogue_worldroot_rangers
non_vampire_territory	wh2_main_rogue_wrath_of_nature
non_vampire_territory	wh2_main_skv_clan_eshin
non_vampire_territory	wh2_main_skv_clan_gnaw
non_vampire_territory	wh2_main_skv_clan_mordkin
non_vampire_territory	wh2_main_skv_clan_mors
non_vampire_territory	wh2_main_skv_clan_mors_separatists
non_vampire_territory	wh2_main_skv_clan_moulder
non_vampire_territory	wh2_main_skv_clan_pestilens
non_vampire_territory	wh2_main_skv_clan_pestilens_separatists
non_vampire_territory	wh2_main_skv_clan_septik
non_vampire_territory	wh2_main_skv_clan_skyre
non_vampire_territory	wh2_main_skv_clan_spittel
non_vampire_territory	wh2_main_skv_skaven
non_vampire_territory	wh2_main_skv_skaven_intervention
non_vampire_territory	wh2_main_skv_skaven_rebels
non_vampire_territory	wh2_main_skv_unknown_clan_def
non_vampire_territory	wh2_main_skv_unknown_clan_hef
non_vampire_territory	wh2_main_skv_unknown_clan_lzd
non_vampire_territory	wh2_main_skv_unknown_clan_skv
non_vampire_territory	wh2_main_wef_bowmen_of_oreon
non_vampire_territory	wh_dlc03_bst_beastmen
non_vampire_territory	wh_dlc03_bst_beastmen_ally
non_vampire_territory	wh_dlc03_bst_beastmen_brayherd
non_vampire_territory	wh_dlc03_bst_beastmen_chaos
non_vampire_territory	wh_dlc03_bst_beastmen_chaos_brayherd
non_vampire_territory	wh_dlc03_bst_beastmen_qb1
non_vampire_territory	wh_dlc03_bst_beastmen_qb2
non_vampire_territory	wh_dlc03_bst_beastmen_qb3
non_vampire_territory	wh_dlc03_bst_beastmen_rebels
non_vampire_territory	wh_dlc03_bst_beastmen_rebels_brayherd
non_vampire_territory	wh_dlc03_bst_jagged_horn
non_vampire_territory	wh_dlc03_bst_jagged_horn_brayherd
non_vampire_territory	wh_dlc03_bst_mini_beastmen_rebels
non_vampire_territory	wh_dlc03_bst_mini_beastmen_rebels_brayherd
non_vampire_territory	wh_dlc03_bst_mini_jagged_horn
non_vampire_territory	wh_dlc03_bst_mini_jagged_horn_brayherd
non_vampire_territory	wh_dlc03_bst_mini_khazrak_herd
non_vampire_territory	wh_dlc03_bst_mini_khazrak_herd_brayherd
non_vampire_territory	wh_dlc03_bst_mini_redhorn
non_vampire_territory	wh_dlc03_bst_mini_redhorn_brayherd
non_vampire_territory	wh_dlc03_bst_mini_ripper_horn
non_vampire_territory	wh_dlc03_bst_mini_ripper_horn_brayherd
non_vampire_territory	wh_dlc03_bst_mini_shadowgor
non_vampire_territory	wh_dlc03_bst_mini_shadowgor_brayherd
non_vampire_territory	wh_dlc03_bst_mini_skrinderkin
non_vampire_territory	wh_dlc03_bst_mini_skrinderkin_brayherd
non_vampire_territory	wh_dlc03_bst_redhorn
non_vampire_territory	wh_dlc03_bst_redhorn_brayherd
non_vampire_territory	wh_dlc03_emp_carroburg
non_vampire_territory	wh_dlc03_emp_cult_of_ulric
non_vampire_territory	wh_dlc03_emp_empire_rebels
non_vampire_territory	wh_dlc03_emp_hochland
non_vampire_territory	wh_dlc03_emp_marienburg
non_vampire_territory	wh_dlc03_emp_marienburg_rebels
non_vampire_territory	wh_dlc03_emp_middenland
non_vampire_territory	wh_dlc03_grn_black_pit
non_vampire_territory	wh_dlc03_grn_black_pit_waaagh
non_vampire_territory	wh_dlc03_grn_gloomy_woods
non_vampire_territory	wh_dlc03_grn_gloomy_woods_waaagh
non_vampire_territory	wh_dlc03_grn_greenskin_rebels
non_vampire_territory	wh_dlc03_grn_greenskin_rebels_waaagh
non_vampire_territory	wh_dlc05_bst_mini_beastmen_rebels
non_vampire_territory	wh_dlc05_bst_mini_beastmen_rebels_brayherd
non_vampire_territory	wh_dlc05_bst_mini_morghur_herd
non_vampire_territory	wh_dlc05_bst_mini_morghur_herd_brayherd
non_vampire_territory	wh_dlc05_grn_mini_deff_grindaz
non_vampire_territory	wh_dlc05_grn_mini_deff_grindaz_waaagh
non_vampire_territory	wh_dlc05_grn_mini_skullsmasherz
non_vampire_territory	wh_dlc05_grn_mini_skullsmasherz_waaagh
non_vampire_territory	wh_dlc05_wef_argwylon
non_vampire_territory	wh_dlc05_wef_mini_anmyr
non_vampire_territory	wh_dlc05_wef_mini_argwylon
non_vampire_territory	wh_dlc05_wef_mini_arranoc
non_vampire_territory	wh_dlc05_wef_mini_atylwyth
non_vampire_territory	wh_dlc05_wef_mini_cavaroc
non_vampire_territory	wh_dlc05_wef_mini_cythral
non_vampire_territory	wh_dlc05_wef_mini_fyr_darric
non_vampire_territory	wh_dlc05_wef_mini_modryn
non_vampire_territory	wh_dlc05_wef_mini_tirsyth
non_vampire_territory	wh_dlc05_wef_mini_torgovann
non_vampire_territory	wh_dlc05_wef_mini_wood_elves
non_vampire_territory	wh_dlc05_wef_mini_wydrioth
non_vampire_territory	wh_dlc05_wef_torgovann
non_vampire_territory	wh_dlc05_wef_wood_elves
non_vampire_territory	wh_dlc05_wef_wood_elves_rebels
non_vampire_territory	wh_dlc05_wef_wydrioth
non_vampire_territory	wh_main_brt_artois
non_vampire_territory	wh_main_brt_bastonne
non_vampire_territory	wh_main_brt_bordeleaux
non_vampire_territory	wh_main_brt_bretonnia
non_vampire_territory	wh_main_brt_bretonnia_rebels
non_vampire_territory	wh_main_brt_carcassonne
non_vampire_territory	wh_main_brt_lyonesse
non_vampire_territory	wh_main_brt_parravon
non_vampire_territory	wh_main_chs_chaos
non_vampire_territory	wh_main_chs_chaos_rebels
non_vampire_territory	wh_main_chs_chaos_separatists
non_vampire_territory	wh_main_dwf_barak_varr
non_vampire_territory	wh_main_dwf_dwarf_rebels
non_vampire_territory	wh_main_dwf_dwarfs
non_vampire_territory	wh_main_dwf_karak_azul
non_vampire_territory	wh_main_dwf_karak_hirn
non_vampire_territory	wh_main_dwf_karak_izor
non_vampire_territory	wh_main_dwf_karak_kadrin
non_vampire_territory	wh_main_dwf_karak_norn
non_vampire_territory	wh_main_dwf_karak_ziflin
non_vampire_territory	wh_main_dwf_kraka_drak
non_vampire_territory	wh_main_dwf_zhufbar
non_vampire_territory	wh_main_emp_averland
non_vampire_territory	wh_main_emp_empire
non_vampire_territory	wh_main_emp_empire_rebels
non_vampire_territory	wh_main_emp_empire_separatists
non_vampire_territory	wh_main_emp_hochland
non_vampire_territory	wh_main_emp_marienburg
non_vampire_territory	wh_main_emp_marienburg_rebels
non_vampire_territory	wh_main_emp_middenland
non_vampire_territory	wh_main_emp_nordland
non_vampire_territory	wh_main_emp_ostermark
non_vampire_territory	wh_main_emp_ostland
non_vampire_territory	wh_main_emp_stirland
non_vampire_territory	wh_main_emp_talabecland
non_vampire_territory	wh_main_emp_wissenland
non_vampire_territory	wh_main_grn_black_venom
non_vampire_territory	wh_main_grn_black_venom_waaagh
non_vampire_territory	wh_main_grn_bloody_spearz
non_vampire_territory	wh_main_grn_bloody_spearz_waaagh
non_vampire_territory	wh_main_grn_broken_nose
non_vampire_territory	wh_main_grn_broken_nose_waaagh
non_vampire_territory	wh_main_grn_crooked_moon
non_vampire_territory	wh_main_grn_crooked_moon_waaagh
non_vampire_territory	wh_main_grn_greenskins
non_vampire_territory	wh_main_grn_greenskins_rebels
non_vampire_territory	wh_main_grn_greenskins_rebels_waaagh
non_vampire_territory	wh_main_grn_greenskins_waaagh
non_vampire_territory	wh_main_grn_necksnappers
non_vampire_territory	wh_main_grn_necksnappers_waaagh
non_vampire_territory	wh_main_grn_orcs_of_the_bloody_hand
non_vampire_territory	wh_main_grn_orcs_of_the_bloody_hand_waaagh
non_vampire_territory	wh_main_grn_red_eye
non_vampire_territory	wh_main_grn_red_eye_waaagh
non_vampire_territory	wh_main_grn_red_fangs
non_vampire_territory	wh_main_grn_red_fangs_waaagh
non_vampire_territory	wh_main_grn_scabby_eye
non_vampire_territory	wh_main_grn_scabby_eye_waaagh
non_vampire_territory	wh_main_grn_skull-takerz
non_vampire_territory	wh_main_grn_skull-takerz_waaagh
non_vampire_territory	wh_main_grn_skullsmasherz
non_vampire_territory	wh_main_grn_skullsmasherz_waaagh
non_vampire_territory	wh_main_grn_teef_snatchaz
non_vampire_territory	wh_main_grn_teef_snatchaz_waaagh
non_vampire_territory	wh_main_grn_top_knotz
non_vampire_territory	wh_main_grn_top_knotz_waaagh
non_vampire_territory	wh_main_ksl_kislev
non_vampire_territory	wh_main_ksl_kislev_rebels
non_vampire_territory	wh_main_nor_aesling
non_vampire_territory	wh_main_nor_baersonling
non_vampire_territory	wh_main_nor_bjornling
non_vampire_territory	wh_main_nor_graeling
non_vampire_territory	wh_main_nor_norsca_rebels
non_vampire_territory	wh_main_nor_sarl
non_vampire_territory	wh_main_nor_skaeling
non_vampire_territory	wh_main_nor_varg
non_vampire_territory	wh_main_teb_border_princes
non_vampire_territory	wh_main_teb_border_princes_rebels
non_vampire_territory	wh_main_teb_estalia
non_vampire_territory	wh_main_teb_estalia_rebels
non_vampire_territory	wh_main_teb_tilea
non_vampire_territory	wh_main_teb_tilea_rebels
regionless	wh2_main_bst_blooded_axe_brayherd
regionless	wh2_main_bst_manblight_brayherd
regionless	wh2_main_bst_ripper_horn_brayherd
regionless	wh2_main_bst_shadowgor_brayherd
regionless	wh2_main_bst_skrinderkin_brayherd
regionless	wh2_main_bst_stone_horn_brayherd
regionless	wh2_main_chs_chaos_incursion_def
regionless	wh2_main_chs_chaos_incursion_hef
regionless	wh2_main_chs_chaos_incursion_lzd
regionless	wh2_main_chs_chaos_incursion_skv
regionless	wh2_main_def_cult_of_pleasure_separatists
regionless	wh2_main_def_dark_elves_intervention
regionless	wh2_main_def_naggarond_separatists
regionless	wh2_main_grn_arachnos_waaagh
regionless	wh2_main_grn_blue_vipers_waaagh
regionless	wh2_main_hef_high_elves_intervention
regionless	wh2_main_lzd_lizardmen_intervention
regionless	wh2_main_nor_hung_incursion_def
regionless	wh2_main_nor_hung_incursion_hef
regionless	wh2_main_nor_hung_incursion_lzd
regionless	wh2_main_nor_hung_incursion_skv
regionless	wh2_main_rogue_abominations
regionless	wh2_main_rogue_beastcatchas
regionless	wh2_main_rogue_bernhoffs_brigands
regionless	wh2_main_rogue_black_spider_tribe
regionless	wh2_main_rogue_boneclubbers_tribe
regionless	wh2_main_rogue_celestial_storm
regionless	wh2_main_rogue_college_of_pyrotechnics
regionless	wh2_main_rogue_def_chs_vashnaar
regionless	wh2_main_rogue_def_mengils_manflayers
regionless	wh2_main_rogue_doomseekers
regionless	wh2_main_rogue_gerhardts_mercenaries
regionless	wh2_main_rogue_hef_tor_elithis
regionless	wh2_main_rogue_hung_warband
regionless	wh2_main_rogue_jerrods_errantry
regionless	wh2_main_rogue_mangy_houndz
regionless	wh2_main_rogue_morrsliebs_howlers
regionless	wh2_main_rogue_pirates_of_the_far_sea
regionless	wh2_main_rogue_pirates_of_the_southern_ocean
regionless	wh2_main_rogue_pirates_of_trantio
regionless	wh2_main_rogue_scions_of_tesseninck
regionless	wh2_main_rogue_scourge_of_aquitaine
regionless	wh2_main_rogue_stuff_snatchers
regionless	wh2_main_rogue_teef_snatchaz
regionless	wh2_main_rogue_the_wandering_dead
regionless	wh2_main_rogue_troll_skullz
regionless	wh2_main_rogue_vauls_expedition
regionless	wh2_main_rogue_vmp_heirs_of_mourkain
regionless	wh2_main_rogue_wef_hunters_of_kurnous
regionless	wh2_main_rogue_worldroot_rangers
regionless	wh2_main_rogue_wrath_of_nature
regionless	wh2_main_skv_clan_mors_separatists
regionless	wh2_main_skv_clan_pestilens_separatists
regionless	wh2_main_skv_skaven_intervention
regionless	wh2_main_skv_unknown_clan_def
regionless	wh2_main_skv_unknown_clan_hef
regionless	wh2_main_skv_unknown_clan_lzd
regionless	wh2_main_skv_unknown_clan_skv
regionless	wh_dlc03_bst_beastmen_brayherd
regionless	wh_dlc03_bst_beastmen_chaos_brayherd
regionless	wh_dlc03_bst_beastmen_rebels_brayherd
regionless	wh_dlc03_bst_jagged_horn_brayherd
regionless	wh_dlc03_bst_mini_beastmen_rebels_brayherd
regionless	wh_dlc03_bst_mini_jagged_horn_brayherd
regionless	wh_dlc03_bst_mini_khazrak_herd_brayherd
regionless	wh_dlc03_bst_mini_redhorn_brayherd
regionless	wh_dlc03_bst_mini_ripper_horn_brayherd
regionless	wh_dlc03_bst_mini_shadowgor_brayherd
regionless	wh_dlc03_bst_mini_skrinderkin_brayherd
regionless	wh_dlc03_bst_redhorn_brayherd
regionless	wh_dlc03_grn_black_pit_waaagh
regionless	wh_dlc03_grn_gloomy_woods_waaagh
regionless	wh_dlc03_grn_greenskin_rebels_waaagh
regionless	wh_dlc05_bst_mini_beastmen_rebels_brayherd
regionless	wh_dlc05_bst_mini_morghur_herd_brayherd
regionless	wh_dlc05_grn_mini_deff_grindaz
regionless	wh_dlc05_grn_mini_deff_grindaz_waaagh
regionless	wh_dlc05_grn_mini_skullsmasherz
regionless	wh_dlc05_grn_mini_skullsmasherz_waaagh
regionless	wh_main_grn_black_venom_waaagh
regionless	wh_main_grn_bloody_spearz_waaagh
regionless	wh_main_grn_broken_nose_waaagh
regionless	wh_main_grn_crooked_moon_waaagh
regionless	wh_main_grn_greenskins_rebels_waaagh
regionless	wh_main_grn_greenskins_waaagh
regionless	wh_main_grn_necksnappers_waaagh
regionless	wh_main_grn_orcs_of_the_bloody_hand_waaagh
regionless	wh_main_grn_red_eye_waaagh
regionless	wh_main_grn_red_fangs_waaagh
regionless	wh_main_grn_scabby_eye_waaagh
regionless	wh_main_grn_skull-takerz_waaagh
regionless	wh_main_grn_skullsmasherz_waaagh
regionless	wh_main_grn_teef_snatchaz_waaagh
regionless	wh_main_grn_top_knotz_waaagh
regionless	wh_main_nor_bjornling
snow	wh2_main_chs_chaos_incursion_def
snow	wh2_main_chs_chaos_incursion_hef
snow	wh2_main_chs_chaos_incursion_lzd
snow	wh2_main_chs_chaos_incursion_skv
snow	wh2_main_def_bleak_holds
snow	wh2_main_def_blood_hall_coven
snow	wh2_main_def_clar_karond
snow	wh2_main_def_cult_of_pleasure
snow	wh2_main_def_cult_of_pleasure_separatists
snow	wh2_main_def_dark_elves
snow	wh2_main_def_dark_elves_rebels
snow	wh2_main_def_deadwood_sentinels
snow	wh2_main_def_drackla_coven
snow	wh2_main_def_ghrond
snow	wh2_main_def_hag_graef
snow	wh2_main_def_har_ganeth
snow	wh2_main_def_karond_kar
snow	wh2_main_def_naggarond
snow	wh2_main_def_naggarond_separatists
snow	wh2_main_def_scourge_of_khaine
snow	wh2_main_def_ssildra_tor
snow	wh2_main_def_the_forgebound
snow	wh2_main_dwf_greybeards_prospectors
snow	wh2_main_dwf_karak_zorn
snow	wh2_main_dwf_spine_of_sotek_dwarfs
snow	wh2_main_nor_aghol
snow	wh2_main_nor_hung_incursion_def
snow	wh2_main_nor_hung_incursion_hef
snow	wh2_main_nor_hung_incursion_lzd
snow	wh2_main_nor_hung_incursion_skv
snow	wh2_main_nor_mung
snow	wh2_main_nor_skeggi
snow	wh2_main_rogue_abominations
snow	wh2_main_rogue_beastcatchas
snow	wh2_main_rogue_bernhoffs_brigands
snow	wh2_main_rogue_black_spider_tribe
snow	wh2_main_rogue_boneclubbers_tribe
snow	wh2_main_rogue_celestial_storm
snow	wh2_main_rogue_college_of_pyrotechnics
snow	wh2_main_rogue_def_chs_vashnaar
snow	wh2_main_rogue_def_mengils_manflayers
snow	wh2_main_rogue_doomseekers
snow	wh2_main_rogue_gerhardts_mercenaries
snow	wh2_main_rogue_hef_tor_elithis
snow	wh2_main_rogue_hung_warband
snow	wh2_main_rogue_jerrods_errantry
snow	wh2_main_rogue_mangy_houndz
snow	wh2_main_rogue_morrsliebs_howlers
snow	wh2_main_rogue_pirates_of_the_far_sea
snow	wh2_main_rogue_pirates_of_the_southern_ocean
snow	wh2_main_rogue_pirates_of_trantio
snow	wh2_main_rogue_scions_of_tesseninck
snow	wh2_main_rogue_scourge_of_aquitaine
snow	wh2_main_rogue_stuff_snatchers
snow	wh2_main_rogue_teef_snatchaz
snow	wh2_main_rogue_the_wandering_dead
snow	wh2_main_rogue_troll_skullz
snow	wh2_main_rogue_vauls_expedition
snow	wh2_main_rogue_vmp_heirs_of_mourkain
snow	wh2_main_rogue_wef_hunters_of_kurnous
snow	wh2_main_rogue_worldroot_rangers
snow	wh2_main_rogue_wrath_of_nature
snow	wh2_main_vmp_necrarch_brotherhood
snow	wh2_main_vmp_strygos_empire
snow	wh2_main_vmp_the_silver_host
snow	wh2_main_vmp_vampire_coast
snow	wh_dlc05_vmp_mousillon
snow	wh_main_chs_chaos
snow	wh_main_chs_chaos_rebels
snow	wh_main_chs_chaos_separatists
snow	wh_main_dwf_barak_varr
snow	wh_main_dwf_dwarf_rebels
snow	wh_main_dwf_dwarfs
snow	wh_main_dwf_karak_azul
snow	wh_main_dwf_karak_hirn
snow	wh_main_dwf_karak_izor
snow	wh_main_dwf_karak_kadrin
snow	wh_main_dwf_karak_norn
snow	wh_main_dwf_karak_ziflin
snow	wh_main_dwf_kraka_drak
snow	wh_main_dwf_zhufbar
snow	wh_main_ksl_kislev
snow	wh_main_ksl_kislev_rebels
snow	wh_main_nor_aesling
snow	wh_main_nor_baersonling
snow	wh_main_nor_bjornling
snow	wh_main_nor_graeling
snow	wh_main_nor_norsca_rebels
snow	wh_main_nor_sarl
snow	wh_main_nor_skaeling
snow	wh_main_nor_varg
snow	wh_main_vmp_mousillon
snow	wh_main_vmp_rival_sylvanian_vamps
snow	wh_main_vmp_schwartzhafen
snow	wh_main_vmp_vampire_counts
snow	wh_main_vmp_vampire_rebels
snow	wh_main_vmp_waldenhof
swamp	wh2_main_bst_blooded_axe
swamp	wh2_main_bst_blooded_axe_brayherd
swamp	wh2_main_bst_manblight
swamp	wh2_main_bst_manblight_brayherd
swamp	wh2_main_bst_ripper_horn
swamp	wh2_main_bst_ripper_horn_brayherd
swamp	wh2_main_bst_shadowgor
swamp	wh2_main_bst_shadowgor_brayherd
swamp	wh2_main_bst_skrinderkin
swamp	wh2_main_bst_skrinderkin_brayherd
swamp	wh2_main_bst_stone_horn
swamp	wh2_main_bst_stone_horn_brayherd
swamp	wh2_main_grn_arachnos
swamp	wh2_main_grn_arachnos_waaagh
swamp	wh2_main_grn_blue_vipers
swamp	wh2_main_grn_blue_vipers_waaagh
swamp	wh2_main_skv_clan_eshin
swamp	wh2_main_skv_clan_gnaw
swamp	wh2_main_skv_clan_mordkin
swamp	wh2_main_skv_clan_mors
swamp	wh2_main_skv_clan_mors_separatists
swamp	wh2_main_skv_clan_moulder
swamp	wh2_main_skv_clan_pestilens
swamp	wh2_main_skv_clan_pestilens_separatists
swamp	wh2_main_skv_clan_septik
swamp	wh2_main_skv_clan_skyre
swamp	wh2_main_skv_clan_spittel
swamp	wh2_main_skv_skaven
swamp	wh2_main_skv_skaven_rebels
swamp	wh2_main_skv_unknown_clan_def
swamp	wh2_main_skv_unknown_clan_hef
swamp	wh2_main_skv_unknown_clan_lzd
swamp	wh2_main_skv_unknown_clan_skv
swamp	wh2_main_vmp_necrarch_brotherhood
swamp	wh2_main_vmp_strygos_empire
swamp	wh2_main_vmp_the_silver_host
swamp	wh2_main_vmp_vampire_coast
swamp	wh_dlc03_bst_beastmen
swamp	wh_dlc03_bst_beastmen_ally
swamp	wh_dlc03_bst_beastmen_brayherd
swamp	wh_dlc03_bst_beastmen_chaos
swamp	wh_dlc03_bst_beastmen_chaos_brayherd
swamp	wh_dlc03_bst_beastmen_qb1
swamp	wh_dlc03_bst_beastmen_qb2
swamp	wh_dlc03_bst_beastmen_qb3
swamp	wh_dlc03_bst_beastmen_rebels
swamp	wh_dlc03_bst_beastmen_rebels_brayherd
swamp	wh_dlc03_bst_jagged_horn
swamp	wh_dlc03_bst_jagged_horn_brayherd
swamp	wh_dlc03_bst_mini_beastmen_rebels
swamp	wh_dlc03_bst_mini_beastmen_rebels_brayherd
swamp	wh_dlc03_bst_mini_jagged_horn
swamp	wh_dlc03_bst_mini_jagged_horn_brayherd
swamp	wh_dlc03_bst_mini_khazrak_herd
swamp	wh_dlc03_bst_mini_khazrak_herd_brayherd
swamp	wh_dlc03_bst_mini_redhorn
swamp	wh_dlc03_bst_mini_redhorn_brayherd
swamp	wh_dlc03_bst_mini_ripper_horn
swamp	wh_dlc03_bst_mini_ripper_horn_brayherd
swamp	wh_dlc03_bst_mini_shadowgor
swamp	wh_dlc03_bst_mini_shadowgor_brayherd
swamp	wh_dlc03_bst_mini_skrinderkin
swamp	wh_dlc03_bst_mini_skrinderkin_brayherd
swamp	wh_dlc03_bst_redhorn
swamp	wh_dlc03_bst_redhorn_brayherd
swamp	wh_dlc05_bst_mini_beastmen_rebels
swamp	wh_dlc05_bst_mini_beastmen_rebels_brayherd
swamp	wh_dlc05_bst_mini_morghur_herd
swamp	wh_dlc05_bst_mini_morghur_herd_brayherd
swamp	wh_dlc05_vmp_mousillon
swamp	wh_main_grn_black_venom
swamp	wh_main_grn_black_venom_waaagh
swamp	wh_main_grn_bloody_spearz
swamp	wh_main_grn_bloody_spearz_waaagh
swamp	wh_main_grn_broken_nose
swamp	wh_main_grn_broken_nose_waaagh
swamp	wh_main_grn_crooked_moon
swamp	wh_main_grn_crooked_moon_waaagh
swamp	wh_main_grn_greenskins
swamp	wh_main_grn_greenskins_rebels
swamp	wh_main_grn_greenskins_rebels_waaagh
swamp	wh_main_grn_greenskins_waaagh
swamp	wh_main_grn_necksnappers
swamp	wh_main_grn_necksnappers_waaagh
swamp	wh_main_grn_orcs_of_the_bloody_hand
swamp	wh_main_grn_orcs_of_the_bloody_hand_waaagh
swamp	wh_main_grn_red_eye
swamp	wh_main_grn_red_eye_waaagh
swamp	wh_main_grn_red_fangs
swamp	wh_main_grn_red_fangs_waaagh
swamp	wh_main_grn_scabby_eye
swamp	wh_main_grn_scabby_eye_waaagh
swamp	wh_main_grn_skull-takerz
swamp	wh_main_grn_skull-takerz_waaagh
swamp	wh_main_grn_skullsmasherz
swamp	wh_main_grn_skullsmasherz_waaagh
swamp	wh_main_grn_teef_snatchaz
swamp	wh_main_grn_teef_snatchaz_waaagh
swamp	wh_main_grn_top_knotz
swamp	wh_main_grn_top_knotz_waaagh
swamp	wh_main_vmp_mousillon
swamp	wh_main_vmp_rival_sylvanian_vamps
swamp	wh_main_vmp_schwartzhafen
swamp	wh_main_vmp_vampire_counts
swamp	wh_main_vmp_vampire_rebels
swamp	wh_main_vmp_waldenhof
vampire_territory	wh2_main_rogue_abominations
vampire_territory	wh2_main_rogue_beastcatchas
vampire_territory	wh2_main_rogue_bernhoffs_brigands
vampire_territory	wh2_main_rogue_black_spider_tribe
vampire_territory	wh2_main_rogue_boneclubbers_tribe
vampire_territory	wh2_main_rogue_celestial_storm
vampire_territory	wh2_main_rogue_college_of_pyrotechnics
vampire_territory	wh2_main_rogue_def_chs_vashnaar
vampire_territory	wh2_main_rogue_def_mengils_manflayers
vampire_territory	wh2_main_rogue_doomseekers
vampire_territory	wh2_main_rogue_gerhardts_mercenaries
vampire_territory	wh2_main_rogue_hef_tor_elithis
vampire_territory	wh2_main_rogue_hung_warband
vampire_territory	wh2_main_rogue_jerrods_errantry
vampire_territory	wh2_main_rogue_mangy_houndz
vampire_territory	wh2_main_rogue_morrsliebs_howlers
vampire_territory	wh2_main_rogue_pirates_of_the_far_sea
vampire_territory	wh2_main_rogue_pirates_of_the_southern_ocean
vampire_territory	wh2_main_rogue_pirates_of_trantio
vampire_territory	wh2_main_rogue_scions_of_tesseninck
vampire_territory	wh2_main_rogue_scourge_of_aquitaine
vampire_territory	wh2_main_rogue_stuff_snatchers
vampire_territory	wh2_main_rogue_teef_snatchaz
vampire_territory	wh2_main_rogue_the_wandering_dead
vampire_territory	wh2_main_rogue_troll_skullz
vampire_territory	wh2_main_rogue_vauls_expedition
vampire_territory	wh2_main_rogue_vmp_heirs_of_mourkain
vampire_territory	wh2_main_rogue_wef_hunters_of_kurnous
vampire_territory	wh2_main_rogue_worldroot_rangers
vampire_territory	wh2_main_rogue_wrath_of_nature
vampire_territory	wh2_main_vmp_necrarch_brotherhood
vampire_territory	wh2_main_vmp_strygos_empire
vampire_territory	wh2_main_vmp_the_silver_host
vampire_territory	wh2_main_vmp_vampire_coast
vampire_territory	wh_dlc05_vmp_mousillon
vampire_territory	wh_main_vmp_mousillon
vampire_territory	wh_main_vmp_rival_sylvanian_vamps
vampire_territory	wh_main_vmp_schwartzhafen
vampire_territory	wh_main_vmp_vampire_counts
vampire_territory	wh_main_vmp_vampire_rebels
vampire_territory	wh_main_vmp_waldenhof
wasteland	wh2_main_grn_arachnos
wasteland	wh2_main_grn_arachnos_waaagh
wasteland	wh2_main_grn_blue_vipers
wasteland	wh2_main_grn_blue_vipers_waaagh
wasteland	wh2_main_rogue_abominations
wasteland	wh2_main_rogue_beastcatchas
wasteland	wh2_main_rogue_bernhoffs_brigands
wasteland	wh2_main_rogue_black_spider_tribe
wasteland	wh2_main_rogue_boneclubbers_tribe
wasteland	wh2_main_rogue_celestial_storm
wasteland	wh2_main_rogue_college_of_pyrotechnics
wasteland	wh2_main_rogue_def_chs_vashnaar
wasteland	wh2_main_rogue_def_mengils_manflayers
wasteland	wh2_main_rogue_doomseekers
wasteland	wh2_main_rogue_gerhardts_mercenaries
wasteland	wh2_main_rogue_hef_tor_elithis
wasteland	wh2_main_rogue_hung_warband
wasteland	wh2_main_rogue_jerrods_errantry
wasteland	wh2_main_rogue_mangy_houndz
wasteland	wh2_main_rogue_morrsliebs_howlers
wasteland	wh2_main_rogue_pirates_of_the_far_sea
wasteland	wh2_main_rogue_pirates_of_the_southern_ocean
wasteland	wh2_main_rogue_pirates_of_trantio
wasteland	wh2_main_rogue_scions_of_tesseninck
wasteland	wh2_main_rogue_scourge_of_aquitaine
wasteland	wh2_main_rogue_stuff_snatchers
wasteland	wh2_main_rogue_teef_snatchaz
wasteland	wh2_main_rogue_the_wandering_dead
wasteland	wh2_main_rogue_troll_skullz
wasteland	wh2_main_rogue_vauls_expedition
wasteland	wh2_main_rogue_vmp_heirs_of_mourkain
wasteland	wh2_main_rogue_wef_hunters_of_kurnous
wasteland	wh2_main_rogue_worldroot_rangers
