projectile_displays_tables
10
display_model	impact	key	launch_fx	trail_fx	stationary_fx	airborne_anim	landing_anim	tip_offset	trail_spin	launch_camera_shake	impact_bounce	impact_penetrate	impact_blood	impact_bounce_blood	impact_penetrate_blood
projectiles\wh_emp_clockwork_bomb.rigid_model_v2	wh_main_impact_medium	wh_emp_clockwork_bomb_tower	wh_main_generic_dust_blow	wh_main_weapon_trail_tower_medium	False		False	0	False		wh_main_bounce_impact	wh_main_entity_impact			
projectiles\wh_emp_concentrated_steam_shot.rigid_model_v2		wh_emp_concentrated_steam_shot			False		False	0	False			wh_main_entity_impact			
projectiles\wh_emp_crossbow_bolt.rigid_model_v2	arrow	wh_emp_crossbow_bolt		wh_main_weapon_trail_arrow_small	False		False	-0.02	False		wh_main_bounce_impact	wh_main_entity_impact			
projectiles\wh_emp_grenade.rigid_model_v2		wh_emp_grenade		wh_main_weapon_trail_arrow_small	False		False	0	False	wh_main_unit_launch_light	wh_main_bounce_impact	wh_main_entity_impact			
projectiles\wh_emp_grenade_shrapnel.rigid_model_v2	wh_main_impact_small	wh_emp_grenade_shrapnel			False		False	0	False		wh_main_bounce_impact	wh_main_entity_impact			
projectiles\wh_emp_mortar.rigid_model_v2	wh_main_emp_mortar_impact	wh_emp_mortar		wh_main_weapon_trail_mortar	False		False	0	False	wh_main_unit_launch_medium	wh_main_bounce_impact	wh_main_entity_impact			
projectiles\wh_emp_mortar_shrapnel.rigid_model_v2	wh_main_impact_very_small	wh_emp_mortar_shrapnel			False		False	0	False		wh_main_impact_very_small	wh_main_impact_very_small			
projectiles\wh_emp_pistol_bullet.rigid_model_v2	wh_main_impact_very_small	wh_emp_pistol_bullet		wh_main_weapon_trail_rifle	False		False	0	False		wh_main_impact_very_small	wh_main_impact_very_small			
projectiles\wh_dwf_rifle_bullet.rigid_model_v2	wh_main_impact_very_small	wh_emp_rifle_bullet		wh_main_weapon_trail_rifle	False		False	0	False		wh_main_impact_very_small	wh_main_impact_very_small			
projectiles\wh_dwf_rifle_bullet.rigid_model_v2	wh_main_impact_very_small	wh_emp_rifle_bullet_tower	wh_main_generic_dust_blow	wh_main_weapon_trail_rifle	False		False	0	False		wh_main_impact_very_small	wh_main_impact_very_small			
projectiles\wh_dwf_rifle_bullet.rigid_model_v2	wh_main_impact_very_small	wh_emp_rifle_bullet_tower_improved	wh_main_generic_dust_blow	wh_main_weapon_trail_rifle	False		False	0	False		wh_main_impact_very_small	wh_main_impact_very_small			
projectiles\wh_emp_rocket.rigid_model_v2		wh_emp_rocket		wh_main_weapon_trail_rocket_medium	False		False	0	False	wh_main_unit_launch_medium	wh_main_impact_very_small	wh_main_entity_impact			
projectiles\wh_emp_rocket_shrapnel.rigid_model_v2	wh_main_impact_very_small	wh_emp_rocket_shrapnel			False		False	0	False			wh_main_entity_impact			
		wh_emp_steam_blast	wh_main_machine_gyrocopter_steamgun	wh_main_weapon_trail_steam_medium	False		False	0	False	wh_main_unit_launch_medium		wh_main_entity_impact			
projectiles\wh_emp_cannon_ball.rigid_model_v2	wh_main_weapon_cannonball_impact	wh_emp_steamtank_cannon_ball	wh_main_weapon_muzzle_flash_medium	wh_main_weapon_trail_smoke_medium	False		False	0	False	wh_main_unit_launch_medium	wh_main_bounce_impact	wh_main_entity_impact			
projectiles\emp_helstorm_sunmaker_rocket_01.rigid_model_v2		wh_emp_sunmaker_rocket		wh_main_weapon_trail_rocket_medium	False		False	0	False	wh_main_unit_launch_medium	wh_main_impact_very_small	wh_main_entity_impact			
projectiles\wh_emp_volley_gun_shot.rigid_model_v2	wh_main_impact_small	wh_emp_volley_gun_shot	wh_main_weapon_muzzle_flash_small	wh_main_weapon_trail_rifle	False		False	0	False	wh_main_unit_launch_medium	wh_main_impact_small	wh_main_impact_small			
projectiles\wh_gen_stone_shrapnel.rigid_model_v2	wh_main_impact_very_small	wh_gen_stone_shrapnel		wh_main_weapon_trail_arrow_medium	False		False	0	False			wh_main_entity_impact			
		wh_gen_vomit			False		False	0	False			wh_main_entity_impact			
projectiles\wh_grn_doomdiver_goblin.rigid_model_v2	wh_grn_doomdiver_goblin	wh_grn_doomdiver_goblin		wh_main_weapon_trail_doomdiver	False	animations\battle\humanoid05b\doomdiver\hu5_doomdiver_flight.anim	False	0	False	wh_main_unit_launch_light	wh_main_bounce_impact	wh_grn_doomdiver_goblin	wh_grn_doomdiver_goblin_blood	wh_main_bounce_impact	wh_grn_doomdiver_goblin_blood
projectiles\grn_goblin_doomdiver_shrapnel.rigid_model_v2	wh_main_impact_very_small	wh_grn_doomdiver_goblin_shrapnel		wh_main_weapon_trail_arrow_small	False		False	0	False	wh_main_unit_launch_light		wh_main_entity_impact			
projectiles\wh_grn_dung_ball.rigid_model_v2	wh_main_impact_very_small	wh_grn_dung_ball			False		False	0	False		wh_main_bounce_impact	wh_main_entity_impact			
projectiles\wh_grn_dung_ball.rigid_model_v2	wh_main_generic_debris_impact	wh_grn_dung_ball_tower	wh_main_generic_dust_blow	wh_main_weapon_trail_tower_medium	False		False	0	False		wh_main_bounce_impact	wh_main_entity_impact			
projectiles\wh_grn_goblin_arrow.rigid_model_v2	arrow	wh_grn_goblin_arrow		wh_main_weapon_trail_arrow_small	False		False	-0.05	False		wh_main_bounce_impact	wh_main_entity_impact			
projectiles\wh_grn_idol.rigid_model_v2	wh_main_impact_very_large	wh_grn_idol			False		False	0	False		wh_main_bounce_impact	wh_main_entity_impact			
projectiles\wh_grn_idol.rigid_model_v2	wh_main_impact_medium	wh_grn_idol_tower	wh_main_generic_dust_blow	wh_main_weapon_trail_tower_medium	False		False	0	False		wh_main_bounce_impact	wh_main_entity_impact			
projectiles\wh_grn_orc_arrow.rigid_model_v2	arrow	wh_grn_orc_arrow		wh_main_weapon_trail_arrow_small	False		False	-0.05	False		wh_main_bounce_impact	wh_main_entity_impact			
projectiles\wh_grn_orc_arrow.rigid_model_v2	arrow	wh_grn_orc_arrow_tower	wh_main_generic_dust_blow	wh_main_weapon_trail_arrow_small	False		False	-0.05	False		wh_main_bounce_impact	wh_main_entity_impact			
projectiles\wh_grn_orc_arrow.rigid_model_v2	arrow	wh_grn_orc_arrow_tower_improved	wh_main_generic_dust_blow	wh_main_weapon_trail_arrow_medium	False		False	-0.05	False		wh_main_bounce_impact	wh_main_entity_impact			
	wh_main_bound_spell_solheims_bolt_of_illumination	wh_main_bound_spell_solheims_bolt_of_illumination	wh_main_bolt_of_illumination_launch	wh_main_bolt_of_illumination	False		False	0	False	wh_main_unit_launch_light	wh_main_bound_spell_solheims_bolt_of_illumination	wh_main_bound_spell_solheims_bolt_of_illumination			
	wh_main_spell_heavens_urannons_thunderbolt	wh_main_lord_abilities_lord_of_the_storm	wh_main_heavens_urannons_thunderbolt_launch		False		False	0	False	wh_main_unit_launch_light	wh_main_spell_heavens_urannons_thunderbolt	wh_main_spell_heavens_urannons_thunderbolt			
	wh_main_spell_big_waaagh_foot_of_gork	wh_main_spell_big_waaagh_foot_of_gork			False		False	0	False	wh_main_unit_launch_heavy	wh_main_spell_big_waaagh_foot_of_gork	wh_main_spell_big_waaagh_foot_of_gork			
	wh_main_spell_big_waaagh_gaze_of_mork	wh_main_spell_big_waaagh_gaze_of_mork		wh_main_big_waaagh_gaze_of_mork_trail	False		False	0	True	wh_main_unit_launch_light	wh_main_spell_big_waaagh_gaze_of_mork	wh_main_spell_big_waaagh_gaze_of_mork			
	wh_main_spell_bound_soulfire	wh_main_spell_bound_soulfire		wh_main_spell_bound_soulfire_trail	False		False	0	False	wh_main_unit_launch_medium	wh_main_spell_bound_soulfire	wh_main_spell_bound_soulfire			
	wh_main_spell_fire_fireball	wh_main_spell_fire_fireball		wh_main_fire_fireball_trail	False		False	0	False	wh_main_unit_launch_light	wh_main_spell_fire_fireball	wh_main_spell_fire_fireball			
	wh_main_spell_fire_piercing_bolts_of_burning	wh_main_spell_fire_piercing_bolts_of_burning		wh_main_fire_piercing_bolts_of_burning_bomb_trail	False		False	0	True	wh_main_unit_launch_medium	wh_main_spell_fire_piercing_bolts_of_burning	wh_main_spell_fire_piercing_bolts_of_burning			
	wh_main_spell_heavens_urannons_thunderbolt	wh_main_spell_heavens_chain_lightning		wh_main_lil_waaagh_vindictive_glare_trail	False		False	0	False		wh_main_spell_heavens_urannons_thunderbolt	wh_main_spell_heavens_urannons_thunderbolt			
	wh_main_spell_heavens_comet_of_casandora	wh_main_spell_heavens_comet_of_casandora		wh_main_heavens_comet_of_casandora_bomb_trail	False		False	0	False	wh_main_unit_launch_heavy	wh_main_spell_heavens_comet_of_casandora	wh_main_spell_heavens_comet_of_casandora			
	wh_main_spell_heavens_urannons_thunderbolt	wh_main_spell_heavens_urannons_thunderbolt	wh_main_heavens_urannons_thunderbolt_launch		False		False	0	False	wh_main_unit_launch_medium	wh_main_spell_heavens_urannons_thunderbolt	wh_main_spell_heavens_urannons_thunderbolt			
	wh_main_spell_light_shems_burning_gaze	wh_main_spell_light_shems_burning_gaze		wh_main_light_shems_burning_gaze_trail	False		False	0	True	wh_main_unit_launch_light	wh_main_spell_light_shems_burning_gaze	wh_main_spell_light_shems_burning_gaze			
	wh_main_spell_lil_waaagh_vindictive_glare	wh_main_spell_lil_waaagh_vindictive_glare		wh_main_lil_waaagh_vindictive_glare_trail	False		False	0	True	wh_main_unit_launch_light	wh_main_spell_lil_waaagh_vindictive_glare	wh_main_spell_lil_waaagh_vindictive_glare			
	wh_main_spell_metal_searing_doom	wh_main_spell_metal_searing_doom		wh_main_metal_searing_doom_bomb_trail	False		False	0	False	wh_main_unit_launch_medium	wh_main_spell_metal_searing_doom	wh_main_spell_metal_searing_doom			
	wh_main_spell_vampires_gaze_of_nagash	wh_main_spell_vampires_gaze_of_nagash		wh_main_vampires_gaze_of_nagash_trail	False		False	0	True	wh_main_unit_launch_light	wh_main_spell_vampires_gaze_of_nagash	wh_main_spell_vampires_gaze_of_nagash			
projectiles\wh_dwf_bomber_bomb.rigid_model_v2	wh_main_unit_abilities_gyrobomber_bomb	wh_main_unit_abilities_gyrobomber_bomb		wh_main_weapon_trail_smoke_medium	False		False	0	False		wh_main_unit_abilities_gyrobomber_bomb	wh_main_unit_abilities_gyrobomber_bomb			
projectiles\wh_dwf_copter_bomb.rigid_model_v2	wh_main_unit_abilities_gyrocopter_grenade	wh_main_unit_abilities_gyrocopter_grenade		wh_main_weapon_trail_arrow_medium	False		False	0	False		wh_main_unit_abilities_gyrocopter_grenade	wh_main_unit_abilities_gyrocopter_grenade			
projectiles/wh_vmp_bones.rigid_model_v2	wh_main_impact_very_small	wh_vmp_bones			False		False	0	False		wh_main_bounce_impact	wh_main_entity_impact			
projectiles/wh_vmp_bones.rigid_model_v2	wh_main_vmp_bones_impact	wh_vmp_bones_tower	wh_main_generic_dust_blow	wh_main_weapon_trail_dark_magic	False		False	0	False		wh_main_bounce_impact	wh_main_entity_impact			
projectiles/wh_vmp_bones.rigid_model_v2	wh_main_vmp_bones_impact	wh_vmp_bones_tower_improved	wh_main_generic_dust_blow	wh_main_weapon_trail_dark_magic	False		False	0	False		wh_main_bounce_impact	wh_main_entity_impact			
projectiles/wh_vmp_bat_cage_projectile_01.rigid_model_v2	wh_main_generic_debris_impact	wh_vmp_caged_bats		wh_main_weapon_trail_tower_caged_bats	False		False	0	False		wh_main_bounce_impact	wh_main_entity_impact			
projectiles/wh_vmp_bat_cage_projectile_01.wsmodel	wh_main_generic_debris_impact	wh_vmp_caged_bats_tower	wh_main_generic_dust_blow	wh_main_weapon_trail_tower_caged_bats	False		False	0	False		wh_main_bounce_impact	wh_main_entity_impact			
	wh_main_impact_very_small	wh_vmp_corpse_ball			False		False	0	False		wh_main_bounce_impact	wh_main_entity_impact			
projectiles\wh_tower_vmp_corpse_ball.rigid_model_v2	wh_main_impact_medium	wh_vmp_corpse_ball_tower	wh_main_generic_dust_blow	wh_main_weapon_trail_tower_medium	False		False	0	False		wh_main_bounce_impact	wh_main_entity_impact			
	wh_main_impact_very_small	wh_vmp_ghostly_howl			False		False	0	False			wh_main_entity_impact			
	wh_main_impact_very_small	wh_vmp_terrorgheist_shriek			False		False	0	False			wh_main_entity_impact			
	wh_dlc05_wef_hawks_talon	wh_wef_hawks_talon		wh_dlc05_hawk_magic_arrow_trail	False		False	0	False						
projectiles/wh_wef_orion_arrow_01.rigid_model_v2	arrow	wh_wef_orion_arrow			False		False	0	False		wh_main_bounce_impact	wh_main_entity_impact			
projectiles/wh_wef_orion_spear_01.rigid_model_v2	wh_main_impact_medium	wh_wef_orion_spear		wh_dlc05_weapon_trail_orion_spear	False		False	0	False		wh_main_impact_small	wh_main_impact_small			
projectiles\wef_glade_guard_arrow_01.wsmodel	wh_dlc05_impact_wef_arrow_trueflight	wh_wef_waywatchers_arrow		wh_dlc05_wef_trueflight_arrow_trail	False		False	-0.05	False			wh_main_entity_impact			
