campaign_map_regions_tables
0
campaign_map	region
wh2_main_great_vortex_map_1	wh2_main_vor_deadwood_shagrath
wh2_main_great_vortex_map_1	wh2_main_vor_deadwood_the_frozen_city
wh2_main_great_vortex_map_1	wh2_main_vor_eagle_gate
wh2_main_great_vortex_map_1	wh2_main_vor_eataine_angerrial
wh2_main_great_vortex_map_1	wh2_main_vor_eataine_shrine_of_asuryan
wh2_main_great_vortex_map_1	wh2_main_vor_ellyrion_reavers_mark
wh2_main_great_vortex_map_1	wh2_main_vor_ellyrion_the_arc_span
wh2_main_great_vortex_map_1	wh2_main_vor_ellyrion_tor_elyr
wh2_main_great_vortex_map_1	wh2_main_vor_forest_of_the_viper_chotecs_causeway
wh2_main_great_vortex_map_1	wh2_main_vor_forest_of_the_viper_fallen_gates
wh2_main_great_vortex_map_1	wh2_main_vor_forest_of_the_viper_mirror_pool_of_tepok
wh2_main_great_vortex_map_1	wh2_main_vor_grey_guardians_grey_rock_point
wh2_main_great_vortex_map_1	wh2_main_vor_grey_guardians_ssildra_tor
wh2_main_great_vortex_map_1	wh2_main_vor_grey_guardians_titan_peak
wh2_main_great_vortex_map_1	wh2_main_vor_griffon_gate
wh2_main_great_vortex_map_1	wh2_main_vor_headhunters_jungle_altar_of_the_horned_rat
wh2_main_great_vortex_map_1	wh2_main_vor_headhunters_jungle_marks_of_the_old_ones
wh2_main_great_vortex_map_1	wh2_main_vor_heart_of_the_jungle_oreons_camp
wh2_main_great_vortex_map_1	wh2_main_vor_iron_mountains_altar_of_ultimate_darkness
wh2_main_great_vortex_map_1	wh2_main_vor_iron_mountains_cragroth_deep
wh2_main_great_vortex_map_1	wh2_main_vor_iron_mountains_rackdo_gorge
wh2_main_great_vortex_map_1	wh2_main_vor_iron_mountains_shroktak_mount
wh2_main_great_vortex_map_1	wh2_main_vor_iron_peaks_ancient_city_of_quintex
wh2_main_great_vortex_map_1	wh2_main_vor_iron_peaks_ironspike
wh2_main_great_vortex_map_1	wh2_main_vor_iron_peaks_the_moon_shard
wh2_main_great_vortex_map_1	wh2_main_vor_ironfrost_glacier_bear_isle
wh2_main_great_vortex_map_1	wh2_main_vor_ironfrost_glacier_dagraks_end
wh2_main_great_vortex_map_1	wh2_main_vor_ironfrost_glacier_ironfrost
wh2_main_great_vortex_map_1	wh2_main_vor_ironfrost_glacier_mung_encampment
wh2_main_great_vortex_map_1	wh2_main_vor_isthmus_of_lustria_hexoatl
wh2_main_great_vortex_map_1	wh2_main_vor_isthmus_of_lustria_monolith_of_fallen_gods
wh2_main_great_vortex_map_1	wh2_main_vor_isthmus_of_lustria_ziggurat_of_dawn
wh2_main_great_vortex_map_1	wh2_main_vor_jungle_of_pahualaxa_floating_pyramid
wh2_main_great_vortex_map_1	wh2_main_vor_jungle_of_pahualaxa_monument_of_the_moon
wh2_main_great_vortex_map_1	wh2_main_vor_jungle_of_pahualaxa_pahuax
wh2_main_great_vortex_map_1	wh2_main_vor_jungle_of_pahualaxa_the_high_sentinel
wh2_main_great_vortex_map_1	wh2_main_vor_jungles_of_green_mist_pillars_of_unseen_constellations
wh2_main_great_vortex_map_1	wh2_main_vor_jungles_of_green_mist_spektazuma
wh2_main_great_vortex_map_1	wh2_main_vor_jungles_of_green_mist_wellsprings_of_eternity
wh2_main_great_vortex_map_1	wh2_main_vor_kingdom_of_beasts_serpent_coast
wh2_main_great_vortex_map_1	wh2_main_vor_kingdom_of_beasts_temple_of_skulls
wh2_main_great_vortex_map_1	wh2_main_vor_kingdom_of_beasts_the_cursed_jungle
wh2_main_great_vortex_map_1	wh2_main_vor_land_of_assassins_lashiek
wh2_main_great_vortex_map_1	wh2_main_vor_land_of_assassins_palace_of_the_wizard_caliph
wh2_main_great_vortex_map_1	wh2_main_vor_land_of_assassins_sorcerers_islands
wh2_main_great_vortex_map_1	wh2_main_vor_land_of_the_dead_black_pyramid_of_nagash
wh2_main_great_vortex_map_1	wh2_main_vor_land_of_the_dead_khemri
wh2_main_great_vortex_map_1	wh2_main_vor_land_of_the_dead_springs_of_eternal_life
wh2_main_great_vortex_map_1	wh2_main_vor_land_of_the_dead_zandri
wh2_main_great_vortex_map_1	wh2_main_vor_land_of_the_dervishes_el-kalabad
wh2_main_great_vortex_map_1	wh2_main_vor_land_of_the_dervishes_elven_ruins
wh2_main_great_vortex_map_1	wh2_main_vor_land_of_the_dervishes_sudenburg
wh2_main_great_vortex_map_1	wh2_main_vor_mosquito_swamps_tlax
wh2_main_great_vortex_map_1	wh2_main_vor_mosquito_swamps_xahutec
wh2_main_great_vortex_map_1	wh2_main_vor_mosquito_swamps_xlanhuapec
wh2_main_great_vortex_map_1	wh2_main_vor_nagarythe_shrine_of_khaine
wh2_main_great_vortex_map_1	wh2_main_vor_nagarythe_tor_anlec
wh2_main_great_vortex_map_1	wh2_main_vor_nagarythe_tor_dranil
wh2_main_great_vortex_map_1	wh2_main_vor_naggarond_har_kaldra
wh2_main_great_vortex_map_1	wh2_main_vor_naggarond_kaelra
wh2_main_great_vortex_map_1	wh2_main_vor_naggarond_naggarond
wh2_main_great_vortex_map_1	wh2_main_vor_northern_great_jungle_chaqua
wh2_main_great_vortex_map_1	wh2_main_vor_northern_great_jungle_itza
wh2_main_great_vortex_map_1	wh2_main_vor_northern_great_jungle_quetza
wh2_main_great_vortex_map_1	wh2_main_vor_northern_great_jungle_quittax
wh2_main_great_vortex_map_1	wh2_main_vor_northern_spine_of_sotek_cavern_of_the_mlexigaur
wh2_main_great_vortex_map_1	wh2_main_vor_northern_spine_of_sotek_hualotal
wh2_main_great_vortex_map_1	wh2_main_vor_northern_spine_of_sotek_monument_of_izzatal
wh2_main_great_vortex_map_1	wh2_main_vor_northern_yvresse_sardenath
wh2_main_great_vortex_map_1	wh2_main_vor_northern_yvresse_tor_yvresse
wh2_main_great_vortex_map_1	wh2_main_vor_northern_yvresse_tralinia
wh2_main_great_vortex_map_1	wh2_main_vor_obsidian_peaks_ice_rock_gorge
wh2_main_great_vortex_map_1	wh2_main_vor_obsidian_peaks_ice_spire
wh2_main_great_vortex_map_1	wh2_main_vor_obsidian_peaks_keshta_vault
wh2_main_great_vortex_map_1	wh2_main_vor_obsidian_peaks_temple_of_addaioth
wh2_main_great_vortex_map_1	wh2_main_vor_phoenix_gate
wh2_main_great_vortex_map_1	wh2_main_vor_plain_of_spiders_clarak_spire
wh2_main_great_vortex_map_1	wh2_main_vor_plain_of_spiders_pits_of_zardok
wh2_main_great_vortex_map_1	wh2_main_vor_red_desert_drackla_spire
wh2_main_great_vortex_map_1	wh2_main_vor_red_desert_rothkar_spire
wh2_main_great_vortex_map_1	wh2_main_vor_river_qurveza_axlotl
wh2_main_great_vortex_map_1	wh2_main_vor_river_qurveza_mouth_of_qurveza
wh2_main_great_vortex_map_1	wh2_main_vor_saphery_port_elistor
wh2_main_great_vortex_map_1	wh2_main_vor_saphery_shadow_peak
wh2_main_great_vortex_map_1	wh2_main_vor_saphery_tor_finu
wh2_main_great_vortex_map_1	wh2_main_vor_saphery_tower_of_hoeth
wh2_main_great_vortex_map_1	wh2_main_vor_sartosa_sartosa
wh2_main_great_vortex_map_1	wh2_main_vor_scorpion_coast_chotec
wh2_main_great_vortex_map_1	wh2_main_vor_scorpion_coast_temple_of_tlencan
wh2_main_great_vortex_map_1	wh2_main_vor_sea_bay_of_corsairs
wh2_main_great_vortex_map_1	wh2_main_vor_sea_boiling_sea
wh2_main_great_vortex_map_1	wh2_main_vor_sea_eastern_gulf_of_lustria
wh2_main_great_vortex_map_1	wh2_main_vor_sea_eastern_straits_of_the_great_ocean
wh2_main_great_vortex_map_1	wh2_main_vor_sea_far_sea
wh2_main_great_vortex_map_1	wh2_main_vor_sea_gulf_of_medes
wh2_main_great_vortex_map_1	wh2_main_vor_sea_gulf_of_sufaga
wh2_main_great_vortex_map_1	wh2_main_vor_sea_lake
wh2_main_great_vortex_map_1	wh2_main_vor_sea_mangrove_coast
wh2_main_great_vortex_map_1	wh2_main_vor_sea_northern_straits_of_the_great_ocean
wh2_main_great_vortex_map_1	wh2_main_vor_sea_of_dread_tor_elasor
wh2_main_great_vortex_map_1	wh2_main_vor_sea_of_dread_tower_of_the_stars
wh2_main_great_vortex_map_1	wh2_main_vor_sea_of_dread_tower_of_the_sun
wh2_main_great_vortex_map_1	wh2_main_vor_sea_pirate_coast_of_araby
wh2_main_great_vortex_map_1	wh2_main_vor_sea_sea_of_chaos
wh2_main_great_vortex_map_1	wh2_main_vor_sea_sea_of_chill
wh2_main_great_vortex_map_1	wh2_main_vor_sea_sea_of_dreams
wh2_main_great_vortex_map_1	wh2_main_vor_sea_sea_of_dusk
wh2_main_great_vortex_map_1	wh2_main_vor_sea_sea_of_malice
wh2_main_great_vortex_map_1	wh2_main_vor_sea_sea_of_serpents
wh2_main_great_vortex_map_1	wh2_main_vor_sea_sea_of_squalls
wh2_main_great_vortex_map_1	wh2_main_vor_sea_serpents_coast
wh2_main_great_vortex_map_1	wh2_main_vor_sea_shark_straits
wh2_main_great_vortex_map_1	wh2_main_vor_sea_shifting_isles
wh2_main_great_vortex_map_1	wh2_main_vor_sea_southern_straits_of_the_great_ocean
wh2_main_great_vortex_map_1	wh2_main_vor_sea_straits_of_fear
wh2_main_great_vortex_map_1	wh2_main_vor_sea_sunken_lands
wh2_main_great_vortex_map_1	wh2_main_vor_sea_tarantula_coast
wh2_main_great_vortex_map_1	wh2_main_vor_sea_the_bitter_sea
wh2_main_great_vortex_map_1	wh2_main_vor_sea_the_black_ocean
wh2_main_great_vortex_map_1	wh2_main_vor_sea_the_bleak_coast
wh2_main_great_vortex_map_1	wh2_main_vor_sea_the_churning_gulf
wh2_main_great_vortex_map_1	wh2_main_vor_sea_the_dragon_spine
wh2_main_great_vortex_map_1	wh2_main_vor_sea_the_forbidding_coast
wh2_main_great_vortex_map_1	wh2_main_vor_sea_the_great_ocean
wh2_main_great_vortex_map_1	wh2_main_vor_sea_the_isles
wh2_main_great_vortex_map_1	wh2_main_vor_sea_the_sea_of_dread
wh2_main_great_vortex_map_1	wh2_main_vor_sea_the_vampire_coast
wh2_main_great_vortex_map_1	wh2_main_vor_sea_volcanic_islands
wh2_main_great_vortex_map_1	wh2_main_vor_sea_western_gulf_of_lustria
wh2_main_great_vortex_map_1	wh2_main_vor_settlers_coast_port_reaver
wh2_main_great_vortex_map_1	wh2_main_vor_settlers_coast_skeggi
wh2_main_great_vortex_map_1	wh2_main_vor_settlers_coast_swamp_town
wh2_main_great_vortex_map_1	wh2_main_vor_shadow_wood_circle_of_destruction
wh2_main_great_vortex_map_1	wh2_main_vor_shadow_wood_clar_karond
wh2_main_great_vortex_map_1	wh2_main_vor_shadow_wood_daldrachs_lair
wh2_main_great_vortex_map_1	wh2_main_vor_shadow_wood_venom_glade
wh2_main_great_vortex_map_1	wh2_main_vor_shifting_mangrove_coastline_temple_avenue_of_gold
wh2_main_great_vortex_map_1	wh2_main_vor_shifting_mangrove_coastline_teotiqua
wh2_main_great_vortex_map_1	wh2_main_vor_shifting_sands_antoch
wh2_main_great_vortex_map_1	wh2_main_vor_shifting_sands_bhagar
wh2_main_great_vortex_map_1	wh2_main_vor_shifting_sands_ka-sabar
wh2_main_great_vortex_map_1	wh2_main_vor_shifting_sands_plain_of_tuskers
wh2_main_great_vortex_map_1	wh2_main_vor_southern_badlands_galbaraz
wh2_main_great_vortex_map_1	wh2_main_vor_southern_badlands_gor_gazan
wh2_main_great_vortex_map_1	wh2_main_vor_southern_great_jungle_gwakmol_crater
wh2_main_great_vortex_map_1	wh2_main_vor_southern_great_jungle_mortuary_of_tzulaqua
wh2_main_great_vortex_map_1	wh2_main_vor_southern_great_jungle_xhotl
wh2_main_great_vortex_map_1	wh2_main_vor_southern_jungles_dawns_light
wh2_main_great_vortex_map_1	wh2_main_vor_southern_jungles_scrag_hole
wh2_main_great_vortex_map_1	wh2_main_vor_southern_jungles_yuatek
wh2_main_great_vortex_map_1	wh2_main_vor_southern_spine_of_sotek_mine_of_the_bearded_skulls
wh2_main_great_vortex_map_1	wh2_main_vor_southern_spine_of_sotek_thrice-cursed_peak
wh2_main_great_vortex_map_1	wh2_main_vor_southern_yvresse_cairn_thel
wh2_main_great_vortex_map_1	wh2_main_vor_southern_yvresse_elessaeli
wh2_main_great_vortex_map_1	wh2_main_vor_southern_yvresse_shrine_of_loec
wh2_main_great_vortex_map_1	wh2_main_vor_southlands_world_edge_mountains_karag_orrud
wh2_main_great_vortex_map_1	wh2_main_vor_southlands_world_edge_mountains_karak_zorn
wh2_main_great_vortex_map_1	wh2_main_vor_southlands_world_edge_mountains_lost_plateau
wh2_main_great_vortex_map_1	wh2_main_vor_southlands_world_edge_mountains_mount_arachnos
wh2_main_great_vortex_map_1	wh2_main_vor_straits_of_lothern_glittering_tower
wh2_main_great_vortex_map_1	wh2_main_vor_straits_of_lothern_lothern
wh2_main_great_vortex_map_1	wh2_main_vor_straits_of_lothern_tower_of_lysean
wh2_main_great_vortex_map_1	wh2_main_vor_the_black_coast_arnheim
wh2_main_great_vortex_map_1	wh2_main_vor_the_black_coast_bleak_hold_fortress
wh2_main_great_vortex_map_1	wh2_main_vor_the_black_coast_hag_hall
wh2_main_great_vortex_map_1	wh2_main_vor_the_black_coast_vauls_anvil
wh2_main_great_vortex_map_1	wh2_main_vor_the_black_flood_hag_graef
wh2_main_great_vortex_map_1	wh2_main_vor_the_black_flood_storag_kor
wh2_main_great_vortex_map_1	wh2_main_vor_the_black_flood_temple_of_khaine
wh2_main_great_vortex_map_1	wh2_main_vor_the_broken_land_black_creek_spire
wh2_main_great_vortex_map_1	wh2_main_vor_the_broken_land_blacklight_tower
wh2_main_great_vortex_map_1	wh2_main_vor_the_broken_land_karond_kar
wh2_main_great_vortex_map_1	wh2_main_vor_the_broken_land_slavers_point
wh2_main_great_vortex_map_1	wh2_main_vor_the_capes_citadel_of_dusk
wh2_main_great_vortex_map_1	wh2_main_vor_the_capes_fortress_of_dawn
wh2_main_great_vortex_map_1	wh2_main_vor_the_chill_road_ashrak
wh2_main_great_vortex_map_1	wh2_main_vor_the_chill_road_ghrond
wh2_main_great_vortex_map_1	wh2_main_vor_the_chill_road_the_great_arena
wh2_main_great_vortex_map_1	wh2_main_vor_the_clawed_coast_hoteks_column
wh2_main_great_vortex_map_1	wh2_main_vor_the_clawed_coast_the_monoliths
wh2_main_great_vortex_map_1	wh2_main_vor_the_clawed_coast_the_twisted_glade
wh2_main_great_vortex_map_1	wh2_main_vor_the_creeping_jungle_temple_of_kara
wh2_main_great_vortex_map_1	wh2_main_vor_the_creeping_jungle_tlanxla
wh2_main_great_vortex_map_1	wh2_main_vor_the_creeping_jungle_tlaxtlan
wh2_main_great_vortex_map_1	wh2_main_vor_the_dragon_isles_isle_of_the_crimson_skull
wh2_main_great_vortex_map_1	wh2_main_vor_the_dragon_isles_the_blood_hall
wh2_main_great_vortex_map_1	wh2_main_vor_the_forbidden_jungle_chamber_of_visions
wh2_main_great_vortex_map_1	wh2_main_vor_the_forbidden_jungle_sentinels_of_xeti
wh2_main_great_vortex_map_1	wh2_main_vor_the_great_desert_bel_aliad
wh2_main_great_vortex_map_1	wh2_main_vor_the_great_desert_black_tower_of_arkhan
wh2_main_great_vortex_map_1	wh2_main_vor_the_great_desert_pools_of_despair
wh2_main_great_vortex_map_1	wh2_main_vor_the_isle_of_the_dead
wh2_main_great_vortex_map_1	wh2_main_vor_the_jungles_of_the_gods_caverns_of_sotek
wh2_main_great_vortex_map_1	wh2_main_vor_the_jungles_of_the_gods_tor_surpindar
wh2_main_great_vortex_map_1	wh2_main_vor_the_lost_valleys_oyxl
wh2_main_great_vortex_map_1	wh2_main_vor_the_lost_valleys_subatuun
wh2_main_great_vortex_map_1	wh2_main_vor_the_lost_valleys_the_sentinel_of_time
wh2_main_great_vortex_map_1	wh2_main_vor_the_red_rivers_cuexotl
wh2_main_great_vortex_map_1	wh2_main_vor_the_red_rivers_golden_tower_of_the_gods
wh2_main_great_vortex_map_1	wh2_main_vor_the_red_rivers_nahuontl
wh2_main_great_vortex_map_1	wh2_main_vor_the_red_rivers_zlatan
wh2_main_great_vortex_map_1	wh2_main_vor_the_road_of_skulls_har_ganeth
wh2_main_great_vortex_map_1	wh2_main_vor_the_road_of_skulls_kauark
wh2_main_great_vortex_map_1	wh2_main_vor_the_road_of_skulls_spite_reach
wh2_main_great_vortex_map_1	wh2_main_vor_the_road_of_skulls_the_black_pillar
wh2_main_great_vortex_map_1	wh2_main_vor_the_turtle_isles_golden_ziggurat
wh2_main_great_vortex_map_1	wh2_main_vor_the_turtle_isles_great_turtle_isle
wh2_main_great_vortex_map_1	wh2_main_vor_the_turtle_isles_mud_isle
wh2_main_great_vortex_map_1	wh2_main_vor_the_vampire_coast_pox_marsh
wh2_main_great_vortex_map_1	wh2_main_vor_the_vampire_coast_the_awakening
wh2_main_great_vortex_map_1	wh2_main_vor_the_vampire_coast_the_blood_swamps
wh2_main_great_vortex_map_1	wh2_main_vor_the_vampire_coast_the_star_tower
wh2_main_great_vortex_map_1	wh2_main_vor_tiranoc_salvation_isle
wh2_main_great_vortex_map_1	wh2_main_vor_tiranoc_the_high_vale
wh2_main_great_vortex_map_1	wh2_main_vor_tiranoc_tor_anroc
wh2_main_great_vortex_map_1	wh2_main_vor_tiranoc_whitepeak
wh2_main_great_vortex_map_1	wh2_main_vor_unicorn_gate
wh2_main_great_vortex_map_1	wh2_main_vor_western_jungles_deaths-head_monoliths
wh2_main_great_vortex_map_1	wh2_main_vor_western_jungles_statues_of_the_gods
wh2_main_great_vortex_map_1	wh2_main_vor_western_jungles_tlaqua
wh2_main_great_vortex_map_2	wh2_main_vor_aghol_wastelands_fortress_of_the_damned
wh2_main_great_vortex_map_2	wh2_main_vor_aghol_wastelands_palace_of_princes
wh2_main_great_vortex_map_2	wh2_main_vor_aghol_wastelands_the_palace_of_ruin
wh2_main_great_vortex_map_2	wh2_main_vor_albion_albion
wh2_main_great_vortex_map_2	wh2_main_vor_albion_pack_ice_bay
wh2_main_great_vortex_map_2	wh2_main_vor_albion_troll_fjord
wh2_main_great_vortex_map_2	wh2_main_vor_ash_river_numas
wh2_main_great_vortex_map_2	wh2_main_vor_ash_river_quatar
wh2_main_great_vortex_map_2	wh2_main_vor_ash_river_the_salt_plain
wh2_main_great_vortex_map_2	wh2_main_vor_ashen_coast_scarpels_lair
wh2_main_great_vortex_map_2	wh2_main_vor_ashen_coast_sulpharets
wh2_main_great_vortex_map_2	wh2_main_vor_ashen_coast_tyrant_peak
wh2_main_great_vortex_map_2	wh2_main_vor_avelorn_evershale
wh2_main_great_vortex_map_2	wh2_main_vor_avelorn_gaean_vale
wh2_main_great_vortex_map_2	wh2_main_vor_avelorn_tor_saroir
wh2_main_great_vortex_map_2	wh2_main_vor_caledor_caledors_repose
wh2_main_great_vortex_map_2	wh2_main_vor_caledor_tor_sethai
wh2_main_great_vortex_map_2	wh2_main_vor_caledor_vauls_anvil
wh2_main_great_vortex_map_2	wh2_main_vor_central_spine_of_sotek_caverns_of_the_great_bat
wh2_main_great_vortex_map_2	wh2_main_vor_central_spine_of_sotek_chiquibol
wh2_main_great_vortex_map_2	wh2_main_vor_chrace_elisia
wh2_main_great_vortex_map_2	wh2_main_vor_chrace_tor_achare
wh2_main_great_vortex_map_2	wh2_main_vor_chrace_tor_gard
wh2_main_great_vortex_map_2	wh2_main_vor_coast_of_araby_al_haikk
wh2_main_great_vortex_map_2	wh2_main_vor_coast_of_araby_copher
wh2_main_great_vortex_map_2	wh2_main_vor_coast_of_araby_fyrus
wh2_main_great_vortex_map_2	wh2_main_vor_coast_of_araby_martek
wh2_main_great_vortex_map_2	wh2_main_vor_coast_of_squalls_macu_peaks
wh2_main_great_vortex_map_2	wh2_main_vor_coast_of_squalls_monument_of_the_sun
wh2_main_great_vortex_map_2	wh2_main_vor_coast_of_squalls_shrine_of_sotek
wh2_main_great_vortex_map_2	wh2_main_vor_cobra_pass_eye_of_the_panther
wh2_main_great_vortex_map_2	wh2_main_vor_cobra_pass_vulture_mountain
wh2_main_great_vortex_map_2	wh2_main_vor_copper_desert_the_dust_gate
wh2_main_great_vortex_map_2	wh2_main_vor_copper_desert_the_forgotten_isles
wh2_main_great_vortex_map_2	wh2_main_vor_copper_desert_the_golden_colossus
wh2_main_great_vortex_map_2	wh2_main_vor_cothique_mistnar
wh2_main_great_vortex_map_2	wh2_main_vor_cothique_tor_koruali
wh2_main_great_vortex_map_2	wh2_main_vor_culchan_plains_chupayotl
wh2_main_great_vortex_map_2	wh2_main_vor_culchan_plains_kaiax
wh2_main_great_vortex_map_2	wh2_main_vor_culchan_plains_the_southern_sentinels
wh2_main_great_vortex_map_2	wh2_main_vor_culchan_plains_xlansec
wh2_main_great_vortex_map_2	wh2_main_vor_deadwood_dargoth
wh2_main_great_vortex_map_2	wh2_main_vor_deadwood_nagrar
wh2_main_great_vortex_map_2	wh2_main_vor_deadwood_shagrath
wh2_main_great_vortex_map_2	wh2_main_vor_deadwood_the_frozen_city
wh2_main_great_vortex_map_2	wh2_main_vor_eagle_gate
wh2_main_great_vortex_map_2	wh2_main_vor_eataine_angerrial
wh2_main_great_vortex_map_2	wh2_main_vor_eataine_shrine_of_asuryan
wh2_main_great_vortex_map_2	wh2_main_vor_ellyrion_reavers_mark
wh2_main_great_vortex_map_2	wh2_main_vor_ellyrion_the_arc_span
wh2_main_great_vortex_map_2	wh2_main_vor_ellyrion_tor_elyr
wh2_main_great_vortex_map_2	wh2_main_vor_forest_of_the_viper_chotecs_causeway
wh2_main_great_vortex_map_2	wh2_main_vor_forest_of_the_viper_fallen_gates
wh2_main_great_vortex_map_2	wh2_main_vor_forest_of_the_viper_mirror_pool_of_tepok
wh2_main_great_vortex_map_2	wh2_main_vor_grey_guardians_grey_rock_point
wh2_main_great_vortex_map_2	wh2_main_vor_grey_guardians_ssildra_tor
wh2_main_great_vortex_map_2	wh2_main_vor_grey_guardians_titan_peak
wh2_main_great_vortex_map_2	wh2_main_vor_griffon_gate
wh2_main_great_vortex_map_2	wh2_main_vor_headhunters_jungle_altar_of_the_horned_rat
wh2_main_great_vortex_map_2	wh2_main_vor_headhunters_jungle_marks_of_the_old_ones
wh2_main_great_vortex_map_2	wh2_main_vor_heart_of_the_jungle_oreons_camp
wh2_main_great_vortex_map_2	wh2_main_vor_iron_mountains_altar_of_ultimate_darkness
wh2_main_great_vortex_map_2	wh2_main_vor_iron_mountains_cragroth_deep
wh2_main_great_vortex_map_2	wh2_main_vor_iron_mountains_rackdo_gorge
wh2_main_great_vortex_map_2	wh2_main_vor_iron_mountains_shroktak_mount
wh2_main_great_vortex_map_2	wh2_main_vor_iron_peaks_ancient_city_of_quintex
wh2_main_great_vortex_map_2	wh2_main_vor_iron_peaks_ironspike
wh2_main_great_vortex_map_2	wh2_main_vor_iron_peaks_the_moon_shard
wh2_main_great_vortex_map_2	wh2_main_vor_ironfrost_glacier_bear_isle
wh2_main_great_vortex_map_2	wh2_main_vor_ironfrost_glacier_dagraks_end
wh2_main_great_vortex_map_2	wh2_main_vor_ironfrost_glacier_ironfrost
wh2_main_great_vortex_map_2	wh2_main_vor_ironfrost_glacier_mung_encampment
wh2_main_great_vortex_map_2	wh2_main_vor_isthmus_of_lustria_hexoatl
wh2_main_great_vortex_map_2	wh2_main_vor_isthmus_of_lustria_monolith_of_fallen_gods
wh2_main_great_vortex_map_2	wh2_main_vor_isthmus_of_lustria_ziggurat_of_dawn
wh2_main_great_vortex_map_2	wh2_main_vor_jungle_of_pahualaxa_floating_pyramid
wh2_main_great_vortex_map_2	wh2_main_vor_jungle_of_pahualaxa_monument_of_the_moon
wh2_main_great_vortex_map_2	wh2_main_vor_jungle_of_pahualaxa_pahuax
wh2_main_great_vortex_map_2	wh2_main_vor_jungle_of_pahualaxa_the_high_sentinel
wh2_main_great_vortex_map_2	wh2_main_vor_jungles_of_green_mist_pillars_of_unseen_constellations
wh2_main_great_vortex_map_2	wh2_main_vor_jungles_of_green_mist_spektazuma
wh2_main_great_vortex_map_2	wh2_main_vor_jungles_of_green_mist_wellsprings_of_eternity
wh2_main_great_vortex_map_2	wh2_main_vor_kingdom_of_beasts_serpent_coast
wh2_main_great_vortex_map_2	wh2_main_vor_kingdom_of_beasts_temple_of_skulls
wh2_main_great_vortex_map_2	wh2_main_vor_kingdom_of_beasts_the_cursed_jungle
wh2_main_great_vortex_map_2	wh2_main_vor_land_of_assassins_lashiek
wh2_main_great_vortex_map_2	wh2_main_vor_land_of_assassins_palace_of_the_wizard_caliph
wh2_main_great_vortex_map_2	wh2_main_vor_land_of_assassins_sorcerers_islands
wh2_main_great_vortex_map_2	wh2_main_vor_land_of_the_dead_black_pyramid_of_nagash
wh2_main_great_vortex_map_2	wh2_main_vor_land_of_the_dead_khemri
wh2_main_great_vortex_map_2	wh2_main_vor_land_of_the_dead_springs_of_eternal_life
wh2_main_great_vortex_map_2	wh2_main_vor_land_of_the_dead_zandri
wh2_main_great_vortex_map_2	wh2_main_vor_land_of_the_dervishes_el-kalabad
wh2_main_great_vortex_map_2	wh2_main_vor_land_of_the_dervishes_elven_ruins
wh2_main_great_vortex_map_2	wh2_main_vor_land_of_the_dervishes_sudenburg
wh2_main_great_vortex_map_2	wh2_main_vor_mosquito_swamps_tlax
wh2_main_great_vortex_map_2	wh2_main_vor_mosquito_swamps_xahutec
wh2_main_great_vortex_map_2	wh2_main_vor_mosquito_swamps_xlanhuapec
wh2_main_great_vortex_map_2	wh2_main_vor_nagarythe_shrine_of_khaine
wh2_main_great_vortex_map_2	wh2_main_vor_nagarythe_tor_anlec
wh2_main_great_vortex_map_2	wh2_main_vor_nagarythe_tor_dranil
wh2_main_great_vortex_map_2	wh2_main_vor_naggarond_har_kaldra
wh2_main_great_vortex_map_2	wh2_main_vor_naggarond_kaelra
wh2_main_great_vortex_map_2	wh2_main_vor_naggarond_naggarond
wh2_main_great_vortex_map_2	wh2_main_vor_northern_great_jungle_chaqua
wh2_main_great_vortex_map_2	wh2_main_vor_northern_great_jungle_itza
wh2_main_great_vortex_map_2	wh2_main_vor_northern_great_jungle_quetza
wh2_main_great_vortex_map_2	wh2_main_vor_northern_great_jungle_quittax
wh2_main_great_vortex_map_2	wh2_main_vor_northern_spine_of_sotek_cavern_of_the_mlexigaur
wh2_main_great_vortex_map_2	wh2_main_vor_northern_spine_of_sotek_hualotal
wh2_main_great_vortex_map_2	wh2_main_vor_northern_spine_of_sotek_monument_of_izzatal
wh2_main_great_vortex_map_2	wh2_main_vor_northern_yvresse_sardenath
wh2_main_great_vortex_map_2	wh2_main_vor_northern_yvresse_tor_yvresse
wh2_main_great_vortex_map_2	wh2_main_vor_northern_yvresse_tralinia
wh2_main_great_vortex_map_2	wh2_main_vor_obsidian_peaks_ice_rock_gorge
wh2_main_great_vortex_map_2	wh2_main_vor_obsidian_peaks_ice_spire
wh2_main_great_vortex_map_2	wh2_main_vor_obsidian_peaks_keshta_vault
wh2_main_great_vortex_map_2	wh2_main_vor_obsidian_peaks_temple_of_addaioth
wh2_main_great_vortex_map_2	wh2_main_vor_phoenix_gate
wh2_main_great_vortex_map_2	wh2_main_vor_plain_of_spiders_clarak_spire
wh2_main_great_vortex_map_2	wh2_main_vor_plain_of_spiders_pits_of_zardok
wh2_main_great_vortex_map_2	wh2_main_vor_red_desert_drackla_spire
wh2_main_great_vortex_map_2	wh2_main_vor_red_desert_rothkar_spire
wh2_main_great_vortex_map_2	wh2_main_vor_river_qurveza_axlotl
wh2_main_great_vortex_map_2	wh2_main_vor_river_qurveza_mouth_of_qurveza
wh2_main_great_vortex_map_2	wh2_main_vor_saphery_port_elistor
wh2_main_great_vortex_map_2	wh2_main_vor_saphery_shadow_peak
