units_custom_battle_permissions_tables
7
faction	general_unit	unit	siege_unit_attacker	siege_unit_defender	general_portrait	general_uniform	set_piece_character
wh2_main_skv_skaven	False	wh2_main_skv_cha_plague_priest_2	True	True	ui/portraits/portholes/wh2_main_skv_skaven/skv_plague_priest_campaign_01_0.png	wh2_main_uniform_skv_plague_priest_01	wh2_main_skv_cha_plague_priest_0
wh2_main_skv_skaven	True	wh2_main_skv_cha_queek_headtaker	True	True	ui/portraits/portholes/wh2_main_skv_skaven/skv_queek_0.png		wh2_main_skv_cha_queek_headtaker
wh2_main_skv_clan_mors	False	wh2_main_skv_cha_warlock_engineer	True	True	ui/portraits/portholes/wh2_main_skv_skaven/skv_warlock_engineer_campaign_03_0.png	wh2_main_uniform_skv_warlock_engineer_03	wh2_main_skv_cha_warlock_engineer
wh2_main_skv_clan_pestilens	False	wh2_main_skv_cha_warlock_engineer	True	True	ui/portraits/portholes/wh2_main_skv_skaven/skv_warlock_engineer_campaign_03_0.png	wh2_main_uniform_skv_warlock_engineer_03	wh2_main_skv_cha_warlock_engineer
wh2_main_skv_skaven	False	wh2_main_skv_cha_warlock_engineer	True	True	ui/portraits/portholes/wh2_main_skv_skaven/skv_warlock_engineer_campaign_03_0.png	wh2_main_uniform_skv_warlock_engineer_03	wh2_main_skv_cha_warlock_engineer
wh2_main_skv_clan_mors	True	wh2_main_skv_cha_warlord_0	True	True	ui/portraits/portholes/wh2_main_skv_skaven/skv_warlord_campaign_01_0.png	wh2_main_uniform_skv_warlord_01	wh2_main_skv_cha_warlord_0
wh2_main_skv_clan_pestilens	True	wh2_main_skv_cha_warlord_0	True	True	ui/portraits/portholes/wh2_main_skv_skaven/skv_warlord_campaign_01_0.png	wh2_main_uniform_skv_warlord_01	wh2_main_skv_cha_warlord_0
wh2_main_skv_skaven	True	wh2_main_skv_cha_warlord_0	True	True	ui/portraits/portholes/wh2_main_skv_skaven/skv_warlord_campaign_01_0.png	wh2_main_uniform_skv_warlord_01	wh2_main_skv_cha_warlord_0
wh2_main_skv_clan_mors	True	wh2_main_skv_cha_warlord_1	True	True	ui/portraits/portholes/wh2_main_skv_skaven/skv_warlord_campaign_01_0.png	wh2_main_uniform_skv_warlord_01	wh2_main_skv_cha_warlord_0
wh2_main_skv_clan_pestilens	True	wh2_main_skv_cha_warlord_1	True	True	ui/portraits/portholes/wh2_main_skv_skaven/skv_warlord_campaign_01_0.png	wh2_main_uniform_skv_warlord_01	wh2_main_skv_cha_warlord_0
wh2_main_skv_skaven	True	wh2_main_skv_cha_warlord_1	True	True	ui/portraits/portholes/wh2_main_skv_skaven/skv_warlord_campaign_01_0.png	wh2_main_uniform_skv_warlord_01	wh2_main_skv_cha_warlord_0
wh2_main_skv_skaven	False	wh2_main_skv_inf_clanrat_spearmen_0	True	True			
wh2_main_skv_skaven	False	wh2_main_skv_inf_clanrat_spearmen_1	True	True			
wh2_main_skv_skaven	False	wh2_main_skv_inf_clanrats_0	True	True			
wh2_main_skv_skaven	False	wh2_main_skv_inf_clanrats_1	True	True			
wh2_main_skv_skaven	False	wh2_main_skv_inf_death_globe_bombardiers	True	True			
wh2_main_skv_skaven	False	wh2_main_skv_inf_death_runners_0	True	True			
wh2_main_skv_skaven	False	wh2_main_skv_inf_gutter_runner_slingers_0	True	True			
wh2_main_skv_skaven	False	wh2_main_skv_inf_gutter_runner_slingers_1	True	True			
wh2_main_skv_skaven	False	wh2_main_skv_inf_gutter_runners_0	True	True			
wh2_main_skv_skaven	False	wh2_main_skv_inf_gutter_runners_1	True	True			
wh2_main_skv_skaven	False	wh2_main_skv_inf_night_runners_0	True	True			
wh2_main_skv_skaven	False	wh2_main_skv_inf_night_runners_1	True	True			
wh2_main_skv_skaven	False	wh2_main_skv_inf_plague_monk_censer_bearer	True	True			
wh2_main_skv_skaven	False	wh2_main_skv_inf_plague_monks	True	True			
wh2_main_skv_skaven	False	wh2_main_skv_inf_poison_wind_globadiers	True	True			
wh2_main_skv_skaven	False	wh2_main_skv_inf_skavenslave_slingers_0	True	True			
wh2_main_skv_skaven	False	wh2_main_skv_inf_skavenslave_spearmen_0	True	True			
wh2_main_skv_skaven	False	wh2_main_skv_inf_skavenslaves_0	True	True			
wh2_main_skv_skaven	False	wh2_main_skv_inf_stormvermin_0	True	True			
wh2_main_skv_skaven	False	wh2_main_skv_inf_stormvermin_1	True	True			
wh2_main_skv_skaven	False	wh2_main_skv_inf_warpfire_thrower	True	True			
wh2_main_skv_skaven	False	wh2_main_skv_mon_hell_pit_abomination	True	True			
wh2_main_skv_skaven	False	wh2_main_skv_mon_rat_ogres	True	True			
wh2_main_skv_skaven	False	wh2_main_skv_veh_doomwheel	True	True			
wh_main_chs_chaos	False	wh_dlc01_chs_cav_gorebeast_chariot	True	True			
wh_main_chs_chaos	True	wh_dlc01_chs_cha_chaos_lord_10	True	True	ui/portraits/portholes/wh_main_chs_chaos/chs_chaos_lord_campaign_01_0.png	wh_main_uniform_chs_lord_campaign_01	wh_dlc01_chs_cha_chaos_lord_10
wh_main_chs_chaos	True	wh_dlc01_chs_cha_chaos_lord_2	True	True	ui/portraits/portholes/wh_main_chs_chaos/chs_chaos_lord_campaign_01_0.png	wh_main_uniform_chs_lord_campaign_01	wh_dlc01_chs_cha_chaos_lord_2
wh_main_chs_chaos	True	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_0	True	True	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_02_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_02	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_0
wh_main_chs_chaos	True	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_10	True	True	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_02_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_02	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_10
wh_main_chs_chaos	True	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_12	True	True	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_02_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_02	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_12
wh_main_chs_chaos	True	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_13	True	True	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_02_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_02	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_13
wh_main_chs_chaos	True	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_9	True	True	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_02_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_02	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_9
wh_main_chs_chaos	True	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_0	True	True	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_04_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_04	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_0
wh_main_chs_chaos	True	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_10	True	True	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_04_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_04	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_10
wh_main_chs_chaos	True	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_12	True	True	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_04_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_04	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_12
wh_main_chs_chaos	True	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_13	True	True	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_04_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_04	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_13
wh_main_chs_chaos	True	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_9	True	True	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_04_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_04	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_9
wh_main_chs_chaos	True	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_0	True	True	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_01_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_01	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_0
wh_main_chs_chaos	True	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_10	True	True	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_01_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_01	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_10
wh_main_chs_chaos	True	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_12	True	True	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_01_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_01	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_12
wh_main_chs_chaos	True	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_13	True	True	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_01_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_01	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_13
wh_main_chs_chaos	True	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_9	True	True	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_01_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_01	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_9
wh_main_chs_chaos	True	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_0	True	True	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_03_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_03	wh_dlc07_chs_cha_chaos_sorcerer_lord_shadows_0
wh_main_chs_chaos	True	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_1	True	True	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_03_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_03	wh_dlc07_chs_cha_chaos_sorcerer_lord_shadows_13
wh_main_chs_chaos	True	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_2	True	True	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_03_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_03	wh_dlc07_chs_cha_chaos_sorcerer_lord_shadows_9
wh_main_chs_chaos	True	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_3	True	True	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_03_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_03	wh_dlc07_chs_cha_chaos_sorcerer_lord_shadows_10
wh_main_chs_chaos	True	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_4	True	True	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_lord_campaign_03_0.png	wh_main_uniform_chs_sorcerer_lord_campaign_03	wh_dlc07_chs_cha_chaos_sorcerer_lord_shadows_12
wh_main_chs_chaos	False	wh_dlc01_chs_cha_chaos_sorcerer_shadows_0	True	True	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_campaign_04_0.png	wh_main_uniform_chs_sorcerer_campaign_04	wh_dlc07_chs_cha_chaos_sorcerer_shadows_0
wh_main_chs_chaos	False	wh_dlc01_chs_cha_chaos_sorcerer_shadows_1	True	True	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_campaign_04_0.png	wh_main_uniform_chs_sorcerer_campaign_04	wh_dlc07_chs_cha_chaos_sorcerer_shadows_10
wh_main_chs_chaos	False	wh_dlc01_chs_cha_chaos_sorcerer_shadows_2	True	True	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_campaign_04_0.png	wh_main_uniform_chs_sorcerer_campaign_04	wh_dlc07_chs_cha_chaos_sorcerer_shadows_11
wh_main_chs_chaos	False	wh_dlc01_chs_cha_chaos_sorcerer_shadows_3	True	True	ui/portraits/portholes/wh_main_chs_chaos/chs_sorcerer_campaign_04_0.png	wh_main_uniform_chs_sorcerer_campaign_04	wh_dlc07_chs_cha_chaos_sorcerer_shadows_9
wh_main_chs_chaos	False	wh_dlc01_chs_cha_exalted_hero_10	True	True	ui/portraits/portholes/wh_main_chs_chaos/chs_exalted_hero_campaign_01_0.png	wh_main_uniform_chs_exalted_hero_campaign_01	wh_dlc01_chs_cha_exalted_hero_10
wh_main_chs_chaos	True	wh_dlc01_chs_cha_kholek	True	True	ui/portraits/portholes/wh_main_chs_chaos/chs_kholek_suneater_0.png		wh_dlc01_chs_cha_kholek
wh_main_chs_chaos	True	wh_dlc01_chs_cha_prince_sigvald_the_magnificent	True	True	ui/portraits/portholes/wh_main_chs_chaos/chs_ch_sigvald_0.png		wh_dlc01_chs_cha_prince_sigvald_the_magnificent
wh_main_chs_chaos	False	wh_dlc01_chs_inf_chaos_warriors_2	True	True			
wh_main_chs_chaos	False	wh_dlc01_chs_inf_chosen_2	True	True			
wh_main_chs_chaos	False	wh_dlc01_chs_inf_forsaken_0	True	True			
wh_main_chs_chaos	False	wh_dlc01_chs_mon_dragon_ogre_shaggoth	True	True			
wh_main_chs_chaos	False	wh_dlc01_chs_mon_dragon_ogre	True	True			
wh_main_chs_chaos	False	wh_dlc01_chs_mon_trolls_1	True	True			
wh_main_nor_varg	True	wh_dlc01_nor_cha_chaos_sorcerer_lord_0	True	True	ui/portraits/portholes/wh_main_chs_chaos/nor_chaos_sorcerer_lord_0.png	wh_main_uniform_nor_chaos_sorcerer_lord	
wh_main_nor_varg	True	wh_dlc01_nor_cha_chaos_sorcerer_lord_1	True	True	ui/portraits/portholes/wh_main_chs_chaos/nor_chaos_sorcerer_lord_0.png	wh_main_uniform_nor_chaos_sorcerer_lord	
wh_main_vmp_mousillon	False	wh_dlc02_vmp_cav_blood_knights_0	True	True			
wh_main_vmp_schwartzhafen	False	wh_dlc02_vmp_cav_blood_knights_0	True	True			
wh_main_vmp_vampire_counts	False	wh_dlc02_vmp_cav_blood_knights_0	True	True			
wh_dlc03_bst_beastmen	False	wh_dlc03_bst_cav_razorgor_chariot_0	True	True			
wh_dlc05_bst_mini_morghur_herd	False	wh_dlc03_bst_cav_razorgor_chariot_0	True	True			
wh_dlc03_bst_beastmen	True	wh_dlc03_bst_cha_beastlord_0	True	True	ui/portraits/portholes/wh_dlc03_bst_beastmen/bst_beastlords_campaign_01_0.png	wh_dlc03_uniform_bst_beastlord_01	wh_dlc03_bst_cha_beastlord_0
wh_dlc05_bst_mini_morghur_herd	True	wh_dlc03_bst_cha_beastlord_0	True	True	ui/portraits/portholes/wh_dlc03_bst_beastmen/bst_beastlords_campaign_01_0.png		wh_dlc03_bst_cha_beastlord_0
wh_dlc03_bst_beastmen	True	wh_dlc03_bst_cha_beastlord_1	True	True	ui/portraits/portholes/wh_dlc03_bst_beastmen/bst_beastlords_campaign_01_0.png	wh_dlc03_uniform_bst_beastlord_01	wh_dlc03_bst_cha_beastlord_1
wh_dlc05_bst_mini_morghur_herd	True	wh_dlc03_bst_cha_beastlord_1	True	True	ui/portraits/portholes/wh_dlc03_bst_beastmen/bst_beastlords_campaign_01_0.png		wh_dlc03_bst_cha_beastlord_1
wh_dlc03_bst_beastmen	False	wh_dlc03_bst_cha_bray_shaman_beasts_0	True	True	ui/portraits/portholes/wh_dlc03_bst_beastmen/bst_bray_shaman_campaign_01_0.png	wh_dlc03_uniform_bst_bray_shaman_01	wh_dlc03_bst_cha_bray_shaman_beasts_0
wh_dlc05_bst_mini_morghur_herd	False	wh_dlc03_bst_cha_bray_shaman_beasts_0	True	True	ui/portraits/portholes/wh_dlc03_bst_beastmen/bst_bray_shaman_campaign_01_0.png	wh_dlc03_uniform_bst_bray_shaman_01	wh_dlc03_bst_cha_bray_shaman_beasts_0
wh_dlc03_bst_beastmen	False	wh_dlc03_bst_cha_bray_shaman_beasts_1	True	True	ui/portraits/portholes/wh_dlc03_bst_beastmen/bst_bray_shaman_campaign_01_0.png	wh_dlc03_uniform_bst_bray_shaman_01	wh_dlc03_bst_cha_bray_shaman_beasts_1
wh_dlc05_bst_mini_morghur_herd	False	wh_dlc03_bst_cha_bray_shaman_beasts_1	True	True	ui/portraits/portholes/wh_dlc03_bst_beastmen/bst_bray_shaman_campaign_01_0.png	wh_dlc03_uniform_bst_bray_shaman_01	wh_dlc03_bst_cha_bray_shaman_beasts_1
wh_dlc03_bst_beastmen	False	wh_dlc03_bst_cha_bray_shaman_death_0	True	True	ui/portraits/portholes/wh_dlc03_bst_beastmen/bst_bray_shaman_campaign_02_0.png	wh_dlc03_uniform_bst_bray_shaman_02	wh_dlc03_bst_cha_bray_shaman_death_0
wh_dlc05_bst_mini_morghur_herd	False	wh_dlc03_bst_cha_bray_shaman_death_0	True	True	ui/portraits/portholes/wh_dlc03_bst_beastmen/bst_bray_shaman_campaign_02_0.png	wh_dlc03_uniform_bst_bray_shaman_02	wh_dlc03_bst_cha_bray_shaman_death_0
wh_dlc03_bst_beastmen	False	wh_dlc03_bst_cha_bray_shaman_death_1	True	True	ui/portraits/portholes/wh_dlc03_bst_beastmen/bst_bray_shaman_campaign_02_0.png	wh_dlc03_uniform_bst_bray_shaman_02	wh_dlc03_bst_cha_bray_shaman_death_1
wh_dlc05_bst_mini_morghur_herd	False	wh_dlc03_bst_cha_bray_shaman_death_1	True	True	ui/portraits/portholes/wh_dlc03_bst_beastmen/bst_bray_shaman_campaign_02_0.png	wh_dlc03_uniform_bst_bray_shaman_02	wh_dlc03_bst_cha_bray_shaman_death_1
wh_dlc03_bst_beastmen	False	wh_dlc03_bst_cha_bray_shaman_shadows_0	True	True	ui\portraits\portholes\wh_dlc03_bst_beastmen/bst_bray_shaman_campaign_04_0.png	wh_dlc03_uniform_bst_bray_shaman_04	wh_dlc03_bst_cha_bray_shaman_shadows_0
wh_dlc05_bst_mini_morghur_herd	False	wh_dlc03_bst_cha_bray_shaman_shadows_0	True	True	ui\portraits\portholes\wh_dlc03_bst_beastmen/bst_bray_shaman_campaign_04_0.png	wh_dlc03_uniform_bst_bray_shaman_04	wh_dlc03_bst_cha_bray_shaman_shadows_0
wh_dlc03_bst_beastmen	False	wh_dlc03_bst_cha_bray_shaman_shadows_1	True	True	ui\portraits\portholes\wh_dlc03_bst_beastmen/bst_bray_shaman_campaign_04_0.png	wh_dlc03_uniform_bst_bray_shaman_04	wh_dlc03_bst_cha_bray_shaman_shadows_1
wh_dlc05_bst_mini_morghur_herd	False	wh_dlc03_bst_cha_bray_shaman_shadows_1	True	True	ui\portraits\portholes\wh_dlc03_bst_beastmen/bst_bray_shaman_campaign_04_0.png	wh_dlc03_uniform_bst_bray_shaman_04	wh_dlc03_bst_cha_bray_shaman_shadows_1
wh_dlc03_bst_beastmen	False	wh_dlc03_bst_cha_bray_shaman_wild_0	True	True	ui/portraits/portholes/wh_dlc03_bst_beastmen/bst_bray_shaman_campaign_03_0.png	wh_dlc03_uniform_bst_bray_shaman_03	wh_dlc03_bst_cha_bray_shaman_wild_0
wh_dlc05_bst_mini_morghur_herd	False	wh_dlc03_bst_cha_bray_shaman_wild_0	True	True	ui/portraits/portholes/wh_dlc03_bst_beastmen/bst_bray_shaman_campaign_03_0.png	wh_dlc03_uniform_bst_bray_shaman_03	wh_dlc03_bst_cha_bray_shaman_wild_0
wh_dlc03_bst_beastmen	False	wh_dlc03_bst_cha_bray_shaman_wild_1	True	True	ui/portraits/portholes/wh_dlc03_bst_beastmen/bst_bray_shaman_campaign_03_0.png	wh_dlc03_uniform_bst_bray_shaman_03	wh_dlc03_bst_cha_bray_shaman_wild_1
wh_dlc05_bst_mini_morghur_herd	False	wh_dlc03_bst_cha_bray_shaman_wild_1	True	True	ui/portraits/portholes/wh_dlc03_bst_beastmen/bst_bray_shaman_campaign_03_0.png	wh_dlc03_uniform_bst_bray_shaman_03	wh_dlc03_bst_cha_bray_shaman_wild_1
wh_dlc03_bst_beastmen	False	wh_dlc03_bst_cha_gorebull_0	True	True	ui/portraits/portholes/wh_dlc03_bst_beastmen/bst_gorebulls_campaign_03_0.png	wh_dlc03_uniform_bst_gorebull_03	wh_dlc03_bst_cha_gorebull_0
wh_dlc05_bst_mini_morghur_herd	False	wh_dlc03_bst_cha_gorebull_0	True	True	ui/portraits/portholes/wh_dlc03_bst_beastmen/bst_gorebulls_campaign_03_0.png		wh_dlc03_bst_cha_gorebull_0
wh_dlc03_bst_beastmen	True	wh_dlc03_bst_cha_khazrak_one_eye_0	True	True	ui/portraits/portholes/wh_dlc03_bst_beastmen/bst_ch_khazrak_0.png		wh_dlc03_bst_cha_khazrak_one_eye_0
wh_dlc03_bst_beastmen	True	wh_dlc03_bst_cha_khazrak_one_eye_1	True	True	ui/portraits/portholes/wh_dlc03_bst_beastmen/bst_ch_khazrak_0.png		wh_dlc03_bst_cha_khazrak_one_eye_1
wh_dlc03_bst_beastmen	True	wh_dlc03_bst_cha_malagor_the_dark_omen_0	True	True	ui/portraits/portholes/wh_dlc03_bst_beastmen/bst_ch_malagor_0.png		wh_dlc03_bst_cha_malagor_the_dark_omen
wh_dlc03_bst_beastmen	False	wh_dlc03_bst_inf_bestigor_herd_0	True	True			
wh_dlc05_bst_mini_morghur_herd	False	wh_dlc03_bst_inf_bestigor_herd_0	True	True			
wh_dlc03_bst_beastmen	False	wh_dlc03_bst_inf_centigors_0	True	True			
wh_dlc05_bst_mini_morghur_herd	False	wh_dlc03_bst_inf_centigors_0	True	True			
wh_dlc03_bst_beastmen	False	wh_dlc03_bst_inf_centigors_1	True	True			
wh_dlc05_bst_mini_morghur_herd	False	wh_dlc03_bst_inf_centigors_1	True	True			
wh_dlc03_bst_beastmen	False	wh_dlc03_bst_inf_centigors_2	True	True			
wh_dlc05_bst_mini_morghur_herd	False	wh_dlc03_bst_inf_centigors_2	True	True			
wh_dlc03_bst_beastmen	False	wh_dlc03_bst_inf_chaos_warhounds_0	True	True			
wh_dlc05_bst_mini_morghur_herd	False	wh_dlc03_bst_inf_chaos_warhounds_0	True	True			
wh_dlc03_bst_beastmen	False	wh_dlc03_bst_inf_chaos_warhounds_1	True	True			
wh_dlc05_bst_mini_morghur_herd	False	wh_dlc03_bst_inf_chaos_warhounds_1	True	True			
wh_dlc03_bst_beastmen	False	wh_dlc03_bst_inf_cygor_0	True	True			
wh_dlc05_bst_mini_morghur_herd	False	wh_dlc03_bst_inf_cygor_0	True	True			
wh_dlc03_bst_beastmen	False	wh_dlc03_bst_inf_gor_herd_0	True	True			
wh_dlc05_bst_mini_morghur_herd	False	wh_dlc03_bst_inf_gor_herd_0	True	True			
wh_dlc03_bst_beastmen	False	wh_dlc03_bst_inf_gor_herd_1	True	True			
wh_dlc05_bst_mini_morghur_herd	False	wh_dlc03_bst_inf_gor_herd_1	True	True			
wh_dlc03_bst_beastmen	False	wh_dlc03_bst_inf_minotaurs_0	True	True			
wh_dlc05_bst_mini_morghur_herd	False	wh_dlc03_bst_inf_minotaurs_0	True	True			
wh_dlc03_bst_beastmen	False	wh_dlc03_bst_inf_minotaurs_1	True	True			
wh_dlc05_bst_mini_morghur_herd	False	wh_dlc03_bst_inf_minotaurs_1	True	True			
wh_dlc03_bst_beastmen	False	wh_dlc03_bst_inf_minotaurs_2	True	True			
wh_dlc05_bst_mini_morghur_herd	False	wh_dlc03_bst_inf_minotaurs_2	True	True			
wh_dlc03_bst_beastmen	False	wh_dlc03_bst_inf_razorgor_herd_0	True	True			
wh_dlc05_bst_mini_morghur_herd	False	wh_dlc03_bst_inf_razorgor_herd_0	True	True			
wh_dlc03_bst_beastmen	False	wh_dlc03_bst_inf_ungor_herd_1	True	True			
wh_dlc05_bst_mini_morghur_herd	False	wh_dlc03_bst_inf_ungor_herd_1	True	True			
wh_dlc03_bst_beastmen	False	wh_dlc03_bst_inf_ungor_raiders_0	True	True			
wh_dlc05_bst_mini_morghur_herd	False	wh_dlc03_bst_inf_ungor_raiders_0	True	True			
wh_dlc03_bst_beastmen	False	wh_dlc03_bst_inf_ungor_spearmen_0	True	True			
wh_dlc05_bst_mini_morghur_herd	False	wh_dlc03_bst_inf_ungor_spearmen_0	True	True			
wh_dlc03_bst_beastmen	False	wh_dlc03_bst_inf_ungor_spearmen_1	True	True			
wh_dlc05_bst_mini_morghur_herd	False	wh_dlc03_bst_inf_ungor_spearmen_1	True	True			
wh_dlc03_bst_beastmen	False	wh_dlc03_bst_mon_chaos_spawn_0	True	True			
wh_dlc05_bst_mini_morghur_herd	False	wh_dlc03_bst_mon_chaos_spawn_0	True	True			
wh_dlc03_bst_beastmen	False	wh_dlc03_bst_mon_giant_0	True	True			
wh_dlc05_bst_mini_morghur_herd	False	wh_dlc03_bst_mon_giant_0	True	True			
wh_main_emp_empire	True	wh_dlc03_emp_cha_boris_todbringer_0	True	True	ui/portraits/portholes/wh_main_emp_empire/emp_ch_boris_todbringer_0.png	wh_dlc03_uniform_emp_boris_todbringer	wh_dlc03_emp_cha_boris_todbringer_0
wh_main_emp_middenland	True	wh_dlc03_emp_cha_boris_todbringer_0	True	True	ui/portraits/portholes/wh_main_emp_empire/emp_ch_boris_todbringer_0.png	wh_dlc03_uniform_emp_boris_todbringer	wh_dlc03_emp_cha_boris_todbringer_0
wh_main_emp_empire	True	wh_dlc03_emp_cha_boris_todbringer_1	True	True	ui/portraits/portholes/wh_main_emp_empire/emp_ch_boris_todbringer_0.png	wh_dlc03_uniform_emp_boris_todbringer	wh_dlc03_emp_cha_boris_todbringer_1
wh_main_emp_middenland	True	wh_dlc03_emp_cha_boris_todbringer_1	True	True	ui/portraits/portholes/wh_main_emp_empire/emp_ch_boris_todbringer_0.png	wh_dlc03_uniform_emp_boris_todbringer	wh_dlc03_emp_cha_boris_todbringer_1
wh_main_emp_empire	True	wh_dlc03_emp_cha_boris_todbringer_2	True	True	ui/portraits/portholes/wh_main_emp_empire/emp_ch_boris_todbringer_0.png	wh_dlc03_uniform_emp_boris_todbringer	wh_dlc03_emp_cha_boris_todbringer_0
wh_main_emp_middenland	True	wh_dlc03_emp_cha_boris_todbringer_2	True	True	ui/portraits/portholes/wh_main_emp_empire/emp_ch_boris_todbringer_0.png	wh_dlc03_uniform_emp_boris_todbringer	wh_dlc03_emp_cha_boris_todbringer_0
wh_main_emp_empire	True	wh_dlc03_emp_cha_boris_todbringer_3	True	True	ui/portraits/portholes/wh_main_emp_empire/emp_ch_boris_todbringer_0.png	wh_dlc03_uniform_emp_boris_todbringer	wh_dlc03_emp_cha_boris_todbringer_0
wh_main_emp_middenland	True	wh_dlc03_emp_cha_boris_todbringer_3	True	True	ui/portraits/portholes/wh_main_emp_empire/emp_ch_boris_todbringer_0.png	wh_dlc03_uniform_emp_boris_todbringer	wh_dlc03_emp_cha_boris_todbringer_0
wh_main_emp_empire	False	wh_dlc03_emp_cha_wizard_beasts_0	True	True	ui/portraits/portholes/wh_main_emp_empire/emp_wizard_beasts_campaign_01_0.png	wh_dlc03_uniform_emp_amber_wizard_campaign_01	wh_dlc03_emp_cha_wizard_beasts_0
wh_main_emp_middenland	False	wh_dlc03_emp_cha_wizard_beasts_0	True	True	ui/portraits/portholes/wh_main_emp_empire/emp_wizard_beasts_campaign_01_0.png	wh_dlc03_uniform_emp_amber_wizard_campaign_01	wh_dlc03_emp_cha_wizard_beasts_0
