effect_bundles_tables
1
key	localised_description	localised_title	ui_icon	bundle_target
wh2_main_incident_lzd_building_cost_down	A reputed Skink artisan has been dispatched to oversee construction work throughout your provinces. His guidance has highlighted where efficiency is lacking and savings may be made. Building construction costs have now decreased factionwide.	Master Mason	treasury.png	faction
wh2_main_incident_lzd_morale_down_recruitment_cost_up	It is whispered that elements of this army once visited Quetza, the defiled city, and were irrevocably changed by what they saw. Such rumours have reached fever-pitch of late and the Slann would do well to quash them! This army now suffers low leadership and increased recruitment costs.	Quetza's Curse	morale.png	force
wh2_main_incident_lzd_morale_up_public_order_up	Fragments of an ancient tablet have been unearthed, chronicling matters from the age of the Old Ones. This is a cause for great celebration - both leadership and public order have risen here!	A Ray of Hope	public_order.png	province
wh2_main_incident_lzd_public_order_up_temple_guard_recruitment_cost_down	A new decree has been passed, venerating the ever-vigilant Temple Guard. Performing displays of their peerless halberd mastery in the central plazas of the temple-cities, they swell with pride for their calling and your people are energised like never before. Temple Guard recruitment costs have fallen and public order has risen factionwide as a result.	The Servants of Quetzl	religion.png	faction
wh2_main_incident_lzd_recruitment_cost_up_starting_exp_up	There are many veterans in your empire, employing the skills they learned through armed service in the civic sphere. Engineering, geology, cartography… these are noble and useful pursuits, but war beckons! Perhaps the time has come to re-acquaint them with their blades? Recruitment costs and starting experience have both increased factionwide as a result.	Rouse the Veterans!	military_spending.png	faction
wh2_main_incident_lzd_research_rate_up	In pursuit of greater knowledge, the Skink Chiefs have been urging their artisans and engineers to meditate upon Ten-Zlati, the finder of the Lost Plaques, and to emulate his thirst for understanding. As a result, technology research rates have increased.	The Spirit of Ten-Zlati	technology.png	faction
wh2_main_incident_monster_recruitment_cost_down	A battle-scarred Saurus Oldblood has come to your attention at the urging of the Mage-Priests. More feral than his brethren, he has a natural empathy with the great beasts of Lustria, who rally to him as one of their own. With much fasting and meditation, others are learning to commune in this fashion. As a result, recruitment costs for monstrous creatures have fallen factionwide.	Monstrous Kinship	military_spending.png	faction
wh2_main_incident_port_income_down	Your trade supervisor has recommended slashing import duties at ports throughout the empire. Trade is booming as a result, and many Nobles approve of  this action, though it means less taxes for Elven coffers. As a result, influence has risen but port income has fallen, factionwide.	Lighter Levies	treasury.png	faction
wh2_main_incident_replenish_rate_up_campaign_movement_up	Faced with yet more bland rations, this army has turned to the dark practice of cannibalism... with the hearty blessing of its catering corps, of course. Now, once a battle has been won, limbs of the slain are being enthusiastically collected, salted and cured for the long road ahead, with the troops thriving on these most morbid of provisions. Replenishment rate and army movement range have increased as a result.	Unnatural Vigour	campaign_movement.png	force
wh2_main_incident_skv_building_cost_down	The clan's Warlock Engineers have found an ingenious use for their ailing slaves… bones are ground into a rich cement, making for an endless supply of mortar. Due to this most excellent development, building costs have decreased factionwide.	Grist for the Mill	treasury.png	faction
wh2_main_incident_skv_campaign_movement_range_increase	The slavemasters have been issued with a new style of lash coated with hundreds of tiny venomous barbs. Fearing its burning lacerations, the Skavenslaves are stepping up the pace. Naturally, army movement capacity has now increased factionwide.	Spiky Whips	campaign_movement.png	faction
wh2_main_incident_skv_monster_unit_recruitment_cost_down_growth_down	Reports are rife of Rat Ogres, Hell Pit Abominations and other monstrous units devouring the Skaven around them without warning. Is this the work of some foul saboteur from without? A rival who seeks to upset your rule perhaps? As a result of this outrage, recruitment costs for monstrous units have fallen but growth has taken a factionwide hit also.	The Black Hunger	military_spending.png	faction
wh2_main_incident_skv_morale_down_recruitment_cost_up	Scurrilous rumours regarding this army's quartermasters abound. They issue the worst weapons and armour, keeping the best for themselves; they skim the rations and worse yet whisper mockeries of the Great Horned Rat! The rank-and-file are restive, and it's becoming increasingly expensive to bribe newcomers into joining - army leadership is down, and recruitment costs have risen.	On the Fiddle	morale.png	force
wh2_main_incident_skv_morale_up_public_order_up	This province has seen record-sized litters in recent years and the population is booming. Packs of Skavenslaves and Clanrats swell and, as every young buck knows, there is strength in numbers. Both leadership and public order in the province have risen as a result of this good news.	Brand New Mischief	public_order.png	province
wh2_main_incident_skv_raid_sacking_income_up	Torture detachments have been deployed across your armed forces. While the Clanrats troops scavenge for goods and provisions, they set to work on the local inhabitants, clawing the locations of secret stashes and caches from their hapless subjects. Raiding and sacking income have both increased factionwide as a result of this excellent plan.	Torturers Deployed	treasury.png	faction
wh2_main_incident_skv_replenish_up	The green Warp-glow of Morrslieb, the evil moon, waxes sick and bright above this army. The Clanrats are invigorated by its viridescent energies, recovering from their wounds and replacing their numbers more swiftly than usual. Army replenishment rate has increased due to the great, weird moon's baleful influence.	Morrslieb's Blessing	replenishment.png	force
wh2_main_incident_skv_research_rate_up	The Council of Thirteen has decreed that the Warlock Engineers must step up their research efforts - on pain of death! A breathtakingly grisly list of execution methods has been circulated, each devised by the twelve earthbound Council-members, the thirteenth being, simply, a sacrifice to the Horned Rat. Unsurprisingly, your research rate has increased factionwide!	Thirteen Ways to Die	technology.png	faction
wh2_main_incident_skv_siege_time_down	A new form of directed explosive has been devised specifically for weakening walls. Your sappers have been trained to burrow deep beneath the foundations before placing the bombs for best effect. Few survive the perilous process but no matter, for these new weapons are proving highly effective - enemy siege holdout time has been reduced factionwide.	Shaped Petards	siege_attack.png	faction
wh2_main_incident_skv_warp_unit_recruitment_cost_down	Burrowing and delving deep beneath the Vaults, your miner-prospectors have unearthed a vast Warpstone geode, untouched since the Great Catastrophe! This motherlode is the richest source seen in many years, and Warp-technology unit recruitment costs have fallen factionwide as a result of this enormous boon.	Warpstone Geode	treasury.png	faction
wh2_main_incident_trade_income_up	Your silver-tongued traders are outdoing themselves; they could sell a beard to a Dawi and make it seem a luxury! Now, the holds of your trade-ships are packed to the gunwhales with exotic goods and levies are at an all-time high. As a result of this mercantile excellence, trade income has increased factionwide.	Mercantile Eloquence	edict_stimulate_trade.png	faction
wh2_main_lord_trait_def_morathi_hag_sorceress_of_ghrond	Morathi's entire existence has been one of scheming and manipulation. Who knows how many of Aenarion's darker deeds sprang from seeds she planted within his mind, or how the history of the Elves might have been different had he not taken her as wife?	Hag Sorceress of Ghrond	character.png	faction
wh2_main_lord_trait_hef_teclis	Teclis is Tyrion's twin brother, but two more different siblings would be hard to find. Where the curse of Aenarion has yet to leave an obvious mark upon Tyrion, it has made his brother frail and caustic.	High Loremaster	character.png	faction
wh2_main_lord_trait_hef_tyrion	Prince Tyrion is the High Elves’ greatest living warrior. So valiant and skilled is he that the bards of Ulthuan sing that he is nothing less than Aenarion reborn - a tale that is given credence far beyond Ulthuan's shores.	Defender of Ulthuan	character.png	faction
wh2_main_lord_trait_lzd_kroq_gar	Kroq-Gar is an ancient Saurus, the last remaining warrior from the now ruined temple-city of Xhotl. The spawning that brought him into the world also produced a handful of other Saurus, each marked for greatness.	Last Defender of Xhotl	character.png	faction
wh2_main_lord_trait_lzd_lord_mazdamundi	Lord Mazdamundi is the oldest and most powerful of the living Slann Mage-Priests. At the Dawn of Creation, he was instructed by none other than Lord Kroak himself.	Lord of the Solar-City	character.png	faction
wh2_main_lord_trait_malekith_black_council	The Witch King is the supreme ruler of Naggaroth, and the eternal enemy of the High Elves. Long ago, he sought to claim Ulthuan's crown, but the Flames of Asuryan left him scarred by fire and twisted with hatred.	Witch King of Naggaroth	character.png	faction
wh2_main_lord_trait_skv_lord_skrolk	That Lord Skrolk walks the world is an affront to nature and a sign of the power of the Great Horned Rat. Plants wither and die where Skrolk treads, and the very air about him seems to congeal and darken, as if stained by his baleful presence.	Radiant Corruption	character.png	faction
wh2_main_lord_trait_skv_queek_headtaker_monstrous_ego	"Yes, yes, Queek's plan, Queek's triumph. Others just following orders. Grovel before glorious Lord Queek!"	Monstrous Ego	character.png	faction
wh2_main_lzd_a_deadly_price_first	It is as though the Old Ones themselves speed your troops to ever-greater victories over the foe… until they fall, and become abominations unworthy of their sacred legacy and the Great Plan.	Employ the ritual	religion_undeath.png	faction
wh2_main_lzd_a_tainted_bounty_first	Truly this material is a gift from the Old Ones - a bounty that will wipe the enemies of the Great Plan from this world! If only it had not been warped in the aeons since…	Accept this gift	ranged_damage.png	faction
wh2_main_lzd_ancient_skills_first	Such noble structures will stand while lesser buildings fall! Their swift construction will better serve the Old Ones' Great Plan for the world.	Use the wisdom of the Old Ones	construction.png	faction
wh2_main_lzd_blood_sacrifice_first	You attack unexpectedly, capture the required prisoners, and rip out their hearts. The magical currents surge; the Slann Mage-Priests smile; the Great Plan advances.	Sacrifice them!	magic.png	faction
wh2_main_lzd_born_killers_first	Your fearsome warriors lay into the enemy with gusto, even when it leaves them open to attack! Even losses are part of the Great Plan and further spawnings are always possible.	Attack rather than defend	melee.png	faction
wh2_main_lzd_born_killers_second	Courage must be tempered with caution or losses will ensue. After all, you never know when the Vermintide will rise or the Ancient Enemy burst forth from the Realm of Chaos once more.	Let us not be reckless	defence.png	faction
wh2_main_lzd_charging_in_first	Your Saurus warriors fight with bravery that fills you with hope, yet they also fall in great numbers before the foe.	Let them charge headlong!	morale.png	faction
wh2_main_lzd_knowledge_regained_first	Such research uses valuable resources - resources that could otherwise be committed to the Great Plan - but strengthens the Geomantic Web. A trade-off, then…	Commit to the research	magic.png	faction
wh2_main_lzd_magic_for_blades_first	This advantage must be taken, even when it draws power from the world. The Great Plan is robust enough to survive a minor deviation such as this.	Use the magic	weapon_damage.png	faction
wh2_main_lzd_new_blood_first	A strong army is essential to the Great Plan; your ranks swell with cold-blooded Saurus warriors, devoid of pity and mercy.	Spawn Saurus warriors	treasury.png	faction
wh2_main_lzd_new_blood_second	A Hero is worth a hundred ordinary warriors; you must choose Saurus or Skink and open battle versus the internecine war of subtlety and surprise.	Spawn a new Hero	military_spending.png	faction
wh2_main_lzd_one_shot_first	The plaque is easily recovered, and the ritual successful; your Saurus Scar-Veteran will turn the blades of your enemies with even greater ease!	Mount the expedition	agent.png	faction
wh2_main_lzd_out_or_in_first	The weak, pandering Northmen are easy prey, and you recover what they have plundered with ease, expelling the tainted barbarians from Lustrian shores and back into the sea.	Destroy the interlopers' settlement	income.png	faction
wh2_main_lzd_reclaiming_the_lost_world_first	You are taking territory thought lost for many ages, and losing fewer Skinks essential to the Old Ones' Great Plan. Onwards! 	Commit to this plan	disaster.png	faction
wh2_main_lzd_seal_or_strike_first	The affiliates of the Ruinous Ones can no longer reach you, but you lose access to any artefacts or other items of use that may have served the Great Plan.	Collapse their fell tunnels!	religion.png	faction
wh2_main_lzd_seal_or_strike_second	The Druchii did not expect their byways to be used against them; they retreat to their dark, barren homeland. However, Chaos' foul taint remains and must be scourged from the face of Lustria!	Keep the Black Way open	religion_chaos.png	faction
wh2_main_lzd_skilled_forces_first	Like any cancer, Chaos' foul corruption must be cut out before it can spread. Replenish your forces later - a brand new spawning for the furtherance of the Great Plan!	Strike now!	religion.png	faction
wh2_main_lzd_skilled_forces_second	More Saurus warriors are required to defeat the Ancient Enemy's foul taint. It is a shame they were not spawned earlier, for Chaos' foul corruption now blights your lands and must be forced back!	Wait, then strike	experience.png	faction
wh2_main_lzd_the_greater_good_first	Many Skinks are lost, but the pestilence is contained. The Great Plan has not been overturned and the foe's designs are thwarted this day.	Quarantine the settlement	growth.png	region
wh2_main_lzd_the_greater_good_second	Skinks with skills of great use are saved, but the foulness spreads - Pestilens' takes a giant skitterleap toward victory and the Great Plan suffers a setback as a result.	Evacuate your Skinks	religion_skaven.png	region
wh2_main_lzd_war_babies_first	Warriors, not workers, issue forth, ready to battle the forces of corruption! The Great Plan will take time to come to fruition, but they who threaten its progress are here now!	Ensure more Saurus warriors are spawned	military_spending.png	faction
wh2_main_lzd_war_babies_second	The spawnings follow the Great Plan. All things happen for a reason and the Skinks have their part to play: society must not grind to a halt!	Do not intervene in the pattern of spawnings	military_spending.png	faction
wh2_main_lzd_ways_and_means_first	Your efforts pay off, although focusing your resources thus takes it from your grand Saurus armies and risks their strength against the insidious foe.	Hold to your vision	technology.png	faction
wh2_main_lzd_ways_and_means_second	Your army grows in accordance with Sotek's wishes, but the benefits to the Great Plan that will surely be gleaned from these advances must wait.	Heed the priests	military_spending.png	faction
wh2_main_magic_pool_factionwide	What price loyalty when there is a chance to acquire power?	The Sorcerer's Bargain	magic.png	faction
wh2_main_payload_growth_negative_all_province	Recent events in this province have caused negative growth.	Negative Growth	growth.png	faction
wh2_main_payload_growth_positive_all_province	Recent events in this province have caused positive growth.	Positive Growth	growth.png	faction
wh2_main_payload_improved_agent_def_death_hag	Your Death Hags have been greatly improved!	Enhanced Death Hags	death_hag.png	faction
wh2_main_payload_improved_agent_def_khainite_assassin	Your Khainite Assassins have been greatly improved!	Deadlier Khainite Assassins	khainite_assassin.png	faction
wh2_main_payload_improved_agent_def_sorceress	Your Sorceresses have been greatly improved!	Advanced Sorceresses	wizard.png	faction
wh2_main_payload_improved_agent_hef_loremaster_of_hoeth	Your Loremasters of Hoeth have been greatly improved!	Enhanced Loremasters of Hoeth	loremaster.png	faction
wh2_main_payload_improved_agent_hef_mage	Your Mages have been greatly improved!	Superior Mages	wizard.png	faction
wh2_main_payload_improved_agent_hef_noble	Your Nobles have been greatly improved!	Advanced Nobles	noble.png	faction
wh2_main_payload_improved_agent_lzd_saurus_scar_veteran	Your Saurus Scar-Veterans have been greatly improved!	Elite Saurus Scar-Veterans	saurus_scar_veteran.png	faction
wh2_main_payload_improved_agent_lzd_skink_chief	Your Skink Chiefs have been greatly improved!	Enhanced Skink Chiefs	skink_chief.png	faction
wh2_main_payload_improved_agent_lzd_skink_priest	Your Skink Priests have been greatly improved!	Wise Skink Priests	wizard.png	faction
wh2_main_payload_improved_agent_skv_assassin	Your Assassins have been greatly improved!	Deadly Assassins	assassin.png	faction
wh2_main_payload_improved_agent_skv_plague_priest	Your Plague Priests have been greatly improved!	Advanced Plague Priests	wizard.png	faction
wh2_main_payload_improved_agent_skv_warlock_engineer	Your Warlock Engineers have been greatly improved!	Superior Warlock Engineers	warlock_engineer.png	faction
wh2_main_payload_morale_all_down	As the Great Vortex vacillates on its axis, the Winds of Magic fluctuate distressingly, eliciting wild-eyed portents of doom from hedge-wizards throughout your empire. The troops are cowed by these omens and leadership has decreased factionwide.	Wax & Wane	morale.png	faction
wh2_main_payload_morale_all_up	Risking Khaine's wrath to spare your troops does have some benefits.	Spared the Knife	morale.png	faction
wh2_main_payload_morale_all_up_incident	Your forces are benefiting from a protracted period of good weather; rations are plentiful and there's a spring in the troops' stride. As a result, army leadership has increased factionwide!	Clear Skies	morale.png	faction
wh2_main_payload_morale_versus_beastmen	Your warriors relish the opportunity to do battle with Beastmen tribes.	Beastmen Conflict	morale.png	faction
wh2_main_payload_morale_versus_dark_elves	Your warriors relish the opportunity to do battle with Dark Elves.	Dark Elf Conflict	morale.png	faction
wh2_main_payload_morale_versus_high_elves	Your warriors relish the opportunity to do battle with High Elves.	High Elf Conflict	morale.png	faction
wh2_main_payload_morale_versus_lizardmen	Your warriors relish the opportunity to do battle with Lizardmen.	Lizardmen Conflict	morale.png	faction
wh2_main_payload_morale_versus_skaven	Your warriors relish the opportunity to do battle with Skaven.	Skaven Conflict	morale.png	faction
wh2_main_payload_morale_versus_wood_elves	Your warriors relish the opportunity to do battle with Wood Elves.	Wood Elf Conflict	morale.png	faction
wh2_main_payload_public_order_negative_all_province	Recent events in this province have negatively affected the local population's feelings.	Unhappy Populace	public_order.png	faction
wh2_main_payload_public_order_negative_all_provinces_factionwide	Recent events have negatively affected public order.	Unhappy Populace	public_order.png	faction
wh2_main_payload_public_order_positive_all_province	Recent events in this province have given the local population a reason to be happy.	Happy Populace	public_order.png	faction
wh2_main_payload_public_order_positive_all_provinces_factionwide	Recent events have positively affected public order.	Happy Populace	public_order.png	faction
wh2_main_payload_treasure_hunt_barracks_2_a	There's some really fine pieces here! After taking a few that take your fancy, your warriors take their pick of the remainder. Pleased, they pledge to fight with renewed fervour.	Abandoned Barracks	army.png	faction
wh2_main_payload_treasure_hunt_barracks_2_b	Having seen you cherry-pick the best pieces for yourself, your warriors are less than impressed with the leftovers; the brittle blades break on impact and the shields splinter when touched.	Abandoned Barracks	army.png	faction
wh2_main_payload_treasure_hunt_barracks_3_b	Possibly, you've misjudged your allies - they scoff at the poorly made weapons and begin to question your integrity. Sometimes, a good deed is its own punishment.	Abandoned Barracks	treasury.png	faction
wh2_main_payload_treasure_hunt_black_dragons_nest_3_b	Turning from the eggs you begin your search of the nest. At that point, the Dragon returns and attacks! You manage to escape relatively unscathed, but there is a huge rend in your armour.	One Egg or Two?	armour.png	force
wh2_main_payload_treasure_hunt_dwarfen_vaults_2_a	It is apparent that you have stumbled upon an abandoned Dwarf brewery. Naturally, you take the Dwarfs intoxicating ale and hold a great feast to celebrate your conquests!	What's Behind Door No.1?	public_order.png	faction
wh2_main_payload_treasure_hunt_dwarfen_vaults_2_b	A rush of wind blows you backwards and there is a strange crackle in the air. You notice various runes around the room; this is a Dwarfen trap to nullify magic before it can be used against them!	What's Behind Door No.1?	magic.png	force
wh2_main_payload_treasure_hunt_dwarfen_vaults_3_b	Unfortunately, as soon as you prise the door open a powder keg explodes, throwing you backwards in the blast. Although the booby-trap failed to kill you, your wounds slow progress.	What's Behind Door No.1?	campaign_movement.png	force
wh2_main_payload_treasure_hunt_dwarfen_vaults_4_a	Ever cautious of Dwarfen ingenuity, you gently push the third door open. Inside, you find a store room bursting with valuable trade goods that can be sold or bartered.	What's Behind Door No.1?	treasury.png	faction
wh2_main_payload_treasure_hunt_flooded_armoury_3_a	The armour is indeed the work of a master armourer, and it's surprisingly light too. Your retainers have no problems recovering it from the flooded vault.	Flooded Armoury	armour.png	force
wh2_main_payload_treasure_hunt_flooded_armoury_4_a	Using a series of controlled demolition charges you are able to create a new chamber to drain the water away. The plan works flawlessly and you recover the high quality armour fully intact.	Flooded Armoury	armour.png	force
wh2_main_payload_treasure_hunt_halls_of_the_lizardmen_3_b	As your men begin their search, there is the sound of giant gears whirring into life. The entrance to the vault is suddenly blocked by a huge boulder!	Treasures of Lustria	campaign_movement.png	force
wh2_main_payload_treasure_hunt_hidden_chaos_shrine_2_a	It doesn't take too long to find someone with the power and will to cleanse the taint of Chaos. They safely purge the basement, as well as several other nearby relics.	Perverse Practitioners of Excess	public_order.png	faction
wh2_main_payload_treasure_hunt_hidden_chaos_shrine_2_b	You employ a supposed 'expert' to cleanse the shrine. However, the charlatan does little more than set it on fire and demand an extortionate fee!	Perverse Practitioners of Excess	public_order.png	faction
wh2_main_payload_treasure_hunt_hidden_chaos_shrine_3_b	Although you resist the corruption of Chaos, others in your party are not so strong. Weaker minds are drawn to its power and are soon prostrate before the altar, praying to Slaanesh.	Perverse Practitioners of Excess	religion_chaos.png	force
wh2_main_payload_treasure_hunt_hidden_chaos_shrine_4_b	The power of Slaanesh is hard to resist. A tide of twisted thoughts and desires fills your head and you soon find yourself bent in prayer before the shrine of the Dark Prince.	Perverse Practitioners of Excess	religion_chaos.png	faction
wh2_main_payload_treasure_hunt_picked_clean_3_b	The tracks are confusing and double back on themselves several times. In the bewilderment, you get turned around and eventually lose the trail altogether.	Picked Clean	campaign_movement.png	force
wh2_main_payload_treasure_hunt_rebel_army_2_a	Surprised by and failing to recognise you, they listen and agree to trade some of their excellent-looking weapons for supplies. The equipment turns out to be of superior quality.	Rebel Scum	melee.png	force
wh2_main_payload_treasure_hunt_rebel_army_3_a	Providence has brought you here to silence these agitators afore they can act! Their screams fill the air as the barn burns to the ground. Your people feel much safer in their beds.	Rebel Scum	public_order.png	faction
wh2_main_payload_treasure_hunt_rebel_army_4_a	You take the rebels completely by surprise. Overwhelmed, they surrender and turn over their weapons in return for their miserable lives. Naturally, you have them killed anyway.	Rebel Scum	melee.png	force
wh2_main_payload_treasure_hunt_rebel_army_4_b	Entering the barn, you challenge the survivors and a stand-off ensues. Enraged by your arrogance, they refuse to surrender. Rallying together, they defame you as a tyrant.	Rebel Scum	public_order.png	faction
wh2_main_payload_treasure_hunt_she_daemon_lair_2_a	The Daemon tells the truth! Your warriors are all replenished by the healing properties of the tears. But of course, you always knew this boon would come at a terrible cost...	Foetid Daughter of Grandfather Nurgle	replenishment.png	force
wh2_main_payload_treasure_hunt_she_daemon_lair_3_a	Obviously, Daemons of Chaos are not be trusted! Slaying the creature wipes the nauseating taint of its putrefaction from the ruins.	Foetid Daughter of Grandfather Nurgle	religion.png	faction
wh2_main_payload_treasure_hunt_she_daemon_lair_3_b	Cutting the foul, sickening flesh causes great gouts of pus and slime to gush forth, tainting the earth with its repellent corruption. Stand well back!	Foetid Daughter of Grandfather Nurgle	religion_chaos.png	force
wh2_main_payload_treasure_hunt_she_daemon_lair_4_b	Whilst lifting the flaps of pallid flesh one of your retainers accidentally cuts the Daemon, causing great gouts of pus and slime to gush forth, tainting the ground with foul corruption.	Foetid Daughter of Grandfather Nurgle	religion_chaos.png	force
wh2_main_payload_treasure_hunt_shrine_to_nagash_2_a	The shrine goes up in flames, taking the rest of the building with it. Better safe than sorry - you torch the surrounding area also before moving on.	The Liche Lord	religion.png	faction
wh2_main_payload_treasure_hunt_shrine_to_nagash_2_b	The shrine goes up in flames, but as the dust settles a ghostly figure rises from the ashes. This is not the result you had in mind...	The Liche Lord	religion_undeath.png	faction
wh2_main_payload_treasure_hunt_shrine_to_nagash_3_a	The shrine is powerful and the cleansing ritual is time-consuming and costly. However, once it is complete you are able to remove all the artefacts found within.	The Liche Lord	religion.png	faction
wh2_main_payload_treasure_hunt_skaven_ambush_3_b	You fight bravely but are soon overpowered by the Skaven's overwhelming numbers. They take care to ensure you are unable to follow them before disappearing.	Rats, Rats, Everywhere!	campaign_movement.png	force
wh2_main_payload_treasure_hunt_skaven_burrow_2_a	Your experts are impressed by the Skaven's grasp of technology. This is ground-breaking stuff, revealing new manufacturing methods that could be used to your advantage.	Diabolical Weaponry	technology.png	faction
wh2_main_payload_treasure_hunt_skaven_burrow_2_b	You order your experts glean whatever they can from it. However, their time is wasted - nothing worthwhile is discovered and your citizens are disgusted that you brought such evil into their midst.	Diabolical Weaponry	public_order.png	faction
wh2_main_payload_treasure_hunt_skaven_burrow_4_a	Whatever these Skaven intended, their feeble science is of little interest. The reclaimed materials are put to good use by your own artisans. There are no obvious ill effects... for now.	Diabolical Weaponry	treasury.png	faction
wh2_main_payload_treasure_hunt_skaven_burrow_4_b	You have the machines melted down for your own purposes. However, the metals are laced with disease that quickly kills your artisans and spreads through your population.	Diabolical Weaponry	public_order.png	faction
wh2_main_payload_treasure_hunt_slaanesh_fungi_2_a	After inhaling the fungus your retainers are full of vitality but a strange glint in their eyes reveals the cost of this new found strength. Time to enlist some new followers, methinks!	Chaotic Fungus	charge.png	force
wh2_main_payload_treasure_hunt_slaanesh_fungi_3_a	It's probably best not to take any chances. You flatten the patch, removing the temptation of Chaos from the path of any and all who pass by.	Chaotic Fungus	religion.png	faction
wh2_main_payload_treasure_hunt_slaanesh_fungi_3_b	As your retainers stamp the patch flat the air becomes thick with spores. It isn't long before the taint of Chaos becomes apparent in their eyes and on their skin!	Chaotic Fungus	religion_chaos.png	force
wh2_main_payload_treasure_hunt_spider_nest_3_b	The second your blade touches the web, hundreds of smaller spiders swarm from the darkness, engulfing you and your party. All is lost!	Eight-Legged Fiends!	campaign_movement.png	force
wh2_main_payload_treasure_hunt_the_tattered_library_2_a	The translator gives back the book, his hands shaking. He informs you that it is a tome of great import, the contents of which will change the way we view the world forever.	The Tattered Library	technology.png	faction
wh2_main_payload_treasure_hunt_the_tattered_library_3_a	The translator informs you that the book is an ancient treatise on warfare, full of forgotten tactics. With the appropriate level of study, it could tip the scales in your favour.	The Tattered Library	morale.png	force
wh2_main_payload_treasure_hunt_the_underworld_sea_3_b	As you delve deeper into the caverns you become helplessly lost, and members of your party begin to panic. Clearly, it will be some time before you see the sun again...	The Underworld Sea	campaign_movement.png	force
wh2_main_payload_treasure_hunt_trapped_survivor_3_b	Amazed by your callousness, the survivors let out a string of curses as you walk away. They will all die, but it is too late to reverse the effects of their magical mischief.	One Good Turn...	magic.png	faction
wh2_main_payload_treasure_hunt_trapped_vault_1_b	Trapped, you resign yourself to a long wait - it is some time before a retainer triggers the same mechanism and releases you.	Reading the Runes	campaign_movement.png	force
wh2_main_payload_treasure_hunt_trapped_vault_4_a	The runes explain how to open the door using the complicated mechanism. They also reveal how to construct said mechanism and others like it; Dwarfish secrets? Not for long!	Reading the Runes	treasury.png	faction
wh2_main_payload_treasure_hunt_trapped_vault_4_b	You quickly remember that you have no idea how to read the runes before you, so escape by your own means seems unlikely. Your only option is to sit and wait for rescue.	Reading the Runes	campaign_movement.png	force
wh2_main_payload_treasure_hunt_undead_3_a	You order your troops to attack from range. With impressive precision the Undead are taken down in one volley. This remarkable feat cheers the troops and improves their leadership.	Undead Sentinels	morale.png	force
wh2_main_payload_treasure_hunt_undead_4_b	Whilst you search elsewhere, rumours of the Undead presence spreads. Your people are outraged that you would place plunder above their safety.	Undead Sentinels	public_order.png	faction
wh2_main_queek_karak_owned_false	The hated beard-things and hooded green-things fight above the City of Pillars, claiming it for themselves. It must be taken for Clan Mors, or risk a crippling loss of status at the Council of Thirteen.	Karak Eight Peaks	military_spending.png	faction
wh2_main_queek_karak_owned_true	Good-good! The pillar city, what the Dwarf-things call Eight Peaks, is Queek’s domain at last. Send the Clanrats forth to spray every chamber and tunnel in the urine-scent of Clan Mors.	Karak Eight Peaks	military_spending.png	faction
wh2_main_ritual_def_atharti	{{tr:wh2_main_ritual_def_atharti_description}}	Sacrifice to Atharti	effect_rite.png	faction
wh2_main_ritual_def_hekarti	{{tr:wh2_main_ritual_def_hekarti_description}}	Sacrifice to Hekarti	effect_rite.png	faction
wh2_main_ritual_def_khaine	{{tr:wh2_main_ritual_def_khaine_description}}	Sacrifice to Khaine	effect_rite.png	faction
wh2_main_ritual_hef_asuryan	{{tr:wh2_main_ritual_hef_asuryan_description}}	Invocation of Asuryan	effect_rite.png	faction
wh2_main_ritual_hef_hoeth	{{tr:wh2_main_ritual_hef_hoeth_description}}	Invocation of Hoeth	effect_rite.png	faction
wh2_main_ritual_hef_isha	{{tr:wh2_main_ritual_hef_isha_description}}	Invocation of Isha	effect_rite.png	faction
wh2_main_ritual_hef_vaul	{{tr:wh2_main_ritual_hef_vaul_description}}	Invocation of Vaul	effect_rite.png	faction
wh2_main_ritual_lzd_ferocity	{{tr:wh2_main_ritual_lzd_ferocity_description}}	Rite of Ferocity	effect_rite.png	faction
wh2_main_ritual_lzd_primeval_glory	{{tr:wh2_main_ritual_lzd_primeval_glory_description}}	Rite of Primeval Glory	effect_rite.png	faction
wh2_main_ritual_lzd_sotek	{{tr:wh2_main_ritual_lzd_sotek_description}}	Rite of Sotek	effect_rite.png	faction
wh2_main_ritual_skv_ascendancy	{{tr:wh2_main_ritual_skv_ascendancy_description}}	The Dominating Scheme	effect_rite.png	faction
wh2_main_ritual_skv_thirteen_eshin	{{tr:wh2_main_ritual_skv_thirteen_description}}	The Thirteenth Scheme	effect_rite.png	faction
wh2_main_ritual_skv_thirteen_mors	{{tr:wh2_main_ritual_skv_thirteen_description}}	The Thirteenth Scheme	effect_rite.png	faction
wh2_main_ritual_skv_thirteen_moulder	{{tr:wh2_main_ritual_skv_thirteen_description}}	The Thirteenth Scheme	effect_rite.png	faction
wh2_main_ritual_skv_thirteen_pestilens	{{tr:wh2_main_ritual_skv_thirteen_description}}	The Thirteenth Scheme	effect_rite.png	faction
wh2_main_ritual_skv_thirteen_skyre	{{tr:wh2_main_ritual_skv_thirteen_description}}	The Thirteenth Scheme	effect_rite.png	faction
wh2_main_ritual_vortex_1_def	{{tr:wh2_main_ritual_vortex_1_def_description}}	{{tr:wh2_main_ritual_vortex_1_def}} Completed	vortex_def_1.png	faction
wh2_main_ritual_vortex_1_def_start	{{tr:wh2_main_ritual_vortex_1_def_description}}	{{tr:wh2_main_ritual_vortex_1_def}} in Progress	vortex_def_1.png	faction
