missions_tables
6
generate	key	localised_description	localised_title	mission_type	ui_icon	ui_image	prioritised	unknown8	unknown9	unknown10	unknown11	unknown12	unknown13	unknown14	unknown15	unknown16
False	wh2_main_lzd_mazdamundi_sunburst_standard_of_hexoatl_stage_2	A fragment of the lost plaque is found and hurried into Mazdamundi’s hands. The Slann Mage-Priest studies and learns that Chotec was an Old One whose temper was as fierce as the fire he controlled - as hot as the sun itself! Of all the Slann, Mazdamundi is the fiercest, with a temper just like Chotec.\n\nOn Mazdamundi’s orders, the Skink attendants prepare the way for fire and fury as he begins the chants to initiate the Ritual of Ferocity.	Sunburst Standard of Hexoatl	PERFORM_RITUAL	rom_event_mission.png	bst/generic	True	Quest		0	0	True	0	2140784856	False	False
False	wh2_main_lzd_mazdamundi_sunburst_standard_of_hexoatl_stage_3	The ritual is set; the essence of Chotec has been summoned, but from whence will it come? The plaque alludes to the next step. It is an act that pleases Mazdamundi greatly, for it aligns with his personal interpretation of the Great Plan. Captives must be sought, their blood not yet spilled - although that will come in time. And when it does, knowledge of the radiance of Chotec shall be revealed.	Sunburst Standard of Hexoatl	CAPTURE_X_BATTLE_CAPTIVES	rom_event_mission.png	bst/generic	True	Quest		0	0	True	0	2140784856	False	False
False	wh2_main_lzd_mazdamundi_sunburst_standard_of_hexoatl_stage_4	Of course, where else should the essence of Old One come but through the Fallen Gates? This is an ancient portal - a cosmic bridge across which the Old Ones travelled quickly to the City of the Sun and the rest of Lustria.\n\nUpon arrival at the Fallen Gates, preparations are set; the ancient stellar engines start to fire up, the pylons begin to thrum… And then, Chaos comes. The nemesis of the Old Ones - the ancient enemy - emerges from the jungle, desperate to stop the radiance of an Old One being summoned and imbued within the banner of the Solar-City. Lord Mazdamundi turns from the preparations, ready to defend at all costs.	Sunburst Standard of Hexoatl	FIGHT_SET_PIECE_BATTLE	rom_event_mission.png	bst/generic	True	Quest	wh2_main_qb_lzd_mazdamundi_sunburst_standard_of_hexoatl_stage_4_fallen_gates	16	245	True	10	2140784856	True	False
True	wh2_main_mis_def_assassinate_character_agent_brt	The so-called lions of Bretonnia are feeble kittens. Have them murdered.	Lion Slayer	ASSASSINATE_CHARACTER	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_assassinate_character_agent_bst	Hunt this Gor and take its filthy head!	Beast Bane	ASSASSINATE_CHARACTER	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_assassinate_character_agent_chs	The Northmen often mistake us as fellow peons to their dark masters. A reminder is needed that the Druchii answer to no one.	A Cold-Hearted Reminder	ASSASSINATE_CHARACTER	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_assassinate_character_agent_def	As the Dreadlords bicker they send their Khainite servants into the night.	Night of Khaine	ASSASSINATE_CHARACTER	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_assassinate_character_agent_dwf	The stunted whisker-hoarder has crossed us - Khaine's wrath upon him!	To Kill a Dwarf	ASSASSINATE_CHARACTER	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_assassinate_character_agent_emp	These inferior creatures do not know their place - murder their champion, spread fear amongst their feeble populace.	Manbane	ASSASSINATE_CHARACTER	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_assassinate_character_agent_grn	Find the Greenskin beast that threatens our plans and sanction his life, as sacrifice to Khaine!	Red on Green	ASSASSINATE_CHARACTER	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_assassinate_character_agent_hef	Seek out the Ulthuan cur that frustrates us - take their life and crush their waystone!	A Gleeful Task	ASSASSINATE_CHARACTER	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_assassinate_character_agent_lzd	An amphibian of the south dares to frustrate the plans of the Witch King; swift reprisal is called for.	Make them Croak	ASSASSINATE_CHARACTER	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_assassinate_character_agent_skv	The vermin think themselves competent assassins - they have no idea!	True Masters of Murder	ASSASSINATE_CHARACTER	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_assassinate_character_agent_vmp	This Dark Magic spinner thinks himself immune from murder simply because he is already dead. Prove him wrong!	Murder the Dead	ASSASSINATE_CHARACTER	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_assassinate_character_agent_wef	The Tree-dwellers of the east may think us cousins, but familial blood will not save this target.	Asrai Contract	ASSASSINATE_CHARACTER	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_capture_regions_brt	The fragile mayflies that worship the lake-hag think their lands safe… think them protected… they are not.	Coastal Ravages	CAPTURE_REGIONS	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_capture_regions_def	It is time to draw fresh borders in our chill lands. The map will be drawn in the blood of enemies.	Re-Shape the Borders	CAPTURE_REGIONS	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_capture_regions_dwf	The mountain halls of the Dawi are the remnants of a dying race - time to put them out of their misery.	Flush the Mountains	CAPTURE_REGIONS	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_capture_regions_emp	The throne of man is fragile and can be easily shattered. Send the ravagers west!	Fragile Empire	CAPTURE_REGIONS	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_capture_regions_grn	The Greenskin lands are arid and worthless, there is no reason to take them other than spite. Never let it be said the Druchii lack this worthy attribute.	Arid Realms	CAPTURE_REGIONS	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_capture_regions_hef	A worthy mission, one that has been issued before and will be again. Take the realms of the feeble Asur!	Ulthuan is Ours!	CAPTURE_REGIONS	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_capture_regions_lzd	The Lizardmen hoard great power in their humid, sweltering jungle hovels. We must seek it out, plunder and enslave!	Some Like It Hot	CAPTURE_REGIONS	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_capture_regions_skv	As distasteful as it is, we must take the Under-lairs away from the vermin. They no longer need them.	Tunnels of Hate	CAPTURE_REGIONS	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_capture_regions_vmp	The tomb castles of the dead, and the fell lands surrounding them, are saturated in Dark Magic. Such power will be of use.	Castle Graveskull	CAPTURE_REGIONS	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_capture_regions_wef	It is time to take the trees from the Asrai. They will resent this move above all others. Good!	The Wild Woods	CAPTURE_REGIONS	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_declare_war_brt	The King of the backwater realm mocks us. We will reap a toll from his people and the pretend goddess they revere.	War On the Lake Witch	DECLARE_WAR	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_declare_war_bst	The Cloven Ones think to make war with us. Such primitives have no idea what a true war is!	Beast Wars	DECLARE_WAR	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_declare_war_chs	The thralls of the Chaos Gods think to shackle us; it is time to put the Northmen in their place!	War Undivided	DECLARE_WAR	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_declare_war_def	We shall make war! Power is at stake, and the spilling of blood will put us in good stead with the God of Murder!	For Khaine's Amusement	DECLARE_WAR	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_declare_war_dwf	This should not take long. We will wage a war upon the Dwarfs. It will be short and bloody, just like their corpses.	A Short War	DECLARE_WAR	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_declare_war_emp	Bring about a violent war upon the cretins of Sigmar, wreath their corpses, towns and lands in blood and fire.	Empire In Flames	DECLARE_WAR	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_declare_war_grn	The Greenskins like war? Then we will give them it, feed them so much violence they shall choke on it!	Give Them What They Want	DECLARE_WAR	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_declare_war_hef	All other wars are a sideshow - there is only, one true war…	Eternal Hatred	DECLARE_WAR	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_declare_war_lzd	We make war with the reptiles. We shall show these primitive beasts how the civilised kill!	War On a New Scale	DECLARE_WAR	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_declare_war_skv	It is not for the vermin to dictate to us when death comes. War comes to Hruddithi whether they want it or not!	The Fall of the Rat	DECLARE_WAR	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_declare_war_vmp	If the dead crave war to keep them away from the Dark Prince's embrace, then who are we to disappoint them?	Fangs a Lot	DECLARE_WAR	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_declare_war_wef	The Asrai are weak - now is the time to make war on the scions of the God of the Hunt and his ailing queen.	Khaine vs. Kurnous	DECLARE_WAR	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_eliminate_character_in_battle_faction_leader_brt	Your mission is clear: seek out the King, or his insipid maid, and bring them low. Murder them in Khaine's name!	Regicide	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_eliminate_character_in_battle_faction_leader_bst	The Beastlord taunts you. To kill it in delicious battle will show the consequences of mocking the Druchii.	Mock No More	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_eliminate_character_in_battle_faction_leader_chs	The Dark Gods send their Champions to test us. Hunt them down in battle and show the Dark Gods what true warriorhood is.	The True Champion	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_eliminate_character_in_battle_faction_leader_def	Who is Khaine's favoured? There is only way to find the answer…	Khaine's Favoured	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_eliminate_character_in_battle_faction_leader_dwf	Take the crown off the fat fool's head… but only when the Dawi cretin is a tiny, lumpen corpse.	Crown Smasher	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_eliminate_character_in_battle_faction_leader_emp	The leaders of mankind's broken empire are foolish indeed to challenge your might. Meet them in battle and show them why!	The Emperor's Folly	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_eliminate_character_in_battle_faction_leader_grn	Such beasts waste our time, distracting us from the true cause. Make short work of their leaders and the rest will flee in terror.	Kill the Boss	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_eliminate_character_in_battle_faction_leader_hef	The Princes of Ulthuan are our most hated foes, but to kill them in battle is not enough! Make them beg for mercy, but never give them any!	Make Them Beg	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_eliminate_character_in_battle_faction_leader_lzd	These scaly relics of a forgotten era think themselves relevant - finish them in battle, and prove them irrelevant!	Creature Feature	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_eliminate_character_in_battle_faction_leader_skv	Skaven fur is not prized, yet a cloak of their mangy coat made from their most powerful may amuse our gods - if only for a fleeting moment.	Fur Cloak	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_eliminate_character_in_battle_faction_leader_vmp	It is laughable they think themselves nobles - they have neither the poise nor legacy. Slay them in battle - show them how true nobility behaves.	Midnight Commoner	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_eliminate_character_in_battle_faction_leader_wef	This King and his tree-pet offer no threat to us - we should kill them at the height of their power and laugh as their followers weep!	King in the Corpse	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_eliminate_character_in_battle_high_rank_brt	The one that disguises herself as some mannish god has champions - show her how weak her chosen are. Make her followers doubt her power!	Paladin Paradigm	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_eliminate_character_in_battle_high_rank_bst	A beast seeks a worthy challenger, but it is not worthy of us. Give it a quick death, not out of mercy - never that - but only to prove our point.	No Horn	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_eliminate_character_in_battle_high_rank_chs	The Northmen dare receive a few gifts from their Gods and thinks them superior to us! There is only one answer to this insult!	Beware False Gifts	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_eliminate_character_in_battle_high_rank_def	A rival thinks to usurp our progress for his own political game. The time for veiled insults has past - violence upon the battlefield is the only recourse.	Heart of the Rival	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_eliminate_character_in_battle_high_rank_dwf	Let the stunted fools list their grudges. There is only one answer for such bookkeepers - to add another insult to their petty list!	Begrudged	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_eliminate_character_in_battle_high_rank_emp	The champions of the Empire must secretly crave death, for theirs is an impotent nation. We should give them their desire.	Willing Victim	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_eliminate_character_in_battle_high_rank_grn	Orcs are loud and uncouth, lacking the merciless efficiency of the Elven race. They brag and jeer - all mouth and no action, unlike the Druchii!	All Brag, No Bite	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_eliminate_character_in_battle_high_rank_hef	Such precious creatures, these nobles of Ulthuan! More in love with their hairstyle than their skill at arms. That is why we reap them!	Precious Creatures	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_eliminate_character_in_battle_high_rank_lzd	Who stands at the peak of the food chain? These so-called predators? I think not!	Top of the Food Chain	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_eliminate_character_in_battle_high_rank_skv	Skaven are rodents who forgot to walk on all-fours. They are parodies, and their champions are the greatest joke of all. Deliver the punchline!	Rodents in the Wild	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_eliminate_character_in_battle_high_rank_vmp	While mortals quail when faced with the Undead, see them for what they are: vessels of Dark Magic, a handy source of power when slain.	Dark Magic Vessel	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_eliminate_character_in_battle_high_rank_wef	The forest is full of weeds, but there are some things weedier than the plants themselves…	Weeds in the Wood	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_engage_force_army_brt	An army of men gallop upon on lands. When prey comes so willingly into our grasp we should not turn down such gifts.	Errantry Misstep	ENGAGE_FORCE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_engage_force_army_bst	Beastmen sully our lands! Send forth the beast masters to round up this herd!	Wrong Turn	ENGAGE_FORCE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_engage_force_army_chs	The Chaos Gods send a host past the watchtowers and into our realm. They seek sacrifice, but it is they who will be placed upon the bloody altar!	Hosting the Dark Gods	ENGAGE_FORCE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_engage_force_army_def	A rival city sends legions in a mistaken bid for power. The Black Council will hear of this! In the meantime, the Cauldrons of Blood must be filled.	Uncivil War	ENGAGE_FORCE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_engage_force_army_dwf	The impotent chin-hiders have marched into realms claimed by the dynasty of Malekith. Now this Throng will surely end.	Throng of the South	ENGAGE_FORCE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_engage_force_army_emp	Does the Emperor think to cow us with that? A few scared men? Show them why this is such cruel folly.	A Few Scared Men	ENGAGE_FORCE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_engage_force_army_grn	An Orc force blunders into our realm - turn it back or turn it inside out!	Blundering Greenskins	ENGAGE_FORCE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_engage_force_army_hef	The Asur dare to trespass - Ulthuan is not enough for them. Find and slay their solitary host!	Hated Foe	ENGAGE_FORCE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_engage_force_army_invading_brt	These fools make vows they cannot keep - an errantry war against the Druchii is doomed to failure. Make it so.	Broken Vow	ENGAGE_FORCE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_engage_force_army_invading_bst	The Beastmen invade, but this brayherd will be guided only to its death!	A Cruel Shepherd	ENGAGE_FORCE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_engage_force_army_invading_chs	And so the Dark Gods send their thralls. However, we have seen such invasions before and this one is no different, despite what their Everchosen deems.	Chaos Comes	ENGAGE_FORCE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_engage_force_army_invading_def	The Black Council is dissolved - for now at least, there is war in Naggaroth until Destroyer is unsheathed…	War of the Towers	ENGAGE_FORCE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_engage_force_army_invading_dwf	That little dalliance a few millennia back between the Dwarfs and the Asur is nothing compared to the hurt we will meter out!	True War of the Beard	ENGAGE_FORCE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_engage_force_army_invading_emp	The Empire dares to invade our realm? It is as unthinkable as it is ridiculous! Unleash the legions, halt this madness and bring back a fat tally of slaves!	Numbered Days	ENGAGE_FORCE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_engage_force_army_invading_grn	One of the Greenskins' fell gods has sent his scum into our realms. Drive them out!	Idolatry of Gork	ENGAGE_FORCE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_engage_force_army_invading_hef	Aenarion's bastard children dare to invade us! Destroy the usurpers, make Isha shed many tears!	The Ultimate Insult	ENGAGE_FORCE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_engage_force_army_invading_lzd	They come from the south - the reptiles of fallen, decrepit gods. We will send them back to their makers!	The Old Ones' Stepchildren	ENGAGE_FORCE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_engage_force_army_invading_skv	The ratmen come, defiling realms Atharti has set aside for the Druchii. The vermin must be pay - there can be no mercy!	Skaven Invasion!	ENGAGE_FORCE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_engage_force_army_invading_vmp	The Vampires come - thinking to cast dusk upon the Land of Chill - but the night is already here!	Eternal Dusk	ENGAGE_FORCE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_engage_force_army_invading_wef	The Asrai invade, spreading their decrepit Ghyran magic. Repulse and destroy.	Rot the Worldroots	ENGAGE_FORCE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_engage_force_army_lzd	An army of reptiles slither into our realms; it needs stamping on - as would any form of infestation.	Cold Case	ENGAGE_FORCE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_engage_force_army_skv	Skavenblight sends a force of rats to undermine our realm. Show their Council what happens when it crosses the Witch King!	Frauds of Decay	ENGAGE_FORCE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_engage_force_army_vmp	An Undead host marches into your realms. Send our forces to unbind and destroy the corpse legion!	Undead Unbinding	ENGAGE_FORCE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_engage_force_army_wef	A kindred of King Orion trespasses. The hypocrisy is staggering, they brook no intruders in their realms yet dare trespass in ours?	Glade Host	ENGAGE_FORCE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_make_alliance_0	An alliance is necessary - find one before the Hag Queens grow impatient. However, ensure we are the ones to end the pact - and on our terms.	Fragile Alliance	MAKE_ALLIANCE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_raid_region_brt	Raid the nations of men - start with the fools and victims of Bretonnia.	Coastal Raiders	RAID_REGION	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_raid_region_def	if we do not strike first against this rival, he will come for us.	Raiders of the Black Ark	RAID_REGION	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_raid_region_dwf	The Dawi hoard riches and useful resources - if we take a few bearded slaves with us, then more's the better.	Into the Mountains	RAID_REGION	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_raid_region_emp	The mannish empire is said to be a place of milk and honey… and now blood and death!	Milk & Honey & Blood	RAID_REGION	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_raid_region_grn	Go to the Badlands and raid from the Greenskins - find their mounds of 'shiny stuff'.	Orc Land Raiders	RAID_REGION	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_raid_region_hef	Raid Ulthuan. Take every last resource, every soulstone and soul you can!	Violate Ulthuan	RAID_REGION	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_raid_region_lzd	Strike into the jungles - find what secrets the reptiles keep there.	Barrio Raiders	RAID_REGION	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_raid_region_skv	The Skaven gather Warpstone - it is of limited value to the Druchii, but we should take it to spite them all the same.	Raids of Pure Spite	RAID_REGION	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_raid_region_vmp	…may still horde power. Dark Magic and ancient lore is gathered and jealously guarded by Vampires and Necromancers - take it all!	What is Dead…	RAID_REGION	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_raid_region_wef	Raid Orion's realms: burn and destroy and bring back Asrai slaves!	Ravage the Woods	RAID_REGION	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_raise_force_army	The Age of Hateful Peace is long past. Muster the garrisons, the Druchii march to war!	Garrisons of Naggaroth	RAISE_FORCE	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_raze_sack_settlement_brt	The time for spite is now - burn the mannish hovels to the ground!	Kill the King	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_raze_sack_settlement_def	This culture is for the strong; mercy is weak. Raze and destroy your enemy's cities.	No Quarter	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_raze_sack_settlement_dwf	The Dawi mines may not burn but can easily be flooded with water or blood - it matters not which.	Enemy Mine	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_raze_sack_settlement_emp	It is time the men of the Empire knew that their god is a fraud. He will not come to save them. Let their nation burn!	God Hater	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_raze_sack_settlement_grn	We do to the Greenskins what they would do to our towers, but we do it with a certain flair!	Raze with Finesse	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_raze_sack_settlement_hef	Do you wish to live deliciously? Then burn and raze the homes of our despicable kin!	Live Deliciously	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_raze_sack_settlement_lzd	The temple-cities are covered in gold. It is a metal that holds little value to us, yet depriving others of it is reward itself.	Molten Gold	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	rom_event_mission.png	skv/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_raze_sack_settlement_skv	Burn the burrows and tunnels of the Skaven, turn their networks into a furnace!	Nest Fire	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	rom_event_mission.png	def/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_raze_sack_settlement_vmp	The cities of the dead are shrouded in necrotic gasses - how easily they will burn!	Necro-Raiders	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	rom_event_mission.png	def/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_raze_sack_settlement_wef	The tree will burn - the Asrai shall see the home charred and destroyed. This is the way to greatness!	Forest Fire	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	rom_event_mission.png	def/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_recruit_agent_dignitary	Khaine demands, so we should provide.	Unleash the Death Hag	RECRUIT_AGENT	rom_event_mission.png	def/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_recruit_agent_spy	The shadows are empty - it is time to fill them with murder!	Killer Not Leader	RECRUIT_AGENT	rom_event_mission.png	def/generic	False	Military		0	0	False	0		False	False
True	wh2_main_mis_def_recruit_agent_wizard	The Mistress of Magic calls forth a willing acolyte.	Hekarti's Servant	RECRUIT_AGENT	rom_event_mission.png	def/generic	False	Military		0	0	False	0		False	False
