audio_projectiles_tables
14
key	max_attenuation_fire	max_attenuation_impact	max_attenuation_inflight	unknown4	unknown5	unknown6	unknown7	unknown8	unknown9	unknown10	unknown11	unknown12	unknown13	unknown14	unknown15	unknown16	unknown17	unknown18	unknown19	unknown20	unknown21	unknown22	unknown23	unknown24	unknown25	unknown26	unknown27	unknown28	unknown29	unknown30	unknown31	unknown32	unknown33	unknown34	unknown35	unknown36	unknown37	unknown38	unknown39	unknown40	unknown41	unknown42
wh_grenade	100	50	200	10		False		Battle_Individual_Projectile_Grenade_Impact		Battle_Individual_Projectile_Grenade_InFlight_Play	Battle_Individual_Projectile_Grenade_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	False	False		False	False			wh_grp_projectile_grenade_launcher_impact	1						False	False	False		10		small	1	0	1	0.5	0.5
wh_hell_cannon_soul	250	610	310	10		False	Battle_Individual_Projectile_Incoming_Rock			Battle_Individual_Projectile_Soul_InFlight_Play	Battle_Individual_Projectile_Soul_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	False	False		False	True				1						False	False	False	Battle_Individual_Projectile_Soul_FlyBy	10	Battle_Projectile_Doppler	medium	1	0	1	0.5	0.5
wh_helstorm_rocket	400	400.15	400	10		False	Battle_Individual_Projectile_Incoming_Rocket			Battle_Individual_Projectile_Rocket_InFlight_Play	Battle_Individual_Projectile_Rocket_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	False	False		False	True			wh_grp_drakegun_loop	1	Battle_Projectile_Height	Projectile_Height				False	False	False		10	Battle_Projectile_Doppler	large	1	0	1	0.5	0.5
wh_javelin	0	100	300	10	Battle_Individual_Projectile_Javelin_Fire_Normal	False		Battle_Individual_Projectile_Javelin_Impact		Battle_Individual_Projectile_Javelin_InFlight_Normal_Play	Battle_Individual_Projectile_Javelin_InFlight_Normal_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	False	False		False	False		wh_grp_projectile_javelin_inflight_normal	wh_grp_projectile_javelin_impact_normal	1						False	False	False		10		small	1	0	1	0.5	0.5
wh_magic_amber_spear	500	500	500	10	Battle_IND_Magic_Beasts_The_Amber_Spear_Launch	False				Battle_IND_Magic_Beasts_The_Amber_Spear_Inflight_Start	Battle_IND_Magic_Beasts_The_Amber_Spear_Inflight_Stop					500	False	False		False	True			wh_grp_spell_beasts_amber_spear	1						False	False	False	Battle_IND_Magic_Beasts_The_Amber_Spear_Flyby	10	Battle_Projectile_Doppler	magic	1	0	1	0.5	0.5
wh_magic_bolt_of_illumination	400	400	400	0	Battle_Individual_Magic_Luminark_Fire	False		Battle_Individual_Magic_Luminark_Impact		Battle_Individual_Magic_Bolt_Of_Illumination_Inflight_Start	Battle_Individual_Magic_Bolt_Of_Illumination_Inflight_Stop					100	False	False		False	False				1						False	False	False		10		magic	1	0	1	0.5	0.5
wh_magic_bound_soulfire	500	500	360	10		False										500	False	False		False	True		wh_magic_piercing_bolts_of_burning_inflight	wh_magic_piercing_bolts_of_burning_impact	1						False	True	False		10		magic	1	0	1	0.5	0.5
wh_magic_burning_gaze	500	500	360	10		False	Battle_IND_Magic_Light_Shems_Burning_Gaze_Incoming									500	False	False		False	True	wh_grp_spell_light_burning_gaze_launch	wh_grp_spell_light_burning_gaze_inflight	wh_grp_spell_light_burning_gaze_impact	1						True	True	True		10		magic	1	0	1	0.5	0.5
wh_magic_comet_of_casandora	0	1000	1000	0		False	Battle_IND_Magic_Heavens_Comet_Incoming			Battle_IND_Magic_Heavens_Comet_Inflight_Start	Battle_IND_Magic_Heavens_Comet_Inflight_Stop					100	False	False		False	False				1.5	Battle_Projectile_Height	Projectile_Height	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact		False	False	False		10		magic	1	0	1	0.5	0.5
wh_magic_dark_magic_doombolt	0	1000	1000	0		False				Battle_IND_Magic_Dark_Doombolt_Incoming						100	False	False		False	False				1.490116E-09	Battle_Projectile_Height	Projectile_Height	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact		False	False	False		10		magic	1	0	1	0.5	0.5
wh_magic_fireball	500	500	500	10	Battle_IND_Magic_Fire_Fireball_Launch	False	Battle_IND_Magic_Fire_Fireball_Incoming			Battle_IND_Magic_Fire_Fireball_Inflight_Start	Battle_IND_Magic_Fire_Fireball_Inflight_Stop					500	False	False		False	True			wh_grp_spell_fire_fireball	1						False	False	False		10		magic	1	0	1	0.5	0.5
wh_magic_gaze_of_mork	500	700	700	10		False										100	False	False		False	False	wh_grp_spell_big_waaagh_gaze_of_mork_launch	wh_grp_spell_big_waaagh_gaze_of_mork_inflight	wh_grp_spell_big_waaagh_gaze_of_mork_Impact	1.5	Battle_Projectile_Height	Projectile_Height	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact		True	True	True		10		magic	1	0	1	0.5	0.5
wh_magic_piercing_bolts_of_burning	500	500	360	10		False	Battle_IND_Magic_Fire_Piercing_Bolts_of_Burning_Incoming									500	False	False		False	True		wh_magic_piercing_bolts_of_burning_inflight	wh_magic_piercing_bolts_of_burning_impact	1						False	True	False		10		magic	1	0	1	0.5	0.5
wh_magic_ruin_warp_lightning	0	1000	1000	0		False										100	False	False		False	False				1.490116E-09	Battle_Projectile_Height	Projectile_Height	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact		False	False	False		10		magic	1	0	1	0.5	0.5
wh_magic_searing_doom	500	500	360	10		False										500	False	False		False	True		wh_magic_searing_doom_inflight	wh_magic_searing_doom_impact	1						False	False	False		10		magic	1	0	1	0.5	0.5
wh_magic_urannons_thunderbolt	500	500	500	10		False	Battle_IND_Magic_Heavens_Urannons_Thunderbolt_Incoming			Battle_IND_Magic_Heavens_Urannons_Thunderbolt_Inflight_Start	Battle_IND_Magic_Heavens_Urannons_Thunderbolt_Inflight_Stop					500	False	False		False	True				1						False	False	False		10		magic	1	0	1	0.5	0.5
wh_magic_vindictive_glare	700	700	300	10		False				Battle_IND_Magic_Lil_Waaagh_Vindictive_Inflight_Start	Battle_IND_Magic_Lil_Waaagh_Vindictive_Inflight_Stop					500	False	False		False	True	wh_grp_spell_lil_waaagh_vindictive_glare_launch		wh_grp_spell_lil_waaagh_vindictive_glare_impact	1						True	True	False		10		magic	1	0	1	0.5	0.5
wh_main_spell_vampires_gaze_of_nagash	500	700	700	10		False										100	False	False		False	True	wh_grp_spell_vampires_gaze_of_nagash_launch	wh_grp_spell_vampires_gaze_of_nagash_inflight	wh_grp_spell_vampires_gaze_of_nagash_impact	1						True	True	True	Battle_IND_Magic_Vampire_Gaze_Of_Nagash_Flyby	10		magic	1	0	1	0.5	0.5
wh_miners_blasting_charge	250	40	50	10		False										100	False	False		False	False				1						False	False	False		10		large	1	0	1	0.5	0.5
wh_mortar_cannonball	250	300	300	10		False	Battle_Individual_Projectile_Incoming_Shell			Battle_Individual_Projectile_Mortar_InFlight_Play	Battle_Individual_Projectile_Mortar_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	False	False		False	True				1	Battle_Projectile_Speed	Projectile_Speed	Battle_Projectile_Height	Projectile_Height		False	False	False		10	Battle_Projectile_Doppler	medium	1	0	1	0.5	0.5
wh_shrapnel_fragment	0	50	100	10		False		Battle_Individual_Projectile_Shrapnel_Fragment_Impact		Battle_Individual_Projectile_Shrapnel_Fragment_Inflight_Play	Battle_Individual_Projectile_Shrapnel_Fragment_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	False	False		False	False				1						False	False	False		10		small	1	0	1	0.5	0.5
wh_steam_gun_steam	100	100	110	10		False										100	False	False		False	False				1						False	False	False		10		large	1	0	1	0.5	0.5
wh_terrorghiest_shriek	250	300	300	10		False										100	False	False		False	True				1						False	False	False		10		large	1	0	1	0.5	0.5
wh_throwing_axe	0	50	100	10		False		Battle_Individual_Projectile_Throwing_Axe_Impact		Battle_Individual_Projectile_Throwing_Axe_InFlight_Play	Battle_Individual_Projectile_Throwing_Axe_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	False	False		False	False				1						False	False	False		10		small	1	0	1	0.5	0.5
wh_tower_blessed_stone	150	250	100	22	Battle_Individual_Projectile_Arrow_Fire_Normal	False		Battle_Individual_Projectile_Rock_Small_Impact		Battle_Individual_Projectile_Arrow_InFlight_Normal_Play	Battle_Individual_Projectile_Arrow_InFlight_Normal_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	False	False		False	False	wh_grp_projectile_arrow_fire_normal		wh_grp_projectile_arrow_impact_normal	1						False	False	False		10		large	1	0	1	0.5	0.5
wh_tower_bones	150	250	100	22	Battle_Individual_Projectile_Arrow_Fire_Normal	False		Battle_Individual_Projectile_Rock_Small_Impact		Battle_Individual_Projectile_Arrow_InFlight_Normal_Play	Battle_Individual_Projectile_Arrow_InFlight_Normal_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	False	False		False	False	wh_grp_projectile_arrow_fire_normal		wh_grp_projectile_arrow_impact_normal	1						False	False	False		10		large	1	0	1	0.5	0.5
wh_tower_caged_bats	100	250	150	10		False		Battle_Individual_Projectile_Rock_Small_Impact								100	False	False		False	False				1						False	False	False		10		large	1	0	1	0.5	0.5
wh_tower_clockwork_bomb	400	250	300	10		False	Battle_Individual_Projectile_Incoming_Rock	Battle_Individual_Projectile_Rock_Small_Impact		Battle_Individual_Projectile_Cannon_Ball_InFlight_Play	Battle_Individual_Projectile_Cannon_Ball_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	False	False		False	True				1	Battle_Projectile_Speed	Projectile_Speed	Battle_Projectile_Height	Projectile_Height		False	False	False		10		large	1	0	1	0.5	0.5
wh_tower_corpse_ball	0	250	300	10		False	Battle_Individual_Projectile_Incoming_Rock	Battle_Individual_Projectile_Rock_Small_Impact		Battle_Individual_Projectile_Cannon_Ball_InFlight_Play	Battle_Individual_Projectile_Cannon_Ball_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	False	False		False	False				1	Battle_Projectile_Speed	Projectile_Speed				False	False	False		10		large	1	0	1	0.5	0.5
wh_tower_fused_beer_keg	400	250	300	10		False	Battle_Individual_Projectile_Incoming_Rock	Battle_Individual_Projectile_Rock_Small_Impact		Battle_Individual_Projectile_Cannon_Ball_InFlight_Play	Battle_Individual_Projectile_Cannon_Ball_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	False	False		False	True				1	Battle_Projectile_Speed	Projectile_Speed				False	False	False		10		large	1	0	1	0.5	0.5
wh_tower_giant_dungball	0	250	300	10		False	Battle_Individual_Projectile_Incoming_Rock	Battle_Individual_Projectile_Rock_Small_Impact		Battle_Individual_Projectile_Cannon_Ball_InFlight_Play	Battle_Individual_Projectile_Cannon_Ball_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	False	False		False	False				1	Battle_Projectile_Speed	Projectile_Speed				False	False	False		10		large	1	0	1	0.5	0.5
wh_tower_rock_idol	400	250	300	10		False	Battle_Individual_Projectile_Incoming_Rock	Battle_Individual_Projectile_Rock_Small_Impact		Battle_Individual_Projectile_Cannon_Ball_InFlight_Play	Battle_Individual_Projectile_Cannon_Ball_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	False	False		False	True				1	Battle_Projectile_Speed	Projectile_Speed				False	False	False		10		large	1	0	1	0.5	0.5
wh_vmp_ghostly_howl	250	300	300	10		False										100	False	False		False	False				1						False	False	False		10		large	1	0	1	0.5	0.5
wh_vomit	0	100	40	10		False										100	False	False		False	False				1						False	False	False		10		small	1	0	1	0.5	0.5
