factions_tables
34
key	index	-	subculture	category	screen_name	screen_adjective	name_group	skin	ui_skin	is_rebel	mp_available	mp_available_naval	flags_path	republican_flag_path	same_gov_type_revolution_flag_path	primary_colour_r	primary_colour_g	primary_colour_b	alt_primary_colour_r	alt_primary_colour_g	alt_primary_colour_b	secondary_colour_r	secondary_colour_g	secondary_colour_b	alt_secondary_colour_r	alt_secondary_colour_g	alt_secondary_colour_b	uniform_colour_r	uniform_colour_g	uniform_colour_b	alt_uniform_colour_r	alt_uniform_colour_g	alt_uniform_colour_b	military_group	rebel_colour_r	rebel_colour_g	rebel_colour_b	movie_death_event	mp_use_republic_early	mp_use_republic_late	unit_regiment_name_group	ship_name_group	attack_desc	defend_desc	pre_battle_speech_parameter	card_colour_r	card_colour_g	card_colour_b	senator_total	audio_voiceover_culture	mp_force_gen_template	faction_swapping_id	win_movie	has_politics	waaagh_faction	waaagh_general_unit	is_quest_faction	cdir_military_generator_config	default_audio_actor_vo_group	feature_forest
wh2_main_nor_hung_incursion_def	2041771605	0	wh_main_sc_nor_norsca	playable	Warband of the Hound	Warband	198	wh_main_chs_chaos	wh_main_chs_chaos	False	False	False	ui\flags\wh2_main_nor_warband_of_the_hound		ui\flags\wh2_main_nor_warband_of_the_hound	99	28	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh_main_group_norsca	0	0	0	0	False	False	198	198	You are attacking the Warband of the Hound!	You are defending against the Warband of the Hound!	FACTION_ASHIKAGA	0	0	0	500	wh_main_vo_culture_Chaos	default	emp		False			False	WH_Norsca	wh_main_vo_actor_Chaos_MarauderChieftain	LOCKED_STANDARD
wh2_main_nor_hung_incursion_hef	2041771570	0	wh_main_sc_nor_norsca	playable	Warband of the Eagle	Warband	198	wh_main_chs_chaos	wh_main_chs_chaos	False	False	False	ui\flags\wh2_main_nor_warband_of_the_eagle		ui\flags\wh2_main_nor_warband_of_the_eagle	99	28	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh_main_group_norsca	0	0	0	0	False	False	198	198	You are attacking the Warband of the Eagle!	You are defending against the Warband of the Eagle!	FACTION_ASHIKAGA	0	0	0	500	wh_main_vo_culture_Chaos	default	emp		False			False	WH_Norsca	wh_main_vo_actor_Chaos_MarauderChieftain	LOCKED_STANDARD
wh2_main_nor_hung_incursion_lzd	2041771616	0	wh_main_sc_nor_norsca	playable	Warband of the Serpent	Warband	198	wh_main_chs_chaos	wh_main_chs_chaos	False	False	False	ui\flags\wh2_main_nor_warband_of_the_serpent		ui\flags\wh2_main_nor_warband_of_the_serpent	99	28	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh_main_group_norsca	0	0	0	0	False	False	198	198	You are attacking the Warband of the Serpent!	You are defending against the Warband of the Serpent!	FACTION_ASHIKAGA	0	0	0	500	wh_main_vo_culture_Chaos	default	emp		False			False	WH_Norsca	wh_main_vo_actor_Chaos_MarauderChieftain	LOCKED_STANDARD
wh2_main_nor_hung_incursion_skv	2041771624	0	wh_main_sc_nor_norsca	playable	Warband of the Crow	Warband	198	wh_main_chs_chaos	wh_main_chs_chaos	False	False	False	ui\flags\wh2_main_nor_warband_of_the_crow		ui\flags\wh2_main_nor_warband_of_the_crow	99	28	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh_main_group_norsca	0	0	0	0	False	False	198	198	You are attacking the Warband of the Crow!	You are defending against the Warband of the Crow!	FACTION_ASHIKAGA	0	0	0	500	wh_main_vo_culture_Chaos	default	emp		False			False	WH_Norsca	wh_main_vo_actor_Chaos_MarauderChieftain	LOCKED_STANDARD
wh2_main_nor_mung	2041770885	0	wh_main_sc_nor_norsca	playable	Mung	Mung	198	wh_main_chs_chaos	wh_main_chs_chaos	False	False	False	ui\flags\wh2_main_nor_mung		ui\flags\wh2_main_nor_mung	79	98	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh_main_group_norsca	0	0	0	0	False	False	198	198	You are attacking Mung!	You are defending against Mung!	FACTION_ASHIKAGA	0	0	0	500	wh_main_vo_culture_Chaos	default	emp		False			False	WH_Norsca	wh_main_vo_actor_Chaos_MarauderChieftain	LOCKED_STANDARD
wh2_main_nor_skeggi	2041771529	0	wh_main_sc_nor_norsca	playable	Skeggi	Skeggi	198	wh_main_chs_chaos	wh_main_chs_chaos	False	False	False	ui\flags\wh2_main_nor_skeggi		ui\flags\wh2_main_nor_skeggi	204	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh_main_group_norsca	0	0	0	0	False	False	198	198	You are attacking Skeggi!	You are defending against Skeggi!	FACTION_ASHIKAGA	0	0	0	500	wh_main_vo_culture_Chaos	default	emp		False			False	WH_Norsca	wh_main_vo_actor_Chaos_MarauderChieftain	LOCKED_STANDARD
wh2_main_rogue_abominations	1175822666	0	wh2_main_rogue_abominations	playable	Abominations	Abominations	131	wh2_main_rogue_armies	wh_main_emp_empire	False	False	False	ui\flags\wh2_main_rogue_abominations		ui\flags\wh2_main_rogue_abominations	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_rogue_abominations	0	0	0	0	False	False	98	98	You are attacking the Abominations!	You are defending against the Abominations!	FACTION_ASHIKAGA	0	0	0	500	wh_main_vo_culture_Chaos	default	chs		False			False	WH_Chaos	wh_main_vo_actor_Chaos_Lord	MIGRATORY_HORDE
wh2_main_rogue_beastcatchas	1466522010	0	wh2_main_rogue_beastcatchas	playable	Beastcatchas	Beastcatchas	88	wh2_main_rogue_armies	wh_main_emp_empire	False	False	False	ui\flags\wh2_main_rogue_beastcatchas		ui\flags\wh2_main_rogue_beastcatchas	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_rogue_beastcatchas	0	0	0	0	False	False	88	88	You are attacking the Beastcatchas!	You are defending against the Beastcatchas!	FACTION_ASHIKAGA	0	0	0	500	wh_main_vo_culture_Orc	default	grn		False			False	WH_Greenskins	wh_main_vo_actor_Goblin_BigBoss	MIGRATORY_HORDE
wh2_main_rogue_bernhoffs_brigands	718930119	0	wh2_main_rogue_bernhoffs_brigands	playable	Bernhoff's Brigands	Bernhoff's Brigands	89	wh2_main_rogue_armies	wh_main_emp_empire	False	False	False	ui\flags\wh2_main_rogue_bernhoff		ui\flags\wh2_main_rogue_bernhoff	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_rogue_bernhoffs_brigands	0	0	0	0	False	False	89	89	You are attacking Bernhoff's Brigands!	You are defending against Bernhoff's Brigands!	FACTION_ASHIKAGA	0	0	0	500	wh_main_vo_culture_Empire	default	emp		False			False	WH_Empire	wh_main_vo_actor_Empire_General	MIGRATORY_HORDE
wh2_main_rogue_black_spider_tribe	182369672	0	wh2_main_rogue_black_spider_tribe	playable	Black Spider Tribe	Black Spider Tribe	88	wh2_main_rogue_armies	wh_main_emp_empire	False	False	False	ui\flags\wh2_main_rogue_black_spider		ui\flags\wh2_main_rogue_black_spider	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_rogue_black_spider_tribe	0	0	0	0	False	False	88	88	You are attacking the Black Spider Tribe!	You are defending against the Black Spider Tribe!	FACTION_ASHIKAGA	0	0	0	500	wh_main_vo_culture_Orc	default	grn		False			False	WH_Greenskins	wh_main_vo_actor_Goblin_BigBoss	MIGRATORY_HORDE
wh2_main_rogue_boneclubbers_tribe	579358959	0	wh2_main_rogue_boneclubbers_tribe	playable	Boneclubbers Tribe	Boneclubbers Tribe	88	wh2_main_rogue_armies	wh_main_emp_empire	False	False	False	ui\flags\wh2_main_rogue_bone_clubbers		ui\flags\wh2_main_rogue_bone_clubbers	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_rogue_boneclubbers_tribe	0	0	0	0	False	False	88	88	You are attacking the Boneclubbers Tribe!	You are defending against the Boneclubbers Tribe!	FACTION_ASHIKAGA	0	0	0	500	wh_main_vo_culture_Orc	default	grn		False			False	WH_Greenskins	wh_main_vo_actor_Goblin_BigBoss	MIGRATORY_HORDE
wh2_main_rogue_celestial_storm	2066616856	0	wh2_main_rogue_celestial_storm	playable	Celestial Storm	Celestial Storm	117	wh2_main_rogue_armies	wh_main_emp_empire	False	False	False	ui\flags\wh2_main_rogue_celestial_storm		ui\flags\wh2_main_rogue_celestial_storm	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_rogue_celestial_storm	0	0	0	0	False	False	117	117	You are attacking the Celestial Storm!	You are defending against the Celestial Storm!	FACTION_ASHIKAGA	0	0	0	500	wh2_main_vo_culture_Lizardmen	default	chs		False			False	WH_Lizardmen	wh2_main_vo_actor_Lizardmen_Saurus_Scar_Veteran	MIGRATORY_HORDE
wh2_main_rogue_college_of_pyrotechnics	523283841	0	wh2_main_rogue_college_of_pyrotechnics	playable	College of Pyrotechnics	College of Pyrotechnics	214	wh2_main_rogue_armies	wh_main_emp_empire	False	False	False	ui\flags\wh2_main_rogue_pyrotechnics		ui\flags\wh2_main_rogue_pyrotechnics	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_rogue_college_of_pyrotechnics	0	0	0	0	False	False	214	214	You are attacking the College of Pyrotechnics!	You are defending against the College of Pyrotechnics!	FACTION_ASHIKAGA	0	0	0	500	wh_main_vo_culture_Empire	default	emp		False			False	WH_Empire	wh_main_vo_actor_Empire_General	MIGRATORY_HORDE
wh2_main_rogue_def_chs_vashnaar	2041771579	0	wh2_main_rogue_vashnaar	playable	Vashnaar's Conquest	Vashnaar's Conquest	153	wh2_main_rogue_armies	wh_main_emp_empire	False	False	False	ui\flags\wh2_main_rogue_vashnaar		ui\flags\wh2_main_rogue_vashnaar	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_rogue_vashnaars_conquest	0	0	0	0	False	False	153	153	You are attacking Vashnaar's Conquest!	You are defending against Vashnaar's Conquest	FACTION_ASHIKAGA	0	0	0	500	wh2_main_vo_culture_Dark_Elves	default	def		False			False	WH_Dark_Elves	wh2_main_vo_actor_Dark_Elves_Dreadlord	MIGRATORY_HORDE
wh2_main_rogue_def_mengils_manflayers	2041771665	0	wh2_main_rogue_mengils_manflayers	playable	Mengil's Manflayers	Mengil's Manflayers	153	wh2_main_rogue_armies	wh_main_emp_empire	False	False	False	ui\flags\wh2_main_rogue_mengil_manhide		ui\flags\wh2_main_rogue_mengil_manhide	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_rogue_mengils_manflayers	0	0	0	0	False	False	153	153	You are attacking Mengil's Manflayers!	You are defending against Mengil's Manflayers!	FACTION_ASHIKAGA	0	0	0	500	wh2_main_vo_culture_Dark_Elves	default	def		False			False	WH_Dark_Elves	wh2_main_vo_actor_Dark_Elves_Dreadlord	MIGRATORY_HORDE
wh2_main_rogue_doomseekers	691468406	0	wh2_main_rogue_doomseekers	playable	Doomseekers	Doomseekers	106	wh2_main_rogue_armies	wh_main_emp_empire	False	False	False	ui\flags\wh2_main_rogue_doomseekers		ui\flags\wh2_main_rogue_doomseekers	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_rogue_doomseekers	0	0	0	0	False	False	106	106	You are attacking the Doomseekers!	You are defending against the Doomseekers!	FACTION_ASHIKAGA	0	0	0	500	wh_main_vo_culture_Dwarf	default	dwf		False			False	WH_Dwarfs	wh_main_vo_actor_Dwarf_Lord	MIGRATORY_HORDE
wh2_main_rogue_gerhardts_mercenaries	741208976	0	wh2_main_rogue_gerhardts_mercenaries	playable	Gerhardt's Mercenaries	Gerhardt's Mercenaries	89	wh2_main_rogue_armies	wh_main_emp_empire	False	False	False	ui\flags\wh2_main_rogue_gerhardt		ui\flags\wh2_main_rogue_gerhardt	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_rogue_gerhardts_mercenaries	0	0	0	0	False	False	89	89	You are attacking Gerhardts Mercenaries!	You are defending against Gerhardts Mercenaries!	FACTION_ASHIKAGA	0	0	0	500	wh_main_vo_culture_Empire	default	emp		False			False	WH_Empire	wh_main_vo_actor_Empire_General	MIGRATORY_HORDE
wh2_main_rogue_hef_tor_elithis	2041771642	0	wh2_main_rogue_tor_elithis	playable	Tor Elithis Refugees	Tor Elithis Refugees	137	wh2_main_rogue_armies	wh_main_emp_empire	False	False	False	ui\flags\wh2_main_rogue_tor_elesor		ui\flags\wh2_main_rogue_tor_elesor	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_rogue_tor_elithis	0	0	0	0	False	False	137	137	You are attacking Tor Elithis Refugees!	You are defending against Tor Elithis Refugees	FACTION_ASHIKAGA	0	0	0	500	wh2_main_vo_culture_High_Elves	default	hef		False			False	WH_High_Elves	wh2_main_vo_actor_High_Elves_Mage	MIGRATORY_HORDE
wh2_main_rogue_hung_warband	208576553	0	wh2_main_rogue_hung_warband	playable	Hung Warband	Hung Warband	198	wh2_main_rogue_armies	wh_main_emp_empire	False	False	False	ui\flags\wh2_main_rogue_hung_warband		ui\flags\wh2_main_rogue_hung_warband	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_rogue_hung_warband	0	0	0	0	False	False	98	98	You are attacking the Hung Warband!	You are defending against the Hung Warband!	FACTION_ASHIKAGA	0	0	0	500	wh_main_vo_culture_Chaos	default	chs		False			False	WH_Chaos	wh_main_vo_actor_Chaos_Lord	MIGRATORY_HORDE
wh2_main_rogue_jerrods_errantry	23654666	0	wh2_main_rogue_jerrods_errantry	playable	Jerrod's Errantry Army	Jerrod's Errantry Army	162	wh2_main_rogue_armies	wh_main_emp_empire	False	False	False	ui\flags\wh2_main_rogue_jerrod		ui\flags\wh2_main_rogue_jerrod	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_rogue_jerrods_errantry	0	0	0	0	False	False	162	162	You are attacking Jerrod's Errantry Army!	You are defending against Jerrod's Errantry Army!	FACTION_ASHIKAGA	0	0	0	500	wh_main_vo_culture_Bretonnian	default	brt		False			False	WH_Bretonnia	wh_main_vo_actor_Bretonnian_Lord	MIGRATORY_HORDE
wh2_main_rogue_mangy_houndz	852263751	0	wh2_main_rogue_mangy_houndz	playable	Mangy Houndz	Mangy Houndz	88	wh2_main_rogue_armies	wh_main_emp_empire	False	False	False	ui\flags\wh2_main_rogue_black_spider		ui\flags\wh2_main_rogue_black_spider	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_rogue_mangy_houndz	0	0	0	0	False	False	88	88	You are attacking the Mangy Houndz!	You are defending against the Mangy Houndz!	FACTION_ASHIKAGA	0	0	0	500	wh_main_vo_culture_Orc	default	grn		False			False	WH_Greenskins	wh_main_vo_actor_Goblin_BigBoss	MIGRATORY_HORDE
wh2_main_rogue_morrsliebs_howlers	60774459	0	wh2_main_rogue_morrsliebs_howlers	playable	Morrslieb's Howlers	Morrslieb's Howlers	124	wh2_main_rogue_armies	wh_main_emp_empire	False	False	False	ui\flags\wh2_main_rogue_morrslieb		ui\flags\wh2_main_rogue_morrslieb	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_rogue_morrsliebs_howlers	0	0	0	0	False	False	124	124	You are attacking Morrslieb's Howlers!	You are defending against Morrslieb's Howlers!	FACTION_ASHIKAGA	0	0	0	500	wh2_main_vo_culture_Skaven	default	skv		False			False	WH_Skaven	wh2_main_vo_actor_Skaven_Warlord	MIGRATORY_HORDE
wh2_main_rogue_pirates_of_the_far_sea	1049021081	0	wh2_main_rogue_pirates_of_the_far_sea	playable	Pirates of the Far Sea	Pirates of the Far Sea	214	wh2_main_rogue_armies	wh_main_emp_empire	False	False	False	ui\flags\wh2_main_rogue_pirates_trantio		ui\flags\wh2_main_rogue_pirates_trantio	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_rogue_pirates_of_the_far_sea	0	0	0	0	False	False	214	214	You are attacking the Pirates of the Far Sea!	You are defending against the Pirates of the Far Sea!	FACTION_ASHIKAGA	0	0	0	500	wh_main_vo_culture_Empire	default	emp		False			False	WH_Empire	wh_main_vo_actor_Empire_General	MIGRATORY_HORDE
wh2_main_rogue_pirates_of_the_southern_ocean	613765561	0	wh2_main_rogue_pirates_of_the_southern_ocean	playable	Pirates of the Southern Ocean	Pirates of the Southern Ocean	214	wh2_main_rogue_armies	wh_main_emp_empire	False	False	False	ui\flags\wh2_main_rogue_pirates_trantio		ui\flags\wh2_main_rogue_pirates_trantio	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_rogue_pirates_of_the_southern_ocean	0	0	0	0	False	False	214	214	You are attacking the Pirates of the Southern Ocean!	You are defending against the Pirates of the Southern Ocean!	FACTION_ASHIKAGA	0	0	0	500	wh_main_vo_culture_Empire	default	emp		False			False	WH_Empire	wh_main_vo_actor_Empire_General	MIGRATORY_HORDE
wh2_main_rogue_pirates_of_trantio	605075671	0	wh2_main_rogue_pirates_of_trantio	playable	Pirates of Trantio	Pirates of Trantio	214	wh2_main_rogue_armies	wh_main_emp_empire	False	False	False	ui\flags\wh2_main_rogue_pirates_trantio		ui\flags\wh2_main_rogue_pirates_trantio	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_rogue_pirates_of_trantio	0	0	0	0	False	False	89	89	You are attacking the Pirates of Trantio!	You are defending against the Pirates of Trantio!	FACTION_ASHIKAGA	0	0	0	500	wh_main_vo_culture_Empire	default	emp		False			False	WH_Empire	wh_main_vo_actor_Empire_General	MIGRATORY_HORDE
wh2_main_rogue_scions_of_tesseninck	410478285	0	wh2_main_rogue_scions_of_tesseninck	playable	Scions of Tesseninck	Scions of Tesseninck	89	wh2_main_rogue_armies	wh_main_emp_empire	False	False	False	ui\flags\wh2_main_rogue_pirates_trantio		ui\flags\wh2_main_rogue_pirates_trantio	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_rogue_scions_of_tesseninck	0	0	0	0	False	False	89	89	You are attacking the Scions of Tesseninck!	You are defending against the Scions of Tesseninck!	FACTION_ASHIKAGA	0	0	0	500	wh_main_vo_culture_Empire	default	emp		False			False	WH_Empire	wh_main_vo_actor_Empire_General	MIGRATORY_HORDE
wh2_main_rogue_scourge_of_aquitaine	186248464	0	wh2_main_rogue_scourge_of_aquitaine	playable	The Scourge of Aquitaine	The Scourge of Aquitaine	162	wh2_main_rogue_armies	wh_main_emp_empire	False	False	False	ui\flags\wh2_main_rogue_scourge_of_aq		ui\flags\wh2_main_rogue_scourge_of_aq	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_rogue_scourge_of_aquitaine	0	0	0	0	False	False	162	162	You are attacking the Scourge of Aquitaine!	You are defending against the Scourge of Aquitaine!	FACTION_ASHIKAGA	0	0	0	500	wh_main_vo_culture_Vampire	default	vmp		False			False	WH_Vampire_Counts	wh_main_vo_actor_Vampire_Lord	MIGRATORY_HORDE
wh2_main_rogue_stuff_snatchers	2016878518	0	wh2_main_rogue_stuff_snatchers	playable	Stuff-Snatchers	Stuff-Snatchers	88	wh2_main_rogue_armies	wh_main_emp_empire	False	False	False	ui\flags\wh2_main_rogue_stuff_snatchers		ui\flags\wh2_main_rogue_stuff_snatchers	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_rogue_stuff_snatchers	0	0	0	0	False	False	88	88	You are attacking the Stuff-Snatchers!	You are defending against the Stuff-Snatchers!	FACTION_ASHIKAGA	0	0	0	500	wh_main_vo_culture_Orc	default	grn		False			False	WH_Greenskins	wh_main_vo_actor_Goblin_BigBoss	MIGRATORY_HORDE
wh2_main_rogue_teef_snatchaz	1881418641	0	wh2_main_rogue_teef_snatchaz	playable	Teef Snatchaz	Teef Snatchaz	88	wh2_main_rogue_armies	wh_main_emp_empire	False	False	False	ui\flags\wh2_main_rogue_troll_skullz		ui\flags\wh2_main_rogue_troll_skullz	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_rogue_teef_snatchaz	0	0	0	0	False	False	88	88	You are attacking the Teef Snatchaz!	You are defending against the Teef Snatchaz!	FACTION_ASHIKAGA	0	0	0	500	wh_main_vo_culture_Orc	default	grn		False			False	WH_Greenskins	wh_main_vo_actor_Goblin_BigBoss	MIGRATORY_HORDE
wh2_main_rogue_the_wandering_dead	1906790695	0	wh2_main_rogue_the_wandering_dead	playable	The Wandering Dead	The Wandering Dead	172	wh2_main_rogue_armies	wh_main_emp_empire	False	False	False	ui\flags\wh2_main_rogue_mourkain		ui\flags\wh2_main_rogue_mourkain	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_rogue_the_wandering_dead	0	0	0	0	False	False	172	172	You are attacking The Wandering Dead!	You are defending against The Wandering Dead!	FACTION_ASHIKAGA	0	0	0	500	wh_main_vo_culture_Vampire	default	vmp		False			False	WH_Vampire_Counts	wh_dlc04_vo_actor_Vampire_dlc04_Strigoi_Ghoul_King	MIGRATORY_HORDE
wh2_main_rogue_troll_skullz	119657396	0	wh2_main_rogue_troll_skullz	playable	Troll-Skullz	Troll-Skullz	88	wh2_main_rogue_armies	wh_main_emp_empire	False	False	False	ui\flags\wh2_main_rogue_troll_skullz		ui\flags\wh2_main_rogue_troll_skullz	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_rogue_troll_skullz	0	0	0	0	False	False	88	88	You are attacking the Troll-Skullz!	You are defending against the Troll-Skullz!	FACTION_ASHIKAGA	0	0	0	500	wh_main_vo_culture_Orc	default	grn		False			False	WH_Greenskins	wh_main_vo_actor_Orc_Warboss	MIGRATORY_HORDE
wh2_main_rogue_vauls_expedition	623413429	0	wh2_main_rogue_vauls_expedition	playable	Vaul's Expedition	Vaul's Expedition	137	wh2_main_rogue_armies	wh_main_emp_empire	False	False	False	ui\flags\wh2_main_rogue_tor_elesor		ui\flags\wh2_main_rogue_tor_elesor	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_rogue_vauls_expedition	0	0	0	0	False	False	137	137	You are attacking Vaul's Expedition!	You are defending against Vaul's Expedition!	FACTION_ASHIKAGA	0	0	0	500	wh2_main_vo_culture_High_Elves	default	hef		False			False	WH_High_Elves	wh2_main_vo_actor_High_Elves_Mage	MIGRATORY_HORDE
wh2_main_rogue_vmp_heirs_of_mourkain	2041771648	0	wh2_main_rogue_heirs_of_mourkain	playable	Heirs of Mourkain	Heirs of Mourkain	172	wh2_main_rogue_armies	wh_main_emp_empire	False	False	False	ui\flags\wh2_main_rogue_mourkain		ui\flags\wh2_main_rogue_mourkain	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_rogue_heirs_of_mourkain	0	0	0	0	False	False	172	172	You are attacking the Heirs of Mourkain!	You are defending against the Heirs of Mourkain!	FACTION_ASHIKAGA	0	0	0	500	wh_main_vo_culture_Vampire	default	vmp		False			False	WH_Vampire_Counts	wh_dlc04_vo_actor_Vampire_dlc04_Strigoi_Ghoul_King	MIGRATORY_HORDE
wh2_main_rogue_wef_hunters_of_kurnous	2041771655	0	wh2_main_rogue_hunters_of_kurnous	playable	Hunters of Kurnous	Hunters of Kurnous	143	wh2_main_rogue_armies	wh_main_emp_empire	False	False	False	ui\flags\wh2_main_rogue_kournos		ui\flags\wh2_main_rogue_kournos	128	0	0	0	0	0	217	217	217	0	0	0	0	0	0	0	0	0	wh2_main_rogue_hunters_of_kurnous	0	0	0	0	False	False	143	143	You are attacking the Hunters of Kurnous!	You are defending against the Hunters of Kurnous!	FACTION_ODA	0	0	0	500	wh_dlc05_vo_culture_Wood_Elves	default	wef		False			False	WH_Wood_Elves	wh_dlc05_vo_actor_Wood_Elves_Male_Glade_Lord	MIGRATORY_HORDE
wh2_main_rogue_worldroot_rangers	193146631	0	wh2_main_rogue_worldroot_rangers	playable	Worldroot Rangers	Worldroot Rangers	143	wh2_main_rogue_armies	wh_main_emp_empire	False	False	False	ui\flags\wh2_main_rogue_wrath_of_nature		ui\flags\wh2_main_rogue_wrath_of_nature	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_rogue_worldroot_rangers	0	0	0	0	False	False	143	143	You are attacking the Worldroot Rangers!	You are defending against the Worldroot Rangers!	FACTION_ASHIKAGA	0	0	0	500	wh_dlc05_vo_culture_Wood_Elves	default	wef		False			False	WH_Wood_Elves	wh_dlc05_vo_actor_Wood_Elves_Male_Glade_Lord	MIGRATORY_HORDE
wh2_main_rogue_wrath_of_nature	1032296935	0	wh2_main_rogue_wrath_of_nature	playable	Wrath of Nature	Wrath of Nature	143	wh2_main_rogue_armies	wh_main_emp_empire	False	False	False	ui\flags\wh2_main_rogue_wrath_of_nature		ui\flags\wh2_main_rogue_wrath_of_nature	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_rogue_wrath_of_nature	0	0	0	0	False	False	143	143	You are attacking the Wrath of Nature!	You are defending against the Wrath of Nature!	FACTION_ASHIKAGA	0	0	0	500	wh_dlc05_vo_culture_Wood_Elves	default	wef		False			False	WH_Wood_Elves	wh_dlc05_vo_actor_Wood_Elves_Male_Glade_Lord	MIGRATORY_HORDE
wh2_main_skv_clan_eshin	2041771387	0	wh2_main_sc_skv_skaven	playable	Clan Eshin	Clan Eshin	124	wh2_main_skv_skaven	wh2_main_skaven	False	False	False	ui\flags\wh2_main_skv_clan_eshin		ui\flags\wh2_main_skv_clan_eshin	25	32	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_skv	0	0	0	0	False	False	124	124	You are attacking Clan Eshin!	You are defending against Clan Eshin!	FACTION_ODA	0	0	0	500	wh2_main_vo_culture_Skaven	default	skv		False			False	WH_Skaven	wh2_main_vo_actor_Skaven_Warlord	RITUAL_STANDARD
wh2_main_skv_clan_gnaw	2041771402	0	wh2_main_sc_skv_skaven	playable	Clan Gnaw	Clan Gnaw	124	wh2_main_skv_skaven	wh2_main_skaven	False	False	False	ui\flags\wh2_main_skv_clan_gnaw		ui\flags\wh2_main_skv_clan_gnaw	160	76	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_skv	0	0	0	0	False	False	124	124	You are attacking Clan Gnaw!	You are defending against Clan Gnaw!	FACTION_ODA	0	0	0	500	wh2_main_vo_culture_Skaven	default	skv		False			False	WH_Skaven	wh2_main_vo_actor_Skaven_Warlord	RITUAL_STANDARD
wh2_main_skv_clan_mordkin	2119550755	0	wh2_main_sc_skv_skaven	playable	Clan Mordkin	Clan Mordkin	124	wh2_main_skv_skaven	wh2_main_skaven	False	False	False	ui\flags\wh2_main_skv_clan_mordkin		ui\flags\wh2_main_skv_clan_mordkin	152	57	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wh2_main_skv	0	0	0	0	False	False	124	124	You are attacking Clan Mordkin!	You are defending against Clan Mordkin!	FACTION_ODA	0	0	0	500	wh2_main_vo_culture_Skaven	default	skv		False			False	WH_Skaven	wh2_main_vo_actor_Skaven_Warlord	RITUAL_STANDARD
