cai_construction_system_building_values_tables
0
unknown	unknown2	building_or_building_range_start_inclusive	building_range_end_inclusive	building_super_chain	cai_construction_system_category	cai_construction_system_category_group	unknown8	culture	unknown10	unknown11	unknown12	unknown13	unknown14	unknown15	unknown16	unknown17	unknown18	unknown19	unknown20	unknown21	unknown22	unknown23	unknown24	unknown25	unknown26	score_end_inclusive	score_or_score_start_inclusive	unknown29
		wh2_main_lzd_order_1	wh2_main_lzd_order_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	180	60	
		wh2_main_lzd_outpostnorsca_major_1_coast	wh2_main_lzd_outpostnorsca_major_5_coast			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh2_main_lzd_outpostnorsca_major_1_coast	wh2_main_lzd_outpostnorsca_major_5_coast			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh2_main_lzd_outpostnorsca_major_1	wh2_main_lzd_outpostnorsca_major_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh2_main_lzd_outpostnorsca_major_1	wh2_main_lzd_outpostnorsca_major_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh2_main_lzd_outpostnorsca_minor_1_coast	wh2_main_lzd_outpostnorsca_minor_3_coast			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh2_main_lzd_outpostnorsca_minor_1_coast	wh2_main_lzd_outpostnorsca_minor_3_coast			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh2_main_lzd_outpostnorsca_minor_1	wh2_main_lzd_outpostnorsca_minor_3			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh2_main_lzd_outpostnorsca_minor_1	wh2_main_lzd_outpostnorsca_minor_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh2_main_lzd_port_1	wh2_main_lzd_port_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	60	
		wh2_main_lzd_resource_animals_1	wh2_main_lzd_resource_animals_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	90	
		wh2_main_lzd_resource_dyes_1	wh2_main_lzd_resource_dyes_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	90	
		wh2_main_lzd_resource_furs_1	wh2_main_lzd_resource_furs_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	270	120	
		wh2_main_lzd_resource_gems_1	wh2_main_lzd_resource_gems_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	240	
		wh2_main_lzd_resource_gold_1	wh2_main_lzd_resource_gold_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	240	
		wh2_main_lzd_resource_iron_1	wh2_main_lzd_resource_iron_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	90	
		wh2_main_lzd_resource_marble_1	wh2_main_lzd_resource_marble_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	90	
		wh2_main_lzd_resource_medicine_1	wh2_main_lzd_resource_medicine_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	90	
		wh2_main_lzd_resource_obsidian_1	wh2_main_lzd_resource_obsidian_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	90	
		wh2_main_lzd_resource_pasture_1	wh2_main_lzd_resource_pasture_3			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	180	
		wh2_main_lzd_resource_pottery_1	wh2_main_lzd_resource_pottery_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	90	
		wh2_main_lzd_resource_salt_1	wh2_main_lzd_resource_salt_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	90	
		wh2_main_lzd_resource_spices_1	wh2_main_lzd_resource_spices_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	90	
		wh2_main_lzd_resource_wine_1	wh2_main_lzd_resource_wine_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	90	
		wh2_main_lzd_resource_wood_1	wh2_main_lzd_resource_wood_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	90	
		wh2_main_lzd_saurus_1	wh2_main_lzd_saurus_3			cai_military_group				-1	-1	0	0	0	0	0	0	0	0	200	190	200	190	0	0	240	90	
		wh2_main_lzd_scrying_1	wh2_main_lzd_scrying_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	140	140	
		wh2_main_lzd_settlement_major_1_coast	wh2_main_lzd_settlement_major_5_coast			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh2_main_lzd_settlement_major_1_coast	wh2_main_lzd_settlement_major_5_coast			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh2_main_lzd_settlement_major_1	wh2_main_lzd_settlement_major_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh2_main_lzd_settlement_major_1	wh2_main_lzd_settlement_major_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh2_main_lzd_settlement_minor_1_coast	wh2_main_lzd_settlement_minor_3_coast			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh2_main_lzd_settlement_minor_1_coast	wh2_main_lzd_settlement_minor_3_coast			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh2_main_lzd_settlement_minor_1	wh2_main_lzd_settlement_minor_3			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh2_main_lzd_settlement_minor_1	wh2_main_lzd_settlement_minor_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh2_main_lzd_skinks_1	wh2_main_lzd_skinks_3			cai_military_group				-1	-1	0	0	0	0	0	0	0	0	200	190	200	190	0	0	180	60	
		wh2_main_lzd_slann_1	wh2_main_lzd_slann_1			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	80	80	
		wh2_main_lzd_slann_1	wh2_main_lzd_slann_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	260	260	
		wh2_main_lzd_smith_1	wh2_main_lzd_smith_1			cai_military_group				-1	-1	0	0	0	0	0	0	0	0	190	190	190	190	0	0	180	180	
		wh2_main_lzd_terradons_1	wh2_main_lzd_terradons_1			cai_military_group				0	0	60	60	60	60	0	0	0	0	250	250	250	250	0	0	240	240	
		wh2_main_lzd_worship_oldones_1	wh2_main_lzd_worship_oldones_3			cai_support_group				0	0	60	60	60	60	0	0	-1	-1	0	0	0	0	0	0	400	280	
		wh2_main_lzd_worship_sotek_1	wh2_main_lzd_worship_sotek_3			cai_support_group				0	0	60	60	60	60	0	0	-1	-1	0	0	0	0	0	0	360	240	
		wh2_main_ritual_def_1	wh2_main_ritual_def_2			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	600	500	
		wh2_main_ritual_hef_1	wh2_main_ritual_hef_2			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	600	500	
		wh2_main_ritual_lzd_1	wh2_main_ritual_lzd_2			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	600	500	
		wh2_main_ritual_skv_1	wh2_main_ritual_skv_2			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	250	
		wh2_main_ritual_skv_1	wh2_main_ritual_skv_2			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	250	
		wh2_main_rogue_outpostnorsca_major_1	wh2_main_rogue_outpostnorsca_major_3			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	35	25	
		wh2_main_rogue_outpostnorsca_major_1	wh2_main_rogue_outpostnorsca_major_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	35	25	
		wh2_main_rogue_outpostnorsca_major_coast_1	wh2_main_rogue_outpostnorsca_major_coast_3			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	35	25	
		wh2_main_rogue_outpostnorsca_major_coast_1	wh2_main_rogue_outpostnorsca_major_coast_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	35	25	
		wh2_main_rogue_outpostnorsca_minor_1	wh2_main_rogue_outpostnorsca_minor_3			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	35	25	
		wh2_main_rogue_outpostnorsca_minor_1	wh2_main_rogue_outpostnorsca_minor_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	35	25	
		wh2_main_rogue_outpostnorsca_minor_coast_1	wh2_main_rogue_outpostnorsca_minor_coast_3			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	35	25	
		wh2_main_rogue_outpostnorsca_minor_coast_1	wh2_main_rogue_outpostnorsca_minor_coast_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	35	25	
		wh2_main_rogue_port_1	wh2_main_rogue_port_2			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	180	60	
		wh2_main_rogue_settlement_major_1	wh2_main_rogue_settlement_major_3			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh2_main_rogue_settlement_major_coast_1	wh2_main_rogue_settlement_major_coast_3			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh2_main_rogue_settlement_minor_1	wh2_main_rogue_settlement_minor_3			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh2_main_rogue_settlement_minor_coast_1	wh2_main_rogue_settlement_minor_coast_3			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh2_main_skv_assassins_1	wh2_main_skv_assassins_3			cai_military_group				-1	-1	0	0	0	0	0	0	0	0	190	190	190	190	0	0	180	120	
		wh2_main_skv_clanrats_1	wh2_main_skv_clanrats_3			cai_military_group				-1	-1	0	0	0	0	0	0	0	0	240	230	240	230	0	0	220	90	
		wh2_main_skv_defence_major_1	wh2_main_skv_defence_major_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	0	0	50	0	50	0	0	400	200	
		wh2_main_skv_defence_minor_1	wh2_main_skv_defence_minor_2			cai_support_group				-1	-1	0	0	0	0	0	0	-1	0	0	50	0	50	0	0	210	150	
		wh2_main_skv_energy_1	wh2_main_skv_energy_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	120	
		wh2_main_skv_energy_1	wh2_main_skv_energy_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	120	
		wh2_main_skv_engineers_1	wh2_main_skv_engineers_3			cai_military_group				-1	-1	0	0	0	0	0	0	0	0	200	160	150	120	50	40	225	180	
		wh2_main_skv_farm_1	wh2_main_skv_farm_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	180	60	
		wh2_main_skv_monsters_1	wh2_main_skv_monsters_2			cai_military_group				-1	-1	0	0	0	0	0	0	0	0	160	120	120	90	40	30	240	180	
		wh2_main_skv_order_1	wh2_main_skv_temple_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	120	
		wh2_main_skv_outpostnorsca_major_1_coast	wh2_main_skv_outpostnorsca_major_5_coast			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh2_main_skv_outpostnorsca_major_1_coast	wh2_main_skv_outpostnorsca_major_5_coast			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh2_main_skv_outpostnorsca_major_1	wh2_main_skv_outpostnorsca_major_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh2_main_skv_outpostnorsca_major_1	wh2_main_skv_outpostnorsca_major_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh2_main_skv_outpostnorsca_minor_1_coast	wh2_main_skv_outpostnorsca_minor_3_coast			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh2_main_skv_outpostnorsca_minor_1_coast	wh2_main_skv_outpostnorsca_minor_3_coast			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh2_main_skv_outpostnorsca_minor_1	wh2_main_skv_outpostnorsca_minor_3			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh2_main_skv_outpostnorsca_minor_1	wh2_main_skv_outpostnorsca_minor_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	25	
		wh2_main_skv_plagues_1	wh2_main_skv_plagues_3			cai_military_group				-1	-1	0	0	0	0	0	0	0	0	310	310	310	310	0	0	300	180	
		wh2_main_skv_port_1	wh2_main_skv_port_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	60	
		wh2_main_skv_resource_animals_1	wh2_main_skv_resource_animals_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	90	
		wh2_main_skv_resource_dyes_1	wh2_main_skv_resource_dyes_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	90	
		wh2_main_skv_resource_furs_1	wh2_main_skv_resource_furs_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	270	120	
		wh2_main_skv_resource_gems_1	wh2_main_skv_resource_gems_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	240	
		wh2_main_skv_resource_gold_1	wh2_main_skv_resource_gold_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	240	
		wh2_main_skv_resource_iron_1	wh2_main_skv_resource_iron_3			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	180	90	
		wh2_main_skv_resource_marble_1	wh2_main_skv_resource_marble_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	90	
		wh2_main_skv_resource_medicine_1	wh2_main_skv_resource_medicine_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	90	
		wh2_main_skv_resource_obsidian_1	wh2_main_skv_resource_obsidian_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	90	
		wh2_main_skv_resource_pasture_1	wh2_main_skv_resource_pasture_3			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	180	
		wh2_main_skv_resource_pottery_1	wh2_main_skv_resource_pottery_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	90	
		wh2_main_skv_resource_salt_1	wh2_main_skv_resource_salt_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	90	
		wh2_main_skv_resource_spices_1	wh2_main_skv_resource_spices_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	90	
		wh2_main_skv_resource_wine_1	wh2_main_skv_resource_wine_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	90	
		wh2_main_skv_resource_wood_1	wh2_main_skv_resource_wood_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	90	
		wh2_main_skv_salvage_1	wh2_main_skv_salvage_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	180	120	
		wh2_main_skv_settlement_major_1_coast	wh2_main_skv_settlement_major_5_coast			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh2_main_skv_settlement_major_1_coast	wh2_main_skv_settlement_major_5_coast			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh2_main_skv_settlement_major_1	wh2_main_skv_settlement_major_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh2_main_skv_settlement_major_1	wh2_main_skv_settlement_major_5			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh2_main_skv_settlement_minor_1_coast	wh2_main_skv_settlement_minor_3_coast			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh2_main_skv_settlement_minor_1_coast	wh2_main_skv_settlement_minor_3_coast			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh2_main_skv_settlement_minor_1	wh2_main_skv_settlement_minor_3			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh2_main_skv_settlement_minor_1	wh2_main_skv_settlement_minor_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh2_main_skv_weaponteams_1	wh2_main_skv_weaponteams_1			cai_military_group				0	0	60	60	60	60	0	0	0	0	310	310	310	310	0	0	300	240	
		wh2_main_special_altar_of_ultimate_darkness_vmp	wh2_main_special_altar_of_ultimate_darkness_vmp			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	500	
		wh2_main_special_altar_of_ultimate_darkness	wh2_main_special_altar_of_ultimate_darkness			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	500	
		wh2_main_special_altdorf_castle_reikguard	wh2_main_special_altdorf_castle_reikguard			cai_military_group				0	0	500	500	500	500	0	0	-1	-1	0	0	0	0	0	0	500	500	
		wh2_main_special_altdorf_imperial_palace_brt	wh2_main_special_altdorf_imperial_palace_brt			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	360	
		wh2_main_special_altdorf_imperial_palace_vmp	wh2_main_special_altdorf_imperial_palace_vmp			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	360	
		wh2_main_special_altdorf_imperial_palace	wh2_main_special_altdorf_imperial_palace			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	360	
		wh2_main_special_anlec_citadel_def	wh2_main_special_anlec_citadel_def			cai_military_group				0	0	500	500	500	500	0	0	-1	-1	0	0	0	0	0	0	360	360	
		wh2_main_special_anlec_citadel_hef	wh2_main_special_anlec_citadel_hef			cai_military_group				0	0	500	500	500	500	0	0	-1	-1	0	0	0	0	0	0	360	360	
		wh2_main_special_axlotl_chameleon_shrine	wh2_main_special_axlotl_chameleon_shrine			cai_military_group				0	0	500	500	500	500	0	0	-1	-1	0	0	0	0	0	0	120	120	
		wh2_main_special_big_fort	wh2_main_special_big_fort			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	300	
		wh2_main_special_blood_keep	wh2_main_special_blood_keep			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	360	
		wh2_main_special_brewery	wh2_main_special_brewery			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	400	
		wh2_main_special_brewery	wh2_main_special_brewery			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	400	
		wh2_main_special_chamber_of_visions	wh2_main_special_chamber_of_visions			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	240	240	
		wh2_main_special_clar_karond_lairs_emp	wh2_main_special_clar_karond_lairs_emp			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	300	
		wh2_main_special_clar_karond_lairs_grn	wh2_main_special_clar_karond_lairs_grn			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	300	
		wh2_main_special_clar_karond_lairs_other	wh2_main_special_clar_karond_lairs_other			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	300	
		wh2_main_special_clar_karond_lairs_skv	wh2_main_special_clar_karond_lairs_skv			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	300	
		wh2_main_special_clar_karond_lairs_vmp	wh2_main_special_clar_karond_lairs_vmp			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	300	
		wh2_main_special_clar_karond_lairs	wh2_main_special_clar_karond_lairs			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	300	
		wh2_main_special_corrupted_spawning_pool_1	wh2_main_special_corrupted_spawning_pool_1			cai_military_group				0	0	500	500	500	500	0	0	-1	-1	0	0	0	0	0	0	500	500	
		wh2_main_special_cothique_palace_1	wh2_main_special_cothique_palace_1			cai_support_group				0	0	500	500	500	500	0	0	-1	-1	0	0	0	0	0	0	500	500	
		wh2_main_special_def_vauls_anvil_hef	wh2_main_special_def_vauls_anvil_hef			cai_support_group				0	0	500	500	500	500	0	0	-1	-1	0	0	0	0	0	0	500	500	
		wh2_main_special_def_vauls_anvil	wh2_main_special_def_vauls_anvil			cai_support_group				0	0	500	500	500	500	0	0	-1	-1	0	0	0	0	0	0	500	500	
		wh2_main_special_dorks_rock	wh2_main_special_dorks_rock			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	300	
		wh2_main_special_drakenhof_court	wh2_main_special_drakenhof_court			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	360	360	
		wh2_main_special_eight_peaks_skv_1	wh2_main_special_eight_peaks_skv_3			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	200	
		wh2_main_special_ellyrian_stables	wh2_main_special_ellyrian_stables			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	300	
		wh2_main_special_everqueen_court_wef	wh2_main_special_everqueen_court_wef			cai_military_group				0	0	500	500	500	500	0	0	-1	-1	0	0	0	0	0	0	800	800	
		wh2_main_special_everqueen_court	wh2_main_special_everqueen_court			cai_military_group				0	0	500	500	500	500	0	0	-1	-1	0	0	0	0	0	0	360	360	
		wh2_main_special_fallen_gates_1	wh2_main_special_fallen_gates_1			cai_support_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	200	
		wh2_main_special_fortress_gate_eagle_chaos_1	wh2_main_special_fortress_gate_eagle_chaos_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100	
		wh2_main_special_fortress_gate_eagle_hef_1	wh2_main_special_fortress_gate_eagle_hef_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100	
		wh2_main_special_fortress_gate_eagle_skaven_1	wh2_main_special_fortress_gate_eagle_skaven_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100	
		wh2_main_special_fortress_gate_eagle_untainted_1	wh2_main_special_fortress_gate_eagle_untainted_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100	
		wh2_main_special_fortress_gate_eagle_vmp_1	wh2_main_special_fortress_gate_eagle_vmp_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100	
		wh2_main_special_fortress_gate_griffon_chaos_1	wh2_main_special_fortress_gate_griffon_chaos_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100	
		wh2_main_special_fortress_gate_griffon_hef_1	wh2_main_special_fortress_gate_griffon_hef_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100	
		wh2_main_special_fortress_gate_griffon_skaven_1	wh2_main_special_fortress_gate_griffon_skaven_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100	
		wh2_main_special_fortress_gate_griffon_untainted_1	wh2_main_special_fortress_gate_griffon_untainted_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100	
		wh2_main_special_fortress_gate_griffon_vmp_1	wh2_main_special_fortress_gate_griffon_vmp_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100	
		wh2_main_special_fortress_gate_phoenix_chaos_1	wh2_main_special_fortress_gate_phoenix_chaos_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100	
		wh2_main_special_fortress_gate_phoenix_hef_1	wh2_main_special_fortress_gate_phoenix_hef_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100	
		wh2_main_special_fortress_gate_phoenix_skaven_1	wh2_main_special_fortress_gate_phoenix_skaven_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100	
		wh2_main_special_fortress_gate_phoenix_untainted_1	wh2_main_special_fortress_gate_phoenix_untainted_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100	
		wh2_main_special_fortress_gate_phoenix_vmp_1	wh2_main_special_fortress_gate_phoenix_vmp_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100	
		wh2_main_special_fortress_gate_unicorn_chaos_1	wh2_main_special_fortress_gate_unicorn_chaos_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100	
		wh2_main_special_fortress_gate_unicorn_hef_1	wh2_main_special_fortress_gate_unicorn_hef_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100	
		wh2_main_special_fortress_gate_unicorn_skaven_1	wh2_main_special_fortress_gate_unicorn_skaven_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100	
		wh2_main_special_fortress_gate_unicorn_untainted_1	wh2_main_special_fortress_gate_unicorn_untainted_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100	
		wh2_main_special_fortress_gate_unicorn_vmp_1	wh2_main_special_fortress_gate_unicorn_vmp_5			cai_military_group				-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100	
