event_feed_message_events_tables
3
event	flavour_text	group	image	secondary_detail	target	layout	layout_data	sound_event	context_located	unknown10
agent_action_vs_army	wh_event_feed_string_all_null	wh_event_feed_agent_action_all_hinder_character_vampire_counts	vmp/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	event_feed_target_agent_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent	
agent_action_vs_army	wh_event_feed_string_all_null	wh_event_feed_agent_action_all_success_critical_hinder_character_chaos	chs/army_morale_up	wh_event_feed_string_agent_action_assassinate_critical_success	event_feed_target_agent_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent	
agent_action_vs_army	wh_event_feed_string_all_null	wh_event_feed_agent_action_all_success_critical_hinder_character_dwarfs	dwf/army_morale_up	wh_event_feed_string_agent_action_assassinate_critical_success	event_feed_target_agent_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent	
agent_action_vs_army	wh_event_feed_string_all_null	wh_event_feed_agent_action_all_success_critical_hinder_character_empire	emp/army_morale_up	wh_event_feed_string_agent_action_assassinate_critical_success	event_feed_target_agent_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent	
agent_action_vs_army	wh_event_feed_string_all_null	wh_event_feed_agent_action_all_success_critical_hinder_character_greenskins	grn/army_morale_up	wh_event_feed_string_agent_action_assassinate_critical_success	event_feed_target_agent_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent	
agent_action_vs_army	wh_event_feed_string_all_null	wh_event_feed_agent_action_all_success_critical_hinder_character_vampire_counts	vmp/army_morale_up	wh_event_feed_string_agent_action_assassinate_critical_success	event_feed_target_agent_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent	
agent_action_vs_army	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_failure_critical_dark_elves	def/messenger	wh_event_feed_string_agent_action_army_critical_failure_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_failure_critical_high_elves	hef/messenger	wh_event_feed_string_agent_action_army_critical_failure_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_failure_critical_lizardmen	lzd/messenger	wh_event_feed_string_agent_action_army_critical_failure_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_failure_critical_skaven	skv/messenger	wh_event_feed_string_agent_action_army_critical_failure_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_failure_dark_elves	def/messenger	wh_event_feed_string_agent_action_army_failure_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_failure_high_elves	hef/messenger	wh_event_feed_string_agent_action_army_failure_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_failure_lizardmen	lzd/messenger	wh_event_feed_string_agent_action_army_failure_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_failure_skaven	skv/messenger	wh_event_feed_string_agent_action_army_failure_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_hinder_army_dark_elves	def/army_morale_down	wh_event_feed_string_agent_action_army_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_hinder_army_high_elves	hef/army_morale_down	wh_event_feed_string_agent_action_army_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_hinder_army_lizardmen	lzd/army_morale_down	wh_event_feed_string_agent_action_army_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_hinder_army_skaven	skv/army_morale_down	wh_event_feed_string_agent_action_army_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_hinder_character_dark_elves	def/funeral	wh_event_feed_string_agent_action_assassinate_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent	
agent_action_vs_army	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_hinder_character_high_elves	hef/funeral	wh_event_feed_string_agent_action_assassinate_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent	
agent_action_vs_army	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_hinder_character_lizardmen	lzd/funeral	wh_event_feed_string_agent_action_assassinate_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent	
agent_action_vs_army	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_hinder_character_skaven	skv/funeral	wh_event_feed_string_agent_action_assassinate_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent	
agent_action_vs_army	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_success_critical_hinder_character_dark_elves	def/funeral	wh_event_feed_string_agent_action_assassinate_critical_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target	
agent_action_vs_army	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_success_critical_hinder_character_high_elves	hef/funeral	wh_event_feed_string_agent_action_assassinate_critical_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target	
agent_action_vs_army	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_success_critical_hinder_character_lizardmen	lzd/funeral	wh_event_feed_string_agent_action_assassinate_critical_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target	
agent_action_vs_army	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_success_critical_hinder_character_skaven	skv/funeral	wh_event_feed_string_agent_action_assassinate_critical_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target	
agent_action_vs_army	wh_event_feed_string_all_null	wh_dlc03_feed_agent_action_all_failure_beastmen	bst/messenger	wh_event_feed_string_agent_action_army_failure_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh_dlc03_feed_agent_action_all_failure_critical_beastmen	bst/messenger	wh_event_feed_string_agent_action_army_critical_failure_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh_dlc03_feed_agent_action_all_hinder_army_beastmen	bst/army_morale_down	wh_event_feed_string_agent_action_army_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh_dlc03_feed_agent_action_all_hinder_character_beastmen	bst/funeral	wh_event_feed_string_agent_action_assassinate_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent	
agent_action_vs_army	wh_event_feed_string_all_null	wh_dlc03_feed_agent_action_all_success_critical_hinder_character_beastmen	bst/funeral	wh_event_feed_string_agent_action_assassinate_critical_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target	
agent_action_vs_army	wh_event_feed_string_all_null	wh_dlc05_event_feed_agent_action_all_failure_critical_wood_elves	wef/messenger	wh_event_feed_string_agent_action_army_critical_failure_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh_dlc05_event_feed_agent_action_all_failure_wood_elves	wef/messenger	wh_event_feed_string_agent_action_army_failure_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh_dlc05_event_feed_agent_action_all_hinder_army_wood_elves	wef/army_morale_down	wh_event_feed_string_agent_action_army_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh_dlc05_event_feed_agent_action_all_hinder_character_wood_elves	wef/funeral	wh_event_feed_string_agent_action_assassinate_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent	
agent_action_vs_army	wh_event_feed_string_all_null	wh_dlc05_event_feed_agent_action_all_success_critical_hinder_character_wood_elves	wef/funeral	wh_event_feed_string_agent_action_assassinate_critical_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target	
agent_action_vs_army	wh_event_feed_string_all_null	wh_dlc07_feed_agent_action_all_failure_bretonnia	brt/messenger	wh_event_feed_string_agent_action_army_failure_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh_dlc07_feed_agent_action_all_failure_critical_bretonnia	brt/messenger	wh_event_feed_string_agent_action_army_critical_failure_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh_dlc07_feed_agent_action_all_hinder_army_bretonnia	brt/army_morale_down	wh_event_feed_string_agent_action_army_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh_dlc07_feed_agent_action_all_hinder_character_bretonnia	brt/funeral	wh_event_feed_string_agent_action_assassinate_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent	
agent_action_vs_army	wh_event_feed_string_all_null	wh_dlc07_feed_agent_action_all_success_critical_hinder_character_bretonnia	brt/funeral	wh_event_feed_string_agent_action_assassinate_critical_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target	
agent_action_vs_army	wh_event_feed_string_all_null	wh_event_feed_agent_action_all_failure_chaos	chs/messenger	wh_event_feed_string_agent_action_army_failure_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh_event_feed_agent_action_all_failure_critical_chaos	chs/messenger	wh_event_feed_string_agent_action_army_critical_failure_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh_event_feed_agent_action_all_failure_critical_dwarfs	dwf/messenger	wh_event_feed_string_agent_action_army_critical_failure_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh_event_feed_agent_action_all_failure_critical_empire	emp/messenger	wh_event_feed_string_agent_action_army_critical_failure_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh_event_feed_agent_action_all_failure_critical_greenskins	grn/messenger	wh_event_feed_string_agent_action_army_critical_failure_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh_event_feed_agent_action_all_failure_critical_vampire_counts	vmp/messenger	wh_event_feed_string_agent_action_army_critical_failure_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh_event_feed_agent_action_all_failure_dwarfs	dwf/messenger	wh_event_feed_string_agent_action_army_failure_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh_event_feed_agent_action_all_failure_empire	emp/messenger	wh_event_feed_string_agent_action_army_failure_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh_event_feed_agent_action_all_failure_greenskins	grn/messenger	wh_event_feed_string_agent_action_army_failure_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh_event_feed_agent_action_all_failure_vampire_counts	vmp/messenger	wh_event_feed_string_agent_action_army_failure_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh_event_feed_agent_action_all_hinder_army_chaos	chs/army_morale_down	wh_event_feed_string_agent_action_army_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh_event_feed_agent_action_all_hinder_army_dwarfs	dwf/army_morale_down	wh_event_feed_string_agent_action_army_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh_event_feed_agent_action_all_hinder_army_empire	emp/army_morale_down	wh_event_feed_string_agent_action_army_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh_event_feed_agent_action_all_hinder_army_greenskins	grn/army_morale_down	wh_event_feed_string_agent_action_army_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh_event_feed_agent_action_all_hinder_army_vampire_counts	vmp/army_morale_down	wh_event_feed_string_agent_action_army_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target_general	
agent_action_vs_army	wh_event_feed_string_all_null	wh_event_feed_agent_action_all_hinder_character_chaos	chs/funeral	wh_event_feed_string_agent_action_assassinate_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent	
agent_action_vs_army	wh_event_feed_string_all_null	wh_event_feed_agent_action_all_hinder_character_dwarfs	dwf/funeral	wh_event_feed_string_agent_action_assassinate_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent	
agent_action_vs_army	wh_event_feed_string_all_null	wh_event_feed_agent_action_all_hinder_character_empire	emp/funeral	wh_event_feed_string_agent_action_assassinate_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent	
agent_action_vs_army	wh_event_feed_string_all_null	wh_event_feed_agent_action_all_hinder_character_greenskins	grn/funeral	wh_event_feed_string_agent_action_assassinate_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent	
agent_action_vs_army	wh_event_feed_string_all_null	wh_event_feed_agent_action_all_hinder_character_vampire_counts	vmp/funeral	wh_event_feed_string_agent_action_assassinate_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent	
agent_action_vs_army	wh_event_feed_string_all_null	wh_event_feed_agent_action_all_success_critical_hinder_character_chaos	chs/funeral	wh_event_feed_string_agent_action_assassinate_critical_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target	
agent_action_vs_army	wh_event_feed_string_all_null	wh_event_feed_agent_action_all_success_critical_hinder_character_dwarfs	dwf/funeral	wh_event_feed_string_agent_action_assassinate_critical_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target	
agent_action_vs_army	wh_event_feed_string_all_null	wh_event_feed_agent_action_all_success_critical_hinder_character_empire	emp/funeral	wh_event_feed_string_agent_action_assassinate_critical_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target	
agent_action_vs_army	wh_event_feed_string_all_null	wh_event_feed_agent_action_all_success_critical_hinder_character_greenskins	grn/funeral	wh_event_feed_string_agent_action_assassinate_critical_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target	
agent_action_vs_army	wh_event_feed_string_all_null	wh_event_feed_agent_action_all_success_critical_hinder_character_vampire_counts	vmp/funeral	wh_event_feed_string_agent_action_assassinate_critical_success_theirs	event_feed_target_target_faction	agent_targets_character	event_feed_layout_data_agent_targets_army	UI_CAM_POPUP_Message_Event_Negative	event_feed_location_target	
agent_action_vs_character	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_failure_critical_dark_elves	def/messenger	wh_event_feed_string_agent_action_assassinate_critical_failure	event_feed_target_agent_faction	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent	
agent_action_vs_character	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_failure_critical_high_elves	hef/messenger	wh_event_feed_string_agent_action_assassinate_critical_failure	event_feed_target_agent_faction	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent	
agent_action_vs_character	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_failure_critical_lizardmen	lzd/messenger	wh_event_feed_string_agent_action_assassinate_critical_failure	event_feed_target_agent_faction	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent	
agent_action_vs_character	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_failure_critical_skaven	skv/messenger	wh_event_feed_string_agent_action_assassinate_critical_failure	event_feed_target_agent_faction	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent	
agent_action_vs_character	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_failure_dark_elves	def/messenger	wh_event_feed_string_agent_action_assassinate_failure	event_feed_target_agent_faction	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent	
agent_action_vs_character	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_failure_high_elves	hef/messenger	wh_event_feed_string_agent_action_assassinate_failure	event_feed_target_agent_faction	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent	
agent_action_vs_character	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_failure_lizardmen	lzd/messenger	wh_event_feed_string_agent_action_assassinate_failure	event_feed_target_agent_faction	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent	
agent_action_vs_character	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_failure_skaven	skv/messenger	wh_event_feed_string_agent_action_assassinate_failure	event_feed_target_agent_faction	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent	
agent_action_vs_character	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_hinder_character_dark_elves	def/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	event_feed_target_agent_faction	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent	
agent_action_vs_character	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_hinder_character_high_elves	hef/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	event_feed_target_agent_faction	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent	
agent_action_vs_character	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_hinder_character_lizardmen	lzd/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	event_feed_target_agent_faction	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent	
agent_action_vs_character	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_hinder_character_skaven	skv/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	event_feed_target_agent_faction	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent	
agent_action_vs_character	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_success_critical_hinder_character_dark_elves	def/army_morale_up	wh_event_feed_string_agent_action_assassinate_critical_success	event_feed_target_agent_faction	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent	
agent_action_vs_character	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_success_critical_hinder_character_high_elves	hef/army_morale_up	wh_event_feed_string_agent_action_assassinate_critical_success	event_feed_target_agent_faction	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent	
agent_action_vs_character	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_success_critical_hinder_character_lizardmen	lzd/army_morale_up	wh_event_feed_string_agent_action_assassinate_critical_success	event_feed_target_agent_faction	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent	
agent_action_vs_character	wh_event_feed_string_all_null	wh2_main_event_feed_agent_action_all_success_critical_hinder_character_skaven	skv/army_morale_up	wh_event_feed_string_agent_action_assassinate_critical_success	event_feed_target_agent_faction	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent	
agent_action_vs_character	wh_event_feed_string_all_null	wh_dlc03_feed_agent_action_all_failure_beastmen	bst/messenger	wh_event_feed_string_agent_action_assassinate_failure	event_feed_target_agent_faction	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent	
agent_action_vs_character	wh_event_feed_string_all_null	wh_dlc03_feed_agent_action_all_failure_critical_beastmen	bst/messenger	wh_event_feed_string_agent_action_assassinate_critical_failure	event_feed_target_agent_faction	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent	
agent_action_vs_character	wh_event_feed_string_all_null	wh_dlc03_feed_agent_action_all_hinder_character_beastmen	bst/army_morale_up	wh_event_feed_string_agent_action_assassinate_success	event_feed_target_agent_faction	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Positive	event_feed_context_location_agent	
agent_action_vs_character	wh_event_feed_string_all_null	wh_dlc03_feed_agent_action_all_success_critical_hinder_character_beastmen	bst/messenger	wh_event_feed_string_agent_action_assassinate_critical_success	event_feed_target_agent_faction	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Positive	event_feed_location_target	
agent_action_vs_character	wh_event_feed_string_all_null	wh_dlc05_event_feed_agent_action_all_failure_critical_wood_elves	wef/messenger	wh_event_feed_string_agent_action_assassinate_critical_failure	event_feed_target_agent_faction	agent_targets_character	event_feed_layout_data_agent_targets_character	UI_CAM_POPUP_Message_Event_Negative	event_feed_context_location_agent	
