technology_nodes_tables
2
campaign_key	faction_key	indent	key	technology_key	technology_node_set	tier	research_points_required	cost_per_round	food_cost	unknown
		6	tech_grn_main_dat_fort_can_be_bigga	tech_grn_main_dat_fort_can_be_bigga	grn_mil	3	100	0	0	
		2	tech_grn_main_do_as_yur_told	tech_grn_main_do_as_yur_told	grn_mil	1	100	0	0	
		4	tech_grn_main_egstensiv_training_program	tech_grn_main_egstensiv_training_program	grn_mil	2	100	0	0	
		4	tech_grn_main_endlus_green_tide	tech_grn_main_endlus_green_tide	grn_mil	5	100	0	0	
		3	tech_grn_main_extra_big_wheelz	tech_grn_main_extra_big_wheelz	grn_mil	5	100	0	0	
		2	tech_grn_main_fight_in_da_pitz	tech_grn_main_fight_in_da_pitz	grn_mil	3	100	0	0	
		1	tech_grn_main_follow_da_biggest	tech_grn_main_follow_da_biggest	grn_mil	1	100	0	0	
		5	tech_grn_main_funguz_brew_supa_strong	tech_grn_main_funguz_brew_supa_strong	grn_mil	6	100	0	0	
		1	tech_grn_main_get_two_of_da_choppas	tech_grn_main_get_two_of_da_choppas	grn_mil	2	100	0	0	
		0	tech_grn_main_jump_n_thump	tech_grn_main_jump_n_thump	grn_mil	4	100	0	0	
		3	tech_grn_main_keep_goin_afta_dem	tech_grn_main_keep_goin_afta_dem	grn_mil	5	100	0	0	
		2	tech_grn_main_knock_dem_eadz	tech_grn_main_knock_dem_eadz	grn_mil	3	100	0	0	
		7	tech_grn_main_lets_fight_dem_dwarfs	tech_grn_main_lets_fight_dem_dwarfs	grn_mil	1	100	0	0	
		7	tech_grn_main_lets_fight_dem_hummies	tech_grn_main_lets_fight_dem_hummies	grn_mil	2	100	0	0	
		4	tech_grn_main_line_up_for_fun_thingz	tech_grn_main_line_up_for_fun_thingz	grn_mil	6	100	0	0	
		1	tech_grn_main_loot_dat_armor	tech_grn_main_loot_dat_armor	grn_mil	3	100	0	0	
		5	tech_grn_main_make_em_more_pointy	tech_grn_main_make_em_more_pointy	grn_mil	2	100	0	0	
		5	tech_grn_main_meat_for_da_spiderz	tech_grn_main_meat_for_da_spiderz	grn_mil	4	100	0	0	
		2	tech_grn_main_more_boys_more_fight	tech_grn_main_more_boys_more_fight	grn_mil	6	100	0	0	
		4	tech_grn_main_nikkit_all	tech_grn_main_nikkit_all	grn_mil	3	100	0	0	
		6	tech_grn_main_no_fightin_til_dis_finusht	tech_grn_main_no_fightin_til_dis_finusht	grn_mil	2	100	0	0	
		7	tech_grn_main_no_stuff_for_losahs	tech_grn_main_no_stuff_for_losahs	grn_mil	3	100	0	0	
		3	tech_grn_main_promis_of_plunder	tech_grn_main_promis_of_plunder	grn_mil	3	100	0	0	
		5	tech_grn_main_sacrifices_for_dat_big_thing	tech_grn_main_sacrifices_for_dat_big_thing	grn_mil	5	100	0	0	
		5	tech_grn_main_shoot_fasta	tech_grn_main_shoot_fasta	grn_mil	1	100	0	0	
		2	tech_grn_main_shrug_it_off	tech_grn_main_shrug_it_off	grn_mil	2	100	0	0	
		4	tech_grn_main_simpul_trainin_program	tech_grn_main_simpul_trainin_program	grn_mil	2	100	0	0	
		2	tech_grn_main_squigs	tech_grn_main_squigs	grn_test	1	1200	0	0	
		4	tech_grn_main_stikkem_up	tech_grn_main_stikkem_up	grn_mil	1	100	0	0	
		3	tech_grn_main_tis_not_komplikatud	tech_grn_main_tis_not_komplikatud	grn_mil	6	100	0	0	
		2	tech_grn_main_train_arder	tech_grn_main_train_arder	grn_mil	5	100	0	0	
		0	tech_grn_main_trololol	tech_grn_main_trololol	grn_mil	2	100	0	0	
		0	tech_grn_main_trolololol	tech_grn_main_trolololol	grn_mil	3	100	0	0	
		2	tech_grn_main_waaaagh_arder	tech_grn_main_waaaagh_arder	grn_mil	7	100	0	0	
		1	tech_grn_main_we_ar_da_best	tech_grn_main_we_ar_da_best	grn_mil	6	100	0	0	
		7	tech_grn_main_we_dun_like_dat	tech_grn_main_we_dun_like_dat	grn_mil	4	100	0	0	
		0	tech_grn_main_we_like_dem_skin_pictures	tech_grn_main_we_like_dem_skin_pictures	grn_mil	1	100	0	0	
		6	tech_grn_main_we_strong_join_uz	tech_grn_main_we_strong_join_uz	grn_mil	1	100	0	0	
		0	tech_grn_main_wer_gonna_fight	tech_grn_main_wer_gonna_fight	grn_mil	0	100	0	0	
		3	tech_grn_side_1_1_1	tech_grn_side_1_1_1	grn_test	0	800	0	0	
		5	tech_grn_side_1_1_2	tech_grn_side_1_1_2	grn_test	0	800	0	0	
		3	tech_grn_side_1_2_1	tech_grn_side_1_2_1	grn_test	1	800	0	0	
		5	tech_grn_side_1_2_2	tech_grn_side_1_2_2	grn_test	1	800	0	0	
		5	tech_grn_side_1_3_1	tech_grn_side_1_3_2	grn_test	2	800	0	0	
		3	tech_grn_side_1_4_1	tech_grn_side_1_3_1	grn_test	2	800	0	0	
		3	tech_grn_side_2_1_1	tech_grn_side_2_1_1	grn_test	4	1200	0	0	
		3	tech_grn_side_2_2_1	tech_grn_side_2_2_1	grn_test	5	1200	0	0	
		5	tech_grn_side_2_3_1	tech_grn_side_2_3_1	grn_test	5	1200	0	0	
		8	tech_grn_side_3_1_1	tech_grn_side_3_1_1	grn_test	4	1200	0	0	
		8	tech_grn_side_3_2_1	tech_grn_side_3_2_1	grn_test	5	1200	0	0	
		8	tech_grn_side_3_3_1	tech_grn_side_3_3_1	grn_test	6	1200	0	0	
		1	tech_grn_side_4_1_1	tech_grn_side_4_1_1	grn_test	4	1200	0	0	
		1	tech_grn_unlock_arachnarok	tech_grn_unlock_arachnarok	grn_test	3	1200	0	0	
		7	tech_grn_unlock_doomdiver	tech_grn_unlock_doomdiver	grn_test	3	1200	0	0	
		8	tech_grn_unlock_rocklobber	tech_grn_unlock_rocklobber	grn_test	3	1200	0	0	
		5	tech_grn_unlock_siegeengines	tech_grn_unlock_siegeengines	grn_test	4	1200	0	0	
		2	tech_hef_0_00	tech_hef_0_00	hef_mil	0	100	0	0	
		0	tech_hef_0_01	tech_hef_0_01	hef_mil	1	400	0	0	hef_0
		0	tech_hef_0_02	tech_hef_0_02	hef_mil	2	600	0	0	hef_0
		1	tech_hef_0_03	tech_hef_0_03	hef_mil	1	400	0	0	hef_0
		1	tech_hef_0_04	tech_hef_0_04	hef_mil	2	600	0	0	hef_0
		2	tech_hef_0_05	tech_hef_0_05	hef_mil	1	400	0	0	hef_0
		2	tech_hef_0_06	tech_hef_0_06	hef_mil	2	600	0	0	hef_0
		3	tech_hef_0_07	tech_hef_0_07	hef_mil	1	400	0	0	hef_0
		3	tech_hef_0_08	tech_hef_0_08	hef_mil	2	600	0	0	hef_0
		4	tech_hef_0_09	tech_hef_0_09	hef_mil	1	400	0	0	hef_0
		4	tech_hef_0_10	tech_hef_0_10	hef_mil	2	600	0	0	hef_0
		2	tech_hef_1_00	tech_hef_1_00	hef_mil	3	100	1500	0	
		0	tech_hef_1_01	tech_hef_1_01	hef_mil	4	700	0	0	hef_1
		0	tech_hef_1_02	tech_hef_1_02	hef_mil	5	900	0	0	hef_1
		1	tech_hef_1_03	tech_hef_1_03	hef_mil	4	700	0	0	hef_1
		1	tech_hef_1_04	tech_hef_1_04	hef_mil	5	900	0	0	hef_1
		2	tech_hef_1_05	tech_hef_1_05	hef_mil	4	700	0	0	hef_1
		2	tech_hef_1_06	tech_hef_1_06	hef_mil	5	900	0	0	hef_1
		3	tech_hef_1_07	tech_hef_1_07	hef_mil	4	700	0	0	hef_1
		3	tech_hef_1_08	tech_hef_1_08	hef_mil	5	900	0	0	hef_1
		4	tech_hef_1_09	tech_hef_1_09	hef_mil	4	700	0	0	hef_1
		4	tech_hef_1_10	tech_hef_1_10	hef_mil	5	900	0	0	hef_1
		2	tech_hef_2_00	tech_hef_2_00	hef_mil	6	100	4000	0	
		0	tech_hef_2_01	tech_hef_2_01	hef_mil	7	800	0	0	hef_2
		0	tech_hef_2_02	tech_hef_2_02	hef_mil	8	1000	0	0	hef_2
		1	tech_hef_2_03	tech_hef_2_03	hef_mil	7	800	0	0	hef_2
		1	tech_hef_2_04	tech_hef_2_04	hef_mil	8	1000	0	0	hef_2
		2	tech_hef_2_05	tech_hef_2_05	hef_mil	7	800	0	0	hef_2
		2	tech_hef_2_06	tech_hef_2_06	hef_mil	8	1000	0	0	hef_2
		3	tech_hef_2_07	tech_hef_2_07	hef_mil	7	800	0	0	hef_2
		3	tech_hef_2_08	tech_hef_2_08	hef_mil	8	1000	0	0	hef_2
		4	tech_hef_2_10	tech_hef_2_10	hef_mil	8	1000	0	0	hef_2
		2	tech_hef_3_00	tech_hef_3_00	hef_mil	9	100	8000	0	
		0	tech_hef_3_01	tech_hef_3_01	hef_mil	10	1200	0	0	hef_3
		0	tech_hef_3_02	tech_hef_3_02	hef_mil	11	1500	0	0	hef_3
		1	tech_hef_3_03	tech_hef_3_03	hef_mil	10	1200	0	0	hef_3
		1	tech_hef_3_04	tech_hef_3_04	hef_mil	11	1500	0	0	hef_3
		2	tech_hef_3_05	tech_hef_3_05	hef_mil	10	1200	0	0	hef_3
		2	tech_hef_3_06	tech_hef_3_06	hef_mil	11	1500	0	0	hef_3
		3	tech_hef_3_07	tech_hef_3_07	hef_mil	10	1200	0	0	hef_3
		3	tech_hef_3_08	tech_hef_3_08	hef_mil	11	1500	0	0	hef_3
		4	tech_hef_3_10	tech_hef_3_10	hef_mil	11	1500	0	0	hef_3
		7	tech_hef_4_00	tech_hef_4_00	hef_mil	0	100	2000	0	
		6	tech_hef_4_01	tech_hef_4_01	hef_mil	1	200	0	0	hef_4
		6	tech_hef_4_02	tech_hef_4_02	hef_mil	2	200	0	0	hef_4
		6	tech_hef_4_03	tech_hef_4_03	hef_mil	3	200	0	0	hef_4
		6	tech_hef_4_04	tech_hef_4_04	hef_mil	4	200	0	0	hef_4
		6	tech_hef_4_05	tech_hef_4_05	hef_mil	5	200	0	0	hef_4
		6	tech_hef_4_06	tech_hef_4_06	hef_mil	6	200	0	0	hef_4
		7	tech_hef_4_07	tech_hef_4_07	hef_mil	1	200	0	0	hef_4
		7	tech_hef_4_08	tech_hef_4_08	hef_mil	2	200	0	0	hef_4
		7	tech_hef_4_09	tech_hef_4_09	hef_mil	3	200	0	0	hef_4
		7	tech_hef_4_10	tech_hef_4_10	hef_mil	4	200	0	0	hef_4
		7	tech_hef_4_11	tech_hef_4_11	hef_mil	5	200	0	0	hef_4
		7	tech_hef_4_12	tech_hef_4_12	hef_mil	6	200	0	0	hef_4
		7	tech_hef_5_00	tech_hef_5_00	hef_mil	7	100	2000	0	
		6	tech_hef_5_01	tech_hef_5_01	hef_mil	8	400	0	0	hef_5
		6	tech_hef_5_02	tech_hef_5_02	hef_mil	9	600	0	0	hef_5
		6	tech_hef_5_03	tech_hef_5_03	hef_mil	10	800	0	0	hef_5
		6	tech_hef_5_04	tech_hef_5_04	hef_mil	11	1000	0	0	hef_5
		7	tech_hef_5_05	tech_hef_5_06	hef_mil	8	400	0	0	hef_5
		7	tech_hef_5_06	tech_hef_5_05	hef_mil	9	600	0	0	hef_5
		7	tech_hef_5_07	tech_hef_5_07	hef_mil	10	800	0	0	hef_5
		7	tech_hef_5_08	tech_hef_5_08	hef_mil	11	1000	0	0	hef_5
		0	tech_lzd_0_1	tech_lzd_0_1	lzd_mil	3	1000	0	0	
		0	tech_lzd_0_2	tech_lzd_0_2	lzd_mil	6	2000	0	0	
		1	tech_lzd_1_1	tech_lzd_1_1	lzd_mil	0	400	0	0	
		1	tech_lzd_1_2	tech_lzd_1_2	lzd_mil	1	500	0	0	
		1	tech_lzd_1_3	tech_lzd_1_3	lzd_mil	2	600	0	0	
		1	tech_lzd_1_4	tech_lzd_1_4	lzd_mil	3	700	0	0	lzd_1
		1	tech_lzd_1_5	tech_lzd_1_5	lzd_mil	4	800	0	0	
		1	tech_lzd_1_6	tech_lzd_1_6	lzd_mil	5	900	0	0	
		1	tech_lzd_1_7	tech_lzd_1_7	lzd_mil	6	1000	0	0	lzd_2
		2	tech_lzd_2_1	tech_lzd_2_1	lzd_mil	0	400	0	0	
		2	tech_lzd_2_2	tech_lzd_2_2	lzd_mil	1	500	0	0	
		2	tech_lzd_2_3	tech_lzd_2_3	lzd_mil	2	600	0	0	
		2	tech_lzd_2_4	tech_lzd_2_4	lzd_mil	3	700	0	0	lzd_1
		2	tech_lzd_2_5	tech_lzd_2_5	lzd_mil	4	800	0	0	
		2	tech_lzd_2_6	tech_lzd_2_6	lzd_mil	5	900	0	0	
		2	tech_lzd_2_7	tech_lzd_2_7	lzd_mil	6	1000	0	0	lzd_2
		3	tech_lzd_3_1	tech_lzd_3_1	lzd_mil	0	400	0	0	
		3	tech_lzd_3_2	tech_lzd_3_2	lzd_mil	1	500	0	0	
		3	tech_lzd_3_3	tech_lzd_3_3	lzd_mil	2	600	0	0	
		3	tech_lzd_3_4	tech_lzd_3_4	lzd_mil	3	700	0	0	lzd_1
		3	tech_lzd_3_5	tech_lzd_3_5	lzd_mil	4	800	0	0	
		3	tech_lzd_3_6	tech_lzd_3_6	lzd_mil	5	900	0	0	
		3	tech_lzd_3_7	tech_lzd_3_7	lzd_mil	6	1000	0	0	lzd_2
		4	tech_lzd_4_1	tech_lzd_4_1	lzd_mil	0	400	0	0	
		4	tech_lzd_4_2	tech_lzd_4_2	lzd_mil	1	500	0	0	
		4	tech_lzd_4_3	tech_lzd_4_3	lzd_mil	2	600	0	0	
		4	tech_lzd_4_4	tech_lzd_4_4	lzd_mil	3	700	0	0	lzd_1
		4	tech_lzd_4_5	tech_lzd_4_5	lzd_mil	4	800	0	0	
		4	tech_lzd_4_6	tech_lzd_4_6	lzd_mil	5	900	0	0	
		4	tech_lzd_4_7	tech_lzd_4_7	lzd_mil	6	1000	0	0	lzd_2
		5	tech_lzd_5_1	tech_lzd_5_1	lzd_mil	0	400	0	0	
		5	tech_lzd_5_2	tech_lzd_5_2	lzd_mil	1	500	0	0	
		5	tech_lzd_5_3	tech_lzd_5_3	lzd_mil	2	600	0	0	
		5	tech_lzd_5_4	tech_lzd_5_4	lzd_mil	3	700	0	0	lzd_1
		5	tech_lzd_5_5	tech_lzd_5_5	lzd_mil	4	800	0	0	
		5	tech_lzd_5_6	tech_lzd_5_6	lzd_mil	5	900	0	0	
		5	tech_lzd_5_7	tech_lzd_5_7	lzd_mil	6	1000	0	0	lzd_2
		6	tech_lzd_6_1	tech_lzd_6_1	lzd_mil	0	400	0	0	
		6	tech_lzd_6_2	tech_lzd_6_2	lzd_mil	1	500	0	0	
		6	tech_lzd_6_3	tech_lzd_6_3	lzd_mil	2	600	0	0	
		6	tech_lzd_6_4	tech_lzd_6_4	lzd_mil	3	700	0	0	lzd_1
		6	tech_lzd_6_5	tech_lzd_6_5	lzd_mil	4	800	0	0	
		6	tech_lzd_6_6	tech_lzd_6_6	lzd_mil	5	900	0	0	
		6	tech_lzd_6_7	tech_lzd_6_7	lzd_mil	6	1000	0	0	lzd_2
		7	tech_lzd_7_1	tech_lzd_7_1	lzd_mil	0	400	0	0	
		7	tech_lzd_7_2	tech_lzd_7_2	lzd_mil	1	500	0	0	
		7	tech_lzd_7_3	tech_lzd_7_3	lzd_mil	2	600	0	0	
		7	tech_lzd_7_4	tech_lzd_7_4	lzd_mil	3	700	0	0	lzd_1
		7	tech_lzd_7_5	tech_lzd_7_5	lzd_mil	4	800	0	0	
		7	tech_lzd_7_6	tech_lzd_7_6	lzd_mil	5	900	0	0	
		7	tech_lzd_7_7	tech_lzd_7_7	lzd_mil	6	1000	0	0	lzd_2
		8	tech_lzd_8_1	tech_lzd_8_1	lzd_mil	0	400	0	0	
		8	tech_lzd_8_2	tech_lzd_8_2	lzd_mil	1	500	0	0	
		8	tech_lzd_8_3	tech_lzd_8_3	lzd_mil	2	600	0	0	
		8	tech_lzd_8_4	tech_lzd_8_4	lzd_mil	3	700	0	0	lzd_1
		8	tech_lzd_8_5	tech_lzd_8_5	lzd_mil	4	800	0	0	
		8	tech_lzd_8_6	tech_lzd_8_6	lzd_mil	5	900	0	0	
		8	tech_lzd_8_7	tech_lzd_8_7	lzd_mil	6	1000	0	0	lzd_2
		1	tech_skv_1_0	tech_skv_1_0	skv_mil	0	100	0	0	
		1	tech_skv_1_1	tech_skv_1_1	skv_mil	1	400	0	0	
		2	tech_skv_1_2	tech_skv_1_2	skv_mil	1	400	0	0	
		2	tech_skv_1_3	tech_skv_1_3	skv_mil	2	400	0	0	
		1	tech_skv_1_4	tech_skv_1_4	skv_mil	2	400	0	0	
		0	tech_skv_1_5	tech_skv_1_5	skv_mil	2	400	0	0	
		1	tech_skv_1_6	tech_skv_1_6	skv_mil	3	400	0	0	
		1	tech_skv_1_7	tech_skv_1_7	skv_mil	4	400	0	0	
		4	tech_skv_2_0	tech_skv_2_0	skv_mil	1	100	0	0	
		4	tech_skv_2_1	tech_skv_2_1	skv_mil	2	400	0	0	
		4	tech_skv_2_2	tech_skv_2_2	skv_mil	3	400	0	0	
		3	tech_skv_2_3	tech_skv_2_3	skv_mil	3	400	0	0	
		5	tech_skv_2_4	tech_skv_2_4	skv_mil	3	400	0	0	
		4	tech_skv_2_5	tech_skv_2_5	skv_mil	4	400	0	0	
		7	tech_skv_3_0	tech_skv_3_0	skv_mil	0	100	0	0	
		7	tech_skv_3_1	tech_skv_3_1	skv_mil	1	800	0	0	
		6	tech_skv_3_2	tech_skv_3_2	skv_mil	1	800	0	0	
		8	tech_skv_3_3	tech_skv_3_3	skv_mil	1	800	0	0	
		7	tech_skv_3_4	tech_skv_3_4	skv_mil	2	800	0	0	
		6	tech_skv_3_5	tech_skv_3_5	skv_mil	2	800	0	0	
		8	tech_skv_3_6	tech_skv_3_6	skv_mil	2	800	0	0	
		8	tech_skv_3_7	tech_skv_3_7	skv_mil	3	800	0	0	
		0	tech_skv_4_0	tech_skv_4_0	skv_mil	4	100	0	0	
		0	tech_skv_4_1	tech_skv_4_1	skv_mil	5	800	0	0	
		0	tech_skv_4_2	tech_skv_4_2	skv_mil	6	800	0	0	
		0	tech_skv_4_3	tech_skv_4_3	skv_mil	7	800	0	0	
		6	tech_skv_5_0	tech_skv_5_0	skv_mil	3	100	0	0	
		6	tech_skv_5_1	tech_skv_5_1	skv_mil	4	1200	0	0	
		6	tech_skv_5_2	tech_skv_5_2	skv_mil	5	1200	0	0	
		5	tech_skv_5_3	tech_skv_5_3	skv_mil	5	1200	0	0	
		4	tech_skv_5_4	tech_skv_5_4	skv_mil	5	1200	0	0	
		2	tech_skv_6_0	tech_skv_6_0	skv_mil	6	100	0	0	
		3	tech_skv_6_1	tech_skv_6_1	skv_mil	6	1200	0	0	
		2	tech_skv_6_2	tech_skv_6_2	skv_mil	7	1200	0	0	
		3	tech_skv_6_3	tech_skv_6_3	skv_mil	7	1200	0	0	
		2	tech_skv_7_0	tech_skv_7_0	skv_mil	8	100	0	0	
		1	tech_skv_7_1	tech_skv_7_1	skv_mil	8	1200	0	0	
		2	tech_skv_7_2	tech_skv_7_2	skv_mil	9	1200	0	0	
		1	tech_skv_7_3	tech_skv_7_3	skv_mil	9	1200	0	0	
		7	tech_skv_8_0	tech_skv_8_0	skv_mil	6	100	0	0	
		8	tech_skv_8_1	tech_skv_8_1	skv_mil	6	1600	0	0	
		5	tech_skv_8_2	tech_skv_8_2	skv_mil	7	1600	0	0	
		6	tech_skv_8_3	tech_skv_8_3	skv_mil	7	1600	0	0	
		7	tech_skv_8_4	tech_skv_8_4	skv_mil	7	1600	0	0	
		8	tech_skv_8_5	tech_skv_8_5	skv_mil	7	1600	0	0	
		4	tech_skv_9_0	tech_skv_9_0	skv_mil	8	100	0	0	
		5	tech_skv_9_1	tech_skv_9_1	skv_mil	8	1600	0	0	
		4	tech_skv_9_2	tech_skv_9_2	skv_mil	9	1600	0	0	
		2	tech_vmp_beasts_01	tech_vmp_beasts_01	vmp_mil	5	300	0	0	
		2	tech_vmp_beasts_02	tech_vmp_beasts_02	vmp_mil	6	600	0	0	
		3	tech_vmp_beasts_03	tech_vmp_beasts_03	vmp_mil	6	600	0	0	
		2	tech_vmp_beasts_04	tech_vmp_beasts_04	vmp_mil	7	800	0	0	
		1	tech_vmp_beasts_05	tech_vmp_beasts_05	vmp_mil	7	800	0	0	
		2	tech_vmp_beasts_06	tech_vmp_beasts_06	vmp_mil	8	1000	0	0	
		3	tech_vmp_beasts_07	tech_vmp_beasts_07	vmp_mil	8	1000	0	0	
		2	tech_vmp_beasts_08	tech_vmp_beasts_08	vmp_mil	9	1200	0	0	
		2	tech_vmp_beasts_09	tech_vmp_beasts_09	vmp_mil	10	1500	0	0	
		6	tech_vmp_binding_01	tech_vmp_binding_01	vmp_mil	0	300	0	0	
		6	tech_vmp_binding_02	tech_vmp_binding_02	vmp_mil	1	600	0	0	
		5	tech_vmp_binding_03	tech_vmp_binding_03	vmp_mil	1	600	0	0	
		7	tech_vmp_binding_04	tech_vmp_binding_04	vmp_mil	1	600	0	0	
		6	tech_vmp_binding_05	tech_vmp_binding_05	vmp_mil	2	1000	0	0	
		5	tech_vmp_binding_06	tech_vmp_binding_06	vmp_mil	2	1000	0	0	
		7	tech_vmp_binding_07	tech_vmp_binding_07	vmp_mil	2	1000	0	0	
		6	tech_vmp_binding_08	tech_vmp_binding_08	vmp_mil	3	1200	0	0	
		5	tech_vmp_binding_09	tech_vmp_binding_09	vmp_mil	3	1500	0	0	
		7	tech_vmp_binding_10	tech_vmp_binding_10	vmp_mil	3	1200	0	0	
		6	tech_vmp_blood_01	tech_vmp_blood_01	vmp_mil	5	300	0	0	
		6	tech_vmp_blood_02	tech_vmp_blood_02	vmp_mil	6	600	0	0	
		6	tech_vmp_blood_03	tech_vmp_blood_03	vmp_mil	7	600	0	0	
		5	tech_vmp_blood_04	tech_vmp_blood_04	vmp_mil	7	1000	0	0	
		7	tech_vmp_blood_05	tech_vmp_blood_05	vmp_mil	7	800	0	0	
		6	tech_vmp_blood_06	tech_vmp_blood_06	vmp_mil	8	1200	0	0	
		5	tech_vmp_blood_06A	tech_vmp_blood_06A	vmp_mil	8	1200	0	0	
		7	tech_vmp_blood_07	tech_vmp_blood_07	vmp_mil	8	1200	0	0	
		6	tech_vmp_blood_08	tech_vmp_blood_08	vmp_mil	9	1200	0	0	
		5	tech_vmp_blood_09	tech_vmp_blood_09	vmp_mil	9	1200	0	0	
		5	tech_vmp_blood_09A	tech_vmp_blood_09A	vmp_mil	10	1200	0	0	
		7	tech_vmp_blood_10	tech_vmp_blood_10	vmp_mil	9	1200	0	0	
		6	tech_vmp_blood_11	tech_vmp_blood_11	vmp_mil	10	1500	0	0	
		7	tech_vmp_blood_12	tech_vmp_blood_12	vmp_mil	10	1500	0	0	
		1	tech_vmp_bones_01	tech_vmp_bones_01	vmp_mil	0	300	0	0	
		1	tech_vmp_bones_02	tech_vmp_bones_02	vmp_mil	1	600	0	0	
		2	tech_vmp_bones_03	tech_vmp_bones_03	vmp_mil	1	600	0	0	
		3	tech_vmp_bones_04	tech_vmp_bones_04	vmp_mil	1	800	0	0	
		1	tech_vmp_bones_05	tech_vmp_bones_05	vmp_mil	2	800	0	0	
		2	tech_vmp_bones_06	tech_vmp_bones_06	vmp_mil	2	800	0	0	
		3	tech_vmp_bones_07	tech_vmp_bones_07	vmp_mil	2	1000	0	0	
		1	tech_vmp_bones_08	tech_vmp_bones_08	vmp_mil	3	1000	0	0	
		2	tech_vmp_bones_09	tech_vmp_bones_09	vmp_mil	3	1200	0	0	
		3	tech_vmp_bones_10	tech_vmp_bones_10	vmp_mil	3	1500	0	0	
