ancillary_included_subcultures_tables
0
ancillary	subculture
wh_dlc01_anc_follower_chaos_demagogue	wh_main_sc_chs_chaos
wh_dlc01_anc_follower_chaos_huscarl	wh_dlc03_sc_bst_beastmen
wh_dlc01_anc_follower_chaos_huscarl	wh_main_sc_chs_chaos
wh_dlc01_anc_follower_chaos_huscarl	wh_main_sc_nor_norsca
wh_dlc01_anc_follower_chaos_kurgan_chieftain	wh_dlc03_sc_bst_beastmen
wh_dlc01_anc_follower_chaos_kurgan_chieftain	wh_main_sc_chs_chaos
wh_dlc01_anc_follower_chaos_kurgan_chieftain	wh_main_sc_nor_norsca
wh_dlc01_anc_follower_chaos_magister	wh_dlc03_sc_bst_beastmen
wh_dlc01_anc_follower_chaos_magister	wh_main_sc_chs_chaos
wh_dlc01_anc_follower_chaos_magister	wh_main_sc_nor_norsca
wh_dlc01_anc_follower_chaos_mutant	wh_dlc03_sc_bst_beastmen
wh_dlc01_anc_follower_chaos_mutant	wh_main_sc_chs_chaos
wh_dlc01_anc_follower_chaos_mutant	wh_main_sc_nor_norsca
wh_dlc01_anc_follower_chaos_oar_slave	wh_dlc03_sc_bst_beastmen
wh_dlc01_anc_follower_chaos_oar_slave	wh_main_sc_chs_chaos
wh_dlc01_anc_follower_chaos_oar_slave	wh_main_sc_nor_norsca
wh_dlc01_anc_follower_chaos_possessed	wh_dlc03_sc_bst_beastmen
wh_dlc01_anc_follower_chaos_possessed	wh_main_sc_chs_chaos
wh_dlc01_anc_follower_chaos_possessed	wh_main_sc_nor_norsca
wh_dlc01_anc_follower_chaos_slave_master	wh_dlc03_sc_bst_beastmen
wh_dlc01_anc_follower_chaos_slave_master	wh_main_sc_chs_chaos
wh_dlc01_anc_follower_chaos_slave_master	wh_main_sc_nor_norsca
wh_dlc01_anc_follower_chaos_zealot	wh_dlc03_sc_bst_beastmen
wh_dlc01_anc_follower_chaos_zealot	wh_main_sc_chs_chaos
wh_dlc01_anc_follower_chaos_zealot	wh_main_sc_nor_norsca
wh_dlc01_anc_mount_chs_chaos_lord_chaos_dragon	wh_main_sc_chs_chaos
wh_dlc01_anc_mount_chs_chaos_lord_manticore	wh_main_sc_chs_chaos
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_death_barded_chaos_steed	wh_main_sc_chs_chaos
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_death_chaos_steed	wh_main_sc_chs_chaos
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_death_dragon	wh_main_sc_chs_chaos
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_death_manticore	wh_main_sc_chs_chaos
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_fire_barded_chaos_steed	wh_main_sc_chs_chaos
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_fire_chaos_steed	wh_main_sc_chs_chaos
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_fire_dragon	wh_main_sc_chs_chaos
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_fire_manticore	wh_main_sc_chs_chaos
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_metal_barded_chaos_steed	wh_main_sc_chs_chaos
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_metal_chaos_steed	wh_main_sc_chs_chaos
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_metal_dragon	wh_main_sc_chs_chaos
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_metal_manticore	wh_main_sc_chs_chaos
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_shadow_barded_chaos_steed	wh_main_sc_chs_chaos
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_shadow_chaos_steed	wh_main_sc_chs_chaos
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_shadow_dragon	wh_main_sc_chs_chaos
wh_dlc01_anc_mount_chs_chaos_sorcerer_lord_shadow_manticore	wh_main_sc_chs_chaos
wh_dlc01_anc_mount_chs_chaos_sorcerer_shadow_barded_chaos_steed	wh_main_sc_chs_chaos
wh_dlc01_anc_mount_chs_chaos_sorcerer_shadow_chaos_steed	wh_main_sc_chs_chaos
wh_dlc01_anc_mount_chs_chaos_sorcerer_shadow_manticore	wh_main_sc_chs_chaos
wh_dlc01_anc_mount_chs_exalted_hero_manticore	wh_main_sc_chs_chaos
wh_dlc01_anc_mount_nor_chaos_sorcerer_lord_warhorse	wh_main_sc_nor_norsca
wh_dlc03_anc_arcane_item_hagtree_fetish	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_arcane_item_jagged_dagger	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_arcane_item_skull_of_rarkos	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_arcane_item_staff_of_darkoth	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_armour_blackened_plate	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_armour_pelt_of_the_shadowgave	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_armour_ramhorn_helm	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_armour_the_dark_mail	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_armour_trollhide	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_enchanted_item_horn_of_the_first_beast	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_enchanted_item_shard_of_the_herdstone	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_follower_beastmen_bray_shamans_familiar	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_follower_beastmen_chieftains_pet	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_follower_beastmen_doe	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_follower_beastmen_flayer	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_follower_beastmen_flying_spy	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_follower_beastmen_herdstone_keeper	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_follower_beastmen_mannish_thrall	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_follower_beastmen_pox_carrier	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_follower_beastmen_spawn_wrangler	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_follower_beastmen_ungor_whelp	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_magic_standard_banner_of_outrage	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_magic_standard_banner_of_the_fallen_kings	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_magic_standard_manbane_standard	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_magic_standard_the_beast_banner	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_magic_standard_totem_of_rust	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_mark_of_chaos_crown_of_horns	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_mark_of_chaos_gnarled_hide	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_mark_of_chaos_gouge_tusks	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_mark_of_chaos_many_limbed_fiend	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_mark_of_chaos_shadow_hide	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_mark_of_chaos_slug_skin	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_mark_of_chaos_uncanny_senses	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_talisman_chalice_of_dark_rain	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_talisman_icon_of_vilification	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_weapon_axe_of_men	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_weapon_axes_of_khorgor	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_weapon_everbleed	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_weapon_hunting_spear	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_weapon_mangelder	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_weapon_primeval_club	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_weapon_scourge	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_weapon_stonecrusher_mace	wh_dlc03_sc_bst_beastmen
wh_dlc03_anc_weapon_the_steel_claws	wh_dlc03_sc_bst_beastmen
wh_dlc03_bst_cha_beastlord_1	wh_dlc03_sc_bst_beastmen
wh_dlc03_bst_cha_bray_shaman_beasts_1	wh_dlc03_sc_bst_beastmen
wh_dlc03_bst_cha_bray_shaman_death_1	wh_dlc03_sc_bst_beastmen
wh_dlc03_bst_cha_bray_shaman_wild_1	wh_dlc03_sc_bst_beastmen
wh_dlc03_bst_cha_khazrak_one_eye_1	wh_dlc03_sc_bst_beastmen
wh_dlc04_anc_arcane_item_the_liber_noctus	wh_main_sc_vmp_vampire_counts
wh_dlc04_anc_mount_emp_volkmar_the_grim_altar_of_sigmar	wh_main_sc_emp_empire
wh_dlc04_anc_mount_vmp_helman_ghorst_corpse_cart	wh_main_sc_vmp_vampire_counts
wh_dlc04_anc_mount_vmp_master_necromancer_corpse_cart_balefire	wh_main_sc_vmp_vampire_counts
wh_dlc04_anc_mount_vmp_master_necromancer_corpse_cart_unholy_lodestone	wh_main_sc_vmp_vampire_counts
wh_dlc04_anc_mount_vmp_master_necromancer_corpse_cart	wh_main_sc_vmp_vampire_counts
wh_dlc04_anc_mount_vmp_necromancer_corpse_cart_balefire	wh_main_sc_vmp_vampire_counts
wh_dlc04_anc_mount_vmp_necromancer_corpse_cart_unholy_lodestone	wh_main_sc_vmp_vampire_counts
wh_dlc04_anc_mount_vmp_necromancer_corpse_cart	wh_main_sc_vmp_vampire_counts
wh_dlc04_anc_talisman_jade_griffon	wh_main_sc_emp_empire
wh_dlc04_anc_talisman_the_carstein_ring	wh_main_sc_vmp_vampire_counts
wh_dlc04_anc_weapon_blood_drinker	wh_main_sc_vmp_vampire_counts
wh_dlc04_anc_weapon_staff_of_command	wh_main_sc_emp_empire
wh_dlc05_anc_armour_the_helm_of_the_hunt	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_enchanted_item_hail_of_doom_arrow	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_enchanted_item_horn_of_the_wild_hunt	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_follower_dryad_spy	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_follower_elder_scout	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_follower_eternal_guard_commander	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_follower_forest_spirit	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_follower_hawk_companion	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_follower_hunting_hound	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_follower_royal_standard_bearer	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_follower_vauls_anvil_smith	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_follower_wardancer_drummer	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_follower_young_stag	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_magic_standard_the_banner_of_the_eternal_queen	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_magic_standard_the_banner_of_the_hunter_king	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_mount_emp_grey_wizard_barded_warhorse	wh_main_sc_emp_empire
wh_dlc05_anc_mount_emp_grey_wizard_imperial_pegasus	wh_main_sc_emp_empire
wh_dlc05_anc_mount_emp_grey_wizard_warhorse	wh_main_sc_emp_empire
wh_dlc05_anc_mount_emp_jade_wizard_barded_warhorse	wh_main_sc_emp_empire
wh_dlc05_anc_mount_emp_jade_wizard_imperial_pegasus	wh_main_sc_emp_empire
wh_dlc05_anc_mount_emp_jade_wizard_warhorse	wh_main_sc_emp_empire
wh_dlc05_anc_mount_vmp_vampire_shadow_barded_nightmare	wh_main_sc_vmp_vampire_counts
wh_dlc05_anc_mount_vmp_vampire_shadow_hellsteed	wh_main_sc_vmp_vampire_counts
wh_dlc05_anc_mount_wef_glade_lord_elven_steed_fem	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_mount_wef_glade_lord_elven_steed	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_mount_wef_glade_lord_forest_dragon_fem	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_mount_wef_glade_lord_forest_dragon	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_mount_wef_glade_lord_great_eagle_fem	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_mount_wef_glade_lord_great_eagle	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_mount_wef_spellsinger_beast_elven_steed	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_mount_wef_spellsinger_beast_great_eagle	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_mount_wef_spellsinger_beast_unicorn	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_mount_wef_spellsinger_life_elven_steed	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_mount_wef_spellsinger_life_great_eagle	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_mount_wef_spellsinger_life_unicorn	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_mount_wef_spellsinger_shadow_elven_steed	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_mount_wef_spellsinger_shadow_great_eagle	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_mount_wef_spellsinger_shadow_unicorn	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_talisman_cloak_of_isha	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_weapon_daiths_reaper	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_weapon_daiths_sword	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_weapon_spear_of_kurnous	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_weapon_the_bow_of_loren	wh_dlc05_sc_wef_wood_elves
wh_dlc05_anc_weapon_the_spirit_sword	wh_dlc05_sc_wef_wood_elves
wh_dlc06_anc_arcane_item_squiggly_beast	wh_main_sc_grn_greenskins
wh_dlc06_anc_arcane_item_squiggly_beast	wh_main_sc_vmp_vampire_counts
wh_dlc06_anc_armour_shield_of_defiance	wh_main_sc_dwf_dwarfs
wh_dlc06_anc_enchanted_item_baleful_mask	wh_main_sc_grn_greenskins
wh_dlc06_anc_magic_standard_skarsniks_boyz	wh_main_sc_grn_greenskins
wh_dlc06_anc_mount_dwf_runelord_anvil_of_doom	wh_main_sc_dwf_dwarfs
wh_dlc06_anc_mount_grn_night_goblin_warboss_great_cave_squig	wh_main_sc_grn_greenskins
wh_dlc06_anc_mount_grn_wurrzag_spleenrippa	wh_main_sc_grn_greenskins
wh_dlc06_anc_rune_rune_of_fury	wh_main_sc_dwf_dwarfs
wh_dlc06_anc_rune_rune_of_might	wh_main_sc_dwf_dwarfs
wh_dlc06_anc_rune_rune_of_parrying	wh_main_sc_dwf_dwarfs
wh_dlc06_anc_rune_rune_of_striking	wh_main_sc_dwf_dwarfs
wh_dlc06_anc_weapon_bonewood_staff	wh_main_sc_grn_greenskins
wh_dlc06_anc_weapon_skarsniks_prodder	wh_main_sc_grn_greenskins
wh_dlc06_anc_weapon_the_hammer_of_angrund	wh_main_sc_dwf_dwarfs
wh_dlc07_anc_arcane_item_the_chalice_of_potions	wh_main_sc_brt_bretonnia
wh_dlc07_anc_armour_armour_of_the_midsummer_sun	wh_main_sc_brt_bretonnia
wh_dlc07_anc_armour_cuirass_of_fortune	wh_main_sc_brt_bretonnia
wh_dlc07_anc_armour_gilded_cuirass	wh_main_sc_brt_bretonnia
wh_dlc07_anc_armour_the_grail_shield	wh_main_sc_brt_bretonnia
wh_dlc07_anc_enchanted_item_holy_icon	wh_main_sc_brt_bretonnia
wh_dlc07_anc_enchanted_item_mane_of_the_purebreed	wh_main_sc_brt_bretonnia
wh_dlc07_anc_enchanted_item_sacrament_of_the_lady	wh_main_sc_brt_bretonnia
wh_dlc07_anc_magic_standard_banner_of_defence	wh_main_sc_brt_bretonnia
wh_dlc07_anc_magic_standard_errantry_banner	wh_main_sc_brt_bretonnia
wh_dlc07_anc_magic_standard_twilight_banner	wh_main_sc_brt_bretonnia
wh_dlc07_anc_magic_standard_valorous_standard	wh_main_sc_brt_bretonnia
wh_dlc07_anc_mount_brt_alberic_barbed_warhorse	wh_main_sc_brt_bretonnia
wh_dlc07_anc_mount_brt_alberic_royal_hipppogryph	wh_main_sc_brt_bretonnia
wh_dlc07_anc_mount_brt_alberic_royal_pegasus	wh_main_sc_brt_bretonnia
wh_dlc07_anc_mount_brt_fay_enchantress_silvaron	wh_main_sc_brt_bretonnia
wh_dlc07_anc_mount_brt_prophetess_brettonian_warhorse	wh_main_sc_brt_bretonnia
wh_dlc07_anc_mount_brt_prophetess_royal_pegasus	wh_main_sc_brt_bretonnia
wh_dlc07_anc_talisman_dragons_claw	wh_main_sc_brt_bretonnia
wh_dlc07_anc_talisman_siriennes_locket	wh_main_sc_brt_bretonnia
wh_dlc07_anc_weapon_sword_of_the_ladys_champion	wh_main_sc_brt_bretonnia
wh_dlc07_anc_weapon_sword_of_the_quest	wh_main_sc_brt_bretonnia
wh_dlc07_anc_weapon_the_silver_lance_of_the_blessed	wh_main_sc_brt_bretonnia
wh_dlc07_anc_weapon_the_wyrmlance	wh_main_sc_brt_bretonnia
wh_dlc07_anc_weapon_trident_of_manann	wh_main_sc_brt_bretonnia
wh_main_anc_arcane_item_black_periapt	wh_main_sc_vmp_vampire_counts
wh_main_anc_arcane_item_book_of_arkhan	wh_main_sc_vmp_vampire_counts
wh_main_anc_arcane_item_lucky_shrunken_head	wh_main_sc_grn_greenskins
wh_main_anc_arcane_item_lucky_shrunken_head	wh_main_sc_grn_savage_orcs
wh_main_anc_arcane_item_skull_of_katam	wh_dlc03_sc_bst_beastmen
wh_main_anc_arcane_item_skull_of_katam	wh_main_sc_chs_chaos
wh_main_anc_arcane_item_skull_staff	wh_main_sc_vmp_vampire_counts
wh_main_anc_arcane_item_staff_of_damnation	wh_main_sc_vmp_vampire_counts
wh_main_anc_arcane_item_staff_of_volans	wh_main_sc_emp_empire
wh_main_anc_armour_armour_of_gork	wh_main_sc_grn_greenskins
wh_main_anc_armour_armour_of_gork	wh_main_sc_grn_savage_orcs
wh_main_anc_armour_armour_of_templehof	wh_main_sc_vmp_vampire_counts
wh_main_anc_armour_auric_armour	wh_main_sc_chs_chaos
wh_main_anc_armour_azhags_ard_armour	wh_main_sc_grn_greenskins
wh_main_anc_armour_blood-forged_armour	wh_main_sc_grn_greenskins
wh_main_anc_armour_helm_of_many_eyes	wh_dlc03_sc_bst_beastmen
wh_main_anc_armour_helm_of_many_eyes	wh_main_sc_chs_chaos
wh_main_anc_armour_magnificent_armour_of_borek_beetlebrow	wh_main_sc_dwf_dwarfs
wh_main_anc_armour_nightshroud	wh_main_sc_vmp_vampire_counts
wh_main_anc_armour_the_armour_of_meteoric_iron	wh_main_sc_emp_empire
wh_main_anc_armour_the_armour_of_meteoric_iron	wh_main_sc_ksl_kislev
wh_main_anc_armour_the_armour_of_meteoric_iron	wh_main_sc_teb_teb
wh_main_anc_armour_the_armour_of_morkar	wh_main_sc_chs_chaos
wh_main_anc_armour_the_armour_of_skaldour	wh_main_sc_dwf_dwarfs
wh_main_anc_armour_the_lions_shield	wh_main_sc_brt_bretonnia
wh_main_anc_armour_the_slayer_crown	wh_main_sc_dwf_dwarfs
wh_main_anc_enchanted_item_chalice_of_chaos	wh_dlc03_sc_bst_beastmen
wh_main_anc_enchanted_item_chalice_of_chaos	wh_main_sc_chs_chaos
wh_main_anc_enchanted_item_cloak_of_mists_and_shadows	wh_main_sc_vmp_vampire_counts
wh_main_anc_enchanted_item_cloak_of_molten_metal	wh_main_sc_emp_empire
wh_main_anc_enchanted_item_fiery_ring_of_thori	wh_main_sc_dwf_dwarfs
wh_main_anc_enchanted_item_pendant_of_slaanesh	wh_dlc03_sc_bst_beastmen
wh_main_anc_enchanted_item_pendant_of_slaanesh	wh_main_sc_chs_chaos
wh_main_anc_enchanted_item_rod_of_flaming_death	wh_main_sc_vmp_vampire_counts
wh_main_anc_enchanted_item_silver_horn_of_vengeance	wh_main_sc_dwf_dwarfs
wh_main_anc_enchanted_item_skull_wand_of_kaloth	wh2_main_sc_hef_high_elves
wh_main_anc_enchanted_item_skull_wand_of_kaloth	wh_main_sc_grn_greenskins
wh_main_anc_enchanted_item_skull_wand_of_kaloth	wh_main_sc_grn_savage_orcs
wh_main_anc_enchanted_item_the_crown_of_bretonnia	wh_main_sc_brt_bretonnia
wh_main_anc_enchanted_item_the_crown_of_domination	wh_main_sc_chs_chaos
wh_main_anc_enchanted_item_the_crown_of_sorcery	wh_main_sc_grn_greenskins
wh_main_anc_enchanted_item_the_great_book_of_grudges	wh_main_sc_dwf_dwarfs
wh_main_anc_enchanted_item_van_horstmanns_speculum	wh_main_sc_emp_empire
wh_main_anc_enchanted_item_van_horstmanns_speculum	wh_main_sc_ksl_kislev
wh_main_anc_enchanted_item_van_horstmanns_speculum	wh_main_sc_teb_teb
wh_main_anc_follower_all_hedge_wizard	wh_main_sc_brt_bretonnia
wh_main_anc_follower_all_hedge_wizard	wh_main_sc_emp_empire
wh_main_anc_follower_all_hedge_wizard	wh_main_sc_ksl_kislev
wh_main_anc_follower_all_hedge_wizard	wh_main_sc_teb_teb
wh_main_anc_follower_all_men_bailiff	wh_main_sc_brt_bretonnia
wh_main_anc_follower_all_men_bailiff	wh_main_sc_emp_empire
wh_main_anc_follower_all_men_bailiff	wh_main_sc_ksl_kislev
wh_main_anc_follower_all_men_bailiff	wh_main_sc_teb_teb
wh_main_anc_follower_all_men_boatman	wh_main_sc_brt_bretonnia
wh_main_anc_follower_all_men_boatman	wh_main_sc_emp_empire
wh_main_anc_follower_all_men_boatman	wh_main_sc_ksl_kislev
wh_main_anc_follower_all_men_boatman	wh_main_sc_teb_teb
wh_main_anc_follower_all_men_bodyguard	wh_main_sc_brt_bretonnia
wh_main_anc_follower_all_men_bodyguard	wh_main_sc_emp_empire
wh_main_anc_follower_all_men_bodyguard	wh_main_sc_ksl_kislev
wh_main_anc_follower_all_men_bodyguard	wh_main_sc_teb_teb
wh_main_anc_follower_all_men_bounty_hunter	wh_main_sc_brt_bretonnia
wh_main_anc_follower_all_men_bounty_hunter	wh_main_sc_emp_empire
wh_main_anc_follower_all_men_bounty_hunter	wh_main_sc_ksl_kislev
wh_main_anc_follower_all_men_bounty_hunter	wh_main_sc_teb_teb
wh_main_anc_follower_all_men_fisherman	wh_main_sc_emp_empire
wh_main_anc_follower_all_men_grave_robber	wh_main_sc_brt_bretonnia
wh_main_anc_follower_all_men_grave_robber	wh_main_sc_emp_empire
wh_main_anc_follower_all_men_grave_robber	wh_main_sc_ksl_kislev
wh_main_anc_follower_all_men_grave_robber	wh_main_sc_teb_teb
wh_main_anc_follower_all_men_initiate	wh_main_sc_brt_bretonnia
wh_main_anc_follower_all_men_initiate	wh_main_sc_emp_empire
wh_main_anc_follower_all_men_initiate	wh_main_sc_ksl_kislev
wh_main_anc_follower_all_men_initiate	wh_main_sc_teb_teb
wh_main_anc_follower_all_men_kislevite_kossar	wh_main_sc_brt_bretonnia
wh_main_anc_follower_all_men_kislevite_kossar	wh_main_sc_emp_empire
wh_main_anc_follower_all_men_kislevite_kossar	wh_main_sc_ksl_kislev
wh_main_anc_follower_all_men_kislevite_kossar	wh_main_sc_teb_teb
wh_main_anc_follower_all_men_mercenary	wh_main_sc_brt_bretonnia
wh_main_anc_follower_all_men_mercenary	wh_main_sc_emp_empire
wh_main_anc_follower_all_men_mercenary	wh_main_sc_ksl_kislev
wh_main_anc_follower_all_men_mercenary	wh_main_sc_teb_teb
wh_main_anc_follower_all_men_militiaman	wh_main_sc_brt_bretonnia
wh_main_anc_follower_all_men_militiaman	wh_main_sc_emp_empire
wh_main_anc_follower_all_men_militiaman	wh_main_sc_ksl_kislev
wh_main_anc_follower_all_men_militiaman	wh_main_sc_teb_teb
wh_main_anc_follower_all_men_ogres_pit_fighter	wh_main_sc_brt_bretonnia
wh_main_anc_follower_all_men_ogres_pit_fighter	wh_main_sc_emp_empire
wh_main_anc_follower_all_men_ogres_pit_fighter	wh_main_sc_ksl_kislev
wh_main_anc_follower_all_men_ogres_pit_fighter	wh_main_sc_teb_teb
wh_main_anc_follower_all_men_outlaw	wh_main_sc_brt_bretonnia
wh_main_anc_follower_all_men_outlaw	wh_main_sc_emp_empire
wh_main_anc_follower_all_men_outlaw	wh_main_sc_ksl_kislev
wh_main_anc_follower_all_men_outlaw	wh_main_sc_teb_teb
wh_main_anc_follower_all_men_outrider	wh_main_sc_emp_empire
wh_main_anc_follower_all_men_protagonist	wh_main_sc_brt_bretonnia
wh_main_anc_follower_all_men_protagonist	wh_main_sc_emp_empire
wh_main_anc_follower_all_men_protagonist	wh_main_sc_ksl_kislev
wh_main_anc_follower_all_men_protagonist	wh_main_sc_teb_teb
wh_main_anc_follower_all_men_rogue	wh_main_sc_brt_bretonnia
wh_main_anc_follower_all_men_rogue	wh_main_sc_emp_empire
wh_main_anc_follower_all_men_rogue	wh_main_sc_ksl_kislev
wh_main_anc_follower_all_men_rogue	wh_main_sc_teb_teb
wh_main_anc_follower_all_men_servant	wh_main_sc_brt_bretonnia
wh_main_anc_follower_all_men_servant	wh_main_sc_emp_empire
wh_main_anc_follower_all_men_servant	wh_main_sc_ksl_kislev
wh_main_anc_follower_all_men_servant	wh_main_sc_teb_teb
wh_main_anc_follower_all_men_smuggler	wh_main_sc_brt_bretonnia
wh_main_anc_follower_all_men_smuggler	wh_main_sc_emp_empire
wh_main_anc_follower_all_men_smuggler	wh_main_sc_ksl_kislev
wh_main_anc_follower_all_men_smuggler	wh_main_sc_teb_teb
wh_main_anc_follower_all_men_soldier	wh_main_sc_brt_bretonnia
wh_main_anc_follower_all_men_soldier	wh_main_sc_emp_empire
wh_main_anc_follower_all_men_soldier	wh_main_sc_ksl_kislev
wh_main_anc_follower_all_men_soldier	wh_main_sc_teb_teb
wh_main_anc_follower_all_men_thug	wh_main_sc_brt_bretonnia
wh_main_anc_follower_all_men_thug	wh_main_sc_emp_empire
wh_main_anc_follower_all_men_thug	wh_main_sc_ksl_kislev
wh_main_anc_follower_all_men_thug	wh_main_sc_teb_teb
wh_main_anc_follower_all_men_tollkeeper	wh_main_sc_brt_bretonnia
wh_main_anc_follower_all_men_tollkeeper	wh_main_sc_emp_empire
wh_main_anc_follower_all_men_tollkeeper	wh_main_sc_ksl_kislev
wh_main_anc_follower_all_men_tollkeeper	wh_main_sc_teb_teb
wh_main_anc_follower_all_men_tomb_robber	wh_main_sc_brt_bretonnia
wh_main_anc_follower_all_men_tomb_robber	wh_main_sc_emp_empire
wh_main_anc_follower_all_men_tomb_robber	wh_main_sc_ksl_kislev
wh_main_anc_follower_all_men_tomb_robber	wh_main_sc_teb_teb
wh_main_anc_follower_all_men_vagabond	wh_main_sc_brt_bretonnia
wh_main_anc_follower_all_men_vagabond	wh_main_sc_emp_empire
wh_main_anc_follower_all_men_vagabond	wh_main_sc_ksl_kislev
wh_main_anc_follower_all_men_vagabond	wh_main_sc_teb_teb
wh_main_anc_follower_all_men_valet	wh_main_sc_brt_bretonnia
wh_main_anc_follower_all_men_valet	wh_main_sc_emp_empire
wh_main_anc_follower_all_men_valet	wh_main_sc_ksl_kislev
wh_main_anc_follower_all_men_valet	wh_main_sc_teb_teb
wh_main_anc_follower_all_men_zealot	wh_main_sc_brt_bretonnia
wh_main_anc_follower_all_men_zealot	wh_main_sc_emp_empire
wh_main_anc_follower_all_men_zealot	wh_main_sc_ksl_kislev
