battle_personalities_tables
7
key	man_animations_table	type	missile_type	variant	battle_entity	rider_attachment_point	battle_entity_stats	autonomous_rider_hero
wh_dlc04_vmp_mortis_engine_horse3	hr1_vmp_skeletal_steed_mortisengine	autonomous_rider		wh_vmp_barded_skeletal_steed_mortis	wh_main_infantry_rider	ap_draughtposition_2		False
wh_dlc04_vmp_mortis_engine_knight01	hu1_skeleton_hr1_skeletal_steed_mortis_engine	autonomous_rider		wh_vmp_black_knight_lance_mortis	wh_main_infantry_rider	ap_riderposition_0		False
wh_dlc04_vmp_mortis_engine_knight02	hu1_skeleton_hr1_skeletal_steed_mortis_engine	autonomous_rider		wh_vmp_black_knight_lance_mortis	wh_main_infantry_rider	ap_riderposition_1		False
wh_dlc04_vmp_mortis_engine_knight03	hu1_skeleton_hr1_skeletal_steed_mortis_engine	autonomous_rider		wh_vmp_black_knight_lance_mortis	wh_main_infantry_rider	ap_riderposition_2		False
wh_dlc04_vmp_mortis_engine_rider1	hu1_empire_staff_and_sword	autonomous_rider		wh_dlc04_vmp_necromancer_corpsemaster	wh_main_infantry_rider	ap_crewposition_0		False
wh_dlc04_vmp_mortis_engine_skeleton1	hu1_sk_mortisengine_left_00	autonomous_rider		wh_vmp_skeleton_spearmen_mortis	wh_main_infantry_rider	ap_skeleton_0		False
wh_dlc04_vmp_mortis_engine_skeleton2	hu1_sk_mortisengine_left_01	autonomous_rider		wh_vmp_skeleton_mortis	wh_main_infantry_rider	ap_skeleton_1		False
wh_dlc04_vmp_mortis_engine_skeleton3	hu1_sk_mortisengine_left_02	autonomous_rider		wh_vmp_skeleton_mortis	wh_main_infantry_rider	ap_skeleton_2		False
wh_dlc04_vmp_mortis_engine_skeleton4	hu1_sk_mortisengine_right_00	autonomous_rider		wh_vmp_skeleton_spearmen_mortis	wh_main_infantry_rider	ap_skeleton_3		False
wh_dlc04_vmp_mortis_engine_skeleton5	hu1_sk_mortisengine_right_01	autonomous_rider		wh_vmp_skeleton_mortis	wh_main_infantry_rider	ap_skeleton_4		False
wh_dlc04_vmp_mortis_engine_skeleton6	hu1_sk_mortisengine_right_02	autonomous_rider		wh_vmp_skeleton_mortis	wh_main_infantry_rider	ap_skeleton_5		False
wh_dlc05_brt_cha_armand_aquitaine_3	hu1_bretonnian_bc2b_hippogryph_wb_sword_shield	autonomous_rider		wh_dlc05_brt_armand_aquitaine	wh_main_infantry_standard_hero_blood_dismembers			True
wh_dlc05_grn_cha_snorko_one_finger_1	hu2_orc_bi2_wyvern_wb_sword_and_shield	autonomous_rider		wh_dlc05_grn_snorko_one_finger	wh_main_grn_cha_orc_hero_blood_dismembers			True
wh_dlc05_vmp_cha_red_duke_3	hu1_vampire_counts_dr1_zombie_dragon_wb_sword_and_shield	autonomous_rider		wh_dlc05_vmp_the_red_duke	wh_main_infantry_standard_blood_dismembers			True
wh_dlc05_wef_cha_spellsinger_beasts_2	hu1b_elf_bi1_eagle_wb_sword	autonomous_rider		wh_dlc05_wef_spellsinger_mounted	wh_dlc05_wef_spellsinger_blood			True
wh_dlc05_wef_cha_spellsinger_life_2	hu1b_elf_bi1_eagle_wb_sword	autonomous_rider		wh_dlc05_wef_spellsinger_mounted	wh_dlc05_wef_spellsinger_blood			True
wh_dlc05_wef_cha_spellsinger_shadows_2	hu1b_elf_bi1_eagle_wb_sword	autonomous_rider		wh_dlc05_wef_spellsinger_mounted	wh_dlc05_wef_spellsinger_blood			True
wh_dlc05_wef_female_glade_lord_dragon_rider1	hu1b_elf_dr1_dragon_wb_sword_and_bow	autonomous_rider	wh_dlc05_wef_cha_trueflight_arrow	wh_dlc05_wef_female_glade_lord	wh_main_infantry_standard_large_blood			True
wh_dlc05_wef_female_glade_lord_eagle_rider1	hu1b_elf_bi1_eagle_wb_sword_and_bow	autonomous_rider	wh_dlc05_wef_cha_trueflight_arrow	wh_dlc05_wef_female_glade_lord	wh_main_infantry_standard_large_blood			True
wh_dlc05_wef_female_glade_lord_elven_steed_rider1	hu1b_elf_hr1_warhorse_sword_bow	autonomous_rider	wh_dlc05_wef_cha_trueflight_arrow	wh_dlc05_wef_female_glade_lord	wh_main_infantry_standard_large_blood			True
wh_dlc05_wef_glade_lord_dragon_rider1	hu1d_elf_dr1_dragon_wb_sword_and_bow	autonomous_rider	wh_dlc05_wef_cha_trueflight_arrow	wh_dlc05_wef_glade_lord	wh_main_infantry_standard_large_blood			True
wh_dlc05_wef_glade_lord_eagle_rider1	hu1d_elf_bi1_eagle_wb_sword_and_bow	autonomous_rider	wh_dlc05_wef_cha_trueflight_arrow	wh_dlc05_wef_glade_lord	wh_main_infantry_standard_large_blood			True
wh_dlc05_wef_glade_lord_elven_steed_rider1	hu1d_elf_hr1_warhorse_sword_bow	autonomous_rider	wh_dlc05_wef_cha_trueflight_arrow	wh_dlc05_wef_glade_lord	wh_main_infantry_standard_large_blood			True
wh_dlc06_chs_cha_chaos_sorcerer_death_9	hu1c_chaos_bc3_manticore_wb_staff_and_sword	autonomous_rider		wh_chs_ch_sorcerer	wh_main_infantry_standard_large_hero_blood_dismembers			True
wh_dlc06_chs_cha_chaos_sorcerer_fire_9	hu1c_chaos_bc3_manticore_wb_staff_and_sword	autonomous_rider		wh_chs_ch_sorcerer	wh_main_infantry_standard_large_hero_blood_dismembers			True
wh_dlc06_chs_cha_chaos_sorcerer_metal_9	hu1c_chaos_bc3_manticore_wb_staff_and_sword	autonomous_rider		wh_chs_ch_sorcerer	wh_main_infantry_standard_large_hero_blood_dismembers			True
wh_dlc06_grn_wolf_chariot_robbers_rider1	hu5_goblin_wm_wolf_chariot01_whip	autonomous_rider		wh_dlc06_grn_goblin_howler_sword	wh_main_infantry_rider	ap_crewposition_0		False
wh_dlc06_grn_wolf_chariot_robbers_rider2	hu5_goblin_wm_wolf_chariot01_bow	autonomous_rider		wh_dlc06_grn_goblin_howler_bow	wh_main_grn_chariot_rider_bow_180	ap_crewposition_1	wh_main_grn_wolf_chariot01_bow	False
wh_dlc06_grn_wolf_chariot_robbers_rider3	hu5_goblin_wm_wolf_chariot01_bow2	autonomous_rider		wh_dlc06_grn_goblin_howler_bow	wh_main_grn_chariot_rider_bow_180	ap_crewposition_2	wh_main_grn_wolf_chariot01_bow	False
wh_dlc07_brt_cha_alberic_bordeleaux_3	hu1_bretonnian_bc2b_hippogryph_wb_sword_shield	autonomous_rider		wh_dlc07_brt_alberic_bordeleaux	wh_main_infantry_standard_hero_blood			True
wh_main_brt_artillery_commander	hu1_empire_sword	officer		wh_brt_artillery_crew	wh_main_infantry_standard			False
wh_main_brt_cha_king_louen_leoncoeur_1	hu1_leoncoeur_bc2b_hippogryph_wb_sword_shield	autonomous_rider		wh_brt_ch_king_louen_leoncoeur	wh_main_infantry_standard_hero_blood			True
wh_main_brt_cha_king_louen_leoncoeur_4	hu1_leoncoeur_bc2b_hippogryph_wb_sword_shield	autonomous_rider		wh_brt_ch_king_louen_leoncoeur	wh_main_infantry_standard_hero_blood			True
wh_main_brt_cha_lord_2	hu1_bretonnian_bc2b_hippogryph_wb_sword_shield	autonomous_rider		wh_brt_ch_lords	wh_main_infantry_standard_hero_blood_dismembers			True
wh_main_brt_king_louen_leoncoeur_rider1	hu1_bretonnian_bc2b_hippogryph_wb_sword_shield	autonomous_rider		wh_brt_ch_king_louen_leoncoeur	wh_main_infantry_standard_large_blood			True
wh_main_brt_lords_rider1	hu1_bretonnian_bc2b_hippogryph_wb_lance_sword_shield	autonomous_rider		wh_brt_ch_lords_lance	wh_main_infantry_standard_large_blood			True
wh_main_chs_cha_archaon_1	hu1c_chaos_sword_and_shield	officer		wh_chs_ch_archaon	wh_main_infantry_standard_hero_blood		wh_main_chs_cha_archaon_1	True
wh_main_chs_chariot_rider1	hu1c_chaos_wm_chariot_whip	autonomous_rider		wh_chs_charioteer		ap_crewposition_0		False
wh_main_chs_chariot_rider2	hu1c_chaos_wm_chariot_halberd	autonomous_rider		wh_chs_charioteer_halberd		ap_crewposition_1		False
wh_main_chs_dwarf_artillery_commander	hu3_dwarf_hammer	officer		wh_chs_chaos_dwarf_artillery_crew	wh_main_infantry_slow			False
wh_main_dwf_artillery_commander	hu3_dwarf_hammer	officer		wh_dwf_artillerymen	wh_main_infantry_slow			False
wh_main_dwf_master_engineer_officer	hu3_dwarf_2handed_hammer_and_rifle	officer		wh_dwf_ch_master_engineer	wh_main_dwf_cha_dwarf_master_engineer_blood_dismembers		wh_main_dwf_master_engineer	True
wh_main_dwf_thorgrim	th1_dwarf_throneofpower	officer		wh_dwf_ch_thorgrim				True
wh_main_emp_artillery_commander	hu1_empire_sword	officer		wh_emp_artillery_crew	wh_main_infantry_standard			False
wh_main_emp_cha_general_3	hu1_empire_bc2_griffon_wb_sword_shield	autonomous_rider		wh_emp_ch_generals	wh_main_infantry_standard_blood_dismembers			True
wh_main_emp_cha_karl_franz_1	hu1_empire_bc2_griffon_wb_hammer	autonomous_rider		wh_emp_ch_karl	wh_main_infantry_standard_hero_blood			True
wh_main_emp_cha_karl_franz_4	hu1_empire_hr1_warhorse_hammer	officer		wh_emp_ch_karl	wh_main_infantry_standard		wh_main_emp_cha_karl_franz_4	False
wh_main_emp_cha_karl_franz_5	hu1_empire_hr1_warhorse_hammer	officer		wh_emp_ch_karl	wh_main_infantry_standard		wh_main_emp_cha_karl_franz_4	False
wh_main_emp_karl_franz_rider1	hu1_empire_bc2_griffon_wb_hammer	autonomous_rider		wh_emp_ch_karl	wh_main_infantry_standard_large_blood			False
wh_main_emp_luminark_acolyte_rider_0	hu1_wm_luminark_of_hysh_staff_and_crystal_ball	autonomous_rider		wh_emp_acolyte_staff_ball	wh_main_infantry_rider	ap_crewposition_0	wh_main_emp_cha_luminark_acolyte_rider	False
wh_main_emp_luminark_acolyte_rider_1	hu1_wm_luminark_of_hysh_scroll_and_candle	autonomous_rider		wh_emp_acolyte	wh_main_infantry_rider	ap_crewposition_1		False
wh_main_emp_steamtank_turret	wm_steam_tank_turret01	autonomous_rider		wh_emp_steam_tank_turret	wh_main_vehicle_steam_turret	ap_turretposition_01	wh_main_emp_steam_tank_turret	False
wh_main_grn_azhag_the_slaughterer_rider1	hu2_orc_bi2_wyvern_wb_sword_and_axe	autonomous_rider		wh_grn_ch_azhag				True
wh_main_grn_boar_charioteer_1	hu2_orc_wm_warboar_chariot01_whip_and_spear	autonomous_rider		wh_grn_boar_chariot_orc_driver		ap_crewposition_0		False
wh_main_grn_cha_azhag_the_slaughterer_1	hu2_orc_bi2_wyvern_wb_sword_and_axe	autonomous_rider		wh_grn_ch_azhag	wh_main_grn_cha_orc_hero_lgn_blood			True
wh_main_grn_cha_grimgor_ironhide_officer	hu2_orc_2handed_axe	officer		wh_grn_ch_grimgor	wh_main_grn_cha_orc_hero_grimgor_blood		wh_main_grn_grimgor_officer	False
wh_main_grn_cha_orc_warboss_1	hu2_orc_bi2_wyvern_wb_sword_and_shield	autonomous_rider		wh_grn_ch_orc_warboss	wh_main_grn_cha_orc_hero_blood_dismembers			True
wh_main_grn_goblin_artillery_commander	hu5_goblin_sword	officer		grn_goblin_artillery_crew_sword	wh_main_infantry_standard			False
wh_main_grn_inf_officer_night_goblin_fanatic	hu5_goblin_ball_and_chain	officer		wh_grn_nightgoblin_fanatics				False
wh_main_grn_mon_arachnarok_spider_rider_0	hu5_goblin_sp1_arachnarok_wb_spear	autonomous_rider		wh_grn_arachnarok_forest_goblin_spearman	wh_main_grn_arachnarok_rider_360_blood	ap_platform_rider_00		False
wh_main_grn_mon_arachnarok_spider_rider_1	hu5_goblin_sp1_arachnarok_wb_bow	autonomous_rider		wh_grn_arachnarok_forest_goblin_archer	wh_main_grn_arachnarok_rider_360_blood	ap_platform_rider_01	wh_main_grn_mon_arachnarok_spider_rider	False
wh_main_grn_mon_arachnarok_spider_rider_2	hu5_goblin_sp1_arachnarok_wb_bow	autonomous_rider		wh_grn_arachnarok_forest_goblin_archer	wh_main_grn_arachnarok_rider_360_blood	ap_platform_rider_02	wh_main_grn_mon_arachnarok_spider_rider	False
wh_main_grn_mon_arachnarok_spider_rider_3	hu5_goblin_sp1_arachnarok_wb_bow	autonomous_rider		wh_grn_arachnarok_forest_goblin_archer	wh_main_grn_arachnarok_rider_360_blood	ap_platform_rider_03	wh_main_grn_mon_arachnarok_spider_rider	False
wh_main_grn_mon_arachnarok_spider_rider_4	hu5_goblin_sp1_arachnarok_wb_bow	autonomous_rider		wh_grn_arachnarok_forest_goblin_archer	wh_main_grn_arachnarok_rider_360_blood	ap_platform_rider_04	wh_main_grn_mon_arachnarok_spider_rider	False
wh_main_grn_mon_arachnarok_spider_rider_5	hu5_goblin_sp1_arachnarok_wb_bow	autonomous_rider		wh_grn_arachnarok_forest_goblin_archer	wh_main_grn_arachnarok_rider_360_blood	ap_platform_rider_05	wh_main_grn_mon_arachnarok_spider_rider	False
wh_main_grn_mon_arachnarok_spider_rider_6	hu5_goblin_sp1_arachnarok_wb_bow	autonomous_rider		wh_grn_arachnarok_forest_goblin_archer	wh_main_grn_arachnarok_rider_360_blood	ap_platform_rider_06	wh_main_grn_mon_arachnarok_spider_rider	False
wh_main_grn_mon_arachnarok_spider_rider_7	hu5_goblin_sp1_arachnarok_wb_bow	autonomous_rider		wh_grn_arachnarok_forest_goblin_archer	wh_main_grn_arachnarok_rider_360_blood	ap_platform_rider_07	wh_main_grn_mon_arachnarok_spider_rider	False
wh_main_grn_wolf_chariot_rider1	hu5_goblin_wm_wolf_chariot01_whip	autonomous_rider		wh_grn_goblins	wh_main_infantry_rider	ap_crewposition_0		False
wh_main_grn_wolf_chariot_rider2	hu5_goblin_wm_wolf_chariot01_bow	autonomous_rider		wh_grn_goblin_bowmen	wh_main_grn_chariot_rider_bow_180	ap_crewposition_1	wh_main_grn_wolf_chariot01_bow	False
wh_main_grn_wolf_chariot_rider3	hu5_goblin_wm_wolf_chariot01_bow2	autonomous_rider		wh_grn_goblin_bowmen	wh_main_grn_chariot_rider_bow_180	ap_crewposition_2	wh_main_grn_wolf_chariot01_bow	False
wh_main_nor_chariot_rider1	hu1c_chaos_wm_chariot_whip	autonomous_rider		wh_nor_charioteer	wh_main_infantry_rider	ap_crewposition_0		False
wh_main_nor_chariot_rider2	hu1c_chaos_wm_chariot_halberd	autonomous_rider		wh_nor_charioteer_halberd		ap_crewposition_1		False
wh_main_vmp_black_coach_rider1	gh1_cairn_wraith_wm_carriage01	autonomous_rider		wh_vmp_ghost_cairnwraith	wh_main_infantry_rider	ap_crewposition_0		False
wh_main_vmp_cha_mannfred_von_carstein_3	hu1_vampire_counts_dr1_zombie_dragon_wb_sword_and_shield	autonomous_rider		wh_vmp_ch_mannfred	wh_main_infantry_standard			True
wh_main_vmp_cha_vampire_lord_3	hu1_vampire_counts_dr1_zombie_dragon_wb_sword_and_shield	autonomous_rider		wh_vmp_ch_vampire_lords	wh_main_infantry_standard_blood_dismembers			True
