special_ability_phase_stat_effects_tables
3
phase	value	stat	how
wh_main_character_abilities_deadly_onslaught	1.2	stat_melee_damage_base	mult
wh_main_character_abilities_foe_seeker	1.24	scalar_speed	mult
wh_main_character_abilities_get_back_ere	16	stat_morale	add
wh_main_character_abilities_heroic_killing_blow	1.4	stat_melee_damage_ap	mult
wh_main_character_abilities_heroic_killing_blow	1.4	stat_melee_damage_base	mult
wh_main_character_abilities_magical_animus	16	stat_morale	add
wh_main_character_abilities_rally	16	stat_morale	add
wh_main_character_abilities_red_fury	1.18	stat_charge_bonus	mult
wh_main_character_abilities_red_fury	1.2	stat_melee_damage_ap	mult
wh_main_character_abilities_stand_or_die	27	stat_melee_defence	add
wh_main_character_abilities_stand_or_die	16	stat_morale	add
wh_main_character_abilities_stand_your_ground	27	stat_melee_defence	add
wh_main_character_abilities_stand_your_ground	16	stat_morale	add
wh_main_character_abilities_undeath_resurgent	27	stat_melee_defence	add
wh_main_character_abilities_undeath_resurgent	16	stat_morale	add
wh_main_character_abilities_waaagh	44	stat_melee_attack	add
wh_main_character_passive_benediction	8	stat_morale	add
wh_main_character_passive_dark_benediction	8	stat_morale	add
wh_main_character_passive_evasion	1.06	scalar_speed	mult
wh_main_character_passive_evasion	5	stat_melee_defence	add
wh_main_hero_abilities_ballistics_calibration	1.3	stat_accuracy	mult
wh_main_hero_abilities_ballistics_calibration	20	stat_reloading	add
wh_main_hero_abilities_faiths_bastion	22	stat_resistance_all	add
wh_main_hero_abilities_slippery	1.24	scalar_speed	mult
wh_main_hero_abilities_slippery	27	stat_melee_defence	add
wh_main_hero_passive_aura_of_the_lady	12	stat_resistance_magic	add
wh_main_hero_passive_extra_powder	1.1	scalar_missile_explosion_damage_ap	mult
wh_main_hero_passive_extra_powder	1.1	scalar_missile_explosion_damage_base	mult
wh_main_hero_passive_forgefire	1.1	stat_melee_damage_ap	mult
wh_main_hero_passive_swarm_of_flies	-5	stat_melee_attack	add
wh_main_item_abilities_cloak_of_mists_and_shadows	80	stat_resistance_physical	add
wh_main_item_abilities_daemonic_strength	1.4	stat_melee_damage_ap	mult
wh_main_item_abilities_daemonic_strength	1.4	stat_melee_damage_base	mult
wh_main_item_abilities_dark_fortune	22	stat_resistance_all	add
wh_main_item_abilities_earthing_rod	0	scalar_miscast_chance	mult
wh_main_item_abilities_opal_amulet	22	stat_resistance_all	add
wh_main_item_abilities_pendant_of_slaanesh	1.24	scalar_speed	mult
wh_main_item_abilities_pendant_of_slaanesh	44	stat_melee_attack	add
wh_main_item_abilities_potion_of_foolhardiness	1.36	stat_charge_bonus	mult
wh_main_item_abilities_potion_of_speed	1.18	scalar_charge_speed	mult
wh_main_item_abilities_potion_of_speed	1.18	scalar_entity_acceleration_modifier	mult
wh_main_item_abilities_potion_of_speed	1.24	scalar_speed	mult
wh_main_item_abilities_potion_of_strength	1.4	stat_melee_damage_ap	mult
wh_main_item_abilities_potion_of_strength	1.4	stat_melee_damage_base	mult
wh_main_item_abilities_potion_of_toughness	30	stat_armour	add
wh_main_item_abilities_potion_of_toughness	27	stat_melee_defence	add
wh_main_item_abilities_sceptre_of_stability	44	stat_resistance_magic	add
wh_main_item_abilities_scroll_of_shielding	22	stat_resistance_all	add
wh_main_item_abilities_silver_horn_of_vengeance	1.36	stat_charge_bonus	mult
wh_main_item_abilities_skull_wand_of_kaloth	26	stat_melee_attack	add
wh_main_item_abilities_skull_wand_of_kaloth	1.5	stat_melee_damage_base	mult
wh_main_item_abilities_tricksters_shard	2	scalar_miscast_chance	mult
wh_main_item_abilities_van_horstmanns_speculum	-26	stat_melee_attack	add
wh_main_item_abilities_van_horstmanns_speculum	0.75	stat_melee_damage_base	mult
wh_main_item_abilities_van_horstmanns_speculum	-27	stat_melee_defence	add
wh_main_item_passive_featherfoe_torc	-12	stat_armour	add
wh_main_item_passive_featherfoe_torc	-9	stat_melee_defence	add
wh_main_item_passive_pidgeon_plucker_pendant	-5	stat_melee_attack	add
wh_main_item_passive_the_great_book_of_grudges	9	stat_melee_attack	add
wh_main_item_passive_the_other_tricksters_shard	-22	stat_resistance_magic	add
wh_main_item_passive_the_white_cloak_of_ulric	0.9400001	scalar_speed	mult
wh_main_item_passive_the_white_cloak_of_ulric	-9	stat_melee_attack	add
wh_main_lord_passive_beloved_son_of_bretonnia	1.08	stat_charge_bonus	mult
wh_main_lord_passive_beloved_son_of_bretonnia	8	stat_melee_attack	add
wh_main_lord_passive_beloved_son_of_bretonnia	1.12	stat_melee_damage_base	mult
wh_main_lord_passive_deathblow	1.15	stat_melee_damage_ap	mult
wh_main_lord_passive_deathblow	1.15	stat_melee_damage_base	mult
wh_main_lord_passive_get_on_wiv_it	1.08	stat_charge_bonus	mult
wh_main_lord_passive_high_king	1.08	stat_charge_bonus	mult
wh_main_lord_passive_high_king	8	stat_melee_attack	add
wh_main_lord_passive_high_king	1.12	stat_melee_damage_base	mult
wh_main_lord_passive_hold_the_line	2	scalar_bracing	mult
wh_main_lord_passive_hold_the_line	4	stat_morale	add
wh_main_lord_passive_the_blessing_of_the_lady	20	stat_resistance_physical	add
wh_main_lore_passive_exorcism	-8	stat_morale	add
wh_main_lore_passive_kindleflame	-22	stat_weakness_flame	add
wh_main_lore_passive_metalshifting	1.1	stat_melee_damage_ap	mult
wh_main_lore_passive_metalshifting	1.1	stat_melee_damage_base	mult
wh_main_lore_passive_roiling_skies	0.76	scalar_speed	mult
wh_main_lore_passive_roiling_skies	-22	stat_melee_defence	add
wh_main_mark_passive_mark_of_khorne	1.08	stat_charge_bonus	mult
wh_main_mark_passive_mark_of_khorne	8	stat_melee_attack	add
wh_main_mark_passive_mark_of_khorne	1.12	stat_melee_damage_base	mult
wh_main_mount_abilities_bloodroar	-8	stat_morale	add
wh_main_mount_passive_aura_of_protection	12	stat_resistance_magic	add
wh_main_rune_abilities_rune_of_negation	22	stat_resistance_all	add
wh_main_rune_abilities_rune_of_oath_and_steel	30	stat_armour	add
wh_main_rune_abilities_rune_of_wrath_and_ruin	0.52	scalar_speed	mult
wh_main_rune_passive_master_rune_of_groth_one_eye	8	stat_morale	add
wh_main_rune_passive_master_rune_of_grungni	20	stat_resistance_missile	add
wh_main_rune_passive_master_rune_of_stromni_redbeard	5	stat_melee_attack	add
wh_main_rune_passive_master_rune_of_stromni_redbeard	4	stat_morale	add
wh_main_rune_passive_rune_of_slowness	0.88	scalar_speed	mult
wh_main_rune_passive_rune_of_slowness	0.92	stat_charge_bonus	mult
wh_main_spell_big_waaagh_ere_we_go	44	stat_melee_attack	add
wh_main_spell_big_waaagh_fists_of_gork	26	stat_melee_attack	add
wh_main_spell_big_waaagh_fists_of_gork	27	stat_melee_defence	add
wh_main_spell_bound_book_of_arkhan	1.24	scalar_speed	mult
wh_main_spell_bound_book_of_arkhan	26	stat_melee_attack	add
wh_main_spell_bound_hammer_of_sigmar	26	stat_melee_attack	add
wh_main_spell_bound_shield_of_faith	22	stat_resistance_all	add
wh_main_spell_bound_soulfire	90	stat_resistance_magic	add
wh_main_spell_bound_staff_of_damnation	44	stat_melee_attack	add
wh_main_spell_death_aspect_of_the_dreadknight_upgraded	8	stat_morale	add
wh_main_spell_death_aspect_of_the_dreadknight	8	stat_morale	add
wh_main_spell_death_doom_and_darkness_upgraded	-16	stat_morale	add
wh_main_spell_death_doom_and_darkness	-16	stat_morale	add
wh_main_spell_death_soulblight_upgraded	-30	stat_armour	add
wh_main_spell_death_soulblight_upgraded	0.75	stat_melee_damage_base	mult
wh_main_spell_death_soulblight	-30	stat_armour	add
wh_main_spell_death_soulblight	0.75	stat_melee_damage_base	mult
wh_main_spell_fire_cascading_fire_cloak	1.2	stat_melee_damage_ap	mult
wh_main_spell_fire_cascading_fire_cloak	27	stat_melee_defence	add
wh_main_spell_fire_flaming_sword_of_rhuin_upgraded	1.25	scalar_missile_damage_base	mult
wh_main_spell_fire_flaming_sword_of_rhuin_upgraded	1.25	stat_melee_damage_base	mult
wh_main_spell_fire_flaming_sword_of_rhuin	1.25	scalar_missile_damage_base	mult
wh_main_spell_fire_flaming_sword_of_rhuin	1.25	stat_melee_damage_base	mult
wh_main_spell_heavens_curse_of_the_midnight_wind_upgraded	-30	stat_armour	add
wh_main_spell_heavens_curse_of_the_midnight_wind_upgraded	-26	stat_melee_attack	add
wh_main_spell_heavens_curse_of_the_midnight_wind	-30	stat_armour	add
wh_main_spell_heavens_curse_of_the_midnight_wind	-26	stat_melee_attack	add
wh_main_spell_heavens_harmonic_convergence_upgraded	30	stat_armour	add
wh_main_spell_heavens_harmonic_convergence_upgraded	26	stat_melee_attack	add
wh_main_spell_heavens_harmonic_convergence_upgraded	27	stat_melee_defence	add
wh_main_spell_heavens_harmonic_convergence	26	stat_melee_attack	add
wh_main_spell_heavens_harmonic_convergence	27	stat_melee_defence	add
wh_main_spell_light_bironas_timewarp_upgraded	1.24	scalar_speed	mult
wh_main_spell_light_bironas_timewarp_upgraded	26	stat_melee_attack	add
wh_main_spell_light_bironas_timewarp	1.24	scalar_speed	mult
wh_main_spell_light_bironas_timewarp	26	stat_melee_attack	add
wh_main_spell_light_phas_protection_upgraded	30	stat_armour	add
wh_main_spell_light_phas_protection_upgraded	27	stat_melee_defence	add
wh_main_spell_light_phas_protection	30	stat_armour	add
wh_main_spell_light_phas_protection	27	stat_melee_defence	add
wh_main_spell_lil_waaagh_curse_of_da_bad_moon_upgraded	0.76	scalar_speed	mult
wh_main_spell_lil_waaagh_curse_of_da_bad_moon_upgraded	-30	stat_armour	add
wh_main_spell_lil_waaagh_curse_of_da_bad_moon_upgraded	-26	stat_melee_attack	add
wh_main_spell_lil_waaagh_curse_of_da_bad_moon	0.76	scalar_speed	mult
wh_main_spell_lil_waaagh_curse_of_da_bad_moon	-30	stat_armour	add
wh_main_spell_lil_waaagh_curse_of_da_bad_moon	-26	stat_melee_attack	add
wh_main_spell_lil_waaagh_gorkll_fix_it	0.76	scalar_speed	mult
wh_main_spell_lil_waaagh_gorkll_fix_it	0.82	stat_charge_bonus	mult
wh_main_spell_lil_waaagh_itchy_nuisance	-26	stat_melee_attack	add
wh_main_spell_lil_waaagh_itchy_nuisance	0.75	stat_melee_damage_base	mult
wh_main_spell_lil_waaagh_sneaky_stabbin	26	stat_melee_attack	add
wh_main_spell_lil_waaagh_sneaky_stabbin	1.2	stat_melee_damage_ap	mult
wh_main_spell_metal_glittering_robe_upgraded	30	stat_armour	add
wh_main_spell_metal_glittering_robe_upgraded	8	stat_morale	add
wh_main_spell_metal_glittering_robe	30	stat_armour	add
wh_main_spell_metal_glittering_robe	8	stat_morale	add
wh_main_spell_metal_plague_of_rust_upgraded	-60	stat_armour	add
wh_main_spell_metal_plague_of_rust	-30	stat_armour	add
wh_main_spell_metal_transmutation_of_lead_upgraded	-26	stat_melee_attack	add
wh_main_spell_metal_transmutation_of_lead_upgraded	0.5	stat_melee_damage_base	mult
wh_main_spell_metal_transmutation_of_lead	-26	stat_melee_attack	add
wh_main_spell_metal_transmutation_of_lead	0.75	stat_melee_damage_base	mult
wh_main_spell_vampires_curse_of_years	0.76	scalar_speed	mult
wh_main_spell_vampires_curse_of_years	-26	stat_melee_attack	add
wh_main_spell_vampires_vanhels_danse_macabre_upgraded	1.24	scalar_speed	mult
wh_main_spell_vampires_vanhels_danse_macabre_upgraded	26	stat_melee_attack	add
wh_main_spell_vampires_vanhels_danse_macabre	1.24	scalar_speed	mult
wh_main_spell_vampires_vanhels_danse_macabre	26	stat_melee_attack	add
wh_main_unit_abilities_black_nimbus	44	stat_resistance_all	add
wh_main_unit_abilities_black_scythes	1.18	scalar_charge_speed	mult
wh_main_unit_abilities_black_scythes	1.36	stat_charge_bonus	mult
wh_main_unit_abilities_blooood	1.18	scalar_entity_acceleration_modifier	mult
wh_main_unit_abilities_blooood	1.24	scalar_speed	mult
wh_main_unit_abilities_boom	1.2	scalar_missile_explosion_damage_ap	mult
wh_main_unit_abilities_boom	1.25	scalar_missile_explosion_damage_base	mult
wh_main_unit_abilities_entrenchment	1.4	scalar_missile_damage_ap	mult
wh_main_unit_abilities_entrenchment	22	stat_resistance_physical	add
wh_main_unit_abilities_killing_blow	1.2	stat_melee_damage_ap	mult
wh_main_unit_abilities_killing_blow	1.25	stat_melee_damage_base	mult
wh_main_unit_abilities_unholy_vigour	1.4	stat_melee_damage_ap	mult
wh_main_unit_contact_morale	-8	stat_morale	add
wh_main_unit_contact_overhead_morale	-8	stat_morale	add
wh_main_unit_contact_poison	0.8	scalar_missile_damage_ap	mult
wh_main_unit_contact_poison	0.8	scalar_missile_damage_base	mult
wh_main_unit_contact_poison	0.76	scalar_speed	mult
wh_main_unit_contact_poison	0.8	stat_melee_damage_ap	mult
wh_main_unit_contact_poison	0.8	stat_melee_damage_base	mult
wh_main_unit_passive_frenzy	1.08	stat_charge_bonus	mult
wh_main_unit_passive_frenzy	8	stat_melee_attack	add
wh_main_unit_passive_frenzy	1.12	stat_melee_damage_base	mult
wh_main_unit_passive_regeneration	-20	stat_weakness_flame	add
wh_main_unit_passive_war_paint	12	stat_resistance_magic	add
wh_main_weapon_abilities_axe_of_dargo	32	stat_bonus_vs_large	add
wh_main_weapon_abilities_axe_of_dargo	1.4	stat_melee_damage_ap	mult
wh_main_weapon_abilities_charmed_shield	24	stat_missile_block_chance	add
wh_main_weapon_abilities_charmed_shield	22	stat_resistance_all	add
wh_main_weapon_abilities_filth_mace	1.25	stat_melee_damage_base	mult
wh_main_weapon_abilities_ghal_maraz	16	stat_bonus_vs_large	add
wh_main_weapon_abilities_ghal_maraz	1.4	stat_melee_damage_ap	mult
wh_main_weapon_abilities_gitsnik	26	stat_melee_attack	add
wh_main_weapon_abilities_gitsnik	1.4	stat_melee_damage_ap	mult
wh_main_weapon_abilities_hellfire_sword	1.2	stat_melee_damage_ap	mult
wh_main_weapon_abilities_hellfire_sword	1.2	stat_melee_damage_base	mult
wh_main_weapon_abilities_helm_of_discord	-26	stat_melee_attack	add
wh_main_weapon_abilities_helm_of_discord	-27	stat_melee_defence	add
wh_main_weapon_abilities_runefang	1.32	scalar_splash_attack_power	mult
wh_main_weapon_abilities_runefang	1.4	stat_melee_damage_ap	mult
wh_main_weapon_abilities_runefang	1.4	stat_melee_damage_base	mult
wh_main_weapon_abilities_sword_of_anti_heroes	1.2	stat_melee_damage_ap	mult
wh_main_weapon_abilities_sword_of_anti_heroes	1.2	stat_melee_damage_base	mult
wh_main_weapon_abilities_the_hammer_of_karak_drazh	-44	stat_melee_attack	add
wh_main_weapon_abilities_the_hammer_of_karak_drazh	0.75	stat_melee_damage_base	mult
wh_main_weapon_abilities_the_mace_of_helsturm	1.5	stat_melee_damage_base	mult
wh_main_weapon_abilities_the_reikland_runefang	26	stat_melee_attack	add
wh_main_weapon_abilities_the_reikland_runefang	8	stat_morale	add
wh_main_weapon_abilities_the_sword_of_couronne	-30	stat_armour	add
wh_main_weapon_abilities_the_sword_of_couronne	-27	stat_melee_defence	add
wh_main_weapon_abilities_tormentor_sword	-26	stat_melee_attack	add
wh_main_weapon_passive_chaos_tomb_blade	5	stat_melee_attack	add
wh_main_weapon_passive_glittering_scales	-5	stat_melee_attack	add
wh_main_weapon_passive_warrior_bane	0.9400001	stat_melee_damage_base	mult
wh_pro01_item_passive_rune_helm_of_zhufbar	16	stat_morale	add
wh_pro01_lord_abilities_flash_bomb	0.24	scalar_speed	mult
wh_pro01_lord_abilities_flash_bomb	-27	stat_melee_defence	add
wh_pro01_lord_abilities_flash_bomb	-8	stat_morale	add
wh_pro01_weapon_abilities_rune_axe_of_grombrindal	1.4	stat_melee_damage_ap	mult
