campaign_map_attrition_unit_immunities_tables
0
attrition	unit
mountain	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_9
mountain	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_0
mountain	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_1
mountain	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_2
mountain	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_3
mountain	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_4
mountain	wh_dlc01_chs_cha_chaos_sorcerer_shadows_0
mountain	wh_dlc01_chs_cha_chaos_sorcerer_shadows_1
mountain	wh_dlc01_chs_cha_chaos_sorcerer_shadows_2
mountain	wh_dlc01_chs_cha_exalted_hero_10
mountain	wh_dlc01_chs_cha_kholek
mountain	wh_dlc01_chs_cha_prince_sigvald_the_magnificent
mountain	wh_dlc01_chs_cha_qb_lord_of_change_0
mountain	wh_dlc01_chs_inf_chaos_warriors_2
mountain	wh_dlc01_chs_inf_chosen_2
mountain	wh_dlc01_chs_inf_forsaken_0
mountain	wh_dlc01_chs_mon_dragon_ogre
mountain	wh_dlc01_chs_mon_dragon_ogre_shaggoth
mountain	wh_dlc01_chs_mon_trolls_1
mountain	wh_dlc06_dwf_art_bolt_thrower_0
mountain	wh_dlc06_dwf_art_gob_lobber_0
mountain	wh_dlc06_dwf_cha_belegar_ironhammer_0
mountain	wh_dlc06_dwf_cha_runelord_0
mountain	wh_dlc06_dwf_cha_runelord_1
mountain	wh_dlc06_dwf_inf_bugmans_rangers_0
mountain	wh_dlc06_dwf_inf_dragonback_slayers_0
mountain	wh_dlc06_dwf_inf_ekrund_miners_0
mountain	wh_dlc06_dwf_inf_norgrimlings_ironbreakers_0
mountain	wh_dlc06_dwf_inf_norgrimlings_irondrakes_0
mountain	wh_dlc06_dwf_inf_old_grumblers_0
mountain	wh_dlc06_dwf_inf_peak_gate_guard_0
mountain	wh_dlc06_dwf_inf_rangers_0
mountain	wh_dlc06_dwf_inf_ulthars_raiders_0
mountain	wh_dlc06_dwf_inf_warriors_dragonfire_pass_0
mountain	wh_dlc06_dwf_veh_skyhammer_0
mountain	wh_main_chs_art_hellcannon
mountain	wh_main_chs_cav_chaos_chariot
mountain	wh_main_chs_cav_chaos_knights_0
mountain	wh_main_chs_cav_chaos_knights_1
mountain	wh_main_chs_cav_marauder_horsemen_0
mountain	wh_main_chs_cav_marauder_horsemen_1
mountain	wh_main_chs_cha_archaon_the_everchosen_0
mountain	wh_main_chs_cha_archaon_the_everchosen_1
mountain	wh_main_chs_cha_chaos_lord_0
mountain	wh_main_chs_cha_chaos_lord_11
mountain	wh_main_chs_cha_chaos_lord_12
mountain	wh_main_chs_cha_chaos_sorcerer_death_0
mountain	wh_main_chs_cha_chaos_sorcerer_death_10
mountain	wh_main_chs_cha_chaos_sorcerer_death_11
mountain	wh_main_chs_cha_chaos_sorcerer_fire_0
mountain	wh_main_chs_cha_chaos_sorcerer_fire_10
mountain	wh_main_chs_cha_chaos_sorcerer_fire_11
mountain	wh_main_chs_cha_chaos_sorcerer_metal_0
mountain	wh_main_chs_cha_chaos_sorcerer_metal_10
mountain	wh_main_chs_cha_chaos_sorcerer_metal_11
mountain	wh_main_chs_cha_exalted_hero_0
mountain	wh_main_chs_cha_exalted_hero_12
mountain	wh_main_chs_cha_exalted_hero_13
mountain	wh_main_chs_cha_lord_of_change_0
mountain	wh_main_chs_inf_chaos_marauders_0
mountain	wh_main_chs_inf_chaos_marauders_1
mountain	wh_main_chs_inf_chaos_warriors_0
mountain	wh_main_chs_inf_chaos_warriors_1
mountain	wh_main_chs_inf_chosen_0
mountain	wh_main_chs_inf_chosen_1
mountain	wh_main_chs_mon_chaos_spawn
mountain	wh_main_chs_mon_chaos_warhounds_0
mountain	wh_main_chs_mon_chaos_warhounds_1
mountain	wh_main_chs_mon_giant
mountain	wh_main_chs_mon_trolls
mountain	wh_main_chs_shp_bloodship
mountain	wh_main_chs_shp_bloodship_general
mountain	wh_main_chs_shp_deathgalley
mountain	wh_main_chs_shp_norscan_longship
mountain	wh_main_dwf_art_cannon
mountain	wh_main_dwf_art_flame_cannon
mountain	wh_main_dwf_art_grudge_thrower
mountain	wh_main_dwf_art_organ_gun
mountain	wh_main_dwf_cha_high_king_thorgrim_grudgebearer_1
mountain	wh_main_dwf_cha_lord_0
mountain	wh_main_dwf_cha_master_engineer_0
mountain	wh_main_dwf_cha_rune_smith_0
mountain	wh_main_dwf_cha_thane
mountain	wh_main_dwf_cha_ungrim_ironfist
mountain	wh_main_dwf_inf_dwarf_warrior_0
mountain	wh_main_dwf_inf_dwarf_warrior_1
mountain	wh_main_dwf_inf_hammerers
mountain	wh_main_dwf_inf_ironbreakers
mountain	wh_main_dwf_inf_irondrakes_0
mountain	wh_main_dwf_inf_irondrakes_2
mountain	wh_main_dwf_inf_longbeards
mountain	wh_main_dwf_inf_longbeards_1
mountain	wh_main_dwf_inf_miners_0
mountain	wh_main_dwf_inf_miners_1
mountain	wh_main_dwf_inf_quarrellers_0
mountain	wh_main_dwf_inf_quarrellers_1
mountain	wh_main_dwf_inf_slayers
mountain	wh_main_dwf_inf_thunderers_0
mountain	wh_main_dwf_veh_gyrobomber
mountain	wh_main_dwf_veh_gyrocopter_0
mountain	wh_main_dwf_veh_gyrocopter_1
non_vampire_territory	wh2_main_def_art_reaper_bolt_thrower
non_vampire_territory	wh2_main_def_cav_cold_one_chariot
non_vampire_territory	wh2_main_def_cav_cold_one_knights_0
non_vampire_territory	wh2_main_def_cav_cold_one_knights_1
non_vampire_territory	wh2_main_def_cav_dark_riders_0
non_vampire_territory	wh2_main_def_cav_dark_riders_1
non_vampire_territory	wh2_main_def_cav_dark_riders_2
non_vampire_territory	wh2_main_def_cha_death_hag_0
non_vampire_territory	wh2_main_def_cha_death_hag_1
non_vampire_territory	wh2_main_def_cha_dreadlord_0
non_vampire_territory	wh2_main_def_cha_dreadlord_1
non_vampire_territory	wh2_main_def_cha_dreadlord_2
non_vampire_territory	wh2_main_def_cha_dreadlord_4
non_vampire_territory	wh2_main_def_cha_dreadlord_5
non_vampire_territory	wh2_main_def_cha_dreadlord_female_0
non_vampire_territory	wh2_main_def_cha_dreadlord_female_1
non_vampire_territory	wh2_main_def_cha_dreadlord_female_2
non_vampire_territory	wh2_main_def_cha_dreadlord_female_4
non_vampire_territory	wh2_main_def_cha_dreadlord_female_5
non_vampire_territory	wh2_main_def_cha_khainite_assassin_0
non_vampire_territory	wh2_main_def_cha_malekith_0
non_vampire_territory	wh2_main_def_cha_malekith_1
non_vampire_territory	wh2_main_def_cha_malekith_2
non_vampire_territory	wh2_main_def_cha_malekith_3
non_vampire_territory	wh2_main_def_cha_morathi_0
non_vampire_territory	wh2_main_def_cha_morathi_1
non_vampire_territory	wh2_main_def_cha_sorceress_dark_0
non_vampire_territory	wh2_main_def_cha_sorceress_dark_1
non_vampire_territory	wh2_main_def_cha_sorceress_dark_2
non_vampire_territory	wh2_main_def_cha_sorceress_dark_3
non_vampire_territory	wh2_main_def_cha_sorceress_fire_0
non_vampire_territory	wh2_main_def_cha_sorceress_fire_1
non_vampire_territory	wh2_main_def_cha_sorceress_fire_2
non_vampire_territory	wh2_main_def_cha_sorceress_fire_3
non_vampire_territory	wh2_main_def_cha_sorceress_shadow_0
non_vampire_territory	wh2_main_def_cha_sorceress_shadow_1
non_vampire_territory	wh2_main_def_cha_sorceress_shadow_2
non_vampire_territory	wh2_main_def_cha_sorceress_shadow_3
non_vampire_territory	wh2_main_def_inf_black_ark_corsairs_0
non_vampire_territory	wh2_main_def_inf_black_ark_corsairs_1
non_vampire_territory	wh2_main_def_inf_black_guard_0
non_vampire_territory	wh2_main_def_inf_bleakswords_0
non_vampire_territory	wh2_main_def_inf_darkshards_0
non_vampire_territory	wh2_main_def_inf_darkshards_1
non_vampire_territory	wh2_main_def_inf_dreadspears_0
non_vampire_territory	wh2_main_def_inf_har_ganeth_executioners_0
non_vampire_territory	wh2_main_def_inf_harpies
non_vampire_territory	wh2_main_def_inf_shades_0
non_vampire_territory	wh2_main_def_inf_shades_1
non_vampire_territory	wh2_main_def_inf_shades_2
non_vampire_territory	wh2_main_def_inf_witch_elves_0
non_vampire_territory	wh2_main_def_mon_black_dragon
non_vampire_territory	wh2_main_def_mon_war_hydra
non_vampire_territory	wh2_main_hef_art_eagle_claw_bolt_thrower
non_vampire_territory	wh2_main_hef_cav_dragon_princes
non_vampire_territory	wh2_main_hef_cav_ellyrian_reavers_0
non_vampire_territory	wh2_main_hef_cav_ellyrian_reavers_1
non_vampire_territory	wh2_main_hef_cav_ithilmar_chariot
non_vampire_territory	wh2_main_hef_cav_silver_helms_0
non_vampire_territory	wh2_main_hef_cav_silver_helms_1
non_vampire_territory	wh2_main_hef_cav_tiranoc_chariot
non_vampire_territory	wh2_main_hef_cha_loremaster_of_hoeth_0
non_vampire_territory	wh2_main_hef_cha_mage_high_0
non_vampire_territory	wh2_main_hef_cha_mage_high_1
non_vampire_territory	wh2_main_hef_cha_mage_high_4
non_vampire_territory	wh2_main_hef_cha_mage_life_0
non_vampire_territory	wh2_main_hef_cha_mage_life_1
non_vampire_territory	wh2_main_hef_cha_mage_life_4
non_vampire_territory	wh2_main_hef_cha_mage_light_0
non_vampire_territory	wh2_main_hef_cha_mage_light_1
non_vampire_territory	wh2_main_hef_cha_mage_light_4
non_vampire_territory	wh2_main_hef_cha_noble_0
non_vampire_territory	wh2_main_hef_cha_noble_2
non_vampire_territory	wh2_main_hef_cha_noble_3
non_vampire_territory	wh2_main_hef_cha_noble_4
non_vampire_territory	wh2_main_hef_cha_prince_0
non_vampire_territory	wh2_main_hef_cha_prince_2
non_vampire_territory	wh2_main_hef_cha_prince_3
non_vampire_territory	wh2_main_hef_cha_prince_4
non_vampire_territory	wh2_main_hef_cha_prince_5
non_vampire_territory	wh2_main_hef_cha_princess_0
non_vampire_territory	wh2_main_hef_cha_princess_1
non_vampire_territory	wh2_main_hef_cha_princess_3
non_vampire_territory	wh2_main_hef_cha_princess_4
non_vampire_territory	wh2_main_hef_cha_princess_5
non_vampire_territory	wh2_main_hef_cha_teclis_0
non_vampire_territory	wh2_main_hef_cha_teclis_1
non_vampire_territory	wh2_main_hef_cha_tyrion_0
non_vampire_territory	wh2_main_hef_cha_tyrion_1
non_vampire_territory	wh2_main_hef_inf_archers_0
non_vampire_territory	wh2_main_hef_inf_archers_1
non_vampire_territory	wh2_main_hef_inf_gate_guard
non_vampire_territory	wh2_main_hef_inf_lothern_sea_guard_0
non_vampire_territory	wh2_main_hef_inf_lothern_sea_guard_1
non_vampire_territory	wh2_main_hef_inf_phoenix_guard
non_vampire_territory	wh2_main_hef_inf_spearmen_0
non_vampire_territory	wh2_main_hef_inf_swordmasters_of_hoeth_0
non_vampire_territory	wh2_main_hef_inf_white_lions_of_chrace_0
non_vampire_territory	wh2_main_hef_mon_great_eagle
non_vampire_territory	wh2_main_hef_mon_moon_dragon
non_vampire_territory	wh2_main_hef_mon_phoenix_flamespyre
non_vampire_territory	wh2_main_hef_mon_phoenix_frostheart
non_vampire_territory	wh2_main_hef_mon_star_dragon
non_vampire_territory	wh2_main_hef_mon_sun_dragon
non_vampire_territory	wh2_main_lzd_cav_cold_one_spearmen_1
non_vampire_territory	wh2_main_lzd_cav_cold_one_spearriders_blessed_0
non_vampire_territory	wh2_main_lzd_cav_cold_ones_1
non_vampire_territory	wh2_main_lzd_cav_cold_ones_feral_0
non_vampire_territory	wh2_main_lzd_cav_cold_ones_feral_0_summoned
non_vampire_territory	wh2_main_lzd_cav_horned_ones_0
non_vampire_territory	wh2_main_lzd_cav_horned_ones_blessed_0
non_vampire_territory	wh2_main_lzd_cav_terradon_riders_0
non_vampire_territory	wh2_main_lzd_cav_terradon_riders_1
non_vampire_territory	wh2_main_lzd_cav_terradon_riders_blessed_1
non_vampire_territory	wh2_main_lzd_cha_kroq_gar_0
non_vampire_territory	wh2_main_lzd_cha_kroq_gar_1
non_vampire_territory	wh2_main_lzd_cha_kroq_gar_2
non_vampire_territory	wh2_main_lzd_cha_kroq_gar_3
non_vampire_territory	wh2_main_lzd_cha_lord_mazdamundi_0
non_vampire_territory	wh2_main_lzd_cha_lord_mazdamundi_1
non_vampire_territory	wh2_main_lzd_cha_saurus_old_blood_0
non_vampire_territory	wh2_main_lzd_cha_saurus_old_blood_1
non_vampire_territory	wh2_main_lzd_cha_saurus_old_blood_2
non_vampire_territory	wh2_main_lzd_cha_saurus_scar_veteran_0
non_vampire_territory	wh2_main_lzd_cha_saurus_scar_veteran_1
non_vampire_territory	wh2_main_lzd_cha_saurus_scar_veteran_2
non_vampire_territory	wh2_main_lzd_cha_skink_chief_0
non_vampire_territory	wh2_main_lzd_cha_skink_chief_1
non_vampire_territory	wh2_main_lzd_cha_skink_chief_2
non_vampire_territory	wh2_main_lzd_cha_skink_chief_3
non_vampire_territory	wh2_main_lzd_cha_skink_priest_0_summoned
non_vampire_territory	wh2_main_lzd_cha_skink_priest_beasts_0
non_vampire_territory	wh2_main_lzd_cha_skink_priest_beasts_1
non_vampire_territory	wh2_main_lzd_cha_skink_priest_beasts_2
non_vampire_territory	wh2_main_lzd_cha_skink_priest_beasts_3
non_vampire_territory	wh2_main_lzd_cha_skink_priest_heavens_0
non_vampire_territory	wh2_main_lzd_cha_skink_priest_heavens_1
non_vampire_territory	wh2_main_lzd_cha_skink_priest_heavens_2
non_vampire_territory	wh2_main_lzd_cha_skink_priest_heavens_3
non_vampire_territory	wh2_main_lzd_cha_slann_mage_priest_campaign_0
non_vampire_territory	wh2_main_lzd_cha_slann_mage_priest_heavens_0
non_vampire_territory	wh2_main_lzd_cha_slann_mage_priest_high_0
non_vampire_territory	wh2_main_lzd_cha_slann_mage_priest_light_0
non_vampire_territory	wh2_main_lzd_inf_chameleon_skinks_0
non_vampire_territory	wh2_main_lzd_inf_chameleon_skinks_blessed_0
non_vampire_territory	wh2_main_lzd_inf_saurus_spearmen_0
non_vampire_territory	wh2_main_lzd_inf_saurus_spearmen_1
non_vampire_territory	wh2_main_lzd_inf_saurus_spearmen_blessed_1
non_vampire_territory	wh2_main_lzd_inf_saurus_warriors_0
non_vampire_territory	wh2_main_lzd_inf_saurus_warriors_1
non_vampire_territory	wh2_main_lzd_inf_saurus_warriors_blessed_1
non_vampire_territory	wh2_main_lzd_inf_skink_cohort_0
non_vampire_territory	wh2_main_lzd_inf_skink_cohort_1
non_vampire_territory	wh2_main_lzd_inf_skink_skirmishers_0
non_vampire_territory	wh2_main_lzd_inf_skink_skirmishers_blessed_0
non_vampire_territory	wh2_main_lzd_inf_temple_guards
non_vampire_territory	wh2_main_lzd_inf_temple_guards_blessed
non_vampire_territory	wh2_main_lzd_mon_ancient_stegadon
non_vampire_territory	wh2_main_lzd_mon_bastiladon_0
non_vampire_territory	wh2_main_lzd_mon_bastiladon_1
non_vampire_territory	wh2_main_lzd_mon_bastiladon_2
non_vampire_territory	wh2_main_lzd_mon_bastiladon_blessed_2
non_vampire_territory	wh2_main_lzd_mon_carnosaur_0
non_vampire_territory	wh2_main_lzd_mon_carnosaur_blessed_0
non_vampire_territory	wh2_main_lzd_mon_kroxigors
non_vampire_territory	wh2_main_lzd_mon_kroxigors_blessed
non_vampire_territory	wh2_main_lzd_mon_stegadon_0
non_vampire_territory	wh2_main_lzd_mon_stegadon_1
non_vampire_territory	wh2_main_lzd_mon_stegadon_blessed_1
non_vampire_territory	wh2_main_skv_art_plagueclaw_catapult
non_vampire_territory	wh2_main_skv_art_warp_lightning_cannon
non_vampire_territory	wh2_main_skv_cha_assassin
non_vampire_territory	wh2_main_skv_cha_grey_seer_plague_0
non_vampire_territory	wh2_main_skv_cha_grey_seer_plague_1
non_vampire_territory	wh2_main_skv_cha_grey_seer_ruin_0
non_vampire_territory	wh2_main_skv_cha_grey_seer_ruin_1
non_vampire_territory	wh2_main_skv_cha_lord_skrolk
non_vampire_territory	wh2_main_skv_cha_plague_priest_0
non_vampire_territory	wh2_main_skv_cha_plague_priest_2
non_vampire_territory	wh2_main_skv_cha_queek_headtaker
non_vampire_territory	wh2_main_skv_cha_warlock_engineer
non_vampire_territory	wh2_main_skv_cha_warlord_0
non_vampire_territory	wh2_main_skv_cha_warlord_1
non_vampire_territory	wh2_main_skv_inf_clanrat_spearmen_0
non_vampire_territory	wh2_main_skv_inf_clanrat_spearmen_1
non_vampire_territory	wh2_main_skv_inf_clanrats_0
non_vampire_territory	wh2_main_skv_inf_clanrats_0_summoned
non_vampire_territory	wh2_main_skv_inf_clanrats_0_summoned_small
non_vampire_territory	wh2_main_skv_inf_clanrats_1
non_vampire_territory	wh2_main_skv_inf_death_globe_bombardiers
non_vampire_territory	wh2_main_skv_inf_death_runners_0
non_vampire_territory	wh2_main_skv_inf_gutter_runner_slingers_0
non_vampire_territory	wh2_main_skv_inf_gutter_runner_slingers_1
non_vampire_territory	wh2_main_skv_inf_gutter_runners_0
non_vampire_territory	wh2_main_skv_inf_gutter_runners_1
non_vampire_territory	wh2_main_skv_inf_night_runners_0
non_vampire_territory	wh2_main_skv_inf_night_runners_1
non_vampire_territory	wh2_main_skv_inf_plague_monk_censer_bearer
non_vampire_territory	wh2_main_skv_inf_plague_monks
non_vampire_territory	wh2_main_skv_inf_poison_wind_globadiers
non_vampire_territory	wh2_main_skv_inf_skavenslave_slingers_0
non_vampire_territory	wh2_main_skv_inf_skavenslave_spearmen_0
non_vampire_territory	wh2_main_skv_inf_skavenslaves_0
non_vampire_territory	wh2_main_skv_inf_stormvermin_0
non_vampire_territory	wh2_main_skv_inf_stormvermin_1
non_vampire_territory	wh2_main_skv_inf_warpfire_thrower
non_vampire_territory	wh2_main_skv_mon_hell_pit_abomination
non_vampire_territory	wh2_main_skv_mon_rat_ogres
non_vampire_territory	wh2_main_skv_veh_doomwheel
non_vampire_territory	wh_dlc01_chs_cav_gorebeast_chariot
non_vampire_territory	wh_dlc01_chs_cha_chaos_lord_10
non_vampire_territory	wh_dlc01_chs_cha_chaos_lord_2
non_vampire_territory	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_0
non_vampire_territory	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_10
non_vampire_territory	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_12
non_vampire_territory	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_13
non_vampire_territory	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_9
non_vampire_territory	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_0
non_vampire_territory	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_10
non_vampire_territory	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_12
non_vampire_territory	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_13
non_vampire_territory	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_9
non_vampire_territory	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_0
non_vampire_territory	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_10
non_vampire_territory	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_12
non_vampire_territory	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_13
non_vampire_territory	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_9
non_vampire_territory	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_0
non_vampire_territory	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_1
non_vampire_territory	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_2
non_vampire_territory	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_3
non_vampire_territory	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_4
non_vampire_territory	wh_dlc01_chs_cha_chaos_sorcerer_shadows_0
non_vampire_territory	wh_dlc01_chs_cha_chaos_sorcerer_shadows_1
non_vampire_territory	wh_dlc01_chs_cha_chaos_sorcerer_shadows_2
non_vampire_territory	wh_dlc01_chs_cha_exalted_hero_10
non_vampire_territory	wh_dlc01_chs_cha_kholek
non_vampire_territory	wh_dlc01_chs_cha_prince_sigvald_the_magnificent
non_vampire_territory	wh_dlc01_chs_cha_qb_lord_of_change_0
non_vampire_territory	wh_dlc01_chs_inf_chaos_warriors_2
non_vampire_territory	wh_dlc01_chs_inf_chosen_2
non_vampire_territory	wh_dlc01_chs_inf_forsaken_0
non_vampire_territory	wh_dlc01_chs_mon_dragon_ogre
non_vampire_territory	wh_dlc01_chs_mon_dragon_ogre_shaggoth
non_vampire_territory	wh_dlc01_chs_mon_trolls_1
non_vampire_territory	wh_dlc01_nor_cha_chaos_sorcerer_lord_0
non_vampire_territory	wh_dlc01_nor_cha_chaos_sorcerer_lord_1
non_vampire_territory	wh_dlc03_bst_cav_razorgor_chariot_0
non_vampire_territory	wh_dlc03_bst_cha_beastlord_0
non_vampire_territory	wh_dlc03_bst_cha_bray_shaman_beasts_0
non_vampire_territory	wh_dlc03_bst_cha_bray_shaman_beasts_1
non_vampire_territory	wh_dlc03_bst_cha_bray_shaman_death_0
non_vampire_territory	wh_dlc03_bst_cha_bray_shaman_death_1
non_vampire_territory	wh_dlc03_bst_cha_bray_shaman_shadows_0
non_vampire_territory	wh_dlc03_bst_cha_bray_shaman_shadows_1
non_vampire_territory	wh_dlc03_bst_cha_bray_shaman_wild_0
non_vampire_territory	wh_dlc03_bst_cha_bray_shaman_wild_1
non_vampire_territory	wh_dlc03_bst_cha_gorebull_0
non_vampire_territory	wh_dlc03_bst_cha_khazrak_one_eye_0
non_vampire_territory	wh_dlc03_bst_feral_manticore
non_vampire_territory	wh_dlc03_bst_inf_bestigor_herd_0
non_vampire_territory	wh_dlc03_bst_inf_centigors_0
non_vampire_territory	wh_dlc03_bst_inf_centigors_1
non_vampire_territory	wh_dlc03_bst_inf_centigors_2
non_vampire_territory	wh_dlc03_bst_inf_chaos_warhounds_0
non_vampire_territory	wh_dlc03_bst_inf_chaos_warhounds_1
non_vampire_territory	wh_dlc03_bst_inf_cygor_0
non_vampire_territory	wh_dlc03_bst_inf_gor_herd_0
non_vampire_territory	wh_dlc03_bst_inf_gor_herd_1
non_vampire_territory	wh_dlc03_bst_inf_minotaurs_0
non_vampire_territory	wh_dlc03_bst_inf_minotaurs_1
non_vampire_territory	wh_dlc03_bst_inf_minotaurs_2
non_vampire_territory	wh_dlc03_bst_inf_razorgor_herd_0
non_vampire_territory	wh_dlc03_bst_inf_ungor_herd_1
non_vampire_territory	wh_dlc03_bst_inf_ungor_raiders_0
non_vampire_territory	wh_dlc03_bst_inf_ungor_spearmen_0
non_vampire_territory	wh_dlc03_bst_inf_ungor_spearmen_1
non_vampire_territory	wh_dlc03_bst_mon_chaos_spawn_0
non_vampire_territory	wh_dlc03_bst_mon_giant_0
non_vampire_territory	wh_dlc03_emp_cha_boris_todbringer_0
non_vampire_territory	wh_dlc03_emp_cha_boris_todbringer_1
non_vampire_territory	wh_dlc03_emp_cha_wizard_beasts_0
non_vampire_territory	wh_dlc03_emp_cha_wizard_beasts_1
non_vampire_territory	wh_dlc03_emp_cha_wizard_beasts_2
non_vampire_territory	wh_dlc03_emp_cha_wizard_beasts_3
non_vampire_territory	wh_dlc03_emp_cha_wizard_beasts_4
non_vampire_territory	wh_dlc04_emp_art_hammer_of_the_witches_0
non_vampire_territory	wh_dlc04_emp_art_sunmaker_0
non_vampire_territory	wh_dlc04_emp_cav_knights_blazing_sun_0
non_vampire_territory	wh_dlc04_emp_cav_royal_altdorf_gryphites_0
non_vampire_territory	wh_dlc04_emp_cav_zintlers_reiksguard_0
non_vampire_territory	wh_dlc04_emp_cha_arch_lector_0
non_vampire_territory	wh_dlc04_emp_cha_arch_lector_1
non_vampire_territory	wh_dlc04_emp_cha_arch_lector_2
non_vampire_territory	wh_dlc04_emp_cha_volkmar_the_grim_0
non_vampire_territory	wh_dlc04_emp_cha_volkmar_the_grim_1
non_vampire_territory	wh_dlc04_emp_cha_volkmar_the_grim_2
non_vampire_territory	wh_dlc04_emp_cha_volkmar_the_grim_3
non_vampire_territory	wh_dlc04_emp_inf_flagellants_0
non_vampire_territory	wh_dlc04_emp_inf_free_company_militia_0
non_vampire_territory	wh_dlc04_emp_inf_sigmars_sons_0
non_vampire_territory	wh_dlc04_emp_inf_silver_bullets_0
non_vampire_territory	wh_dlc04_emp_inf_stirlands_revenge_0
non_vampire_territory	wh_dlc04_emp_inf_tattersouls_0
non_vampire_territory	wh_dlc04_emp_veh_templehof_luminark_0
non_vampire_territory	wh_dlc05_bst_cha_morghur_0
non_vampire_territory	wh_dlc05_emp_cha_wizard_life_0
non_vampire_territory	wh_dlc05_emp_cha_wizard_life_1
non_vampire_territory	wh_dlc05_emp_cha_wizard_life_2
non_vampire_territory	wh_dlc05_emp_cha_wizard_life_3
non_vampire_territory	wh_dlc05_wef_cav_glade_riders_0
non_vampire_territory	wh_dlc05_wef_cav_glade_riders_1
non_vampire_territory	wh_dlc05_wef_cav_hawk_riders_0
non_vampire_territory	wh_dlc05_wef_cav_sisters_thorn_0
non_vampire_territory	wh_dlc05_wef_cav_wild_riders_0
non_vampire_territory	wh_dlc05_wef_cav_wild_riders_1
non_vampire_territory	wh_dlc05_wef_cha_ancient_treeman_0
non_vampire_territory	wh_dlc05_wef_cha_branchwraith_0
non_vampire_territory	wh_dlc05_wef_cha_durthu_0
non_vampire_territory	wh_dlc05_wef_cha_female_glade_lord_0
non_vampire_territory	wh_dlc05_wef_cha_female_glade_lord_1
non_vampire_territory	wh_dlc05_wef_cha_female_glade_lord_2
non_vampire_territory	wh_dlc05_wef_cha_female_glade_lord_3
non_vampire_territory	wh_dlc05_wef_cha_glade_lord_0
non_vampire_territory	wh_dlc05_wef_cha_glade_lord_1
non_vampire_territory	wh_dlc05_wef_cha_glade_lord_2
non_vampire_territory	wh_dlc05_wef_cha_glade_lord_3
non_vampire_territory	wh_dlc05_wef_cha_orion_0
non_vampire_territory	wh_dlc05_wef_cha_spellsinger_beasts_0
non_vampire_territory	wh_dlc05_wef_cha_spellsinger_beasts_1
non_vampire_territory	wh_dlc05_wef_cha_spellsinger_beasts_2
non_vampire_territory	wh_dlc05_wef_cha_spellsinger_beasts_3
non_vampire_territory	wh_dlc05_wef_cha_spellsinger_life_0
non_vampire_territory	wh_dlc05_wef_cha_spellsinger_life_1
non_vampire_territory	wh_dlc05_wef_cha_spellsinger_life_2
non_vampire_territory	wh_dlc05_wef_cha_spellsinger_life_3
non_vampire_territory	wh_dlc05_wef_cha_spellsinger_shadows_0
non_vampire_territory	wh_dlc05_wef_cha_spellsinger_shadows_1
non_vampire_territory	wh_dlc05_wef_cha_spellsinger_shadows_2
non_vampire_territory	wh_dlc05_wef_cha_spellsinger_shadows_3
non_vampire_territory	wh_dlc05_wef_cha_waystalker_0
non_vampire_territory	wh_dlc05_wef_forest_dragon_0
non_vampire_territory	wh_dlc05_wef_inf_deepwood_scouts_0
non_vampire_territory	wh_dlc05_wef_inf_dryads_0
non_vampire_territory	wh_dlc05_wef_inf_eternal_guard_0
non_vampire_territory	wh_dlc05_wef_inf_eternal_guard_1
non_vampire_territory	wh_dlc05_wef_inf_glade_guard_0
non_vampire_territory	wh_dlc05_wef_inf_wardancers_0
non_vampire_territory	wh_dlc05_wef_inf_wardancers_1
non_vampire_territory	wh_dlc05_wef_inf_waywatchers_0
non_vampire_territory	wh_dlc05_wef_inf_wildwood_rangers_0
non_vampire_territory	wh_dlc05_wef_mon_great_eagle_0
non_vampire_territory	wh_dlc05_wef_mon_treekin_0
non_vampire_territory	wh_dlc05_wef_mon_treeman_0
non_vampire_territory	wh_dlc06_dwf_art_bolt_thrower_0
non_vampire_territory	wh_dlc06_dwf_art_gob_lobber_0
non_vampire_territory	wh_dlc06_dwf_cha_belegar_ironhammer_0
