campaign_character_art_sets_tables
6
agent_type	art_set_id	culture	subculture	faction	is_custom	is_male	group	unknown8
wizard	wh_main_art_set_emp_light_wizard_02		wh_main_sc_emp_empire		False	True	emp_light_wizard	1
wizard	wh_main_art_set_emp_light_wizard_03		wh_main_sc_emp_empire		False	True	emp_light_wizard	1
dignitary	wh_main_art_set_emp_warrior_priest_01	wh_main_emp_empire			False	True	emp_warrior_priest	1
dignitary	wh_main_art_set_emp_warrior_priest_02	wh_main_emp_empire			False	True	emp_warrior_priest	1
dignitary	wh_main_art_set_emp_warrior_priest_03	wh_main_emp_empire			False	True	emp_warrior_priest	1
dignitary	wh_main_art_set_emp_warrior_priest_04	wh_main_emp_empire			False	True	emp_warrior_priest	1
spy	wh_main_art_set_emp_witch_hunter_01	wh_main_emp_empire			False	True	emp_witch_hunter	1
spy	wh_main_art_set_emp_witch_hunter_02	wh_main_emp_empire			False	True	emp_witch_hunter	1
spy	wh_main_art_set_emp_witch_hunter_03	wh_main_emp_empire			False	True	emp_witch_hunter	1
spy	wh_main_art_set_emp_witch_hunter_04	wh_main_emp_empire			False	True	emp_witch_hunter	1
spy	wh_main_art_set_emp_witch_hunter_05	wh_main_emp_empire			False	True	emp_witch_hunter	1
general	wh_main_art_set_grn_azhag_the_slaughterer	wh_main_grn_greenskins			True	True	grn_azhag_the_slaughterer	1
spy	wh_main_art_set_grn_goblin_big_boss_01	wh_main_grn_greenskins			False	True	grn_goblin_big_boss	1.1
spy	wh_main_art_set_grn_goblin_big_boss_02	wh_main_grn_greenskins			False	True	grn_goblin_big_boss	1.1
spy	wh_main_art_set_grn_goblin_big_boss_03	wh_main_grn_greenskins			False	True	grn_goblin_big_boss	1.1
general	wh_main_art_set_grn_goblin_great_shaman_01				False	True	grn_goblin_great_shaman	1.1
general	wh_main_art_set_grn_goblin_great_shaman_02				False	True	grn_goblin_great_shaman	1.1
general	wh_main_art_set_grn_goblin_great_shaman_03				False	True	grn_goblin_great_shaman	1.1
general	wh_main_art_set_grn_goblin_great_shaman_04				False	True	grn_goblin_great_shaman	1.1
general	wh_main_art_set_grn_goblin_great_shaman_05				False	True	grn_goblin_great_shaman	1.1
general	wh_main_art_set_grn_goblin_great_shaman_06				False	True	grn_goblin_great_shaman	1.1
general	wh_main_art_set_grn_grimgor_ironhide	wh_main_grn_greenskins			True	True	grn_grimgor_ironhide	1
wizard	wh_main_art_set_grn_night_goblin_shaman_01	wh_main_grn_greenskins			False	True	grn_night_goblin_shaman	1.1
wizard	wh_main_art_set_grn_night_goblin_shaman_02	wh_main_grn_greenskins			False	True	grn_night_goblin_shaman	1.1
wizard	wh_main_art_set_grn_night_goblin_shaman_03	wh_main_grn_greenskins			False	True	grn_night_goblin_shaman	1.1
wizard	wh_main_art_set_grn_night_goblin_shaman_04	wh_main_grn_greenskins			False	True	grn_night_goblin_shaman	1.1
wizard	wh_main_art_set_grn_night_goblin_shaman_05	wh_main_grn_greenskins			False	True	grn_night_goblin_shaman	1.1
wizard	wh_main_art_set_grn_night_goblin_shaman_06	wh_main_grn_greenskins			False	True	grn_night_goblin_shaman	1.1
wizard	wh_main_art_set_grn_orc_shaman_01	wh_main_grn_greenskins			False	True	grn_orc_shaman	1
wizard	wh_main_art_set_grn_orc_shaman_02	wh_main_grn_greenskins			False	True	grn_orc_shaman	1
wizard	wh_main_art_set_grn_orc_shaman_03	wh_main_grn_greenskins			False	True	grn_orc_shaman	1
wizard	wh_main_art_set_grn_orc_shaman_04	wh_main_grn_greenskins			False	True	grn_orc_shaman	1
general	wh_main_art_set_grn_orc_warboss_01				False	True	grn_orc_warboss	1
general	wh_main_art_set_grn_orc_warboss_02				False	True	grn_orc_warboss	1
general	wh_main_art_set_grn_orc_warboss_03				False	True	grn_orc_warboss	1
general	wh_main_art_set_grn_orc_warboss_04				False	True	grn_orc_warboss	1
general	wh_main_art_set_grn_orc_warboss_05				False	True	grn_orc_warboss	1
champion	wh_main_art_set_ksl_captain		wh_main_sc_ksl_kislev		False	True	ksl_captain	1
wizard	wh_main_art_set_ksl_celestial_wizard		wh_main_sc_ksl_kislev		False	True	ksl_celestial_wizard	1
general	wh_main_art_set_ksl_general_01	wh_main_emp_empire			False	True	ksl_lord	1
general	wh_main_art_set_ksl_general_02	wh_main_emp_empire			False	True	ksl_lord	1
general	wh_main_art_set_ksl_general_03	wh_main_emp_empire			False	True	ksl_lord	1
general	wh_main_art_set_ksl_general_04	wh_main_emp_empire			False	True	ksl_lord	1
general	wh_main_art_set_ksl_general_05	wh_main_emp_empire			False	True	ksl_lord	1
wizard	wh_main_art_set_nor_chaos_sorcerer_metal		wh_main_sc_nor_norsca		False	True	nor_chaos_sorcerer_metal	1
general	wh_main_art_set_nor_marauder_chieftain_01				False	True	nor_marauder_chieftain	1
general	wh_main_art_set_nor_marauder_chieftain_02				False	True	nor_marauder_chieftain	1
general	wh_main_art_set_nor_marauder_chieftain_03				False	True	nor_marauder_chieftain	1
general	wh_main_art_set_nor_marauder_chieftain_04				False	True	nor_marauder_chieftain	1
general	wh_main_art_set_nor_sorcerer_lord_metal		wh_main_sc_nor_norsca		False	True	nor_sorcerer_lord_metal	1
wizard	wh_main_art_set_teb_bright_wizard		wh_main_sc_teb_teb		False	True	teb_bright_wizard	1
champion	wh_main_art_set_teb_captain		wh_main_sc_teb_teb		False	True	teb_captain	1
general	wh_main_art_set_teb_general_01	wh_main_emp_empire			False	True	teb_lord	1
general	wh_main_art_set_teb_general_02	wh_main_emp_empire			False	True	teb_lord	1
general	wh_main_art_set_teb_general_03	wh_main_emp_empire			False	True	teb_lord	1
general	wh_main_art_set_teb_general_04	wh_main_emp_empire			False	True	teb_lord	1
general	wh_main_art_set_teb_general_05	wh_main_emp_empire			False	True	teb_lord	1
spy	wh_main_art_set_vmp_banshee_01	wh_main_vmp_vampire_counts			False	False	vmp_banshee	1
spy	wh_main_art_set_vmp_banshee_02	wh_main_vmp_vampire_counts			False	False	vmp_banshee	1
spy	wh_main_art_set_vmp_banshee_03	wh_main_vmp_vampire_counts			False	False	vmp_banshee	1
general	wh_main_art_set_vmp_heinrich_kemmler	wh_main_vmp_vampire_counts			True	True	vmp_heinrich_kemmler	1
general	wh_main_art_set_vmp_lord_01				False	True	vmp_lord	1
general	wh_main_art_set_vmp_lord_02				False	True	vmp_lord	1
general	wh_main_art_set_vmp_lord_03				False	True	vmp_lord	1
general	wh_main_art_set_vmp_lord_04				False	True	vmp_lord	1
general	wh_main_art_set_vmp_lord_05				False	True	vmp_lord	1
general	wh_main_art_set_vmp_mannfred_von_carstein	wh_main_vmp_vampire_counts			True	True	vmp_mannfred_von_carstein	1
general	wh_main_art_set_vmp_master_necromancer_01				False	True	vmp_master_necromancer	1
general	wh_main_art_set_vmp_master_necromancer_02				False	True	vmp_master_necromancer	1
general	wh_main_art_set_vmp_master_necromancer_03				False	True	vmp_master_necromancer	1
general	wh_main_art_set_vmp_master_necromancer_04				False	True	vmp_master_necromancer	1
wizard	wh_main_art_set_vmp_necromancer_01	wh_main_vmp_vampire_counts			False	True	vmp_necromancer	1
wizard	wh_main_art_set_vmp_necromancer_02	wh_main_vmp_vampire_counts			False	True	vmp_necromancer	1
wizard	wh_main_art_set_vmp_necromancer_03	wh_main_vmp_vampire_counts			False	True	vmp_necromancer	1
dignitary	wh_main_art_set_vmp_vampire_01	wh_main_vmp_vampire_counts			False	False		1
dignitary	wh_main_art_set_vmp_vampire_02	wh_main_vmp_vampire_counts			False	False		1
dignitary	wh_main_art_set_vmp_vampire_03	wh_main_vmp_vampire_counts			False	False		1
champion	wh_main_art_set_vmp_wight_king_01	wh_main_vmp_vampire_counts			False	True	vmp_wight_king	1
champion	wh_main_art_set_vmp_wight_king_02	wh_main_vmp_vampire_counts			False	True	vmp_wight_king	1
champion	wh_main_art_set_vmp_wight_king_03	wh_main_vmp_vampire_counts			False	True	vmp_wight_king	1
champion	wh_main_art_set_vmp_wight_king_04	wh_main_vmp_vampire_counts			False	True	vmp_wight_king	1
general	wh_main_qb_art_set_emp_captain_01_general	wh_main_emp_empire			True	True	emp_captain	1
general	wh_main_qb_art_set_emp_light_wizard_general	wh_main_emp_empire			True	True	emp_light_wizard	1
general	wh_main_qb_art_set_grn_goblin_big_boss_01_general	wh_main_grn_greenskins			True	True	grn_goblin_big_boss	1.1
general	wh_pro01_art_set_dwf_grombrindal	wh_main_dwf_dwarfs			False	True	pro01_dwf_grombrindal	1
general	wh_pro02_art_set_vmp_isabella	wh_main_vmp_vampire_counts			False	True	pro02_vmp_isabella_von_carstein	1
