regions_tables
5
key	r	g	b	owner_bundle	native
wh2_main_vor_tiranoc_salvation_isle	220	68	245		hef
wh2_main_vor_tiranoc_the_high_vale	46	106	204		hef
wh2_main_vor_tiranoc_tor_anroc	190	183	109		hef
wh2_main_vor_tiranoc_whitepeak	209	86	139		hef
wh2_main_vor_unicorn_gate	221	219	21		hef
wh2_main_vor_western_jungles_deaths-head_monoliths	166	221	210		lzd
wh2_main_vor_western_jungles_statues_of_the_gods	157	242	63		lzd
wh2_main_vor_western_jungles_tlaqua	146	78	204		lzd
wh2_main_yvresse_elessaeli	211	151	49		hef
wh2_main_yvresse_tor_yvresse	38	32	197		hef
wh_main_athel_loren_crag_halls	210	5	0		emp
wh_main_athel_loren_vauls_anvil	195	112	147		emp
wh_main_athel_loren_waterfall_palace	184	48	29		emp
wh_main_athel_loren_yn_edryl_korian	78	18	109		emp
wh_main_averland_averheim	83	8	255		emp
wh_main_averland_grenzstadt	31	41	172		emp
wh_main_bastonne_et_montfort_castle_bastonne	245	131	190		brt
wh_main_bastonne_et_montfort_montfort	238	91	120		brt
wh_main_black_mountains_karak_angazhar	142	37	151		grn
wh_main_black_mountains_karak_hirn	69	142	123		dwf
wh_main_black_mountains_mighdal_vongalbarak	190	96	25		dwf
wh_main_blightwater_deff_gorge	183	205	46	wh_main_region_pillar_of_bone	grn
wh_main_blightwater_karak_azgal	235	96	249		grn
wh_main_blightwater_kradtommen	225	123	158		dwf
wh_main_blightwater_misty_mountain	157	10	183		dwf
wh_main_blood_river_valley_barag_dawazbag	118	184	169		grn
wh_main_blood_river_valley_barak_varr	148	99	206		dwf
wh_main_blood_river_valley_dok_karaz	251	70	144		grn
wh_main_blood_river_valley_varenka_hills	220	189	94		dwf
wh_main_bordeleaux_et_aquitaine_aquitaine	95	12	9		brt
wh_main_bordeleaux_et_aquitaine_bordeleaux	50	64	187		brt
wh_main_carcassone_et_brionne_brionne	240	33	227		brt
wh_main_carcassone_et_brionne_castle_carcassonne	199	105	218		brt
wh_main_chaos_wastes	235	6	223		emp
wh_main_couronne_et_languille_couronne	150	23	5		brt
wh_main_couronne_et_languille_languille	246	30	32		brt
wh_main_death_pass_iron_rock	170	130	177		grn
wh_main_death_pass_karag_dron	46	181	227		grn
wh_main_death_pass_karak_drazh	152	157	251		grn
wh_main_desolation_of_nagash_black_iron_mine	43	197	56		grn
wh_main_desolation_of_nagash_karak_azul	194	149	54		dwf
wh_main_desolation_of_nagash_spitepeak	230	107	6		dwf
wh_main_eastern_badlands_crooked_fang_fort	122	39	206		grn
wh_main_eastern_badlands_dringorackaz	250	42	127		dwf
wh_main_eastern_badlands_karak_eight_peaks	45	230	239		grn
wh_main_eastern_badlands_valayas_sorrow	204	216	203		grn
wh_main_eastern_border_princes_akendorf	185	53	125		emp
wh_main_eastern_border_princes_matorca	198	115	90		emp
wh_main_eastern_oblast_praag	249	242	228		emp
wh_main_eastern_oblast_volksgrad	72	162	131		emp
wh_main_eastern_sylvania_castle_drakenhof	94	178	248		vmp
wh_main_eastern_sylvania_eschen	215	34	12		vmp
wh_main_eastern_sylvania_waldenhof	164	245	254		vmp
wh_main_estalia_bilbali	213	162	76		emp
wh_main_estalia_magritta	50	199	42		emp
wh_main_estalia_tobaro	92	217	15		emp
wh_main_forest_of_arden_castle_artois	21	184	115		brt
wh_main_forest_of_arden_gisoreux	157	34	225		brt
wh_main_gianthome_mountains_khazid_bordkarag	125	125	63		dwf
wh_main_gianthome_mountains_kraka_drak	93	83	42		dwf
wh_main_gianthome_mountains_sjoktraken	82	79	107		dwf
wh_main_goromandy_mountains_baersonlings_camp	140	10	76		emp
wh_main_goromandy_mountains_frozen_landing	165	104	177		emp
wh_main_helspire_mountains_graeling_moot	118	202	209		emp
wh_main_helspire_mountains_serpent_jetty	30	98	63		emp
wh_main_helspire_mountains_the_monolith_of_katam	56	216	186		emp
wh_main_hochland_brass_keep	116	109	88		emp
wh_main_hochland_hergig	147	112	83		emp
wh_main_ice_tooth_mountains_doomkeep	85	133	67		emp
wh_main_ice_tooth_mountains_icedrake_fjord	55	197	188		emp
wh_main_ice_tooth_mountains_longship_graveyard	187	98	48		emp
wh_main_lyonesse_lyonesse	187	165	83		brt
wh_main_lyonesse_mousillon	174	197	56		vmp
wh_main_middenland_carroburg	166	89	91		emp
wh_main_middenland_middenheim	209	194	5		emp
wh_main_middenland_weismund	59	61	49		emp
wh_main_mountains_of_hel_aeslings_conclave	155	136	67		emp
wh_main_mountains_of_hel_altar_of_spawns	190	175	145		emp
wh_main_mountains_of_hel_winter_pyre	224	203	159		emp
wh_main_mountains_of_naglfari_naglfari_plain	135	182	31		emp
wh_main_mountains_of_naglfari_varg_camp	185	60	37		emp
wh_main_nordland_dietershafen	26	191	84		emp
wh_main_nordland_salzenmund	159	37	96		emp
wh_main_northern_grey_mountains_blackstone_post	112	170	240		dwf
wh_main_northern_grey_mountains_grung_zint	173	5	184		grn
wh_main_northern_grey_mountains_karak_ziflin	15	212	119		dwf
wh_main_northern_oblast_fort_ostrosk	237	95	252		emp
wh_main_northern_oblast_fort_straghov	90	187	113		emp
wh_main_northern_worlds_edge_mountains_karak_ungor	16	99	83		grn
wh_main_northern_worlds_edge_mountains_khazid_irkulaz	193	23	105		grn
wh_main_ostermark_bechafen	114	251	182		emp
wh_main_ostermark_essen	236	224	238		emp
wh_main_ostland_castle_von_rauken	143	242	1		emp
wh_main_ostland_norden	234	22	230		emp
wh_main_ostland_wolfenburg	171	25	102		emp
wh_main_parravon_et_quenelles_parravon	125	26	124		brt
wh_main_parravon_et_quenelles_quenelles	103	89	119		brt
wh_main_peak_pass_gnashraks_lair	24	162	25		grn
wh_main_peak_pass_karak_kadrin	234	252	229		dwf
wh_main_reikland_altdorf	3	123	70		emp
wh_main_reikland_eilhart	98	160	53		emp
wh_main_reikland_grunburg	166	227	43		emp
wh_main_reikland_helmgart	235	174	104		emp
wh_main_rib_peaks_grom_peak	33	207	195		grn
wh_main_rib_peaks_mount_gunbad	66	62	120		grn
wh_main_riv_reik	127	171	179		emp
wh_main_riv_talabec	143	187	28		emp
wh_main_sea_gulf_of_kislev	252	41	85		emp
wh_main_sea_kraken_sea	200	173	17		emp
wh_main_sea_lake	192	165	76		emp
wh_main_sea_middle_sea	87	252	178		emp
wh_main_sea_sea_of_chaos	126	195	94		emp
wh_main_sea_sea_of_claws	8	251	231		emp
wh_main_sea_southern_straits_of_the_great_ocean	30	234	19		emp
wh_main_sea_the_black_gulf	130	24	219		emp
wh_main_sea_the_frozen_sea	150	212	31		emp
wh_main_sea_the_great_ocean	114	78	209		emp
wh_main_sea_the_pirate_coast	146	28	204		emp
wh_main_sea_tilean_sea	193	111	189		emp
wh_main_sea_unknown_seas	124	156	185		emp
wh_main_sea_western_straits_of_the_great_ocean	92	1	16		emp
wh_main_southern_badlands_agrul_migdhal	237	121	75		grn
wh_main_southern_badlands_galbaraz	114	19	218		grn
wh_main_southern_badlands_gor_gazan	101	123	156		grn
wh_main_southern_badlands_gronti_mingol	115	249	239		grn
wh_main_southern_grey_mountains_grimhold	236	77	21		dwf
wh_main_southern_grey_mountains_karak_azgaraz	157	249	124		grn
wh_main_southern_grey_mountains_karak_norn	245	187	168		dwf
wh_main_southern_oblast_fort_jakova	243	116	48		emp
wh_main_southern_oblast_kislev	106	80	21		emp
wh_main_southern_oblast_zavastra	122	238	4		emp
wh_main_stirland_the_moot	43	164	252		emp
wh_main_stirland_wurtbad	32	248	154		emp
wh_main_talabecland_kemperbad	121	38	130		emp
wh_main_talabecland_talabheim	69	244	167		emp
wh_main_the_silver_road_karaz_a_karak	253	123	167		dwf
wh_main_the_silver_road_mount_squighorn	51	211	41		grn
wh_main_the_silver_road_the_pillars_of_grungni	48	11	177		grn
wh_main_the_vaults_karak_bhufdar	129	245	70		grn
wh_main_the_vaults_karak_izor	69	198	188		dwf
wh_main_the_vaults_zarakzil	133	221	62		grn
wh_main_the_wasteland_gorssel	147	170	248		emp
wh_main_the_wasteland_marienburg	217	17	38		emp
wh_main_tilea_luccini	49	88	247		emp
wh_main_tilea_miragliano	106	23	217		emp
wh_main_troll_country_erengrad	203	82	246		emp
wh_main_troll_country_zoishenk	45	248	163		emp
wh_main_trollheim_mountains_bay_of_blades	248	108	167		emp
wh_main_trollheim_mountains_sarl_encampment	229	192	243		emp
wh_main_trollheim_mountains_the_tower_of_khrakk	118	199	100		emp
wh_main_unknown_terrain	96	9	84		emp
wh_main_vanaheim_mountains_bjornlings_gathering	191	84	28		emp
wh_main_vanaheim_mountains_pack_ice_bay	152	202	29		emp
wh_main_vanaheim_mountains_troll_fjord	120	100	52		emp
wh_main_western_badlands_bitterstone_mine	11	206	22		grn
wh_main_western_badlands_dragonhorn_mines	248	119	254		grn
wh_main_western_badlands_ekrund	76	161	168		grn
wh_main_western_badlands_stonemine_tower	52	233	149		grn
wh_main_western_border_princes_myrmidens	34	170	117		emp
wh_main_western_border_princes_zvorak	114	80	115		emp
wh_main_western_sylvania_castle_templehof	234	211	72		vmp
wh_main_western_sylvania_fort_oberstyre	254	199	86		vmp
wh_main_western_sylvania_schwartzhafen	88	27	111		vmp
wh_main_wissenland_nuln	213	154	139		emp
wh_main_wissenland_pfeildorf	143	231	19		emp
wh_main_wissenland_wissenburg	14	26	229		emp
wh_main_yn_edri_eternos_the_oak_of_ages	176	149	236		emp
wh_main_zhufbar_karag_dromar	216	35	98		dwf
wh_main_zhufbar_oakenhammer	205	253	81		dwf
wh_main_zhufbar_zhufbar	58	159	42		dwf
