campaign_settlement_display_buildings_tables
6
display_building_key	unknown1	unknown2	unknown3	unknown4	unknown5	unknown6	unknown7	unknown8	unknown9	unknown10
wh2_main_building_def_settlement_minor_1	660	0	prefabs\campaign\def_minor_01.bmd	prefabs\campaign\def_port_minor_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\def_port_minor_04.bmd	prefabs\campaign\def_minor_04.bmd
wh2_main_building_def_settlement_minor_2	668	0	prefabs\campaign\def_minor_02.bmd	prefabs\campaign\def_port_minor_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\def_port_minor_04.bmd	prefabs\campaign\def_minor_04.bmd
wh2_main_building_def_settlement_minor_3	669	0	prefabs\campaign\def_minor_03.bmd	prefabs\campaign\def_port_minor_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\def_port_minor_04.bmd	prefabs\campaign\def_minor_04.bmd
wh2_main_building_hef_settlement_minor_1	672	0	prefabs\campaign\hef_minor_01.bmd	prefabs\campaign\hef_port_minor_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\hef_port_minor_04.bmd	prefabs\campaign\hef_minor_04.bmd
wh2_main_building_hef_settlement_minor_2	680	0	prefabs\campaign\hef_minor_02.bmd	prefabs\campaign\hef_port_minor_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\hef_port_minor_04.bmd	prefabs\campaign\hef_minor_04.bmd
wh2_main_building_hef_settlement_minor_3	683	0	prefabs\campaign\hef_minor_03.bmd	prefabs\campaign\hef_port_minor_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\hef_port_minor_04.bmd	prefabs\campaign\hef_minor_04.bmd
wh_main_building_brt_settlement_major_3	70	0	prefabs/campaign/bretonnia_major_level_3.bmd	prefabs/campaign/bretonnia_port_major_level_3.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/bretonnia_port_major_level_3.bmd	prefabs/campaign/bretonnia_major_level_3.bmd
wh2_main_building_lzd_settlement_major_1	723	0	prefabs\campaign\lzd_major_01.bmd	prefabs\campaign\lzd_port_major_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\lzd_port_major_01.bmd	prefabs\campaign\lzd_major_01.bmd
wh2_main_building_lzd_settlement_major_2	725	0	prefabs\campaign\lzd_major_02.bmd	prefabs\campaign\lzd_port_major_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\lzd_port_major_02.bmd	prefabs\campaign\lzd_major_02.bmd
wh2_main_building_lzd_settlement_major_3	729	0	prefabs\campaign\lzd_major_03.bmd	prefabs\campaign\lzd_port_major_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\lzd_port_major_03.bmd	prefabs\campaign\lzd_major_03.bmd
wh2_main_building_lzd_settlement_major_4	738	0	prefabs\campaign\lzd_major_04.bmd	prefabs\campaign\lzd_port_major_04.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\lzd_port_major_04.bmd	prefabs\campaign\lzd_major_04.bmd
wh2_main_building_lzd_settlement_major_5	740	0	prefabs\campaign\lzd_major_05.bmd	prefabs\campaign\lzd_port_major_05.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\lzd_port_major_05.bmd	prefabs\campaign\lzd_major_05.bmd
wh2_main_building_lzd_settlement_minor_1	741	0	prefabs\campaign\lzd_minor_01.bmd	prefabs\campaign\lzd_port_minor_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\lzd_port_minor_04.bmd	prefabs\campaign\lzd_minor_04.bmd
wh2_main_building_lzd_settlement_minor_2	748	0	prefabs\campaign\lzd_minor_02.bmd	prefabs\campaign\lzd_port_minor_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\lzd_port_minor_04.bmd	prefabs\campaign\lzd_minor_04.bmd
wh2_main_building_lzd_settlement_minor_3	749	0	prefabs\campaign\lzd_minor_03.bmd	prefabs\campaign\lzd_port_minor_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\lzd_port_minor_04.bmd	prefabs\campaign\lzd_minor_04.bmd
wh_dlc05_building_wef_outpost_1	750	0	prefabs\campaign\wef_outpost_01.bmd	prefabs\campaign\wef_outpost_port_01.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd		
wh2_main_building_skv_settlement_skavenblight_1	754	0	prefabs\campaign\skv_skavenblight_01.bmd	prefabs\campaign\skv_skavenblight_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\skv_skavenblight_01.bmd	prefabs\campaign\skv_skavenblight_01.bmd
wh2_main_building_skv_settlement_skavenblight_2	757	0	prefabs\campaign\skv_skavenblight_02.bmd	prefabs\campaign\skv_skavenblight_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\skv_skavenblight_02.bmd	prefabs\campaign\skv_skavenblight_02.bmd
wh2_main_building_skv_settlement_skavenblight_3	767	0	prefabs\campaign\skv_skavenblight_03.bmd	prefabs\campaign\skv_skavenblight_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\skv_skavenblight_03.bmd	prefabs\campaign\skv_skavenblight_03.bmd
wh_main_building_brt_settlement_major_4	77	0	prefabs/campaign/bretonnia_major_level_4.bmd	prefabs/campaign/bretonnia_port_major_level_4.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/bretonnia_port_major_level_4.bmd	prefabs/campaign/bretonnia_major_level_4.bmd
wh2_main_horde_rogue_settlement_1	776590816	0	prefabs\campaign\rogue_minor_encampment.bmd							
wh2_main_building_skv_settlement_skavenblight_4	777	0	prefabs\campaign\skv_skavenblight_04.bmd	prefabs\campaign\skv_skavenblight_04.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\skv_skavenblight_04.bmd	prefabs\campaign\skv_skavenblight_04.bmd
wh2_main_building_skv_settlement_skavenblight_5	783	0	prefabs\campaign\skv_skavenblight_05.bmd	prefabs\campaign\skv_skavenblight_05.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\skv_skavenblight_05.bmd	prefabs\campaign\skv_skavenblight_05.bmd
wh2_main_lzd_ruin	785	0	prefabs\campaign\lzd_minor_00_ruin.bmd	prefabs\campaign\lzd_port_minor_00_ruin.bmd					prefabs\campaign\lzd_port_minor_00_ruin.bmd	prefabs\campaign\lzd_minor_00_ruin.bmd
wh2_main_special_fortress_gate_eagle	794	0	prefabs\campaign\hef_fortress_gate_eagle.bmd	prefabs\campaign\hef_fortress_gate_eagle.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\hef_fortress_gate_eagle.bmd	prefabs\campaign\hef_fortress_gate_eagle.bmd
wh2_main_special_fortress_gate_ruin	802	0	prefabs\campaign\hef_fortress_gate_ruin.bmd	prefabs\campaign\hef_fortress_gate_ruin.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\hef_fortress_gate_ruin.bmd	prefabs\campaign\hef_fortress_gate_ruin.bmd
wh2_main_special_fortress_gate_griffon	806	0	prefabs\campaign\hef_fortress_gate_griffon.bmd	prefabs\campaign\hef_fortress_gate_griffon.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\hef_fortress_gate_griffon.bmd	prefabs\campaign\hef_fortress_gate_griffon.bmd
wh2_main_special_fortress_gate_phoenix	808	0	prefabs\campaign\hef_fortress_gate_phoenix.bmd	prefabs\campaign\hef_fortress_gate_phoenix.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\hef_fortress_gate_phoenix.bmd	prefabs\campaign\hef_fortress_gate_phoenix.bmd
wh_main_building_brt_settlement_major_5	81	0	prefabs/campaign/bretonnia_major_level_5.bmd	prefabs/campaign/bretonnia_port_major_level_5.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/bretonnia_port_major_level_5.bmd	prefabs/campaign/bretonnia_major_level_5.bmd
wh2_main_special_fortress_gate_unicorn	816	0	prefabs\campaign\hef_fortress_gate_unicorn.bmd	prefabs\campaign\hef_fortress_gate_unicorn.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\hef_fortress_gate_unicorn.bmd	prefabs\campaign\hef_fortress_gate_unicorn.bmd
wh_main_building_brt_settlement_minor_1	89	0	prefabs/campaign/bretonnia_minor_level_1.bmd	prefabs/campaign/bretonnia_port_minor_level_1.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/bretonnia_port_minor_level_4.bmd	prefabs/campaign/bretonnia_minor_level_4.bmd
wh_main_building_brt_settlement_minor_2	93	0	prefabs/campaign/bretonnia_minor_level_2.bmd	prefabs/campaign/bretonnia_port_minor_level_2.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/bretonnia_port_minor_level_4.bmd	prefabs/campaign/bretonnia_minor_level_4.bmd
wh_main_building_brt_settlement_minor_3	98	0	prefabs/campaign/bretonnia_minor_level_3.bmd	prefabs/campaign/bretonnia_port_minor_level_3.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/bretonnia_port_minor_level_4.bmd	prefabs/campaign/bretonnia_minor_level_4.bmd
