ancillaries_tables
16
key	type	applies_to	transferrable	unique_to_world	unique_to_faction	precedence	start_date	end_date	avatar_skill	avatar_special_ability	legendary_item	mp_exclusive	is_wife_ancillary	category	min_starting_age	max_starting_age	min_expiry_age	max_expiry_age	immortal	provided_bodyguard_unit	provided_banner	uniqueness_score	turns_before_swap_allowed	subcategory	randomly_dropped
wh2_main_anc_follower_lzd_zoat	wh2_main_anc_lzd_skink_scribe	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_sea_cucumber	wh2_main_anc_skv_sea_cucumber	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_skv_artefact_hunter	wh2_main_anc_skv_warrior	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_skv_bell_polisher	wh2_main_anc_skv_servant	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_skv_bodyguard	wh2_main_anc_skv_warrior	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_skv_chemist	wh2_main_anc_skv_warplock_engineer	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_skv_clerk	wh2_main_anc_skv_servant	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_skv_engineering_student	wh2_main_anc_skv_warplock_engineer	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_skv_female	wh2_main_anc_skv_servant	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_skv_hell_pit_attendant	wh2_main_anc_skv_servant	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_skv_mechanic	wh2_main_anc_skv_warplock_engineer	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_skv_messenger	wh2_main_anc_skv_servant	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_skv_pet_wolf_rat	wh2_main_anc_skv_servant	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_skv_saboteur	wh2_main_anc_skv_assassin	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_skv_sacrificial_victim_dwarf	wh_main_anc_dwarfs_dwarf	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_skv_sacrificial_victim_lizardman	wh2_main_anc_lzd_skink_servant	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_skv_scavenger_1	wh2_main_anc_skv_servant	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_skv_scribe	wh2_main_anc_skv_servant	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_skv_sculptor	wh2_main_anc_skv_servant	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_skv_slave_human	wh_main_anc_human_man	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_skv_slave_skv	wh2_main_anc_hef_scholar	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_skv_trainee_assassin	wh2_main_anc_skv_assassin	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_magic_standard_banner_of_ellyrion	wh2_main_anc_magic_standard_banner_of_ellyrion	.	True	False	False	1	0	9999	False	False	False	False	False	general	16	30	30	50	True		wh2_main_banner_magic_standard_banner_of_ellyrion	15	0	banner	True
wh2_main_anc_magic_standard_banner_of_murder	wh2_main_anc_magic_standard_banner_of_murder	.	True	False	False	1	0	9999	False	False	False	False	False	general	16	30	30	50	True		wh2_main_banner_magic_standard_banner_of_murder	45	0	banner	True
wh2_main_anc_magic_standard_banner_of_the_under_empire	wh2_main_anc_magic_standard_banner_of_the_under_empire	.	True	False	False	1	0	9999	False	False	False	False	False	general	16	30	30	50	True		wh2_main_banner_magic_standard_banner_of_the_under_empire	25	0	banner	True
wh2_main_anc_magic_standard_banner_of_the_world_dragon	wh2_main_anc_magic_standard_banner_of_the_world_dragon	.	True	False	False	1	0	9999	False	False	False	False	False	general	16	30	30	50	True		wh2_main_banner_magic_standard_banner_of_the_world_dragon	50	0	banner	True
wh2_main_anc_magic_standard_banner_of_verminous_scurrying	wh2_main_anc_magic_standard_banner_of_verminous_scurrying	.	True	False	False	1	0	9999	False	False	False	False	False	general	16	30	30	50	True		wh2_main_banner_magic_standard_banner_of_verminous_scurrying	10	0	banner	True
wh2_main_anc_magic_standard_battle_banner	wh2_main_anc_magic_standard_battle_banner	.	True	False	False	1	0	9999	False	False	False	False	False	general	16	30	30	50	True		wh2_main_banner_magic_standard_battle_banner	80	0	banner	True
wh2_main_anc_magic_standard_dread_banner	wh2_main_anc_magic_standard_dread_banner	.	True	False	False	1	0	9999	False	False	False	False	False	general	16	30	30	50	True		wh2_main_banner_magic_standard_dread_banner	75	0	banner	True
wh2_main_anc_magic_standard_dwarf_hide_banner	wh2_main_anc_magic_standard_dwarf_hide_banner	.	True	False	False	1	0	9999	False	False	False	False	False	general	16	30	30	50	True		wh2_main_banner_magic_standard_dwarf_hide_banner	15	0	banner	True
wh2_main_anc_magic_standard_grand_banner_of_clan_superiority	wh2_main_anc_magic_standard_grand_banner_of_clan_superiority	.	True	False	False	1	0	9999	False	False	False	False	False	general	16	30	30	50	True		wh2_main_banner_magic_standard_grand_banner_of_clan_superiority	30	0	banner	True
wh2_main_anc_magic_standard_horn_of_isha	wh2_main_anc_magic_standard_horn_of_isha	.	True	False	False	1	0	9999	False	False	False	False	False	general	16	30	30	50	True		wh2_main_banner_magic_standard_horn_of_isha	50	0	banner	True
wh2_main_anc_magic_standard_huanchis_blessed_totem	wh2_main_anc_magic_standard_huanchis_blessed_totem	.	True	False	False	1	0	9999	False	False	False	False	False	general	16	30	30	50	True		wh2_main_banner_magic_standard_huanchis_blessed_totem	25	0	banner	True
wh2_main_anc_magic_standard_hydra_banner	wh2_main_anc_magic_standard_hydra_banner	.	True	False	False	1	0	9999	False	False	False	False	False	general	16	30	30	50	True		wh2_main_banner_magic_standard_hydra_banner	80	0	banner	True
wh2_main_anc_magic_standard_lion_standard	wh2_main_anc_magic_standard_lion_standard	.	True	False	False	1	0	9999	False	False	False	False	False	general	16	30	30	50	True		wh2_main_banner_magic_standard_lion_standard	25	0	banner	True
wh2_main_anc_magic_standard_sacred_banner_of_the_horned_rat	wh2_main_anc_magic_standard_sacred_banner_of_the_horned_rat	.	True	False	False	1	0	9999	False	False	False	False	False	general	16	30	30	50	True		wh2_main_banner_magic_standard_sacred_banner_of_the_horned_rat	70	0	banner	True
wh2_main_anc_magic_standard_sea_serpent_standard	wh2_main_anc_magic_standard_sea_serpent_standard	.	True	False	False	1	0	9999	False	False	False	False	False	general	16	30	30	50	True		wh2_main_banner_magic_standard_sea_serpent_standard	25	0	banner	True
wh2_main_anc_magic_standard_shroud_of_dripping_death	wh2_main_anc_magic_standard_shroud_of_dripping_death	.	True	False	False	1	0	9999	False	False	False	False	False	general	16	30	30	50	True		wh2_main_banner_magic_standard_shroud_of_dripping_death	30	0	banner	True
wh2_main_anc_magic_standard_skavenpelt_banner	wh2_main_anc_magic_standard_skavenpelt_banner	.	True	False	False	1	0	9999	False	False	False	False	False	general	16	30	30	50	True		wh2_main_banner_magic_standard_skavenpelt_banner	65	0	banner	True
wh2_main_anc_magic_standard_standard_of_hag_graef	wh2_main_anc_magic_standard_standard_of_hag_graef	.	True	False	False	1	0	9999	False	False	False	False	False	general	16	30	30	50	True		wh2_main_banner_magic_standard_standard_of_hag_graef	35	0	banner	True
wh2_main_anc_magic_standard_storm_banner	wh2_main_anc_magic_standard_storm_banner	.	True	False	False	1	0	9999	False	False	False	False	False	general	16	30	30	50	True		wh2_main_banner_magic_standard_storm_banner	50	0	banner	True
wh2_main_anc_magic_standard_sun_standard_of_chotec	wh2_main_anc_magic_standard_sun_standard_of_chotec	.	True	False	False	1	0	9999	False	False	False	False	False	general	16	30	30	50	True		wh2_main_banner_magic_standard_sun_standard_of_chotec	40	0	banner	True
wh2_main_anc_magic_standard_sunburst_standard_of_hexoatl	wh2_main_anc_magic_standard_sunburst_standard_of_hexoatl	.	False	False	False	1	0	9999	False	False	False	False	False	general	16	30	30	50	True		wh2_main_banner_magic_standard_sunburst_standard_of_hexoatl	200	0	banner	False
wh2_main_anc_magic_standard_the_blood_banner	wh2_main_anc_magic_standard_the_blood_banner	.	True	False	False	1	0	9999	False	False	False	False	False	general	16	30	30	50	True		wh2_main_banner_magic_standard_the_blood_banner	10	0	banner	True
wh2_main_anc_magic_standard_the_jaguar_standard	wh2_main_anc_magic_standard_the_jaguar_standard	.	True	False	False	1	0	9999	False	False	False	False	False	general	16	30	30	50	True		wh2_main_banner_magic_standard_the_jaguar_standard	50	0	banner	True
wh2_main_anc_magic_standard_totem_of_prophecy	wh2_main_anc_magic_standard_totem_of_prophecy	.	True	False	False	1	0	9999	False	False	False	False	False	general	16	30	30	50	True		wh2_main_banner_magic_standard_totem_of_prophecy	50	0	banner	True
wh2_main_anc_mount_def_death_hag_cauldron_of_blood	wh2_main_anc_mount_cauldron_of_blood	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_def_cha_death_hag_1		1	1		False
wh2_main_anc_mount_def_dreadlord_black_dragon	wh2_main_anc_mount_black_dragon	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_def_cha_dreadlord_4		1	1		False
wh2_main_anc_mount_def_dreadlord_cold_one	wh2_main_anc_mount_cold_one	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_def_cha_dreadlord_2		1	1		False
wh2_main_anc_mount_def_dreadlord_dark_pegasus	wh2_main_anc_mount_dark_pegasus	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_def_cha_dreadlord_5		1	1		False
wh2_main_anc_mount_def_dreadlord_dark_steed	wh2_main_anc_mount_dark_steed	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_def_cha_dreadlord_1		1	1		False
wh2_main_anc_mount_def_dreadlord_fem_black_dragon	wh2_main_anc_mount_black_dragon	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_def_cha_dreadlord_female_4		1	1		False
wh2_main_anc_mount_def_dreadlord_fem_cold_one	wh2_main_anc_mount_cold_one	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_def_cha_dreadlord_female_2		1	1		False
wh2_main_anc_mount_def_dreadlord_fem_dark_pegasus	wh2_main_anc_mount_dark_pegasus	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_def_cha_dreadlord_female_5		1	1		False
wh2_main_anc_mount_def_dreadlord_fem_dark_steed	wh2_main_anc_mount_dark_steed	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_def_cha_dreadlord_female_1		1	1		False
wh2_main_anc_mount_def_malekith_cold_one	wh2_main_anc_mount_cold_one	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_def_cha_malekith_1		1	1		False
wh2_main_anc_mount_def_malekith_cold_one_chariot	wh2_main_anc_mount_cold_one_chariot	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_def_cha_malekith_2		1	1		False
wh2_main_anc_mount_def_malekith_seraphon	wh2_main_anc_mount_black_dragon	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_def_cha_malekith_3		1	1		False
wh2_main_anc_mount_def_morathi_sulephet	wh2_main_anc_mount_dark_pegasus	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_def_cha_morathi_1		1	1		False
wh2_main_anc_mount_def_sorceress_dark_cold_one	wh2_main_anc_mount_cold_one	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_def_cha_sorceress_dark_2		1	1		False
wh2_main_anc_mount_def_sorceress_dark_dark_pegasus	wh2_main_anc_mount_dark_pegasus	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_def_cha_sorceress_dark_3		1	1		False
wh2_main_anc_mount_def_sorceress_dark_dark_steed	wh2_main_anc_mount_dark_steed	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_def_cha_sorceress_dark_1		1	1		False
wh2_main_anc_mount_def_sorceress_fire_cold_one	wh2_main_anc_mount_cold_one	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_def_cha_sorceress_fire_2		1	1		False
wh2_main_anc_mount_def_sorceress_fire_dark_pegasus	wh2_main_anc_mount_dark_pegasus	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_def_cha_sorceress_fire_3		1	1		False
wh2_main_anc_mount_def_sorceress_fire_dark_steed	wh2_main_anc_mount_dark_steed	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_def_cha_sorceress_fire_1		1	1		False
wh2_main_anc_mount_def_sorceress_shadow_cold_one	wh2_main_anc_mount_cold_one	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_def_cha_sorceress_shadow_2		1	1		False
wh2_main_anc_mount_def_sorceress_shadow_dark_pegasus	wh2_main_anc_mount_dark_pegasus	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_def_cha_sorceress_shadow_3		1	1		False
wh2_main_anc_mount_def_sorceress_shadow_dark_steed	wh2_main_anc_mount_dark_steed	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_def_cha_sorceress_shadow_1		1	1		False
wh2_main_anc_mount_hef_alastair_great_eagle	wh_dlc05_anc_mount_wef_great_eagle	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_hef_cha_alastair_3		1	1		False
wh2_main_anc_mount_hef_alastair_star_dragon	wh2_main_anc_mount_star_dragon	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_hef_cha_alastair_5		1	1		False
wh2_main_anc_mount_hef_alastair_sun_dragon	wh2_main_anc_mount_sun_dragon	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_hef_cha_alastair_4		1	1		False
wh2_main_anc_mount_hef_mage_high_elven_steed	wh2_main_anc_mount_elven_steed	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_hef_cha_mage_high_1		1	1		False
wh2_main_anc_mount_hef_mage_high_ithilmar_chariot	wh2_main_anc_mount_ithilmar_chariot	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_hef_cha_mage_high_4		1	1		False
wh2_main_anc_mount_hef_mage_life_elven_steed	wh2_main_anc_mount_elven_steed	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_hef_cha_mage_life_1		1	1		False
wh2_main_anc_mount_hef_mage_life_ithilmar_chariot	wh2_main_anc_mount_ithilmar_chariot	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_hef_cha_mage_life_4		1	1		False
wh2_main_anc_mount_hef_mage_light_elven_steed	wh2_main_anc_mount_elven_steed	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_hef_cha_mage_light_1		1	1		False
wh2_main_anc_mount_hef_mage_light_ithilmar_chariot	wh2_main_anc_mount_ithilmar_chariot	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_hef_cha_mage_light_4		1	1		False
wh2_main_anc_mount_hef_noble_barded_ithilmar_steed	wh2_main_anc_mount_barded_ithilmar_steed	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_hef_cha_noble_2		1	1		False
wh2_main_anc_mount_hef_noble_eagle	wh_dlc05_anc_mount_wef_great_eagle	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_hef_cha_noble_3		1	1		False
wh2_main_anc_mount_hef_noble_ithilmar_chariot	wh2_main_anc_mount_ithilmar_chariot	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_hef_cha_noble_4		1	1		False
wh2_main_anc_mount_hef_prince_barded_ithilmar_steed	wh2_main_anc_mount_barded_ithilmar_steed	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_hef_cha_prince_2		1	1		False
wh2_main_anc_mount_hef_prince_great_eagle	wh_dlc05_anc_mount_wef_great_eagle	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_hef_cha_prince_3		1	1		False
wh2_main_anc_mount_hef_prince_star_dragon	wh2_main_anc_mount_star_dragon	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_hef_cha_prince_5		1	1		False
wh2_main_anc_mount_hef_prince_sun_dragon	wh2_main_anc_mount_sun_dragon	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_hef_cha_prince_4		1	1		False
wh2_main_anc_mount_hef_princess_elven_steed	wh2_main_anc_mount_elven_steed	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_hef_cha_princess_1		1	1		False
wh2_main_anc_mount_hef_princess_great_eagle	wh_dlc05_anc_mount_wef_great_eagle	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_hef_cha_princess_3		1	1		False
wh2_main_anc_mount_hef_princess_moon_dragon	wh2_main_anc_mount_moon_dragon	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_hef_cha_princess_4		1	1		False
wh2_main_anc_mount_hef_princess_star_dragon	wh2_main_anc_mount_star_dragon	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_hef_cha_princess_5		1	1		False
wh2_main_anc_mount_hef_teclis_barded_ithilmar_steed	wh2_main_anc_mount_barded_ithilmar_steed	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_hef_cha_teclis_1		1	1		False
wh2_main_anc_mount_hef_tyrion_malhandhir	wh2_main_anc_mount_elven_steed	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_hef_cha_tyrion_1		1	1		False
wh2_main_anc_mount_lzd_kroq_gar_cold_one	wh2_main_anc_mount_cold_one	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_lzd_cha_kroq_gar_2		1	1		False
wh2_main_anc_mount_lzd_kroq_gar_grymloq	wh2_main_anc_mount_grymloq	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_lzd_cha_kroq_gar_1		1	1		False
wh2_main_anc_mount_lzd_kroq_gar_horned_one	wh2_main_anc_mount_horned_one	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_lzd_cha_kroq_gar_3		1	1		False
wh2_main_anc_mount_lzd_lord_mazdamundi_zlaaq	wh2_main_anc_mount_ancient_stegadon	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_lzd_cha_lord_mazdamundi_1		1	1		False
wh2_main_anc_mount_lzd_saurus_old_blood_carnosaur	wh2_main_anc_mount_carnosaur	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_lzd_cha_saurus_old_blood_2		1	1		False
wh2_main_anc_mount_lzd_saurus_old_blood_cold_one	wh2_main_anc_mount_cold_one	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_lzd_cha_saurus_old_blood_1		1	1		False
wh2_main_anc_mount_lzd_saurus_scar_veteran_carnosaur	wh2_main_anc_mount_carnosaur	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_lzd_cha_saurus_scar_veteran_2		1	1		False
wh2_main_anc_mount_lzd_saurus_scar_veteran_cold_one	wh2_main_anc_mount_cold_one	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_lzd_cha_saurus_scar_veteran_1		1	1		False
wh2_main_anc_mount_lzd_skink_chief_ancient_stegadon	wh2_main_anc_mount_ancient_stegadon	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_lzd_cha_skink_chief_3		1	1		False
wh2_main_anc_mount_lzd_skink_chief_stegadon	wh2_main_anc_mount_stegadon	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_lzd_cha_skink_chief_2		1	1		False
wh2_main_anc_mount_lzd_skink_chief_terradon	wh2_main_anc_mount_terradon	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_lzd_cha_skink_chief_1		1	1		False
wh2_main_anc_mount_lzd_skink_priest_beasts_ancient_stegadon	wh2_main_anc_mount_ancient_stegadon	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_lzd_cha_skink_priest_beasts_3		1	1		False
wh2_main_anc_mount_lzd_skink_priest_beasts_stegadon	wh2_main_anc_mount_stegadon	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_lzd_cha_skink_priest_beasts_2		1	1		False
wh2_main_anc_mount_lzd_skink_priest_beasts_terradon	wh2_main_anc_mount_terradon	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_lzd_cha_skink_priest_beasts_1		1	1		False
wh2_main_anc_mount_lzd_skink_priest_heavens_ancient_stegadon	wh2_main_anc_mount_ancient_stegadon	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_lzd_cha_skink_priest_heavens_3		1	1		False
wh2_main_anc_mount_lzd_skink_priest_heavens_stegadon	wh2_main_anc_mount_stegadon	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_lzd_cha_skink_priest_heavens_2		1	1		False
wh2_main_anc_mount_lzd_skink_priest_heavens_terradon	wh2_main_anc_mount_terradon	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_lzd_cha_skink_priest_heavens_1		1	1		False
wh2_main_anc_mount_skv_grey_seer_plague_screaming_bell	wh2_main_anc_mount_screaming_bell	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_skv_cha_grey_seer_plague_1		1	1		False
wh2_main_anc_mount_skv_grey_seer_ruin_screaming_bell	wh2_main_anc_mount_screaming_bell	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_skv_cha_grey_seer_ruin_1		1	1		False
wh2_main_anc_mount_skv_plague_priest_plague_furnace	wh2_main_anc_mount_plague_furnace	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_skv_cha_plague_priest_2		1	1		False
wh2_main_anc_mount_skv_warlord_bonebreaker	wh2_main_anc_mount_rat_ogre	.	False	False	False	1	0	9999	False	False	False	False	False	mount	16	30	30	50	True	wh2_main_skv_cha_warlord_1		1	1		False
wh2_main_anc_talisman_amber_amulet	wh_main_anc_talisman	.	True	False	False	1	0	9999	False	False	False	False	False	talisman	16	30	30	50	True			200	0		False
wh2_main_anc_talisman_amulet_of_fire	wh_main_anc_talisman	.	True	False	False	1	0	9999	False	False	False	False	False	talisman	16	30	30	50	True			20	0		True
wh2_main_anc_talisman_amulet_of_foresight	wh_main_anc_talisman	.	True	False	False	1	0	9999	False	False	False	False	False	talisman	16	30	30	50	True			150	0		False
wh2_main_anc_talisman_amulet_of_itzl	wh_main_anc_talisman	.	True	False	False	1	0	9999	False	False	False	False	False	talisman	16	30	30	50	True			30	0		True
wh2_main_anc_talisman_aura_of_quetzl	wh_main_anc_talisman	.	True	False	False	1	0	9999	False	False	False	False	False	talisman	16	30	30	50	True			40	0		True
wh2_main_anc_talisman_crown_of_black_iron	wh_main_anc_talisman	.	True	False	False	1	0	9999	False	False	False	False	False	talisman	16	30	30	50	True			35	0		True
wh2_main_anc_talisman_deathmask	wh_main_anc_talisman	.	True	False	False	1	0	9999	False	False	False	False	False	talisman	16	30	30	50	True			50	0		True
wh2_main_anc_talisman_diamond_guardian_phoenix	wh_main_anc_talisman	.	True	False	False	1	0	9999	False	False	False	False	False	talisman	16	30	30	50	True			150	0		False
wh2_main_anc_talisman_emerald_collar	wh_main_anc_talisman	.	True	False	False	1	0	9999	False	False	False	False	False	talisman	16	30	30	50	True			150	0		False
wh2_main_anc_talisman_foul_pendant	wh_main_anc_talisman	.	True	False	False	1	0	9999	False	False	False	False	False	talisman	16	30	30	50	True			30	0		True
wh2_main_anc_talisman_glyph_necklace	wh_main_anc_talisman	.	True	False	False	1	0	9999	False	False	False	False	False	talisman	16	30	30	50	True			30	0		True
wh2_main_anc_talisman_golden_crown_of_atrazar	wh_main_anc_talisman	.	True	False	False	1	0	9999	False	False	False	False	False	talisman	16	30	30	50	True			40	0		True
wh2_main_anc_talisman_loremasters_cloak	wh_main_anc_talisman	.	True	False	False	1	0	9999	False	False	False	False	False	talisman	16	30	30	50	True			40	0		True
wh2_main_anc_talisman_pearl_of_infinite_blackness	wh_main_anc_talisman	.	True	False	False	1	0	9999	False	False	False	False	False	talisman	16	30	30	50	True			25	0		True
wh2_main_anc_talisman_ring_of_darkness	wh_main_anc_talisman	.	True	False	False	1	0	9999	False	False	False	False	False	talisman	16	30	30	50	True			40	0		True
wh2_main_anc_talisman_ring_of_hotek	wh_main_anc_talisman	.	True	False	False	1	0	9999	False	False	False	False	False	talisman	16	30	30	50	True			50	0		True
wh2_main_anc_talisman_rival_hide_talisman	wh_main_anc_talisman	.	True	False	False	1	0	9999	False	False	False	False	False	talisman	16	30	30	50	True			15	0		True
wh2_main_anc_talisman_ruby_guardian_phoenix	wh_main_anc_talisman	.	True	False	False	1	0	9999	False	False	False	False	False	talisman	16	30	30	50	True			150	0		False
wh2_main_anc_talisman_sacred_incense	wh_main_anc_talisman	.	True	False	False	1	0	9999	False	False	False	False	False	talisman	16	30	30	50	True			150	0		False
wh2_main_anc_talisman_sapphire_guardian_phoenix	wh_main_anc_talisman	.	True	False	False	1	0	9999	False	False	False	False	False	talisman	16	30	30	50	True			150	0		False
wh2_main_anc_talisman_shadow_magnet_trinket	wh_main_anc_talisman	.	True	False	False	1	0	9999	False	False	False	False	False	talisman	16	30	30	50	True			30	0		True
wh2_main_anc_talisman_talisman_of_saphery	wh_main_anc_talisman	.	True	False	False	1	0	9999	False	False	False	False	False	talisman	16	30	30	50	True			35	0		True
