cdir_events_payloads_tables
0
effect_bundle_key	payload_key
wh_dlc03_payload_event_wandering_giants	wh_dlc03_payload_event_wandering_giants
wh_dlc03_bundle_gluttony	wh_dlc03_payload_gluttony
wh_dlc03_effect_hochland_war	wh_dlc03_payload_hochland_war
wh_dlc03_bundle_jabberslythe_battle	wh_dlc03_payload_jabberslythe_battle
wh_dlc03_effect_keep_the_eye	wh_dlc03_payload_keep_the_eye
wh_dlc03_bundle_moon_event_full_moon_success	wh_dlc03_payload_moon_event_full_moon
wh_dlc03_bundle_moon_event_full_moon_fail	wh_dlc03_payload_moon_event_full_moon_fail
wh_dlc03_bundle_moon_event_lunar_eclipse	wh_dlc03_payload_moon_event_lunar_eclipse
wh_dlc03_bundle_moon_event_solar_eclipse	wh_dlc03_payload_moon_event_solar_eclipse
wh_dlc03_bundle_prep_moon_bestial_rage_high	wh_dlc03_payload_prep_moon_bestial_rage_high
wh_dlc03_bundle_prep_moon_bestial_rage_low	wh_dlc03_payload_prep_moon_bestial_rage_low
wh_dlc03_bundle_prep_moon_bestial_rage_medium	wh_dlc03_payload_prep_moon_bestial_rage_medium
wh_dlc03_bundle_prep_moon_growth_high	wh_dlc03_payload_prep_moon_growth_high
wh_dlc03_bundle_prep_moon_growth_low	wh_dlc03_payload_prep_moon_growth_low
wh_dlc03_bundle_prep_moon_growth_medium	wh_dlc03_payload_prep_moon_growth_medium
wh_dlc03_bundle_prep_moon_movement_high	wh_dlc03_payload_prep_moon_movement_high
wh_dlc03_bundle_prep_moon_movement_low	wh_dlc03_payload_prep_moon_movement_low
wh_dlc03_bundle_prep_moon_movement_medium	wh_dlc03_payload_prep_moon_movement_medium
wh_dlc03_bundle_prep_moon_recruit_cost_high	wh_dlc03_payload_prep_moon_recruit_cost_high
wh_dlc03_bundle_prep_moon_recruit_cost_low	wh_dlc03_payload_prep_moon_recruit_cost_low
wh_dlc03_bundle_prep_moon_recruit_cost_medium	wh_dlc03_payload_prep_moon_recruit_cost_medium
wh_dlc03_bundle_prep_moon_replenishment_high	wh_dlc03_payload_prep_moon_replenishment_high
wh_dlc03_bundle_prep_moon_replenishment_low	wh_dlc03_payload_prep_moon_replenishment_low
wh_dlc03_bundle_prep_moon_replenishment_medium	wh_dlc03_payload_prep_moon_replenishment_medium
wh_dlc03_bundle_prep_moon_unit_exp_high	wh_dlc03_payload_prep_moon_unit_exp_high
wh_dlc03_bundle_prep_moon_unit_exp_low	wh_dlc03_payload_prep_moon_unit_exp_low
wh_dlc03_bundle_prep_moon_unit_exp_medium	wh_dlc03_payload_prep_moon_unit_exp_medium
wh_dlc03_bundle_prep_moon_unit_stats_high	wh_dlc03_payload_prep_moon_unit_stats_high
wh_dlc03_bundle_prep_moon_unit_stats_low	wh_dlc03_payload_prep_moon_unit_stats_low
wh_dlc03_bundle_prep_moon_unit_stats_medium	wh_dlc03_payload_prep_moon_unit_stats_medium
wh_dlc03_bundle_removed_horns	wh_dlc03_payload_removed_horns
wh_dlc03_bundle_sacrificed_warriors	wh_dlc03_payload_sacrificed_warriors
wh_dlc03_bundle_shamans_magic	wh_dlc03_payload_shamans_magic
wh_dlc03_effect_story_progress	wh_dlc03_payload_story_progress
wh_dlc05_payload_event_asrai_asur_druchii	wh_dlc05_payload_event_asrai_asur_druchii
wh_dlc05_payload_event_bark_and_soul	wh_dlc05_payload_event_bark_and_soul
wh_dlc05_payload_event_children_of_eternity_first	wh_dlc05_payload_event_children_of_eternity_first
wh_dlc05_payload_event_children_of_eternity_second	wh_dlc05_payload_event_children_of_eternity_second
wh_dlc05_payload_event_festival_of_the_equinox_first	wh_dlc05_payload_event_festival_of_the_equinox_first
wh_dlc05_payload_event_festival_of_the_equinox_second	wh_dlc05_payload_event_festival_of_the_equinox_second
wh_dlc05_payload_event_heavens_or_the_underworld_first	wh_dlc05_payload_event_heavens_or_the_underworld_first
wh_dlc05_payload_event_heavens_or_the_underworld_second	wh_dlc05_payload_event_heavens_or_the_underworld_second
wh_dlc05_payload_event_knowledge_of_the_ancestors	wh_dlc05_payload_event_knowledge_of_the_ancestors
wh_dlc05_payload_event_only_one	wh_dlc05_payload_event_only_one
wh_dlc05_payload_event_the_dreamer_of_dreams	wh_dlc05_payload_event_the_dreamer_of_dreams
wh_dlc05_payload_event_the_fate_of_the_body_first	wh_dlc05_payload_event_the_fate_of_the_body_first
wh_dlc05_payload_event_the_fate_of_the_body_second	wh_dlc05_payload_event_the_fate_of_the_body_second
wh_dlc05_payload_event_the_forge_of_starlight	wh_dlc05_payload_event_the_forge_of_starlight
wh_dlc05_payload_event_the_great_stag_first	wh_dlc05_payload_event_the_great_stag_first
wh_dlc05_payload_event_the_great_stag_second	wh_dlc05_payload_event_the_great_stag_second
wh_dlc05_payload_event_the_night_glens	wh_dlc05_payload_event_the_night_glens
wh_dlc05_payload_event_the_season_of_beginnings	wh_dlc05_payload_event_the_season_of_beginnings
wh_dlc05_payload_event_the_turning_of_the_leaves	wh_dlc05_payload_event_the_turning_of_the_leaves
wh_dlc05_payload_event_the_wild_heath	wh_dlc05_payload_event_the_wild_heath
wh_dlc05_payload_event_vaults_of_winter_first	wh_dlc05_payload_event_vaults_of_winter_first
wh_dlc05_payload_event_vaults_of_winter_second	wh_dlc05_payload_event_vaults_of_winter_second
wh_dlc05_payload_event_vengeance_of_the_asrai	wh_dlc05_payload_event_vengeance_of_the_asrai
wh_dlc05_payload_improved_agent_wef_champion_branchwraith	wh_dlc05_payload_improved_agent_wef_champion_branchwraith
wh_dlc05_payload_improved_agent_wef_spy_waystalker	wh_dlc05_payload_improved_agent_wef_spy_waystalker
wh_dlc05_payload_improved_agent_wef_wizard_spellsinger	wh_dlc05_payload_improved_agent_wef_wizard_spellsinger
wh_dlc05_wood_elves_gain_amber_quests_key_1	wh_dlc05_wood_elves_gain_amber_quests_key_1
wh_dlc05_wood_elves_gain_amber_quests_key_10	wh_dlc05_wood_elves_gain_amber_quests_key_10
wh_dlc05_wood_elves_gain_amber_quests_key_2	wh_dlc05_wood_elves_gain_amber_quests_key_2
wh_dlc05_wood_elves_gain_amber_quests_key_3	wh_dlc05_wood_elves_gain_amber_quests_key_3
wh_dlc05_wood_elves_gain_amber_quests_key_4	wh_dlc05_wood_elves_gain_amber_quests_key_4
wh_dlc05_wood_elves_gain_amber_quests_key_5	wh_dlc05_wood_elves_gain_amber_quests_key_5
wh_dlc05_wood_elves_gain_amber_quests_key_6	wh_dlc05_wood_elves_gain_amber_quests_key_6
wh_dlc05_wood_elves_gain_amber_quests_key_7	wh_dlc05_wood_elves_gain_amber_quests_key_7
wh_dlc05_wood_elves_gain_amber_quests_key_8	wh_dlc05_wood_elves_gain_amber_quests_key_8
wh_dlc05_wood_elves_gain_amber_quests_key_9	wh_dlc05_wood_elves_gain_amber_quests_key_9
wh_dlc07_payload_a_noble_feast_first	wh_dlc07_payload_a_noble_feast_first
wh_dlc07_payload_a_noble_feast_second	wh_dlc07_payload_a_noble_feast_second
wh_dlc07_payload_dedicated_service_first	wh_dlc07_payload_dedicated_service_first
wh_dlc07_payload_dedicated_service_second	wh_dlc07_payload_dedicated_service_second
wh_dlc07_payload_event_careless_hunting	wh_dlc07_payload_event_careless_hunting
wh_dlc07_payload_event_containing_the_pox	wh_dlc07_payload_event_containing_the_pox
wh_dlc07_payload_event_exquisite_goods	wh_dlc07_payload_event_exquisite_goods
wh_dlc07_payload_event_filled_with_prayer	wh_dlc07_payload_event_filled_with_prayer
wh_dlc07_payload_event_influx_of_builders	wh_dlc07_payload_event_influx_of_builders
wh_dlc07_payload_event_lavish_feast	wh_dlc07_payload_event_lavish_feast
wh_dlc07_payload_event_overconfidence	wh_dlc07_payload_event_overconfidence
wh_dlc07_payload_event_rowdy_peasants	wh_dlc07_payload_event_rowdy_peasants
wh_dlc07_payload_event_splendid_monasteries	wh_dlc07_payload_event_splendid_monasteries
wh_dlc07_payload_event_unpeasant_business	wh_dlc07_payload_event_unpeasant_business
wh_dlc07_payload_food_hoarder_first	wh_dlc07_payload_food_hoarder_first
wh_dlc07_payload_food_hoarder_second	wh_dlc07_payload_food_hoarder_second
wh_dlc07_payload_gifted_children_first	wh_dlc07_payload_gifted_children_first
wh_dlc07_payload_gifted_children_second	wh_dlc07_payload_gifted_children_second
wh_dlc07_greenskins_incursions	wh_dlc07_payload_greenskins_incursions
wh_dlc07_payload_hidden_statue_first	wh_dlc07_payload_hidden_statue_first
wh_dlc07_payload_hidden_statue_second	wh_dlc07_payload_hidden_statue_second
wh_dlc07_payload_hunting_grounds_first	wh_dlc07_payload_hunting_grounds_first
wh_dlc07_payload_hunting_grounds_second	wh_dlc07_payload_hunting_grounds_second
wh_dlc07_payload_knowledge_from_the_lady_first	wh_dlc07_payload_knowledge_from_the_lady_first
wh_dlc07_payload_knowledge_from_the_lady_second	wh_dlc07_payload_knowledge_from_the_lady_second
wh_dlc07_payload_mockery_of_our_vows_first	wh_dlc07_payload_mockery_of_our_vows_first
wh_dlc07_payload_mockery_of_our_vows_second	wh_dlc07_payload_mockery_of_our_vows_second
wh_dlc07_payload_pimples_and_brown_spots_first	wh_dlc07_payload_pimples_and_brown_spots_first
wh_dlc07_payload_pimples_and_brown_spots_second	wh_dlc07_payload_pimples_and_brown_spots_second
wh_dlc07_payload_prosperous_harvest_first	wh_dlc07_payload_prosperous_harvest_first
wh_dlc07_payload_prosperous_harvest_second	wh_dlc07_payload_prosperous_harvest_second
wh_dlc07_payload_qb_chivalry_loss	wh_dlc07_payload_qb_chivalry_loss
wh_dlc07_payload_qb_chivalry_reward	wh_dlc07_payload_qb_chivalry_reward
wh_dlc07_payload_the_price_of_chivalry_first	wh_dlc07_payload_the_price_of_chivalry_first
wh_dlc07_payload_the_price_of_chivalry_second	wh_dlc07_payload_the_price_of_chivalry_second
wh_dlc07_payload_whispers_of_witchcraft_first	wh_dlc07_payload_whispers_of_witchcraft_first
wh_dlc07_payload_whispers_of_witchcraft_second	wh_dlc07_payload_whispers_of_witchcraft_second
wh_dlc07_qb_brt_payload_bundle_chalice_of_potions	wh_dlc07_qb_brt_fay_enchantress_chalice_of_potions_ritual
wh_dlc07_payload_sword_of_couronne_mist	wh_dlc07_qb_brt_louen_sword_of_couronne_stage_0_payload
wh_main_effect_campaign_enable_attrition	wh_main_effect_campaign_enable_attrition
wh_main_payload_call_to_arms_army	wh_main_payload_call_to_arms_army
wh_main_payload_call_to_arms_army_horde	wh_main_payload_call_to_arms_army_horde
wh_main_payload_call_to_arms_navy	wh_main_payload_call_to_arms_navy
wh_main_payload_chaos_corruption	wh_main_payload_chaos_corruption
wh_main_payload_disaster_blizzard_region	wh_main_payload_disaster_blizzard_region
wh_main_payload_disaster_earthquake_region	wh_main_payload_disaster_earthquake_region
wh_main_payload_disaster_eruption_region	wh_main_payload_disaster_eruption_region
wh_main_payload_disaster_flood_region	wh_main_payload_disaster_flood_region
wh_main_payload_disaster_storm_of_magic	wh_main_payload_disaster_storm_of_magic
wh_main_payload_event_a_grudge_too_far	wh_main_payload_event_a_grudge_too_far
wh_main_payload_event_a_shameful_display_second	wh_main_payload_event_a_shameful_display_second
wh_main_payload_event_an_enemy_within_first	wh_main_payload_event_an_enemy_within_first
wh_main_payload_event_an_enemy_within_second	wh_main_payload_event_an_enemy_within_second
wh_main_payload_event_arcane_fulcrum	wh_main_payload_event_arcane_fulcrum
wh_main_payload_event_besieged_khazid_first	wh_main_payload_event_besieged_khazid_first
wh_main_payload_event_besieged_khazid_second	wh_main_payload_event_besieged_khazid_second
wh_main_payload_event_blessings_of_the_maggoth_lords	wh_main_payload_event_blessings_of_the_maggoth_lords
wh_main_payload_event_blood_sacrifice	wh_main_payload_event_blood_sacrifice
wh_main_payload_event_boon_of_tzeentch	wh_main_payload_event_boon_of_tzeentch
wh_main_payload_event_bray-herds	wh_main_payload_event_bray-herds
wh_main_payload_event_bring_forth_the_dead	wh_main_payload_event_bring_forth_the_dead
wh_main_payload_event_burgomeisters_demands	wh_main_payload_event_burgomeisters_demands
wh_main_payload_event_chaos_cult	wh_main_payload_event_chaos_cult
wh_main_payload_event_chs_horde_growth	wh_main_payload_event_chs_horde_growth
wh_main_payload_event_curse_of_morr	wh_main_payload_event_curse_of_morr
wh_main_payload_event_da_great_green_prophet	wh_main_payload_event_da_great_green_prophet
wh_main_payload_event_da_great_green_prophet_bad	wh_main_payload_event_da_great_green_prophet_bad
wh_main_payload_event_dark_nexus	wh_main_payload_event_dark_nexus
wh_main_payload_event_dire_wolf_packs	wh_main_payload_event_dire_wolf_packs
wh_main_payload_event_dragon_ogres_awake	wh_main_payload_event_dragon_ogres_awake
wh_main_payload_event_elector_count	wh_main_payload_event_elector_count
wh_main_payload_event_elector_greed	wh_main_payload_event_elector_greed
wh_main_payload_event_eye_of_the_gods	wh_main_payload_event_eye_of_the_gods
wh_main_payload_event_eye_of_the_gods_bad	wh_main_payload_event_eye_of_the_gods_bad
wh_main_payload_event_feasting_on_the_smallfolk_second	wh_main_payload_event_feasting_on_the_smallfolk_second
wh_main_payload_event_fresh_corpses	wh_main_payload_event_fresh_corpses
wh_main_payload_event_geheimnisnacht	wh_main_payload_event_geheimnisnacht
wh_main_payload_event_get_out_of_da_way_second	wh_main_payload_event_get_out_of_da_way_second
wh_main_payload_event_ghoul_swarm	wh_main_payload_event_ghoul_swarm
wh_main_payload_event_gork	wh_main_payload_event_gork
wh_main_payload_event_grave_rot	wh_main_payload_event_grave_rot
wh_main_payload_event_grudge_settled	wh_main_payload_event_grudge_settled
wh_main_payload_event_hexensnacht	wh_main_payload_event_hexensnacht
wh_main_payload_event_influence_of_nagash	wh_main_payload_event_influence_of_nagash
wh_main_payload_event_legacy_of_nagash_first	wh_main_payload_event_legacy_of_nagash_first
wh_main_payload_event_legacy_of_nagash_second	wh_main_payload_event_legacy_of_nagash_second
wh_main_payload_event_mad_cap_mushroom_shortage	wh_main_payload_event_mad_cap_mushroom_shortage
wh_main_payload_event_meddling_of_wizards	wh_main_payload_event_meddling_of_wizards
wh_main_payload_event_mork	wh_main_payload_event_mork
wh_main_payload_event_pleasure_palace_of_slaanesh	wh_main_payload_event_pleasure_palace_of_slaanesh
wh_main_payload_event_recruiting_shortage	wh_main_payload_event_recruiting_shortage
wh_main_payload_event_recruiting_surplus	wh_main_payload_event_recruiting_surplus
wh_main_payload_event_rogue_necromancer	wh_main_payload_event_rogue_necromancer
wh_main_payload_event_seal_the_hold	wh_main_payload_event_seal_the_hold
wh_main_payload_event_sky_saboteur	wh_main_payload_event_sky_saboteur
wh_main_payload_event_slayer_pilgrimage	wh_main_payload_event_slayer_pilgrimage
wh_main_payload_event_sneaky_gobbos	wh_main_payload_event_sneaky_gobbos
wh_main_payload_event_spider_boom	wh_main_payload_event_spider_boom
wh_main_payload_event_squig_rampage	wh_main_payload_event_squig_rampage
wh_main_payload_event_temple_of_skulls	wh_main_payload_event_temple_of_skulls
wh_main_payload_event_the_eye_closes_second	wh_main_payload_event_the_eye_closes_second
wh_main_payload_event_the_eye_opens_first	wh_main_payload_event_the_eye_opens_first
wh_main_payload_event_the_eye_opens_second	wh_main_payload_event_the_eye_opens_second
wh_main_payload_event_the_eye_opens_wider_first	wh_main_payload_event_the_eye_opens_wider_first
wh_main_payload_event_the_eye_opens_wider_second	wh_main_payload_event_the_eye_opens_wider_second
wh_main_payload_event_the_glower_of_morrslieb	wh_main_payload_event_the_glower_of_morrslieb
wh_main_payload_event_the_gods_are_angry_first	wh_main_payload_event_the_gods_are_angry_first
wh_main_payload_event_the_gods_are_angry_second	wh_main_payload_event_the_gods_are_angry_second
wh_main_payload_event_the_prince_of_nothing_first	wh_main_payload_event_the_prince_of_nothing_first
wh_main_payload_event_the_slayer_oath	wh_main_payload_event_the_slayer_oath
wh_main_payload_event_the_spawn_tide	wh_main_payload_event_the_spawn_tide
wh_main_payload_event_troll_migration	wh_main_payload_event_troll_migration
wh_main_payload_event_twin-tailed_comet_bad	wh_main_payload_event_twin-tailed_comet_bad
wh_main_payload_event_twin-tailed_comet_good	wh_main_payload_event_twin-tailed_comet_good
wh_main_payload_event_tzeentchian_cult	wh_main_payload_event_tzeentchian_cult
wh_main_payload_event_underway_upgraded	wh_main_payload_event_underway_upgraded
wh_main_payload_event_wanderin_gits_first	wh_main_payload_event_wanderin_gits_first
wh_main_payload_event_what_would_grungni_do_first	wh_main_payload_event_what_would_grungni_do_first
wh_main_payload_event_wheres_ma_teef_first	wh_main_payload_event_wheres_ma_teef_first
wh_main_payload_event_wheres_ma_teef_second	wh_main_payload_event_wheres_ma_teef_second
wh_main_payload_event_witch_hunter_incursion	wh_main_payload_event_witch_hunter_incursion
wh_main_payload_event_festag_faction	wh_main_payload_festag_faction
wh_main_payload_gdp_negative_region	wh_main_payload_gdp_negative_region
wh_main_payload_gdp_positive_region	wh_main_payload_gdp_positive_region
wh_main_payload_growth_negative_province	wh_main_payload_growth_negative_province
wh_main_payload_growth_positive_province	wh_main_payload_growth_positive_province
wh_main_payload_improved_agent_chs_champion_exalted_hero	wh_main_payload_improved_agent_chs_champion_exalted_hero
wh_main_payload_improved_agent_chs_wizard_chaos_sorceror	wh_main_payload_improved_agent_chs_wizard_chaos_sorceror
wh_main_payload_improved_agent_dwf_champion_thane	wh_main_payload_improved_agent_dwf_champion_thane
wh_main_payload_improved_agent_dwf_engineer	wh_main_payload_improved_agent_dwf_engineer
wh_main_payload_improved_agent_dwf_runesmith	wh_main_payload_improved_agent_dwf_runesmith
wh_main_payload_improved_agent_emp_champion_captain	wh_main_payload_improved_agent_emp_champion_captain
wh_main_payload_improved_agent_emp_dignitary_warrior_priest	wh_main_payload_improved_agent_emp_dignitary_warrior_priest
wh_main_payload_improved_agent_emp_spy_witch_hunter	wh_main_payload_improved_agent_emp_spy_witch_hunter
wh_main_payload_improved_agent_emp_wizard	wh_main_payload_improved_agent_emp_wizard
wh_main_payload_improved_agent_grn_spy_goblin_boss	wh_main_payload_improved_agent_grn_spy_goblin_boss
wh_main_payload_improved_agent_grn_wizard_shaman	wh_main_payload_improved_agent_grn_wizard_shaman
wh_main_payload_improved_agent_vmp_champion_wight_king	wh_main_payload_improved_agent_vmp_champion_wight_king
wh_main_payload_improved_agent_vmp_dignitary_vampire	wh_main_payload_improved_agent_vmp_dignitary_vampire
wh_main_payload_improved_agent_vmp_spy_banshee	wh_main_payload_improved_agent_vmp_spy_banshee
wh_main_payload_improved_agent_vmp_wizard_necromancer	wh_main_payload_improved_agent_vmp_wizard_necromancer
wh_main_payload_migration	wh_main_payload_migration
wh_main_payload_morale_all	wh_main_payload_morale_all
wh_main_payload_morale_army	wh_main_payload_morale_army
wh_main_payload_morale_navy	wh_main_payload_morale_navy
wh_main_payload_morale_versus_chaos	wh_main_payload_morale_versus_chaos
wh_main_payload_morale_versus_dwarfs	wh_main_payload_morale_versus_dwarfs
wh_main_payload_morale_versus_empire	wh_main_payload_morale_versus_empire
wh_main_payload_morale_versus_empire_negative	wh_main_payload_morale_versus_empire_negative
wh_main_payload_morale_versus_greenskins	wh_main_payload_morale_versus_greenskins
wh_main_payload_morale_versus_vampires	wh_main_payload_morale_versus_vampires
wh_main_payload_movement_restriction	wh_main_payload_movement_restriction
wh_main_payload_piracy_faction	wh_main_payload_piracy_faction
wh_main_payload_public_order_negative_province	wh_main_payload_public_order_negative_province
wh_main_payload_public_order_positive_province	wh_main_payload_public_order_positive_province
wh_main_payload_sacking_positive	wh_main_payload_sacking_positive
wh_main_payload_setback_lost_force	wh_main_payload_setback_lost_force
wh_main_payload_taxes	wh_main_payload_taxes
wh_main_payload_training_artillery	wh_main_payload_training_artillery
wh_main_payload_training_cavalry	wh_main_payload_training_cavalry
wh_main_payload_training_infantry_melee	wh_main_payload_training_infantry_melee
wh_main_payload_training_infantry_ranged	wh_main_payload_training_infantry_ranged
wh_main_payload_training_war_beasts	wh_main_payload_training_war_beasts
wh_main_payload_training_war_machines	wh_main_payload_training_war_machines
wh_main_payload_untainted	wh_main_payload_untainted
wh_main_payload_vampiric_corruption	wh_main_payload_vampiric_corruption
wh_pro01_payload_bugmens_treat	wh_pro01_payload_bugmens_treat
wh_pro01_bundle_god_choice_grimnir	wh_pro01_payload_god_choice_grimnir
wh_pro01_bundle_god_choice_grungni	wh_pro01_payload_god_choice_grungni
wh_pro01_bundle_god_choice_valaya	wh_pro01_payload_god_choice_valaya
wh_pro01_bundle_god_choice_white_dwarf	wh_pro01_payload_god_choice_white_dwarf
wh_pro01_payload_refuse_bugmens_treat	wh_pro01_payload_refuse_bugmens_treat
