regions_to_region_groups_junctions_tables
2
region	region_group
wh_main_bastonne_et_montfort_montfort	wh2_main_wom_region_group_044
wh_main_bordeleaux_et_aquitaine_aquitaine	wh2_main_wom_region_group_044
wh_main_parravon_et_quenelles_parravon	wh2_main_wom_region_group_044
wh_main_bastonne_et_montfort_castle_bastonne	wh2_main_wom_region_group_045
wh_main_bordeleaux_et_aquitaine_bordeleaux	wh2_main_wom_region_group_045
wh_main_lyonesse_mousillon	wh2_main_wom_region_group_045
wh_main_forest_of_arden_castle_artois	wh2_main_wom_region_group_046
wh_main_forest_of_arden_gisoreux	wh2_main_wom_region_group_046
wh_main_lyonesse_lyonesse	wh2_main_wom_region_group_046
wh_main_couronne_et_languille_couronne	wh2_main_wom_region_group_047
wh_main_couronne_et_languille_languille	wh2_main_wom_region_group_047
wh_main_chaos_wastes	wh2_main_wom_region_group_055
wh_main_athel_loren_crag_halls	wh2_main_wom_region_group_056
wh_main_athel_loren_vauls_anvil	wh2_main_wom_region_group_056
wh_main_athel_loren_waterfall_palace	wh2_main_wom_region_group_056
wh_main_athel_loren_yn_edryl_korian	wh2_main_wom_region_group_056
wh_main_yn_edri_eternos_the_oak_of_ages	wh2_main_wom_region_group_056
wh2_main_aghol_wastelands_fortress_of_the_damned	wh2_main_wom_region_group_057
wh2_main_aghol_wastelands_palace_of_princes	wh2_main_wom_region_group_057
wh2_main_aghol_wastelands_the_palace_of_ruin	wh2_main_wom_region_group_057
wh2_main_ash_river_numas	wh2_main_wom_region_group_058
wh2_main_ash_river_quatar	wh2_main_wom_region_group_058
wh2_main_ash_river_springs_of_eternal_life	wh2_main_wom_region_group_058
wh2_main_atalan_mountains_eye_of_the_panther	wh2_main_wom_region_group_059
wh2_main_atalan_mountains_martek	wh2_main_wom_region_group_059
wh2_main_atalan_mountains_vulture_mountain	wh2_main_wom_region_group_059
wh2_main_avelorn_evershale	wh2_main_wom_region_group_060
wh2_main_avelorn_gaean_vale	wh2_main_wom_region_group_060
wh2_main_avelorn_tor_saroir	wh2_main_wom_region_group_060
wh2_main_phoenix_gate	wh2_main_wom_region_group_060
wh2_main_blackspine_mountains_plain_of_dogs	wh2_main_wom_region_group_061
wh2_main_blackspine_mountains_plain_of_spiders	wh2_main_wom_region_group_061
wh2_main_blackspine_mountains_red_desert	wh2_main_wom_region_group_061
wh2_main_caledor_tor_sethai	wh2_main_wom_region_group_062
wh2_main_caledor_vauls_anvil	wh2_main_wom_region_group_062
wh2_main_charnel_valley_granite_massif	wh2_main_wom_region_group_063
wh2_main_charnel_valley_karag_orrud	wh2_main_wom_region_group_063
wh2_main_chrace_elisia	wh2_main_wom_region_group_064
wh2_main_chrace_tor_achare	wh2_main_wom_region_group_064
wh2_main_coast_of_araby_al_haikk	wh2_main_wom_region_group_065
wh2_main_coast_of_araby_copher	wh2_main_wom_region_group_065
wh2_main_coast_of_araby_fyrus	wh2_main_wom_region_group_065
wh2_main_cothique_mistnar	wh2_main_wom_region_group_066
wh2_main_cothique_tor_koruali	wh2_main_wom_region_group_066
wh2_main_crater_of_the_walking_dead_doom_glade	wh2_main_wom_region_group_067
wh2_main_crater_of_the_walking_dead_rasetra	wh2_main_wom_region_group_067
wh2_main_deadwood_dargoth	wh2_main_wom_region_group_068
wh2_main_deadwood_nagrar	wh2_main_wom_region_group_068
wh2_main_deadwood_shagrath	wh2_main_wom_region_group_068
wh2_main_deadwood_the_frozen_city	wh2_main_wom_region_group_068
wh2_main_devils_backbone_lahmia	wh2_main_wom_region_group_069
wh2_main_devils_backbone_lybaras	wh2_main_wom_region_group_069
wh2_main_devils_backbone_mahrak	wh2_main_wom_region_group_069
wh2_main_doom_glades_hag_hall	wh2_main_wom_region_group_070
wh2_main_doom_glades_ice_rock_gorge	wh2_main_wom_region_group_070
wh2_main_doom_glades_temple_of_addaioth	wh2_main_wom_region_group_070
wh2_main_doom_glades_vauls_anvil	wh2_main_wom_region_group_070
wh2_main_eataine_angerrial	wh2_main_wom_region_group_071
wh2_main_eataine_lothern	wh2_main_wom_region_group_071
wh2_main_eataine_shrine_of_asuryan	wh2_main_wom_region_group_071
wh2_main_eataine_tower_of_lysean	wh2_main_wom_region_group_071
wh2_main_eagle_gate	wh2_main_wom_region_group_072
wh2_main_ellyrion_tor_elyr	wh2_main_wom_region_group_072
wh2_main_ellyrion_whitefire_tor	wh2_main_wom_region_group_072
wh2_main_great_desert_of_araby_bel_aliad	wh2_main_wom_region_group_073
wh2_main_great_desert_of_araby_black_tower_of_arkhan	wh2_main_wom_region_group_073
wh2_main_great_desert_of_araby_el-kalabad	wh2_main_wom_region_group_073
wh2_main_great_desert_of_araby_pools_of_despair	wh2_main_wom_region_group_073
wh2_main_headhunters_jungle_mangrove_coast	wh2_main_wom_region_group_074
wh2_main_headhunters_jungle_marks_of_the_old_ones	wh2_main_wom_region_group_074
wh2_main_huahuan_desert_chamber_of_visions	wh2_main_wom_region_group_075
wh2_main_huahuan_desert_sentinels_of_xeti	wh2_main_wom_region_group_075
wh2_main_huahuan_desert_the_golden_colossus	wh2_main_wom_region_group_075
wh2_main_iron_mountains_altar_of_ultimate_darkness	wh2_main_wom_region_group_076
wh2_main_iron_mountains_har_kaldra	wh2_main_wom_region_group_076
wh2_main_iron_mountains_naggarond	wh2_main_wom_region_group_076
wh2_main_iron_mountains_rackdo_gorge	wh2_main_wom_region_group_076
wh2_main_ironfrost_glacier_dagraks_end	wh2_main_wom_region_group_077
wh2_main_ironfrost_glacier_ironfrost	wh2_main_wom_region_group_077
wh2_main_isthmus_of_lustria_fallen_gates	wh2_main_wom_region_group_078
wh2_main_isthmus_of_lustria_hexoatl	wh2_main_wom_region_group_078
wh2_main_isthmus_of_lustria_skeggi	wh2_main_wom_region_group_078
wh2_main_isthmus_of_lustria_ziggurat_of_dawn	wh2_main_wom_region_group_078
wh2_main_jungles_of_green_mists_spektazuma	wh2_main_wom_region_group_079
wh2_main_jungles_of_green_mists_wellsprings_of_eternity	wh2_main_wom_region_group_079
wh2_main_kingdom_of_beasts_serpent_coast	wh2_main_wom_region_group_080
wh2_main_kingdom_of_beasts_temple_of_skulls	wh2_main_wom_region_group_080
wh2_main_kingdom_of_beasts_the_cursed_jungle	wh2_main_wom_region_group_080
wh2_main_land_of_assassins_lashiek	wh2_main_wom_region_group_081
wh2_main_land_of_assassins_palace_of_the_wizard_caliph	wh2_main_wom_region_group_081
wh2_main_land_of_assassins_sorcerers_islands	wh2_main_wom_region_group_081
wh2_main_land_of_the_dead_khemri	wh2_main_wom_region_group_082
wh2_main_land_of_the_dead_pyramid_of_nagash	wh2_main_wom_region_group_082
wh2_main_land_of_the_dead_zandri	wh2_main_wom_region_group_082
wh2_main_nagarythe_shrine_of_khaine	wh2_main_wom_region_group_083
wh2_main_nagarythe_tor_anlec	wh2_main_wom_region_group_083
wh2_main_nagarythe_tor_dranil	wh2_main_wom_region_group_083
wh2_main_unicorn_gate	wh2_main_wom_region_group_083
wh2_main_northern_great_jungle_chaqua	wh2_main_wom_region_group_084
wh2_main_northern_great_jungle_temple_of_tlencan	wh2_main_wom_region_group_084
wh2_main_northern_great_jungle_xahutec	wh2_main_wom_region_group_084
wh2_main_northern_great_jungle_xlanhuapec	wh2_main_wom_region_group_084
wh2_main_northern_jungle_of_pahualaxa_macu_peaks	wh2_main_wom_region_group_085
wh2_main_northern_jungle_of_pahualaxa_port_reaver	wh2_main_wom_region_group_085
wh2_main_northern_jungle_of_pahualaxa_shrine_of_sotek	wh2_main_wom_region_group_085
wh2_main_northern_jungle_of_pahualaxa_swamp_town	wh2_main_wom_region_group_085
wh2_main_obsidian_peaks_circle_of_destruction	wh2_main_wom_region_group_086
wh2_main_obsidian_peaks_clar_karond	wh2_main_wom_region_group_086
wh2_main_obsidian_peaks_storag_kor	wh2_main_wom_region_group_086
wh2_main_obsidian_peaks_venom_glade	wh2_main_wom_region_group_086
wh2_main_saphery_port_elistor	wh2_main_wom_region_group_087
wh2_main_saphery_tor_finu	wh2_main_wom_region_group_087
wh2_main_saphery_tower_of_hoeth	wh2_main_wom_region_group_087
wh2_main_shifting_sands_antoch	wh2_main_wom_region_group_088
wh2_main_shifting_sands_bhagar	wh2_main_wom_region_group_088
wh2_main_shifting_sands_ka-sabar	wh2_main_wom_region_group_088
wh2_main_headhunters_jungle_oyxl	wh2_main_wom_region_group_089
wh2_main_southern_great_jungle_axlotl	wh2_main_wom_region_group_089
wh2_main_southern_great_jungle_itza	wh2_main_wom_region_group_089
wh2_main_southern_great_jungle_subatuun	wh2_main_wom_region_group_089
wh2_main_southern_jungle_of_pahualaxa_floating_pyramid	wh2_main_wom_region_group_090
wh2_main_southern_jungle_of_pahualaxa_monument_of_the_moon	wh2_main_wom_region_group_090
wh2_main_southern_jungle_of_pahualaxa_pahuax	wh2_main_wom_region_group_090
wh2_main_southern_jungle_of_pahualaxa_the_high_sentinel	wh2_main_wom_region_group_090
wh2_main_southlands_jungle_golden_tower_of_the_gods	wh2_main_wom_region_group_091
wh2_main_southlands_jungle_teotiqua	wh2_main_wom_region_group_091
wh2_main_southlands_worlds_edge_mountains_karak_zorn	wh2_main_wom_region_group_092
wh2_main_southlands_worlds_edge_mountains_lost_plateau	wh2_main_wom_region_group_092
wh2_main_southlands_worlds_edge_mountains_mount_arachnos	wh2_main_wom_region_group_092
wh2_main_spine_of_sotek_hualotal	wh2_main_wom_region_group_093
wh2_main_spine_of_sotek_mine_of_the_bearded_skulls	wh2_main_wom_region_group_093
wh2_main_spine_of_sotek_monument_of_izzatal	wh2_main_wom_region_group_093
wh2_main_the_black_coast_arnheim	wh2_main_wom_region_group_094
wh2_main_the_black_coast_bleak_hold_fortress	wh2_main_wom_region_group_094
wh2_main_the_black_flood_cragroth_deep	wh2_main_wom_region_group_095
wh2_main_the_black_flood_hag_graef	wh2_main_wom_region_group_095
wh2_main_the_black_flood_shroktak_mount	wh2_main_wom_region_group_095
wh2_main_the_black_flood_temple_of_khaine	wh2_main_wom_region_group_095
wh2_main_the_broken_land_blacklight_tower	wh2_main_wom_region_group_096
wh2_main_the_broken_land_karond_kar	wh2_main_wom_region_group_096
wh2_main_the_broken_land_slavers_point	wh2_main_wom_region_group_096
wh2_main_the_chill_road_ashrak	wh2_main_wom_region_group_097
wh2_main_the_chill_road_ghrond	wh2_main_wom_region_group_097
wh2_main_the_chill_road_the_great_arena	wh2_main_wom_region_group_097
wh2_main_the_clawed_coast_hoteks_column	wh2_main_wom_region_group_098
wh2_main_the_clawed_coast_the_monoliths	wh2_main_wom_region_group_098
wh2_main_the_clawed_coast_the_twisted_glade	wh2_main_wom_region_group_098
wh2_main_the_creeping_jungle_temple_of_kara	wh2_main_wom_region_group_099
wh2_main_the_creeping_jungle_tlanxla	wh2_main_wom_region_group_099
wh2_main_the_creeping_jungle_tlaxtlan	wh2_main_wom_region_group_099
wh2_main_the_road_of_skulls_har_ganeth	wh2_main_wom_region_group_100
wh2_main_the_road_of_skulls_kauark	wh2_main_wom_region_group_100
wh2_main_the_road_of_skulls_spite_reach	wh2_main_wom_region_group_100
wh2_main_the_road_of_skulls_the_black_pillar	wh2_main_wom_region_group_100
wh2_main_griffon_gate	wh2_main_wom_region_group_101
wh2_main_tiranoc_tor_anroc	wh2_main_wom_region_group_101
wh2_main_tiranoc_whitepeak	wh2_main_wom_region_group_101
wh2_main_titan_peaks_ancient_city_of_quintex	wh2_main_wom_region_group_102
wh2_main_titan_peaks_ironspike	wh2_main_wom_region_group_102
wh2_main_titan_peaks_ssildra_tor	wh2_main_wom_region_group_102
wh2_main_titan_peaks_the_moon_shard	wh2_main_wom_region_group_102
wh2_main_vampire_coast_pox_marsh	wh2_main_wom_region_group_103
wh2_main_vampire_coast_the_awakening	wh2_main_wom_region_group_103
wh2_main_vampire_coast_the_blood_swamps	wh2_main_wom_region_group_103
wh2_main_volcanic_islands_fuming_serpent	wh2_main_wom_region_group_104
wh2_main_volcanic_islands_the_star_tower	wh2_main_wom_region_group_104
wh2_main_yvresse_elessaeli	wh2_main_wom_region_group_105
wh2_main_yvresse_tor_yvresse	wh2_main_wom_region_group_105
