region_religions_tables
0
region	religion	religion_zeal
wh2_main_vor_the_vampire_coast_the_blood_swamps	wh_main_religion_undeath	1
wh2_main_vor_the_vampire_coast_the_star_tower	wh_main_religion_undeath	1
wh2_main_vor_tiranoc_salvation_isle	wh_main_religion_untainted	1
wh2_main_vor_tiranoc_the_high_vale	wh_main_religion_untainted	1
wh2_main_vor_tiranoc_tor_anroc	wh_main_religion_untainted	1
wh2_main_vor_tiranoc_whitepeak	wh_main_religion_untainted	1
wh2_main_vor_unicorn_gate	wh_main_religion_untainted	1
wh2_main_vor_western_jungles_deaths-head_monoliths	wh_main_religion_untainted	1
wh2_main_vor_western_jungles_statues_of_the_gods	wh_main_religion_untainted	1
wh2_main_vor_western_jungles_tlaqua	wh_main_religion_untainted	1
wh2_main_yvresse_elessaeli	wh_main_religion_untainted	1
wh2_main_yvresse_tor_yvresse	wh_main_religion_untainted	1
wh_main_athel_loren_crag_halls	wh_main_religion_untainted	1
wh_main_athel_loren_vauls_anvil	wh_main_religion_untainted	1
wh_main_athel_loren_waterfall_palace	wh_main_religion_untainted	1
wh_main_athel_loren_yn_edryl_korian	wh_main_religion_untainted	1
wh_main_averland_averheim	wh_main_religion_untainted	1
wh_main_averland_grenzstadt	wh_main_religion_untainted	1
wh_main_bastonne_et_montfort_castle_bastonne	wh_main_religion_untainted	1
wh_main_bastonne_et_montfort_montfort	wh_main_religion_untainted	1
wh_main_black_mountains_karak_angazhar	wh_main_religion_untainted	1
wh_main_black_mountains_karak_hirn	wh_main_religion_untainted	1
wh_main_black_mountains_mighdal_vongalbarak	wh_main_religion_untainted	1
wh_main_blightwater_deff_gorge	wh_main_religion_untainted	1
wh_main_blightwater_karak_azgal	wh_main_religion_untainted	1
wh_main_blightwater_kradtommen	wh_main_religion_untainted	1
wh_main_blightwater_misty_mountain	wh_main_religion_untainted	1
wh_main_blood_river_valley_barag_dawazbag	wh_main_religion_untainted	1
wh_main_blood_river_valley_barak_varr	wh_main_religion_untainted	1
wh_main_blood_river_valley_dok_karaz	wh_main_religion_untainted	1
wh_main_blood_river_valley_varenka_hills	wh_main_religion_untainted	1
wh_main_bordeleaux_et_aquitaine_aquitaine	wh_main_religion_untainted	1
wh_main_bordeleaux_et_aquitaine_bordeleaux	wh_main_religion_untainted	1
wh_main_carcassone_et_brionne_brionne	wh_main_religion_untainted	1
wh_main_carcassone_et_brionne_castle_carcassonne	wh_main_religion_untainted	1
wh_main_couronne_et_languille_couronne	wh_main_religion_untainted	1
wh_main_couronne_et_languille_languille	wh_main_religion_untainted	1
wh_main_death_pass_iron_rock	wh_main_religion_untainted	1
wh_main_death_pass_karag_dron	wh_main_religion_untainted	1
wh_main_death_pass_karak_drazh	wh_main_religion_untainted	1
wh_main_desolation_of_nagash_black_iron_mine	wh_main_religion_untainted	1
wh_main_desolation_of_nagash_karak_azul	wh_main_religion_untainted	1
wh_main_desolation_of_nagash_spitepeak	wh_main_religion_untainted	1
wh_main_eastern_badlands_crooked_fang_fort	wh_main_religion_untainted	1
wh_main_eastern_badlands_dringorackaz	wh_main_religion_untainted	1
wh_main_eastern_badlands_karak_eight_peaks	wh_main_religion_untainted	1
wh_main_eastern_badlands_valayas_sorrow	wh_main_religion_untainted	1
wh_main_eastern_border_princes_akendorf	wh_main_religion_untainted	1
wh_main_eastern_border_princes_matorca	wh_main_religion_untainted	1
wh_main_eastern_oblast_praag	wh_main_religion_untainted	1
wh_main_eastern_oblast_volksgrad	wh_main_religion_untainted	1
wh_main_eastern_sylvania_castle_drakenhof	wh_main_religion_undeath	1
wh_main_eastern_sylvania_eschen	wh_main_religion_undeath	1
wh_main_eastern_sylvania_waldenhof	wh_main_religion_undeath	1
wh_main_estalia_bilbali	wh_main_religion_untainted	1
wh_main_estalia_magritta	wh_main_religion_untainted	1
wh_main_estalia_tobaro	wh_main_religion_untainted	1
wh_main_forest_of_arden_castle_artois	wh_main_religion_untainted	1
wh_main_forest_of_arden_gisoreux	wh_main_religion_untainted	1
wh_main_gianthome_mountains_khazid_bordkarag	wh_main_religion_chaos	1
wh_main_gianthome_mountains_kraka_drak	wh_main_religion_chaos	1
wh_main_gianthome_mountains_sjoktraken	wh_main_religion_chaos	1
wh_main_goromandy_mountains_baersonlings_camp	wh_main_religion_chaos	1
wh_main_goromandy_mountains_frozen_landing	wh_main_religion_chaos	1
wh_main_helspire_mountains_graeling_moot	wh_main_religion_chaos	1
wh_main_helspire_mountains_serpent_jetty	wh_main_religion_chaos	1
wh_main_helspire_mountains_the_monolith_of_katam	wh_main_religion_chaos	1
wh_main_hochland_brass_keep	wh_main_religion_untainted	1
wh_main_hochland_hergig	wh_main_religion_untainted	1
wh_main_ice_tooth_mountains_doomkeep	wh_main_religion_chaos	1
wh_main_ice_tooth_mountains_icedrake_fjord	wh_main_religion_chaos	1
wh_main_ice_tooth_mountains_longship_graveyard	wh_main_religion_chaos	1
wh_main_lyonesse_lyonesse	wh_main_religion_untainted	1
wh_main_lyonesse_mousillon	wh_main_religion_undeath	1
wh_main_middenland_carroburg	wh_main_religion_untainted	1
wh_main_middenland_middenheim	wh_main_religion_untainted	1
wh_main_middenland_weismund	wh_main_religion_untainted	1
wh_main_mountains_of_hel_aeslings_conclave	wh_main_religion_chaos	1
wh_main_mountains_of_hel_altar_of_spawns	wh_main_religion_chaos	1
wh_main_mountains_of_hel_winter_pyre	wh_main_religion_chaos	1
wh_main_mountains_of_naglfari_naglfari_plain	wh_main_religion_chaos	1
wh_main_mountains_of_naglfari_varg_camp	wh_main_religion_chaos	1
wh_main_nordland_dietershafen	wh_main_religion_untainted	1
wh_main_nordland_salzenmund	wh_main_religion_untainted	1
wh_main_northern_grey_mountains_blackstone_post	wh_main_religion_untainted	1
wh_main_northern_grey_mountains_grung_zint	wh_main_religion_untainted	1
wh_main_northern_grey_mountains_karak_ziflin	wh_main_religion_untainted	1
wh_main_northern_oblast_fort_ostrosk	wh_main_religion_untainted	1
wh_main_northern_oblast_fort_straghov	wh_main_religion_untainted	1
wh_main_northern_worlds_edge_mountains_karak_ungor	wh_main_religion_untainted	1
wh_main_northern_worlds_edge_mountains_khazid_irkulaz	wh_main_religion_untainted	1
wh_main_ostermark_bechafen	wh_main_religion_untainted	1
wh_main_ostermark_essen	wh_main_religion_untainted	1
wh_main_ostland_castle_von_rauken	wh_main_religion_untainted	1
wh_main_ostland_norden	wh_main_religion_untainted	1
wh_main_ostland_wolfenburg	wh_main_religion_untainted	1
wh_main_parravon_et_quenelles_parravon	wh_main_religion_untainted	1
wh_main_parravon_et_quenelles_quenelles	wh_main_religion_untainted	1
wh_main_peak_pass_gnashraks_lair	wh_main_religion_untainted	1
wh_main_peak_pass_karak_kadrin	wh_main_religion_untainted	1
wh_main_reikland_altdorf	wh_main_religion_untainted	1
wh_main_reikland_eilhart	wh_main_religion_untainted	1
wh_main_reikland_grunburg	wh_main_religion_untainted	1
wh_main_reikland_helmgart	wh_main_religion_untainted	1
wh_main_rib_peaks_grom_peak	wh_main_religion_untainted	1
wh_main_rib_peaks_mount_gunbad	wh_main_religion_untainted	1
wh_main_southern_badlands_agrul_migdhal	wh_main_religion_untainted	1
wh_main_southern_badlands_galbaraz	wh_main_religion_untainted	1
wh_main_southern_badlands_gor_gazan	wh_main_religion_untainted	1
wh_main_southern_badlands_gronti_mingol	wh_main_religion_untainted	1
wh_main_southern_grey_mountains_grimhold	wh_main_religion_untainted	1
wh_main_southern_grey_mountains_karak_azgaraz	wh_main_religion_untainted	1
wh_main_southern_grey_mountains_karak_norn	wh_main_religion_untainted	1
wh_main_southern_oblast_fort_jakova	wh_main_religion_untainted	1
wh_main_southern_oblast_kislev	wh_main_religion_untainted	1
wh_main_southern_oblast_zavastra	wh_main_religion_untainted	1
wh_main_stirland_the_moot	wh_main_religion_untainted	1
wh_main_stirland_wurtbad	wh_main_religion_untainted	1
wh_main_talabecland_kemperbad	wh_main_religion_untainted	1
wh_main_talabecland_talabheim	wh_main_religion_untainted	1
wh_main_the_silver_road_karaz_a_karak	wh_main_religion_untainted	1
wh_main_the_silver_road_mount_squighorn	wh_main_religion_untainted	1
wh_main_the_silver_road_the_pillars_of_grungni	wh_main_religion_untainted	1
wh_main_the_vaults_karak_bhufdar	wh_main_religion_untainted	1
wh_main_the_vaults_karak_izor	wh_main_religion_untainted	1
wh_main_the_vaults_zarakzil	wh_main_religion_untainted	1
wh_main_the_wasteland_gorssel	wh_main_religion_untainted	1
wh_main_the_wasteland_marienburg	wh_main_religion_untainted	1
wh_main_tilea_luccini	wh_main_religion_untainted	1
wh_main_tilea_miragliano	wh_main_religion_untainted	1
wh_main_troll_country_erengrad	wh_main_religion_untainted	1
wh_main_troll_country_zoishenk	wh_main_religion_untainted	1
wh_main_trollheim_mountains_bay_of_blades	wh_main_religion_chaos	1
wh_main_trollheim_mountains_sarl_encampment	wh_main_religion_chaos	1
wh_main_trollheim_mountains_the_tower_of_khrakk	wh_main_religion_chaos	1
wh_main_vanaheim_mountains_bjornlings_gathering	wh_main_religion_chaos	1
wh_main_vanaheim_mountains_pack_ice_bay	wh_main_religion_chaos	1
wh_main_vanaheim_mountains_troll_fjord	wh_main_religion_chaos	1
wh_main_western_badlands_bitterstone_mine	wh_main_religion_untainted	1
wh_main_western_badlands_dragonhorn_mines	wh_main_religion_untainted	1
wh_main_western_badlands_ekrund	wh_main_religion_untainted	1
wh_main_western_badlands_stonemine_tower	wh_main_religion_untainted	1
wh_main_western_border_princes_myrmidens	wh_main_religion_untainted	1
wh_main_western_border_princes_zvorak	wh_main_religion_untainted	1
wh_main_western_sylvania_castle_templehof	wh_main_religion_undeath	1
wh_main_western_sylvania_fort_oberstyre	wh_main_religion_undeath	1
wh_main_western_sylvania_schwartzhafen	wh_main_religion_undeath	1
wh_main_wissenland_nuln	wh_main_religion_untainted	1
wh_main_wissenland_pfeildorf	wh_main_religion_untainted	1
wh_main_wissenland_wissenburg	wh_main_religion_untainted	1
wh_main_yn_edri_eternos_the_oak_of_ages	wh_main_religion_untainted	1
wh_main_zhufbar_karag_dromar	wh_main_religion_untainted	1
wh_main_zhufbar_oakenhammer	wh_main_religion_untainted	1
wh_main_zhufbar_zhufbar	wh_main_religion_untainted	1
