character_skill_nodes_tables
5
campaign_key	character_skill_key	character_skill_node_set_key	faction_key	indent	key	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
	wh2_main_skill_lzd_skink_chief_stegadon	wh2_main_skill_node_set_lzd_skink_chief		0	wh2_main_skill_node_lzd_skink_chief_mount_2	1		0	0	True
	wh2_main_skill_lzd_skink_chief_vanguard	wh2_main_skill_node_set_lzd_skink_chief		0	wh2_main_skill_node_lzd_skink_chief_unique_1	2		0	0	True
	wh2_main_skill_lzd_skink_chief_stalk	wh2_main_skill_node_set_lzd_skink_chief		0	wh2_main_skill_node_lzd_skink_chief_unique_2	3		0	0	True
	wh2_main_skill_all_hero_assist_army_scouting	wh2_main_skill_node_set_lzd_skink_priest_beasts		5	wh2_main_skill_node_lzd_skink_priest_beasts_campaign_01	0		0	0	True
	wh2_main_skill_all_hero_passive_spread_corruption	wh2_main_skill_node_set_lzd_skink_priest_beasts		5	wh2_main_skill_node_lzd_skink_priest_beasts_campaign_02	1		0	0	True
	wh2_main_skill_all_hero_hinder_settlement_steal_technology	wh2_main_skill_node_set_lzd_skink_priest_beasts		5	wh2_main_skill_node_lzd_skink_priest_beasts_campaign_03	2		0	0	True
	wh2_main_skill_all_hero_hinder_agent_wound	wh2_main_skill_node_set_lzd_skink_priest_beasts		5	wh2_main_skill_node_lzd_skink_priest_beasts_campaign_04	3		0	0	True
	wh2_main_skill_all_hero_hinder_army_block_army	wh2_main_skill_node_set_lzd_skink_priest_beasts		5	wh2_main_skill_node_lzd_skink_priest_beasts_campaign_05	4		0	0	True
	wh2_main_skill_all_hero_reduce_action_cost	wh2_main_skill_node_set_lzd_skink_priest_beasts		5	wh2_main_skill_node_lzd_skink_priest_beasts_campaign_06	5		0	0	True
	wh2_main_skill_all_dummy_agent_actions_lzd_skink_priest	wh2_main_skill_node_set_lzd_skink_priest_beasts		8	wh2_main_skill_node_lzd_skink_priest_beasts_campaign_actions_dummy	0		1	0	False
	wh2_main_skill_lzd_lizardmen_agility	wh2_main_skill_node_set_lzd_skink_priest_beasts		0	wh2_main_skill_node_lzd_skink_priest_beasts_generic_1	2		0	0	True
	wh2_main_skill_lzd_protection_of_the_old_ones	wh2_main_skill_node_set_lzd_skink_priest_beasts		0	wh2_main_skill_node_lzd_skink_priest_beasts_generic_2	3		0	0	True
	wh2_main_skill_lzd_skink_priest_arcane_vassal	wh2_main_skill_node_set_lzd_skink_priest_beasts		0	wh2_main_skill_node_lzd_skink_priest_beasts_generic_3	4		0	0	True
	wh2_main_skill_all_immortality_hero	wh2_main_skill_node_set_lzd_skink_priest_beasts		0	wh2_main_skill_node_lzd_skink_priest_beasts_immortality	5		0	0	True
	wh2_main_skill_innate_lzd_arrogant	wh2_main_skill_node_set_lzd_skink_priest_beasts		6	wh2_main_skill_node_lzd_skink_priest_beasts_innate_01	0		0	0	False
	wh2_main_skill_innate_lzd_humble	wh2_main_skill_node_set_lzd_skink_priest_beasts		6	wh2_main_skill_node_lzd_skink_priest_beasts_innate_02	1		0	0	False
	wh2_main_skill_innate_lzd_pompous	wh2_main_skill_node_set_lzd_skink_priest_beasts		6	wh2_main_skill_node_lzd_skink_priest_beasts_innate_03	2		0	0	False
	wh2_main_skill_innate_lzd_uncompromising	wh2_main_skill_node_set_lzd_skink_priest_beasts		6	wh2_main_skill_node_lzd_skink_priest_beasts_innate_04	3		0	0	False
	wh2_main_skill_innate_all_fleet_footed	wh2_main_skill_node_set_lzd_skink_priest_beasts		6	wh2_main_skill_node_lzd_skink_priest_beasts_innate_05	4		0	0	False
	wh2_main_skill_innate_all_cunning	wh2_main_skill_node_set_lzd_skink_priest_beasts		6	wh2_main_skill_node_lzd_skink_priest_beasts_innate_06	5		0	0	False
	wh2_main_skill_innate_all_determined	wh2_main_skill_node_set_lzd_skink_priest_beasts		6	wh2_main_skill_node_lzd_skink_priest_beasts_innate_07	6		0	0	False
	wh2_main_skill_innate_all_confident	wh2_main_skill_node_set_lzd_skink_priest_beasts		6	wh2_main_skill_node_lzd_skink_priest_beasts_innate_08	7		0	0	False
	wh2_main_skill_innate_all_disciplined	wh2_main_skill_node_set_lzd_skink_priest_beasts		6	wh2_main_skill_node_lzd_skink_priest_beasts_innate_09	8		0	0	False
	wh2_main_skill_innate_all_perceptive	wh2_main_skill_node_set_lzd_skink_priest_beasts		6	wh2_main_skill_node_lzd_skink_priest_beasts_innate_10	9		0	0	False
	wh2_main_skill_innate_all_aggressive	wh2_main_skill_node_set_lzd_skink_priest_beasts		6	wh2_main_skill_node_lzd_skink_priest_beasts_innate_11	10		0	0	False
	wh2_main_skill_innate_all_tough	wh2_main_skill_node_set_lzd_skink_priest_beasts		6	wh2_main_skill_node_lzd_skink_priest_beasts_innate_12	11		0	0	False
	wh2_main_skill_innate_all_knowledgeable	wh2_main_skill_node_set_lzd_skink_priest_beasts		6	wh2_main_skill_node_lzd_skink_priest_beasts_innate_13	12		0	0	False
	wh2_main_skill_innate_all_intelligent	wh2_main_skill_node_set_lzd_skink_priest_beasts		6	wh2_main_skill_node_lzd_skink_priest_beasts_innate_14	13		0	0	False
	wh_dlc03_skill_magic_beasts_wyssans_wildform	wh2_main_skill_node_set_lzd_skink_priest_beasts		2	wh2_main_skill_node_lzd_skink_priest_beasts_magic_0	0		0	0	True
	wh_dlc03_skill_magic_beasts_wild_heart	wh2_main_skill_node_set_lzd_skink_priest_beasts		2	wh2_main_skill_node_lzd_skink_priest_beasts_magic_1_1	1		0	0	True
	wh_dlc03_skill_magic_beasts_flock_of_doom	wh2_main_skill_node_set_lzd_skink_priest_beasts		2	wh2_main_skill_node_lzd_skink_priest_beasts_magic_1_2	2		0	0	True
	wh_dlc03_skill_magic_beasts_panns_impenetrable_pelt	wh2_main_skill_node_set_lzd_skink_priest_beasts		2	wh2_main_skill_node_lzd_skink_priest_beasts_magic_1_3	3		0	0	True
	wh_dlc03_skill_magic_beasts_the_amber_spear	wh2_main_skill_node_set_lzd_skink_priest_beasts		2	wh2_main_skill_node_lzd_skink_priest_beasts_magic_1_4	4		0	0	True
	wh_main_skill_all_magic_all_06_evasion	wh2_main_skill_node_set_lzd_skink_priest_beasts		2	wh2_main_skill_node_lzd_skink_priest_beasts_magic_2	5		0	4	True
	wh_main_skill_all_magic_all_07_earthing	wh2_main_skill_node_set_lzd_skink_priest_beasts		2	wh2_main_skill_node_lzd_skink_priest_beasts_magic_3_1	8		0	0	True
	wh_main_skill_all_magic_all_08_power_drain	wh2_main_skill_node_set_lzd_skink_priest_beasts		2	wh2_main_skill_node_lzd_skink_priest_beasts_magic_3_2	9		0	0	True
	wh_dlc03_skill_magic_beasts_the_curse_of_anraheir	wh2_main_skill_node_set_lzd_skink_priest_beasts		2	wh2_main_skill_node_lzd_skink_priest_beasts_magic_3_3	6		0	0	True
	wh_dlc03_skill_magic_beasts_transformation_of_kadon	wh2_main_skill_node_set_lzd_skink_priest_beasts		2	wh2_main_skill_node_lzd_skink_priest_beasts_magic_3_4	7		0	0	True
	wh_main_skill_all_magic_all_11_arcane_conduit	wh2_main_skill_node_set_lzd_skink_priest_beasts		2	wh2_main_skill_node_lzd_skink_priest_beasts_magic_4	10		0	4	True
	wh_dlc03_skill_magic_beasts_dummy_wyssans_wildform	wh2_main_skill_node_set_lzd_skink_priest_beasts		2	wh2_main_skill_node_lzd_skink_priest_beasts_magic_dummy	11		1	0	False
	wh2_main_skill_lzd_skink_priest_beasts_terradon	wh2_main_skill_node_set_lzd_skink_priest_beasts		0	wh2_main_skill_node_lzd_skink_priest_beasts_mount_1	0		0	0	True
	wh2_main_skill_lzd_skink_priest_beasts_stegadon	wh2_main_skill_node_set_lzd_skink_priest_beasts		0	wh2_main_skill_node_lzd_skink_priest_beasts_mount_2	1		0	0	True
	wh2_main_skill_all_hero_assist_army_scouting	wh2_main_skill_node_set_lzd_skink_priest_heavens		5	wh2_main_skill_node_lzd_skink_priest_heavens_campaign_01	0		0	0	True
	wh2_main_skill_all_hero_passive_spread_corruption	wh2_main_skill_node_set_lzd_skink_priest_heavens		5	wh2_main_skill_node_lzd_skink_priest_heavens_campaign_02	1		0	0	True
	wh2_main_skill_all_hero_hinder_settlement_steal_technology	wh2_main_skill_node_set_lzd_skink_priest_heavens		5	wh2_main_skill_node_lzd_skink_priest_heavens_campaign_03	2		0	0	True
	wh2_main_skill_all_hero_hinder_agent_wound	wh2_main_skill_node_set_lzd_skink_priest_heavens		5	wh2_main_skill_node_lzd_skink_priest_heavens_campaign_04	3		0	0	True
	wh2_main_skill_all_hero_hinder_army_block_army	wh2_main_skill_node_set_lzd_skink_priest_heavens		5	wh2_main_skill_node_lzd_skink_priest_heavens_campaign_05	4		0	0	True
	wh2_main_skill_all_hero_reduce_action_cost	wh2_main_skill_node_set_lzd_skink_priest_heavens		5	wh2_main_skill_node_lzd_skink_priest_heavens_campaign_06	5		0	0	True
	wh2_main_skill_all_dummy_agent_actions_lzd_skink_priest	wh2_main_skill_node_set_lzd_skink_priest_heavens		8	wh2_main_skill_node_lzd_skink_priest_heavens_campaign_actions_dummy	0		1	0	False
	wh2_main_skill_lzd_lizardmen_agility	wh2_main_skill_node_set_lzd_skink_priest_heavens		0	wh2_main_skill_node_lzd_skink_priest_heavens_generic_1	2		0	0	True
	wh2_main_skill_lzd_protection_of_the_old_ones	wh2_main_skill_node_set_lzd_skink_priest_heavens		0	wh2_main_skill_node_lzd_skink_priest_heavens_generic_2	3		0	0	True
	wh2_main_skill_lzd_skink_priest_arcane_vassal	wh2_main_skill_node_set_lzd_skink_priest_heavens		0	wh2_main_skill_node_lzd_skink_priest_heavens_generic_3	4		0	0	True
	wh2_main_skill_all_immortality_hero	wh2_main_skill_node_set_lzd_skink_priest_heavens		0	wh2_main_skill_node_lzd_skink_priest_heavens_immortality	5		0	0	True
	wh2_main_skill_innate_lzd_arrogant	wh2_main_skill_node_set_lzd_skink_priest_heavens		6	wh2_main_skill_node_lzd_skink_priest_heavens_innate_01	0		0	0	False
	wh2_main_skill_innate_lzd_humble	wh2_main_skill_node_set_lzd_skink_priest_heavens		6	wh2_main_skill_node_lzd_skink_priest_heavens_innate_02	1		0	0	False
	wh2_main_skill_innate_lzd_pompous	wh2_main_skill_node_set_lzd_skink_priest_heavens		6	wh2_main_skill_node_lzd_skink_priest_heavens_innate_03	2		0	0	False
	wh2_main_skill_innate_lzd_uncompromising	wh2_main_skill_node_set_lzd_skink_priest_heavens		6	wh2_main_skill_node_lzd_skink_priest_heavens_innate_04	3		0	0	False
	wh2_main_skill_innate_all_fleet_footed	wh2_main_skill_node_set_lzd_skink_priest_heavens		6	wh2_main_skill_node_lzd_skink_priest_heavens_innate_05	4		0	0	False
	wh2_main_skill_innate_all_cunning	wh2_main_skill_node_set_lzd_skink_priest_heavens		6	wh2_main_skill_node_lzd_skink_priest_heavens_innate_06	5		0	0	False
	wh2_main_skill_innate_all_determined	wh2_main_skill_node_set_lzd_skink_priest_heavens		6	wh2_main_skill_node_lzd_skink_priest_heavens_innate_07	6		0	0	False
	wh2_main_skill_innate_all_confident	wh2_main_skill_node_set_lzd_skink_priest_heavens		6	wh2_main_skill_node_lzd_skink_priest_heavens_innate_08	7		0	0	False
	wh2_main_skill_innate_all_disciplined	wh2_main_skill_node_set_lzd_skink_priest_heavens		6	wh2_main_skill_node_lzd_skink_priest_heavens_innate_09	8		0	0	False
	wh2_main_skill_innate_all_perceptive	wh2_main_skill_node_set_lzd_skink_priest_heavens		6	wh2_main_skill_node_lzd_skink_priest_heavens_innate_10	9		0	0	False
	wh2_main_skill_innate_all_aggressive	wh2_main_skill_node_set_lzd_skink_priest_heavens		6	wh2_main_skill_node_lzd_skink_priest_heavens_innate_11	10		0	0	False
	wh2_main_skill_innate_all_tough	wh2_main_skill_node_set_lzd_skink_priest_heavens		6	wh2_main_skill_node_lzd_skink_priest_heavens_innate_12	11		0	0	False
	wh2_main_skill_innate_all_knowledgeable	wh2_main_skill_node_set_lzd_skink_priest_heavens		6	wh2_main_skill_node_lzd_skink_priest_heavens_innate_13	12		0	0	False
	wh2_main_skill_innate_all_intelligent	wh2_main_skill_node_set_lzd_skink_priest_heavens		6	wh2_main_skill_node_lzd_skink_priest_heavens_innate_14	13		0	0	False
	wh_main_skill_all_magic_heavens_01_harmonic_convergence	wh2_main_skill_node_set_lzd_skink_priest_heavens		2	wh2_main_skill_node_lzd_skink_priest_heavens_magic_0	0		0	0	True
	wh_main_skill_all_magic_heavens_03_rolling_skies	wh2_main_skill_node_set_lzd_skink_priest_heavens		2	wh2_main_skill_node_lzd_skink_priest_heavens_magic_1_1	1		0	0	True
	wh_main_skill_all_magic_heavens_02_wind_blast	wh2_main_skill_node_set_lzd_skink_priest_heavens		2	wh2_main_skill_node_lzd_skink_priest_heavens_magic_1_2	2		0	0	True
	wh_main_skill_all_magic_heavens_04_curse_of_the_midnight_wind	wh2_main_skill_node_set_lzd_skink_priest_heavens		2	wh2_main_skill_node_lzd_skink_priest_heavens_magic_1_3	3		0	0	True
	wh_main_skill_all_magic_heavens_05_urannons_thunderbolt	wh2_main_skill_node_set_lzd_skink_priest_heavens		2	wh2_main_skill_node_lzd_skink_priest_heavens_magic_1_4	4		0	0	True
	wh_main_skill_all_magic_all_06_evasion	wh2_main_skill_node_set_lzd_skink_priest_heavens		2	wh2_main_skill_node_lzd_skink_priest_heavens_magic_2	5		0	4	True
	wh_main_skill_all_magic_all_07_earthing	wh2_main_skill_node_set_lzd_skink_priest_heavens		2	wh2_main_skill_node_lzd_skink_priest_heavens_magic_3_1	8		0	0	True
	wh_main_skill_all_magic_all_08_power_drain	wh2_main_skill_node_set_lzd_skink_priest_heavens		2	wh2_main_skill_node_lzd_skink_priest_heavens_magic_3_2	9		0	0	True
	wh_main_skill_all_magic_heavens_09_comet_of_casandora	wh2_main_skill_node_set_lzd_skink_priest_heavens		2	wh2_main_skill_node_lzd_skink_priest_heavens_magic_3_3	6		0	0	True
	wh_main_skill_all_magic_heavens_10_chain_lightning	wh2_main_skill_node_set_lzd_skink_priest_heavens		2	wh2_main_skill_node_lzd_skink_priest_heavens_magic_3_4	7		0	0	True
	wh_main_skill_all_magic_all_11_arcane_conduit	wh2_main_skill_node_set_lzd_skink_priest_heavens		2	wh2_main_skill_node_lzd_skink_priest_heavens_magic_4	10		0	4	True
	wh_main_skill_all_magic_heavens_dummy_harmonic_convergence	wh2_main_skill_node_set_lzd_skink_priest_heavens		2	wh2_main_skill_node_lzd_skink_priest_heavens_magic_dummy	11		1	0	False
	wh2_main_skill_lzd_skink_priest_heavens_terradon	wh2_main_skill_node_set_lzd_skink_priest_heavens		0	wh2_main_skill_node_lzd_skink_priest_heavens_mount_1	0		0	0	True
	wh2_main_skill_lzd_skink_priest_heavens_stegadon	wh2_main_skill_node_set_lzd_skink_priest_heavens		0	wh2_main_skill_node_lzd_skink_priest_heavens_mount_2	1		0	0	True
	wh_main_skill_all_lord_battle_inspiring_presence	wh2_main_skill_node_set_lzd_slann_mage_priest		4	wh2_main_skill_node_lzd_slann_mage_priest_army_0	0		0	0	True
	wh2_main_skill_lzd_army_buff_saurus	wh2_main_skill_node_set_lzd_slann_mage_priest		4	wh2_main_skill_node_lzd_slann_mage_priest_army_1_1	1		0	0	True
	wh2_main_skill_lzd_army_buff_skinks	wh2_main_skill_node_set_lzd_slann_mage_priest		4	wh2_main_skill_node_lzd_slann_mage_priest_army_1_2	2		0	0	True
	wh2_main_skill_lzd_army_buff_riders	wh2_main_skill_node_set_lzd_slann_mage_priest		4	wh2_main_skill_node_lzd_slann_mage_priest_army_1_3	3		0	0	True
	wh2_main_skill_lzd_army_buff_guardians	wh2_main_skill_node_set_lzd_slann_mage_priest		4	wh2_main_skill_node_lzd_slann_mage_priest_army_1_4	4		0	0	True
	wh2_main_skill_lzd_army_buff_hunters	wh2_main_skill_node_set_lzd_slann_mage_priest		4	wh2_main_skill_node_lzd_slann_mage_priest_army_1_5	5		0	0	True
	wh2_main_skill_lzd_army_buff_dinos	wh2_main_skill_node_set_lzd_slann_mage_priest		4	wh2_main_skill_node_lzd_slann_mage_priest_army_1_6	6		0	0	True
	wh_main_skill_all_lord_battle_rally	wh2_main_skill_node_set_lzd_slann_mage_priest		4	wh2_main_skill_node_lzd_slann_mage_priest_army_2	7		0	6	True
	wh2_main_skill_lzd_army_buff_jungle_dominion	wh2_main_skill_node_set_lzd_slann_mage_priest		4	wh2_main_skill_node_lzd_slann_mage_priest_army_3_1	8		0	0	True
	wh2_main_skill_lzd_army_buff_spawn_kin	wh2_main_skill_node_set_lzd_slann_mage_priest		4	wh2_main_skill_node_lzd_slann_mage_priest_army_3_2	9		0	0	True
	wh2_main_skill_lzd_army_buff_soul_bound	wh2_main_skill_node_set_lzd_slann_mage_priest		4	wh2_main_skill_node_lzd_slann_mage_priest_army_3_3	10		0	0	True
	wh2_main_skill_lzd_army_buff_epicentre	wh2_main_skill_node_set_lzd_slann_mage_priest		4	wh2_main_skill_node_lzd_slann_mage_priest_army_3_4	11		0	0	True
	wh2_main_skill_lzd_slann_forcefield	wh2_main_skill_node_set_lzd_slann_mage_priest		4	wh2_main_skill_node_lzd_slann_mage_priest_army_4	12		0	1	True
	wh_main_skill_all_lord_campaign_route_marcher	wh2_main_skill_node_set_lzd_slann_mage_priest		5	wh2_main_skill_node_lzd_slann_mage_priest_campaign_0	0		0	0	True
	wh_main_skill_emp_lord_campaign_iron_disciplinarian	wh2_main_skill_node_set_lzd_slann_mage_priest		5	wh2_main_skill_node_lzd_slann_mage_priest_campaign_1_1	1		0	0	True
	wh_main_skill_emp_lord_campaign_fervent	wh2_main_skill_node_set_lzd_slann_mage_priest		5	wh2_main_skill_node_lzd_slann_mage_priest_campaign_1_2	2		0	0	True
	wh_main_skill_brt_lord_campaign_bonded_service	wh2_main_skill_node_set_lzd_slann_mage_priest		5	wh2_main_skill_node_lzd_slann_mage_priest_campaign_1_3	3		0	0	True
	wh_main_skill_vmp_lord_campaign_ancient_cunning	wh2_main_skill_node_set_lzd_slann_mage_priest		5	wh2_main_skill_node_lzd_slann_mage_priest_campaign_1_4	4		0	0	True
	wh2_main_skill_def_campaign_draftmaster	wh2_main_skill_node_set_lzd_slann_mage_priest		5	wh2_main_skill_node_lzd_slann_mage_priest_campaign_2	5		0	4	True
	wh_main_skill_all_lord_campaign_lightning_strike	wh2_main_skill_node_set_lzd_slann_mage_priest		5	wh2_main_skill_node_lzd_slann_mage_priest_campaign_3_1	6		0	0	True
	wh2_main_skill_lzd_lord_campaign_upkeep	wh2_main_skill_node_set_lzd_slann_mage_priest		5	wh2_main_skill_node_lzd_slann_mage_priest_campaign_3_2	7		0	0	True
	wh2_main_skill_def_campaign_wary	wh2_main_skill_node_set_lzd_slann_mage_priest		5	wh2_main_skill_node_lzd_slann_mage_priest_campaign_3_3	8		0	0	True
	wh2_main_skill_lzd_lord_campaign_replenish	wh2_main_skill_node_set_lzd_slann_mage_priest		5	wh2_main_skill_node_lzd_slann_mage_priest_campaign_3_4	9		0	0	True
	wh2_main_skill_LL_self_defense	wh2_main_skill_node_set_lzd_slann_mage_priest		5	wh2_main_skill_node_lzd_slann_mage_priest_campaign_4	10		0	4	True
	wh2_main_skill_lzd_disciplines_reservoir	wh2_main_skill_node_set_lzd_slann_mage_priest		1	wh2_main_skill_node_lzd_slann_mage_priest_discipline_1_0	0		0	0	True
	wh2_main_skill_lzd_disciplines_becalming_cogitation	wh2_main_skill_node_set_lzd_slann_mage_priest		1	wh2_main_skill_node_lzd_slann_mage_priest_discipline_1_1	1		0	0	True
	wh2_main_skill_lzd_disciplines_arcane_convergence	wh2_main_skill_node_set_lzd_slann_mage_priest		1	wh2_main_skill_node_lzd_slann_mage_priest_discipline_1_2	2		0	0	True
	wh2_main_skill_lzd_disciplines_focus_of_mysteries	wh2_main_skill_node_set_lzd_slann_mage_priest		1	wh2_main_skill_node_lzd_slann_mage_priest_discipline_1_3	3		0	0	True
	wh2_main_skill_lzd_disciplines_unfathomable_presence	wh2_main_skill_node_set_lzd_slann_mage_priest		2	wh2_main_skill_node_lzd_slann_mage_priest_discipline_2_0	0		0	0	True
	wh2_main_skill_lzd_disciplines_soul_of_stone	wh2_main_skill_node_set_lzd_slann_mage_priest		2	wh2_main_skill_node_lzd_slann_mage_priest_discipline_2_1	1		0	0	True
	wh2_main_skill_lzd_disciplines_harrowing_scruteny	wh2_main_skill_node_set_lzd_slann_mage_priest		2	wh2_main_skill_node_lzd_slann_mage_priest_discipline_2_2	2		0	0	True
	wh2_main_skill_lzd_disciplines_transcendent_healing	wh2_main_skill_node_set_lzd_slann_mage_priest		2	wh2_main_skill_node_lzd_slann_mage_priest_discipline_2_3	3		0	0	True
	wh2_main_skill_lzd_telekinesis	wh2_main_skill_node_set_lzd_slann_mage_priest		0	wh2_main_skill_node_lzd_slann_mage_priest_generic_1	0		0	0	True
	wh2_main_skill_lzd_protection_of_the_old_ones	wh2_main_skill_node_set_lzd_slann_mage_priest		0	wh2_main_skill_node_lzd_slann_mage_priest_generic_2	1		0	0	True
	wh2_main_skill_all_immortality_lord	wh2_main_skill_node_set_lzd_slann_mage_priest		0	wh2_main_skill_node_lzd_slann_mage_priest_immortality	2		0	0	True
	wh2_main_skill_innate_lzd_arrogant	wh2_main_skill_node_set_lzd_slann_mage_priest		6	wh2_main_skill_node_lzd_slann_mage_priest_innate_01	0		0	0	False
	wh2_main_skill_innate_lzd_humble	wh2_main_skill_node_set_lzd_slann_mage_priest		6	wh2_main_skill_node_lzd_slann_mage_priest_innate_02	1		0	0	False
	wh2_main_skill_innate_lzd_pompous	wh2_main_skill_node_set_lzd_slann_mage_priest		6	wh2_main_skill_node_lzd_slann_mage_priest_innate_03	2		0	0	False
	wh2_main_skill_innate_lzd_uncompromising	wh2_main_skill_node_set_lzd_slann_mage_priest		6	wh2_main_skill_node_lzd_slann_mage_priest_innate_04	3		0	0	False
	wh2_main_skill_innate_all_fleet_footed	wh2_main_skill_node_set_lzd_slann_mage_priest		6	wh2_main_skill_node_lzd_slann_mage_priest_innate_05	4		0	0	False
	wh2_main_skill_innate_all_cunning	wh2_main_skill_node_set_lzd_slann_mage_priest		6	wh2_main_skill_node_lzd_slann_mage_priest_innate_06	5		0	0	False
	wh2_main_skill_innate_all_determined	wh2_main_skill_node_set_lzd_slann_mage_priest		6	wh2_main_skill_node_lzd_slann_mage_priest_innate_07	6		0	0	False
	wh2_main_skill_innate_all_confident	wh2_main_skill_node_set_lzd_slann_mage_priest		6	wh2_main_skill_node_lzd_slann_mage_priest_innate_08	7		0	0	False
	wh2_main_skill_innate_all_disciplined	wh2_main_skill_node_set_lzd_slann_mage_priest		6	wh2_main_skill_node_lzd_slann_mage_priest_innate_09	8		0	0	False
	wh2_main_skill_innate_all_perceptive	wh2_main_skill_node_set_lzd_slann_mage_priest		6	wh2_main_skill_node_lzd_slann_mage_priest_innate_10	9		0	0	False
	wh2_main_skill_innate_all_aggressive	wh2_main_skill_node_set_lzd_slann_mage_priest		6	wh2_main_skill_node_lzd_slann_mage_priest_innate_11	10		0	0	False
	wh2_main_skill_innate_all_tough	wh2_main_skill_node_set_lzd_slann_mage_priest		6	wh2_main_skill_node_lzd_slann_mage_priest_innate_12	11		0	0	False
	wh2_main_skill_innate_all_knowledgeable	wh2_main_skill_node_set_lzd_slann_mage_priest		6	wh2_main_skill_node_lzd_slann_mage_priest_innate_13	12		0	0	False
	wh2_main_skill_innate_all_intelligent	wh2_main_skill_node_set_lzd_slann_mage_priest		6	wh2_main_skill_node_lzd_slann_mage_priest_innate_14	13		0	0	False
	wh2_main_skill_all_magic_light_02_phas_protection_lord	wh2_main_skill_node_set_lzd_slann_mage_priest		3	wh2_main_skill_node_lzd_slann_mage_priest_magic_0	0		0	0	True
	wh2_main_skill_all_magic_heavens_02_wind_blast_lord	wh2_main_skill_node_set_lzd_slann_mage_priest		3	wh2_main_skill_node_lzd_slann_mage_priest_magic_1_1	2		0	0	True
	wh2_main_skill_all_magic_high_01_soul_quench_slann	wh2_main_skill_node_set_lzd_slann_mage_priest		3	wh2_main_skill_node_lzd_slann_mage_priest_magic_1_2	3		0	0	True
	wh2_main_skill_all_magic_high_05_tempest_slann	wh2_main_skill_node_set_lzd_slann_mage_priest		3	wh2_main_skill_node_lzd_slann_mage_priest_magic_1_3	4		0	0	True
	wh_main_skill_all_magic_heavens_03_rolling_skies	wh2_main_skill_node_set_lzd_slann_mage_priest		3	wh2_main_skill_node_lzd_slann_mage_priest_magic_1_4	1		0	0	True
	wh_main_skill_all_magic_all_06_evasion	wh2_main_skill_node_set_lzd_slann_mage_priest		3	wh2_main_skill_node_lzd_slann_mage_priest_magic_2	5		0	4	True
	wh2_main_skill_all_magic_light_10_bironas_timewarp_lord	wh2_main_skill_node_set_lzd_slann_mage_priest		3	wh2_main_skill_node_lzd_slann_mage_priest_magic_3_1	6		0	0	True
	wh2_main_skill_all_magic_heavens_10_chain_lightning_lord	wh2_main_skill_node_set_lzd_slann_mage_priest		3	wh2_main_skill_node_lzd_slann_mage_priest_magic_3_2	7		0	0	True
	wh2_main_skill_all_magic_high_03_lore_attribute	wh2_main_skill_node_set_lzd_slann_mage_priest		3	wh2_main_skill_node_lzd_slann_mage_priest_magic_3_3	8		0	0	True
	wh_main_skill_all_magic_light_03_exorcism	wh2_main_skill_node_set_lzd_slann_mage_priest		3	wh2_main_skill_node_lzd_slann_mage_priest_magic_3_4	9		0	0	True
	wh_main_skill_all_magic_all_11_arcane_conduit	wh2_main_skill_node_set_lzd_slann_mage_priest		3	wh2_main_skill_node_lzd_slann_mage_priest_magic_4	10		0	4	True
	wh2_main_skill_all_magic_heavens_dummy_phas_protection_wind_blast	wh2_main_skill_node_set_lzd_slann_mage_priest		3	wh2_main_skill_node_lzd_slann_mage_priest_magic_dummy	11		1	0	False
	wh2_main_skill_innate_hef_loremaster_campaign_0_deviant	wh2_main_skill_node_set_hef_loremaster_of_hoeth		6	wh2_main_skill_node_set_hef_loremaster_of_hoeth_innate_01	0		0	0	False
	wh2_main_skill_innate_hef_loremaster_campaign_3_advocate	wh2_main_skill_node_set_hef_loremaster_of_hoeth		6	wh2_main_skill_node_set_hef_loremaster_of_hoeth_innate_02	1		0	0	False
	wh2_main_skill_innate_hef_loremaster_campaign_7_disciple	wh2_main_skill_node_set_hef_loremaster_of_hoeth		6	wh2_main_skill_node_set_hef_loremaster_of_hoeth_innate_03	2		0	0	False
	wh2_main_skill_innate_hef_loremaster_campaign_0_frigid	wh2_main_skill_node_set_hef_loremaster_of_hoeth		6	wh2_main_skill_node_set_hef_loremaster_of_hoeth_innate_04	3		0	0	False
	wh2_main_skill_innate_hef_loremaster_campaign_3_fruitful	wh2_main_skill_node_set_hef_loremaster_of_hoeth		6	wh2_main_skill_node_set_hef_loremaster_of_hoeth_innate_05	4		0	0	False
	wh2_main_skill_innate_hef_loremaster_campaign_7_fecund	wh2_main_skill_node_set_hef_loremaster_of_hoeth		6	wh2_main_skill_node_set_hef_loremaster_of_hoeth_innate_06	5		0	0	False
	wh2_main_skill_innate_hef_loremaster_campaign_0_rebel	wh2_main_skill_node_set_hef_loremaster_of_hoeth		6	wh2_main_skill_node_set_hef_loremaster_of_hoeth_innate_07	6		0	0	False
	wh2_main_skill_innate_hef_loremaster_campaign_3_healer	wh2_main_skill_node_set_hef_loremaster_of_hoeth		6	wh2_main_skill_node_set_hef_loremaster_of_hoeth_innate_08	7		0	0	False
	wh2_main_skill_innate_hef_loremaster_campaign_7_medic	wh2_main_skill_node_set_hef_loremaster_of_hoeth		6	wh2_main_skill_node_set_hef_loremaster_of_hoeth_innate_09	8		0	0	False
