technology_node_links_tables
2
child_key	initial_descent_tiers	parent_key	parent_link_position	child_link_position	parent_link_position_offset	child_link_position_offset
tech_lzd_3_7	0	tech_lzd_0_2	3	1	0	0
tech_lzd_4_7	0	tech_lzd_0_2	3	1	0	0
tech_lzd_5_7	0	tech_lzd_0_2	3	1	0	0
tech_lzd_6_7	0	tech_lzd_0_2	3	1	0	0
tech_lzd_7_7	0	tech_lzd_0_2	3	1	0	0
tech_lzd_8_7	0	tech_lzd_0_2	3	1	0	0
tech_lzd_1_2	0	tech_lzd_1_1	2	4	0	0
tech_lzd_1_3	0	tech_lzd_1_2	2	4	0	0
tech_lzd_1_4	0	tech_lzd_1_3	2	4	0	0
tech_lzd_1_5	0	tech_lzd_1_4	2	4	0	0
tech_lzd_1_6	0	tech_lzd_1_5	2	4	0	0
tech_lzd_1_7	0	tech_lzd_1_6	2	4	0	0
tech_lzd_2_2	0	tech_lzd_2_1	2	4	0	0
tech_lzd_2_3	0	tech_lzd_2_2	2	4	0	0
tech_lzd_2_4	0	tech_lzd_2_3	2	4	0	0
tech_lzd_2_5	0	tech_lzd_2_4	2	4	0	0
tech_lzd_2_6	0	tech_lzd_2_5	2	4	0	0
tech_lzd_2_7	0	tech_lzd_2_6	2	4	0	0
tech_lzd_3_2	0	tech_lzd_3_1	2	4	0	0
tech_lzd_3_3	0	tech_lzd_3_2	2	4	0	0
tech_lzd_3_4	0	tech_lzd_3_3	2	4	0	0
tech_lzd_3_5	0	tech_lzd_3_4	2	4	0	0
tech_lzd_3_6	0	tech_lzd_3_5	2	4	0	0
tech_lzd_3_7	0	tech_lzd_3_6	2	4	0	0
tech_lzd_4_2	0	tech_lzd_4_1	2	4	0	0
tech_lzd_4_3	0	tech_lzd_4_2	2	4	0	0
tech_lzd_4_4	0	tech_lzd_4_3	2	4	0	0
tech_lzd_4_5	0	tech_lzd_4_4	2	4	0	0
tech_lzd_4_6	0	tech_lzd_4_5	2	4	0	0
tech_lzd_4_7	0	tech_lzd_4_6	2	4	0	0
tech_lzd_5_2	0	tech_lzd_5_1	2	4	0	0
tech_lzd_5_3	0	tech_lzd_5_2	2	4	0	0
tech_lzd_5_4	0	tech_lzd_5_3	2	4	0	0
tech_lzd_5_5	0	tech_lzd_5_4	2	4	0	0
tech_lzd_5_6	0	tech_lzd_5_5	2	4	0	0
tech_lzd_5_7	0	tech_lzd_5_6	2	4	0	0
tech_lzd_6_2	0	tech_lzd_6_1	2	4	0	0
tech_lzd_6_3	0	tech_lzd_6_2	2	4	0	0
tech_lzd_6_4	0	tech_lzd_6_3	2	4	0	0
tech_lzd_6_5	0	tech_lzd_6_4	2	4	0	0
tech_lzd_6_6	0	tech_lzd_6_5	2	4	0	0
tech_lzd_6_7	0	tech_lzd_6_6	2	4	0	0
tech_lzd_7_2	0	tech_lzd_7_1	2	4	0	0
tech_lzd_7_3	0	tech_lzd_7_2	2	4	0	0
tech_lzd_7_4	0	tech_lzd_7_3	2	4	0	0
tech_lzd_7_5	0	tech_lzd_7_4	2	4	0	0
tech_lzd_7_6	0	tech_lzd_7_5	2	4	0	0
tech_lzd_7_7	0	tech_lzd_7_6	2	4	0	0
tech_lzd_8_2	0	tech_lzd_8_1	2	4	0	0
tech_lzd_8_3	0	tech_lzd_8_2	2	4	0	0
tech_lzd_8_4	0	tech_lzd_8_3	2	4	0	0
tech_lzd_8_5	0	tech_lzd_8_4	2	4	0	0
tech_lzd_8_6	0	tech_lzd_8_5	2	4	0	0
tech_lzd_8_7	0	tech_lzd_8_6	2	4	0	0
tech_skv_1_1	0	tech_skv_1_0	2	4	0	0
tech_skv_1_2	0	tech_skv_1_1	3	1	0	0
tech_skv_1_4	0	tech_skv_1_1	2	4	0	0
tech_skv_1_3	0	tech_skv_1_2	2	4	0	0
tech_skv_1_5	0	tech_skv_1_4	1	3	0	0
tech_skv_1_6	0	tech_skv_1_4	2	4	0	0
tech_skv_1_7	0	tech_skv_1_6	2	4	0	0
tech_skv_5_4	0	tech_skv_1_6	3	1	0	0
tech_skv_4_0	0	tech_skv_1_7	1	3	0	0
tech_skv_6_0	0	tech_skv_1_7	2	1	0.5	0
tech_skv_2_1	0	tech_skv_2_0	2	4	0	0
tech_skv_2_2	0	tech_skv_2_1	2	4	0	0
tech_skv_2_3	0	tech_skv_2_2	1	3	0	0
tech_skv_2_4	0	tech_skv_2_2	3	1	0	0
tech_skv_2_5	0	tech_skv_2_2	2	4	0	0
tech_skv_5_4	0	tech_skv_2_5	2	4	0	0
tech_skv_3_1	0	tech_skv_3_0	2	4	0	0
tech_skv_3_2	0	tech_skv_3_1	1	3	0	0
tech_skv_3_3	0	tech_skv_3_1	3	1	0	0
tech_skv_3_4	0	tech_skv_3_1	2	4	0	0
tech_skv_3_6	0	tech_skv_3_3	2	4	0	0
tech_skv_3_5	0	tech_skv_3_4	1	3	0	0
tech_skv_5_0	0	tech_skv_3_4	2	3	0	0
tech_skv_3_7	0	tech_skv_3_6	2	4	0	0
tech_skv_8_0	0	tech_skv_3_7	2	4	0	0.5
tech_skv_4_1	0	tech_skv_4_0	2	4	0	0
tech_skv_4_2	0	tech_skv_4_1	2	4	0	0
tech_skv_4_3	0	tech_skv_4_2	2	4	0	0
tech_skv_5_1	0	tech_skv_5_0	2	4	0	0
tech_skv_5_2	0	tech_skv_5_1	2	4	0	0
tech_skv_5_3	0	tech_skv_5_1	1	4	0	0
tech_skv_5_4	0	tech_skv_5_3	1	3	0	0
tech_skv_8_0	0	tech_skv_5_4	2	1	0.5	-0.5
tech_skv_9_0	0	tech_skv_5_4	2	4	0	0
tech_skv_6_1	0	tech_skv_6_0	3	1	0	0
tech_skv_6_2	0	tech_skv_6_0	2	4	0	0
tech_skv_6_3	0	tech_skv_6_2	3	1	0	0
tech_skv_7_0	0	tech_skv_6_2	2	4	0	0
tech_skv_7_1	0	tech_skv_7_0	1	3	0	0
tech_skv_7_2	0	tech_skv_7_0	2	4	0	0
tech_skv_9_0	0	tech_skv_7_0	3	1	0	0
tech_skv_7_3	0	tech_skv_7_2	1	3	0	0
tech_skv_8_1	0	tech_skv_8_0	4	1	0	0
tech_skv_8_2	0	tech_skv_8_0	1	4	0.5	0
tech_skv_8_3	0	tech_skv_8_0	2	4	-0.5	0
tech_skv_8_4	0	tech_skv_8_0	2	4	0	0
tech_skv_8_5	0	tech_skv_8_0	2	4	0.5	0
tech_skv_9_1	0	tech_skv_9_0	3	1	0	0
tech_skv_9_2	0	tech_skv_9_0	2	4	0	0
tech_vmp_beasts_02	0	tech_vmp_beasts_01	2	4	0	0
tech_vmp_beasts_03	0	tech_vmp_beasts_02	3	1	0	0
tech_vmp_beasts_04	0	tech_vmp_beasts_02	2	4	0	0
tech_vmp_beasts_05	0	tech_vmp_beasts_04	1	3	0	0
tech_vmp_beasts_06	0	tech_vmp_beasts_04	2	4	0	0
tech_vmp_beasts_07	0	tech_vmp_beasts_06	3	1	0	0
tech_vmp_beasts_08	0	tech_vmp_beasts_06	2	4	0	0
tech_vmp_beasts_09	0	tech_vmp_beasts_08	2	4	0	0
tech_vmp_binding_02	0	tech_vmp_binding_01	2	4	0	0
tech_vmp_binding_03	0	tech_vmp_binding_02	1	3	0	0
tech_vmp_binding_04	0	tech_vmp_binding_02	3	1	0	0
tech_vmp_binding_05	0	tech_vmp_binding_02	2	4	0	0
tech_vmp_binding_06	0	tech_vmp_binding_03	2	4	0	0
tech_vmp_binding_07	0	tech_vmp_binding_04	2	4	0	0
tech_vmp_binding_08	0	tech_vmp_binding_05	2	4	0	0
tech_vmp_binding_10	0	tech_vmp_binding_07	2	4	0	0
tech_vmp_binding_09	0	tech_vmp_binding_08	1	3	0	0
tech_vmp_blood_02	0	tech_vmp_blood_01	2	4	0	0
tech_vmp_blood_03	0	tech_vmp_blood_02	2	4	0	0
tech_vmp_blood_04	0	tech_vmp_blood_02	1	4	0	0
tech_vmp_blood_05	0	tech_vmp_blood_03	3	1	0	0
tech_vmp_blood_06	0	tech_vmp_blood_03	2	4	0	0
tech_vmp_blood_06A	0	tech_vmp_blood_04	2	4	0	0
tech_vmp_blood_06A	0	tech_vmp_blood_06	1	3	0	0
tech_vmp_blood_07	0	tech_vmp_blood_06	3	1	0	0
tech_vmp_blood_08	0	tech_vmp_blood_06	2	4	0	0
tech_vmp_blood_09	0	tech_vmp_blood_08	1	3	0	0
tech_vmp_blood_10	0	tech_vmp_blood_08	3	1	0	0
tech_vmp_blood_11	0	tech_vmp_blood_08	2	4	0	0
tech_vmp_blood_09A	0	tech_vmp_blood_09	2	4	0	0
tech_vmp_blood_12	0	tech_vmp_blood_10	2	4	0	0
tech_vmp_bones_02	0	tech_vmp_bones_01	2	4	0	0
tech_vmp_bones_03	0	tech_vmp_bones_02	3	1	0	0
tech_vmp_bones_05	0	tech_vmp_bones_02	2	4	0	0
tech_vmp_bones_04	0	tech_vmp_bones_03	3	1	0	0
tech_vmp_bones_06	0	tech_vmp_bones_05	3	1	0	0
tech_vmp_bones_08	0	tech_vmp_bones_05	2	4	0	0
tech_vmp_bones_07	0	tech_vmp_bones_06	3	1	0	0
tech_vmp_bones_09	0	tech_vmp_bones_08	3	1	0	0
tech_vmp_bones_10	0	tech_vmp_bones_09	3	1	0	0
