units_custom_battle_mounts_tables
1
base_unit	icon_name	mounted_unit
wh_main_emp_cha_karl_franz_0	ui/campaign ui/mounts/mount_imperial_pegasus.png	wh_main_emp_cha_karl_franz_2
wh_main_emp_cha_karl_franz_0	ui/campaign ui/mounts/mount_warhorse.png	wh_main_emp_cha_karl_franz_3
wh_main_emp_cha_karl_franz_0	ui/campaign ui/mounts/mount_barded_warhorse.png	wh_main_emp_cha_karl_franz_4
wh_main_emp_cha_warrior_priest_0	ui/campaign ui/mounts/mount_warhorse.png	wh_main_emp_cha_warrior_priest_1
wh_main_emp_cha_warrior_priest_0	ui/campaign ui/mounts/mount_barded_warhorse.png	wh_main_emp_cha_warrior_priest_2
wh_main_emp_cha_wizard_fire_0	ui/campaign ui/mounts/mount_warhorse.png	wh_main_emp_cha_wizard_fire_1
wh_main_emp_cha_wizard_fire_0	ui/campaign ui/mounts/mount_imperial_pegasus.png	wh_main_emp_cha_wizard_fire_2
wh_main_emp_cha_wizard_fire_0	ui/campaign ui/mounts/mount_barded_warhorse.png	wh_main_emp_cha_wizard_fire_3
wh_main_emp_cha_wizard_heavens_0	ui/campaign ui/mounts/mount_warhorse.png	wh_main_emp_cha_wizard_heavens_1
wh_main_emp_cha_wizard_heavens_0	ui/campaign ui/mounts/mount_imperial_pegasus.png	wh_main_emp_cha_wizard_heavens_2
wh_main_emp_cha_wizard_heavens_0	ui/campaign ui/mounts/mount_barded_warhorse.png	wh_main_emp_cha_wizard_heavens_4
wh_main_emp_cha_wizard_light_0	ui/campaign ui/mounts/mount_warhorse.png	wh_main_emp_cha_wizard_light_1
wh_main_emp_cha_wizard_light_0	ui/campaign ui/mounts/mount_imperial_pegasus.png	wh_main_emp_cha_wizard_light_2
wh_main_emp_cha_wizard_light_0	ui/campaign ui/mounts/mount_barded_warhorse.png	wh_main_emp_cha_wizard_light_4
wh_main_grn_cha_azhag_the_slaughterer_0	ui/campaign ui/mounts/mount_skullmuncha.png	wh_main_grn_cha_azhag_the_slaughterer_1
wh_main_grn_cha_goblin_big_boss_0	ui/campaign ui/mounts/mount_giant_wolf.png	wh_main_grn_cha_goblin_big_boss_1
wh_main_grn_cha_goblin_big_boss_0	ui/campaign ui/mounts/mount_giant_spider.png	wh_main_grn_cha_goblin_big_boss_2
wh_main_grn_cha_goblin_great_shaman_0	ui/campaign ui/mounts/mount_giant_wolf.png	wh_main_grn_cha_goblin_great_shaman_1
wh_main_grn_cha_orc_shaman_0	ui/campaign ui/mounts/mount_war_boar.png	wh_main_grn_cha_orc_shaman_1
wh_main_grn_cha_orc_warboss_0	ui/campaign ui/mounts/mount_wyvern.png	wh_main_grn_cha_orc_warboss_1
wh_main_grn_cha_orc_warboss_0	ui/campaign ui/mounts/mount_war_boar.png	wh_main_grn_cha_orc_warboss_2
wh_main_ksl_cha_captain_0	ui/campaign ui/mounts/mount_warhorse.png	wh_main_ksl_cha_captain_1
wh_main_ksl_cha_captain_0	ui/campaign ui/mounts/mount_barded_warhorse.png	wh_main_ksl_cha_captain_2
wh_main_ksl_cha_general_0	ui/campaign ui/mounts/mount_warhorse.png	wh_main_ksl_cha_general_1
wh_main_ksl_cha_general_0	ui/campaign ui/mounts/mount_barded_warhorse.png	wh_main_ksl_cha_general_2
wh_main_ksl_cha_wizard_0	ui/campaign ui/mounts/mount_warhorse.png	wh_main_ksl_cha_wizard_1
wh_main_nor_cha_chaos_sorcerer_0	ui/campaign ui/mounts/mount_warhorse.png	wh_main_nor_cha_chaos_sorcerer_1
wh_main_nor_cha_marauder_chieftan_0	ui/campaign ui/mounts/mount_warhorse.png	wh_main_nor_cha_marauder_chieftan_1
wh_main_teb_cha_captain_0	ui/campaign ui/mounts/mount_warhorse.png	wh_main_teb_cha_captain_1
wh_main_teb_cha_captain_0	ui/campaign ui/mounts/mount_barded_warhorse.png	wh_main_teb_cha_captain_2
wh_main_teb_cha_general_0	ui/campaign ui/mounts/mount_warhorse.png	wh_main_teb_cha_general_1
wh_main_teb_cha_general_0	ui/campaign ui/mounts/mount_barded_warhorse.png	wh_main_teb_cha_general_2
wh_main_teb_cha_wizard_0	ui/campaign ui/mounts/mount_warhorse.png	wh_main_teb_cha_wizard_1
wh_main_vmp_cha_mannfred_von_carstein_0	ui/campaign ui/mounts/mount_hellsteed.png	wh_main_vmp_cha_mannfred_von_carstein_2
wh_main_vmp_cha_mannfred_von_carstein_0	ui/campaign ui/mounts/mount_zombie_dragon.png	wh_main_vmp_cha_mannfred_von_carstein_3
wh_main_vmp_cha_mannfred_von_carstein_0	ui/campaign ui/mounts/mount_barded_nightmare.png	wh_main_vmp_cha_mannfred_von_carstein_4
wh_main_vmp_cha_master_necromancer_0	ui/campaign ui/mounts/mount_corpse_cart.png	wh_dlc04_vmp_cha_master_necromancer_1
wh_main_vmp_cha_master_necromancer_0	UI/Campaign UI/mounts/mount_corpse_cart_with_balefire.png	wh_dlc04_vmp_cha_master_necromancer_2
wh_main_vmp_cha_master_necromancer_0	UI/Campaign UI/mounts/mount_corpse_cart_with_lodestone.png	wh_dlc04_vmp_cha_master_necromancer_3
wh_main_vmp_cha_master_necromancer_0	ui/campaign ui/mounts/mount_hellsteed.png	wh_main_vmp_cha_master_necromancer_4
wh_main_vmp_cha_master_necromancer_0	ui/campaign ui/mounts/mount_nightmare.png	wh_main_vmp_cha_master_necromancer_5
wh_main_vmp_cha_necromancer_0	ui/campaign ui/mounts/mount_corpse_cart.png	wh_dlc04_vmp_cha_necromancer_1
wh_main_vmp_cha_necromancer_0	UI/Campaign UI/mounts/mount_corpse_cart_with_balefire.png	wh_dlc04_vmp_cha_necromancer_2
wh_main_vmp_cha_necromancer_0	UI/Campaign UI/mounts/mount_corpse_cart_with_lodestone.png	wh_dlc04_vmp_cha_necromancer_3
wh_main_vmp_cha_necromancer_0	ui/campaign ui/mounts/mount_nightmare.png	wh_main_vmp_cha_necromancer_5
wh_main_vmp_cha_vampire_0	ui/campaign ui/mounts/mount_barded_nightmare.png	wh_main_vmp_cha_vampire_1
wh_main_vmp_cha_vampire_0	ui/campaign ui/mounts/mount_hellsteed.png	wh_main_vmp_cha_vampire_2
wh_main_vmp_cha_vampire_lord_0	ui/campaign ui/mounts/mount_hellsteed.png	wh_main_vmp_cha_vampire_lord_2
wh_main_vmp_cha_vampire_lord_0	ui/campaign ui/mounts/mount_zombie_dragon.png	wh_main_vmp_cha_vampire_lord_3
wh_main_vmp_cha_vampire_lord_0	ui/campaign ui/mounts/mount_barded_nightmare.png	wh_main_vmp_cha_vampire_lord_5
wh_main_vmp_cha_wight_king_0	ui/campaign ui/mounts/mount_skeletal_steed.png	wh_main_vmp_cha_wight_king_1
wh_main_vmp_cha_wight_king_0	ui/campaign ui/mounts/mount_barded_skeletal_steed.png	wh_main_vmp_cha_wight_king_2
wh_pro02_vmp_cha_isabella_von_carstein_0	ui/campaign ui/mounts/mount_hellsteed.png	wh_pro02_vmp_cha_isabella_von_carstein_2
wh_pro02_vmp_cha_isabella_von_carstein_0	ui/campaign ui/mounts/mount_barded_nightmare.png	wh_pro02_vmp_cha_isabella_von_carstein_4
