technology_effects_junction_tables
0
technology	effect	effect_scope	value
tech_dlc07_brt_chivalry_greenskins_1	wh_dlc05_tech_diplomacy_bonus_greenskins	faction_to_faction_own_unseen	-50
tech_dlc07_brt_chivalry_greenskins_1	wh_dlc07_effect_attrition_immunity_badlands	faction_to_force_own	1
tech_dlc07_brt_chivalry_greenskins_1	wh_dlc07_effect_increased_chivalry_greenskins	faction_to_faction_own_unseen	2
tech_dlc07_brt_chivalry_greenskins_1	wh_main_effect_tech_xp_gain_increase_greenskins	faction_to_force_own_unseen	100
tech_dlc07_brt_chivalry_greenskins_2	wh_dlc05_tech_diplomacy_bonus_greenskins	faction_to_faction_own_unseen	-50
tech_dlc07_brt_chivalry_greenskins_2	wh_dlc07_effect_increased_chivalry_greenskins	faction_to_faction_own_unseen	3
tech_dlc07_brt_chivalry_greenskins_2	wh_main_effect_force_unit_stat_melee_damage_versus_greenskins	faction_to_force_own	10
tech_dlc07_brt_chivalry_greenskins_2	wh_main_effect_force_unit_stat_morale_during_subterranean	faction_to_force_own	10
tech_dlc07_brt_chivalry_norsca_1	wh_dlc07_effect_attrition_immunity_snow	faction_to_force_own	1
tech_dlc07_brt_chivalry_norsca_1	wh_dlc07_effect_increased_chivalry_norsca	faction_to_faction_own_unseen	2
tech_dlc07_brt_chivalry_norsca_1	wh_main_effect_tech_xp_gain_increase_norsca	faction_to_force_own_unseen	100
tech_dlc07_brt_chivalry_norsca_1	wh_main_faction_diplomacy_penalty_norsca	faction_to_faction_own_unseen	-50
tech_dlc07_brt_chivalry_norsca_2	wh_dlc07_effect_increased_chivalry_norsca	faction_to_faction_own_unseen	3
tech_dlc07_brt_chivalry_norsca_2	wh_main_effect_tech_melee_attack_increase_fighting_norsca	faction_to_force_own	5
tech_dlc07_brt_chivalry_norsca_2	wh_main_effect_tech_melee_defence_increase_fighting_norsca	faction_to_force_own	10
tech_dlc07_brt_chivalry_norsca_2	wh_main_faction_diplomacy_penalty_norsca	faction_to_faction_own_unseen	-50
tech_dlc07_brt_chivalry_vampires_1	wh_dlc05_tech_diplomacy_bonus_vampires	faction_to_faction_own_unseen	-50
tech_dlc07_brt_chivalry_vampires_1	wh_dlc07_effect_bonus_morale_fighting_against_vampires	faction_to_force_own	10
tech_dlc07_brt_chivalry_vampires_1	wh_dlc07_effect_campaign_attrition_vampiric_attrition_casualties	faction_to_force_own	-25
tech_dlc07_brt_chivalry_vampires_1	wh_dlc07_effect_increased_chivalry_vampires	faction_to_faction_own_unseen	2
tech_dlc07_brt_chivalry_wood_elves_1	wh_dlc07_effect_increased_chivalry_wood_elves	faction_to_faction_own_unseen	2
tech_dlc07_brt_chivalry_wood_elves_1	wh_main_effect_bonus_morale_fighting_against_wood_elves	faction_to_force_own	8
tech_dlc07_brt_chivalry_wood_elves_1	wh_main_effect_force_ward_save_missile_fighting_wood_elves	faction_to_force_own	10
tech_dlc07_brt_chivalry_wood_elves_1	wh_main_faction_diplomacy_penalty_wood_elves	faction_to_faction_own_unseen	-50
tech_dlc07_brt_economy_farm_1	wh_dlc07_effect_economy_gdp_mod_farming	faction_to_region_own	2
tech_dlc07_brt_economy_farm_2	wh_dlc07_effect_economy_gdp_mod_farming	faction_to_region_own	2
tech_dlc07_brt_economy_farm_2	wh_main_effect_building_construction_cost_mod_infrastructure	faction_to_region_own	-5
tech_dlc07_brt_economy_farm_3	wh_dlc07_effect_economy_gdp_mod_farming	faction_to_region_own	3
tech_dlc07_brt_economy_farm_3	wh_main_effect_force_army_campaign_upkeep_cost_infantry	faction_to_force_own_unseen	-5
tech_dlc07_brt_economy_farm_4	wh_dlc07_effect_dummy_peasant_increase	faction_to_faction_own_unseen	1
tech_dlc07_brt_economy_farm_4	wh_dlc07_effect_economy_gdp_mod_farming	faction_to_region_own	3
tech_dlc07_brt_economy_industry_1	wh_dlc07_effect_economy_gdp_mod_industry	faction_to_region_own	10
tech_dlc07_brt_economy_industry_2	wh_dlc07_effect_economy_gdp_mod_industry	faction_to_region_own	5
tech_dlc07_brt_economy_industry_2	wh_main_effect_unit_recruitment_points	faction_to_province_own	1
tech_dlc07_brt_economy_industry_3	wh_dlc03_effect_technology_research_points	faction_to_faction_own_unseen	5
tech_dlc07_brt_economy_industry_3	wh_dlc07_effect_economy_gdp_mod_industry	faction_to_region_own	5
tech_dlc07_brt_economy_industry_4	wh_dlc07_effect_economy_gdp_mod_industry	faction_to_region_own	10
tech_dlc07_brt_economy_industry_4	wh_main_effect_force_all_campaign_recruitment_cost_all	faction_to_force_own	-10
tech_dlc07_brt_economy_industry_start	wh_main_effect_building_construction_cost_mod	faction_to_region_own	-2
tech_dlc07_brt_economy_industry_start	wh_main_effect_building_construction_time_mod_settlement	faction_to_region_own	-1
tech_dlc07_brt_economy_other_1	wh_dlc07_effect_battle_morale_increase_peasant_mob	faction_to_force_own	5
tech_dlc07_brt_economy_other_1	wh_main_effect_province_growth_tech	faction_to_province_own	10
tech_dlc07_brt_economy_other_2	wh_dlc07_effect_tech_unit_xp_levels_peasant_mob	faction_to_character_own_unseen	2
tech_dlc07_brt_economy_other_2	wh_main_effect_unit_recruitment_points	faction_to_province_own	1
tech_dlc07_brt_economy_other_3	wh_dlc07_effect_tech_melee_attack_peasant_mob	faction_to_force_own	10
tech_dlc07_brt_economy_other_3	wh_main_effect_building_construction_cost_mod_infrastructure	faction_to_region_own	-5
tech_dlc07_brt_economy_other_3	wh_main_effect_tech_recruitment_cost_reduction_peasant_mob	faction_to_force_own_unseen	-10
tech_dlc07_brt_economy_other_4	wh_dlc07_effect_chivalry_technology	faction_to_faction_own_unseen	20
tech_dlc07_brt_economy_other_4	wh_main_effect_public_order_tech	faction_to_province_own	2
tech_dlc07_brt_economy_start	wh_main_effect_province_growth_tech	faction_to_province_own	4
tech_dlc07_brt_economy_start	wh_main_effect_technology_economy_gdp_mod_subsistence_dwarfs	faction_to_region_own	3
tech_dlc07_brt_economy_trade_1	wh_main_effect_economy_trade_good_commodity_mod	faction_to_faction_own_unseen	5
tech_dlc07_brt_economy_trade_1	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	5
tech_dlc07_brt_economy_trade_2	wh_main_effect_economy_trade_good_commodity_mod	faction_to_faction_own_unseen	5
tech_dlc07_brt_economy_trade_2	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	10
tech_dlc07_brt_heraldry_artois	wh_dlc07_diplomatic_relations_artois	faction_to_faction_own_unseen	100
tech_dlc07_brt_heraldry_artois	wh_dlc07_dummy_enable_confederation_artois	faction_to_faction_own_unseen	1
tech_dlc07_brt_heraldry_artois	wh_dlc07_effect_chivalry_technology	faction_to_faction_own_unseen	10
tech_dlc07_brt_heraldry_bastonne	wh_dlc07_diplomatic_relations_bastonne	faction_to_faction_own_unseen	100
tech_dlc07_brt_heraldry_bastonne	wh_dlc07_dummy_enable_confederation_bastonne	faction_to_faction_own_unseen	1
tech_dlc07_brt_heraldry_bastonne	wh_dlc07_effect_chivalry_technology	faction_to_faction_own_unseen	10
tech_dlc07_brt_heraldry_bordeleaux	wh_dlc07_diplomatic_relations_bordeleaux	faction_to_faction_own_unseen	100
tech_dlc07_brt_heraldry_bordeleaux	wh_dlc07_dummy_enable_confederation_bordeleaux	faction_to_faction_own_unseen	1
tech_dlc07_brt_heraldry_bordeleaux	wh_dlc07_effect_chivalry_technology	faction_to_faction_own_unseen	10
tech_dlc07_brt_heraldry_bretonnia	wh_dlc07_diplomatic_relations_bretonnia	faction_to_faction_own_unseen	100
tech_dlc07_brt_heraldry_bretonnia	wh_dlc07_dummy_enable_confederation_bretonnia	faction_to_faction_own_unseen	1
tech_dlc07_brt_heraldry_bretonnia	wh_dlc07_effect_chivalry_technology	faction_to_faction_own_unseen	10
tech_dlc07_brt_heraldry_carcassonne	wh_dlc07_diplomatic_relations_carcassonne	faction_to_faction_own_unseen	100
tech_dlc07_brt_heraldry_carcassonne	wh_dlc07_dummy_enable_confederation_carcassonne	faction_to_faction_own_unseen	1
tech_dlc07_brt_heraldry_carcassonne	wh_dlc07_effect_chivalry_technology	faction_to_faction_own_unseen	10
tech_dlc07_brt_heraldry_lyonesse	wh_dlc07_diplomatic_relations_lyonesse	faction_to_faction_own_unseen	100
tech_dlc07_brt_heraldry_lyonesse	wh_dlc07_dummy_enable_confederation_lyonesse	faction_to_faction_own_unseen	1
tech_dlc07_brt_heraldry_lyonesse	wh_dlc07_effect_chivalry_technology	faction_to_faction_own_unseen	10
tech_dlc07_brt_heraldry_parravon	wh_dlc07_diplomatic_relations_parravon	faction_to_faction_own_unseen	100
tech_dlc07_brt_heraldry_parravon	wh_dlc07_dummy_enable_confederation_parravon	faction_to_faction_own_unseen	1
tech_dlc07_brt_heraldry_parravon	wh_dlc07_effect_chivalry_technology	faction_to_faction_own_unseen	10
tech_dlc07_brt_heraldry_start	wh_dlc07_effect_chivalry_technology	faction_to_faction_own_unseen	5
tech_dlc07_brt_heraldry_start	wh_dlc07_effect_tech_armour_increase_bretonnia_characters	faction_to_force_own_unseen	5
tech_dlc07_brt_heraldry_start	wh_main_effect_tech_battle_morale_increase_lords_and_heroes	faction_to_force_own_unseen	5
tech_dlc07_brt_heraldry_unification	wh_dlc05_tech_diplomacy_bonus_dwarfs	faction_to_faction_own_unseen	50
tech_dlc07_brt_heraldry_unification	wh_dlc05_tech_diplomacy_bonus_empire	faction_to_faction_own_unseen	50
tech_dlc07_brt_heraldry_unification	wh_dlc07_effect_chivalry_technology	faction_to_faction_own_unseen	20
tech_dwf_civ_1_0	wh_main_effect_technology_economy_gdp_mod_subsistence_dwarfs	faction_to_region_own_unseen	10
tech_dwf_civ_1_1	wh_main_effect_technology_economy_gdp_mod_subsistence_dwarfs	faction_to_region_own_unseen	5
tech_dwf_civ_1_3	wh_main_effect_public_order_tech	faction_to_province_own	1
tech_dwf_civ_1_4	wh_main_faction_political_diplomacy_mod	faction_to_faction_own_unseen	10
tech_dwf_civ_2_0	wh_main_effect_technology_economy_gdp_mod_livestock_dwarfs	faction_to_region_own_unseen	10
tech_dwf_civ_2_1	wh_main_effect_technology_economy_gdp_mod_livestock_dwarfs	faction_to_region_own_unseen	5
tech_dwf_civ_2_2	wh_main_effect_agent_action_cost_mod	faction_to_character_own_unseen	-20
tech_dwf_civ_2_3	wh_main_effect_commandment_dwarfs_steel_and_stone_recruitment_cost_mod	faction_to_province_own_unseen	-5
tech_dwf_civ_2_4	wh_main_faction_political_diplomacy_mod	faction_to_faction_own_unseen	20
tech_dwf_civ_3_0	wh_main_effect_force_army_battle_unit_morale_siege_defence	faction_to_force_own_unseen	10
tech_dwf_civ_3_1	wh_main_effect_province_growth_tech	faction_to_province_own	10
tech_dwf_civ_3_2	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	5
tech_dwf_civ_3_3	wh_main_effect_commandment_dwarfs_empower_the_guilds_growth_mod	faction_to_province_own_unseen	15
tech_dwf_civ_3_4	wh_main_effect_public_order_tech	faction_to_province_own	1
tech_dwf_civ_4_0	wh_main_effect_technology_economy_gdp_mod_mining_dwarfs	faction_to_region_own_unseen	10
tech_dwf_civ_4_1	wh_main_effect_technology_economy_gdp_mod_mining_dwarfs	faction_to_region_own_unseen	5
tech_dwf_civ_4_2	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	10
tech_dwf_civ_4_4	wh_main_effect_public_order_tech	faction_to_province_own	2
tech_dwf_civ_5_0	wh_main_effect_technology_economy_gdp_mod_mining_dwarfs	faction_to_region_own_unseen	15
tech_dwf_civ_5_1	wh_main_effect_technology_economy_gdp_mod_manufacture_dwarfs	faction_to_region_own_unseen	5
tech_dwf_civ_5_2	wh_main_effect_building_construction_cost_mod	faction_to_region_own_unseen	-10
tech_dwf_civ_5_3	wh_main_effect_commandment_dwarfs_ancestor_worship_untainted_mod	faction_to_province_own_unseen	1
tech_dwf_civ_5_4	wh_main_effect_religion_conversion_untainted_technologies	faction_to_faction_own	1
tech_dwf_civ_6_0	wh_main_effect_technology_economy_gdp_mod_culture_dwarfs	faction_to_region_own_unseen	10
tech_dwf_civ_6_1	wh_main_effect_technology_economy_gdp_mod_manufacture_dwarfs	faction_to_region_own_unseen	10
tech_dwf_civ_6_2	wh_main_effect_agent_recruitment_xp_engineer	faction_to_province_own_unseen	2
tech_dwf_civ_6_2	wh_main_effect_building_construction_time_mod_settlement	faction_to_region_own	-2
tech_dwf_civ_6_3	wh_main_effect_commandment_dwarfs_high_kings_tribute_tax_mod	faction_to_province_own_unseen	5
tech_dwf_civ_6_3	wh_main_faction_xp_increase_generals	faction_to_province_own_unseen	1
tech_dwf_civ_6_3	wh_main_faction_xp_increase_generals_hidden	faction_to_force_own_unseen	1
tech_dwf_civ_6_4	wh_main_effect_agent_recruitment_xp_runesmith	faction_to_province_own_unseen	2
tech_dwf_civ_6_4	wh_main_effect_religion_conversion_untainted_technologies	faction_to_faction_own	3
tech_dwf_civ_7_0	wh_main_effect_technology_economy_gdp_mod_culture_dwarfs	faction_to_region_own_unseen	20
tech_dwf_civ_7_1	wh_main_effect_technology_economy_gdp_mod_manufacture_dwarfs	faction_to_region_own_unseen	15
tech_dwf_civ_7_2	wh_main_effect_economy_gdp_mod_all	faction_to_region_own_unseen	5
tech_dwf_civ_7_4	wh2_main_effect_cause_fear_versus_skv	faction_to_character_own_factionwide	1
tech_dwf_civ_7_4	wh_main_effect_religion_conversion_untainted_technologies	faction_to_faction_own	1
tech_dwf_civ_7_4	wh_main_effect_technology_economy_gdp_mod_mining_dwarfs	faction_to_region_own_unseen	5
tech_dwf_mil_1_0	wh_main_effect_tech_melee_attack_increase_dwarf_warriors_miners	faction_to_force_own_unseen	2
tech_dwf_mil_1_0	wh_main_effect_tech_melee_defence_increase_dwarf_warriors_miners	faction_to_force_own_unseen	2
tech_dwf_mil_1_1	wh_main_effect_tech_recruitment_cost_reduction_dwarf_warriors	faction_to_force_own_unseen	-5
tech_dwf_mil_1_1	wh_main_effect_tech_recruitment_cost_reduction_miners	faction_to_force_own_unseen	-5
tech_dwf_mil_1_3	wh_main_effect_tech_recruitment_cost_reduction_quarrellers	faction_to_force_own_unseen	-5
tech_dwf_mil_1_3	wh_main_effect_tech_recruitment_cost_reduction_rangers	faction_to_force_own_unseen	-5
tech_dwf_mil_1_3	wh_main_effect_tech_recruitment_cost_reduction_thunderers	faction_to_force_own_unseen	-5
tech_dwf_mil_1_4	wh_dlc06_effect_missile_damage_rangers_dwarf	faction_to_force_own_unseen	10
tech_dwf_mil_1_4	wh_main_effect_tech_missile_damage_increase_quarrellers	faction_to_force_own_unseen	10
tech_dwf_mil_2_0	wh_main_effect_tech_unit_xp_levels_dwarf_miners	faction_to_character_own_unseen	2
tech_dwf_mil_2_0	wh_main_effect_tech_unit_xp_levels_dwarf_warriors	faction_to_character_own_unseen	2
tech_dwf_mil_2_1	wh_main_effect_tech_battle_morale_increase_dwarf_infantry	faction_to_force_own_unseen	5
tech_dwf_mil_2_2	wh_main_effect_tech_battle_morale_increase_lords_and_heroes	faction_to_force_own_unseen	5
tech_dwf_mil_2_2	wh_main_effect_tech_melee_defence_increase_dwarf_characters	faction_to_force_own_unseen	3
tech_dwf_mil_2_3	wh_main_effect_tech_ammunition_increase_dwarf_missile_infantry	faction_to_force_own_unseen	20
tech_dwf_mil_2_4	wh_dlc06_effect_unit_xp_levels_rangers	faction_to_force_own_unseen	2
tech_dwf_mil_2_4	wh_main_effect_tech_unit_xp_levels_quarrellers	faction_to_character_own_unseen	2
tech_dwf_mil_2_4	wh_main_effect_tech_unit_xp_levels_thunderers	faction_to_character_own_unseen	2
tech_dwf_mil_3_1	wh_main_effect_tech_armour_increase_dwarf_shield_units	faction_to_force_own_unseen	5
tech_dwf_mil_3_2	wh_main_effect_agent_recruitment_xp_champion_dwarfs	faction_to_province_own_unseen	1
tech_dwf_mil_3_2	wh_main_effect_tech_armour_increase_dwarf_characters	faction_to_force_own_unseen	3
tech_dwf_mil_3_2	wh_main_effect_tech_melee_damage_increase_dwarf_characters	faction_to_force_own_unseen	3
tech_dwf_mil_3_3	wh_dlc06_effect_reload_decrease_rangers_dwarf	faction_to_force_own_unseen	15
tech_dwf_mil_3_3	wh_main_effect_tech_missile_rate_of_fire_increase_quarreller	faction_to_force_own_unseen	15
tech_dwf_mil_3_3	wh_main_effect_tech_missile_rate_of_fire_increase_thunderer	faction_to_force_own_unseen	15
tech_dwf_mil_3_4	wh_main_effect_tech_missile_damage_increase_thunderers	faction_to_force_own_unseen	10
tech_dwf_mil_4_0	wh_main_effect_tech_upkeep_cost_reduction_longbeards	faction_to_force_own_unseen	-5
tech_dwf_mil_4_1	wh_main_effect_tech_recruitment_cost_reduction_longbeards	faction_to_force_own_unseen	-5
tech_dwf_mil_4_2	wh_main_effect_tech_melee_damage_increase_dwarf_hand_weapon_units	faction_to_force_own_unseen	10
tech_dwf_mil_4_2	wh_main_effect_tech_melee_damage_increase_dwarf_mining_pick_units	faction_to_force_own_unseen	10
tech_dwf_mil_4_4	wh_main_effect_tech_missile_damage_increase_irondrakes	faction_to_force_own_unseen	8
tech_dwf_mil_4_4	wh_main_effect_tech_missile_range_increase_irondrakes	faction_to_force_own_unseen	5
tech_dwf_mil_4_5	wh_dlc06_effect_movement_speed_increase_rangers	faction_to_force_own_unseen	10
tech_dwf_mil_4_5	wh_dlc06_effect_tech_melee_defence_increase_rangers	faction_to_force_own_unseen	5
tech_dwf_mil_5_0	wh_main_effect_tech_unit_xp_levels_hammerers	faction_to_character_own_unseen	2
tech_dwf_mil_5_0	wh_main_effect_tech_unit_xp_levels_longbeards	faction_to_character_own_unseen	2
tech_dwf_mil_5_1	wh_main_effect_tech_movement_speed_infantry	faction_to_force_own_unseen	5
tech_dwf_mil_5_2	wh_main_effect_tech_melee_damage_increase_dwarf_greataxe_units	faction_to_force_own_unseen	10
tech_dwf_mil_5_2	wh_main_effect_tech_melee_damage_increase_dwarf_hammer_units	faction_to_force_own_unseen	10
tech_dwf_mil_5_3	wh_main_effect_force_army_campaign_recruitment_cost_artillery	faction_to_force_own_unseen	-5
tech_dwf_mil_5_3	wh_main_effect_force_army_campaign_upkeep_cost_artillery	faction_to_force_own_unseen	-5
tech_dwf_mil_5_4	wh_main_effect_force_army_battle_artillery_ranged_ammunition	faction_to_force_own_unseen	10
tech_dwf_mil_5_4	wh_main_effect_force_army_campaign_upkeep_cost_artillery	faction_to_force_own_unseen	-5
tech_dwf_mil_6_0	wh_main_effect_tech_recruitment_duration_irondrakes	faction_to_province_own_unseen	-1
tech_dwf_mil_6_1	wh_main_effect_tech_recruitment_cost_reduction_ironbreakers	faction_to_force_own_unseen	-5
tech_dwf_mil_6_1	wh_main_effect_tech_recruitment_cost_reduction_irondrakes	faction_to_force_own_unseen	-5
tech_dwf_mil_6_2	wh_main_effect_tech_armour_increase_infantry	faction_to_force_own_unseen	5
tech_dwf_mil_6_3	wh_main_effect_force_army_battle_artillery_firing_rate	faction_to_force_own_unseen	15
tech_dwf_mil_6_4	wh_main_effect_tech_recruitment_cost_reduction_gyrocopter_gyrobomber	faction_to_force_own_unseen	-10
tech_dwf_mil_6_4	wh_main_effect_tech_recruitment_duration_gyrocopter_gyrobomber	faction_to_province_own_unseen	-1
tech_dwf_mil_7_0	wh_main_effect_tech_unit_xp_levels_ironbreakers	faction_to_character_own_unseen	2
tech_dwf_mil_7_0	wh_main_effect_tech_unit_xp_levels_irondrakes	faction_to_character_own_unseen	2
tech_dwf_mil_7_1	wh_main_effect_tech_upkeep_cost_reduction_hammerers	faction_to_force_own_unseen	-5
tech_dwf_mil_7_1	wh_main_effect_tech_upkeep_cost_reduction_ironbreakers	faction_to_force_own_unseen	-5
tech_dwf_mil_7_1	wh_main_effect_tech_upkeep_cost_reduction_irondrakes	faction_to_force_own_unseen	-5
tech_dwf_mil_7_2	wh_main_effect_tech_armour_increase_ironbreakers_irondrakes	faction_to_force_own_unseen	5
tech_dwf_mil_7_2	wh_main_effect_tech_melee_defence_increase_ironbreakers_hammerers	faction_to_force_own_unseen	5
tech_dwf_mil_7_3	wh_main_effect_force_ward_save_missile_artillery	faction_to_force_own_unseen	30
tech_dwf_mil_7_4	wh_main_effect_force_army_campaign_experience_base_artillery	faction_to_character_own_unseen	2
tech_dwf_mil_7_4	wh_main_effect_tech_unit_xp_levels_gyrocopter_gyrobomber	faction_to_character_own_unseen	2
tech_dwf_mil_8_0	wh_main_effect_tech_battle_morale_increase_hammerers	faction_to_force_own_unseen	15
tech_dwf_mil_8_0	wh_main_effect_tech_melee_attack_increase_hammerers	faction_to_force_own_unseen	6
tech_dwf_mil_8_1	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own_unseen	3
tech_dwf_mil_8_1	wh_main_effect_unit_recruitment_points	faction_to_province_own	1
tech_dwf_mil_8_3	wh_main_effect_force_army_battle_gyrocopter_armour	faction_to_force_own_unseen	10
tech_dwf_mil_8_4	wh_main_effect_tech_ammunition_increase_gyrocopters_gyrobombers	faction_to_force_own_unseen	20
tech_dwf_mil_8_4	wh_main_effect_tech_movement_speed_increase_gyrocopters	faction_to_force_own_unseen	10
tech_dwf_mil_9_0	wh_main_effect_tech_charge_speed_increase_slayers	faction_to_force_own_unseen	20
tech_dwf_mil_9_0	wh_main_effect_tech_melee_damage_increase_slayers	faction_to_force_own_unseen	5
tech_dwf_mil_9_1	wh_main_effect_tech_melee_attack_increase_slayers	faction_to_force_own_unseen	5
tech_dwf_mil_9_1	wh_main_effect_tech_melee_defence_increase_slayers	faction_to_force_own_unseen	5
tech_dwf_mil_9_2	wh_main_effect_force_all_campaign_experience_base_all	faction_to_character_own_unseen	1
tech_dwf_mil_9_2	wh_main_effect_unit_recruitment_points	faction_to_province_own	1
tech_dwf_mil_9_3	wh_main_effect_tech_missile_range_increase_flame_cannons	faction_to_force_own_unseen	15
tech_dwf_mil_9_3	wh_main_effect_tech_missile_range_increase_gyrocopters	faction_to_force_own_unseen	10
tech_emp_academy_1	wh2_main_effect_tech_melee_attack_increase_lords_heroes	faction_to_force_own_unseen	3
tech_emp_academy_1	wh2_main_effect_tech_melee_defence_increase_emp_lords_and_heroes	faction_to_force_own_unseen	3
tech_emp_academy_2	wh_main_effect_technology_economy_gdp_mod_subsistence_dwarfs	faction_to_region_own_unseen	10
tech_emp_academy_3	wh2_main_effect_technology_economy_gdp_mod_culture_mining_empire	faction_to_region_own_unseen	15
tech_emp_barracks_1	wh_main_effect_force_army_campaign_experience_base_empire_infantry	faction_to_character_own_unseen	2
tech_emp_barracks_2	wh_main_effect_tech_battle_morale_increase_empire_infantry	faction_to_force_own_unseen	5
tech_emp_barracks_3	wh_main_effect_tech_movement_speed_empire_infantry	faction_to_force_own_unseen	5
tech_emp_barracks_4	wh_main_effect_tech_upkeep_cost_reduction_empire_infantry	faction_to_force_own_unseen	-5
tech_emp_barracks_5	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own_unseen	1
tech_emp_barracks_5	wh_main_effect_unit_recruitment_points	faction_to_province_own	1
tech_emp_barracks_6	wh2_main_effect_tech_missile_rate_of_fire_increase_emp_pistoliers_outriders	faction_to_force_own_unseen	15
tech_emp_barracks_6	wh_main_effect_force_army_battle_infantry_missile_firing_rate	faction_to_force_own_unseen	15
tech_emp_forges_1	wh_main_effect_tech_ammunition_increase_pistoleer_outrider_handgunner_crossbow	faction_to_force_own_unseen	10
tech_emp_forges_2	wh_main_effect_force_army_battle_unit_morale_siege_attack	faction_to_force_own_unseen	10
tech_emp_forges_2	wh_main_effect_force_army_battle_unit_morale_siege_defence	faction_to_force_own_unseen	10
tech_emp_forges_2	wh_main_effect_force_army_campaign_siege_attack_holdout_time	faction_to_character_own_unseen	-1
tech_emp_forges_3	wh_main_effect_tech_missile_damage_increase_pistoleer_outrider_handgunner	faction_to_force_own_unseen	10
tech_emp_forges_4	wh_main_effect_tech_unit_xp_levels_empire_artillery	faction_to_character_own_unseen	2
tech_emp_forges_4	wh_main_effect_tech_unit_xp_levels_empire_steam_tanks	faction_to_character_own_unseen	2
tech_emp_forges_5	wh_main_effect_building_construction_cost_mod	faction_to_region_own_unseen	-10
tech_emp_forges_6	wh_main_effect_force_army_battle_artillery_firing_rate	faction_to_force_own_unseen	15
tech_emp_forges_6	wh_main_effect_force_army_battle_artillery_ranged_ammunition	faction_to_force_own_unseen	20
tech_emp_port_1	wh_main_effect_province_growth_tech	faction_to_province_own	10
tech_emp_port_2	wh_main_effect_economy_trade_good_commodity_mod	faction_to_faction_own_unseen	5
tech_emp_port_2	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	5
tech_emp_port_3	wh_main_effect_economy_gdp_mod_trade_sea	faction_to_region_own_unseen	10
tech_emp_smith_1	wh_main_effect_tech_armour_increase_emp_infantry_ex_greatswords	faction_to_force_own_unseen	10
tech_emp_smith_2	wh_dlc04_effect_tech_melee_damage_increase_flagellants	faction_to_force_own_unseen	10
tech_emp_smith_2	wh_main_effect_tech_melee_damage_increase_empire_spears	faction_to_force_own_unseen	10
tech_emp_smith_2	wh_main_effect_tech_melee_damage_increase_empire_swords	faction_to_force_own_unseen	10
tech_emp_smith_3	wh_main_effect_tech_armour_increase_pistoliers_outriders	faction_to_force_own_unseen	10
tech_emp_smith_4	wh_main_effect_tech_melee_damage_increase_empire_greatswords	faction_to_force_own_unseen	10
tech_emp_smith_4	wh_main_effect_tech_melee_damage_increase_empire_halberds	faction_to_force_own_unseen	10
tech_emp_smith_4	wh_main_effect_tech_melee_damage_increase_empire_lances	faction_to_force_own_unseen	10
tech_emp_smith_5	wh_main_effect_tech_armour_increase_knights_demigryphs	faction_to_force_own_unseen	5
tech_emp_smith_6	wh_main_effect_tech_hitpoints_increase_empire_warmachines	faction_to_force_own_unseen	15
tech_emp_stables_1	wh_main_effect_tech_recruitment_cost_reduction_pistoliers_outriders	faction_to_force_own_unseen	-5
tech_emp_stables_1	wh_main_effect_tech_upkeep_cost_reduction_pistoliers_outriders	faction_to_force_own_unseen	-5
tech_emp_stables_2	wh_main_effect_force_army_battle_cavalry_fatigue_resistance	faction_to_force_own_unseen	-15
tech_emp_stables_2	wh_main_effect_tech_recruitment_cost_reduction_emp_knights	faction_to_force_own_unseen	-5
tech_emp_stables_2	wh_main_effect_tech_upkeep_reduction_emp_knights	faction_to_force_own_unseen	-5
tech_emp_stables_3	wh_main_effect_force_army_battle_cavalry_charge_bonus	faction_to_force_own_unseen	10
tech_emp_stables_3	wh_main_effect_force_army_battle_cavalry_movement_speed	faction_to_force_own_unseen	5
tech_emp_stables_4	wh_main_effect_tech_unit_xp_levels_knights_demigryphs	faction_to_character_own_unseen	2
tech_emp_stables_5	wh_main_effect_force_army_battle_cavalry_morale	faction_to_force_own_unseen	5
tech_emp_stables_6	wh_main_effect_tech_melee_attack_increase_knights_demigryphs	faction_to_force_own_unseen	5
tech_emp_stables_6	wh_main_effect_tech_melee_defence_increase_knights_demigryphs	faction_to_force_own_unseen	5
tech_emp_worship_1	wh_main_effect_religion_conversion_untainted_technologies	faction_to_faction_own	2
tech_emp_worship_2	wh_main_effect_public_order_tech	faction_to_province_own	2
tech_emp_worship_3	wh_main_effect_agent_action_cost_mod	faction_to_character_own	-20
tech_emp_worship_3	wh_main_effect_agent_recruitment_xp_dignitary_empire	faction_to_province_own	2
tech_emp_worship_3	wh_main_effect_agent_recruitment_xp_spy_empire	faction_to_province_own	2
tech_emp_worship_3	wh_main_effect_tech_battle_morale_increase_lords_and_heroes	faction_to_force_own_unseen	5
tech_grn_main_1_2	wh_main_effect_tech_ammunition_increase_greenskin_archers	faction_to_force_own_unseen	20
tech_grn_main_1_3	wh_main_effect_force_unit_stat_morale_goblins	faction_to_force_own_unseen	5
