units_to_groupings_military_permissions_tables
0
unit	military_group
wh_dlc05_wef_inf_glade_guard_1	wh2_main_rogue_hunters_of_kurnous
wh_dlc05_wef_inf_glade_guard_1	wh_dlc05_group_wood_elves
wh_dlc05_wef_inf_glade_guard_2	wh2_main_rogue_hunters_of_kurnous
wh_dlc05_wef_inf_glade_guard_2	wh_dlc05_group_wood_elves
wh_dlc05_wef_inf_wardancers_0	wh_dlc05_group_wood_elves
wh_dlc05_wef_inf_wardancers_1	wh2_main_rogue_hunters_of_kurnous
wh_dlc05_wef_inf_wardancers_1	wh_dlc05_group_wood_elves
wh_dlc05_wef_inf_waywatchers_0	wh2_main_rogue_hunters_of_kurnous
wh_dlc05_wef_inf_waywatchers_0	wh_dlc05_group_wood_elves
wh_dlc05_wef_inf_wildwood_rangers_0	wh2_main_rogue_hunters_of_kurnous
wh_dlc05_wef_inf_wildwood_rangers_0	wh2_main_rogue_worldroot_rangers
wh_dlc05_wef_inf_wildwood_rangers_0	wh_dlc05_group_wood_elves
wh_dlc05_wef_mon_great_eagle_0	wh2_main_rogue_wrath_of_nature
wh_dlc05_wef_mon_great_eagle_0	wh_dlc05_group_wood_elves
wh_dlc05_wef_mon_treekin_0	wh2_main_rogue_wrath_of_nature
wh_dlc05_wef_mon_treekin_0	wh_dlc05_group_wood_elves
wh_dlc05_wef_mon_treeman_0	wh_dlc05_group_wood_elves
wh_dlc06_chs_cav_marauder_horsemasters_0	wh2_main_rogue_hung_warband
wh_dlc06_chs_cav_marauder_horsemasters_0	wh_main_group_chaos
wh_dlc06_chs_feral_manticore	wh_main_group_chaos
wh_dlc06_chs_inf_aspiring_champions_0	wh_main_group_chaos
wh_dlc06_dwf_art_bolt_thrower_0	wh_main_group_dwarfs
wh_dlc06_dwf_inf_bugmans_rangers_0	wh_main_group_dwarfs
wh_dlc06_dwf_inf_rangers_0	wh_main_group_dwarfs
wh_dlc06_dwf_inf_rangers_1	wh_main_group_dwarfs
wh_dlc06_grn_cav_squig_hoppers_0	wh2_main_rogue_beastcatchas
wh_dlc06_grn_cav_squig_hoppers_0	wh2_main_rogue_morrsliebs_howlers
wh_dlc06_grn_cav_squig_hoppers_0	wh_main_group_greenskins
wh_dlc06_grn_cha_night_goblin_warboss_0	wh2_main_rogue_mangy_houndz
wh_dlc06_grn_cha_night_goblin_warboss_0	wh2_main_rogue_stuff_snatchers
wh_dlc06_grn_cha_night_goblin_warboss_1	wh2_main_rogue_mangy_houndz
wh_dlc06_grn_cha_night_goblin_warboss_1	wh2_main_rogue_stuff_snatchers
wh_dlc06_grn_inf_nasty_skulkers_0	wh2_main_rogue_morrsliebs_howlers
wh_dlc06_grn_inf_nasty_skulkers_0	wh2_main_rogue_stuff_snatchers
wh_dlc06_grn_inf_nasty_skulkers_0	wh_main_group_greenskins
wh_dlc06_grn_inf_squig_herd_0	wh2_main_rogue_beastcatchas
wh_dlc06_grn_inf_squig_herd_0	wh_main_group_greenskins
wh_dlc07_brt_art_blessed_field_trebuchet_0	wh_main_group_bretonnia
wh_dlc07_brt_cav_grail_guardians_0	wh_main_group_bretonnia
wh_dlc07_brt_cav_knights_errant_0	wh_main_group_bretonnia
wh_dlc07_brt_cav_questing_knights_0	wh_main_group_bretonnia
wh_dlc07_brt_cav_royal_hippogryph_knights_0	wh_main_group_bretonnia
wh_dlc07_brt_cav_royal_pegasus_knights_0	wh_main_group_bretonnia
wh_dlc07_brt_cha_damsel_beasts_0	wh_main_group_bretonnia
wh_dlc07_brt_cha_damsel_beasts_1	wh_main_group_bretonnia
wh_dlc07_brt_cha_damsel_beasts_2	wh_main_group_bretonnia
wh_dlc07_brt_cha_damsel_life_0	wh_main_group_bretonnia
wh_dlc07_brt_cha_damsel_life_1	wh_main_group_bretonnia
wh_dlc07_brt_cha_damsel_life_2	wh_main_group_bretonnia
wh_dlc07_brt_cha_fay_enchantress_0	wh_main_group_bretonnia
wh_dlc07_brt_cha_fay_enchantress_1	wh_main_group_bretonnia
wh_dlc07_brt_cha_green_knight_0	wh_main_group_bretonnia
wh_dlc07_brt_cha_prophetess_0	wh_main_group_bretonnia
wh_dlc07_brt_cha_prophetess_1	wh_main_group_bretonnia
wh_dlc07_brt_cha_prophetess_2	wh_main_group_bretonnia
wh_dlc07_brt_cha_prophetess_3	wh_main_group_bretonnia
wh_dlc07_brt_cha_prophetess_beasts_0	wh_main_group_bretonnia
wh_dlc07_brt_cha_prophetess_beasts_1	wh_main_group_bretonnia
wh_dlc07_brt_cha_prophetess_beasts_2	wh_main_group_bretonnia
wh_dlc07_brt_cha_prophetess_beasts_3	wh_main_group_bretonnia
wh_dlc07_brt_cha_prophetess_heavens_0	wh_main_group_bretonnia
wh_dlc07_brt_cha_prophetess_heavens_1	wh_main_group_bretonnia
wh_dlc07_brt_cha_prophetess_heavens_2	wh_main_group_bretonnia
wh_dlc07_brt_cha_prophetess_heavens_3	wh_main_group_bretonnia
wh_dlc07_brt_inf_battle_pilgrims_0	wh2_main_rogue_jerrods_errantry
wh_dlc07_brt_inf_battle_pilgrims_0	wh_main_group_bretonnia
wh_dlc07_brt_inf_foot_squires_0	wh_main_group_bretonnia
wh_dlc07_brt_inf_grail_reliquae_0	wh2_main_rogue_morrsliebs_howlers
wh_dlc07_brt_inf_grail_reliquae_0	wh_main_group_bretonnia
wh_dlc07_brt_inf_men_at_arms_1	wh_main_group_bretonnia
wh_dlc07_brt_inf_men_at_arms_2	wh_main_group_bretonnia
wh_dlc07_brt_inf_peasant_bowmen_1	wh_main_group_bretonnia
wh_dlc07_brt_inf_peasant_bowmen_2	wh_main_group_bretonnia
wh_dlc07_brt_inf_spearmen_at_arms_1	wh_main_group_bretonnia
wh_dlc07_brt_peasant_mob_0	wh2_main_rogue_pirates_of_the_far_sea
wh_dlc07_brt_peasant_mob_0	wh2_main_rogue_pirates_of_the_southern_ocean
wh_dlc07_brt_peasant_mob_0	wh_main_group_bretonnia
wh_main_brt_art_field_trebuchet	wh2_main_rogue_bernhoffs_brigands
wh_main_brt_art_field_trebuchet	wh_main_group_bretonnia
wh_main_brt_cav_grail_knights	wh2_main_rogue_jerrods_errantry
wh_main_brt_cav_grail_knights	wh2_main_rogue_scourge_of_aquitaine
wh_main_brt_cav_grail_knights	wh_main_group_bretonnia
wh_main_brt_cav_knights_of_the_realm	wh2_main_rogue_jerrods_errantry
wh_main_brt_cav_knights_of_the_realm	wh2_main_rogue_scourge_of_aquitaine
wh_main_brt_cav_knights_of_the_realm	wh_main_group_bretonnia
wh_main_brt_cav_mounted_yeomen_0	wh2_main_rogue_bernhoffs_brigands
wh_main_brt_cav_mounted_yeomen_0	wh_main_group_bretonnia
wh_main_brt_cav_mounted_yeomen_1	wh2_main_rogue_bernhoffs_brigands
wh_main_brt_cav_mounted_yeomen_1	wh_main_group_bretonnia
wh_main_brt_cav_pegasus_knights	wh2_main_rogue_pirates_of_trantio
wh_main_brt_cav_pegasus_knights	wh2_main_rogue_scourge_of_aquitaine
wh_main_brt_cav_pegasus_knights	wh_main_group_bretonnia
wh_main_brt_cha_damsel_0	wh_main_group_bretonnia
wh_main_brt_cha_damsel_1	wh_main_group_bretonnia
wh_main_brt_cha_damsel_2	wh_main_group_bretonnia
wh_main_brt_cha_king_louen_leoncoeur_0	wh_main_group_bretonnia
wh_main_brt_cha_king_louen_leoncoeur_1	wh_main_group_bretonnia
wh_main_brt_cha_king_louen_leoncoeur_2	wh_main_group_bretonnia
wh_main_brt_cha_king_louen_leoncoeur_3	wh_main_group_bretonnia
wh_main_brt_cha_king_louen_leoncoeur_4	wh_main_group_bretonnia
wh_main_brt_cha_lord_0	wh2_main_rogue_jerrods_errantry
wh_main_brt_cha_lord_0	wh_main_group_bretonnia
wh_main_brt_cha_lord_2	wh2_main_rogue_jerrods_errantry
wh_main_brt_cha_lord_2	wh_main_group_bretonnia
wh_main_brt_cha_lord_3	wh2_main_rogue_jerrods_errantry
wh_main_brt_cha_lord_3	wh_main_group_bretonnia
wh_main_brt_cha_lord_4	wh2_main_rogue_jerrods_errantry
wh_main_brt_cha_lord_4	wh_main_group_bretonnia
wh_main_brt_cha_paladin_0	wh_main_group_bretonnia
wh_main_brt_cha_paladin_3	wh_main_group_bretonnia
wh_main_brt_cha_paladin_4	wh_main_group_bretonnia
wh_main_brt_inf_men_at_arms	wh2_main_rogue_bernhoffs_brigands
wh_main_brt_inf_men_at_arms	wh_main_group_bretonnia
wh_main_brt_inf_peasant_bowmen	wh2_main_rogue_bernhoffs_brigands
wh_main_brt_inf_peasant_bowmen	wh_main_group_bretonnia
wh_main_brt_inf_spearmen_at_arms	wh_main_group_bretonnia
wh_main_brt_shp_buccaneer	wh_main_group_bretonnia
wh_main_brt_shp_corsair	wh_main_group_bretonnia
wh_main_brt_shp_galleon_general	wh_main_group_bretonnia
wh_main_brt_shp_galleon	wh_main_group_bretonnia
wh_main_chs_art_hellcannon	wh2_main_rogue_vashnaars_conquest
wh_main_chs_art_hellcannon	wh_main_group_chaos
wh_main_chs_cav_chaos_chariot	wh2_main_rogue_hung_warband
wh_main_chs_cav_chaos_chariot	wh_main_group_chaos
wh_main_chs_cav_chaos_knights_0	wh2_main_rogue_hung_warband
wh_main_chs_cav_chaos_knights_0	wh2_main_rogue_vashnaars_conquest
wh_main_chs_cav_chaos_knights_0	wh_main_group_chaos
wh_main_chs_cav_chaos_knights_1	wh2_main_rogue_hung_warband
wh_main_chs_cav_chaos_knights_1	wh2_main_rogue_vashnaars_conquest
wh_main_chs_cav_chaos_knights_1	wh_main_group_chaos
wh_main_chs_cav_marauder_horsemen_0	wh2_main_rogue_hung_warband
wh_main_chs_cav_marauder_horsemen_0	wh_main_group_chaos
wh_main_chs_cav_marauder_horsemen_1	wh2_main_rogue_hung_warband
wh_main_chs_cav_marauder_horsemen_1	wh_main_group_chaos
wh_main_chs_cha_archaon_the_everchosen_0	wh_main_group_chaos
wh_main_chs_cha_archaon_the_everchosen_1	wh_main_group_chaos
wh_main_chs_cha_chaos_lord_0	wh2_main_rogue_hung_warband
wh_main_chs_cha_chaos_lord_0	wh_main_group_chaos
wh_main_chs_cha_chaos_lord_11	wh2_main_rogue_hung_warband
wh_main_chs_cha_chaos_lord_11	wh_main_group_chaos
wh_main_chs_cha_chaos_lord_12	wh2_main_rogue_hung_warband
wh_main_chs_cha_chaos_lord_12	wh_main_group_chaos
wh_main_chs_cha_chaos_sorcerer_death_0	wh_main_group_chaos
wh_main_chs_cha_chaos_sorcerer_death_10	wh_main_group_chaos
wh_main_chs_cha_chaos_sorcerer_death_11	wh_main_group_chaos
wh_main_chs_cha_chaos_sorcerer_fire_0	wh_main_group_chaos
wh_main_chs_cha_chaos_sorcerer_fire_10	wh_main_group_chaos
wh_main_chs_cha_chaos_sorcerer_fire_11	wh_main_group_chaos
wh_main_chs_cha_chaos_sorcerer_metal_0	wh_main_group_chaos
wh_main_chs_cha_chaos_sorcerer_metal_10	wh_main_group_chaos
wh_main_chs_cha_chaos_sorcerer_metal_11	wh_main_group_chaos
wh_main_chs_cha_exalted_hero_0	wh_main_group_chaos
wh_main_chs_cha_exalted_hero_12	wh_main_group_chaos
wh_main_chs_cha_exalted_hero_13	wh_main_group_chaos
wh_main_chs_cha_lord_of_change_0	wh_main_group_chaos
wh_main_chs_inf_chaos_marauders_0	wh_main_group_chaos
wh_main_chs_inf_chaos_marauders_1	wh_main_group_chaos
wh_main_chs_inf_chaos_warriors_0	wh2_main_rogue_vashnaars_conquest
wh_main_chs_inf_chaos_warriors_0	wh_main_group_chaos
wh_main_chs_inf_chaos_warriors_1	wh2_main_rogue_vashnaars_conquest
wh_main_chs_inf_chaos_warriors_1	wh_main_group_chaos
wh_main_chs_inf_chosen_0	wh2_main_rogue_vashnaars_conquest
wh_main_chs_inf_chosen_0	wh_main_group_chaos
wh_main_chs_inf_chosen_1	wh2_main_rogue_vashnaars_conquest
wh_main_chs_inf_chosen_1	wh_main_group_chaos
wh_main_chs_mon_chaos_spawn	wh2_main_rogue_abominations
wh_main_chs_mon_chaos_spawn	wh2_main_rogue_beastcatchas
wh_main_chs_mon_chaos_spawn	wh_main_group_chaos
wh_main_chs_mon_chaos_warhounds_0	wh2_main_rogue_mangy_houndz
wh_main_chs_mon_chaos_warhounds_0	wh_main_group_chaos
wh_main_chs_mon_chaos_warhounds_1	wh2_main_rogue_beastcatchas
wh_main_chs_mon_chaos_warhounds_1	wh2_main_rogue_hung_warband
wh_main_chs_mon_chaos_warhounds_1	wh2_main_rogue_mangy_houndz
wh_main_chs_mon_chaos_warhounds_1	wh_main_group_chaos
wh_main_chs_mon_giant	wh_main_group_chaos
wh_main_chs_mon_trolls	wh2_main_rogue_gerhardts_mercenaries
wh_main_chs_mon_trolls	wh2_main_rogue_troll_skullz
wh_main_chs_mon_trolls	wh_main_group_chaos
wh_main_chs_shp_bloodship_general	wh_main_group_chaos
wh_main_chs_shp_bloodship	wh_main_group_chaos
wh_main_chs_shp_deathgalley	wh_main_group_chaos
wh_main_chs_shp_norscan_longship	wh_main_group_chaos
wh_main_dwf_art_cannon	wh_main_group_dwarfs
wh_main_dwf_art_flame_cannon	wh2_main_rogue_doomseekers
wh_main_dwf_art_flame_cannon	wh_main_group_dwarfs
wh_main_dwf_art_grudge_thrower	wh_main_group_dwarfs
wh_main_dwf_art_organ_gun	wh_main_group_dwarfs
wh_main_dwf_cha_high_king_thorgrim_grudgebearer_1	wh_main_group_dwarfs
wh_main_dwf_cha_lord_0	wh2_main_rogue_doomseekers
wh_main_dwf_cha_lord_0	wh_main_group_dwarfs
wh_main_dwf_cha_master_engineer_0	wh_main_group_dwarfs
wh_main_dwf_cha_rune_smith_0	wh_main_group_dwarfs
wh_main_dwf_cha_thane	wh_main_group_dwarfs
wh_main_dwf_cha_ungrim_ironfist	wh_main_group_dwarfs
wh_main_dwf_inf_dwarf_warrior_0	wh_main_group_dwarfs
wh_main_dwf_inf_dwarf_warrior_1	wh_main_group_dwarfs
wh_main_dwf_inf_hammerers	wh2_main_rogue_doomseekers
wh_main_dwf_inf_hammerers	wh_main_group_dwarfs
wh_main_dwf_inf_ironbreakers	wh_main_group_dwarfs
wh_main_dwf_inf_irondrakes_0	wh2_main_rogue_doomseekers
wh_main_dwf_inf_irondrakes_0	wh_main_group_dwarfs
wh_main_dwf_inf_irondrakes_2	wh2_main_rogue_pirates_of_trantio
wh_main_dwf_inf_irondrakes_2	wh_main_group_dwarfs
wh_main_dwf_inf_longbeards_1	wh_main_group_dwarfs
wh_main_dwf_inf_longbeards	wh_main_group_dwarfs
wh_main_dwf_inf_miners_0	wh_main_group_dwarfs
wh_main_dwf_inf_miners_1	wh2_main_rogue_doomseekers
wh_main_dwf_inf_miners_1	wh_main_group_dwarfs
wh_main_dwf_inf_quarrellers_0	wh_main_group_dwarfs
wh_main_dwf_inf_quarrellers_1	wh_main_group_dwarfs
wh_main_dwf_inf_slayers	wh2_main_rogue_doomseekers
wh_main_dwf_inf_slayers	wh2_main_rogue_pirates_of_trantio
wh_main_dwf_inf_slayers	wh_main_group_dwarfs
wh_main_dwf_inf_thunderers_0	wh_main_group_dwarfs
wh_main_dwf_shp_dreadnaught_general	wh_main_group_dwarfs
wh_main_dwf_shp_dreadnaught	wh_main_group_dwarfs
wh_main_dwf_shp_ironclad	wh_main_group_dwarfs
wh_main_dwf_shp_monitor	wh_main_group_dwarfs
wh_main_dwf_veh_gyrobomber	wh2_main_rogue_doomseekers
wh_main_dwf_veh_gyrobomber	wh_main_group_dwarfs
wh_main_dwf_veh_gyrocopter_0	wh_main_group_dwarfs
wh_main_dwf_veh_gyrocopter_1	wh_main_group_dwarfs
wh_main_emp_art_great_cannon	wh2_main_rogue_pirates_of_the_far_sea
wh_main_emp_art_great_cannon	wh2_main_rogue_pirates_of_the_southern_ocean
wh_main_emp_art_great_cannon	wh2_main_rogue_pirates_of_trantio
wh_main_emp_art_great_cannon	wh_main_group_empire
wh_main_emp_art_great_cannon	wh_main_group_empire_reikland
wh_main_emp_art_helblaster_volley_gun	wh_main_group_empire
wh_main_emp_art_helblaster_volley_gun	wh_main_group_empire_reikland
wh_main_emp_art_helstorm_rocket_battery	wh2_main_rogue_college_of_pyrotechnics
wh_main_emp_art_helstorm_rocket_battery	wh_main_group_empire
wh_main_emp_art_helstorm_rocket_battery	wh_main_group_empire_reikland
wh_main_emp_art_mortar	wh2_main_rogue_bernhoffs_brigands
wh_main_emp_art_mortar	wh2_main_rogue_gerhardts_mercenaries
wh_main_emp_art_mortar	wh2_main_rogue_jerrods_errantry
wh_main_emp_art_mortar	wh2_main_rogue_pirates_of_trantio
wh_main_emp_art_mortar	wh_main_group_empire
wh_main_emp_art_mortar	wh_main_group_empire_reikland
wh_main_emp_art_mortar	wh_main_group_kislev
wh_main_emp_art_mortar	wh_main_group_teb
wh_main_emp_cav_demigryph_knights_0	wh_main_group_empire
wh_main_emp_cav_demigryph_knights_0	wh_main_group_empire_reikland
wh_main_emp_cav_demigryph_knights_1	wh_main_group_empire
wh_main_emp_cav_demigryph_knights_1	wh_main_group_empire_reikland
wh_main_emp_cav_empire_knights	wh2_main_rogue_scions_of_tesseninck
wh_main_emp_cav_empire_knights	wh_main_group_empire
wh_main_emp_cav_empire_knights	wh_main_group_empire_reikland
wh_main_emp_cav_empire_knights	wh_main_group_kislev
wh_main_emp_cav_empire_knights	wh_main_group_teb
wh_main_emp_cav_outriders_0	wh2_main_rogue_gerhardts_mercenaries
wh_main_emp_cav_outriders_0	wh_main_group_empire
wh_main_emp_cav_outriders_0	wh_main_group_empire_reikland
wh_main_emp_cav_outriders_0	wh_main_group_kislev
wh_main_emp_cav_outriders_0	wh_main_group_teb
wh_main_emp_cav_outriders_1	wh2_main_rogue_college_of_pyrotechnics
wh_main_emp_cav_outriders_1	wh_main_group_empire
wh_main_emp_cav_outriders_1	wh_main_group_empire_reikland
wh_main_emp_cav_outriders_1	wh_main_group_kislev
wh_main_emp_cav_outriders_1	wh_main_group_teb
wh_main_emp_cav_pistoliers_1	wh2_main_rogue_scions_of_tesseninck
wh_main_emp_cav_pistoliers_1	wh_main_group_empire
wh_main_emp_cav_pistoliers_1	wh_main_group_empire_reikland
wh_main_emp_cav_pistoliers_1	wh_main_group_kislev
wh_main_emp_cav_pistoliers_1	wh_main_group_teb
wh_main_emp_cav_reiksguard	wh_main_group_empire
wh_main_emp_cav_reiksguard	wh_main_group_empire_reikland
wh_main_emp_cha_balthasar_gelt_0	wh_main_group_empire
wh_main_emp_cha_balthasar_gelt_0	wh_main_group_empire_reikland
wh_main_emp_cha_balthasar_gelt_1	wh_main_group_empire
wh_main_emp_cha_balthasar_gelt_1	wh_main_group_empire_reikland
wh_main_emp_cha_captain_0	wh_main_group_empire
wh_main_emp_cha_captain_0	wh_main_group_empire_reikland
wh_main_emp_cha_captain_1	wh_main_group_empire
wh_main_emp_cha_captain_1	wh_main_group_empire_reikland
wh_main_emp_cha_captain_2	wh_main_group_empire
wh_main_emp_cha_captain_2	wh_main_group_empire_reikland
wh_main_emp_cha_captain_3	wh_main_group_empire
wh_main_emp_cha_captain_3	wh_main_group_empire_reikland
wh_main_emp_cha_general_0	wh2_main_rogue_pirates_of_the_far_sea
wh_main_emp_cha_general_0	wh2_main_rogue_pirates_of_the_southern_ocean
wh_main_emp_cha_general_0	wh2_main_rogue_pirates_of_trantio
wh_main_emp_cha_general_0	wh2_main_rogue_scions_of_tesseninck
wh_main_emp_cha_general_0	wh_main_group_empire
wh_main_emp_cha_general_0	wh_main_group_empire_reikland
wh_main_emp_cha_general_1	wh2_main_rogue_bernhoffs_brigands
wh_main_emp_cha_general_1	wh2_main_rogue_college_of_pyrotechnics
wh_main_emp_cha_general_1	wh2_main_rogue_gerhardts_mercenaries
wh_main_emp_cha_general_1	wh2_main_rogue_pirates_of_the_far_sea
wh_main_emp_cha_general_1	wh2_main_rogue_pirates_of_the_southern_ocean
wh_main_emp_cha_general_1	wh2_main_rogue_pirates_of_trantio
wh_main_emp_cha_general_1	wh2_main_rogue_scions_of_tesseninck
wh_main_emp_cha_general_1	wh_main_group_empire
wh_main_emp_cha_general_1	wh_main_group_empire_reikland
wh_main_emp_cha_general_2	wh2_main_rogue_bernhoffs_brigands
wh_main_emp_cha_general_2	wh2_main_rogue_college_of_pyrotechnics
wh_main_emp_cha_general_2	wh2_main_rogue_gerhardts_mercenaries
wh_main_emp_cha_general_2	wh2_main_rogue_pirates_of_the_far_sea
wh_main_emp_cha_general_2	wh2_main_rogue_pirates_of_the_southern_ocean
wh_main_emp_cha_general_2	wh2_main_rogue_pirates_of_trantio
wh_main_emp_cha_general_2	wh2_main_rogue_scions_of_tesseninck
wh_main_emp_cha_general_2	wh_main_group_empire
wh_main_emp_cha_general_2	wh_main_group_empire_reikland
wh_main_emp_cha_general_3	wh2_main_rogue_bernhoffs_brigands
wh_main_emp_cha_general_3	wh2_main_rogue_college_of_pyrotechnics
wh_main_emp_cha_general_3	wh2_main_rogue_gerhardts_mercenaries
wh_main_emp_cha_general_3	wh2_main_rogue_pirates_of_the_far_sea
wh_main_emp_cha_general_3	wh2_main_rogue_pirates_of_the_southern_ocean
wh_main_emp_cha_general_3	wh2_main_rogue_pirates_of_trantio
wh_main_emp_cha_general_3	wh2_main_rogue_scions_of_tesseninck
wh_main_emp_cha_general_3	wh_main_group_empire
wh_main_emp_cha_general_3	wh_main_group_empire_reikland
wh_main_emp_cha_general_4	wh2_main_rogue_pirates_of_the_far_sea
wh_main_emp_cha_general_4	wh2_main_rogue_pirates_of_the_southern_ocean
wh_main_emp_cha_general_4	wh2_main_rogue_scions_of_tesseninck
wh_main_emp_cha_general_4	wh_main_group_empire
wh_main_emp_cha_general_4	wh_main_group_empire_reikland
wh_main_emp_cha_karl_franz_0	wh_main_group_empire
wh_main_emp_cha_karl_franz_0	wh_main_group_empire_reikland
wh_main_emp_cha_karl_franz_1	wh_main_group_empire
wh_main_emp_cha_karl_franz_1	wh_main_group_empire_reikland
wh_main_emp_cha_karl_franz_2	wh_main_group_empire
wh_main_emp_cha_karl_franz_2	wh_main_group_empire_reikland
wh_main_emp_cha_karl_franz_3	wh_main_group_empire
wh_main_emp_cha_karl_franz_3	wh_main_group_empire_reikland
wh_main_emp_cha_karl_franz_4	wh_main_group_empire
wh_main_emp_cha_karl_franz_4	wh_main_group_empire_reikland
wh_main_emp_cha_warrior_priest_0	wh_main_group_empire
wh_main_emp_cha_warrior_priest_0	wh_main_group_empire_reikland
wh_main_emp_cha_warrior_priest_1	wh_main_group_empire
wh_main_emp_cha_warrior_priest_1	wh_main_group_empire_reikland
wh_main_emp_cha_warrior_priest_2	wh_main_group_empire
wh_main_emp_cha_warrior_priest_2	wh_main_group_empire_reikland
wh_main_emp_cha_witch_hunter	wh_main_group_empire
wh_main_emp_cha_witch_hunter	wh_main_group_empire_reikland
wh_main_emp_cha_wizard_fire_0	wh_main_group_empire
wh_main_emp_cha_wizard_fire_0	wh_main_group_empire_reikland
wh_main_emp_cha_wizard_fire_1	wh_main_group_empire
wh_main_emp_cha_wizard_fire_1	wh_main_group_empire_reikland
wh_main_emp_cha_wizard_fire_2	wh_main_group_empire
wh_main_emp_cha_wizard_fire_2	wh_main_group_empire_reikland
wh_main_emp_cha_wizard_fire_3	wh_main_group_empire
wh_main_emp_cha_wizard_fire_3	wh_main_group_empire_reikland
wh_main_emp_cha_wizard_heavens_0	wh_main_group_empire
wh_main_emp_cha_wizard_heavens_0	wh_main_group_empire_reikland
wh_main_emp_cha_wizard_heavens_1	wh_main_group_empire
wh_main_emp_cha_wizard_heavens_1	wh_main_group_empire_reikland
wh_main_emp_cha_wizard_heavens_2	wh_main_group_empire
wh_main_emp_cha_wizard_heavens_2	wh_main_group_empire_reikland
wh_main_emp_cha_wizard_heavens_4	wh_main_group_empire
wh_main_emp_cha_wizard_heavens_4	wh_main_group_empire_reikland
wh_main_emp_cha_wizard_light_0	wh_main_group_empire
wh_main_emp_cha_wizard_light_0	wh_main_group_empire_reikland
wh_main_emp_cha_wizard_light_1	wh_main_group_empire
wh_main_emp_cha_wizard_light_1	wh_main_group_empire_reikland
wh_main_emp_cha_wizard_light_2	wh_main_group_empire
wh_main_emp_cha_wizard_light_2	wh_main_group_empire_reikland
wh_main_emp_cha_wizard_light_4	wh_main_group_empire
wh_main_emp_cha_wizard_light_4	wh_main_group_empire_reikland
wh_main_emp_inf_crossbowmen	wh2_main_rogue_bernhoffs_brigands
wh_main_emp_inf_crossbowmen	wh2_main_rogue_scions_of_tesseninck
wh_main_emp_inf_crossbowmen	wh_main_group_empire
wh_main_emp_inf_crossbowmen	wh_main_group_empire_reikland
wh_main_emp_inf_crossbowmen	wh_main_group_kislev
wh_main_emp_inf_crossbowmen	wh_main_group_teb
wh_main_emp_inf_greatswords	wh_main_group_empire
wh_main_emp_inf_greatswords	wh_main_group_empire_reikland
wh_main_emp_inf_greatswords	wh_main_group_kislev
wh_main_emp_inf_greatswords	wh_main_group_teb
wh_main_emp_inf_halberdiers	wh2_main_rogue_gerhardts_mercenaries
wh_main_emp_inf_halberdiers	wh_main_group_empire
wh_main_emp_inf_halberdiers	wh_main_group_empire_reikland
wh_main_emp_inf_halberdiers	wh_main_group_kislev
wh_main_emp_inf_halberdiers	wh_main_group_teb
wh_main_emp_inf_handgunners	wh2_main_rogue_gerhardts_mercenaries
wh_main_emp_inf_handgunners	wh2_main_rogue_jerrods_errantry
wh_main_emp_inf_handgunners	wh2_main_rogue_pirates_of_the_far_sea
wh_main_emp_inf_handgunners	wh2_main_rogue_pirates_of_the_southern_ocean
wh_main_emp_inf_handgunners	wh2_main_rogue_pirates_of_trantio
wh_main_emp_inf_handgunners	wh_main_group_empire
wh_main_emp_inf_handgunners	wh_main_group_empire_reikland
wh_main_emp_inf_handgunners	wh_main_group_kislev
wh_main_emp_inf_handgunners	wh_main_group_teb
wh_main_emp_inf_spearmen_0	wh_main_group_empire
wh_main_emp_inf_spearmen_0	wh_main_group_empire_reikland
wh_main_emp_inf_spearmen_0	wh_main_group_kislev
wh_main_emp_inf_spearmen_0	wh_main_group_teb
wh_main_emp_inf_spearmen_1	wh2_main_rogue_jerrods_errantry
wh_main_emp_inf_spearmen_1	wh2_main_rogue_scions_of_tesseninck
wh_main_emp_inf_spearmen_1	wh_main_group_empire
wh_main_emp_inf_spearmen_1	wh_main_group_empire_reikland
wh_main_emp_inf_spearmen_1	wh_main_group_kislev
wh_main_emp_inf_spearmen_1	wh_main_group_teb
wh_main_emp_inf_swordsmen	wh2_main_rogue_bernhoffs_brigands
wh_main_emp_inf_swordsmen	wh2_main_rogue_scions_of_tesseninck
wh_main_emp_inf_swordsmen	wh_main_group_empire
wh_main_emp_inf_swordsmen	wh_main_group_empire_reikland
wh_main_emp_inf_swordsmen	wh_main_group_kislev
wh_main_emp_inf_swordsmen	wh_main_group_teb
wh_main_emp_shp_greatship_general	wh_main_group_empire
wh_main_emp_shp_greatship_general	wh_main_group_empire_reikland
wh_main_emp_shp_greatship	wh_main_group_empire
wh_main_emp_shp_greatship	wh_main_group_empire_reikland
wh_main_emp_shp_wargalley	wh_main_group_empire
wh_main_emp_shp_wargalley	wh_main_group_empire_reikland
wh_main_emp_shp_wolfship	wh_main_group_empire
wh_main_emp_shp_wolfship	wh_main_group_empire_reikland
wh_main_emp_veh_luminark_of_hysh_0	wh_main_group_empire
wh_main_emp_veh_luminark_of_hysh_0	wh_main_group_empire_reikland
wh_main_emp_veh_steam_tank	wh2_main_rogue_college_of_pyrotechnics
wh_main_emp_veh_steam_tank	wh_main_group_empire
wh_main_emp_veh_steam_tank	wh_main_group_empire_reikland
wh_main_grn_art_doom_diver_catapult	wh2_main_rogue_morrsliebs_howlers
wh_main_grn_art_doom_diver_catapult	wh_main_group_greenskins
