cai_personality_group_overrides_tables
2
unknown0	unknown1	unknown2	unknown3	unknown4	unknown5	unknown6
-3	wh2_main_dwf_karak_zorn	wh2_group_dwarfs_default_hard	main_warhammer			
-3	wh2_main_dwf_karak_zorn	wh2_group_dwarfs_default_hard	wh2_main_great_vortex			
1	wh2_main_dwf_karak_zorn	wh2_group_dwarfs_default_easy	main_warhammer			
1	wh2_main_dwf_karak_zorn	wh2_group_dwarfs_default_easy	wh2_main_great_vortex			
-2	wh2_main_dwf_spine_of_sotek_dwarfs	wh2_group_dwarfs_default_hard	wh2_main_great_vortex			
-3	wh2_main_dwf_spine_of_sotek_dwarfs	wh2_group_dwarfs_default_hard	wh2_main_great_vortex			
1	wh2_main_dwf_spine_of_sotek_dwarfs	wh2_group_dwarfs_default_easy	wh2_main_great_vortex			
-2	wh2_main_emp_new_world_colonies	wh2_group_empire_survivor_hard	main_warhammer			
-2	wh2_main_emp_new_world_colonies	wh2_group_empire_survivor_hard	wh2_main_great_vortex			
-3	wh2_main_emp_new_world_colonies	wh2_group_empire_survivor_hard	main_warhammer			
-3	wh2_main_emp_new_world_colonies	wh2_group_empire_survivor_hard	wh2_main_great_vortex			
1	wh2_main_emp_new_world_colonies	wh2_group_empire_survivor_easy	main_warhammer			
1	wh2_main_emp_new_world_colonies	wh2_group_empire_survivor_easy	wh2_main_great_vortex			
-2	wh2_main_emp_pirates_of_sartosa	wh2_group_empire_pirates_hard	wh2_main_great_vortex			
-3	wh2_main_emp_pirates_of_sartosa	wh2_group_empire_pirates_hard	wh2_main_great_vortex			
1	wh2_main_emp_pirates_of_sartosa	wh2_group_empire_pirates_easy	wh2_main_great_vortex			
-2	wh2_main_emp_sudenburg	wh2_group_empire_survivor_hard	wh2_main_great_vortex			
-3	wh2_main_emp_sudenburg	wh2_group_empire_survivor_hard	wh2_main_great_vortex			
1	wh2_main_emp_sudenburg	wh2_group_empire_survivor_easy	wh2_main_great_vortex			
-2	wh2_main_grn_arachnos	wh2_group_greenskins_survivor_hard	main_warhammer			
-2	wh2_main_grn_arachnos	wh2_group_greenskins_survivor_hard	wh2_main_great_vortex			
-3	wh2_main_grn_arachnos	wh2_group_greenskins_survivor_hard	main_warhammer			
-3	wh2_main_grn_arachnos	wh2_group_greenskins_survivor_hard	wh2_main_great_vortex			
1	wh2_main_grn_arachnos	wh2_group_greenskins_survivor_easy	main_warhammer			
1	wh2_main_grn_arachnos	wh2_group_greenskins_survivor_easy	wh2_main_great_vortex			
-2	wh2_main_grn_blue_vipers	wh2_group_greenskins_survivor_hard	main_warhammer			
-2	wh2_main_grn_blue_vipers	wh2_group_greenskins_survivor_hard	wh2_main_great_vortex			
-3	wh2_main_grn_blue_vipers	wh2_group_greenskins_survivor_hard	main_warhammer			
-3	wh2_main_grn_blue_vipers	wh2_group_greenskins_survivor_hard	wh2_main_great_vortex			
1	wh2_main_grn_blue_vipers	wh2_group_greenskins_survivor_easy	main_warhammer			
1	wh2_main_grn_blue_vipers	wh2_group_greenskins_survivor_easy	wh2_main_great_vortex			
-2	wh2_main_hef_avelorn	wh2_group_highelves_defensive_hard	main_warhammer			
-2	wh2_main_hef_avelorn	wh2_group_highelves_defensive_hard	wh2_main_great_vortex			
-3	wh2_main_hef_avelorn	wh2_group_highelves_defensive_hard	main_warhammer			
-3	wh2_main_hef_avelorn	wh2_group_highelves_defensive_hard	wh2_main_great_vortex			
1	wh2_main_hef_avelorn	wh2_group_highelves_defensive_easy	main_warhammer			
1	wh2_main_hef_avelorn	wh2_group_highelves_defensive_easy	wh2_main_great_vortex			
-1	wh2_main_hef_caledor	wh2_group_highelves_nonhostile	main_warhammer	wh2_main_hef_eataine		
-2	wh2_main_hef_caledor	wh2_group_highelves_default_hard	main_warhammer			
-2	wh2_main_hef_caledor	wh2_group_highelves_default_hard_easier_for_highelves	main_warhammer		wh2_main_sc_def_dark_elves	
-2	wh2_main_hef_caledor	wh2_group_highelves_default_hard_against_highelves	main_warhammer		wh2_main_sc_hef_high_elves	
-2	wh2_main_hef_caledor	wh2_group_highelves_default_hard_against_highelves	main_warhammer		wh2_main_sc_lzd_lizardmen	
-2	wh2_main_hef_caledor	wh2_group_highelves_default_hard_easier_for_highelves	main_warhammer		wh2_main_sc_skv_skaven	
-2	wh2_main_hef_caledor	wh2_group_highelves_default_hard	wh2_main_great_vortex			
-2	wh2_main_hef_caledor	wh2_group_highelves_default_hard_easier_for_highelves	wh2_main_great_vortex		wh2_main_sc_def_dark_elves	
-2	wh2_main_hef_caledor	wh2_group_highelves_hostile_internally_hard	wh2_main_great_vortex		wh2_main_sc_hef_high_elves	
-2	wh2_main_hef_caledor	wh2_group_highelves_hostile_internally_hard	wh2_main_great_vortex		wh2_main_sc_lzd_lizardmen	
-2	wh2_main_hef_caledor	wh2_group_highelves_default_hard_easier_for_highelves	wh2_main_great_vortex		wh2_main_sc_skv_skaven	
-3	wh2_main_hef_caledor	wh2_group_highelves_default_hard	main_warhammer			
-3	wh2_main_hef_caledor	wh2_group_highelves_default_hard_easier_for_highelves	main_warhammer		wh2_main_sc_def_dark_elves	
-3	wh2_main_hef_caledor	wh2_group_highelves_default_hard_against_highelves	main_warhammer		wh2_main_sc_hef_high_elves	
-3	wh2_main_hef_caledor	wh2_group_highelves_default_hard_against_highelves	main_warhammer		wh2_main_sc_lzd_lizardmen	
-3	wh2_main_hef_caledor	wh2_group_highelves_default_hard_easier_for_highelves	main_warhammer		wh2_main_sc_skv_skaven	
-3	wh2_main_hef_caledor	wh2_group_highelves_default_hard	wh2_main_great_vortex			
-3	wh2_main_hef_caledor	wh2_group_highelves_default_hard_easier_for_highelves	wh2_main_great_vortex		wh2_main_sc_def_dark_elves	
-3	wh2_main_hef_caledor	wh2_group_highelves_hostile_internally_hard	wh2_main_great_vortex		wh2_main_sc_hef_high_elves	
-3	wh2_main_hef_caledor	wh2_group_highelves_hostile_internally_hard	wh2_main_great_vortex		wh2_main_sc_lzd_lizardmen	
-3	wh2_main_hef_caledor	wh2_group_highelves_default_hard_easier_for_highelves	wh2_main_great_vortex		wh2_main_sc_skv_skaven	
0	wh2_main_hef_caledor	wh2_group_highelves_nonhostile	main_warhammer	wh2_main_hef_eataine		
1	wh2_main_hef_caledor	wh2_group_highelves_default_easy	main_warhammer			
1	wh2_main_hef_caledor	wh2_group_highelves_nonhostile_easy	main_warhammer	wh2_main_hef_eataine		
1	wh2_main_hef_caledor	wh2_group_highelves_hostile_internally_easy	wh2_main_great_vortex			
-2	wh2_main_hef_chrace	wh2_group_highelves_defensive_hard	main_warhammer			
-2	wh2_main_hef_chrace	wh2_group_highelves_defensive_hard	wh2_main_great_vortex			
-3	wh2_main_hef_chrace	wh2_group_highelves_defensive_hard	main_warhammer			
-3	wh2_main_hef_chrace	wh2_group_highelves_defensive_hard	wh2_main_great_vortex			
1	wh2_main_hef_chrace	wh2_group_highelves_defensive_easy	main_warhammer			
1	wh2_main_hef_chrace	wh2_group_highelves_defensive_easy	wh2_main_great_vortex			
-2	wh2_main_hef_citadel_of_dusk	wh2_group_highelves_defensive_hard	wh2_main_great_vortex			
-3	wh2_main_hef_citadel_of_dusk	wh2_group_highelves_defensive_hard	wh2_main_great_vortex			
1	wh2_main_hef_citadel_of_dusk	wh2_group_highelves_defensive_easy	wh2_main_great_vortex			
-2	wh2_main_hef_cothique	wh2_group_highelves_defensive_hard	main_warhammer			
-2	wh2_main_hef_cothique	wh2_group_highelves_defensive_hard	wh2_main_great_vortex			
-3	wh2_main_hef_cothique	wh2_group_highelves_defensive_hard	main_warhammer			
-3	wh2_main_hef_cothique	wh2_group_highelves_defensive_hard	wh2_main_great_vortex			
1	wh2_main_hef_cothique	wh2_group_highelves_defensive_easy	main_warhammer			
1	wh2_main_hef_cothique	wh2_group_highelves_defensive_easy	wh2_main_great_vortex			
-1	wh2_main_hef_eataine	wh2_group_highelves_major_secondary	wh2_main_great_vortex	wh2_main_hef_order_of_loremasters		
-2	wh2_main_hef_eataine	wh2_group_highelves_major_hard	main_warhammer			
-2	wh2_main_hef_eataine	wh2_group_highelves_major_hard	wh2_main_great_vortex			
-2	wh2_main_hef_eataine	wh2_group_highelves_major_secondary_hard	wh2_main_great_vortex	wh2_main_hef_order_of_loremasters		
-3	wh2_main_hef_eataine	wh2_group_highelves_major_hard	main_warhammer			
-3	wh2_main_hef_eataine	wh2_group_highelves_major_hard	wh2_main_great_vortex			
-3	wh2_main_hef_eataine	wh2_group_highelves_major_secondary_hard	wh2_main_great_vortex	wh2_main_hef_order_of_loremasters		
0	wh2_main_hef_eataine	wh2_group_highelves_major_secondary	wh2_main_great_vortex	wh2_main_hef_order_of_loremasters		
1	wh2_main_hef_eataine	wh2_group_highelves_major_easy	main_warhammer			
1	wh2_main_hef_eataine	wh2_group_highelves_major_easy	wh2_main_great_vortex			
1	wh2_main_hef_eataine	wh2_group_highelves_major_secondary_easy	wh2_main_great_vortex	wh2_main_hef_order_of_loremasters		
-1	wh2_main_hef_ellyrion	wh2_group_highelves_nonhostile	main_warhammer	wh2_main_hef_eataine		
-2	wh2_main_hef_ellyrion	wh2_group_highelves_default_hard	main_warhammer			
-2	wh2_main_hef_ellyrion	wh2_group_highelves_default_hard_easier_for_highelves	main_warhammer		wh2_main_sc_def_dark_elves	
-2	wh2_main_hef_ellyrion	wh2_group_highelves_default_hard_against_highelves	main_warhammer		wh2_main_sc_hef_high_elves	
-2	wh2_main_hef_ellyrion	wh2_group_highelves_default_hard_against_highelves	main_warhammer		wh2_main_sc_lzd_lizardmen	
-2	wh2_main_hef_ellyrion	wh2_group_highelves_default_hard_easier_for_highelves	main_warhammer		wh2_main_sc_skv_skaven	
-2	wh2_main_hef_ellyrion	wh2_group_highelves_default_hard	wh2_main_great_vortex			
-2	wh2_main_hef_ellyrion	wh2_group_highelves_default_hard_easier_for_highelves	wh2_main_great_vortex		wh2_main_sc_def_dark_elves	
-2	wh2_main_hef_ellyrion	wh2_group_highelves_default_hard_against_highelves	wh2_main_great_vortex		wh2_main_sc_hef_high_elves	
-2	wh2_main_hef_ellyrion	wh2_group_highelves_default_hard_against_highelves	wh2_main_great_vortex		wh2_main_sc_lzd_lizardmen	
-2	wh2_main_hef_ellyrion	wh2_group_highelves_default_hard_easier_for_highelves	wh2_main_great_vortex		wh2_main_sc_skv_skaven	
-3	wh2_main_hef_ellyrion	wh2_group_highelves_default_hard	main_warhammer			
-3	wh2_main_hef_ellyrion	wh2_group_highelves_default_hard_easier_for_highelves	main_warhammer		wh2_main_sc_def_dark_elves	
-3	wh2_main_hef_ellyrion	wh2_group_highelves_default_hard_against_highelves	main_warhammer		wh2_main_sc_hef_high_elves	
-3	wh2_main_hef_ellyrion	wh2_group_highelves_default_hard_against_highelves	main_warhammer		wh2_main_sc_lzd_lizardmen	
-3	wh2_main_hef_ellyrion	wh2_group_highelves_default_hard_easier_for_highelves	main_warhammer		wh2_main_sc_skv_skaven	
-3	wh2_main_hef_ellyrion	wh2_group_highelves_default_hard	wh2_main_great_vortex			
-3	wh2_main_hef_ellyrion	wh2_group_highelves_default_hard_easier_for_highelves	wh2_main_great_vortex		wh2_main_sc_def_dark_elves	
-3	wh2_main_hef_ellyrion	wh2_group_highelves_default_hard_against_highelves	wh2_main_great_vortex		wh2_main_sc_hef_high_elves	
-3	wh2_main_hef_ellyrion	wh2_group_highelves_default_hard_against_highelves	wh2_main_great_vortex		wh2_main_sc_lzd_lizardmen	
-3	wh2_main_hef_ellyrion	wh2_group_highelves_default_hard_easier_for_highelves	wh2_main_great_vortex		wh2_main_sc_skv_skaven	
0	wh2_main_hef_ellyrion	wh2_group_highelves_nonhostile	main_warhammer	wh2_main_hef_eataine		
1	wh2_main_hef_ellyrion	wh2_group_highelves_default_easy	main_warhammer			
1	wh2_main_hef_ellyrion	wh2_group_highelves_nonhostile_easy	main_warhammer	wh2_main_hef_eataine		
1	wh2_main_hef_ellyrion	wh2_group_highelves_default_easy	wh2_main_great_vortex			
-2	wh2_main_hef_fortress_of_dawn	wh2_group_highelves_defensive_hard	wh2_main_great_vortex			
-3	wh2_main_hef_fortress_of_dawn	wh2_group_highelves_defensive_hard	wh2_main_great_vortex			
1	wh2_main_hef_fortress_of_dawn	wh2_group_highelves_defensive_easy	wh2_main_great_vortex			
-2	wh2_main_hef_nagarythe	wh2_group_highelves_defensive_hard	main_warhammer			
-2	wh2_main_hef_nagarythe	wh2_group_highelves_defensive_hard	wh2_main_great_vortex			
-3	wh2_main_hef_nagarythe	wh2_group_highelves_defensive_hard	main_warhammer			
-3	wh2_main_hef_nagarythe	wh2_group_highelves_defensive_hard	wh2_main_great_vortex			
1	wh2_main_hef_nagarythe	wh2_group_highelves_defensive_easy	main_warhammer			
1	wh2_main_hef_nagarythe	wh2_group_highelves_defensive_easy	wh2_main_great_vortex			
-1	wh2_main_hef_order_of_loremasters	wh2_group_highelves_major_secondary	wh2_main_great_vortex	wh2_main_hef_eataine		
-2	wh2_main_hef_order_of_loremasters	wh2_group_highelves_major_hard	main_warhammer			
-2	wh2_main_hef_order_of_loremasters	wh2_group_highelves_major_hard	wh2_main_great_vortex			
-2	wh2_main_hef_order_of_loremasters	wh2_group_highelves_major_secondary_hard	wh2_main_great_vortex	wh2_main_hef_eataine		
-3	wh2_main_hef_order_of_loremasters	wh2_group_highelves_major_hard	main_warhammer			
-3	wh2_main_hef_order_of_loremasters	wh2_group_highelves_major_hard	wh2_main_great_vortex			
-3	wh2_main_hef_order_of_loremasters	wh2_group_highelves_major_secondary_hard	wh2_main_great_vortex	wh2_main_hef_eataine		
0	wh2_main_hef_order_of_loremasters	wh2_group_highelves_major_secondary	wh2_main_great_vortex	wh2_main_hef_eataine		
1	wh2_main_hef_order_of_loremasters	wh2_group_highelves_major_easy	main_warhammer			
1	wh2_main_hef_order_of_loremasters	wh2_group_highelves_major_easy	wh2_main_great_vortex			
1	wh2_main_hef_order_of_loremasters	wh2_group_highelves_major_secondary_easy	wh2_main_great_vortex	wh2_main_hef_eataine		
-1	wh2_main_hef_saphery	wh2_group_highelves_hostile_internally	main_warhammer	wh2_main_hef_eataine		
-2	wh2_main_hef_saphery	wh2_group_highelves_defensive_hard	main_warhammer			
-2	wh2_main_hef_saphery	wh2_group_highelves_hostile_internally_hard	main_warhammer	wh2_main_hef_eataine		
-2	wh2_main_hef_saphery	wh2_group_highelves_default_hard	wh2_main_great_vortex			
-2	wh2_main_hef_saphery	wh2_group_highelves_default_hard_easier_for_highelves	wh2_main_great_vortex		wh2_main_sc_def_dark_elves	
-2	wh2_main_hef_saphery	wh2_group_highelves_hostile_internally_hard	wh2_main_great_vortex		wh2_main_sc_hef_high_elves	
-2	wh2_main_hef_saphery	wh2_group_highelves_hostile_internally_hard	wh2_main_great_vortex		wh2_main_sc_lzd_lizardmen	
-2	wh2_main_hef_saphery	wh2_group_highelves_default_hard_easier_for_highelves	wh2_main_great_vortex		wh2_main_sc_skv_skaven	
-3	wh2_main_hef_saphery	wh2_group_highelves_defensive_hard	main_warhammer			
-3	wh2_main_hef_saphery	wh2_group_highelves_hostile_internally_hard	main_warhammer	wh2_main_hef_eataine		
-3	wh2_main_hef_saphery	wh2_group_highelves_default_hard	wh2_main_great_vortex			
-3	wh2_main_hef_saphery	wh2_group_highelves_default_hard_easier_for_highelves	wh2_main_great_vortex		wh2_main_sc_def_dark_elves	
-3	wh2_main_hef_saphery	wh2_group_highelves_hostile_internally_hard	wh2_main_great_vortex		wh2_main_sc_hef_high_elves	
-3	wh2_main_hef_saphery	wh2_group_highelves_hostile_internally_hard	wh2_main_great_vortex		wh2_main_sc_lzd_lizardmen	
-3	wh2_main_hef_saphery	wh2_group_highelves_default_hard_easier_for_highelves	wh2_main_great_vortex		wh2_main_sc_skv_skaven	
0	wh2_main_hef_saphery	wh2_group_highelves_hostile_internally	main_warhammer	wh2_main_hef_eataine		
1	wh2_main_hef_saphery	wh2_group_highelves_defensive_easy	main_warhammer			
1	wh2_main_hef_saphery	wh2_group_highelves_hostile_internally_easy	main_warhammer	wh2_main_hef_eataine		
1	wh2_main_hef_saphery	wh2_group_highelves_default_easy	wh2_main_great_vortex			
-2	wh2_main_hef_tiranoc	wh2_group_highelves_default_hard	main_warhammer			
-2	wh2_main_hef_tiranoc	wh2_group_highelves_default_hard_easier_for_highelves	main_warhammer		wh2_main_sc_def_dark_elves	
-2	wh2_main_hef_tiranoc	wh2_group_highelves_default_hard_against_highelves	main_warhammer		wh2_main_sc_hef_high_elves	
-2	wh2_main_hef_tiranoc	wh2_group_highelves_default_hard_against_highelves	main_warhammer		wh2_main_sc_lzd_lizardmen	
-2	wh2_main_hef_tiranoc	wh2_group_highelves_default_hard_easier_for_highelves	main_warhammer		wh2_main_sc_skv_skaven	
-2	wh2_main_hef_tiranoc	wh2_group_highelves_default_hard	wh2_main_great_vortex			
-2	wh2_main_hef_tiranoc	wh2_group_highelves_default_hard_easier_for_highelves	wh2_main_great_vortex		wh2_main_sc_def_dark_elves	
-2	wh2_main_hef_tiranoc	wh2_group_highelves_hostile_internally_hard	wh2_main_great_vortex		wh2_main_sc_hef_high_elves	
-2	wh2_main_hef_tiranoc	wh2_group_highelves_hostile_internally_hard	wh2_main_great_vortex		wh2_main_sc_lzd_lizardmen	
-2	wh2_main_hef_tiranoc	wh2_group_highelves_default_hard_easier_for_highelves	wh2_main_great_vortex		wh2_main_sc_skv_skaven	
-3	wh2_main_hef_tiranoc	wh2_group_highelves_default_hard	main_warhammer			
-3	wh2_main_hef_tiranoc	wh2_group_highelves_default_hard_easier_for_highelves	main_warhammer		wh2_main_sc_def_dark_elves	
-3	wh2_main_hef_tiranoc	wh2_group_highelves_default_hard_against_highelves	main_warhammer		wh2_main_sc_hef_high_elves	
-3	wh2_main_hef_tiranoc	wh2_group_highelves_default_hard_against_highelves	main_warhammer		wh2_main_sc_lzd_lizardmen	
-3	wh2_main_hef_tiranoc	wh2_group_highelves_default_hard_easier_for_highelves	main_warhammer		wh2_main_sc_skv_skaven	
-3	wh2_main_hef_tiranoc	wh2_group_highelves_default_hard	wh2_main_great_vortex			
-3	wh2_main_hef_tiranoc	wh2_group_highelves_default_hard_easier_for_highelves	wh2_main_great_vortex		wh2_main_sc_def_dark_elves	
-3	wh2_main_hef_tiranoc	wh2_group_highelves_hostile_internally_hard	wh2_main_great_vortex		wh2_main_sc_hef_high_elves	
-3	wh2_main_hef_tiranoc	wh2_group_highelves_hostile_internally_hard	wh2_main_great_vortex		wh2_main_sc_lzd_lizardmen	
-3	wh2_main_hef_tiranoc	wh2_group_highelves_default_hard_easier_for_highelves	wh2_main_great_vortex		wh2_main_sc_skv_skaven	
1	wh2_main_hef_tiranoc	wh2_group_highelves_default_easy	main_warhammer			
1	wh2_main_hef_tiranoc	wh2_group_highelves_default_easy	wh2_main_great_vortex			
-2	wh2_main_hef_tor_elasor	wh2_group_highelves_default_hard	wh2_main_great_vortex			
-2	wh2_main_hef_tor_elasor	wh2_group_highelves_default_hard_easier_for_highelves	wh2_main_great_vortex		wh2_main_sc_def_dark_elves	
-2	wh2_main_hef_tor_elasor	wh2_group_highelves_default_hard_against_highelves	wh2_main_great_vortex		wh2_main_sc_hef_high_elves	
-2	wh2_main_hef_tor_elasor	wh2_group_highelves_default_hard_against_highelves	wh2_main_great_vortex		wh2_main_sc_lzd_lizardmen	
-2	wh2_main_hef_tor_elasor	wh2_group_highelves_default_hard_easier_for_highelves	wh2_main_great_vortex		wh2_main_sc_skv_skaven	
-3	wh2_main_hef_tor_elasor	wh2_group_highelves_default_hard	wh2_main_great_vortex			
-3	wh2_main_hef_tor_elasor	wh2_group_highelves_default_hard_easier_for_highelves	wh2_main_great_vortex		wh2_main_sc_def_dark_elves	
-3	wh2_main_hef_tor_elasor	wh2_group_highelves_default_hard_against_highelves	wh2_main_great_vortex		wh2_main_sc_hef_high_elves	
-3	wh2_main_hef_tor_elasor	wh2_group_highelves_default_hard_against_highelves	wh2_main_great_vortex		wh2_main_sc_lzd_lizardmen	
-3	wh2_main_hef_tor_elasor	wh2_group_highelves_default_hard_easier_for_highelves	wh2_main_great_vortex		wh2_main_sc_skv_skaven	
1	wh2_main_hef_tor_elasor	wh2_group_highelves_default_easy	wh2_main_great_vortex			
-2	wh2_main_hef_yvresse	wh2_group_highelves_default_hard	main_warhammer			
-2	wh2_main_hef_yvresse	wh2_group_highelves_default_hard_easier_for_highelves	main_warhammer		wh2_main_sc_def_dark_elves	
-2	wh2_main_hef_yvresse	wh2_group_highelves_default_hard_against_highelves	main_warhammer		wh2_main_sc_hef_high_elves	
-2	wh2_main_hef_yvresse	wh2_group_highelves_default_hard_against_highelves	main_warhammer		wh2_main_sc_lzd_lizardmen	
-2	wh2_main_hef_yvresse	wh2_group_highelves_default_hard_easier_for_highelves	main_warhammer		wh2_main_sc_skv_skaven	
-2	wh2_main_hef_yvresse	wh2_group_highelves_default_hard	wh2_main_great_vortex			
-2	wh2_main_hef_yvresse	wh2_group_highelves_default_hard_easier_for_highelves	wh2_main_great_vortex		wh2_main_sc_def_dark_elves	
-2	wh2_main_hef_yvresse	wh2_group_highelves_nonhostile_hard	wh2_main_great_vortex		wh2_main_sc_hef_high_elves	
-2	wh2_main_hef_yvresse	wh2_group_highelves_nonhostile_hard	wh2_main_great_vortex		wh2_main_sc_lzd_lizardmen	
-2	wh2_main_hef_yvresse	wh2_group_highelves_default_hard_easier_for_highelves	wh2_main_great_vortex		wh2_main_sc_skv_skaven	
-3	wh2_main_hef_yvresse	wh2_group_highelves_default_hard	main_warhammer			
-3	wh2_main_hef_yvresse	wh2_group_highelves_default_hard_easier_for_highelves	main_warhammer		wh2_main_sc_def_dark_elves	
-3	wh2_main_hef_yvresse	wh2_group_highelves_default_hard_against_highelves	main_warhammer		wh2_main_sc_hef_high_elves	
-3	wh2_main_hef_yvresse	wh2_group_highelves_default_hard_against_highelves	main_warhammer		wh2_main_sc_lzd_lizardmen	
-3	wh2_main_hef_yvresse	wh2_group_highelves_default_hard_easier_for_highelves	main_warhammer		wh2_main_sc_skv_skaven	
-3	wh2_main_hef_yvresse	wh2_group_highelves_default_hard	wh2_main_great_vortex			
-3	wh2_main_hef_yvresse	wh2_group_highelves_default_hard_easier_for_highelves	wh2_main_great_vortex		wh2_main_sc_def_dark_elves	
-3	wh2_main_hef_yvresse	wh2_group_highelves_nonhostile_hard	wh2_main_great_vortex		wh2_main_sc_hef_high_elves	
-3	wh2_main_hef_yvresse	wh2_group_highelves_nonhostile_hard	wh2_main_great_vortex		wh2_main_sc_lzd_lizardmen	
-3	wh2_main_hef_yvresse	wh2_group_highelves_default_hard_easier_for_highelves	wh2_main_great_vortex		wh2_main_sc_skv_skaven	
1	wh2_main_hef_yvresse	wh2_group_highelves_default_easy	main_warhammer			
1	wh2_main_hef_yvresse	wh2_group_highelves_nonhostile_easy	wh2_main_great_vortex			
-1	wh2_main_lzd_hexoatl	wh2_group_lizardmen_major_secondary	wh2_main_great_vortex	wh2_main_lzd_last_defenders		
-2	wh2_main_lzd_hexoatl	wh2_group_lizardmen_major_hard	main_warhammer			
-2	wh2_main_lzd_hexoatl	wh2_group_lizardmen_major_hard	wh2_main_great_vortex			
-2	wh2_main_lzd_hexoatl	wh2_group_lizardmen_major_secondary_hard	wh2_main_great_vortex	wh2_main_lzd_last_defenders		
-3	wh2_main_lzd_hexoatl	wh2_group_lizardmen_major_hard	main_warhammer			
-3	wh2_main_lzd_hexoatl	wh2_group_lizardmen_major_hard	wh2_main_great_vortex			
-3	wh2_main_lzd_hexoatl	wh2_group_lizardmen_major_secondary_hard	wh2_main_great_vortex	wh2_main_lzd_last_defenders		
0	wh2_main_lzd_hexoatl	wh2_group_lizardmen_major_secondary	wh2_main_great_vortex	wh2_main_lzd_last_defenders		
1	wh2_main_lzd_hexoatl	wh2_group_lizardmen_major_easy	main_warhammer			
1	wh2_main_lzd_hexoatl	wh2_group_lizardmen_major_easy	wh2_main_great_vortex			
1	wh2_main_lzd_hexoatl	wh2_group_lizardmen_major_secondary_easy	wh2_main_great_vortex	wh2_main_lzd_last_defenders		
-2	wh2_main_lzd_itza	wh2_group_lizardmen_default_hard	main_warhammer			
-2	wh2_main_lzd_itza	wh2_group_lizardmen_default_hard_easier_for_lizardmen	main_warhammer		wh2_main_sc_def_dark_elves	
-2	wh2_main_lzd_itza	wh2_group_lizardmen_default_hard_against_lizardmen	main_warhammer		wh2_main_sc_hef_high_elves	
-2	wh2_main_lzd_itza	wh2_group_lizardmen_default_hard_against_lizardmen	main_warhammer		wh2_main_sc_lzd_lizardmen	
-2	wh2_main_lzd_itza	wh2_group_lizardmen_default_hard_easier_for_lizardmen	main_warhammer		wh2_main_sc_skv_skaven	
-2	wh2_main_lzd_itza	wh2_group_lizardmen_default_hard	wh2_main_great_vortex			
-2	wh2_main_lzd_itza	wh2_group_lizardmen_default_hard_easier_for_lizardmen	wh2_main_great_vortex		wh2_main_sc_def_dark_elves	
-2	wh2_main_lzd_itza	wh2_group_lizardmen_default_hard_against_lizardmen	wh2_main_great_vortex		wh2_main_sc_hef_high_elves	
-2	wh2_main_lzd_itza	wh2_group_lizardmen_default_hard_against_lizardmen	wh2_main_great_vortex		wh2_main_sc_lzd_lizardmen	
-2	wh2_main_lzd_itza	wh2_group_lizardmen_default_hard_easier_for_lizardmen	wh2_main_great_vortex		wh2_main_sc_skv_skaven	
-3	wh2_main_lzd_itza	wh2_group_lizardmen_default_hard	main_warhammer			
-3	wh2_main_lzd_itza	wh2_group_lizardmen_default_hard_easier_for_lizardmen	main_warhammer		wh2_main_sc_def_dark_elves	
-3	wh2_main_lzd_itza	wh2_group_lizardmen_default_hard_against_lizardmen	main_warhammer		wh2_main_sc_hef_high_elves	
-3	wh2_main_lzd_itza	wh2_group_lizardmen_default_hard_against_lizardmen	main_warhammer		wh2_main_sc_lzd_lizardmen	
-3	wh2_main_lzd_itza	wh2_group_lizardmen_default_hard_easier_for_lizardmen	main_warhammer		wh2_main_sc_skv_skaven	
-3	wh2_main_lzd_itza	wh2_group_lizardmen_default_hard	wh2_main_great_vortex			
-3	wh2_main_lzd_itza	wh2_group_lizardmen_default_hard_easier_for_lizardmen	wh2_main_great_vortex		wh2_main_sc_def_dark_elves	
-3	wh2_main_lzd_itza	wh2_group_lizardmen_default_hard_against_lizardmen	wh2_main_great_vortex		wh2_main_sc_hef_high_elves	
-3	wh2_main_lzd_itza	wh2_group_lizardmen_default_hard_against_lizardmen	wh2_main_great_vortex		wh2_main_sc_lzd_lizardmen	
-3	wh2_main_lzd_itza	wh2_group_lizardmen_default_hard_easier_for_lizardmen	wh2_main_great_vortex		wh2_main_sc_skv_skaven	
1	wh2_main_lzd_itza	wh2_group_lizardmen_default_easy	main_warhammer			
1	wh2_main_lzd_itza	wh2_group_lizardmen_default_easy	wh2_main_great_vortex			
-1	wh2_main_lzd_last_defenders	wh2_group_lizardmen_major_secondary	wh2_main_great_vortex	wh2_main_lzd_hexoatl		
-2	wh2_main_lzd_last_defenders	wh2_group_lizardmen_major_hard	main_warhammer			
-2	wh2_main_lzd_last_defenders	wh2_group_lizardmen_major_hard	wh2_main_great_vortex			
-2	wh2_main_lzd_last_defenders	wh2_group_lizardmen_major_secondary_hard	wh2_main_great_vortex	wh2_main_lzd_hexoatl		
-3	wh2_main_lzd_last_defenders	wh2_group_lizardmen_major_hard	main_warhammer			
-3	wh2_main_lzd_last_defenders	wh2_group_lizardmen_major_hard	wh2_main_great_vortex			
-3	wh2_main_lzd_last_defenders	wh2_group_lizardmen_major_secondary_hard	wh2_main_great_vortex	wh2_main_lzd_hexoatl		
0	wh2_main_lzd_last_defenders	wh2_group_lizardmen_major_secondary	wh2_main_great_vortex	wh2_main_lzd_hexoatl		
