building_culture_variants_tables
4
building	culture	battlefield_building	artpiece	artpiece_animated	faction	disables	flavour	display_tooltip
wh2_main_rogue_outpostnorsca_minor_3		wh_main_PLACEHOLDER	rogue_army_settled_in_settlement			False	wh_main_nor_settlement_minor_3	True
wh2_main_rogue_outpostnorsca_minor_coast_1		wh_main_PLACEHOLDER	rogue_army_settled_in_settlement			False	wh_main_nor_settlement_minor_1	True
wh2_main_rogue_outpostnorsca_minor_coast_2		wh_main_PLACEHOLDER	rogue_army_settled_in_settlement			False	wh_main_nor_settlement_minor_2	True
wh2_main_rogue_outpostnorsca_minor_coast_3		wh_main_PLACEHOLDER	rogue_army_settled_in_settlement			False	wh_main_nor_settlement_minor_3	True
wh2_main_rogue_outpostnorsca_minor_coast_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			False	wh_main_settlement_major_ruin	True
wh2_main_rogue_outpostnorsca_minor_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			False	wh_main_settlement_major_ruin	True
wh2_main_rogue_outpostnorsca_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			False	wh_main_settlement_major_ruin	True
wh2_main_rogue_port_1		wh_main_PLACEHOLDER	empire_port			False	wh_main_emp_port_1	True
wh2_main_rogue_port_2		wh_main_PLACEHOLDER	empire_port			False	wh_main_emp_port_2	True
wh2_main_rogue_port_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			False	wh_main_human_port_ruin	True
wh2_main_rogue_settlement_major_1		wh_main_PLACEHOLDER	rogue_army_settled_in_settlement			False	wh2_main_rogue_settlement_major_1	True
wh2_main_rogue_settlement_major_2		wh_main_PLACEHOLDER	rogue_army_settled_in_settlement			False	wh2_main_rogue_settlement_major_2	True
wh2_main_rogue_settlement_major_3		wh_main_PLACEHOLDER	rogue_army_settled_in_settlement			False	wh2_main_rogue_settlement_major_3	True
wh2_main_rogue_settlement_major_coast_1		wh_main_PLACEHOLDER	rogue_army_settled_in_settlement			False	wh2_main_rogue_settlement_major_1	True
wh2_main_rogue_settlement_major_coast_2		wh_main_PLACEHOLDER	rogue_army_settled_in_settlement			False	wh2_main_rogue_settlement_major_2	True
wh2_main_rogue_settlement_major_coast_3		wh_main_PLACEHOLDER	rogue_army_settled_in_settlement			False	wh2_main_rogue_settlement_major_3	True
wh2_main_rogue_settlement_major_coast_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			False	wh_main_settlement_major_ruin	True
wh2_main_rogue_settlement_minor_1		wh_main_PLACEHOLDER	rogue_army_settled_in_settlement			False	wh2_main_rogue_settlement_major_1	True
wh2_main_rogue_settlement_minor_2		wh_main_PLACEHOLDER	rogue_army_settled_in_settlement			False	wh2_main_rogue_settlement_major_2	True
wh2_main_rogue_settlement_minor_3		wh_main_PLACEHOLDER	rogue_army_settled_in_settlement			False	wh2_main_rogue_settlement_major_3	True
wh2_main_rogue_settlement_minor_coast_1		wh_main_PLACEHOLDER	rogue_army_settled_in_settlement			False	wh2_main_rogue_settlement_major_1	True
wh2_main_rogue_settlement_minor_coast_2		wh_main_PLACEHOLDER	rogue_army_settled_in_settlement			False	wh2_main_rogue_settlement_major_2	True
wh2_main_rogue_settlement_minor_coast_3		wh_main_PLACEHOLDER	rogue_army_settled_in_settlement			False	wh2_main_rogue_settlement_major_3	True
wh2_main_rogue_settlement_minor_coast_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			False	wh_main_settlement_major_ruin	True
wh2_main_rogue_settlement_minor_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			False	wh_main_settlement_major_ruin	True
wh2_main_rogue_settlement_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			False	wh_main_settlement_major_ruin	True
wh2_main_savageorc_defence_norsca_1		wh_main_PLACEHOLDER	greenskins_garrison			False	wh_main_grn_garrison_1	True
wh2_main_skv_assassins_1		wh_main_PLACEHOLDER	skaven_assassins			False	wh2_main_skv_assassins_1	True
wh2_main_skv_assassins_2		wh_main_PLACEHOLDER	skaven_assassins			False	wh2_main_skv_assassins_3	True
wh2_main_skv_assassins_3		wh_main_PLACEHOLDER	skaven_assassins			False	wh2_main_skv_assassins_2	True
wh2_main_skv_clanrats_1		wh_main_PLACEHOLDER	skaven_slaves			False	wh2_main_skv_clanrats_1	True
wh2_main_skv_clanrats_2		wh_main_PLACEHOLDER	skaven_slaves			False	wh2_main_skv_clanrats_2	True
wh2_main_skv_clanrats_3		wh_main_PLACEHOLDER	skaven_slaves			False	wh2_main_skv_clanrats_3	True
wh2_main_skv_defence_major_1		wh_main_PLACEHOLDER	skaven_defence_major			False	wh2_main_skv_defence_major_1	True
wh2_main_skv_defence_major_2		wh_main_PLACEHOLDER	skaven_defence_major			False	wh2_main_skv_defence_major_2	True
wh2_main_skv_defence_major_3		wh_main_PLACEHOLDER	skaven_defence_major			False	wh2_main_skv_defence_major_3	True
wh2_main_skv_defence_minor_1		wh_main_PLACEHOLDER	skaven_defence_minor			False	wh2_main_skv_defence_minor_1	True
wh2_main_skv_defence_minor_2		wh_main_PLACEHOLDER	skaven_defence_minor			False	wh2_main_skv_defence_minor_2	True
wh2_main_skv_defence_norsca_1		wh_main_PLACEHOLDER	skaven_defence_minor			False	wh2_main_skv_defence_major_1	True
wh2_main_skv_energy_1		wh_main_PLACEHOLDER	skaven_energy			False	wh2_main_skv_energy_1	True
wh2_main_skv_energy_2		wh_main_PLACEHOLDER	skaven_energy			False	wh2_main_skv_energy_2	True
wh2_main_skv_energy_3		wh_main_PLACEHOLDER	skaven_energy			False	wh2_main_skv_energy_3	True
wh2_main_skv_energy_4		wh_main_PLACEHOLDER	skaven_energy			False	wh2_main_skv_energy_4	True
wh2_main_skv_energy_5		wh_main_PLACEHOLDER	skaven_energy			False	wh2_main_skv_energy_5	True
wh2_main_skv_engineers_1		wh_main_PLACEHOLDER	skaven_engineers			False	wh2_main_skv_engineers_1	True
wh2_main_skv_engineers_2		wh_main_PLACEHOLDER	skaven_engineers			False	wh2_main_skv_engineers_2	True
wh2_main_skv_engineers_3		wh_main_PLACEHOLDER	skaven_engineers			False	wh2_main_skv_engineers_3	True
wh2_main_skv_farm_1		wh_main_PLACEHOLDER	skaven_breeding			False	wh2_main_skv_farm_1	True
wh2_main_skv_farm_2		wh_main_PLACEHOLDER	skaven_breeding			False	wh2_main_skv_farm_2	True
wh2_main_skv_farm_3		wh_main_PLACEHOLDER	skaven_breeding			False	wh2_main_skv_farm_3	True
wh2_main_skv_monsters_1		wh_main_PLACEHOLDER	skaven_monsters			False	wh2_main_skv_monsters_1	True
wh2_main_skv_monsters_2		wh_main_PLACEHOLDER	skaven_monsters			False	wh2_main_skv_monsters_2	True
wh2_main_skv_order_1		wh_main_PLACEHOLDER	skaven_leadership			False	wh2_main_skv_order_1	True
wh2_main_skv_order_2		wh_main_PLACEHOLDER	skaven_leadership			False	wh2_main_skv_order_2	True
wh2_main_skv_order_3		wh_main_PLACEHOLDER	skaven_leadership			False	wh2_main_skv_order_3	True
wh2_main_skv_outpostnorsca_major_1		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_1	True
wh2_main_skv_outpostnorsca_major_1_coast		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_1	True
wh2_main_skv_outpostnorsca_major_2		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_2	True
wh2_main_skv_outpostnorsca_major_2_coast		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_2	True
wh2_main_skv_outpostnorsca_major_3		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_3	True
wh2_main_skv_outpostnorsca_major_3_coast		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_3	True
wh2_main_skv_outpostnorsca_major_4		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_4	True
wh2_main_skv_outpostnorsca_major_4_coast		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_4	True
wh2_main_skv_outpostnorsca_major_5		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_5	True
wh2_main_skv_outpostnorsca_major_5_coast		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_5	True
wh2_main_skv_outpostnorsca_major_coast_ruin		wh_main_PLACEHOLDER	skaven_city_ruin			False	wh_main_settlement_major_ruin	True
wh2_main_skv_outpostnorsca_major_ruin		wh_main_PLACEHOLDER	skaven_city_ruin			False	wh_main_settlement_major_ruin	True
wh2_main_skv_outpostnorsca_minor_1		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_1	True
wh2_main_skv_outpostnorsca_minor_1_coast		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_1	True
wh2_main_skv_outpostnorsca_minor_2		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_2	True
wh2_main_skv_outpostnorsca_minor_2_coast		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_2	True
wh2_main_skv_outpostnorsca_minor_3		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_3	True
wh2_main_skv_outpostnorsca_minor_3_coast		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_3	True
wh2_main_skv_outpostnorsca_minor_coast_ruin		wh_main_PLACEHOLDER	skaven_city_ruin			False	wh_main_settlement_minor_ruin	True
wh2_main_skv_outpostnorsca_minor_ruin		wh_main_PLACEHOLDER	skaven_city_ruin			False	wh_main_settlement_minor_ruin	True
wh2_main_skv_plagues_1		wh_main_PLACEHOLDER	skaven_plague			False	wh2_main_skv_plagues_1	True
wh2_main_skv_plagues_2		wh_main_PLACEHOLDER	skaven_plague			False	wh2_main_skv_plagues_2	True
wh2_main_skv_plagues_3		wh_main_PLACEHOLDER	skaven_plague			False	wh2_main_skv_plagues_3	True
wh2_main_skv_port_1		wh_main_PLACEHOLDER	skaven_port			False	wh2_main_skv_port_1	True
wh2_main_skv_port_2		wh_main_PLACEHOLDER	skaven_port			False	wh2_main_skv_port_2	True
wh2_main_skv_port_3		wh_main_PLACEHOLDER	skaven_port			False	wh2_main_skv_port_3	True
wh2_main_skv_port_ruin		wh_main_PLACEHOLDER	skaven_city_ruin			False	wh_main_human_port_ruin	True
wh2_main_skv_resource_animals_1		wh_main_PLACEHOLDER	skaven_resource_animals			False	wh2_main_skv_resource_animals_1	True
wh2_main_skv_resource_animals_2		wh_main_PLACEHOLDER	skaven_resource_animals			False	wh2_main_skv_resource_animals_2	True
wh2_main_skv_resource_animals_3		wh_main_PLACEHOLDER	skaven_resource_animals			False	wh2_main_skv_resource_animals_3	True
wh2_main_skv_resource_dyes_1		wh_main_PLACEHOLDER	skaven_resource_dyes			False	wh2_main_skv_resource_dyes_1	True
wh2_main_skv_resource_dyes_2		wh_main_PLACEHOLDER	skaven_resource_dyes			False	wh_main_dwf_resource_dyes_2	True
wh2_main_skv_resource_dyes_3		wh_main_PLACEHOLDER	skaven_resource_dyes			False	wh2_main_skv_resource_dyes_3	True
wh2_main_skv_resource_furs_1		wh_main_PLACEHOLDER	skaven_resource_furs			False	wh_main_dwf_resource_game_3	True
wh2_main_skv_resource_furs_2		wh_main_PLACEHOLDER	skaven_resource_furs			False	wh2_main_skv_resource_furs_2	True
wh2_main_skv_resource_furs_3		wh_main_PLACEHOLDER	skaven_resource_furs			False	wh2_main_skv_resource_furs_3	True
wh2_main_skv_resource_gems_1		wh_main_PLACEHOLDER	skaven_resource_gemstones			False	wh2_main_alt_resource_gems_1	True
wh2_main_skv_resource_gems_2		wh_main_PLACEHOLDER	skaven_resource_gemstones			False	wh_main_dwf_resource_gems_2	True
wh2_main_skv_resource_gems_3		wh_main_PLACEHOLDER	skaven_resource_gemstones			False	wh2_main_skv_resource_gems_3	True
wh2_main_skv_resource_gold_1		wh_main_PLACEHOLDER	skaven_resource_gold			False	wh2_main_skv_resource_gold_1	True
wh2_main_skv_resource_gold_2		wh_main_PLACEHOLDER	skaven_resource_gold			False	wh_main_emp_resource_gold_2	True
wh2_main_skv_resource_gold_3		wh_main_PLACEHOLDER	skaven_resource_gold			False	wh2_main_skv_resource_gold_3	True
wh2_main_skv_resource_iron_1		wh_main_PLACEHOLDER	skaven_resource_iron			False	wh_main_emp_resource_iron_1	True
wh2_main_skv_resource_iron_2		wh_main_PLACEHOLDER	skaven_resource_iron			False	wh2_main_skv_resource_iron_2	True
wh2_main_skv_resource_iron_3		wh_main_PLACEHOLDER	skaven_resource_iron			False	wh2_main_skv_resource_iron_3	True
wh2_main_skv_resource_marble_1		wh_main_PLACEHOLDER	skaven_resource_marble			False	wh2_main_skv_resource_marble_1	True
wh2_main_skv_resource_marble_2		wh_main_PLACEHOLDER	skaven_resource_marble			False	wh2_main_skv_resource_marble_2	True
wh2_main_skv_resource_marble_3		wh_main_PLACEHOLDER	skaven_resource_marble			False	wh2_main_skv_resource_marble_3	True
wh2_main_skv_resource_medicine_1		wh_main_PLACEHOLDER	skaven_resource_medicine			False	wh2_main_skv_resource_medicine_1	True
wh2_main_skv_resource_medicine_2		wh_main_PLACEHOLDER	skaven_resource_medicine			False	wh2_main_hef_resource_medicine_2	True
wh2_main_skv_resource_medicine_3		wh_main_PLACEHOLDER	skaven_resource_medicine			False	wh2_main_skv_resource_medicine_3	True
wh2_main_skv_resource_obsidian_1		wh_main_PLACEHOLDER	skaven_resource_obsidian			False	wh2_main_hef_resource_obsidian_1	True
wh2_main_skv_resource_obsidian_2		wh_main_PLACEHOLDER	skaven_resource_obsidian			False	wh2_main_hef_resource_obsidian_2	True
wh2_main_skv_resource_obsidian_3		wh_main_PLACEHOLDER	skaven_resource_obsidian			False	wh2_main_hef_resource_obsidian_3	True
wh2_main_skv_resource_pasture_1		wh_main_PLACEHOLDER	skaven_resource_pastures			False	wh2_main_skv_resource_pastures_1	True
wh2_main_skv_resource_pasture_2		wh_main_PLACEHOLDER	skaven_resource_pastures			False	wh2_main_skv_resource_pastures_2	True
wh2_main_skv_resource_pasture_3		wh_main_PLACEHOLDER	skaven_resource_pastures			False	wh2_main_skv_resource_pastures_3	True
wh2_main_skv_resource_pottery_1		wh_main_PLACEHOLDER	skaven_resource_pottery			False	wh_main_emp_resource_pottery_1	True
wh2_main_skv_resource_pottery_2		wh_main_PLACEHOLDER	skaven_resource_pottery			False	wh2_main_skv_resource_pottery_2	True
wh2_main_skv_resource_pottery_3		wh_main_PLACEHOLDER	skaven_resource_pottery			False	wh2_main_skv_resource_pottery_3	True
wh2_main_skv_resource_salt_1		wh_main_PLACEHOLDER	skaven_resource_salt			False	wh2_main_skv_resource_salt_1	True
wh2_main_skv_resource_salt_2		wh_main_PLACEHOLDER	skaven_resource_salt			False	wh_main_emp_resource_salt_2	True
wh2_main_skv_resource_salt_3		wh_main_PLACEHOLDER	skaven_resource_salt			False	wh_main_emp_resource_salt_3	True
wh2_main_skv_resource_spices_1		wh_main_PLACEHOLDER	skaven_resource_spices			False	wh2_main_hef_resource_spices_1	True
wh2_main_skv_resource_spices_2		wh_main_PLACEHOLDER	skaven_resource_spices			False	wh2_main_hef_resource_spices_2	True
wh2_main_skv_resource_spices_3		wh_main_PLACEHOLDER	skaven_resource_spices			False	wh2_main_skv_resource_spices_3	True
wh2_main_skv_resource_wine_1		wh_main_PLACEHOLDER	skaven_resource_wine			False	wh2_main_skv_resource_wine_1	True
wh2_main_skv_resource_wine_2		wh_main_PLACEHOLDER	skaven_resource_wine			False	wh2_main_skv_resource_wine_2	True
wh2_main_skv_resource_wine_3		wh_main_PLACEHOLDER	skaven_resource_wine			False	wh2_main_skv_resource_wine_3	True
wh2_main_skv_resource_wood_1		wh_main_PLACEHOLDER	skaven_resource_wood			False	wh2_main_skv_resource_timber_1	True
wh2_main_skv_resource_wood_2		wh_main_PLACEHOLDER	skaven_resource_wood			False	wh2_main_skv_resource_timber_2	True
wh2_main_skv_resource_wood_3		wh_main_PLACEHOLDER	skaven_resource_wood			False	wh2_main_skv_resource_timber_3	True
wh2_main_skv_salvage_1		wh_main_PLACEHOLDER	skaven_salvage			False	wh2_main_skv_salvage_1	True
wh2_main_skv_salvage_2		wh_main_PLACEHOLDER	skaven_salvage			False	wh2_main_skv_salvage_2	True
wh2_main_skv_salvage_3		wh_main_PLACEHOLDER	skaven_salvage			False	wh2_main_skv_salvage_3	True
wh2_main_skv_settlement_major_1		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_1	True
wh2_main_skv_settlement_major_1_coast		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_1	True
wh2_main_skv_settlement_major_2		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_2	True
wh2_main_skv_settlement_major_2_coast		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_2	True
wh2_main_skv_settlement_major_3		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_3	True
wh2_main_skv_settlement_major_3_coast		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_3	True
wh2_main_skv_settlement_major_4		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_4	True
wh2_main_skv_settlement_major_4_coast		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_4	True
wh2_main_skv_settlement_major_5		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_5	True
wh2_main_skv_settlement_major_5_coast		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_5	True
wh2_main_skv_settlement_major_coast_ruin		wh_main_PLACEHOLDER	skaven_city_ruin			False	wh_main_settlement_major_ruin	True
wh2_main_skv_settlement_major_ruin		wh_main_PLACEHOLDER	skaven_city_ruin			False	wh_main_settlement_major_ruin	True
wh2_main_skv_settlement_minor_1		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_1	True
wh2_main_skv_settlement_minor_1_coast		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_1	True
wh2_main_skv_settlement_minor_2		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_2	True
wh2_main_skv_settlement_minor_2_coast		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_2	True
wh2_main_skv_settlement_minor_3		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_3	True
wh2_main_skv_settlement_minor_3_coast		wh_main_PLACEHOLDER	skaven_city			False	wh2_main_skv_settlement_major_3	True
wh2_main_skv_settlement_minor_coast_ruin		wh_main_PLACEHOLDER	skaven_city_ruin			False	wh_main_settlement_minor_ruin	True
wh2_main_skv_settlement_minor_ruin		wh_main_PLACEHOLDER	skaven_city_ruin			False	wh_main_settlement_minor_ruin	True
wh2_main_skv_temple_1		wh_main_PLACEHOLDER	skaven_leadership			False	wh2_main_skv_temple_1	True
wh2_main_skv_weaponteams_1		wh_main_PLACEHOLDER	skaven_stormvermin			False	wh2_main_skv_weaponteams_1	True
wh2_main_skv_weaponteams_2		wh_main_PLACEHOLDER	skaven_stormvermin			False	wh2_main_skv_weaponteams_2	True
wh2_main_special_altar_of_ultimate_darkness		wh_main_PLACEHOLDER	special_altar_of_ultimate_darkness			False	wh2_main_special_altar_of_ultimate_darkness	True
wh2_main_special_altar_of_ultimate_darkness_vmp		wh_main_PLACEHOLDER	special_altar_of_ultimate_darkness			False	wh2_main_special_altar_of_ultimate_darkness	True
wh2_main_special_altdorf_castle_reikguard		wh_main_PLACEHOLDER	special_altdorf_castle_reikguard			False	wh2_main_special_altdorf_castle_reikguard	True
wh2_main_special_altdorf_imperial_palace		wh_main_PLACEHOLDER	special_altdorf_imperial_palace			False	wh2_main_special_altdorf_imperial_palace	True
wh2_main_special_altdorf_imperial_palace_brt		wh_main_PLACEHOLDER	special_altdorf_imperial_palace			False	wh2_main_special_altdorf_imperial_palace_brt	True
wh2_main_special_altdorf_imperial_palace_vmp		wh_main_PLACEHOLDER	special_altdorf_imperial_palace			False	wh2_main_special_altdorf_imperial_palace_vmp	True
wh2_main_special_anlec_citadel_def		wh_main_PLACEHOLDER	special_anlec_citadel_def			False	wh2_main_special_anlec_citadel_hef	True
wh2_main_special_anlec_citadel_hef		wh_main_PLACEHOLDER	special_anlec_citadel_def			False	wh2_main_special_anlec_citadel_hef	True
wh2_main_special_axlotl_chameleon_shrine		wh_main_PLACEHOLDER	special_axlotl_chameleon_shrine			False	wh2_main_special_axlotl_chameleon_shrine	True
wh2_main_special_big_fort		wh_main_PLACEHOLDER	wh2_main_special_big_fort			False	wh_main_grn_settlement_major_4	True
wh2_main_special_blood_keep		wh_main_PLACEHOLDER	vampire_blood_keep			False	wh2_main_special_blood_keep	True
wh2_main_special_brewery		wh_main_PLACEHOLDER	special_dwarf_underground_river			False	wh_main_dwf_resource_beer_3	True
wh2_main_special_chamber_of_visions		wh_main_PLACEHOLDER	special_chamber_of_visions			False	wh2_main_special_chamber_of_visions	True
wh2_main_special_clar_karond_lairs		wh_main_PLACEHOLDER	special_clar_karond_lairs			False	wh2_main_special_clar_karond_lairs	True
wh2_main_special_clar_karond_lairs_emp		wh_main_PLACEHOLDER	special_clar_karond_lairs			False	wh2_main_special_clar_karond_lairs	True
wh2_main_special_clar_karond_lairs_grn		wh_main_PLACEHOLDER	special_clar_karond_lairs			False	wh2_main_special_clar_karond_lairs	True
wh2_main_special_clar_karond_lairs_other		wh_main_PLACEHOLDER	special_clar_karond_lairs			False	wh2_main_special_clar_karond_lairs	True
wh2_main_special_clar_karond_lairs_skv		wh_main_PLACEHOLDER	special_clar_karond_lairs			False	wh2_main_special_clar_karond_lairs	True
wh2_main_special_clar_karond_lairs_vmp		wh_main_PLACEHOLDER	special_clar_karond_lairs			False	wh2_main_special_clar_karond_lairs	True
wh2_main_special_corrupted_spawning_pool_1		wh_main_PLACEHOLDER	wh2_main_special_corrupted_spawning_pool			False	wh2_main_special_corrupted_spawning_pool_1	True
wh2_main_special_cothique_palace_1		wh_main_PLACEHOLDER	wh2_main_special_cothique_palace			False	wh2_main_special_cothique_palace_1	True
wh2_main_special_def_vauls_anvil		wh_main_PLACEHOLDER	special_vauls_anvil			False	wh2_main_special_def_vauls_anvil	True
wh2_main_special_def_vauls_anvil_hef		wh_main_PLACEHOLDER	special_vauls_anvil			False	wh2_main_special_def_vauls_anvil	True
wh2_main_special_dorks_rock		wh_main_PLACEHOLDER	wh2_main_special_dorks_rock			False	wh2_main_special_dorks_rock	True
wh2_main_special_drakenhof_court		wh_main_PLACEHOLDER	special_drakenhof_court			False	wh2_main_special_drakenhof_court	True
wh2_main_special_eight_peaks_skv_1		wh_main_PLACEHOLDER	skaven_eight_peaks_halls			False	wh2_main_special_eight_peaks_skv_1	True
wh2_main_special_eight_peaks_skv_2		wh_main_PLACEHOLDER	skaven_eight_peaks_halls			False	wh2_main_special_eight_peaks_skv_2	True
wh2_main_special_eight_peaks_skv_3		wh_main_PLACEHOLDER	skaven_eight_peaks_halls			False	wh2_main_special_eight_peaks_skv_3	True
wh2_main_special_ellyrian_stables		wh_main_PLACEHOLDER	special_ellyrian_stables			False	wh2_main_special_ellyrian_stables	True
wh2_main_special_everqueen_court		wh_main_PLACEHOLDER	special_everqueen_court			False	wh2_main_special_everqueen_court	True
wh2_main_special_everqueen_court_wef		wh_main_PLACEHOLDER	special_everqueen_court			False	wh2_main_special_everqueen_court	True
wh2_main_special_fallen_gates_1		wh_main_PLACEHOLDER	wh2_main_special_fallen_gates_plateau			False	wh2_main_special_fallen_gates_1	True
wh2_main_special_fortress_gate_eagle_chaos_1		wh_main_PLACEHOLDER	high_elves_fortress_gate_eagle		wh2_main_def_cult_of_pleasure	False	wh2_main_special_fortress_gate	True
wh2_main_special_fortress_gate_eagle_chaos_1		wh_main_PLACEHOLDER	high_elves_fortress_gate_eagle		wh2_main_def_cult_of_pleasure_separatists	False	wh2_main_special_fortress_gate	True
wh2_main_special_fortress_gate_eagle_chaos_1		wh_main_PLACEHOLDER	high_elves_fortress_gate_eagle		wh2_main_def_ssildra_tor	False	wh2_main_special_fortress_gate	True
wh2_main_special_fortress_gate_eagle_chaos_2		wh_main_PLACEHOLDER	high_elves_fortress_gate_eagle		wh2_main_def_cult_of_pleasure	False	wh2_main_special_fortress_gate	True
wh2_main_special_fortress_gate_eagle_chaos_2		wh_main_PLACEHOLDER	high_elves_fortress_gate_eagle		wh2_main_def_cult_of_pleasure_separatists	False	wh2_main_special_fortress_gate	True
wh2_main_special_fortress_gate_eagle_chaos_2		wh_main_PLACEHOLDER	high_elves_fortress_gate_eagle		wh2_main_def_ssildra_tor	False	wh2_main_special_fortress_gate	True
wh2_main_special_fortress_gate_eagle_chaos_3		wh_main_PLACEHOLDER	high_elves_fortress_gate_eagle		wh2_main_def_cult_of_pleasure	False	wh2_main_special_fortress_gate	True
wh2_main_special_fortress_gate_eagle_chaos_3		wh_main_PLACEHOLDER	high_elves_fortress_gate_eagle		wh2_main_def_cult_of_pleasure_separatists	False	wh2_main_special_fortress_gate	True
wh2_main_special_fortress_gate_eagle_chaos_3		wh_main_PLACEHOLDER	high_elves_fortress_gate_eagle		wh2_main_def_ssildra_tor	False	wh2_main_special_fortress_gate	True
wh2_main_special_fortress_gate_eagle_chaos_4		wh_main_PLACEHOLDER	high_elves_fortress_gate_eagle		wh2_main_def_cult_of_pleasure	False	wh2_main_special_fortress_gate	True
wh2_main_special_fortress_gate_eagle_chaos_4		wh_main_PLACEHOLDER	high_elves_fortress_gate_eagle		wh2_main_def_cult_of_pleasure_separatists	False	wh2_main_special_fortress_gate	True
wh2_main_special_fortress_gate_eagle_chaos_4		wh_main_PLACEHOLDER	high_elves_fortress_gate_eagle		wh2_main_def_ssildra_tor	False	wh2_main_special_fortress_gate	True
wh2_main_special_fortress_gate_eagle_chaos_5		wh_main_PLACEHOLDER	high_elves_fortress_gate_eagle		wh2_main_def_cult_of_pleasure	False	wh2_main_special_fortress_gate	True
wh2_main_special_fortress_gate_eagle_chaos_5		wh_main_PLACEHOLDER	high_elves_fortress_gate_eagle		wh2_main_def_cult_of_pleasure_separatists	False	wh2_main_special_fortress_gate	True
wh2_main_special_fortress_gate_eagle_chaos_5		wh_main_PLACEHOLDER	high_elves_fortress_gate_eagle		wh2_main_def_ssildra_tor	False	wh2_main_special_fortress_gate	True
wh2_main_special_fortress_gate_eagle_chaos_ruins		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin		wh2_main_def_cult_of_pleasure	False	wh_main_settlement_major_ruin	True
wh2_main_special_fortress_gate_eagle_chaos_ruins		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin		wh2_main_def_cult_of_pleasure_separatists	False	wh_main_settlement_major_ruin	True
wh2_main_special_fortress_gate_eagle_chaos_ruins		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin		wh2_main_def_ssildra_tor	False	wh_main_settlement_major_ruin	True
wh2_main_special_fortress_gate_eagle_hef_1		wh_main_PLACEHOLDER	high_elves_fortress_gate_eagle			False	wh2_main_special_fortress_gate	True
wh2_main_special_fortress_gate_eagle_hef_2		wh_main_PLACEHOLDER	high_elves_fortress_gate_eagle			False	wh2_main_special_fortress_gate	True
wh2_main_special_fortress_gate_eagle_hef_3		wh_main_PLACEHOLDER	high_elves_fortress_gate_eagle			False	wh2_main_special_fortress_gate	True
wh2_main_special_fortress_gate_eagle_hef_4		wh_main_PLACEHOLDER	high_elves_fortress_gate_eagle			False	wh2_main_special_fortress_gate	True
