culture_settlement_occupation_options_tables
8
option	acting_army_faction_effect_bundle	acting_army_faction_effect_bundle_turns	target_settlement_faction_effect_bundle	target_settlement_faction_effect_bundle_turns	group	acting_army_effect_bundle	acting_army_effect_bundle_turns	unknown8	unknown9	unknown10	unknown11	unknown12	unknown13
occupation_decision_loot		0		0	wh2_main_sc_rogue_hung_warband_occupation_decision_loot		0	1654677519	0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_hung_warband_occupation_decision_treasure_hunt		0	1655500920	0	Treasure Hunt||If successful, you will have a choice of actions within the ruins, resulting in a good or bad outcome.	search_ruins	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_mengils_manflayers_occupation_decision_treasure_hunt		0	1666688458	0	Treasure Hunt||If successful, you will have a choice of actions within the ruins, resulting in a good or bad outcome.	search_ruins	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_pirates_of_trantio_occupation_decision_colonise		0	1686826343	0	Colonise||Settle your troops.	colonise	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_black_spider_tribe_occupation_decision_raze_without_occupy		0	1706263105	0	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_colonise		0		0	wh2_main_sc_rogue_abominations_occupation_decision_colonise		0	1722183266	0	Colonise||Settle your troops.	colonise	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_celestial_storm_occupation_decision_occupy		0	17282989	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_heirs_of_mourkain_occupation_decision_loot		0	1741375880	0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_college_of_pyrotechnics_occupation_decision_sack		0	1743729955	0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_hung_warband_occupation_decision_sack		0	1744087855	0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_mangy_houndz_occupation_decision_loot		0	174558334	0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_scions_of_tesseninck_occupation_decision_do_nothing		0	175329851	0	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_morrsliebs_howlers_occupation_decision_treasure_hunt		0	1754768178	0	Treasure Hunt||If successful, you will have a choice of actions within the ruins, resulting in a good or bad outcome.	search_ruins	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_tor_elithis_occupation_decision_treasure_hunt		0	1771126560	0	Treasure Hunt||If successful, you will have a choice of actions within the ruins, resulting in a good or bad outcome.	search_ruins	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_tor_elithis_occupation_decision_colonise		0	1773140841	0	Colonise||Settle your troops.	colonise	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_doomseekers_occupation_decision_occupy		0	1775491988	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_gerhardts_mercenaries_occupation_decision_occupy		0	178515110	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_black_spider_tribe_occupation_decision_treasure_hunt		0	1791445083	0	Treasure Hunt||If successful, you will have a choice of actions within the ruins, resulting in a good or bad outcome.	search_ruins	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_beastcatchas_occupation_decision_loot		0	1803832869	0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_hunters_of_kurnous_occupation_decision_colonise		0	1821216631	0	Colonise||Settle your troops.	colonise	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_pirates_of_the_southern_ocean_occupation_decision_resettle		0	1825327019	0	Resettle||With no regions currently under your control you have the option to settle your army here.	colonise	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_pirates_of_the_southern_ocean_occupation_decision_loot		0	1827423963	0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_doomseekers_occupation_decision_sack		0	184015622	0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_beastcatchas_occupation_decision_treasure_hunt		0	1840895909	0	Treasure Hunt||If successful, you will have a choice of actions within the ruins, resulting in a good or bad outcome.	search_ruins	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_abominations_occupation_decision_treasure_hunt		0	1842488273	0	Treasure Hunt||If successful, you will have a choice of actions within the ruins, resulting in a good or bad outcome.	search_ruins	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_pirates_of_trantio_occupation_decision_do_nothing		0	1858477980	0	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_vashnaar_occupation_decision_sack		0	1861824734	0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_bernhoffs_brigands_occupation_decision_occupy		0	1871732775	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_the_wandering_dead_occupation_decision_colonise		0	1874397997	0	Colonise||Settle your troops.	colonise	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_scions_of_tesseninck_occupation_decision_occupy		0	1877687819	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_wrath_of_nature_occupation_decision_resettle		0	1895038916	0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_vauls_expedition_occupation_decision_sack		0	1897978920	0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_boneclubbers_tribe_occupation_decision_resettle		0	1901422251	0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_the_wandering_dead_occupation_decision_loot		0	1916974677	0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_worldroot_rangers_occupation_decision_raze_without_occupy		0	1929126504	0	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_loot		0		0	wh2_main_sc_rogue_vashnaar_occupation_decision_loot		0	1942353263	0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_mengils_manflayers_occupation_decision_sack		0	1962817245	0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_gerhardts_mercenaries_occupation_decision_do_nothing		0	1964012767	0	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_troll_skullz_occupation_decision_colonise		0	1966857726	0	Colonise||Settle your troops.	colonise	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_college_of_pyrotechnics_occupation_decision_resettle		0	1968527227	0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_vauls_expedition_occupation_decision_colonise		0	197088902	0	Colonise||Settle your troops.	colonise	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_teef_snatchaz_occupation_decision_loot		0	1972364658	0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_celestial_storm_occupation_decision_raze_without_occupy		0	1974097622	0	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_resettle		0		0	wh2_main_sc_rogue_the_wandering_dead_occupation_decision_resettle		0	1984548064	0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_mengils_manflayers_occupation_decision_colonise		0	1995518499	0	Colonise||Settle your troops.	colonise	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_abominations_occupation_decision_occupy		0	2017371061	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_stuff_snatchers_occupation_decision_sack		0	2048728336	0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_morrsliebs_howlers_occupation_decision_occupy		0	2053788775	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_college_of_pyrotechnics_occupation_decision_colonise		0	2054849241	0	Colonise||Settle your troops.	colonise	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_worldroot_rangers_occupation_decision_treasure_hunt		0	2064441370	0	Treasure Hunt||If successful, you will have a choice of actions within the ruins, resulting in a good or bad outcome.	search_ruins	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_heirs_of_mourkain_occupation_decision_colonise		0	2079314256	0	Colonise||Settle your troops.	colonise	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_pirates_of_trantio_occupation_decision_treasure_hunt		0	2091577911	0	Treasure Hunt||If successful, you will have a choice of actions within the ruins, resulting in a good or bad outcome.	search_ruins	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_pirates_of_the_far_sea_occupation_decision_resettle		0	2102037769	0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_wrath_of_nature_occupation_decision_raze_without_occupy		0	210831043	0	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_resettle		0		0	wh2_main_sc_rogue_hung_warband_occupation_decision_resettle		0	2135671210	0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_stuff_snatchers_occupation_decision_treasure_hunt		0	2137520555	0	Treasure Hunt||If successful, you will have a choice of actions within the ruins, resulting in a good or bad outcome.	search_ruins	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_scions_of_tesseninck_occupation_decision_resettle		0	2141395194	0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_heirs_of_mourkain_occupation_decision_raze_without_occupy		0	2143540270	0	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_colonise		0		0	wh2_main_sc_rogue_gerhardts_mercenaries_occupation_decision_colonise		0	23289940	0	Colonise||Settle your troops.	colonise	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_worldroot_rangers_occupation_decision_do_nothing		0	241004773	0	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_jerrods_errantry_occupation_decision_resettle		0	273949402	0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_pirates_of_the_far_sea_occupation_decision_treasure_hunt		0	286479405	0	Treasure Hunt||If successful, you will have a choice of actions within the ruins, resulting in a good or bad outcome.	search_ruins	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_celestial_storm_occupation_decision_loot		0	292009110	0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_tor_elithis_occupation_decision_do_nothing		0	302336655	0	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_jerrods_errantry_occupation_decision_loot		0	3024063	0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_gerhardts_mercenaries_occupation_decision_resettle		0	309208588	0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_vashnaar_occupation_decision_do_nothing		0	310304338	0	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_beastcatchas_occupation_decision_occupy		0	318302077	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_wrath_of_nature_occupation_decision_sack		0	32348480	0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_vauls_expedition_occupation_decision_resettle		0	33010856	0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_stuff_snatchers_occupation_decision_occupy		0	330701027	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_black_spider_tribe_occupation_decision_sack		0	337857139	0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_worldroot_rangers_occupation_decision_colonise		0	338811607	0	Colonise||Settle your troops.	colonise	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_college_of_pyrotechnics_occupation_decision_loot		0	344245101	0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_mengils_manflayers_occupation_decision_occupy		0	349035968	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_boneclubbers_tribe_occupation_decision_loot		0	360748892	0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_boneclubbers_tribe_occupation_decision_occupy		0	362128600	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_pirates_of_the_far_sea_occupation_decision_sack		0	364882552	0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_raze_without_occupy	wh_dlc07_occupation_bretonnia_chivalry_dummy_razing_humans	0		0	wh_occupation_decision_bretonnia_raze		0	367	0	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_occupy		0		0	wh2_main_sc_rogue_college_of_pyrotechnics_occupation_decision_occupy		0	375938188	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_abominations_occupation_decision_resettle		0	379147647	0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_morrsliebs_howlers_occupation_decision_raze_without_occupy		0	384378120	0	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_sack	wh_dlc07_occupation_bretonnia_chivalry_dummy_sacking_humans	0		0	wh_occupation_decision_bretonnia_sack		0	386	0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_pirates_of_the_southern_ocean_occupation_decision_treasure_hunt		0	389959751	0	Treasure Hunt||If successful, you will have a choice of actions within the ruins, resulting in a good or bad outcome.	search_ruins	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_beastcatchas_occupation_decision_colonise		0	398360932	0	Colonise||Settle your troops.	colonise	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_morrsliebs_howlers_occupation_decision_colonise		0	401551086	0	Colonise||Settle your troops.	colonise	0	1
occupation_decision_raze_without_occupy	wh_dlc07_occupation_bretonnia_chivalry_dummy_razing_enemy	0		0	wh_occupation_decision_bretonnia_raze_enemy		0	404	0	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_do_nothing		0		0	wh2_main_sc_bst_beastmen_occupation_decision_do_nothing		0	406	0	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_raze_without_occupy		0		0	wh_occupation_decision_bretonnia_raze_neutrals		0	408	0	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_bst_beastmen_occupation_decision_raze_without_occupy	wh_dlc03_bundle_horde_raze	1	411	0	Raze & Defile||All buildings are destroyed, their shrines are defiled and the settlement is torched.	wh_dlc03_bst_beastmen_raze_a	0	0
occupation_decision_resettle		0		0	wh2_main_sc_rogue_worldroot_rangers_occupation_decision_resettle		0	411094373	0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_sack	wh_dlc07_occupation_bretonnia_chivalry_dummy_sacking_enemy	0		0	wh_occupation_decision_bretonnia_sack_enemy		0	414	0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_colonise	wh_dlc05_occupation_wood_elves_dummy_gain_amber	0		0	wh2_main_sc_wef_wood_elves_occupation_decision_colonise		0	419	0	Colonise||Settle your troops.	colonise	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_wef_wood_elves_occupation_decision_do_nothing		0	422	0	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_boneclubbers_tribe_occupation_decision_do_nothing		0	426649498	0	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_heirs_of_mourkain_occupation_decision_do_nothing		0	434162375	0	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_occupy	wh_dlc05_occupation_wood_elves_dummy_gain_amber	0		0	wh2_main_sc_wef_wood_elves_occupation_decision_occupy		0	438	0	Seeding||{{tr:occupation_decision_occupy}}	occupy	-100	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_wef_wood_elves_occupation_decision_raze_without_occupy		0	441	0	Raze||All buildings are destroyed and the settlement is torched.	raze	100	2
occupation_decision_resettle	wh_dlc05_occupation_wood_elves_dummy_gain_amber	0		0	wh2_main_sc_wef_wood_elves_occupation_decision_resettle		0	442	0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_sack		0		0	wh2_main_sc_wef_wood_elves_occupation_decision_sack		0	450	0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_gerhardts_mercenaries_occupation_decision_sack		0	452664537	0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_vashnaar_occupation_decision_raze_without_occupy		0	457649475	0	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_morrsliebs_howlers_occupation_decision_do_nothing		0	459557006	0	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_mangy_houndz_occupation_decision_do_nothing		0	461533876	0	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_teef_snatchaz_occupation_decision_treasure_hunt		0	468264503	0	Treasure Hunt||If successful, you will have a choice of actions within the ruins, resulting in a good or bad outcome.	search_ruins	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_scions_of_tesseninck_occupation_decision_sack		0	475235224	0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_mengils_manflayers_occupation_decision_raze_without_occupy		0	477184507	0	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_resettle		0		0	wh2_main_sc_rogue_celestial_storm_occupation_decision_resettle		0	485094116	0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_worldroot_rangers_occupation_decision_sack		0	488642667	0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_teef_snatchaz_occupation_decision_raze_without_occupy		0	502334874	0	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_colonise		0		0	wh2_main_sc_brt_bretonnia_occupation_decision_colonise		0	505	0	Colonise||Settle your troops.	colonise	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_brt_bretonnia_occupation_decision_do_nothing		0	511	0	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_mengils_manflayers_occupation_decision_loot		0	511624104	0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_beastcatchas_occupation_decision_sack		0	518560131	0	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_pirates_of_the_far_sea_occupation_decision_colonise		0	518969511	0	Colonise||Settle your troops.	colonise	0	1
occupation_decision_occupy		0		0	wh2_main_sc_brt_bretonnia_occupation_decision_occupy		0	524	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_resettle		0		0	wh2_main_sc_brt_bretonnia_occupation_decision_resettle		0	533	0	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_mangy_houndz_occupation_decision_treasure_hunt		0	537860062	0	Treasure Hunt||If successful, you will have a choice of actions within the ruins, resulting in a good or bad outcome.	search_ruins	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_bernhoffs_brigands_occupation_decision_loot		0	544256519	0	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_bernhoffs_brigands_occupation_decision_colonise		0	552131776	0	Colonise||Settle your troops.	colonise	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_chs_chaos_occupation_decision_do_nothing		0	555	0	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_vashnaar_occupation_decision_occupy		0	5586644	0	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_liberate		0		0	wh2_main_sc_chs_chaos_occupation_decision_liberate		0	563	0	Awaken Tribe||You summon the original Norse tribe that once wandered this region, resurrecting their faction. All captives are enslaved.\n\nThey will be immensely grateful for this, offering their services as a [[img:icon_vassal]][[/img]]vassal.	enslave	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_black_spider_tribe_occupation_decision_colonise		0	565241207	0	Colonise||Settle your troops.	colonise	0	1
