land_units_to_unit_abilites_junctions_tables
0
ability	land_unit
wh2_main_unit_abilities_drop_rocks	wh2_main_lzd_cha_skink_priest_heavens_1
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_skink_priest_heavens_2
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_skink_priest_heavens_3
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_slann_mage_priest_campaign_0
wh2_main_character_abilities_shield_of_the_old_ones	wh2_main_lzd_cha_slann_mage_priest_campaign_0
wh_dlc04_spell_bound_banishment	wh2_main_lzd_cha_slann_mage_priest_campaign_0
wh_main_character_abilities_arcane_conduit	wh2_main_lzd_cha_slann_mage_priest_campaign_0
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_slann_mage_priest_heavens_0
wh2_main_character_abilities_shield_of_the_old_ones	wh2_main_lzd_cha_slann_mage_priest_heavens_0
wh2_main_character_passive_grand_arcane_conduit	wh2_main_lzd_cha_slann_mage_priest_heavens_0
wh_dlc04_spell_bound_banishment	wh2_main_lzd_cha_slann_mage_priest_heavens_0
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_slann_mage_priest_high_0
wh2_main_character_abilities_shield_of_the_old_ones	wh2_main_lzd_cha_slann_mage_priest_high_0
wh2_main_character_passive_grand_arcane_conduit	wh2_main_lzd_cha_slann_mage_priest_high_0
wh_dlc04_spell_bound_banishment	wh2_main_lzd_cha_slann_mage_priest_high_0
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_slann_mage_priest_light_0
wh2_main_character_abilities_shield_of_the_old_ones	wh2_main_lzd_cha_slann_mage_priest_light_0
wh2_main_character_passive_grand_arcane_conduit	wh2_main_lzd_cha_slann_mage_priest_light_0
wh_dlc04_spell_bound_banishment	wh2_main_lzd_cha_slann_mage_priest_light_0
wh2_main_unit_passive_primal_instincts	wh2_main_lzd_inf_saurus_spearmen_0
wh2_main_unit_passive_primal_instincts	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_unit_passive_primal_instincts	wh2_main_lzd_inf_saurus_spearmen_blessed_1
wh2_main_unit_passive_primal_instincts	wh2_main_lzd_inf_saurus_warriors_0
wh2_main_unit_passive_primal_instincts	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_unit_passive_primal_instincts	wh2_main_lzd_inf_saurus_warriors_blessed_1
wh2_main_unit_abilities_revivification_crystal	wh2_main_lzd_mon_bastiladon_1
wh_main_unit_passive_frenzy	wh2_main_lzd_mon_carnosaur_0
wh_main_unit_passive_frenzy	wh2_main_lzd_mon_carnosaur_blessed_0
wh2_main_unit_passive_primal_instincts	wh2_main_lzd_mon_kroxigors_blessed
wh2_main_unit_passive_primal_instincts	wh2_main_lzd_mon_kroxigors
wh2_main_lord_abilities_trophy_heads	wh2_main_skv_cha_assassin
wh2_main_unit_abilities_concealment_bombs	wh2_main_skv_cha_assassin
wh2_main_unit_passive_scurry_away	wh2_main_skv_cha_assassin
wh_main_hero_abilities_slippery	wh2_main_skv_cha_assassin
wh2_main_unit_passive_scurry_away	wh2_main_skv_cha_grey_seer_plague_0
wh_main_character_abilities_arcane_conduit	wh2_main_skv_cha_grey_seer_plague_0
wh2_main_mount_abilities_unholy_clamour	wh2_main_skv_cha_grey_seer_plague_1
wh2_main_mount_bound_scorch	wh2_main_skv_cha_grey_seer_plague_1
wh2_main_mount_passive_wall_of_unholy_sound	wh2_main_skv_cha_grey_seer_plague_1
wh2_main_unit_passive_scurry_away	wh2_main_skv_cha_grey_seer_plague_1
wh_main_character_abilities_arcane_conduit	wh2_main_skv_cha_grey_seer_plague_1
wh2_main_unit_passive_scurry_away	wh2_main_skv_cha_grey_seer_ruin_0
wh_main_character_abilities_arcane_conduit	wh2_main_skv_cha_grey_seer_ruin_0
wh2_main_mount_abilities_unholy_clamour	wh2_main_skv_cha_grey_seer_ruin_1
wh2_main_mount_bound_scorch	wh2_main_skv_cha_grey_seer_ruin_1
wh2_main_mount_passive_wall_of_unholy_sound	wh2_main_skv_cha_grey_seer_ruin_1
wh2_main_unit_passive_scurry_away	wh2_main_skv_cha_grey_seer_ruin_1
wh_main_character_abilities_arcane_conduit	wh2_main_skv_cha_grey_seer_ruin_1
wh2_main_character_passive_aura_of_pestilence	wh2_main_skv_cha_lord_skrolk
wh2_main_unit_passive_scurry_away	wh2_main_skv_cha_lord_skrolk
wh_main_character_abilities_stand_your_ground	wh2_main_skv_cha_lord_skrolk
wh_main_unit_passive_frenzy	wh2_main_skv_cha_lord_skrolk
wh2_main_unit_passive_scurry_away	wh2_main_skv_cha_plague_priest_0
wh_main_unit_passive_frenzy	wh2_main_skv_cha_plague_priest_0
wh2_main_mount_bound_pestilent_breath	wh2_main_skv_cha_plague_priest_2
wh2_main_mount_passive_billowing_death	wh2_main_skv_cha_plague_priest_2
wh2_main_unit_passive_scurry_away	wh2_main_skv_cha_plague_priest_2
wh_main_unit_passive_frenzy	wh2_main_skv_cha_plague_priest_2
wh2_main_character_abilities_verminous_valour	wh2_main_skv_cha_queek_headtaker
wh2_main_lord_abilities_trophy_heads	wh2_main_skv_cha_queek_headtaker
wh2_main_unit_passive_scurry_away	wh2_main_skv_cha_queek_headtaker
wh_main_character_abilities_stand_your_ground	wh2_main_skv_cha_queek_headtaker
wh2_main_hero_abilities_doomrocket	wh2_main_skv_cha_warlock_engineer
wh2_main_unit_passive_scurry_away	wh2_main_skv_cha_warlock_engineer
wh_main_hero_passive_extra_powder	wh2_main_skv_cha_warlock_engineer
wh2_main_character_abilities_verminous_valour	wh2_main_skv_cha_warlord_0
wh2_main_unit_passive_scurry_away	wh2_main_skv_cha_warlord_0
wh_main_character_abilities_deadly_onslaught	wh2_main_skv_cha_warlord_0
wh_main_character_abilities_rally	wh2_main_skv_cha_warlord_0
wh2_main_character_abilities_verminous_valour	wh2_main_skv_cha_warlord_1
wh2_main_unit_passive_scurry_away	wh2_main_skv_cha_warlord_1
wh_main_character_abilities_deadly_onslaught	wh2_main_skv_cha_warlord_1
wh_main_character_abilities_rally	wh2_main_skv_cha_warlord_1
wh_main_unit_passive_frenzy	wh2_main_skv_cha_warlord_1
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_clanrat_spearmen_0
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_clanrat_spearmen_0
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_clanrat_spearmen_1
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_clanrat_spearmen_1
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_clanrats_0_summoned_small
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_clanrats_0_summoned_small
wh2_main_unit_passive_unbinding_clanrats_small	wh2_main_skv_inf_clanrats_0_summoned_small
wh_main_unit_passive_unbinding_critical	wh2_main_skv_inf_clanrats_0_summoned_small
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_clanrats_0_summoned
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_clanrats_0_summoned
wh2_main_unit_passive_unbinding_clanrats	wh2_main_skv_inf_clanrats_0_summoned
wh_main_unit_passive_unbinding_critical	wh2_main_skv_inf_clanrats_0_summoned
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_clanrats_0
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_clanrats_0
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_clanrats_1
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_clanrats_1
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_death_globe_bombardiers
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_death_globe_bombardiers
wh2_main_unit_abilities_concealment_bombs	wh2_main_skv_inf_death_runners_0_summoned
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_death_runners_0_summoned
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_death_runners_0_summoned
wh2_main_unit_passive_unbinding_plague_monks	wh2_main_skv_inf_death_runners_0_summoned
wh_main_unit_passive_unbinding_critical	wh2_main_skv_inf_death_runners_0_summoned
wh2_main_unit_abilities_concealment_bombs	wh2_main_skv_inf_death_runners_0
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_death_runners_0
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_death_runners_0
wh2_main_unit_abilities_snare_net	wh2_main_skv_inf_gutter_runner_slingers_0
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_gutter_runner_slingers_0
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_gutter_runner_slingers_0
wh2_main_unit_abilities_snare_net	wh2_main_skv_inf_gutter_runner_slingers_1
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_gutter_runner_slingers_1
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_gutter_runner_slingers_1
wh2_main_unit_abilities_snare_net	wh2_main_skv_inf_gutter_runners_0
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_gutter_runners_0
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_gutter_runners_0
wh2_main_unit_abilities_snare_net	wh2_main_skv_inf_gutter_runners_1
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_gutter_runners_1
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_gutter_runners_1
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_night_runners_0
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_night_runners_0
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_night_runners_1
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_night_runners_1
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_plague_monk_censer_bearer
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_plague_monk_censer_bearer
wh_main_unit_passive_frenzy	wh2_main_skv_inf_plague_monk_censer_bearer
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_plague_monks_summoned
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_plague_monks_summoned
wh2_main_unit_passive_unbinding_plague_monks	wh2_main_skv_inf_plague_monks_summoned
wh_main_unit_passive_frenzy	wh2_main_skv_inf_plague_monks_summoned
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_plague_monks
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_plague_monks
wh_main_unit_passive_frenzy	wh2_main_skv_inf_plague_monks
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_poison_wind_globadiers
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_poison_wind_globadiers
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_skavenslave_slingers_0
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_skavenslave_slingers_0
wh2_main_unit_passive_unbinding_skaven_slaves	wh2_main_skv_inf_skavenslave_spearmen_0_summoned
wh_main_unit_passive_unbinding_critical	wh2_main_skv_inf_skavenslave_spearmen_0_summoned
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_skavenslave_spearmen_0
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_skavenslave_spearmen_0
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_skavenslaves_0
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_skavenslaves_0
wh2_main_unit_passive_unbinding_plague_monks	wh2_main_skv_inf_stormvermin_0_summoned
wh_main_unit_passive_unbinding_critical	wh2_main_skv_inf_stormvermin_0_summoned
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_stormvermin_0
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_stormvermin_0
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_stormvermin_1
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_stormvermin_1
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_warpfire_thrower
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_warpfire_thrower
wh2_main_unit_passive_the_rats_emerge	wh2_main_skv_mon_hell_pit_abomination
wh2_main_unit_passive_too_horrible_to_die	wh2_main_skv_mon_hell_pit_abomination
wh_main_unit_passive_regeneration	wh2_main_skv_mon_hell_pit_abomination
wh2_main_unit_passive_scurry_away	wh2_main_skv_mon_rat_ogres
wh_main_unit_passive_frenzy	wh2_main_skv_mon_rat_ogres
wh2_main_unit_abilities_dark_fire_of_chaos	wh_dlc01_chs_cha_chaos_lord_2
wh2_main_unit_abilities_dark_fire_of_chaos	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_10
wh2_main_unit_abilities_dark_fire_of_chaos	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_10
wh2_main_unit_abilities_dark_fire_of_chaos	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_10
wh2_main_unit_abilities_dark_fire_of_chaos	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_4
wh2_main_unit_abilities_death_shriek	wh_dlc04_vmp_cha_strigoi_ghoul_king_1
wh2_main_unit_abilities_pestilential_breath	wh_dlc05_vmp_cha_red_duke_3
wh2_main_unit_abilities_soporific_breath	wh_dlc05_wef_cha_female_glade_lord_3
wh2_main_unit_abilities_soporific_breath	wh_dlc05_wef_cha_glade_lord_3
wh2_main_unit_abilities_soporific_breath	wh_dlc05_wef_forest_dragon_0
wh2_main_character_passive_grand_arcane_conduit	wh_dlc06_emp_cha_arch_lector_0_boss
wh2_main_unit_abilities_pestilential_breath	wh_main_vmp_cha_mannfred_von_carstein_3
wh2_main_unit_abilities_pestilential_breath	wh_main_vmp_cha_vampire_lord_3
wh2_main_unit_abilities_death_shriek	wh_main_vmp_mon_terrorgheist
wh_main_unit_abilities_killing_blow	wh2_main_def_inf_har_ganeth_executioners_0
wh_main_unit_passive_regeneration	wh2_main_skv_cha_lord_skrolk
