audio_group_sounds_tables
15
unknown0	unknown1	unknown2	unknown3	unknown4	unknown5	unknown6	unknown7	unknown8	unknown9	unknown10	unknown11	unknown12	unknown13	unknown14	unknown15	unknown16	unknown17	unknown18	unknown19	unknown20	unknown21	unknown22	unknown23	unknown24	unknown25	unknown26	unknown27	unknown28	unknown29	unknown30	unknown31	unknown32	unknown33	unknown34	unknown35	unknown36	unknown37
		Battle_IND_Magic_Beasts_Panns_Impenetrable_Pelt_Start	Battle_IND_Magic_Beasts_Panns_Impenetrable_Pelt_Stop	35	500	wh_dlc03_spell_beasts_panns_impenetrable_pelt	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	0			False	False	False	False
		Battle_IND_Magic_Beasts_Wyssans_wildform_Start	Battle_IND_Magic_Beasts_Wyssans_wildform_Stop	35	500	wh_dlc03_spell_beasts_wyssans_wildform	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	0			False	False	False	False
		Battle_IND_Magic_Wild_Devolve_Start	Battle_IND_Magic_Wild_Devolve_Stop	35	500	wh_dlc03_spell_wild_devolve	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	0			False	False	False	False
		Battle_IND_Magic_Wild_Mantle_of_Ghorok_Start	Battle_IND_Magic_Wild_Mantle_of_Ghorok_Stop	35	500	wh_dlc03_spell_wild_mantle_of_ghorok	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	0			False	False	False	False
		Battle_IND_Magic_Wild_Traitor_Kin_Start	Battle_IND_Magic_Wild_Traitor_Kin_Stop	35	500	wh_dlc03_spell_wild_traitor_kin	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	0			False	False	False	False
		Battle_IND_Magic_Abilities_The_Shadows_Coil_Start	Battle_IND_Magic_Abilities_The_Shadows_Coil_Stop	100	500	wh_dlc05_ability_shadows_coil	False	False	False	0	0	16777216	0.3	0.6	1.2	0.5	Battle_Magic_Group_Size								100	100	1	0		1	2			False	False	False	False
		Battle_IND_Magic_The_Bow_Of_Loren_Cluster		28	500	wh_dlc05_ability_the_bow_of_loren_cluster	False	False	False	0	0	16777216	0.2	0.4	1	0.5	Battle_Group_Size								100	100	1	0		1	0			False	False	False	False
		Battle_IND_Magic_The_Bow_Of_Loren_Impact_Start		28	500	wh_dlc05_ability_the_bow_of_loren_impact	False	False	False	0	0	16777216	0.3	0.6	0	10	Battle_Group_Size								100	100	1	0	wh_dlc05_ability_the_bow_of_loren_cluster	1	0			False	False	False	False
		Battle_IND_Magic_The_Bow_Of_Loren_Inflight_Start	Battle_IND_Magic_The_Bow_Of_Loren_Inflight_Stop	50	300	wh_dlc05_ability_the_bow_of_loren_inflight	False	False	False	0	0	16777216	0	0	0	0	Battle_Group_Size								100	100	1	0		1	0			False	False	False	False
		Battle_IND_Magic_Life_Earth_Blood_Start	Battle_IND_Magic_Life_Earth_Blood_Stop	35	500	wh_dlc05_spell_life_earth_blood	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	0			False	False	False	False
		Battle_IND_Magic_Life_Flesh_To_Stone_Start	Battle_IND_Magic_Life_Flesh_To_Stone_Stop	35	500	wh_dlc05_spell_life_flesh_to_stone	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	0			False	False	False	False
		Battle_IND_Magic_Life_Regrowth_Start	Battle_IND_Magic_Life_Regrowth_Stop	35	500	wh_dlc05_spell_life_regrowth	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	0			False	False	False	False
		Battle_IND_Magic_Life_Shield_Of_Thorns_Start	Battle_IND_Magic_Life_Shield_Of_Thorns_Stop	35	500	wh_dlc05_spell_life_shield_of_thorns	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	0			False	False	False	False
		Battle_IND_Magic_Shadows_Melkoths_Mystifying_Miasma_Start	Battle_IND_Magic_Shadows_Melkoths_Mystifying_Miasma_Stop	35	500	wh_dlc05_spell_shadow_melkoths_mystifying_miasma	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	0			False	False	False	False
		Battle_IND_Magic_Shadows_Okkams_Mindrazor_Start	Battle_IND_Magic_Shadows_Okkams_Mindrazor_Stop	35	500	wh_dlc05_spell_shadow_okkams_mindrazor	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	0			False	False	False	False
		Battle_IND_Magic_Shadows_The_Enfeebling_Foe_Start	Battle_IND_Magic_Shadows_The_Enfeebling_Foe_Stop	35	500	wh_dlc05_spell_shadow_the_enfeebling_foe	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	0			False	False	False	False
		Battle_IND_Magic_Shadows_The_Withering_Start	Battle_IND_Magic_Shadows_The_Withering_Stop	35	500	wh_dlc05_spell_shadow_the_withering	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	0			False	False	False	False
		Battle_IND_Magic_Ability_Effagee_Of_Da_Git_Start	Battle_IND_Magic_Ability_Effagee_Of_Da_Git_Stop	35	500	wh_dlc06_character_abilities_effagee_of_da_git	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	1.5			False	False	False	False
		Battle_IND_Magic_Favour_of_the_Fay_Start	Battle_IND_Magic_Favour_of_the_Fay_Stop	35	500	wh_dlc07_ability_favour_of_the_fay_group	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Magic_Group_Size								100	100	1	0		1	0			False	False	False	False
		Battle_Group_Small_Arms_Drakegun_Fire_Start		16	300	wh_grp_drakegun_fire_start	False	False	False	0	0	16777216	0.15	0.3	0.15	0.5	Battle_Group_Size_Drakegun								100	100	1	0		1	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Small_Arms_Drakegun_Fire_Stop		16	300	wh_grp_drakegun_fire_stop	False	False	False	0	0	16777216	0.15	0.3	0.15	0.5	Battle_Group_Size_Drakegun								100	100	1	0		1	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Small_Arms_Drakegun_Loop_Start	Battle_Group_Small_Arms_Drakegun_Loop_Stop	22	400	wh_grp_drakegun_loop	False	False	False	0	0	16777216	0	0	0.15	0.35	Battle_Group_Size_Drakegun								100	100	1	0		1	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Foley_Collision_Generic_Loop_Play	Battle_Group_Foley_Collision_Generic_Loop_Stop	20	210	wh_grp_foley_collision_generic	False	False	False	0	0	16777216	0	0	0.3	2	Battle_Group_Size_Collision		wh_grp_foley_collision_generic_start	Battle_Group_Collision_Speed	Entity_Speed_Moving				100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Foley_Collision_Generic_Start		20	210	wh_grp_foley_collision_generic_start	False	False	False	0	0	16777216	0	0	0	2	Battle_Group_Size_Collision_Start		wh_grp_foley_collision_generic_stop	Battle_Group_Collision_Speed	Entity_Speed_Moving				100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
			Battle_Group_Foley_Collision_Generic_Stop	20	210	wh_grp_foley_collision_generic_stop	False	False	False	0	0	16777216	0	0	0.3	2	Battle_Group_Size_Collision_Stop			Battle_Group_Collision_Speed	Entity_Speed_Moving				100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Foley_Collision_Metal_Loop_Play	Battle_Group_Foley_Collision_Metal_Loop_Stop	20	210	wh_grp_foley_collision_metal	False	False	False	0	0	16777216	0	0	0.3	2	Battle_Group_Size_Collision		wh_grp_foley_collision_metal_start	Battle_Group_Collision_Speed	Entity_Speed_Moving				100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Foley_Collision_Metal_Start		20	210	wh_grp_foley_collision_metal_start	False	False	False	0	0	16777216	0	0	0	2	Battle_Group_Size_Collision_Start		wh_grp_foley_collision_metal_stop	Battle_Group_Collision_Speed	Entity_Speed_Moving				100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
			Battle_Group_Foley_Collision_Metal_Stop	20	210	wh_grp_foley_collision_metal_stop	False	False	False	0	0	16777216	0	0	0.3	2	Battle_Group_Size_Collision_Stop			Battle_Group_Collision_Speed	Entity_Speed_Moving				100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Foley_Idle_Tree_Large_Play	Battle_Group_Foley_Idle_Tree_Large_Stop	20	200	wh_grp_foley_idle_tree_large	False	False	False	0	0	16842752	0	0	0.15	0.5	Battle_Group_Movement_Tree_Small_Size			Battle_Group_Movement_Tree_Small_Speed					100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Foley_Idle_Tree_Small_Play	Battle_Group_Foley_Idle_Tree_Small_Stop	20	200	wh_grp_foley_idle_tree_small	False	False	False	0	0	16842752	0	0	0.15	0.5	Battle_Group_Movement_Tree_Small_Size			Battle_Group_Movement_Tree_Small_Speed					100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Foley_Impact_Generic		8	210	wh_grp_foley_impact_generic	False	False	False	0	0	16777216	0.3	0.6	0	0.5	Battle_Group_Size_Impact								100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Foley_Impact_Metal		8	210	wh_grp_foley_impact_metal	False	False	False	0	0	16777216	0.3	0.6	0	0.5	Battle_Group_Size_Impact								100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Foley_Movement_Beast_Heavy_Bone_Play	Battle_Group_Foley_Movement_Beast_Heavy_Bone_Stop	20	200	wh_grp_foley_movement_beast_heavy_bone	False	False	False	0	0	16842752	0.3	0.6	0.15	0.5	Battle_Group_Movement_Beast_Heavy_Size			Battle_Group_Movement_Beast_Heavy_Speed	Entity_Speed_Moving	Battle_Group_Movement_Cohesion	Entity_Cohesion		0.8	0.6	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Foley_Movement_Beast_Heavy_Leather_Play	Battle_Group_Foley_Movement_Beast_Heavy_Leather_Stop	20	200	wh_grp_foley_movement_beast_heavy_leather	False	False	False	0	0	16842752	0.3	0.6	0.15	0.5	Battle_Group_Movement_Beast_Heavy_Size			Battle_Group_Movement_Beast_Heavy_Speed	Entity_Speed_Moving	Battle_Group_Movement_Cohesion	Entity_Cohesion		0.8	0.6	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Foley_Movement_Beast_Heavy_Segmented_Play	Battle_Group_Foley_Movement_Beast_Heavy_Segmented_Stop	20	200	wh_grp_foley_movement_beast_heavy_segmented	False	False	False	0	0	16842752	0.3	0.6	0.15	0.5	Battle_Group_Movement_Beast_Heavy_Size			Battle_Group_Movement_Beast_Heavy_Speed	Entity_Speed_Moving	Battle_Group_Movement_Cohesion	Entity_Cohesion		0.8	0.6	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Foley_Movement_Beast_Light_Bone_Play	Battle_Group_Foley_Movement_Beast_Light_Bone_Stop	30	200	wh_grp_foley_movement_beast_light_bone	False	False	False	0	0	16842752	0.3	0.6	0.15	0.45	Battle_Group_Movement_Beast_Light_Size			Battle_Group_Movement_Beast_Light_Speed	Entity_Speed_Moving	Battle_Group_Movement_Cohesion	Entity_Cohesion		0.8	0.6	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Foley_Movement_Beast_Light_Leather_Play	Battle_Group_Foley_Movement_Beast_Light_Leather_Stop	30	200	wh_grp_foley_movement_beast_light_leather	False	False	False	0	0	16842752	0.3	0.6	0.15	0.45	Battle_Group_Movement_Beast_Light_Size			Battle_Group_Movement_Beast_Light_Speed	Entity_Speed_Moving	Battle_Group_Movement_Cohesion	Entity_Cohesion		0.8	0.6	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Foley_Movement_Beast_Light_Segmented_Play	Battle_Group_Foley_Movement_Beast_Light_Segmented_Stop	30	200	wh_grp_foley_movement_beast_light_segmented	False	False	False	0	0	16842752	0.3	0.6	0.15	0.45	Battle_Group_Movement_Beast_Light_Size			Battle_Group_Movement_Beast_Light_Speed	Entity_Speed_Moving	Battle_Group_Movement_Cohesion	Entity_Cohesion		0.8	0.6	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Foley_Movement_Beast_Medium_Bone_Play	Battle_Group_Foley_Movement_Beast_Medium_Bone_Stop	20	200	wh_grp_foley_movement_beast_medium_bone	False	False	False	0	0	16842752	0.3	0.6	0.15	0.45	Battle_Group_Movement_Beast_Medium_Size			Battle_Group_Movement_Beast_Medium_Speed	Entity_Speed_Moving	Battle_Group_Movement_Cohesion	Entity_Cohesion		0.8	0.6	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Foley_Movement_Beast_Medium_Leather_Play	Battle_Group_Foley_Movement_Beast_Medium_Leather_Stop	20	200	wh_grp_foley_movement_beast_medium_leather	False	False	False	0	0	16842752	0.3	0.6	0.15	0.5	Battle_Group_Movement_Beast_Medium_Size			Battle_Group_Movement_Beast_Medium_Speed	Entity_Speed_Moving	Battle_Group_Movement_Cohesion	Entity_Cohesion		0.8	0.6	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Foley_Movement_Beast_Medium_Segmented_Play	Battle_Group_Foley_Movement_Beast_Medium_Segmented_Stop	20	200	wh_grp_foley_movement_beast_medium_segmented	False	False	False	0	0	16842752	0.3	0.6	0.15	0.5	Battle_Group_Movement_Beast_Medium_Size			Battle_Group_Movement_Beast_Medium_Speed	Entity_Speed_Moving	Battle_Group_Movement_Cohesion	Entity_Cohesion		0.8	0.6	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Foley_Movement_Humanoid_Bone_Play	Battle_Group_Foley_Movement_Humanoid_Bone_Stop	20	200	wh_grp_foley_movement_bone	False	False	False	0	0	16842752	0	0	0.15	0.5	Battle_Group_Movement_Humanoid_Size	Battle_Ground_Type		Battle_Group_Movement_Speed	Entity_Speed_Moving	Battle_Group_Movement_Cohesion_Human	Entity_Cohesion_With_Formation	wh_grp_movement_sync	0.8	0.6	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Foley_Movement_Horse_Bone_Play	Battle_Group_Foley_Movement_Horse_Bone_Stop	30	200	wh_grp_foley_movement_horse_bone	False	False	False	0	0	16842752	0.3	0.6	0.15	0.5	Battle_Group_Movement_Horse_Size			Battle_Group_Movement_Horse_Speed	Entity_Speed_Moving	Battle_Group_Movement_Cohesion	Entity_Cohesion		0.8	0.6	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Foley_Movement_Horse_Leather_Play	Battle_Group_Foley_Movement_Horse_Leather_Stop	30	200	wh_grp_foley_movement_horse_leather	False	False	False	0	0	16842752	0.3	0.6	0.15	0.5	Battle_Group_Movement_Horse_Size			Battle_Group_Movement_Horse_Speed	Entity_Speed_Moving	Battle_Group_Movement_Cohesion	Entity_Cohesion		0.8	0.6	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Foley_Movement_Horse_Segmented_Play	Battle_Group_Foley_Movement_Horse_Segmented_Stop	30	200	wh_grp_foley_movement_horse_segmented	False	False	False	0	0	16842752	0.3	0.6	0.15	0.5	Battle_Group_Movement_Horse_Size			Battle_Group_Movement_Horse_Speed	Entity_Speed_Moving	Battle_Group_Movement_Cohesion	Entity_Cohesion		0.8	0.6	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Foley_Humanoid_Metal_Equipment_Play	Battle_Group_Foley_Humanoid_Metal_Equipment_Stop	20	100	wh_grp_foley_movement_humanoid_metal_equipment	False	False	False	0	0	16842752	0	0	0.15	0.5	Battle_Group_Movement_Humanoid_Size	Battle_Ground_Type		Battle_Group_Movement_Speed	Entity_Speed_Moving	Battle_Group_Movement_Cohesion_Human	Entity_Cohesion_With_Formation	wh_grp_movement_sync	0.8	0.6	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Foley_Movement_Humanoid_Leather_Play	Battle_Group_Foley_Movement_Humanoid_Leather_Stop	20	200	wh_grp_foley_movement_leather	False	False	False	0	0	16842752	0	0	0.15	0.5	Battle_Group_Movement_Humanoid_Size	Battle_Ground_Type		Battle_Group_Movement_Speed	Entity_Speed_Moving	Battle_Group_Movement_Cohesion_Human	Entity_Cohesion_With_Formation	wh_grp_movement_sync	0.8	0.6	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Foley_Movement_Humanoid_Segmented_Play	Battle_Group_Foley_Movement_Humanoid_Segmented_Stop	20	200	wh_grp_foley_movement_segmented	False	False	False	0	0	16842752	0	0	0.15	0.5	Battle_Group_Movement_Humanoid_Size	Battle_Ground_Type		Battle_Group_Movement_Speed	Entity_Speed_Moving	Battle_Group_Movement_Cohesion_Human	Entity_Cohesion_With_Formation	wh_grp_movement_sync	0.8	0.6	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Foley_Movement_Humanoid_Segmented_Bell_Play	Battle_Group_Foley_Movement_Humanoid_Segmented_Bell_Stop	20	200	wh_grp_foley_movement_segmented_bell	False	False	False	0	0	16842752	0	0	0.15	0.5	Battle_Group_Movement_Humanoid_Size	Battle_Ground_Type		Battle_Group_Movement_Speed	Entity_Speed_Moving	Battle_Group_Movement_Cohesion_Human	Entity_Cohesion_With_Formation	wh_grp_movement_sync	0.8	0.6	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Foley_Movement_Tree_Large_Play	Battle_Group_Foley_Movement_Tree_Large_Stop	20	200	wh_grp_foley_movement_tree_large	False	False	False	0	0	16842752	0	0	0.15	0.5	Battle_Group_Movement_Tree_Small_Size			Battle_Group_Movement_Tree_Small_Speed	Entity_Speed_Moving				0.8	0	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Foley_Movement_Tree_Small_Play	Battle_Group_Foley_Movement_Tree_Small_Stop	20	200	wh_grp_foley_movement_tree_small	False	False	False	0	0	16842752	0	0	0.15	0.5	Battle_Group_Movement_Tree_Small_Size			Battle_Group_Movement_Tree_Small_Speed	Entity_Speed_Moving				0.8	0	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Melee_Foley_Humanoid_Play	Battle_Group_Melee_Foley_Humanoid_Stop	20	300	wh_grp_melee_foley_humanoid	False	False	False	0	0	16842752	0	0	0.15	0.5	Battle_Group_Movement_Humanoid_Size	Battle_Ground_Type							100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Melee_Distant_Play	Battle_Group_Melee_Distant_Stop	250	1000	wh_grp_melee_generic_distant	False	False	False	16800	16864	16859504	0	0	0.2	0.5	Battle_Group_Melee_Size								100	100	1	1120403456		25	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Melee_Weapons_Metal_Play	Battle_Group_Melee_Weapons_Metal_Stop	20	220	wh_grp_melee_weapons_metal	True	False	False	16800	16864	16859504	0	0	0.2	0.5	Battle_Group_Melee_Size	Battle_Ground_Type							100	100	1	0	wh_grp_melee_generic_distant	5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Melee_Weapons_Mixed_Play	Battle_Group_Melee_Weapons_Mixed_Stop	20	190	wh_grp_melee_weapons_mixed	True	False	False	16800	16864	16859504	0	0	0.2	0.5	Battle_Group_Melee_Size	Battle_Ground_Type							100	100	1	0	wh_grp_melee_generic_distant	5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Movement_Beast_Heavy_Play	Battle_Group_Movement_Beast_Heavy_Stop	20	400	wh_grp_movement_beast_heavy	False	False	False	0	0	16842752	0	0	0.15	0.5	Battle_Group_Movement_Beast_Heavy_Size	Battle_Ground_Type		Battle_Group_Movement_Beast_Heavy_Speed	Entity_Speed_Moving	Battle_Group_Movement_Cohesion	Entity_Cohesion		0.8	0.6	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Movement_Beast_Heavy_Medium_Play	Battle_Group_Movement_Beast_Heavy_Medium_Stop	20	400	wh_grp_movement_beast_heavy_medium	False	False	False	0	0	16842752	0	0	0.15	0.5	Battle_Group_Movement_Beast_Heavy_Medium_Size	Battle_Ground_Type		Battle_Group_Movement_Beast_Heavy_Medium_Speed	Entity_Speed_Moving	Battle_Group_Movement_Cohesion	Entity_Cohesion		0.8	0.6	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Movement_Beast_Light_Play	Battle_Group_Movement_Beast_Light_Stop	30	300	wh_grp_movement_beast_light	False	False	False	0	0	16842752	0	0	0.15	0.5	Battle_Group_Movement_Beast_Light_Size	Battle_Ground_Type		Battle_Group_Movement_Beast_Light_Speed	Entity_Speed_Moving	Battle_Group_Movement_Cohesion	Entity_Cohesion		0.8	0.6	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Movement_Beast_Medium_Play	Battle_Group_Movement_Beast_Medium_Stop	20	400	wh_grp_movement_beast_medium	False	False	False	0	0	16842752	0	0	0.15	0.5	Battle_Group_Movement_Beast_Medium_Size	Battle_Ground_Type		Battle_Group_Movement_Beast_Medium_Speed	Entity_Speed_Moving	Battle_Group_Movement_Cohesion	Entity_Cohesion		0.8	0.6	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Movement_Fell_Bat_Play	Battle_Group_Movement_Fell_Bat_Stop	30	300	wh_grp_movement_fell_bat	False	False	False	0	0	16842752	0	0.2	0.15	0.5	Battle_Group_Movement_Fellbat_Size			Battle_Group_Movement_Fellbat_Speed	Entity_Speed_Moving				0.8	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Movement_Medium_Bird_Play	Battle_Group_Movement_Medium_Bird_Stop	20	300	wh_grp_movement_flying_medium_bird	False	False	False	0	0	16842752	0.3	0.6	0	0.5	Battle_Group_Movement_Beast_Medium_Size			Battle_Group_Movement_Vargheists_Speed	Entity_Speed_Moving				0.8	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Movement_Pegasus_Play	Battle_Group_Movement_Pegasus_Stop	20	300	wh_grp_movement_flying_pegasus	False	False	False	0	0	16842752	0.3	0.6	0	0.5	Battle_Group_Movement_Pegasus_Size			Battle_Group_Movement_Pegasus_Speed	Entity_Speed_Moving				0.8	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Movement_Vargheists_Play	Battle_Group_Movement_Vargheists_Stop	20	300	wh_grp_movement_flying_vargheists	False	False	False	0	0	16842752	0.3	0.6	0	0.5	Battle_Group_Movement_Beast_Medium_Size			Battle_Group_Movement_Vargheists_Speed	Entity_Speed_Moving				0.8	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Movement_Ghosts_Start	Battle_Group_Movement_Ghosts_Stop	20	300	wh_grp_movement_ghost	False	False	False	0	0	16842752	0	0	0.15	0.5	Battle_Group_Movement_Ghost_Size	Battle_Ground_Type		Battle_Group_Movement_Ghost_Speed	Entity_Speed_Moving	Battle_Group_Movement_Cohesion	Entity_Cohesion		0.8	0.6	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Movement_Horse_Play	Battle_Group_Movement_Horse_Stop	20	400	wh_grp_movement_horse	False	False	False	0	0	16842752	0	0	0.15	0.5	Battle_Group_Movement_Horse_Size	Battle_Ground_Type		Battle_Group_Movement_Horse_Speed	Entity_Speed_Moving	Battle_Group_Movement_Cohesion	Entity_Cohesion		0.8	0.6	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Movement_Humanoid_Play	Battle_Group_Movement_Humanoid_Stop	20	400	wh_grp_movement_humanoid	False	False	False	0	0	16842752	0	0	0.15	0.5	Battle_Group_Movement_Humanoid_Size	Battle_Ground_Type		Battle_Group_Movement_Speed	Entity_Speed_Moving	Battle_Group_Movement_Cohesion_Human	Entity_Cohesion_With_Formation	wh_grp_movement_sync	0.8	0.6	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Small_Arms_Bow_Fire_Flaming		15	195	wh_grp_projectile_arrow_fire_flaming	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Small_Arms_Bow_Fire_Magical		15	195	wh_grp_projectile_arrow_fire_magical	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Small_Arms_Bow_Fire_Normal		15	195	wh_grp_projectile_arrow_fire_normal	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Projectile_Arrow_Impact_Flamming		15	195	wh_grp_projectile_arrow_impact_flaming	False	False	False	0	0	16777216	0.3	0.6	0	0.5	Battle_Group_Size	Battle_Projectile_Impact_Target							100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Projectile_Arrow_Impact_Magical		15	195	wh_grp_projectile_arrow_impact_magical	False	False	False	0	0	16777216	0.3	0.6	0	0.5	Battle_Group_Size	Battle_Projectile_Impact_Target							100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Projectile_Arrow_Impact_Normal		15	195	wh_grp_projectile_arrow_impact_normal	False	False	False	0	0	16777216	0.3	0.6	0	0.5	Battle_Group_Size	Battle_Projectile_Impact_Target							100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Projectile_Arrow_InFlight_Flaming_Play	Battle_Group_Projectile_Arrow_InFlight_Flaming_Stop	18	195	wh_grp_projectile_arrow_inflight_flaming	False	False	False	0	0	16777216	0	0	0.15	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Projectile_Arrow_InFlight_Magical_Play	Battle_Group_Projectile_Arrow_InFlight_Magical_Stop	18	195	wh_grp_projectile_arrow_inflight_magical	False	False	False	0	0	16777216	0	0	0.15	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Projectile_Arrow_InFlight_Normal_Play	Battle_Group_Projectile_Arrow_InFlight_Normal_Stop	18	195	wh_grp_projectile_arrow_inflight_normal	False	False	False	0	0	16777216	0	0	0.15	0.5	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Projectile_Grenade_Explosion		25	400	wh_grp_projectile_blasting_charge_explosion	False	False	False	0	0	16777216	0.1	0.3	0	0.55	Battle_Group_Size_Blasting_Charge	Battle_Material_Type							100	100	1	0		1	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Small_Arms_Brinstone_Gun_Fire		15	195	wh_grp_projectile_brinstone_gun_fire	False	False	False	0	0	16777216	0.3	0.6	0	0.35	Battle_Group_Size								100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
		Battle_Group_Projectile_Bullet_Impact		15	195	wh_grp_projectile_bullet_impact	False	False	False	0	0	16777216	0.3	0.6	0	0.5	Battle_Group_Size	Battle_Projectile_Impact_Target							100	100	1	0		5	0	Battle_Group_Azimuth		False	False	False	False
