audio_entity_random_vocalisations_tables
3
unknown0	unknown1	unknown2	unknown3	unknown4	unknown5	unknown6	unknown7	unknown8
Battle_Individual_Vocalisation_Hell_Cannon_Combat	wh_hell_cannon_combat	20	10	True		0.4	100	100
Battle_Individual_Vocalisation_Hell_Cannon_Idle	wh_hell_cannon_idle	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Hell_Cannon_Walking	wh_hell_cannon_walking	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Horse_Normal_Combat	wh_horse_normal_combat	20	10	True		0.4	100	100
Battle_Individual_Vocalisation_Horse_Normal_Idle	wh_horse_normal_idle	20	10	True		0.05	100	100
Battle_Individual_Vocalisation_Horse_Normal_Running	wh_horse_normal_running	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Horse_Normal_Walking	wh_horse_normal_walking	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Horse_Skeleton_Combat	wh_horse_skeleton_combat	20	10	True		0.4	100	100
Battle_Individual_Vocalisation_Horse_Skeleton_Idle	wh_horse_skeleton_idle	20	10	True		0.05	100	100
Battle_Individual_Vocalisation_Horse_Skeleton_Running	wh_horse_skeleton_running	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Horse_Skeleton_Walking	wh_horse_skeleton_walking	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Human_Female_Combat	wh_human_female_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Human_Female_Fatigue_Stop	wh_human_female_fatigue	20	10	False		0.2	100	100
Battle_Individual_Vocalisation_Human_Female_Idle	wh_human_female_idle	20	10	False		0.05	100	100
Battle_Individual_Vocalisation_Human_Female_Running	wh_human_female_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Human_Female_Walking	wh_human_female_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Combat_Human	wh_human_male_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Fatigue_Stop_Human	wh_human_male_fatigue	20	10	False		0.2	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Idle_Human	wh_human_male_idle	20	10	False		0.05	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Running_Human	wh_human_male_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Walking_Human	wh_human_male_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Lord_Of_Change_Combat	wh_lord_of_change_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Lord_Of_Change_Idle	wh_lord_of_change_idle	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Lord_Of_Change_Running	wh_lord_of_change_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Lord_Of_Change_Walking	wh_lord_of_change_walking	20	10	False		0.1	100	100
Battle_Individual_Artillery_Generic_Metal_Structure_Creaks	wh_metal_creaks	22	8	False		1	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Combat_Necromancer	wh_necromancer_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Fatigue_Stop_Necromancer	wh_necromancer_fatigue	20	10	False		0.2	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Idle_Necromancer	wh_necromancer_idle	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Running_Necromancer	wh_necromancer_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Walking_Necromancer	wh_necromancer_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Orc_Combat	wh_orc_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Orc_Idle	wh_orc_idle	20	10	False		0.05	100	100
Battle_Individual_Vocalisation_Orc_Running	wh_orc_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Orc_Walking	wh_orc_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Skeleton_Combat	wh_skeleton_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Skeleton_Idle	wh_skeleton_idle	20	10	False		0.05	100	100
Battle_Individual_Vocalisation_Skeleton_Running	wh_skeleton_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Skeleton_Walking	wh_skeleton_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Spawn_Idle	wh_spawn_idle	20	10	True		0.05	100	100
Battle_Individual_Vocalisation_Spawn_Running	wh_spawn_running	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Spawn_Walking	wh_spawn_walking	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Spider_Large_Combat	wh_spider_large_combat	20	10	True		0.4	100	100
Battle_Individual_Vocalisation_Spider_Large_Idle	wh_spider_large_idle	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Spider_Large_Running	wh_spider_large_running	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Spider_Large_Walking	wh_spider_large_walking	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Spider_Small_Combat	wh_spider_small_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Spider_Small_Idle	wh_spider_small_idle	20	10	False		0.05	100	100
Battle_Individual_Vocalisation_Spider_Small_Running	wh_spider_small_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Spider_Small_Walking	wh_spider_small_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Tomb_Banshee_Combat	wh_tomb_banshee_combat	20	10	True		0.4	100	100
Battle_Individual_Vocalisation_Tomb_Banshee_Idle	wh_tomb_banshee_idle	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Tomb_Banshee_Running	wh_tomb_banshee_running	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Tomb_Banshee_Walking	wh_tomb_banshee_walking	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Troll_Combat	wh_troll_combat	20	10	True		0.4	100	100
Battle_Individual_Vocalisation_Troll_Idle	wh_troll_idle	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Troll_Running	wh_troll_running	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Troll_Walking	wh_troll_walking	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Vampire_Female_Combat	wh_vampire_female_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Vampire_Female_Fatigue_Stop	wh_vampire_female_fatigue	20	10	False		0.2	100	100
Battle_Individual_Vocalisation_Vampire_Female_Idle	wh_vampire_female_idle	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Vampire_Female_Running	wh_vampire_female_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Vampire_Female_Walking	wh_vampire_female_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Combat_Vampire	wh_vampire_male_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Fatigue_Stop_Vampire	wh_vampire_male_fatigue	20	10	False		0.2	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Idle_Vampire	wh_vampire_male_idle	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Running_Vampire	wh_vampire_male_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Humanoid_Male_Walking_Vampire	wh_vampire_male_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Var_Creature_Idle	wh_var_creature_idle	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Var_Creature_Combat	wh_var_creatures_combat	20	10	True		0.4	100	100
Battle_Individual_Vocalisation_Var_Creature_Running	wh_var_creatures_running	20	10	True		0.1	100	100
Battle_Individual_Vocalisation_Var_Creature_Walking	wh_var_creatures_walking	20	10	True		0.1	100	100
Battle_Individual_Artillery_Generic_Wood_Structure_Creaks	wh_wooden_creaks	22	8	False		1	100	100
Battle_Individual_Vocalisation_Wraith_Combat	wh_wraith_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Wraith_Idle	wh_wraith_idle	20	10	False		0.05	100	100
Battle_Individual_Vocalisation_Wraith_Running	wh_wraith_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Wraith_Walking	wh_wraith_walking	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Zombie_Combat	wh_zombie_combat	20	10	False		0.4	100	100
Battle_Individual_Vocalisation_Zombie_Idle	wh_zombie_idle	20	10	False		0.05	100	100
Battle_Individual_Vocalisation_Zombie_Running	wh_zombie_running	20	10	False		0.1	100	100
Battle_Individual_Vocalisation_Zombie_Walking	wh_zombie_walking	20	10	False		0.1	100	100
