effect_bonus_value_ids_unit_sets_tables
0
bonus_value_id	effect	unit_set
ammo_mod	wh2_main_effect_tech_ammunition_increase_def_crossbows_corsair_darkrider_shade	def_crossbowmen
ammo_mod	wh2_main_effect_tech_ammunition_increase_def_crossbows_corsair_darkrider_shade	def_darkriders
ammo_mod	wh2_main_effect_tech_ammunition_increase_def_crossbows_corsair_darkrider_shade	def_shades
ammo_mod	wh2_main_effect_tech_ammunition_increase_hef_archer_seaguard_boltthrower	hef_archers
ammo_mod	wh2_main_effect_tech_ammunition_increase_hef_archer_seaguard_boltthrower	hef_boltthrower
ammo_mod	wh2_main_effect_tech_ammunition_increase_hef_archer_seaguard_boltthrower	hef_seaguard
ammo_mod	wh2_main_effect_tech_ammunition_increase_hef_boltthrower	hef_boltthrower
ammo_mod	wh2_main_effect_tech_ammunition_increase_hef_boltthrower	hef_chariots
ammo_mod	wh2_main_effect_tech_ammunition_increase_hef_bow_units	hef_archers
ammo_mod	wh2_main_effect_tech_ammunition_increase_hef_bow_units	hef_chariots
ammo_mod	wh2_main_effect_tech_ammunition_increase_hef_bow_units	hef_reavers
ammo_mod	wh2_main_effect_tech_ammunition_increase_hef_bow_units	hef_seaguard
ammo_mod	wh2_main_effect_tech_ammunition_increase_hef_reavers	hef_reavers
ammo_mod	wh2_main_effect_tech_ammunition_increase_lzd_skinks	lzd_skinks
ammo_mod	wh2_main_effect_tech_ammunition_increase_lzd_terradon	lzd_terradon
ammo_mod	wh2_main_effect_tech_ammunition_increase_skv_artillery	skv_artillery
ammo_mod	wh2_main_effect_tech_ammunition_increase_skv_artillery	skv_doomwheel
ammo_mod	wh2_main_effect_tech_ammunition_increase_skv_infantry	skv_infantry
ammo_mod	wh2_main_effect_tech_ammunition_increase_skv_weaponteams	skv_weaponteams
armour_mod	wh2_main_effect_tech_armour_increase_def_blackdragon	def_dragons
armour_mod	wh2_main_effect_tech_armour_increase_def_coldones	def_coldonechariots
armour_mod	wh2_main_effect_tech_armour_increase_def_coldones	def_coldoneknights
armour_mod	wh2_main_effect_tech_armour_increase_def_corsair_shade_darkrider	def_corsairs
armour_mod	wh2_main_effect_tech_armour_increase_def_corsair_shade_darkrider	def_darkriders
armour_mod	wh2_main_effect_tech_armour_increase_def_corsair_shade_darkrider	def_shades
armour_mod	wh2_main_effect_tech_armour_increase_def_executioners_blackguard	def_blackguard
armour_mod	wh2_main_effect_tech_armour_increase_def_executioners_blackguard	def_executioners
armour_mod	wh2_main_effect_tech_armour_increase_def_hydra	def_hydra
armour_mod	wh2_main_effect_tech_armour_increase_def_militia	def_crossbowmen
armour_mod	wh2_main_effect_tech_armour_increase_def_militia	def_spearmen
armour_mod	wh2_main_effect_tech_armour_increase_def_militia	def_swordmen
armour_mod	wh2_main_effect_tech_armour_increase_hef_chariots	hef_chariots
armour_mod	wh2_main_effect_tech_armour_increase_hef_dragons	hef_dragons
armour_mod	wh2_main_effect_tech_armour_increase_hef_lions_phoenixg_swordm_dragonp	hef_dragonprince
armour_mod	wh2_main_effect_tech_armour_increase_hef_lions_phoenixg_swordm_dragonp	hef_phoenixguard
armour_mod	wh2_main_effect_tech_armour_increase_hef_lions_phoenixg_swordm_dragonp	hef_swordmasters
armour_mod	wh2_main_effect_tech_armour_increase_hef_lions_phoenixg_swordm_dragonp	hef_whitelions
armour_mod	wh2_main_effect_tech_armour_increase_hef_reavers	hef_reavers
armour_mod	wh2_main_effect_tech_armour_increase_hef_silverhelm_dragon_princes	hef_dragonprince
armour_mod	wh2_main_effect_tech_armour_increase_hef_silverhelm_dragon_princes	hef_silverhelms
armour_mod	wh2_main_effect_tech_armour_increase_hef_spearmen_archers_seaguard	hef_archers
armour_mod	wh2_main_effect_tech_armour_increase_hef_spearmen_archers_seaguard	hef_seaguard
armour_mod	wh2_main_effect_tech_armour_increase_hef_spearmen_archers_seaguard	hef_spearmen
armour_mod	wh2_main_effect_tech_armour_increase_hef_swordmaster_lion_phoenixg	hef_phoenixguard
armour_mod	wh2_main_effect_tech_armour_increase_hef_swordmaster_lion_phoenixg	hef_swordmasters
armour_mod	wh2_main_effect_tech_armour_increase_hef_swordmaster_lion_phoenixg	hef_whitelions
armour_mod	wh2_main_effect_tech_armour_increase_lzd_kroxigor	lzd_kroxigor
armour_mod	wh2_main_effect_tech_armour_increase_lzd_saurus	lzd_saurus
armour_mod	wh2_main_effect_tech_armour_increase_lzd_temple_guard	lzd_templeguard
armour_mod	wh2_main_effect_tech_armour_increase_skv_artillery_doomwheel	skv_artillery
armour_mod	wh2_main_effect_tech_armour_increase_skv_artillery_doomwheel	skv_doomwheel
armour_mod	wh2_main_effect_tech_armour_increase_skv_clanrats	skv_clanrats
armour_mod	wh2_main_effect_tech_armour_increase_skv_slaves_clanrats	skv_clanrats
armour_mod	wh2_main_effect_tech_armour_increase_skv_slaves_clanrats	skv_slaves
armour_mod	wh2_main_effect_tech_armour_increase_skv_slaves	skv_slaves
armour_mod	wh2_main_effect_tech_armour_increase_skv_stormvermin	skv_stormvermin
armour_mod	wh2_main_effect_tech_armour_increase_skv_weaponteam	skv_weaponteams
morale	wh2_main_effect_tech_battle_morale_increase_def_beasts	def_beasts
morale	wh2_main_effect_tech_battle_morale_increase_def_coldones	def_coldonechariots
morale	wh2_main_effect_tech_battle_morale_increase_def_coldones	def_coldoneknights
morale	wh2_main_effect_tech_battle_morale_increase_def_elite_inf	def_blackguard
morale	wh2_main_effect_tech_battle_morale_increase_def_elite_inf	def_executioners
morale	wh2_main_effect_tech_battle_morale_increase_def_elite_inf	def_shades
morale	wh2_main_effect_tech_battle_morale_increase_def_elite_inf	def_witchelves
morale	wh2_main_effect_tech_battle_morale_increase_def_lords_and_heroes	def_characters
morale	wh2_main_effect_tech_battle_morale_increase_def_militia_corsair_darkrider	def_corsairs
morale	wh2_main_effect_tech_battle_morale_increase_def_militia_corsair_darkrider	def_crossbowmen
morale	wh2_main_effect_tech_battle_morale_increase_def_militia_corsair_darkrider	def_darkriders
morale	wh2_main_effect_tech_battle_morale_increase_def_militia_corsair_darkrider	def_spearmen
morale	wh2_main_effect_tech_battle_morale_increase_def_militia_corsair_darkrider	def_swordmen
morale	wh2_main_effect_tech_battle_morale_increase_hef_chariots	hef_chariots
morale	wh2_main_effect_tech_battle_morale_increase_hef_dragonprinces	hef_dragonprince
morale	wh2_main_effect_tech_battle_morale_increase_hef_dragons	hef_dragons
morale	wh2_main_effect_tech_battle_morale_increase_hef_phoenixg	hef_phoenixguard
morale	wh2_main_effect_tech_battle_morale_increase_hef_spears_archers	hef_archers
morale	wh2_main_effect_tech_battle_morale_increase_hef_spears_archers	hef_spearmen
morale	wh2_main_effect_tech_battle_morale_increase_hef_swordmasters	hef_swordmasters
morale	wh2_main_effect_tech_battle_morale_increase_hef_white_lions_swordmasters_phoenix_guard	hef_phoenixguard
morale	wh2_main_effect_tech_battle_morale_increase_hef_white_lions_swordmasters_phoenix_guard	hef_swordmasters
morale	wh2_main_effect_tech_battle_morale_increase_hef_white_lions_swordmasters_phoenix_guard	hef_whitelions
morale	wh2_main_effect_tech_battle_morale_increase_hef_whitelions	hef_whitelions
morale	wh2_main_effect_tech_battle_morale_increase_skv_clanrats	skv_clanrats
morale	wh2_main_effect_tech_battle_morale_increase_skv_deathrunners	skv_deathrunners
charge_add	wh2_main_effect_tech_charge_speed_increase_hef_chariots_dragonprinces	hef_chariots
charge_add	wh2_main_effect_tech_charge_speed_increase_hef_chariots_dragonprinces	hef_dragonprince
charge_add	wh2_main_effect_tech_charge_speed_increase_hef_chariots	hef_chariots
charge_add	wh2_main_effect_tech_charge_speed_increase_hef_dragonprinces	hef_dragonprince
charge_add	wh2_main_effect_tech_charge_speed_increase_hef_eagles_phoenix_dragons	hef_dragons
charge_add	wh2_main_effect_tech_charge_speed_increase_hef_eagles_phoenix_dragons	hef_eagles
charge_add	wh2_main_effect_tech_charge_speed_increase_hef_eagles_phoenix_dragons	hef_phoenix
charge_add	wh2_main_effect_tech_charge_speed_increase_hef_eagles	hef_eagles
charge_add	wh2_main_effect_tech_charge_speed_increase_hef_reavers	hef_reavers
charge_add	wh2_main_effect_tech_charge_speed_increase_hef_silverhelms	hef_silverhelms
charge_add	wh2_main_effect_tech_charge_speed_increase_hef_swordmasters_lions_phoenixg	hef_phoenixguard
charge_add	wh2_main_effect_tech_charge_speed_increase_hef_swordmasters_lions_phoenixg	hef_swordmasters
charge_add	wh2_main_effect_tech_charge_speed_increase_hef_swordmasters_lions_phoenixg	hef_whitelions
charge_add	wh2_main_effect_tech_charge_speed_increase_hef_swordmasters_lions	hef_swordmasters
charge_add	wh2_main_effect_tech_charge_speed_increase_hef_swordmasters_lions	hef_whitelions
charge_add	wh2_main_effect_tech_charge_speed_increase_lzd_coldone	lzd_coldones
charge_add	wh2_main_effect_tech_charge_speed_increase_lzd_kroxigor	lzd_kroxigor
charge_add	wh2_main_effect_tech_charge_speed_increase_lzd_stegadon_carnosaur	lzd_carnosaur
charge_add	wh2_main_effect_tech_charge_speed_increase_lzd_stegadon_carnosaur	lzd_stegadon
charge_add	wh2_main_effect_tech_charge_speed_increase_skv_clanrats	skv_clanrats
charge_add	wh2_main_effect_tech_charge_speed_increase_skv_deathrunners	skv_deathrunners
charge_add	wh2_main_effect_tech_charge_speed_increase_skv_ratogre_hellpit	skv_hellpit_abomination
charge_add	wh2_main_effect_tech_charge_speed_increase_skv_ratogre_hellpit	skv_ratogres
charge_add	wh2_main_effect_tech_charge_speed_increase_skv_ratogres	skv_ratogres
charge_add	wh2_main_effect_tech_charge_speed_increase_skv_slaves	skv_slaves
unit_fatigue_resistance_mod	wh2_main_effect_tech_fatigue_resistance_hef_cavalry	hef_chariots
unit_fatigue_resistance_mod	wh2_main_effect_tech_fatigue_resistance_hef_cavalry	hef_dragonprince
unit_fatigue_resistance_mod	wh2_main_effect_tech_fatigue_resistance_hef_cavalry	hef_reavers
unit_fatigue_resistance_mod	wh2_main_effect_tech_fatigue_resistance_hef_cavalry	hef_silverhelms
unit_fatigue_resistance_mod	wh2_main_effect_tech_fatigue_resistance_hef_phoenix	hef_phoenix
unit_fatigue_resistance_mod	wh2_main_effect_tech_fatigue_resistance_lzd_saurus	lzd_saurus
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_def_blackdragon	def_dragons
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_def_blackguard	def_blackguard
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_def_coldones	def_coldonechariots
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_def_coldones	def_coldoneknights
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_def_executioners	def_executioners
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_def_harpy	def_harpies
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_def_hydra	def_hydra
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_def_lords_and_heroes	def_characters
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_def_witchelves	def_witchelves
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_hef_chariots_dragonprinces	hef_chariots
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_hef_chariots_dragonprinces	hef_dragonprince
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_hef_chariots	hef_chariots
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_hef_eagles	hef_eagles
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_hef_lions_phoenixguard_swordmasters	hef_phoenixguard
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_hef_lions_phoenixguard_swordmasters	hef_swordmasters
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_hef_lions_phoenixguard_swordmasters	hef_whitelions
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_hef_phoenix_dragon	hef_dragons
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_hef_phoenix_dragon	hef_phoenix
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_hef_silverhelms	hef_silverhelms
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_hef_swordmasters_lions_phoenixg	hef_phoenixguard
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_hef_swordmasters_lions_phoenixg	hef_swordmasters
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_hef_swordmasters_lions_phoenixg	hef_whitelions
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_hef_white_lions_swordmasters_phoenix_guard	hef_phoenixguard
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_hef_white_lions_swordmasters_phoenix_guard	hef_swordmasters
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_hef_white_lions_swordmasters_phoenix_guard	hef_whitelions
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_hef_whitelions	hef_whitelions
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_lords_heroes	heroes
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_lords_heroes	lords
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_lzd_cold_ones	lzd_coldones
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_lzd_saurus	lzd_saurus
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_lzd_stegadon_carnosaur	lzd_carnosaur
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_lzd_stegadon_carnosaur	lzd_stegadon
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_lzd_temple_guard	lzd_templeguard
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_skv_clanrats	skv_clanrats
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_skv_doomwheel	skv_doomwheel
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_skv_hellpit	skv_hellpit_abomination
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_skv_night_gutter_deathrunner	skv_deathrunners
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_skv_night_gutter_deathrunner	skv_gutterrunners
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_skv_night_gutter_deathrunner	skv_nightrunners
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_skv_plaguemonks	skv_plaguemonks
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_skv_stormvermin_plaguemonks	skv_deathrunners
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_skv_stormvermin_plaguemonks	skv_plaguemonks
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_skv_stormvermin_plaguemonks	skv_stormvermin
melee_attack_mod	wh2_main_effect_tech_melee_attack_increase_skv_stormvermin	skv_stormvermin
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_def_blackdragon	def_dragons
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_def_blackdragon	def_dragons
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_def_blackguard	def_blackguard
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_def_blackguard	def_blackguard
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_def_coldones	def_coldonechariots
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_def_coldones	def_coldoneknights
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_def_coldones	def_coldonechariots
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_def_coldones	def_coldoneknights
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_def_executioners	def_executioners
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_def_executioners	def_executioners
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_def_hydra	def_hydra
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_def_hydra	def_hydra
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_def_militia_corsairs	def_corsairs
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_def_militia_corsairs	def_crossbowmen
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_def_militia_corsairs	def_spearmen
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_def_militia_corsairs	def_swordmen
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_def_militia_corsairs	def_corsairs
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_def_militia_corsairs	def_crossbowmen
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_def_militia_corsairs	def_spearmen
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_def_militia_corsairs	def_swordmen
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_def_shades_darkriders	def_darkriders
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_def_shades_darkriders	def_shades
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_def_shades_darkriders	def_darkriders
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_def_shades_darkriders	def_shades
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_def_witchelves	def_witchelves
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_def_witchelves	def_witchelves
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_eagles_phoenix_dragons	hef_dragons
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_eagles_phoenix_dragons	hef_eagles
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_eagles_phoenix_dragons	hef_phoenix
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_eagles_phoenix_dragons	hef_dragons
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_eagles_phoenix_dragons	hef_eagles
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_eagles_phoenix_dragons	hef_phoenix
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_eagles	hef_eagles
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_eagles	hef_eagles
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_lions_phoenixg_swordm_dragonp	hef_dragonprince
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_lions_phoenixg_swordm_dragonp	hef_phoenixguard
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_lions_phoenixg_swordm_dragonp	hef_swordmasters
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_lions_phoenixg_swordm_dragonp	hef_whitelions
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_lions_phoenixg_swordm_dragonp	hef_dragonprince
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_lions_phoenixg_swordm_dragonp	hef_phoenixguard
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_lions_phoenixg_swordm_dragonp	hef_swordmasters
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_lions_phoenixg_swordm_dragonp	hef_whitelions
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_lions_phoenixguard	hef_phoenixguard
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_lions_phoenixguard	hef_whitelions
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_lions_phoenixguard	hef_phoenixguard
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_lions_phoenixguard	hef_whitelions
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_phoenix_dragons	hef_dragons
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_phoenix_dragons	hef_phoenix
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_phoenix_dragons	hef_dragons
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_phoenix_dragons	hef_phoenix
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_reavers_silverhelms	hef_reavers
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_reavers_silverhelms	hef_silverhelms
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_reavers_silverhelms	hef_reavers
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_reavers_silverhelms	hef_silverhelms
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_spear_infantry	hef_seaguard
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_spear_infantry	hef_spearmen
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_spear_infantry	hef_seaguard
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_spear_infantry	hef_spearmen
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_swordmasters_loremaster	hef_loremaster
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_swordmasters_loremaster	hef_swordmasters
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_swordmasters_loremaster	hef_loremaster
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_swordmasters_loremaster	hef_swordmasters
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_white_lions_swordmasters_phoenix_guard	hef_phoenixguard
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_white_lions_swordmasters_phoenix_guard	hef_swordmasters
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_white_lions_swordmasters_phoenix_guard	hef_whitelions
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_white_lions_swordmasters_phoenix_guard	hef_phoenixguard
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_white_lions_swordmasters_phoenix_guard	hef_swordmasters
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_hef_white_lions_swordmasters_phoenix_guard	hef_whitelions
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_lzd_carnosaur	lzd_carnosaur
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_lzd_carnosaur	lzd_carnosaur
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_lzd_cold_ones	lzd_coldones
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_lzd_cold_ones	lzd_coldones
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_lzd_kroxigor	lzd_kroxigor
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_lzd_kroxigor	lzd_kroxigor
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_lzd_saurus	lzd_saurus
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_lzd_saurus	lzd_saurus
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_lzd_skinks	lzd_skinks
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_lzd_skinks	lzd_skinks
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_lzd_stegadon_bastiladon	lzd_bastilidon
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_lzd_stegadon_bastiladon	lzd_stegadon
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_lzd_stegadon_bastiladon	lzd_bastilidon
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_lzd_stegadon_bastiladon	lzd_stegadon
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_lzd_temple_guard	lzd_templeguard
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_lzd_temple_guard	lzd_templeguard
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_skv_deathrunner	skv_deathrunners
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_skv_deathrunner	skv_deathrunners
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_skv_doomwheel	skv_doomwheel
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_skv_doomwheel	skv_doomwheel
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_skv_hellpit	skv_hellpit_abomination
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_skv_hellpit	skv_hellpit_abomination
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_skv_nightrunner_gutterrunner	skv_gutterrunners
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_skv_nightrunner_gutterrunner	skv_nightrunners
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_skv_nightrunner_gutterrunner	skv_gutterrunners
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_skv_nightrunner_gutterrunner	skv_nightrunners
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_skv_plaguemonks	skv_plaguemonks
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_skv_plaguemonks	skv_plaguemonks
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_skv_ratogre_hellpit	skv_hellpit_abomination
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_skv_ratogre_hellpit	skv_ratogres
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_skv_ratogre_hellpit	skv_hellpit_abomination
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_skv_ratogre_hellpit	skv_ratogres
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_skv_ratogres	skv_ratogres
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_skv_ratogres	skv_ratogres
melee_damage_ap_mod_add	wh2_main_effect_tech_melee_damage_increase_skv_stormvermin_plaguemonks	skv_deathrunners
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_skv_stormvermin_plaguemonks	skv_plaguemonks
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_skv_stormvermin_plaguemonks	skv_stormvermin
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_skv_stormvermin_plaguemonks	skv_deathrunners
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_skv_stormvermin_plaguemonks	skv_plaguemonks
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_skv_stormvermin_plaguemonks	skv_stormvermin
melee_damage_ap_mod_mult	wh2_main_effect_tech_melee_damage_increase_skv_stormvermin	skv_stormvermin
melee_damage_mod_mult	wh2_main_effect_tech_melee_damage_increase_skv_stormvermin	skv_stormvermin
melee_defence_mod	wh2_main_effect_tech_melee_defence_increase_def_blackdragon	def_dragons
melee_defence_mod	wh2_main_effect_tech_melee_defence_increase_def_blackguard	def_blackguard
melee_defence_mod	wh2_main_effect_tech_melee_defence_increase_def_coldones	def_coldonechariots
melee_defence_mod	wh2_main_effect_tech_melee_defence_increase_def_coldones	def_coldoneknights
melee_defence_mod	wh2_main_effect_tech_melee_defence_increase_def_executioners	def_executioners
melee_defence_mod	wh2_main_effect_tech_melee_defence_increase_def_harpies	def_harpies
melee_defence_mod	wh2_main_effect_tech_melee_defence_increase_def_hydra	def_hydra
melee_defence_mod	wh2_main_effect_tech_melee_defence_increase_def_lords_and_heroes	def_characters
melee_defence_mod	wh2_main_effect_tech_melee_defence_increase_def_witchelves	def_witchelves
melee_defence_mod	wh2_main_effect_tech_melee_defence_increase_emp_lords_and_heroes	emp_characters
melee_defence_mod	wh2_main_effect_tech_melee_defence_increase_hef_characters	heroes
melee_defence_mod	wh2_main_effect_tech_melee_defence_increase_hef_characters	lords
