variants_tables
5
variant_name	tech_folder	variant_file_name	low_poly_filename	mount_scale	scale	scale_variation
wh2_main_lzd_saurus_spear_shield		lzd_saurus_spear_shield	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_spear_shield_imposter	1	1.1	0.05
wh2_main_lzd_saurus_spear_shield_blessed		lzd_saurus_spear_shield_blessed	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_spear_shield_imposter	1	1.1	0.05
wh2_main_lzd_skink_chief		lzd_skink_chief		1	1.1	0.05
wh2_main_lzd_skink_chief_no_scale		lzd_skink_chief		1	1	0.05
wh2_main_lzd_skink_cohort_shield		lzd_skink_cohort_shield	hu7\lzd\lzd_skink\imposter\lzd_skink_cohort_shield_imposter	1	1	0
wh2_main_lzd_skink_cohort_shield_javelins		lzd_skink_cohort_javelins	hu7\lzd\lzd_skink\imposter\lzd_skink_cohort_javelins_imposter	1	1	0
wh2_main_lzd_skink_crew		lzd_skink_crew	hu7\lzd\lzd_skink\imposter\lzd_skink_crew_imposter	1	1.1	0.05
wh2_main_lzd_skink_priest		lzd_skink_priest		1	1.1	0.05
wh2_main_lzd_skink_priest_avatar		lzd_skink_priest_avatar		1	1.1	0.05
wh2_main_lzd_skink_priest_no_scale		lzd_skink_priest		1	1	0.05
wh2_main_lzd_skink_skirmisher		lzd_skink_skirmisher	hu7\lzd\lzd_skink\imposter\lzd_skink_skirmisher_imposter	1	1	0
wh2_main_lzd_skink_skirmisher_blessed		lzd_skink_skirmisher_blessed	hu7\lzd\lzd_skink\imposter\lzd_skink_skirmisher_imposter	1	1	0
wh2_main_lzd_slann		lzd_slann		1	1.15	0.05
wh2_main_lzd_stegadon_0	VariantMeshes\wh_variantmodels\hq1\lzd\lzd_stegadon\tech	lzd_stegadon_feral		1	1.4	0
wh2_main_lzd_stegadon_1	VariantMeshes\wh_variantmodels\hq1\lzd\lzd_stegadon\tech	lzd_stegadon		1.5	1	0
wh2_main_lzd_stegadon_ancient	VariantMeshes\wh_variantmodels\hq1\lzd\lzd_stegadon\tech	lzd_stegadon_ancient		1.6	1	0
wh2_main_lzd_stegadon_zlaaq	VariantMeshes\wh_variantmodels\hq1\lzd\lzd_stegadon\tech	lzd_stegadon_zlaaq		1.6	1	0
wh2_main_lzd_temple_guard		lzd_saurus_temple_guard	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_temple_guard_imposter	1	1.1	0.05
wh2_main_lzd_temple_guard_blessed		lzd_saurus_temple_guard_blessed	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_temple_guard_imposter	1	1.1	0.05
wh_nor_ch_chaos_sorcerer		nor_chaos_sorcerer		1	1.04	0.05
wh_nor_ch_chaos_sorcerer_lord		nor_chaos_sorcerer_lord		1	1.06	0.05
wh_nor_ch_marauder_chieftain		nor_marauder_chieftain		1	1.03	0.01
wh_nor_charioteer		nor_charioteer		1	1	0.05
wh_nor_charioteer_halberd		nor_charioteer_halberd		1	1	0.05
wh_nor_marauder		nor_marauder		1	1	0.05
wh_nor_marauder_great_weapons		nor_marauder_great_weapons		1	1	0.05
wh_nor_warhounds		nor_chaos_warhound		1	1	0.05
wh_nor_warhounds_poison		nor_chaos_warhound_poison		1	1.35	0.05
wh2_main_skv_assassin		skv_assassin	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.08	0.05
wh2_main_skv_clanrat		skv_clanrat	hu17\skv\skv_clan_rats\imposter\skv_clanrat_imposter	1	1	0.05
wh2_main_skv_clanrat_shield		skv_clanrat_shield	hu17\skv\skv_clan_rats\imposter\skv_clanrat_shield_imposter	1	1	0
wh2_main_skv_clanrat_spear		skv_clanrat_spear	hu17\skv\skv_clan_rats\imposter\skv_clanrat_spear_imposter	1	1	0
wh2_main_skv_clanrat_spear_shield		skv_clanrat_spear_shield	hu17\skv\skv_clan_rats\imposter\skv_clanrat_spear_shield_imposter	1	1	0
wh2_main_skv_death_globe_bombardiers		skv_death_globe_bombardiers	hu17\skv\skv_poisoned_wind_globadiers\imposter\skv_death_wind_globadiers_imposter	1	1	0.05
wh2_main_skv_death_runners		skv_death_runnners	hu17\skv\skv_death_runners\imposter\skv_death_runnners_imposter	1	1	0.05
wh2_main_skv_doomwheel		skv_doomwheel		1	1	0
wh2_main_skv_doomwheel_clanrat		skv_doomwheel_clanrat	hu17\skv\skv_clan_rats\imposter\skv_clanrat_imposter	1	1	0
wh2_main_skv_doomwheel_rat		skv_rat		1	1	0
wh2_main_skv_grey_seer		skv_grey_seer	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.05	0.05
wh2_main_skv_gutter_runners		skv_gutter_runners	hu17\skv\skv_gutter_runners\imposter\skv_gutter_runners_imposter	1	1	0.05
wh2_main_skv_gutter_runners_sling		skv_gutter_runners_sling	hu17\skv\skv_gutter_runners\imposter\skv_gutter_runners_imposter	1	1	0.05
wh2_main_skv_hell_pit_abomination		skv_hell_pit_abomination	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1	0
wh2_main_skv_lord_skrolk		skv_lord_skrolk		1	1.1	0
wh2_main_skv_night_runners		skv_night_runners	hu17\skv\skv_night_runners\imposter\skv_night_runners_imposter	1	1	0.05
wh2_main_skv_night_runners_sling		skv_night_runners_sling	hu17\skv\skv_night_runners\imposter\skv_night_runners_imposter	1	1	0.05
wh2_main_skv_plague_monk		skv_plague_monk	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1	0.05
wh2_main_skv_plague_monk_censer		skv_plague_monk_censer	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1	0.05
wh2_main_skv_plague_priest		skv_plague_priest	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.07	0.05
wh2_main_skv_poison_wind_globadiers		skv_wind_globadiers	hu17\skv\skv_poisoned_wind_globadiers\imposter\skv_poisoned_wind_globadiers_imposter	1	1	0.05
wh2_main_skv_queek		skv_queek	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.1	0
wh2_main_skv_rat_ogre		skv_rat_ogre		1	1	0
wh2_main_skv_rat_ogre_bonebreaker	VariantMeshes\_VariantModels\humanoid18\skv\skv_bone_breaker\tech	skv_rat_ogre_bonebreaker		1	1.6	0
wh2_main_skv_skavenslaves		skv_skavenslaves	hu17\skv\skv_skaven_slaves\imposter\skv_skavenslaves_imposter	1	1	0.05
wh2_main_skv_skavenslaves_sling		skv_skavenslaves_sling	hu17\skv\skv_skaven_slaves\imposter\skv_skavenslaves_imposter	1	1	0.05
wh2_main_skv_skavenslaves_spear		skv_skavenslaves_spear	hu17\skv\skv_skaven_slaves\imposter\skv_skavenslaves_spear_imposter	1	1	0.05
wh2_main_skv_stormvermin_halberd		skv_stormvermin_halberd	hu17\skv\skv_stormvermin\imposter\skv_stormvermin_halberd_imposter	1	1.05	0.05
wh2_main_skv_stormvermin_shield		skv_stormvermin_shield	hu17\skv\skv_stormvermin\imposter\skv_stormvermin_shield_imposter	1	1.05	0.05
wh2_main_skv_warlock_engineer		skv_warlock_engineer		1	1.03	0.05
wh2_main_skv_warlord		skv_warlord		1	1.1	0.05
wh2_main_skv_warpfire_thrower		skv_warpfire_gunner		1	1	0.05
wh_dlc04_vmp_ch_master_necromancer_helman		vmp_ch_master_necromancer_helman		1	1.02	0
wh_dlc04_vmp_ch_vlad		vmp_ch_vlad		1	1.04	0
wh_dlc04_vmp_necromancer_corpsemaster		vmp_necromancer_corpsemaster		1	1	0.05
wh_dlc04_vmp_skeleton_stalkers		vmp_stalkers	hu1\vmp\vmp_skeleton_warriors\low_poly\vmp_skeleton_warriors_stalkers_lowlod	1	1	0.05
wh_dlc04_vmp_sternsmen		vmp_sternsmen	hu1\vmp\vmp_black_knights\low_poly\vmp_grave_guards_lowlod	1	1	0.05
wh_dlc04_vmp_strigoi		vmp_strigoi		1	1.08	0
wh_dlc04_vmp_zombie_corpse_cart		vmp_zombie_corpse_cart		1	1	0.05
wh_dlc04_vmp_zombie_tithe		vmp_zombie_tithe	hu1\vmp\vmp_zombies\low_poly\vmp_zombie_tithe_lowlod	1	1	0.05
wh_dlc05_vmp_the_red_duke		vmp_the_red_duke		1	1.04	0
wh_pro02_vmp_ch_isabella		vmp_ch_isabella		1	1	0.05
wh_pro03_vmp_ch_krell		vmp_ch_krell		1	1.06	0
wh_vmp_bat		vmp_bat		1	0.28	0.05
wh_vmp_ch_banshee		vmp_banshees		1	1	0.05
wh_vmp_ch_banshee_nagash		vmp_banshees_nagash		1	1	0.05
wh_vmp_ch_heinrich		vmp_ch_heinrich		1	1.02	0.05
wh_vmp_ch_mannfred		vmp_ch_mannfred		1	1.04	0.05
wh_vmp_ch_master_necromancer		vmp_master_necromancer		1	1.02	0.05
wh_vmp_ch_necromancer		vmp_necromancer		1	1.02	0.05
wh_vmp_ch_vampire_female		vmp_vampire_female		1	1	0.05
wh_vmp_ch_vampire_lords		vmp_vampire_lords_sword		1	1.02	0.05
wh_vmp_ch_vampire_lords_lance		vmp_vampire_lords_sword		1	1.02	0.05
wh_vmp_ch_wight_king		vmp_wight_king_sword		1	1.03	0.05
wh_vmp_crypt_horror		vmp_crypt_horror	hu8\vmp\vmp_crypt_horror\low_poly\vmp_crypt_horror_lowlod	1	1.5	0
wh_vmp_dire_wolves		vmp_dire_wolves	wf1\vmp\vmp_dire_wolf\low_poly\vmp_dire_wolf_lowlod	1	1	0.05
wh_vmp_ghost_cairnwraith		vmp_ghost_cairnwraith	gh1\vmp\vmp_cairn_wraith\low_poly\vmp_cairn_wraith_lowlod	1	1	0.05
wh_vmp_ghost_cairnwraith_mortis		vmp_ghost_cairnwraith_mortis		1	1	0.05
wh_vmp_ghost_cairnwraith_nagash		vmp_ghost_cairnwraith_nagash		1	1	0.05
wh_vmp_ghost_chillgheist		vmp_ghost_chillgheist	hu1/vmp/vmp_ghost_hexwraith/low_poly/vmp_ghost_chillgheist_lowlod	1	1	0.05
wh_vmp_ghost_hexwraith		vmp_ghost_hexwraith	hu1\vmp\vmp_ghost_hexwraith\low_poly\vmp_ghost_hexwraith_lowlod	1	1	0.05
wh_vmp_ghoul		vmp_ghoul	hu8c\vmp\vmp_crypt_ghouls\low_poly\vmp_crypt_ghoul_lowlod	1	1	0.05
wh_vmp_ghoul_feasters		vmp_ghoul_feasters	hu8c\vmp\vmp_crypt_ghouls\low_poly\vmp_crypt_ghoul_feaster_lowlod	1	1	0.05
wh_vmp_grave_guard		vmp_grave_guard	hu1\vmp\vmp_black_knights\low_poly\vmp_grave_guards_lowlod	1	1	0.05
wh_vmp_grave_guard_great_weapons		vmp_grave_guard_great_weapons	hu1\vmp\vmp_black_knights\low_poly\vmp_grave_guard_great_lowlod	1	1	0.05
wh_vmp_skeleton		vmp_skeleton	hu1\vmp\vmp_skeleton_warriors\low_poly\vmp_skeleton_warriors_lowlod	1	1	0.05
wh_vmp_skeleton_mortis		vmp_skeleton_mortis		1	1	0.05
wh_vmp_skeleton_nagash		vmp_skeleton_nagash		1	1	0.05
wh_vmp_skeleton_spearmen		vmp_skeleton_spearmen	hu1\vmp\vmp_skeleton_warriors\low_poly\vmp_skeleton_spearmen_lowlod	1	1	0.05
wh_vmp_skeleton_spearmen_mortis		vmp_skeleton_spearmen_mortis		1	1	0.05
wh_vmp_skeleton_spearmen_nagash		vmp_skeleton_spearmen_nagash		1	1	0.05
wh_vmp_terrorgheist	VariantMeshes\wh_variantmodels\bi2\vmp\vmp_terrorgheist\tech	vmp_terrorgheist		1	1	0
wh_vmp_terrorgheist_qb	VariantMeshes\wh_variantmodels\bi2\vmp\vmp_terrorgheist\tech	vmp_terrorgheist		1	2	0
wh_vmp_vargheist		vmp_vargheist		1	1	0.05
wh_vmp_vargheist_swartzhafen		vmp_vargheist_swartzhafen		1	1	0.05
wh_vmp_varghulf		vmp_varghulf		1	1.7	0
wh_vmp_zombie		vmp_zombie	hu1\vmp\vmp_zombies\low_poly\vmp_zombies_lowlod	1	1	0.05
wh_chs_ch_archaon		chs_ch_archaon		1	1.1	0.05
wh_chs_ch_chaos_lord		chs_chaos_lord		1	1.06	0.05
wh_chs_ch_exalted_hero		chs_exalted_hero		1	1.04	0.05
wh_chs_ch_kholek_suneater		chs_kholek_suneater		1	2.05	0
wh_chs_ch_lord_of_change		chs_lord_of_change		1	1.2	0
wh_chs_ch_sigvald		chs_ch_sigvald		1	1.05	0.05
wh_chs_ch_sorcerer		chs_sorcerer		1	1.04	0.05
wh_chs_ch_sorcerer_lord		chs_sorcerer_lord		1	1.06	0.05
wh_chs_chaos_spawn		chs_chaos_spawn		1	0.8	0
wh_chs_charioteer		chs_charioteer	hu1c\chs\chs_marauders\low_poly\chs_marauder_chariot_lowlod	1	1.02	0.05
wh_chs_charioteer_halberd		chs_charioteer_halberd	hu1c\chs\chs_warriors_of_chaos\low_poly\chs_warriors_halberd_lowlod	1	1.02	0.05
wh_chs_dragon_ogre		chs_dragon_ogre	ce2\chaos\chs_dragon_ogre\low_poly\chs_dragon_ogre_lowlod	1	1	0.05
wh_chs_dragon_ogre_shaggoth		chs_dragon_ogre_shaggoth	ce2\chaos\chs_dragon_ogre\low_poly\chs_dragon_ogre_lowlod	1	1.75	0
wh_chs_forsaken		chs_forsaken	hu1c\chs\chs_forsaken\low_poly\chs_forsaken_lowlod	1	1.1	0.05
wh_chs_marauders		chs_marauders	hu1c\chs\chs_marauders\low_poly\chs_marauder_lowlod	1	1	0.05
wh_chs_marauders_great_weapons		chs_marauders_great_weapons	hu1c\chs\chs_marauders\low_poly\chs_marauder_great_lowlod	1	1	0.05
wh_chs_warhounds		chs_warhounds	wf1\chs\chs_warhounds\low_poly\chs_warhounds_lowlod	1	1	0.05
wh_chs_warhounds_poison		chs_warhounds_poison	wf1\chs\chs_warhounds_poison\low_poly\chs_warhound_poison_lowlod	1	1.35	0.05
wh_chs_warriors		chs_warriors	hu1c\chs\chs_warriors_of_chaos\low_poly\chs_warriors_lowlod	1	1.02	0.05
wh_chs_warriors_chosen		chs_warriors_chosen	hu1c\chs\chs_chosen\low_poly\chs_chosen_lowlod	1	1.03	0.05
wh_chs_warriors_chosen_great_weapons		chs_warriors_chosen_great_weapons	hu1c\chs\chs_chosen\low_poly\chs_chosen_great_lowlod	1	1.03	0.05
wh_chs_warriors_chosen_halberd		chs_warriors_chosen_halberd	hu1c\chs\chs_chosen\low_poly\chs_chosen_halberd_lowlod	1	1.03	0.05
wh_chs_warriors_great_weapons		chs_warriors_great_weapons	hu1c\chs\chs_warriors_of_chaos\low_poly\chs_warriors_great_lowlod	1	1.02	0.05
wh_chs_warriors_halberd		chs_warriors_halberd	hu1c\chs\chs_warriors_of_chaos\low_poly\chs_warriors_halberd_lowlod	1	1.02	0.05
wh_dlc06_chs_warriors_aspiring_champions		chs_aspiring_champions	hu1c\chs\chs_aspiring_champions\low_poly\chs_aspiring_champions_lowlod	1	1.04	0.05
wh_dlc05_wef_ancient_treeman		wef_ancient_treeman		1	1	0.05
wh_dlc05_wef_branchwraith		wef_branchwraith		1	1.3	0.05
wh_dlc05_wef_deepwood_scouts		wef_deepwood_scouts	hu1d\wef\wef_waystalkers\imposter\wef_waystalkers_imposter	1	1	0.05
wh_dlc05_wef_dryad		wef_dryad	hu20\wef\wef_dryad\imposter\wef_dryads_imposter	1	1.1	0.2
wh_dlc05_wef_durthu		wef_durthu		1	1	0
wh_dlc05_wef_eternal_guard		wef_eternal_guard	hu1d\wef\wef_eternal_guard\imposter\wef_eternal_guard_spear_imposter	1	1	0.05
wh_dlc05_wef_eternal_guard_shield		wef_eternal_guard_shield	hu1d\wef\wef_eternal_guard\imposter\wef_eternal_guard_shield_imposter	1	1	0.05
wh_dlc05_wef_female_glade_lord		wef_glade_female_lord_sword_bow		1	1	0.05
wh_dlc05_wef_glade_guard		wef_glade_guard	hu1d\wef\wef_glade_guard\imposter\wef_glade_guard_imposter	1	1	0.05
wh_dlc05_wef_glade_lord		wef_glade_lord_sword_bow		1	1.02	0.05
wh_dlc05_wef_orion		wef_orion		1	1	0
wh_dlc05_wef_sisters_thorn		wef_sister_thorn	hu1b\wef\wef_sisters_of_the_thorn\imposter\wef_sisters_of_the_thorn_spear_spear_imposter	1	1	0.05
wh_dlc05_wef_spellsinger		wef_spellsinger		1	1	0.05
wh_dlc05_wef_treekin		wef_treekin	hc02\wef\wef_treekin\imposter\wef_treekin_imposter	1	1	0.05
wh_dlc05_wef_treeman		wef_treeman		1	1	0
wh_dlc05_wef_wardancer		wef_wardancer	hu1b\wef\wef_wardancers\imposter\wef_wardancers_sword_sword_imposter	1	1	0.05
wh_dlc05_wef_wardancer_spear		wef_wardancer_spear	hu1b\wef\wef_wardancers\imposter\wef_wardancers_spear_imposter	1	1	0.05
wh_dlc05_wef_waystalkers		wef_waystalkers	hu1d\wef\wef_waystalkers\imposter\wef_waystalkers_sword_sword_imposter	1	1.02	0.05
wh_dlc05_wef_waywatchers		wef_waywatchers	hu1d\wef\wef_waywatchers\imposter\wef_waywatchers_imposter	1	1	0.05
wh_dlc05_wef_wildwood_ranger		wef_wildwood_rangers	hu1d\wef\wef_wildwood_rangers\imposter\wef_wildwood_rangers_sword_imposter	1	1	0.05
