cdir_military_generator_template_ratios_tables
0
ratio	template_key	unit_group_key
40	WH_mp_TEB_siege_attack	Default_land_infantry_melee
20	WH_mp_TEB_siege_attack	Default_land_infantry_missile
35	WH_mp_TEB_siege_attack	Default_land_infantry_spearmen
1	WH_mp_TEB_siege_attack	Default_land_magic
1	WH_mp_TEB_siege_attack	Default_land_vehicle
1	WH_mp_TEB_siege_defence	Default_land_artillery
1	WH_mp_TEB_siege_defence	Default_land_cavalry_melee
5	WH_mp_TEB_siege_defence	Default_land_cavalry_missile
1	WH_mp_TEB_siege_defence	Default_land_cavalry_shock
1	WH_mp_TEB_siege_defence	Default_land_command
30	WH_mp_TEB_siege_defence	Default_land_infantry_melee
35	WH_mp_TEB_siege_defence	Default_land_infantry_missile
30	WH_mp_TEB_siege_defence	Default_land_infantry_spearmen
1	WH_mp_TEB_siege_defence	Default_land_magic
1	WH_mp_TEB_siege_defence	Default_land_vehicle
20	WH_mp_Vampire_Counts_siege_attack	Default_land_cavalry_melee
1	WH_mp_Vampire_Counts_siege_attack	Default_land_command
10	WH_mp_Vampire_Counts_siege_attack	Default_land_flying
40	WH_mp_Vampire_Counts_siege_attack	Default_land_infantry_melee
1	WH_mp_Vampire_Counts_siege_attack	Default_land_infantry_melee_low_quality
1	WH_mp_Vampire_Counts_siege_attack	Default_land_magic
20	WH_mp_Vampire_Counts_siege_attack	Default_land_monster
5	WH_mp_Vampire_Counts_siege_attack	Default_land_support
20	WH_mp_Vampire_Counts_siege_defence	Default_land_cavalry_melee
1	WH_mp_Vampire_Counts_siege_defence	Default_land_command
10	WH_mp_Vampire_Counts_siege_defence	Default_land_flying
40	WH_mp_Vampire_Counts_siege_defence	Default_land_infantry_melee
1	WH_mp_Vampire_Counts_siege_defence	Default_land_infantry_melee_low_quality
1	WH_mp_Vampire_Counts_siege_defence	Default_land_magic
20	WH_mp_Vampire_Counts_siege_defence	Default_land_monster
5	WH_mp_Vampire_Counts_siege_defence	Default_land_support
10	WH_mp_Wood_Elves_siege_attack	Default_land_cavalry_melee
1	WH_mp_Wood_Elves_siege_attack	Default_land_cavalry_missile
1	WH_mp_Wood_Elves_siege_attack	Default_land_command
44	WH_mp_Wood_Elves_siege_attack	Default_land_infantry_melee
20	WH_mp_Wood_Elves_siege_attack	Default_land_infantry_missile
5	WH_mp_Wood_Elves_siege_attack	Default_land_magic
19	WH_mp_Wood_Elves_siege_attack	Default_land_monster
10	WH_mp_Wood_Elves_siege_defence	Default_land_cavalry_melee
1	WH_mp_Wood_Elves_siege_defence	Default_land_cavalry_missile
1	WH_mp_Wood_Elves_siege_defence	Default_land_command
34	WH_mp_Wood_Elves_siege_defence	Default_land_infantry_melee
30	WH_mp_Wood_Elves_siege_defence	Default_land_infantry_missile
5	WH_mp_Wood_Elves_siege_defence	Default_land_magic
19	WH_mp_Wood_Elves_siege_defence	Default_land_monster
1	default_land	Default_land_artillery
1	default_land	Default_land_camels
1	default_land	Default_land_cavalry_melee
1	default_land	Default_land_cavalry_missile
1	default_land	Default_land_cavalry_shock
1	default_land	Default_land_elephants
1	default_land	Default_land_infantry_melee
1	default_land	Default_land_infantry_missile
1	default_land	Default_land_infantry_spearmen
2	default_naval	Default_naval_melee
2	default_naval	Default_naval_ranged
1	default_naval	Default_naval_special
