unit_variants_tables
5
faction	name	unit	variant	unit_card
	wh2_main_skv_cha_warlord	wh2_main_skv_cha_warlord_0	wh2_main_skv_warlord	wh2_main_skv_cha_warlord
	wh2_main_skv_cha_warlord	wh2_main_skv_cha_warlord_1	wh2_main_skv_warlord	wh2_main_skv_cha_warlord
	wh2_main_skv_inf_clanrat_spearmen	wh2_main_skv_inf_clanrat_spearmen_0	wh2_main_skv_clanrat_spear	wh2_main_skv_inf_clanrat_spearmen
	wh2_main_skv_inf_clanrat_spearmen	wh2_main_skv_inf_clanrat_spearmen_1	wh2_main_skv_clanrat_spear_shield	wh2_main_skv_inf_clanrat_spearmen_shields
	wh2_main_skv_inf_clanrats	wh2_main_skv_inf_clanrats_0	wh2_main_skv_clanrat	wh2_main_skv_inf_clanrats
	wh2_main_skv_inf_clanrats_0_summoned	wh2_main_skv_inf_clanrats_0_summoned	wh2_main_skv_clanrat	wh2_main_skv_inf_clanrats
	wh2_main_skv_inf_clanrats_0_summoned_small	wh2_main_skv_inf_clanrats_0_summoned_small	wh2_main_skv_clanrat	wh2_main_skv_inf_clanrats
	wh2_main_skv_inf_clanrats	wh2_main_skv_inf_clanrats_1	wh2_main_skv_clanrat_shield	wh2_main_skv_inf_clanrats_shields
	wh2_main_skv_inf_death_globe_bombardiers	wh2_main_skv_inf_death_globe_bombardiers	wh2_main_skv_death_globe_bombardiers	wh2_main_skv_inf_death_globe_bombardiers
	wh2_main_skv_inf_death_runners_0	wh2_main_skv_inf_death_runners_0	wh2_main_skv_death_runners	wh2_main_skv_inf_death_runners
	wh2_main_skv_inf_death_runners_0	wh2_main_skv_inf_death_runners_0_summoned	wh2_main_skv_death_runners	wh2_main_skv_inf_death_runners
	wh2_main_skv_inf_gutter_runner_slingers	wh2_main_skv_inf_gutter_runner_slingers_0	wh2_main_skv_gutter_runners_sling	wh2_main_skv_inf_gutter_runner_slingers
	wh2_main_skv_inf_gutter_runner_slingers	wh2_main_skv_inf_gutter_runner_slingers_1	wh2_main_skv_gutter_runners_sling	wh2_main_skv_inf_gutter_runner_slingers_poison
	wh2_main_skv_inf_gutter_runners	wh2_main_skv_inf_gutter_runners_0	wh2_main_skv_gutter_runners	wh2_main_skv_inf_gutter_runners
	wh2_main_skv_inf_gutter_runners	wh2_main_skv_inf_gutter_runners_1	wh2_main_skv_gutter_runners	wh2_main_skv_inf_gutter_runners_poison
	wh2_main_skv_inf_night_runners	wh2_main_skv_inf_night_runners_0	wh2_main_skv_night_runners	wh2_main_skv_inf_night_runners
	wh2_main_skv_inf_night_runners	wh2_main_skv_inf_night_runners_1	wh2_main_skv_night_runners_sling	wh2_main_skv_inf_night_runners_slings
	wh2_main_skv_inf_plague_monk_censer_bearer	wh2_main_skv_inf_plague_monk_censer_bearer	wh2_main_skv_plague_monk_censer	wh2_main_skv_inf_plague_monk_censer_bearer
	wh2_main_skv_inf_plague_monks	wh2_main_skv_inf_plague_monks	wh2_main_skv_plague_monk	wh2_main_skv_inf_plague_monks
	wh2_main_skv_inf_plague_monks	wh2_main_skv_inf_plague_monks_summoned	wh2_main_skv_plague_monk	wh2_main_skv_inf_plague_monks
	wh2_main_skv_inf_poison_wind_globadiers	wh2_main_skv_inf_poison_wind_globadiers	wh2_main_skv_poison_wind_globadiers	wh2_main_skv_inf_poison_wind_globadiers
	wh2_main_skv_inf_skavenslave_slingers	wh2_main_skv_inf_skavenslave_slingers_0	wh2_main_skv_skavenslaves_sling	wh2_main_skv_inf_skavenslave_slingers
	wh2_main_skv_inf_skavenslave_spearmen	wh2_main_skv_inf_skavenslave_spearmen_0	wh2_main_skv_skavenslaves_spear	wh2_main_skv_inf_skavenslave_spearmen
	wh2_main_skv_inf_skavenslave_spearmen	wh2_main_skv_inf_skavenslave_spearmen_0_summoned	wh2_main_skv_skavenslaves_spear	wh2_main_skv_inf_skavenslave_spearmen
	wh2_main_skv_inf_skavenslaves	wh2_main_skv_inf_skavenslaves_0	wh2_main_skv_skavenslaves	wh2_main_skv_inf_skavenslaves
	wh2_main_skv_inf_stormvermin	wh2_main_skv_inf_stormvermin_0	wh2_main_skv_stormvermin_halberd	wh2_main_skv_inf_stormvermin_halberds
	wh2_main_skv_inf_stormvermin_summoned	wh2_main_skv_inf_stormvermin_0_summoned	wh2_main_skv_stormvermin_halberd	wh2_main_skv_inf_stormvermin_halberds
	wh2_main_skv_inf_stormvermin	wh2_main_skv_inf_stormvermin_1	wh2_main_skv_stormvermin_shield	wh2_main_skv_inf_stormvermin_shields
	wh2_main_skv_inf_warpfire_thrower	wh2_main_skv_inf_warpfire_thrower	wh2_main_skv_warpfire_thrower	wh2_main_skv_inf_warpfire_thrower
	wh2_main_skv_mon_hell_pit_abomination	wh2_main_skv_mon_hell_pit_abomination	wh2_main_skv_hell_pit_abomination	wh2_main_skv_mon_hell_pit_abomination
	wh2_main_skv_mon_rat_ogres	wh2_main_skv_mon_rat_ogres	wh2_main_skv_rat_ogre	wh2_main_skv_mon_rat_ogres
	wh2_main_skv_veh_doomwheel	wh2_main_skv_veh_doomwheel	wh2_main_skv_doomwheel	wh2_main_skv_veh_doomwheel
	wh_dlc01_chs_cav_gorebeast_chariot	wh_dlc01_chs_cav_gorebeast_chariot	wh_chs_charioteer_halberd	wh_dlc01_chs_gorebeast_chariot
	wh_dlc01_chs_cha_chaos_lord	wh_dlc01_chs_cha_chaos_lord_10	wh_chs_ch_chaos_lord	wh_main_chs_lord
	wh_dlc01_chs_cha_chaos_lord	wh_dlc01_chs_cha_chaos_lord_2	wh_chs_ch_chaos_lord	wh_main_chs_lord
	wh_dlc01_chs_cha_chaos_sorcerer_lord	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_0	wh_chs_ch_sorcerer_lord	wh_dlc01_chs_sorcerer_lord
	wh_dlc01_chs_cha_chaos_sorcerer_lord	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_10	wh_chs_ch_sorcerer_lord	wh_dlc01_chs_sorcerer_lord
	wh_dlc01_chs_cha_chaos_sorcerer_lord	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_12	wh_chs_ch_sorcerer_lord	wh_dlc01_chs_sorcerer_lord
	wh_dlc01_chs_cha_chaos_sorcerer_lord	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_13	wh_chs_ch_sorcerer_lord	wh_dlc01_chs_sorcerer_lord
	wh_dlc01_chs_cha_chaos_sorcerer_lord	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_9	wh_chs_ch_sorcerer_lord	wh_dlc01_chs_sorcerer_lord
	wh_dlc01_chs_cha_chaos_sorcerer_lord	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_0	wh_chs_ch_sorcerer_lord	wh_dlc01_chs_sorcerer_lord
	wh_dlc01_chs_cha_chaos_sorcerer_lord	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_10	wh_chs_ch_sorcerer_lord	wh_dlc01_chs_sorcerer_lord
	wh_dlc01_chs_cha_chaos_sorcerer_lord	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_12	wh_chs_ch_sorcerer_lord	wh_dlc01_chs_sorcerer_lord
	wh_dlc01_chs_cha_chaos_sorcerer_lord	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_13	wh_chs_ch_sorcerer_lord	wh_dlc01_chs_sorcerer_lord
	wh_dlc01_chs_cha_chaos_sorcerer_lord	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_9	wh_chs_ch_sorcerer_lord	wh_dlc01_chs_sorcerer_lord
	wh_dlc01_chs_cha_chaos_sorcerer_lord	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_0	wh_chs_ch_sorcerer_lord	wh_dlc01_chs_sorcerer_lord
	wh_dlc01_chs_cha_chaos_sorcerer_lord	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_10	wh_chs_ch_sorcerer_lord	wh_dlc01_chs_sorcerer_lord
	wh_dlc01_chs_cha_chaos_sorcerer_lord	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_12	wh_chs_ch_sorcerer_lord	wh_dlc01_chs_sorcerer_lord
	wh_dlc01_chs_cha_chaos_sorcerer_lord	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_13	wh_chs_ch_sorcerer_lord	wh_dlc01_chs_sorcerer_lord
	wh_dlc01_chs_cha_chaos_sorcerer_lord	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_9	wh_chs_ch_sorcerer_lord	wh_dlc01_chs_sorcerer_lord
	wh_dlc07_chs_cha_chaos_sorcerer_lord	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_0	wh_chs_ch_sorcerer_lord	wh_dlc01_chs_sorcerer_lord
	wh_dlc07_chs_cha_chaos_sorcerer_lord	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_1	wh_chs_ch_sorcerer_lord	wh_dlc01_chs_sorcerer_lord
	wh_dlc07_chs_cha_chaos_sorcerer_lord	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_2	wh_chs_ch_sorcerer_lord	wh_dlc01_chs_sorcerer_lord
	wh_dlc07_chs_cha_chaos_sorcerer_lord	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_3	wh_chs_ch_sorcerer_lord	wh_dlc01_chs_sorcerer_lord
	wh_dlc07_chs_cha_chaos_sorcerer_lord	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_4	wh_chs_ch_sorcerer_lord	wh_dlc01_chs_sorcerer_lord
	wh_dlc07_chs_cha_chaos_sorcerer	wh_dlc01_chs_cha_chaos_sorcerer_shadows_0	wh_chs_ch_sorcerer	wh_main_chs_sorcerer
	wh_dlc07_chs_cha_chaos_sorcerer	wh_dlc01_chs_cha_chaos_sorcerer_shadows_1	wh_chs_ch_sorcerer	wh_main_chs_sorcerer
	wh_dlc07_chs_cha_chaos_sorcerer	wh_dlc01_chs_cha_chaos_sorcerer_shadows_2	wh_chs_ch_sorcerer	wh_main_chs_sorcerer
	wh_dlc07_chs_cha_chaos_sorcerer	wh_dlc01_chs_cha_chaos_sorcerer_shadows_3	wh_chs_ch_sorcerer	wh_main_chs_sorcerer
	wh_dlc01_chs_cha_exalted_hero	wh_dlc01_chs_cha_exalted_hero_10	wh_chs_ch_exalted_hero	wh_main_chs_exalted_hero
	wh_dlc01_chs_cha_kholek	wh_dlc01_chs_cha_kholek	wh_chs_ch_kholek_suneater	wh_dlc01_chs_kholek
	wh_dlc01_chs_cha_prince_sigvald_the_magnificent	wh_dlc01_chs_cha_prince_sigvald_the_magnificent	wh_chs_ch_sigvald	wh_dlc01_chs_sigvald
	wh_dlc01_chs_cha_qb_lord_of_change	wh_dlc01_chs_cha_qb_lord_of_change_0	wh_chs_ch_lord_of_change	wh_main_chs_lord_of_change
	wh_dlc01_chs_inf_chaos_warriors	wh_dlc01_chs_inf_chaos_warriors_2	wh_chs_warriors_great_weapons	wh_dlc01_chs_warriors_great_weapons
	wh_dlc01_chs_inf_chaos_chosen	wh_dlc01_chs_inf_chosen_2	wh_chs_warriors_chosen_halberd	wh_dlc01_chs_chosen_halberd
	wh_dlc01_chs_inf_forsaken	wh_dlc01_chs_inf_forsaken_0	wh_chs_forsaken	wh_dlc01_chs_forsaken
	wh_dlc01_chs_mon_dragon_ogre	wh_dlc01_chs_mon_dragon_ogre	wh_chs_dragon_ogre	wh_dlc01_chs_dragon_ogre
	wh_dlc01_chs_mon_dragon_ogre_shaggoth	wh_dlc01_chs_mon_dragon_ogre_shaggoth	wh_chs_dragon_ogre_shaggoth	wh_dlc01_chs_dragon_ogre_shaggoth
	wh_dlc01_chs_mon_chaos_trolls	wh_dlc01_chs_mon_trolls_1	wh_chs_trolls_mace	wh_dlc01_chs_trolls_mace
	wh_dlc01_nor_cha_chaos_sorcerer_lord	wh_dlc01_nor_cha_chaos_sorcerer_lord_0	wh_nor_ch_chaos_sorcerer_lord	wh_dlc01_chs_sorcerer_lord
	wh_dlc01_nor_cha_chaos_sorcerer_lord	wh_dlc01_nor_cha_chaos_sorcerer_lord_1	wh_nor_ch_chaos_sorcerer_lord	wh_dlc01_chs_sorcerer_lord
	wh_dlc02_vmp_cav_blood_knights	wh_dlc02_vmp_cav_blood_knights_0	wh_vmp_blood_knight	wh_dlc02_vmp_blood_knights
	wh_dlc03_bst_cav_razorgor_chariot	wh_dlc03_bst_cav_razorgor_chariot_0	wh_dlc03_bst_razorgor_chariot	wh_dlc03_bst_razorgor_chariot
	wh_dlc03_bst_cha_beastlord	wh_dlc03_bst_cha_beastlord_0	wh_dlc03_bst_ch_beastlords	wh_dlc03_bst_beastlord
	wh_dlc03_bst_cha_beastlord	wh_dlc03_bst_cha_beastlord_1	wh_dlc03_bst_ch_beastlords	wh_dlc03_bst_beastlord
	wh_dlc03_bst_cha_bray_shaman	wh_dlc03_bst_cha_bray_shaman_beasts_0	wh_dlc03_bst_ch_bray_shaman	wh_dlc03_bst_bray_shaman
	wh_dlc03_bst_cha_bray_shaman	wh_dlc03_bst_cha_bray_shaman_beasts_1	wh_dlc03_bst_ch_bray_shaman	wh_dlc03_bst_bray_shaman
	wh_dlc03_bst_cha_bray_shaman	wh_dlc03_bst_cha_bray_shaman_death_0	wh_dlc03_bst_ch_bray_shaman	wh_dlc03_bst_bray_shaman
	wh_dlc03_bst_cha_bray_shaman	wh_dlc03_bst_cha_bray_shaman_death_1	wh_dlc03_bst_ch_bray_shaman	wh_dlc03_bst_bray_shaman
	wh_dlc03_bst_cha_bray_shaman	wh_dlc03_bst_cha_bray_shaman_shadows_0	wh_dlc03_bst_ch_bray_shaman	wh_dlc03_bst_bray_shaman
	wh_dlc03_bst_cha_bray_shaman	wh_dlc03_bst_cha_bray_shaman_shadows_1	wh_dlc03_bst_ch_bray_shaman	wh_dlc03_bst_bray_shaman
	wh_dlc03_bst_cha_bray_shaman	wh_dlc03_bst_cha_bray_shaman_wild_0	wh_dlc03_bst_ch_bray_shaman	wh_dlc03_bst_bray_shaman
	wh_dlc03_bst_cha_bray_shaman_wild_0_qb	wh_dlc03_bst_cha_bray_shaman_wild_0_qb	wh_dlc03_bst_ch_bray_shaman	wh_dlc03_bst_bray_shaman
	wh_dlc03_bst_cha_bray_shaman	wh_dlc03_bst_cha_bray_shaman_wild_1	wh_dlc03_bst_ch_bray_shaman	wh_dlc03_bst_bray_shaman
	wh_dlc03_bst_cha_gorebull	wh_dlc03_bst_cha_gorebull_0	wh_dlc03_bst_ch_gorebull	wh_dlc03_bst_gorebull
	wh_dlc03_bst_cha_graktar	wh_dlc03_bst_cha_graktar_0	wh_dlc03_bst_ch_beastlords	wh_dlc03_bst_beastlord
	wh_dlc03_bst_cha_khazrak_one_eye	wh_dlc03_bst_cha_khazrak_one_eye_0	wh_dlc03_bst_ch_khazrak	wh_dlc03_bst_khazrak
	wh_dlc03_bst_cha_khazrak_one_eye	wh_dlc03_bst_cha_khazrak_one_eye_1	wh_dlc03_bst_ch_khazrak	wh_dlc03_bst_khazrak
	wh_dlc03_bst_cha_malagor	wh_dlc03_bst_cha_malagor_the_dark_omen_0	wh_dlc03_bst_malagor	wh_dlc03_bst_malagor
	wh_dlc03_bst_feral_manticore	wh_dlc03_bst_feral_manticore	wh_bst_feral_manticore	wh_dlc03_bst_feral_manticore
	wh_dlc03_bst_inf_bestigor_herd	wh_dlc03_bst_inf_bestigor_herd_0	wh_dlc03_bst_bestigors	wh_dlc03_bst_bestigor_herd
	wh_dlc03_bst_inf_centigors	wh_dlc03_bst_inf_centigors_0	wh_dlc03_bst_centigors	wh_dlc03_bst_centigors
	wh_dlc03_bst_inf_centigors	wh_dlc03_bst_inf_centigors_1	wh_dlc03_bst_centigors_throwing_axes	wh_dlc03_bst_centigors_throwing_axes
	wh_dlc03_bst_inf_centigors	wh_dlc03_bst_inf_centigors_2	wh_dlc03_bst_centigors_great_weapons	wh_dlc03_bst_centigors_great_weapons
	wh_dlc03_bst_inf_chaos_warhounds	wh_dlc03_bst_inf_chaos_warhounds_0	wh_dlc03_bst_chaos_warhounds	wh_dlc03_bst_warhounds
	wh_dlc03_bst_inf_chaos_warhounds_poison	wh_dlc03_bst_inf_chaos_warhounds_1	wh_dlc03_bst_chaos_warhounds_poison	wh_dlc03_bst_warhounds_poison
	wh_dlc03_bst_inf_cygor	wh_dlc03_bst_inf_cygor_0	wh_dlc03_bst_cygors	wh_dlc03_bst_cygor
	wh_dlc03_bst_inf_cygor_0_summoned	wh_dlc03_bst_inf_cygor_0_summoned	wh_dlc03_bst_cygors	wh_dlc03_bst_cygor
	wh_dlc03_bst_inf_gor_herd	wh_dlc03_bst_inf_gor_herd_0	wh_dlc03_bst_gors_dual_axes	wh_dlc03_bst_gor_herd_dual_weapons
	wh_dlc03_bst_inf_gor_herd	wh_dlc03_bst_inf_gor_herd_1	wh_dlc03_bst_gors_shields	wh_dlc03_bst_gor_herd_shields
	wh_dlc03_bst_inf_minotaurs	wh_dlc03_bst_inf_minotaurs_0	wh_dlc03_bst_minotaurs	wh_dlc03_bst_minotaurs
	wh_dlc03_bst_inf_minotaurs	wh_dlc03_bst_inf_minotaurs_1	wh_dlc03_bst_minotaurs_shields	wh_dlc03_bst_minotaurs_shield
	wh_dlc03_bst_inf_minotaurs	wh_dlc03_bst_inf_minotaurs_2	wh_dlc03_bst_minotaurs_great_weapons	wh_dlc03_bst_minotaurs_great_weapons
	wh_dlc03_bst_inf_razorgor_herd	wh_dlc03_bst_inf_razorgor_herd_0	wh_dlc03_bst_razorgors	wh_dlc03_bst_razorgor_herd
	wh_dlc03_bst_inf_ungor_herd	wh_dlc03_bst_inf_ungor_herd_1	wh_dlc03_bst_ungors_shield	wh_dlc03_bst_ungor_herd_shield
	wh_dlc03_bst_inf_ungor_raiders	wh_dlc03_bst_inf_ungor_raiders_0	wh_dlc03_bst_ungor_raiders	wh_dlc03_bst_ungor_raiders
	wh_dlc03_bst_inf_ungor_spearmen	wh_dlc03_bst_inf_ungor_spearmen_0	wh_dlc03_bst_ungor_spearmen	wh_dlc03_bst_ungor_spearmen
	wh_dlc03_bst_inf_ungor_spearmen	wh_dlc03_bst_inf_ungor_spearmen_1	wh_dlc03_bst_ungor_spearmen_shields	wh_dlc03_bst_ungor_spearmen_shield
	wh_dlc03_bst_mon_chaos_spawn	wh_dlc03_bst_mon_chaos_spawn_0	wh_dlc03_bst_chaos_spawn	wh_dlc03_bst_spawn
	wh_dlc03_bst_mon_chaos_spawn_0_summoned	wh_dlc03_bst_mon_chaos_spawn_0_summoned	wh_dlc03_bst_chaos_spawn	wh_dlc03_bst_spawn
	wh_dlc03_bst_mon_giant	wh_dlc03_bst_mon_giant_0	wh_dlc03_bst_giant	wh_dlc03_bst_giant
	wh_dlc03_bst_mon_giant_0_summoned	wh_dlc03_bst_mon_giant_0_summoned	wh_dlc03_bst_giant	wh_dlc03_bst_giant
	wh_dlc03_emp_cha_boris_todbringer	wh_dlc03_emp_cha_boris_todbringer_0	wh_dlc03_emp_ch_boris_todbringer	wh_dlc03_emp_boris_todbringer
	wh_dlc03_emp_cha_boris_todbringer	wh_dlc03_emp_cha_boris_todbringer_1	wh_dlc03_emp_ch_boris_todbringer	wh_dlc03_emp_boris_todbringer
	wh_dlc03_emp_cha_boris_todbringer	wh_dlc03_emp_cha_boris_todbringer_2	wh_dlc03_emp_ch_boris_todbringer	wh_dlc03_emp_boris_todbringer
	wh_dlc03_emp_cha_boris_todbringer	wh_dlc03_emp_cha_boris_todbringer_3	wh_dlc03_emp_ch_boris_todbringer	wh_dlc03_emp_boris_todbringer
	wh_dlc03_emp_cha_wizard_beasts	wh_dlc03_emp_cha_wizard_beasts_0	wh_dlc03_emp_ch_wizard_beasts	wh_dlc03_emp_wizard_beasts
	wh_dlc03_emp_cha_wizard_beasts	wh_dlc03_emp_cha_wizard_beasts_1	wh_dlc03_emp_ch_wizard_beasts	wh_dlc03_emp_wizard_beasts
	wh_dlc03_emp_cha_wizard_beasts	wh_dlc03_emp_cha_wizard_beasts_2	wh_dlc03_emp_ch_wizard_beasts	wh_dlc03_emp_wizard_beasts
	wh_dlc03_emp_cha_wizard_beasts	wh_dlc03_emp_cha_wizard_beasts_3	wh_dlc03_emp_ch_wizard_beasts	wh_dlc03_emp_wizard_beasts
	wh_dlc03_emp_cha_wizard_beasts	wh_dlc03_emp_cha_wizard_beasts_4	wh_dlc03_emp_ch_wizard_beasts	wh_dlc03_emp_wizard_beasts
wh_dlc03_emp_middenland	wh_dlc03_emp_cha_boris_todbringer_visor	wh_dlc03_emp_cha_boris_todbringer_0	wh_dlc03_emp_ch_boris_todbringer	wh_dlc03_emp_boris_todbringer
wh_dlc03_emp_middenland	wh_dlc03_emp_cha_boris_todbringer_visor	wh_dlc03_emp_cha_boris_todbringer_1	wh_dlc03_emp_ch_boris_todbringer	wh_dlc03_emp_boris_todbringer
	wh_dlc04_emp_art_hammer_of_the_witches_crew	wh_dlc04_emp_art_hammer_of_the_witches_0	wh_emp_artillery_crew	wh_dlc04_emp_hammer_witches
	wh_dlc04_emp_art_sunmaker	wh_dlc04_emp_art_sunmaker_0	wh_emp_artillery_crew	wh_dlc04_emp_sunmaker
	wh_dlc04_emp_cav_knights_blazing_sun	wh_dlc04_emp_cav_knights_blazing_sun_0	wh_dlc04_emp_knights_blazing_sun	wh_dlc04_emp_knights_blazing_sun
	wh_dlc04_emp_cav_royal_altdorf_gryphites	wh_dlc04_emp_cav_royal_altdorf_gryphites_0	wh_dlc04_emp_knights_demigryph_altdorf	wh_dlc04_emp_royal_gryphites
	wh_dlc04_emp_cav_zintlers_reiksguard	wh_dlc04_emp_cav_zintlers_reiksguard_0	wh_dlc04_emp_zintlers_reiksguard	wh_dlc04_emp_zintlers
	wh_dlc04_emp_cha_arch_lector	wh_dlc04_emp_cha_arch_lector_0	wh_dlc04_emp_arch_lector	wh_dlc04_emp_arch_lector
	wh_dlc04_emp_cha_arch_lector	wh_dlc04_emp_cha_arch_lector_1	wh_dlc04_emp_arch_lector	wh_dlc04_emp_arch_lector
	wh_dlc04_emp_cha_arch_lector	wh_dlc04_emp_cha_arch_lector_2	wh_dlc04_emp_arch_lector	wh_dlc04_emp_arch_lector
	wh_dlc04_emp_cha_volkmar	wh_dlc04_emp_cha_volkmar_the_grim_0	wh_dlc04_emp_ch_volkmar	wh_dlc04_emp_volkmar
	wh_dlc04_emp_cha_volkmar	wh_dlc04_emp_cha_volkmar_the_grim_1	wh_dlc04_emp_ch_volkmar	wh_dlc04_emp_volkmar
	wh_dlc04_emp_cha_volkmar	wh_dlc04_emp_cha_volkmar_the_grim_2	wh_dlc04_emp_ch_volkmar	wh_dlc04_emp_volkmar
	wh_dlc04_emp_cha_volkmar	wh_dlc04_emp_cha_volkmar_the_grim_3	wh_dlc04_emp_ch_volkmar	wh_dlc04_emp_volkmar
	wh_dlc04_emp_inf_flagellants	wh_dlc04_emp_inf_flagellants_0	wh_dlc04_emp_flagellants	wh_dlc04_emp_flagellants
	wh_dlc04_emp_inf_free_company_militia	wh_dlc04_emp_inf_free_company_militia_0	wh_dlc04_emp_free_company_militia	wh_dlc04_emp_free_company_militia
	wh_dlc04_emp_inf_sigmars_sons	wh_dlc04_emp_inf_sigmars_sons_0	wh_dlc04_emp_state_troops_sigmar	wh_dlc04_emp_sigmars_sons
	wh_dlc04_emp_inf_silver_bullets	wh_dlc04_emp_inf_silver_bullets_0	wh_dlc04_emp_state_troops_handgunners_silver	wh_dlc04_emp_silver_bullets
	wh_dlc04_emp_inf_stirlands_revenge	wh_dlc04_emp_inf_stirlands_revenge_0	wh_dlc04_emp_free_company_militia_stirland	wh_dlc04_emp_stirlands_revenge
	wh_dlc04_emp_inf_tattersouls	wh_dlc04_emp_inf_tattersouls_0	wh_dlc04_emp_flagellants_tattersouls	wh_dlc04_emp_tattersouls
	wh_dlc04_emp_veh_templehof_luminark_crew	wh_dlc04_emp_veh_templehof_luminark_0	wh_emp_acolyte	wh_dlc04_emp_templehof_luminark
	wh_dlc04_vmp_cav_chillgheists	wh_dlc04_vmp_cav_chillgheists_0	wh_vmp_ghost_chillgheist	wh_dlc04_vmp_chillgheists
	wh_dlc04_vmp_cav_vereks_reavers	wh_dlc04_vmp_cav_vereks_reavers_0	wh_vmp_black_knight_reavers	wh_dlc04_vmp_vereks_reavers
	wh_dlc04_vmp_cha_helman	wh_dlc04_vmp_cha_helman_ghorst_0	wh_dlc04_vmp_ch_master_necromancer_helman	wh_dlc04_vmp_helman
	wh_dlc04_vmp_cha_helman	wh_dlc04_vmp_cha_helman_ghorst_1	wh_dlc04_vmp_ch_master_necromancer_helman	wh_dlc04_vmp_helman
	wh_main_vmp_cha_master_necromancer	wh_dlc04_vmp_cha_master_necromancer_1	wh_vmp_ch_master_necromancer	wh_main_vmp_master_necromancer
	wh_main_vmp_cha_master_necromancer	wh_dlc04_vmp_cha_master_necromancer_2	wh_vmp_ch_master_necromancer	wh_main_vmp_master_necromancer
	wh_main_vmp_cha_master_necromancer	wh_dlc04_vmp_cha_master_necromancer_3	wh_vmp_ch_master_necromancer	wh_main_vmp_master_necromancer
	wh_main_vmp_cha_necromancer	wh_dlc04_vmp_cha_necromancer_1	wh_vmp_ch_necromancer	wh_main_vmp_necromancer
	wh_main_vmp_cha_necromancer	wh_dlc04_vmp_cha_necromancer_2	wh_vmp_ch_necromancer	wh_main_vmp_necromancer
	wh_main_vmp_cha_necromancer	wh_dlc04_vmp_cha_necromancer_3	wh_vmp_ch_necromancer	wh_main_vmp_necromancer
	wh_dlc04_vmp_cha_strigoi_ghoul_king	wh_dlc04_vmp_cha_strigoi_ghoul_king_0	wh_dlc04_vmp_strigoi	wh_dlc04_vmp_strigoi
	wh_dlc04_vmp_cha_strigoi_ghoul_king	wh_dlc04_vmp_cha_strigoi_ghoul_king_0_boss	wh_dlc04_vmp_strigoi	wh_dlc04_vmp_strigoi
	wh_dlc04_vmp_cha_strigoi_ghoul_king	wh_dlc04_vmp_cha_strigoi_ghoul_king_1	wh_dlc04_vmp_strigoi	wh_dlc04_vmp_strigoi
	wh_dlc04_vmp_cha_vlad_von_carstein	wh_dlc04_vmp_cha_vlad_von_carstein_0	wh_dlc04_vmp_ch_vlad	wh_dlc04_vmp_vlad
	wh_dlc04_vmp_inf_feasters_in_the_dusk	wh_dlc04_vmp_inf_feasters_in_the_dusk_0	wh_vmp_ghoul_feasters	wh_dlc04_vmp_feasters
	wh_dlc04_vmp_inf_konigstein_stalkers	wh_dlc04_vmp_inf_konigstein_stalkers_0	wh_dlc04_vmp_skeleton_stalkers	wh_dlc04_vmp_stalkers
	wh_dlc04_vmp_inf_sternsmen	wh_dlc04_vmp_inf_sternsmen_0	wh_dlc04_vmp_sternsmen	wh_dlc04_vmp_sternsmen
	wh_dlc04_vmp_inf_tithe	wh_dlc04_vmp_inf_tithe_0	wh_dlc04_vmp_zombie_tithe	wh_dlc04_vmp_tithe
	wh_dlc04_vmp_mon_devils_swartzhafen	wh_dlc04_vmp_mon_devils_swartzhafen_0	wh_vmp_vargheist_swartzhafen	wh_dlc04_vmp_devils_swartzhafen
	wh_dlc04_vmp_mon_direpack	wh_dlc04_vmp_mon_direpack_0	wh_dlc04_vmp_dire_wolves_direpack	wh_dlc04_vmp_direpack
	wh_dlc04_vmp_claw_of_nagash_corpse_master	wh_dlc04_vmp_veh_claw_of_nagash_0	wh_vmp_black_knight_lance	wh_dlc04_vmp_claw_of_nagash
	wh_dlc04_vmp_corpse_cart_corpse_master	wh_dlc04_vmp_veh_corpse_cart_0	wh_dlc04_vmp_necromancer_corpsemaster	wh_dlc04_vmp_corpse_cart
