special_ability_phase_stat_effects_tables
3
phase	value	stat	how
wh_dlc06_lord_passive_locus_of_power	15	stat_resistance_magic	add
wh_dlc06_lord_passive_warpaint_of_wurrzag	12	stat_resistance_all	add
wh_dlc06_quest_abilities_grand_faiths_bastion	90	stat_resistance_all	add
wh_dlc06_quest_passive_inquisitor_of_sigmar	1.36	scalar_speed	mult
wh_dlc06_quest_passive_inquisitor_of_sigmar	40	stat_reloading	add
wh_dlc06_unit_passive_marked_by_ulthar	-30	stat_armour	add
wh_dlc06_unit_passive_marked_by_ulthar	-24	stat_missile_block_chance	add
wh_dlc06_unit_passive_marked_by_ulthar	-22	stat_resistance_missile	add
wh_dlc06_unit_passive_opportunist_murderer	12	stat_melee_attack	add
wh_dlc06_unit_passive_opportunist_murderer	1.36	stat_melee_damage_ap	mult
wh_dlc06_unit_passive_power_of_the_dragon_back	20	stat_resistance_flame	add
wh_dlc06_unit_passive_squigs_go_wild	12	stat_melee_attack	add
wh_dlc06_unit_passive_squigs_go_wild	1.18	stat_melee_damage_ap	mult
wh_dlc06_unit_passive_squigs_go_wild	-18	stat_melee_defence	add
wh_dlc06_unit_passive_squigs_go_wild	16	stat_morale	add
wh_dlc06_weapon_passive_bonewoof_staff	1.18	stat_charge_bonus	mult
wh_dlc06_weapon_passive_bonewoof_staff	16	stat_melee_attack	add
wh_dlc06_weapon_passive_hammer_of_angrund	1.15	stat_charge_bonus	mult
wh_dlc06_weapon_passive_hammer_of_angrund	10	stat_melee_attack	add
wh_dlc06_weapon_passive_hammer_of_angrund	1.15	stat_melee_damage_ap	mult
wh_dlc06_rune_abilities_master_rune_of_negation	40	stat_resistance_all	add
wh_dlc06_rune_abilities_master_rune_of_oath_and_steel	50	stat_armour	add
wh_dlc06_rune_passive_master_rune_of_slowness	0.88	scalar_speed	mult
wh_dlc06_rune_passive_master_rune_of_slowness	0.92	stat_charge_bonus	mult
wh_dlc06_rune_passive_master_rune_of_slowness	-8	stat_melee_attack	add
wh_dlc06_rune_passive_rune_of_hearth_and_home	2	scalar_bracing	mult
wh_dlc06_unit_abilities_smoke_bomb	0.24	scalar_charge_speed	mult
wh_dlc06_unit_abilities_smoke_bomb	0.25	scalar_speed	mult
wh_dlc06_unit_abilities_smoke_bomb	-5	stat_melee_defence	add
wh_dlc06_unit_contact_blinded	0.6	stat_accuracy	mult
wh_dlc06_unit_contact_blinded	-28	stat_melee_attack	add
wh_dlc06_unit_contact_blinded	-24	stat_melee_defence	add
wh_dlc06_unit_contact_discouraged	-12	stat_morale	add
wh_dlc06_unit_contact_flammable	0.82	scalar_speed	mult
wh_dlc06_unit_contact_flammable	-15	stat_resistance_flame	add
wh_dlc06_unit_contact_sundered_armour	-30	stat_armour	add
wh_dlc06_character_abilities_spite_of_da_bad_moon	8	stat_melee_defence	add
wh_dlc05_unit_abilities_hunter_of_champions	0.52	scalar_speed	mult
wh_dlc05_unit_abilities_hunter_of_champions	-30	stat_armour	add
wh_dlc05_unit_abilities_hunter_of_champions	-40	stat_melee_defence	add
wh_dlc08_hero_passive_frenzied_assault	1.36	stat_charge_bonus	mult
wh_dlc08_hero_passive_frenzied_assault	10	stat_melee_attack	add
wh_dlc08_hero_passive_ruinious_flesh	16	stat_armour	add
wh_dlc08_hero_passive_ruinious_flesh	11	stat_resistance_missile	add
wh_dlc08_hero_passive_twisted_flesh_iii	15	stat_armour	add
wh_dlc08_hero_passive_twisted_flesh_ii	10	stat_armour	add
wh_dlc08_hero_passive_twisted_flesh_i	5	stat_armour	add
wh_dlc08_hero_passive_vicious_assault_iii	12	stat_melee_attack	add
wh_dlc08_hero_passive_vicious_assault_ii	9	stat_melee_attack	add
wh_dlc08_hero_passive_vicious_assault_i	6	stat_melee_attack	add
wh_dlc08_lord_passive_daring_deathblow	1.36	stat_melee_damage_ap	mult
wh_dlc08_lord_passive_daring_deathblow	1.42	stat_melee_damage_base	mult
wh_dlc08_lord_passive_daring_deathblow	30	stat_resistance_physical	add
wh_dlc08_lord_passive_determined_deathblow	1.16	stat_melee_damage_ap	mult
wh_dlc08_lord_passive_determined_deathblow	1.24	stat_melee_damage_base	mult
wh_dlc08_quest_abilities_soul_binding	0	stat_resistance_all	mult
wh_dlc08_quest_ancient_protector	60	stat_resistance_physical	add
wh_dlc08_quest_passive_chilling_aura_boss	0.65	scalar_speed	mult
wh_dlc08_quest_passive_chilling_aura_boss	-16	stat_melee_attack	add
wh_dlc08_quest_passive_chilling_aura_boss	-8	stat_melee_defence	add
wh_dlc08_quest_passive_exploding_fart	-50	stat_morale	add
wh_dlc08_quest_passive_favoured_by_the_god	95	stat_resistance_all	add
wh_dlc08_quest_passive_lightening_down	0	scalar_charge_speed	mult
wh_dlc08_quest_passive_lightening_down	0	scalar_speed	mult
wh_dlc08_quest_passive_lightening_down	100	stat_resistance_magic	add
wh_dlc08_quest_passive_lightening_down	30	stat_resistance_missile	add
wh_dlc08_unit_abilities_berserk_iii	6	stat_melee_attack	add
wh_dlc08_unit_abilities_berserk_iii	16	stat_morale	add
wh_dlc08_unit_abilities_berserk_iii	20	stat_resistance_physical	add
wh_dlc08_unit_abilities_berserk_ii	16	stat_morale	add
wh_dlc08_unit_abilities_berserk_ii	20	stat_resistance_physical	add
wh_dlc08_unit_abilities_berserk_i	16	stat_morale	add
wh_dlc08_unit_abilities_favour_of_the_ruinous_powers	10	stat_morale	add
wh_dlc08_unit_abilities_fight_or_die	25	stat_melee_attack	add
wh_dlc08_unit_abilities_fight_or_die	16	stat_morale	add
wh_dlc08_unit_abilities_rage_iii	6	stat_melee_attack	add
wh_dlc08_unit_abilities_rage_iii	8	stat_morale	add
wh_dlc08_unit_abilities_rage_iii	12	stat_resistance_physical	add
wh_dlc08_unit_abilities_rage_ii	8	stat_morale	add
wh_dlc08_unit_abilities_rage_ii	12	stat_resistance_physical	add
wh_dlc08_unit_abilities_rage_i	8	stat_morale	add
wh_dlc08_unit_abilities_seduction_of_the_serpent	27	stat_melee_defence	add
wh_dlc08_unit_abilities_seduction_of_the_serpent	16	stat_morale	add
wh_dlc08_unit_contact_frostbite	0.65	scalar_speed	mult
wh_dlc08_unit_passive_from_the_mist	22	stat_resistance_missile	add
wh_dlc08_weapon_abilities_stinky_giant_club	30	stat_melee_attack	add
wh_dlc08_weapon_abilities_stinky_giant_club	1.44	stat_melee_damage_base	mult
wh_dlc08_weapon_abilities_sword_of_torgald	1.22	stat_melee_damage_base	mult
wh_dlc08_weapon_passive_flaming_axe_of_cormac	6	stat_melee_attack	add
wh_dlc08_weapon_passive_flaming_axe_of_cormac	1.12	stat_melee_damage_base	mult
wh_pro01_item_passive_rune_helm_of_zhufbar	16	stat_morale	add
wh_pro01_lord_abilities_flash_bomb	0.24	scalar_speed	mult
wh_pro01_lord_abilities_flash_bomb	-27	stat_melee_defence	add
wh_pro01_lord_abilities_flash_bomb	-8	stat_morale	add
wh_pro01_weapon_abilities_rune_axe_of_grombrindal	1.4	stat_melee_damage_ap	mult
wh_pro04_unit_abilities_enrage	40	stat_resistance_all	add
wh_pro04_unit_abilities_loecs_shroud	1.24	scalar_speed	mult
wh_pro04_unit_passive_apocalyptic_charge	1.24	scalar_charge_speed	mult
wh_pro04_unit_passive_apocalyptic_charge	1.24	scalar_speed	mult
wh_pro04_unit_passive_guardian	20	stat_resistance_physical	add
wh_pro04_unit_passive_soul_devourer	40	stat_reloading	add
wh_pro04_unit_passive_wildfire_aura	40	stat_resistance_flame	add
wh_pro04_unit_abilities_loecs_shroud	10	stat_resistance_missile	add
wh_dlc08_unit_abilities_berserk_i	1.05	scalar_speed	mult
wh_dlc08_unit_abilities_berserk_ii	1.08	scalar_speed	mult
wh_dlc08_unit_abilities_berserk_iii	1.1	scalar_speed	mult
wh_main_weapon_abilities_axe_of_dargo	32	stat_bonus_vs_large	add
wh_main_weapon_abilities_axe_of_dargo	1.4	stat_melee_damage_ap	mult
wh_main_weapon_abilities_charmed_shield	24	stat_missile_block_chance	add
wh_main_weapon_abilities_charmed_shield	20	stat_resistance_all	add
wh_main_weapon_abilities_filth_mace	1.25	stat_melee_damage_base	mult
wh_main_weapon_abilities_ghal_maraz	16	stat_bonus_vs_large	add
wh_main_weapon_abilities_ghal_maraz	1.4	stat_melee_damage_ap	mult
wh_main_weapon_abilities_gitsnik	26	stat_melee_attack	add
wh_main_weapon_abilities_gitsnik	1.4	stat_melee_damage_ap	mult
wh_main_weapon_abilities_hellfire_sword	1.2	stat_melee_damage_ap	mult
wh_main_weapon_abilities_hellfire_sword	1.2	stat_melee_damage_base	mult
wh_main_weapon_abilities_helm_of_discord	-26	stat_melee_attack	add
wh_main_weapon_abilities_helm_of_discord	-27	stat_melee_defence	add
wh_main_weapon_abilities_runefang	1.32	scalar_splash_attack_power	mult
wh_main_weapon_abilities_runefang	1.4	stat_melee_damage_ap	mult
wh_main_weapon_abilities_runefang	1.4	stat_melee_damage_base	mult
wh_main_weapon_abilities_sword_of_anti_heroes	1.2	stat_melee_damage_ap	mult
wh_main_weapon_abilities_sword_of_anti_heroes	1.2	stat_melee_damage_base	mult
wh_main_weapon_abilities_the_hammer_of_karak_drazh	-44	stat_melee_attack	add
wh_main_weapon_abilities_the_hammer_of_karak_drazh	0.75	stat_melee_damage_base	mult
wh_main_weapon_abilities_the_mace_of_helsturm	1.5	stat_melee_damage_base	mult
wh_main_weapon_abilities_the_reikland_runefang	26	stat_melee_attack	add
wh_main_weapon_abilities_the_reikland_runefang	8	stat_morale	add
wh_main_weapon_abilities_the_sword_of_couronne	-30	stat_armour	add
wh_main_weapon_abilities_the_sword_of_couronne	-27	stat_melee_defence	add
wh_main_weapon_abilities_tormentor_sword	-26	stat_melee_attack	add
wh_main_weapon_passive_chaos_tomb_blade	5	stat_melee_attack	add
wh_main_weapon_passive_glittering_scales	-5	stat_melee_attack	add
wh_main_weapon_passive_warrior_bane	0.9400001	stat_melee_damage_base	mult
wh_dlc04_item_abilities_the_carstein_ring	90	stat_resistance_all	add
wh_main_rune_abilities_rune_of_wrath_and_ruin	0.5	scalar_speed	mult
wh_main_character_abilities_deadly_onslaught	1.2	stat_melee_damage_base	mult
wh_dlc01_weapon_abilities_starcrusher	1.4	stat_melee_damage_ap	mult
wh_dlc03_item_passive_the_dark_mail	0.7	scalar_speed	mult
wh_dlc06_weapon_passive_hammer_of_angrund	1.15	stat_melee_damage_base	mult
wh_dlc06_lord_abilities_revenge_incarnate	16	stat_morale	add
wh_main_banner_passive_banner_of_lost_holds	5	stat_melee_attack	add
wh_main_banner_passive_banner_of_lost_holds	1.06	stat_melee_damage_base	mult
wh_main_hero_passive_forgefire	1.1	stat_melee_damage_ap	mult
wh_dlc01_item_passive_the_crown_of_domination	2	stat_melee_attack	add
wh_main_lord_passive_deathblow	5	stat_melee_attack	add
