battlefield_buildings_tables
20
key	category	model	audio_material	hitpoints	gun_type	onscreen_name	ignition_threshold	radar_icon	fortwall_penetration_chance	visible_in_public_ted	collision_3d	unknown12	destruct_thresholds	unknown14	unknown15	unknown16	unknown17	unknown18
dwf_barracks_table_01	generic	dwf_barracks_table_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_barracks_walls_01	generic	dwf_barracks_walls_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_barracks_workshop_01	generic	dwf_barracks_workshop_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_barrel_01	generic	dwf_barrel_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_barrel_02	generic	dwf_barrel_02	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_battle_shrine_01	generic	dwf_battle_shrine_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_boar_roaster	generic	dwf_boar_roaster	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_brazier_01	incidental	dwf_brazier_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_bridge_03_gameplay_end	generic	dwf_bridge_03_gameplay_end	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_bridge_05	generic	dwf_bridge_05	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_bridge_gameplay_01	generic	dwf_bridge_gameplay_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_bridge_gameplay_02	generic	dwf_bridge_gameplay_02	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_bridge_gameplay_03	generic	dwf_bridge_gameplay_03	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_bridge_gameplay_03_end	generic	dwf_bridge_gameplay_03_end	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_bridge_gameplay_04	generic	dwf_bridge_gameplay_04	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_bridge_gameplay_04_end	generic	dwf_bridge_gameplay_04_end	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_bridge_gameplay_05	generic	dwf_bridge_gameplay_05	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_bridge_gameplay_05_end	generic	dwf_bridge_gameplay_05_end	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_bridge_gameplay_06	generic	dwf_bridge_gameplay_06	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_bridge_routing_01	generic	dwf_bridge_routing_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_capturepoint_01_01	generic	dwf_capturepoint_01_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_capturepoint_01_03	generic	dwf_capturepoint_01_03	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_capturepoint_01_04	generic	dwf_capturepoint_01_04	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_cart_large_01	generic	dwf_cart_large_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_cave_axa6_ceiling	generic	dwf_cave_axa6_ceiling	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_cave_block_01	generic	dwf_cave_block_01	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_cave_block_02	generic	dwf_cave_block_02	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_cave_block_03	generic	dwf_cave_block_03	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_cave_block_04	generic	dwf_cave_block_04	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_cave_block_05	generic	dwf_cave_block_05	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_cave_block_06	generic	dwf_cave_block_06	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_cave_block_07	generic	dwf_cave_block_07	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_cave_roof_01	generic	dwf_cave_roof_01	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_cave_roof_04	generic	dwf_cave_roof_04	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_cave_roof_05	generic	dwf_cave_roof_05	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_cave_roof_06	generic	dwf_cave_roof_06	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_cave_walls_05	generic	dwf_cave_walls_05	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_chimney_big_01	generic	dwf_chimney_big_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_chimney_big_02	generic	dwf_chimney_big_02	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_chimney_big_03	generic	dwf_chimney_big_03	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_chimney_big_04	generic	dwf_chimney_big_04	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_cliff_block_01	generic	dwf_cliff_block_01	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_cliff_lrg_01_a	generic	dwf_cliff_lrg_01_a	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_cliff_lrg_01_b	generic	dwf_cliff_lrg_01_b	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_cliff_lrg_01_c	generic	dwf_cliff_lrg_01_c	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_cliff_lrg_01_d	generic	dwf_cliff_lrg_01_d	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_cliff_lrg_01_e	generic	dwf_cliff_lrg_01_e	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_cliff_lrg_01_e_mirror	generic	dwf_cliff_lrg_01_e_mirror	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_cliff_lrg_01_f	generic	dwf_cliff_lrg_01_f	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_cliff_lrg_01_g	generic	dwf_cliff_lrg_01_g	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_cliff_lrg_01_h	generic	dwf_cliff_lrg_01_h	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_cliff_lrg_02_a	generic	dwf_cliff_lrg_02_a	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_cliff_lrg_02_b	generic	dwf_cliff_lrg_02_b	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_cliff_lrg_02_c	generic	dwf_cliff_lrg_02_c	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_cliff_lrg_02_d	generic	dwf_cliff_lrg_02_d	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_cliff_lrg_02_e	generic	dwf_cliff_lrg_02_e	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_cliff_lrg_02_f	generic	dwf_cliff_lrg_02_f	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_cliff_stal_01	generic	dwf_cliff_stal_01	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_cliff_stal_02	generic	dwf_cliff_stal_02	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_columns_big_01	generic	dwf_columns_big_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_columns_corner_big_01	generic	dwf_columns_corner_big_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_debris_02	generic	dwf_debris_02	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
dwf_debris_03	generic	dwf_debris_03	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
dwf_debris_04	generic	dwf_debris_04	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
dwf_debris_07	generic	dwf_debris_07	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
dwf_defense_bastion_01	generic	dwf_defense_bastion_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_defense_bastion_02	generic	dwf_defense_bastion_02	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_defense_bastion_door_01	generic	dwf_defense_bastion_door_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_defense_tower_01	generic	dwf_defense_tower_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_defense_tower_02	generic	dwf_defense_tower_02	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_forge_01	generic	dwf_forge_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_forge_arch_slope	generic	dwf_forge_arch_slope	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_forge_arch_str	generic	dwf_forge_arch_str	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_forge_conveyer	generic	dwf_forge_conveyer	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_forge_drophammer_01	generic	dwf_forge_drophammer_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_forge_drophammer_02	generic	dwf_forge_drophammer_02	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_forge_drophammer_03	generic	dwf_forge_drophammer_03	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_forge_hammer_giant	generic	dwf_forge_hammer_giant	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_gatehouse_head_01	generic	dwf_gatehouse_head_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_gatehouse_head_02	generic	dwf_gatehouse_head_02	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_grimms_01	generic	dwf_grimms_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_grimms_02	generic	dwf_grimms_02	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_grimms_03	generic	dwf_grimms_03	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_grimms_04	generic	dwf_grimms_04	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_gyro_pad_01	generic	dwf_gyro_pad_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_house_barrel_01	generic	dwf_house_barrel_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_house_blacksmith_01	generic	dwf_house_blacksmith_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_house_brewery_01	generic	dwf_house_brewery_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_house_doublestorey_01	generic	dwf_house_doublestorey_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_house_doublestorey_02	generic	dwf_house_doublestorey_02	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_lantern_hanging_01	generic	dwf_lantern_hanging_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_merlon_01	generic	dwf_merlon_01	rock	250			100		1	False	True	False		1	False	rock	False	False
dwf_merlon_01_mirror	generic	dwf_merlon_01_mirror	rock	250			100		1	False	True	False		1	False	rock	False	False
dwf_merlon_02	generic	dwf_merlon_02	rock	250			100		1	False	True	False		1	False	rock	False	False
dwf_merlon_03	generic	dwf_merlon_03	rock	250			100		1	False	True	False		1	False	rock	False	False
dwf_merlon_gatehouse_small_01	generic	dwf_merlon_gatehouse_small_01	rock	250			100		1	False	True	False		1	False	rock	False	False
dwf_merlon_gatehouse_small_02	generic	dwf_merlon_gatehouse_small_02	rock	250			100		1	False	True	False		1	False	rock	False	False
dwf_ming_cart_01	generic	dwf_ming_cart_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_ming_cart_02	generic	dwf_ming_cart_02	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_ming_equip_misc_01	generic	dwf_ming_equip_misc_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_ming_equip_misc_02	generic	dwf_ming_equip_misc_02	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_mining_anvil	generic	dwf_mining_anvil	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_mining_chain_01	generic	dwf_mining_chain_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_mining_coal_pit_01	generic	dwf_mining_coal_pit_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_mining_conveyer_01	generic	dwf_mining_conveyer_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_mining_conveyer_02	generic	dwf_mining_conveyer_02	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_mining_crucible	generic	dwf_mining_crucible	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_mining_elevator_01	generic	dwf_mining_elevator_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_mining_entrance_face_01	generic	dwf_mining_entrance_face_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_mining_entrance_large_01	generic	dwf_mining_entrance_large_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_mining_entrance_roman_01	generic	dwf_mining_entrance_roman_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_mining_entrance_shed_01	generic	dwf_mining_entrance_shed_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_mining_equip_engine_01	generic	dwf_mining_equip_engine_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_mining_forge_metal_01	generic	dwf_mining_forge_metal_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_mining_forge_metal_02	generic	dwf_mining_forge_metal_02	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_mining_forge_pit_01	generic	dwf_mining_forge_pit_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_mining_forge_stone	generic	dwf_mining_forge_stone	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_mining_shed_01	generic	dwf_mining_shed_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_mining_shed_02	generic	dwf_mining_shed_02	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_mining_stairs_01	generic	dwf_mining_stairs_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_mining_track_arch_01	generic	dwf_mining_track_arch_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_mining_track_crane_01	generic	dwf_mining_track_crane_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_mining_track_end_5m	generic	dwf_mining_track_end_5m	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_mining_track_rdwn_5m	generic	dwf_mining_track_rdwn_5m	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_mining_track_rup_5m	generic	dwf_mining_track_rup_5m	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_mining_track_str_5m	generic	dwf_mining_track_str_5m	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_mining_trap_door_01	generic	dwf_mining_trap_door_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_mining_wbarrow	generic	dwf_mining_wbarrow	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_road_std_01	generic	dwf_road_std_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_rock_a	generic	dwf_rock_a	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_rock_b	generic	dwf_rock_b	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_rock_c	generic	dwf_rock_c	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_rock_d	generic	dwf_rock_d	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_rock_e	generic	dwf_rock_e	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_rocklrg_01	generic	dwf_rocklrg_01	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_rockmed_01	generic	dwf_rockmed_01	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_rockmed_02	generic	dwf_rockmed_02	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_rockmed_03	generic	dwf_rockmed_03	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_rocksml_01	generic	dwf_rocksml_01	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_roof_big_01	generic	dwf_roof_big_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_roof_railyard_piece_02	generic	dwf_roof_railyard_piece_02	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_rubble_01	incidental	dwf_rubble_01	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_rubble_flat_01	incidental	dwf_rubble_flat_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_rubble_flat_02	incidental	dwf_rubble_flat_02	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_rubble_flat_04	incidental	dwf_rubble_flat_04	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_rubble_flat_05	incidental	dwf_rubble_flat_05	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_rubble_path_01	ground_platform	dwf_rubble_path_01	rock	500			100		1	False	True	False		1	True	rock	False	False
dwf_rubble_path_02	incidental	dwf_rubble_path_02	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_rubble_rocks_01	incidental	dwf_rubble_rocks_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_rubble_small_01	incidental	dwf_rubble_small_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_rubble_small_02	incidental	dwf_rubble_small_02	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_rubble_small_03	incidental	dwf_rubble_small_03	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_rubble_small_04	incidental	dwf_rubble_small_04	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_sidewalk_01	generic	dwf_sidewalk_01	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
dwf_sidewalk_02_02	generic	dwf_sidewalk_02_02	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
dwf_stairs_small_01	generic	dwf_stairs_small_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_stairs_small_full_01	generic	dwf_stairs_small_full_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_statue_03	generic	dwf_statue_03	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
dwf_statue_big_01_axe_01	incidental	dwf_statue_big_01_axe_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_statue_big_01_body_01	generic	dwf_statue_big_01_body_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_statue_big_01_hammer_01	generic	dwf_statue_big_01_hammer_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_statue_big_01_helmet_01	generic	dwf_statue_big_01_helmet_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_statue_big_01_helmethorns_01	generic	dwf_statue_big_01_helmethorns_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_statue_big_01_plinth_01	generic	dwf_statue_big_01_plinth_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_statue_big_01_plinthside_01	generic	dwf_statue_big_01_plinthside_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_statue_big_02_body_02	generic	dwf_statue_big_02_body_02	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_statue_big_02_body_02_nolods	generic	dwf_statue_big_02_body_02_nolods	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_statue_big_02_hammer_02	generic	dwf_statue_big_02_hammer_02	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_statue_big_02_hammer_02_nolods	generic	dwf_statue_big_02_hammer_02_nolods	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_statue_big_02_helmet_02	generic	dwf_statue_big_02_helmet_02	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_statue_big_02_helmet_02_nolods	generic	dwf_statue_big_02_helmet_02_nolods	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_statue_big_02_horns_02	generic	dwf_statue_big_02_horns_02	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_statue_big_02_horns_02_nolods	generic	dwf_statue_big_02_horns_02_nolods	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_statue_big_02_plinth_02	generic	dwf_statue_big_02_plinth_02	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_statue_big_02_shield_02	generic	dwf_statue_big_02_shield_02	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_statue_big_02_shield_02_nolods	generic	dwf_statue_big_02_shield_02_nolods	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_statue_small_01	generic	dwf_statue_small_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_stone_a	generic	dwf_stone_a	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_stone_b	generic	dwf_stone_b	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_stone_c	generic	dwf_stone_c	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_stone_d	generic	dwf_stone_d	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_stone_e	generic	dwf_stone_e	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_stone_f	generic	dwf_stone_f	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_support_platform_01	generic	dwf_support_platform_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_support_platform_02	generic	dwf_support_platform_02	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_support_platform_03	generic	dwf_support_platform_03	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_support_platform_04	generic	dwf_support_platform_04	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_supports_100m_01	generic	dwf_supports_100m_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_supports_100m_02	generic	dwf_supports_100m_02	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_supports_100m_03	generic	dwf_supports_100m_03	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_table_01	generic	dwf_table_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_tower_big_01	generic	dwf_tower_big_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_tower_freestanding_01	fort_tower	dwf_tower_freestanding_01	rock	1000	wh_tower_brt_arrow_improved	arrow_tower	100		1	False	True	False		1	False	rock	False	False
dwf_tower_small_01	generic	dwf_tower_small_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_underway_archway_column_a	generic	dwf_underway_archway_column_a	rock	500			100		1	False	True	False		1	False	rock	False	False
dwf_underway_archway_d	generic	dwf_underway_archway_d	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_underway_archway_wall_supports_a	generic	dwf_underway_archway_wall_supports_a	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_underway_bridge_01	ground_platform	dwf_underway_bridge_01	rock	15			100		1	False	True	False		1	True	rock	False	False
dwf_underway_gate_01	generic	dwf_underway_gate_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_underway_gate_02	generic	dwf_underway_gate_02	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_underway_gate_03	generic	dwf_underway_gate_03	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_underway_hold_archway_a	generic	dwf_underway_hold_archway_a	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_underway_hold_archway_d	generic	dwf_underway_hold_archway_d	rock	15			100		1	False	True	False		1	False	wooden_floor	False	False
dwf_underway_hold_archway_facade_a	generic	dwf_underway_hold_archway_facade_a	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_underway_hold_column_a	generic	dwf_underway_hold_column_a	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_underway_hold_hallway_a_centre	generic	dwf_underway_hold_hallway_a_centre	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_underway_hold_hallway_b	generic	dwf_underway_hold_hallway_b	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_underway_inset_abodes_01	generic	dwf_underway_inset_abodes_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_underway_inset_abodes_02	generic	dwf_underway_inset_abodes_02	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_underway_inset_abodes_03	generic	dwf_underway_inset_abodes_03	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_underway_inset_alcove_01	generic	dwf_underway_inset_alcove_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_underway_inset_shop_01	generic	dwf_underway_inset_shop_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_underway_inset_shop_02	generic	dwf_underway_inset_shop_02	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_underway_inset_shop_03	generic	dwf_underway_inset_shop_03	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_underway_intersection_a	ground_platform	dwf_underway_intersection_a	rock	500			100		1	False	True	False		1	True	rock	False	False
dwf_underway_pillar_01	generic	dwf_underway_pillar_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_underway_pillar_02	generic	dwf_underway_pillar_02	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_underway_pillar_03	generic	dwf_underway_pillar_03	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_underway_plinth_01	generic	dwf_underway_plinth_01	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_underway_road_a	ground_platform	dwf_underway_road_a	rock	500			100		1	False	True	False		1	True	rock	False	False
dwf_underway_road_b	ground_platform	dwf_underway_road_b	rock	500			100		1	False	True	False		1	True	rock	False	False
dwf_underway_road_c	ground_platform	dwf_underway_road_c	rock	500			100		1	False	True	False		1	True	rock	False	False
dwf_underway_road_d	ground_platform	dwf_underway_road_d	rock	500			100		1	False	True	False		1	True	rock	False	False
dwf_underway_road_e	ground_platform	dwf_underway_road_e	rock	500			100		1	False	True	False		1	True	rock	False	False
dwf_underway_road_f	ground_platform	dwf_underway_road_f	rock	500			100		1	False	True	False		1	True	rock	False	False
dwf_underway_road_g	ground_platform	dwf_underway_road_g	rock	500			100		1	False	True	False		1	True	rock	False	False
dwf_underway_road_h	ground_platform	dwf_underway_road_h	rock	500			100		1	False	True	False		1	True	rock	False	False
dwf_underway_road_straight	incidental	dwf_underway_road_straight	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_underway_road_straight_left	incidental	dwf_underway_road_straight_left	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_wall_corner_90_exter	unbreachable_fort_wall	dwf_wall_corner_90_exter	rock	10000		fort_wall	100	wall.tga	0	False	True	False		1	False	rock	False	False
dwf_wall_corner_90_inter	unbreachable_fort_wall	dwf_wall_corner_90_inter	rock	10000		fort_wall	100	wall.tga	0	False	True	False		1	False	rock	False	False
dwf_wall_emitter01	generic	dwf_wall_emitter01	wood	100			100		1	False	False	False		1	False	wooden_floor	False	False
dwf_wall_emitter02	generic	dwf_wall_emitter02	wood	100			100		1	False	False	False		1	False	wooden_floor	False	False
dwf_wall_emitter03	generic	dwf_wall_emitter03	wood	100			100		1	False	False	False		1	False	wooden_floor	False	False
dwf_wall_gatehouse_60	gate	dwf_wall_gatehouse_60	rock	10000		gate	100	gate.tga	0	False	True	False		1	False	rock	False	False
dwf_wall_platform_01	generic	dwf_wall_platform_01	rock	15000			100		0	False	True	False		1	False	rock	False	False
dwf_wall_platform_01_mirror	generic	dwf_wall_platform_01_mirror	rock	15			100		0	False	True	False		1	False	rock	False	False
dwf_wall_platform_corner_90_external	generic	dwf_wall_platform_corner_90_external	wood	100			100		0	False	True	False		1	False	wooden_floor	False	False
dwf_wall_platform_corner_90_internal	generic	dwf_wall_platform_corner_90_internal	wood	100			100		0	False	True	False		1	False	wooden_floor	False	False
dwf_wall_platform_gatehouse_60	generic	dwf_wall_platform_gatehouse_60	wood	100			100		0	False	True	False		1	False	wooden_floor	False	False
dwf_wall_platform_straight_20	generic	dwf_wall_platform_straight_20	wood	100			100		0	False	True	False		1	False	wooden_floor	False	False
dwf_wall_solo_stair	generic	dwf_wall_solo_stair	rock	15			100		1	False	True	False		1	False	rock	False	False
dwf_wall_straight_20	fort_wall	dwf_wall_straight_20	rock	10000		fort_wall	100	wall.tga	0	False	True	False		1	False	rock	False	False
dwf_wall_straight_20_stairs	fort_wall	dwf_wall_straight_20_stairs	rock	10000			100		0	False	True	False		1	False	rock	False	False
