battle_entities_tables
32
key	type	walk_speed	run_speed	acceleration	deceleration	charge_speed	crawl_speed	charge_distance_commence_run	charge_distance_adopt_charge_pose	charge_distance_pick_target	shape	radius	mass	height	fire_arc_close	turn_speed	hit_points	allow_turn_to_move_anim	allow_static_turn_anim	min_turning_speed	fly_speed	flying_charge_speed	size	strafe_speed	gradient_strategy	audio_entity_type	combat_reaction_radius	entity_effects	hit_reactions_ignore_chance	knock_interrupts_ignore_chance	soft_collision_offset_z	can_climb_ladder_and_stair_pipes	projectile_intersection_radius_ratio	projectile_penetration_speed_change	projectile_penetration_resistance	aura_vfx	porthole_camera	min_tracking_ratio	max_tracking_ratio	vfx_filter_id	can_cast_projectile	porthole_composite_scene	has_blood	can_dismember	combat_camera_shake_type	dismember_head_alive_hp_ratio	dismember_arms_hp_ratio	jump_attack_chance
wh2_main_lzd_mon_carnosaur_mount	giant	2.5	7.5	4.5	6	10	50	40	35	3.6	capsule	0.32	4500	5.5	80	120	8	True	True	0	0	0	very_large	1	ignore	wh2_carnosaur	6	giant_effects	70	60	0	False	1.15	0.75	5			0.5	1.45	8	False		True	False	wh_main_unit_combat	-1	-1	30
wh2_main_lzd_mon_kroxigor	giant	2	4.6	4	5	7.8	45	45	45	1.15	circle	1	1400	3	80	80	8	True	True	0	0	0	large	1	ignore	wh_troll	5	monstrous_infantry_effects	15	15	0	False	1	0.75	4			0.5	1.6	8	False		True	False	wh_main_unit_combat	-1	-1	30
wh2_main_lzd_mon_stegadon	giant	1.6	5	3	6	9	45	42	30	4.5	capsule	0.4	4000	4.2	80	60	8	True	True	0	0	0	very_large	1	rotation	wh_dlc_dragon_ogre_large	6	giant_effects	80	60	0.5	False	1.15	0.75	5			0.3	1.45	0	False		True	False	wh_main_unit_combat	-1	-1	30
wh2_main_lzd_mon_stegadon_platform	giant	1.6	5	3	6	9	45	42	30	5	capsule	0.45	5000	6	80	60	8	True	True	0	0	0	very_large	1	rotation	wh_dlc_dragon_ogre_large	6	giant_effects	80	60	0.75	False	1.15	0.75	5			0.3	1.45	0	False		True	False	wh_main_unit_combat	-1	-1	30
wh2_main_lzd_mon_stegadon_platform_zlaaq	giant	1.6	5	3	6	9	45	42	30	5	capsule	0.45	5500	6	80	60	8	True	True	0	0	0	very_large	1	rotation	wh_dlc_dragon_ogre_large	6	giant_effects	80	60	0.75	False	1.15	0.75	5			0.3	1.45	0	False		True	False	wh_main_unit_combat	-1	-1	30
wh2_main_lzd_slann_mage	giant	1.5	3.4	2	4	4	35	30	30	2	circle	1	100	4	80	100	8	True	True	0	0	0	very_large	1	ignore	wh2_slann	6	war_beast_effects	0	0	0	False	1	0.8999999	3	wh_main_generic_character_aura		0.5	1.6	2	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_main_lzd_slann_mage_palanquin	artillery	1.4	3.4	3	5	4.4	35	30	30	2.5	circle	1	2500	4.5	80	100	8	True	True	0	0	0	very_large	1	ignore	wh2_slann	6	war_beast_effects	0	0	0	False	1	0.8999999	3			0.5	1.6	0	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_main_lzd_terradon_blessed_blood	giant	2	7	6	8	9	35	35	35	1.7	circle	1	500	2.5	360	260	8	True	True	1	11	12.5	large	1.5	rotation_x	wh_dragon_small_wyvern	3	war_beast_effects	0	0	0	False	0.7	0.85	3			0	2	0	False		True	False	wh_main_unit_combat	-1	-1	30
wh2_main_lzd_terradon_blood	giant	2	5	6	8	6.5	35	35	35	1.7	circle	1	400	2.5	360	200	8	True	True	1	9	12	large	1.5	rotation_x	wh_dragon_small_wyvern	3	war_beast_effects	0	0	0	False	0.7	0.85	3			0	2	0	False		True	False	wh_main_unit_combat	-1	-1	30
wh2_main_lzd_warbeast_rider_360_blood	man	1.5	3.5	2	4	4.5	35	30	30	0.6	circle	1	100	1	360	90	8	True	True	0	0	0	very_large	1	ignore	wh_goblin	0	infantry_light_effects	0	0	0	False	1	0.8999999	2			0.5	1.45	0	False		True	False	wh_main_unit_combat	-1	-1	30
wh2_main_lzd_warbeast_rider_360_hero_blood	man	1.5	3.5	2	4	4.5	35	30	30	0.6	circle	1	100	1.8	360	90	8	True	True	0	0	0	large	1	ignore	wh2_skinks	0	infantry_light_effects	0	0	0	False	1	0.8999999	2	wh_main_generic_character_aura		0.3	1.6	30	False		True	False	wh_main_unit_combat	-1	-1	30
wh2_main_lzd_warbeast_rider_360_hero_blood_kroqgar	man	1.5	3.5	2	4	4.5	35	30	30	0.6	circle	1	100	1.8	360	90	8	True	True	0	0	0	large	1	ignore	wh2_skinks	0	infantry_light_effects	0	0	0	False	1	0.8999999	2	wh_main_generic_character_aura		0.3	1.6	7	False		True	False	wh_main_unit_combat	-1	-1	30
wh2_main_rider_standard_360_blood	horse	2	7.8	7	7	10.8	35	30	25	0.6	circle	1	50	2	360	120	8	True	True	1	0	0	large	3	ignore	none	0	cavalry_effects	0	0	0	False	1	0.85	2			0.5	1.6	0	False		True	False	wh_main_unit_combat	-1	-1	30
wh2_main_skv_art_plagueclaw_catapult	artillery	1.9	2	1.5	3	2	30	20	20	3	capsule	0.5	3000	5.5	50	60	450	False	False	0	0	0	very_large	1.2	rotation	wh_war_machine_wood_medium	0	artillery_effects	0	0	0	False	1	0.75	5		dwf_grudgethrower	0.5	1.45	0	False	composite_scene\porthole\plagueclaw_catapult_porthole_01.csc	False	False	wh_main_unit_combat	-1	-1	30
wh2_main_skv_art_warp_lightning_cannon	artillery	1.9	2	1.5	3	2	30	20	20	3.5	capsule	0.5	3000	4.5	50	60	425	False	False	0	0	0	very_large	1.2	rotation	wh_war_machine_metal_large	0	artillery_effects	0	0	0	False	1	0.75	5		skv_warp_lightning_cannon	0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_main_skv_infantry	man	1.5	4.2	2	4	4.8	30	25	25	0.65	circle	1	100	1.5	80	120	8	True	True	0	0	0	small	1	ignore	none	0	infantry_light_effects	0	0	0	True	1	0.95	1			0.5	1.6	0	False		True	True	wh_main_unit_combat	-1	-1	30
wh2_main_skv_infantry_fast	man	1.5	5.4	5	6	6	30	25	25	0.6	circle	1	90	1.5	80	120	8	True	True	0	0	0	small	1	ignore	none	0	infantry_light_effects	0	0	0	True	1	0.95	1			0.5	1.6	0	False		True	True	wh_main_unit_combat	-1	-1	30
wh2_main_skv_infantry_fast_360	man	1.5	5.4	5	6	6	30	25	25	0.6	circle	1	90	1.5	360	120	8	True	True	0	0	0	small	1	ignore	none	0	infantry_light_effects	0	0	0	True	1	0.95	1			0.5	1.6	0	False		True	True	wh_main_unit_combat	-1	-1	30
wh2_main_skv_infantry_fast_hero	man	1.5	4.4	5	6	5.1	35	30	30	0.7	circle	1	400	1.8	80	180	8	True	True	0	0	0	small	1	ignore	wh_human_male	2	infantry_light_effects	60	60	0	True	1	0.8999999	1	wh_main_generic_character_aura		0.5	1.6	1	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_main_skv_infantry_fast_hero_assassin	man	1.5	5.4	5	6	6	35	30	30	0.7	circle	1	400	1.8	80	180	8	True	True	0	0	0	small	1	ignore	wh_human_male	2	infantry_light_effects	60	60	0	True	0.8	0.8999999	1	wh_main_generic_character_aura		0.5	1.6	30	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_main_skv_infantry_fast_hero_queek_headtaker	man	1.5	4	3	4	4.7	35	30	30	0.7	circle	1	400	1.9	80	180	8	True	True	0	0	0	small	1	ignore	wh_human_male	2	infantry_light_effects	60	60	0	True	1	0.8999999	1	wh_main_generic_character_aura		0.5	1.6	30	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_main_skv_infantry_heavy	man	1.5	3.8	2	5	4.5	30	25	25	0.7	circle	1	150	1.6	80	120	8	True	True	0	0	0	small	1	ignore	none	0	infantry_light_effects	0	0	0	True	1	0.95	1			0.5	1.6	0	False		True	True	wh_main_unit_combat	-1	-1	30
wh2_main_skv_infantry_heavy_globadiers	man	1.5	3.8	3	5	4.5	30	25	25	0.68	circle	1	150	1.6	80	120	8	True	True	0	0	0	small	1	ignore	none	0	infantry_light_effects	0	0	0	True	1	0.95	1			0.5	1.6	12	False		True	True	wh_main_unit_combat	-1	-1	30
wh2_main_skv_infantry_hero	man	1.5	4.2	2	4	4.8	30	25	25	0.7	circle	1	110	1.6	80	120	8	True	True	0	0	0	small	1	ignore	none	0	infantry_light_effects	60	60	0	True	1	0.95	1	wh_main_generic_character_aura		0.5	1.6	0	False		True	True	wh_main_unit_combat	-1	-1	30
wh2_main_skv_infantry_hero_grey_seer_plague	man	1.5	4.2	2	4	4.8	30	25	25	0.7	circle	1	110	1.6	80	120	8	True	True	0	0	0	small	1	ignore	none	0	infantry_light_effects	60	60	0	True	1	0.95	1	wh_main_generic_character_aura		0.5	1.6	30	False		True	True	wh_main_unit_combat	-1	-1	30
wh2_main_skv_infantry_hero_grey_seer_ruin	man	1.5	4.2	2	4	4.8	30	25	25	0.7	circle	1	110	1.6	80	120	8	True	True	0	0	0	small	1	ignore	none	0	infantry_light_effects	60	60	0	True	1	0.95	1	wh_main_generic_character_aura		0.5	1.6	30	False		True	True	wh_main_unit_combat	-1	-1	30
wh2_main_skv_infantry_hero_plague_priest	man	1.5	4.2	2	4	4.8	30	25	25	0.7	circle	1	110	1.6	80	120	8	True	True	0	0	0	small	1	ignore	none	0	infantry_light_effects	60	60	0	True	1	0.95	1	wh_main_generic_character_aura		0.5	1.6	4	False		True	True	wh_main_unit_combat	-1	-1	30
wh2_main_skv_infantry_hero_skrolk	man	1.5	4.2	2	4	4.8	30	25	25	0.7	circle	1	200	1.6	80	120	8	True	True	0	0	0	small	1	ignore	none	0	infantry_light_effects	60	60	0	True	1	0.95	1	wh_main_generic_character_aura		0.5	1.6	1	False		True	True	wh_main_unit_combat	-1	-1	30
wh2_main_skv_infantry_hero_warlock_engineer	man	1.5	4.2	2	4	4.8	30	25	25	0.7	circle	1	110	1.6	80	120	8	True	True	0	0	0	small	1	ignore	none	0	infantry_light_effects	60	60	0	True	1	0.95	1	wh_main_generic_character_aura		0.5	1.6	5	False		True	True	wh_main_unit_combat	-1	-1	30
wh2_main_skv_infantry_plague_monk	man	1.5	4.2	2	4	4.8	30	25	25	0.7	circle	1	100	1.6	80	120	8	True	True	0	0	0	small	1	ignore	none	0	infantry_light_effects	0	0	0	True	1	0.95	1			0.5	1.6	3	False		True	True	wh_main_unit_combat	-1	-1	30
wh2_main_skv_infantry_plague_monk_censer	man	1.5	4.2	2	4	4.8	30	25	25	0.72	circle	1	120	1.6	80	120	8	True	True	0	0	0	small	1	ignore	none	0	infantry_light_effects	0	0	0	True	1	0.95	1			0.5	1.6	5	False		True	True	wh_main_unit_combat	-1	-1	30
wh2_main_skv_infantry_small	man	1.5	4.2	2	4	4.8	30	25	25	0.55	circle	1	90	1.3	80	120	8	True	True	0	0	0	small	1	ignore	none	0	infantry_light_effects	0	0	0	True	1	0.95	1			0.5	1.6	6	False		True	True	wh_main_unit_combat	-1	-1	30
wh2_main_skv_infantry_weaponteam	giant	1.4	3.8	2	4	4.4	30	25	25	1.3	ellipse	0.6	150	1.6	80	120	8	True	True	0	0	0	small	1	ignore	none	0	infantry_light_effects	0	0	0	False	1	0.95	1			0.5	1.6	0	False		True	True	wh_main_unit_combat	-1	-1	30
wh2_main_skv_monster_bonebreaker	giant	2	6	4	4	8.2	40	35	35	1.4	circle	1	1500	4	80	80	8	True	True	0	0	0	large	1	ignore	none	3	monstrous_infantry_effects	50	50	0	False	0.8	0.75	3			0.5	1.45	1	False		True	False	wh_main_unit_combat	-1	-1	30
wh2_main_skv_monster_hell_pit_abomination	giant	2	4	3	4	8	45	40	40	4.6	capsule	0.65	5000	6	80	60	8	True	True	0	0	0	very_large	1	rotation	none	7	war_beast_effects	50	50	0	False	1	0.75	5			0.25	1.45	14	False		True	False	wh_main_unit_combat	-1	-1	30
wh2_main_skv_monster_rat_ogre	giant	2	6	3.5	5	8	40	35	35	1	circle	1	1500	2.8	80	100	8	True	True	0	0	0	large	1	ignore	none	3	monstrous_infantry_effects	20	20	0	False	0.8	0.75	3			0.5	1.6	0	False		True	False	wh_main_unit_combat	-1	-1	30
wh2_main_skv_vehicle_doomwheel	chariot	1.5	7.2	3	5	10.6	35	30	30	3	capsule	0.45	4000	3	60	60	8	True	True	0	0	0	very_large	1	rotation	none	5	war_beast_effects	0	0	0	False	1	0.25	20			0.25	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_main_skv_vehicle_doomwheel_warp_lightning_gun	giant	1.5	7.2	3	5	10.6	35	30	30	0.1	circle	1	10	0.1	120	60	8	True	True	0	0	0	very_large	1	rotation	none	5	war_beast_effects	0	0	0	False	1	0.25	20			0.25	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_main_skv_vehicle_plague_furnace	chariot	3	4	3	4	4.8	35	30	30	4.2	capsule	0.6	2000	9.2	80	60	8	True	True	0	0	0	very_large	1	rotation	wh2_war_machine_SKV_plague_furnace	5	war_beast_effects	0	0	0	False	1	0.75	5			0.25	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_main_skv_vehicle_screaming_bell	chariot	3	4.2	3	4	5	35	30	30	4.2	capsule	0.6	2000	9.2	80	60	8	True	True	0	0	0	very_large	1	rotation	wh2_war_machine_SKV_screaming_bell	5	war_beast_effects	0	0	0	False	1	0.75	5			0.25	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	30
wh2_main_vehicle_cauldron_of_blood	artillery	1.6	5	4	6	7.2	35	30	30	4	capsule	0.42	3000	6	40	60	8	False	False	1	0	0	very_large	1	rotation	wh2_hef_cauldron_of_blood	6	artillery_effects	0	0	0	False	1	0.8	4			0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	30
wh_main_cavalry_rider_standard_blood_kroq_gar	man	1.5	3.3	2	4	4.5	35	30	25	0.6	circle	1	100	1.8	360	90	8	True	True	0	0	0	medium	1	ignore	wh_human_male	0	infantry_light_effects	0	0	0	False	1	0.8999999	2	wh_main_generic_character_aura		0.5	1.6	7	False		True	False	wh_main_unit_combat	-1	-1	30
wh_main_dwf_inf_dwarfs_crew_blood_dismembers	man	1.9	2.8	3	4	3.7	30	25	25	0.6	circle	1	120	1.4	80	120	8	True	True	0	0	0	small	1.3	ignore	wh_dwarf_default	0	infantry_light_effects	0	0	0	True	1	0.8999999	1			0.5	1.6	0	False		True	True	wh_main_unit_combat	-1	-1	30
wh_main_dwf_inf_dwarfs_hammerers_blood_dismembers	man	1.5	2.8	3	4	3.7	30	25	25	0.65	circle	1	150	1.4	80	120	8	True	True	0	0	0	small	1.3	ignore	wh_dwarf_default	0	infantry_light_effects	0	0	0	True	1	0.8999999	1			0.5	1.6	0	False		True	True	wh_main_unit_combat	-1	-1	30
wh_main_emp_cav_outriders_blood	horse	2	8.4	7	7	10.8	35	30	25	1.4	ellipse	0.5	700	2	60	120	8	True	True	1	0	0	medium	3	rotation_x	wh_horse_normal	0	cavalry_effects	0	0	0	False	1	0.85	2			0.5	1.6	0	False		True	False	wh_main_unit_combat	-1	-1	30
wh_main_flying_terrorgheist_blood_qb	giant	3	6.5	6	10	8.8	35	35	35	3.3	capsule	0.3	2025	3	60	100	8	True	True	1	9	13	very_large	1.5	rotation	wh_dragon_small_wyvern	6	war_beast_effects	55	50	0	False	1	0.8	4			0	1.45	0	False		True	False	wh_main_unit_combat	-1	-1	30
wh_main_grn_inf_night_goblin_blood_dismembers	man	1.5	3.4	4	5	4	35	30	30	0.5	circle	1	90	1.2	60	180	8	True	True	0	0	0	small	1	ignore	wh_goblin	0	infantry_light_effects	0	0	0	True	1	0.95	1			0.5	1.6	0	False		True	True	wh_main_unit_combat	-1	-1	30
wh_main_vehicle_chs_chariot_articulation	chariot	1.5	7.8	6	7	10.8	35	30	25	3.4	capsule	0.38	1100	2	60	80	8	True	True	2	0	0	large	3	rotation	wh_chariot_wood	3	artillery_effects	0	0	0	False	1	0.8	4			0.5	1.45	0	False		False	False	wh_main_unit_combat	-1	-1	30
wh_main_vehicle_chs_chariot_draught	horse	1.5	7.8	6	7	10.8	35	30	25	1.4	ellipse	0.5	700	1.8	360	80	8	True	True	2	0	0	large	3	rotation	wh_chariot_wood	3	artillery_effects	0	0	0	False	1	0.8	4			0.5	1.6	0	False		True	False	wh_main_unit_combat	-1	-1	30
