advice_levels_tables
3
key	advice_thread	advice_thread_level	points_needed	game_area	category	sub_category	max_repeat_count	repeat_interval	unknown9	unknown10	high_verbosity_only	locatable	parameter	unknown14	unknown15	suppressible	unknown17	audio_clip	advisor_name	for_loading_screen	movie_link
2069546088	wh2.camp.prelude.ft.004.def	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2081177130	wh2.camp.vortex.advice.early_game.ritual_buildings.040	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2084437776	wh2.camp.vortex.skrolk.early_game.005	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	faction_leader	False	
2086692374	wh2.camp.prelude.ft.021.skv	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2088249794	wh2.camp.vortex.queek.early_game.004	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	faction_leader	False	
2100441528	war.camp.advice.quest.mazdamundi.sunburst_standard_of_hexoatl.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2101300215	wh2.battle.intro.600	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2102838959	wh2.battle.advice.army_abilities.001	1	1	Scripted	Advice	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2105307894	wh2.camp.advice.geomantic_web.001	1	1	Scripted	Advice	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2111414646	wh2.camp.vortex.kroqgar.early_game.005	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	faction_leader	False	
213352615	wh2.camp.mazdamundi.intro.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2136885613	wh2.camp.vortex.skrolk.early_game.004	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	faction_leader	False	
2138970741	wh2.camp.vortex.advice.early_game.tech_research.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139663924	war.camp.prelude.grn.intro.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667161	war.camp.prelude.grn.ft.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667166	war.camp.prelude.grn.ft.002	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667168	war.camp.prelude.grn.ft.003	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667170	war.camp.prelude.grn.ft.004	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667172	war.camp.prelude.grn.ft.005	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667175	war.camp.prelude.grn.ft.006	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667185	war.camp.prelude.grn.ft.007	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667192	war.camp.prelude.grn.ft.008	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667195	war.camp.prelude.grn.attacking_enemy.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667210	war.camp.prelude.grn.ft.009	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667217	war.camp.prelude.grn.ft.010	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667221	war.camp.prelude.grn.ft.011	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667228	war.camp.prelude.grn.ft.012	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667234	war.camp.prelude.grn.ft.013	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667237	war.camp.prelude.grn.capture_settlement.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667240	war.camp.advice.missions.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667248	war.camp.advice.pre_battle_options.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667255	war.camp.prelude.dwf.ft.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667260	war.camp.prelude.dwf.ft.002	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667270	war.camp.prelude.dwf.ft.003	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667277	war.camp.prelude.dwf.ft.004	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667284	war.camp.prelude.dwf.ft.005	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667288	war.camp.prelude.dwf.ft.006	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667295	war.camp.prelude.dwf.ft.007	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667302	war.camp.prelude.dwf.ft.008	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667304	war.camp.prelude.dwf.ft.009	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667313	war.camp.prelude.dwf.ft.010	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667322	war.camp.prelude.dwf.ft.011	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667327	war.camp.prelude.dwf.ft.012	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667337	war.camp.prelude.dwf.ft.013	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667340	war.camp.prelude.vmp.ft.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667349	war.camp.prelude.vmp.ft.002	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667353	war.camp.prelude.vmp.ft.003	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667357	war.camp.prelude.vmp.ft.004	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667358	war.camp.prelude.vmp.ft.005	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667363	war.camp.prelude.vmp.ft.006	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667365	war.camp.prelude.vmp.ft.007	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667369	war.camp.prelude.vmp.ft.008	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667375	war.camp.prelude.vmp.ft.009	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667379	war.camp.prelude.vmp.ft.010	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667386	war.camp.prelude.vmp.ft.011	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667387	war.camp.prelude.vmp.ft.012	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667395	war.camp.prelude.vmp.ft.013	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667404	war.camp.prelude.emp.ft.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667405	war.camp.prelude.emp.ft.002	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667415	war.camp.prelude.emp.ft.003	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667417	war.camp.prelude.emp.ft.004	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667424	war.camp.prelude.emp.ft.005	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667431	war.camp.prelude.emp.ft.006	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667437	war.camp.prelude.emp.ft.007	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667439	war.camp.prelude.emp.ft.008	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667440	war.camp.prelude.emp.ft.009	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667447	war.camp.prelude.emp.ft.010	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667448	war.camp.prelude.emp.ft.011	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667452	war.camp.prelude.emp.ft.012	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667454	war.camp.prelude.emp.ft.013	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667472	war.camp.prelude.vmp.attacking_enemy.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667477	war.camp.prelude.vmp.capture_settlement.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667484	war.camp.prelude.emp.attacking_enemy.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667497	war.camp.advice.commandments.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667509	war.camp.prelude.grn.first_quest_battle.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667518	war.camp.prelude.grn.public_order.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667522	war.camp.advice.public_order.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667529	war.camp.advice.diplomacy.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667535	war.camp.advice.diplomacy.002	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667544	war.camp.advice.war.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667550	war.camp.advice.alliances.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667551	war.camp.prelude.grn.technology.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667552	war.camp.advice.character_skills.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667556	war.camp.prelude.grn.intro.002	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667561	war.camp.prelude.grn.intro.003	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667571	war.camp.prelude.grn.intro.004	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667581	war.camp.prelude.vmp.intro.001	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667599	war.camp.prelude.vmp.intro.002	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667607	war.camp.prelude.vmp.intro.003	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667613	war.camp.prelude.vmp.intro.004	1	1	Campaign	Advice	Camera Fly-bys	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667630	war.camp.advice.technology.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667645	war.camp.prelude.vmp.first_quest_battle.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667648	war.camp.prelude.dwf.capture_settlement.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667652	war.camp.prelude.dwf.intro.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667662	war.camp.prelude.dwf.intro.002	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667665	war.camp.prelude.dwf.intro.003	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667675	war.camp.prelude.dwf.intro.004	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667704	war.camp.prelude.dwf.first_quest_battle.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667709	war.camp.prelude.emp.intro.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667715	war.camp.prelude.emp.intro.002	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667716	war.camp.prelude.emp.intro.003	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667720	war.camp.prelude.emp.intro.004	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667728	war.camp.prelude.emp.capture_settlement.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667737	war.camp.advice.attrition.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667786	war.camp.advice.chaos_wastes.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667795	war.camp.advice.revolts.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667797	war.camp.advice.revolts.002	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667801	war.camp.advice.corruption.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667804	war.camp.advice.expenditure.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667827	war.camp.advice.trade.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667829	war.camp.advice.trade.002	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667837	war.camp.advice.bankruptcy.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667841	war.camp.advice.bankruptcy.002	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667846	war.camp.advice.non_aggression_pact.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667856	war.camp.advice.war.002	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667857	war.camp.advice.chaos.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667863	war.camp.advice.hordes.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667876	war.camp.advice.unification.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667885	war.camp.advice.civil_war.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667902	war.camp.advice.titles.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667912	war.camp.advice.heroes.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667918	war.camp.advice.heroes.002	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667927	war.camp.advice.heroic_actions.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667932	war.camp.advice.post_battle_options.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667941	war.camp.advice.post_battle_options.002	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667949	war.battle.prelude.intro.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667956	war.battle.prelude.intro.010	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667964	war.battle.prelude.intro.020	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667970	war.battle.prelude.intro.030	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667979	war.battle.prelude.intro.031	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667987	war.battle.prelude.intro.032	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139667993	war.battle.prelude.intro.033	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668000	war.battle.prelude.intro.040	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668008	war.battle.prelude.intro.050	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668011	war.battle.prelude.intro.060	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668018	war.battle.prelude.intro.070	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668024	war.battle.prelude.intro.080	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668029	war.battle.prelude.intro.090	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668037	war.battle.prelude.intro.100	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668040	war.battle.prelude.intro.110	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668042	war.battle.prelude.intro.111	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668043	war.battle.prelude.intro.120	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668045	war.battle.prelude.intro.121	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668054	war.battle.prelude.intro.130	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668061	war.battle.prelude.intro.131	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668066	war.battle.prelude.intro.132	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668067	war.battle.prelude.intro.133	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668071	war.camp.prelude.grn.greenskins.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668074	war.camp.prelude.grn.fightiness.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668075	war.camp.prelude.dwf.attacking_enemy.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668077	war.camp.prelude.dwf.ft.014	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668078	war.camp.prelude.dwf.ft.015	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668082	war.camp.prelude.dwf.public_order.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668088	war.camp.prelude.dwf.dwarfs.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668098	war.camp.prelude.dwf.underways.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668104	war.camp.prelude.vmp.ft.014	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668109	war.camp.prelude.vmp.ft.015	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668117	war.camp.prelude.vmp.vampires.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668119	war.camp.prelude.vmp.raising_dead.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668146	war.camp.prelude.emp.first_quest_battle.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668156	war.camp.prelude.emp.public_order.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668164	war.camp.advice.zones_of_control.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668173	war.camp.advice.stances.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668178	war.camp.advice.autoresolving.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668185	war.camp.advice.reinforcements.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668194	war.camp.advice.ambushes.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668200	war.camp.advice.siege_warfare.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668210	war.camp.advice.buildings.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668213	war.camp.advice.building_repair.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668221	war.camp.advice.building_repair.002	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668222	war.camp.advice.money.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668229	war.camp.advice.raise_forces.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668236	war.camp.prelude.emp.technology.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668240	war.camp.prelude.emp.technology.002	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668304	war.camp.advice.heroes.003	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668306	war.camp.advice.character_details.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668315	war.camp.advice.lords.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668323	war.camp.advice.lords.002	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668326	war.camp.advice.unit_exchange.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668330	war.camp.advice.unit_recruitment.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668339	war.camp.advice.unit_types.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668349	war.camp.advice.fightiness.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668357	war.camp.advice.waaagh.001	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
2139668363	war.camp.advice.waaagh.002	1	1	Scripted	Scripted	Scripted	0	0	0	False	False	False	none	False	False	False	False	n	standard_advisor	False	
