ui_unit_bullet_point_unit_overrides_tables
0
bullet_point	unit_key
primal_instincts	wh2_main_lzd_mon_kroxigors
armour_piercing	wh2_main_lzd_mon_stegadon_0
armoured	wh2_main_lzd_mon_stegadon_0
rampage	wh2_main_lzd_mon_stegadon_0
terror	wh2_main_lzd_mon_stegadon_0
armour_piercing	wh2_main_lzd_mon_stegadon_1
armoured	wh2_main_lzd_mon_stegadon_1
poison	wh2_main_lzd_mon_stegadon_1
terror	wh2_main_lzd_mon_stegadon_1
armour_piercing	wh2_main_lzd_mon_stegadon_blessed_1
armoured	wh2_main_lzd_mon_stegadon_blessed_1
perfect_vigour	wh2_main_lzd_mon_stegadon_blessed_1
poison	wh2_main_lzd_mon_stegadon_blessed_1
anti_infantry	wh2_main_skv_art_plagueclaw_catapult
armour_piercing_ranged	wh2_main_skv_art_plagueclaw_catapult
plagueclaw_contagion	wh2_main_skv_art_plagueclaw_catapult
anti_large	wh2_main_skv_art_warp_lightning_cannon
armour_piercing_ranged	wh2_main_skv_art_warp_lightning_cannon
dodge	wh2_main_skv_cha_assassin
duellist	wh2_main_skv_cha_assassin
stalk	wh2_main_skv_cha_assassin
spellcaster	wh2_main_skv_cha_grey_seer_plague_0
armoured	wh2_main_skv_cha_grey_seer_plague_1
magical_aura	wh2_main_skv_cha_grey_seer_plague_1
ranged_attack	wh2_main_skv_cha_grey_seer_plague_1
spellcaster	wh2_main_skv_cha_grey_seer_plague_1
spellcaster	wh2_main_skv_cha_grey_seer_ruin_0
armoured	wh2_main_skv_cha_grey_seer_ruin_1
magical_aura	wh2_main_skv_cha_grey_seer_ruin_1
ranged_attack	wh2_main_skv_cha_grey_seer_ruin_1
spellcaster	wh2_main_skv_cha_grey_seer_ruin_1
decent_melee	wh2_main_skv_cha_lord_skrolk
frenzy	wh2_main_skv_cha_lord_skrolk
plague_censer	wh2_main_skv_cha_lord_skrolk
spellcaster	wh2_main_skv_cha_lord_skrolk
armour_piercing	wh2_main_skv_cha_plague_priest_0
frenzy	wh2_main_skv_cha_plague_priest_0
plague_censer	wh2_main_skv_cha_plague_priest_0
spellcaster	wh2_main_skv_cha_plague_priest_0
armour_piercing	wh2_main_skv_cha_plague_priest_2
armoured	wh2_main_skv_cha_plague_priest_2
magical_aura	wh2_main_skv_cha_plague_priest_2
spellcaster	wh2_main_skv_cha_plague_priest_2
anti_infantry	wh2_main_skv_cha_queek_headtaker
armour_piercing	wh2_main_skv_cha_queek_headtaker
armoured	wh2_main_skv_cha_queek_headtaker
duellist	wh2_main_skv_cha_queek_headtaker
armour_piercing	wh2_main_skv_cha_warlock_engineer
spellcaster	wh2_main_skv_cha_warlock_engineer
armoured_and_shielded	wh2_main_skv_cha_warlord_0
armour_piercing	wh2_main_skv_cha_warlord_1
armoured	wh2_main_skv_cha_warlord_1
frenzy	wh2_main_skv_cha_warlord_1
anti_large	wh2_main_skv_inf_clanrat_spearmen_0
charge_reflector_vs_large	wh2_main_skv_inf_clanrat_spearmen_0
meat_shield	wh2_main_skv_inf_clanrat_spearmen_0
anti_large	wh2_main_skv_inf_clanrat_spearmen_1
charge_reflector_vs_large	wh2_main_skv_inf_clanrat_spearmen_1
meat_shield	wh2_main_skv_inf_clanrat_spearmen_1
shielded	wh2_main_skv_inf_clanrat_spearmen_1
meat_shield	wh2_main_skv_inf_clanrats_0_summoned_small
meat_shield	wh2_main_skv_inf_clanrats_0_summoned
meat_shield	wh2_main_skv_inf_clanrats_0
meat_shield	wh2_main_skv_inf_clanrats_1
shielded	wh2_main_skv_inf_clanrats_1
anti_infantry	wh2_main_skv_inf_death_globe_bombardiers
armour_piercing_ranged	wh2_main_skv_inf_death_globe_bombardiers
armoured	wh2_main_skv_inf_death_globe_bombardiers
death_globe	wh2_main_skv_inf_death_globe_bombardiers
concealment_bombs	wh2_main_skv_inf_death_runners_0_summoned
dodge	wh2_main_skv_inf_death_runners_0_summoned
stalk	wh2_main_skv_inf_death_runners_0_summoned
weeping_blade	wh2_main_skv_inf_death_runners_0_summoned
concealment_bombs	wh2_main_skv_inf_death_runners_0
dodge	wh2_main_skv_inf_death_runners_0
stalk	wh2_main_skv_inf_death_runners_0
weeping_blade	wh2_main_skv_inf_death_runners_0
dodge	wh2_main_skv_inf_gutter_runner_slingers_0
snare_net	wh2_main_skv_inf_gutter_runner_slingers_0
stalk	wh2_main_skv_inf_gutter_runner_slingers_0
vanguard_deployment	wh2_main_skv_inf_gutter_runner_slingers_0
dodge	wh2_main_skv_inf_gutter_runner_slingers_1
snare_net	wh2_main_skv_inf_gutter_runner_slingers_1
stalk	wh2_main_skv_inf_gutter_runner_slingers_1
vanguard_deployment	wh2_main_skv_inf_gutter_runner_slingers_1
dodge	wh2_main_skv_inf_gutter_runners_0
fire_whilst_moving	wh2_main_skv_inf_gutter_runners_0
snare_net	wh2_main_skv_inf_gutter_runners_0
stalk	wh2_main_skv_inf_gutter_runners_0
vanguard_deployment	wh2_main_skv_inf_gutter_runners_0
dodge	wh2_main_skv_inf_gutter_runners_1
fire_whilst_moving	wh2_main_skv_inf_gutter_runners_1
snare_net	wh2_main_skv_inf_gutter_runners_1
stalk	wh2_main_skv_inf_gutter_runners_1
vanguard_deployment	wh2_main_skv_inf_gutter_runners_1
decent_melee	wh2_main_skv_inf_night_runners_0
dodge	wh2_main_skv_inf_night_runners_0
fire_whilst_moving	wh2_main_skv_inf_night_runners_0
vanguard_deployment	wh2_main_skv_inf_night_runners_0
decent_melee	wh2_main_skv_inf_night_runners_1
dodge	wh2_main_skv_inf_night_runners_1
vanguard_deployment	wh2_main_skv_inf_night_runners_1
armour_piercing	wh2_main_skv_inf_plague_monk_censer_bearer
damage_dealer	wh2_main_skv_inf_plague_monk_censer_bearer
frenzy	wh2_main_skv_inf_plague_monk_censer_bearer
plague_censer	wh2_main_skv_inf_plague_monk_censer_bearer
anti_infantry	wh2_main_skv_inf_plague_monks_summoned
damage_dealer	wh2_main_skv_inf_plague_monks_summoned
frenzy	wh2_main_skv_inf_plague_monks_summoned
anti_infantry	wh2_main_skv_inf_plague_monks
damage_dealer	wh2_main_skv_inf_plague_monks
frenzy	wh2_main_skv_inf_plague_monks
anti_large	wh2_main_skv_inf_poison_wind_globadiers
lethal_poison	wh2_main_skv_inf_poison_wind_globadiers
armoured	wh2_main_skv_inf_poison_wind_globadiers
poison_wind_globes	wh2_main_skv_inf_poison_wind_globadiers
expendable	wh2_main_skv_inf_skavenslave_slingers_0
meat_shield	wh2_main_skv_inf_skavenslave_slingers_0
poor_morale	wh2_main_skv_inf_skavenslave_slingers_0
anti_large	wh2_main_skv_inf_skavenslave_spearmen_0_summoned
expendable	wh2_main_skv_inf_skavenslave_spearmen_0_summoned
meat_shield	wh2_main_skv_inf_skavenslave_spearmen_0_summoned
poor_morale	wh2_main_skv_inf_skavenslave_spearmen_0_summoned
anti_large	wh2_main_skv_inf_skavenslave_spearmen_0
expendable	wh2_main_skv_inf_skavenslave_spearmen_0
meat_shield	wh2_main_skv_inf_skavenslave_spearmen_0
poor_morale	wh2_main_skv_inf_skavenslave_spearmen_0
expendable	wh2_main_skv_inf_skavenslaves_0
meat_shield	wh2_main_skv_inf_skavenslaves_0
poor_morale	wh2_main_skv_inf_skavenslaves_0
anti_large	wh2_main_skv_inf_stormvermin_0_summoned
armour_piercing	wh2_main_skv_inf_stormvermin_0_summoned
armoured	wh2_main_skv_inf_stormvermin_0_summoned
charge_reflector_vs_large	wh2_main_skv_inf_stormvermin_0_summoned
anti_large	wh2_main_skv_inf_stormvermin_0
armour_piercing	wh2_main_skv_inf_stormvermin_0
armoured	wh2_main_skv_inf_stormvermin_0
charge_reflector_vs_large	wh2_main_skv_inf_stormvermin_0
armoured_and_shielded	wh2_main_skv_inf_stormvermin_1
anti_infantry	wh2_main_skv_inf_warpfire_thrower
damage_dealer	wh2_main_skv_inf_warpfire_thrower
warpfire	wh2_main_skv_inf_warpfire_thrower
unbreakable	wh2_main_skv_mon_hell_pit_abomination
regeneration	wh2_main_skv_mon_hell_pit_abomination
terror	wh2_main_skv_mon_hell_pit_abomination
too_horrible_to_die	wh2_main_skv_mon_hell_pit_abomination
armour_piercing	wh2_main_skv_mon_rat_ogres
frenzy	wh2_main_skv_mon_rat_ogres
anti_infantry	wh2_main_skv_veh_doomwheel
armour_piercing	wh2_main_skv_veh_doomwheel
armoured	wh2_main_skv_veh_doomwheel
zzzzap	wh2_main_skv_veh_doomwheel
anti_infantry	wh_dlc01_chs_cav_gorebeast_chariot
armour_piercing	wh_dlc01_chs_cav_gorebeast_chariot
armoured	wh_dlc01_chs_cav_gorebeast_chariot
armoured	wh_dlc01_chs_cha_chaos_lord_10
scaly_skin	wh_dlc01_chs_cha_chaos_lord_10
terror	wh_dlc01_chs_cha_chaos_lord_10
armour_piercing	wh_dlc01_chs_cha_chaos_lord_2
armoured	wh_dlc01_chs_cha_chaos_lord_2
scaly_skin	wh_dlc01_chs_cha_chaos_lord_2
terror	wh_dlc01_chs_cha_chaos_lord_2
armoured	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_0
spellcaster	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_0
armour_piercing	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_10
armoured	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_10
scaly_skin	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_10
spellcaster	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_10
terror	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_10
armoured	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_12
spellcaster	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_12
armoured	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_13
spellcaster	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_13
armoured	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_9
scaly_skin	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_9
spellcaster	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_9
terror	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_9
armoured	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_0
spellcaster	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_0
armour_piercing	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_10
armoured	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_10
scaly_skin	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_10
spellcaster	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_10
terror	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_10
armoured	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_12
spellcaster	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_12
armoured	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_13
spellcaster	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_13
armoured	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_9
scaly_skin	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_9
spellcaster	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_9
terror	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_9
armoured	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_0
spellcaster	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_0
armour_piercing	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_10
armoured	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_10
scaly_skin	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_10
spellcaster	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_10
terror	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_10
armoured	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_12
spellcaster	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_12
armoured	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_13
spellcaster	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_13
scaly_skin	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_9
spellcaster	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_9
terror	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_9
armoured	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_0
spellcaster	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_0
armoured	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_1
spellcaster	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_1
armoured	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_2
spellcaster	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_2
armoured	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_3
scaly_skin	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_3
spellcaster	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_3
terror	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_3
armour_piercing	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_4
armoured_and_shielded	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_4
scaly_skin	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_4
spellcaster	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_4
terror	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_4
armoured	wh_dlc01_chs_cha_chaos_sorcerer_shadows_0
spellcaster	wh_dlc01_chs_cha_chaos_sorcerer_shadows_0
armoured	wh_dlc01_chs_cha_chaos_sorcerer_shadows_1
spellcaster	wh_dlc01_chs_cha_chaos_sorcerer_shadows_1
armoured	wh_dlc01_chs_cha_chaos_sorcerer_shadows_2
spellcaster	wh_dlc01_chs_cha_chaos_sorcerer_shadows_2
armoured	wh_dlc01_chs_cha_chaos_sorcerer_shadows_3
scaly_skin	wh_dlc01_chs_cha_chaos_sorcerer_shadows_3
spellcaster	wh_dlc01_chs_cha_chaos_sorcerer_shadows_3
terror	wh_dlc01_chs_cha_chaos_sorcerer_shadows_3
armoured	wh_dlc01_chs_cha_exalted_hero_10
scaly_skin	wh_dlc01_chs_cha_exalted_hero_10
terror	wh_dlc01_chs_cha_exalted_hero_10
armour_piercing	wh_dlc01_chs_cha_kholek
armoured	wh_dlc01_chs_cha_kholek
scaly_skin	wh_dlc01_chs_cha_kholek
terror	wh_dlc01_chs_cha_kholek
armoured_and_shielded	wh_dlc01_chs_cha_prince_sigvald_the_magnificent
charge_reflector	wh_dlc01_chs_cha_prince_sigvald_the_magnificent
duellist	wh_dlc01_chs_cha_prince_sigvald_the_magnificent
melee_expert	wh_dlc01_chs_cha_prince_sigvald_the_magnificent
spellcaster	wh_dlc01_chs_cha_qb_lord_of_change_0
terror	wh_dlc01_chs_cha_qb_lord_of_change_0
unbreakable	wh_dlc01_chs_cha_qb_lord_of_change_0
armour_piercing	wh_dlc01_chs_inf_chaos_warriors_2
armoured	wh_dlc01_chs_inf_chaos_warriors_2
anti_large	wh_dlc01_chs_inf_chosen_2
charge_reflector	wh_dlc01_chs_inf_chosen_2
armoured	wh_dlc01_chs_inf_forsaken_0
damage_dealer	wh_dlc01_chs_inf_forsaken_0
frenzy	wh_dlc01_chs_inf_forsaken_0
armour_piercing	wh_dlc01_chs_mon_dragon_ogre_shaggoth
armoured	wh_dlc01_chs_mon_dragon_ogre_shaggoth
scaly_skin	wh_dlc01_chs_mon_dragon_ogre_shaggoth
terror	wh_dlc01_chs_mon_dragon_ogre_shaggoth
anti_large	wh_dlc01_chs_mon_dragon_ogre
armour_piercing	wh_dlc01_chs_mon_dragon_ogre
scaly_skin	wh_dlc01_chs_mon_dragon_ogre
armour_piercing	wh_dlc01_chs_mon_trolls_1
armoured	wh_dlc01_chs_mon_trolls_1
poor_morale	wh_dlc01_chs_mon_trolls_1
regeneration	wh_dlc01_chs_mon_trolls_1
armoured	wh_dlc01_nor_cha_chaos_sorcerer_lord_0
spellcaster	wh_dlc01_nor_cha_chaos_sorcerer_lord_0
armoured	wh_dlc01_nor_cha_chaos_sorcerer_lord_1
spellcaster	wh_dlc01_nor_cha_chaos_sorcerer_lord_1
anti_large	wh_dlc02_vmp_cav_blood_knights_0
armoured_and_shielded	wh_dlc02_vmp_cav_blood_knights_0
frenzy	wh_dlc02_vmp_cav_blood_knights_0
anti_infantry	wh_dlc03_bst_cav_razorgor_chariot_0
armour_piercing	wh_dlc03_bst_cav_razorgor_chariot_0
armoured	wh_dlc03_bst_cav_razorgor_chariot_0
large_bst	wh_dlc03_bst_cav_razorgor_chariot_0
armoured	wh_dlc03_bst_cha_beastlord_0
melee_expert	wh_dlc03_bst_cha_beastlord_0
anti_infantry	wh_dlc03_bst_cha_beastlord_1
armour_piercing	wh_dlc03_bst_cha_beastlord_1
armoured	wh_dlc03_bst_cha_beastlord_1
large_bst	wh_dlc03_bst_cha_beastlord_1
spellcaster	wh_dlc03_bst_cha_bray_shaman_beasts_0
anti_infantry	wh_dlc03_bst_cha_bray_shaman_beasts_1
armour_piercing	wh_dlc03_bst_cha_bray_shaman_beasts_1
large_bst	wh_dlc03_bst_cha_bray_shaman_beasts_1
spellcaster	wh_dlc03_bst_cha_bray_shaman_beasts_1
spellcaster	wh_dlc03_bst_cha_bray_shaman_death_0
anti_infantry	wh_dlc03_bst_cha_bray_shaman_death_1
armour_piercing	wh_dlc03_bst_cha_bray_shaman_death_1
large_bst	wh_dlc03_bst_cha_bray_shaman_death_1
spellcaster	wh_dlc03_bst_cha_bray_shaman_death_1
spellcaster	wh_dlc03_bst_cha_bray_shaman_shadows_0
anti_infantry	wh_dlc03_bst_cha_bray_shaman_shadows_1
armour_piercing	wh_dlc03_bst_cha_bray_shaman_shadows_1
large_bst	wh_dlc03_bst_cha_bray_shaman_shadows_1
spellcaster	wh_dlc03_bst_cha_bray_shaman_shadows_1
spellcaster	wh_dlc03_bst_cha_bray_shaman_wild_0
anti_infantry	wh_dlc03_bst_cha_bray_shaman_wild_1
armour_piercing	wh_dlc03_bst_cha_bray_shaman_wild_1
large_bst	wh_dlc03_bst_cha_bray_shaman_wild_1
spellcaster	wh_dlc03_bst_cha_bray_shaman_wild_1
anti_large	wh_dlc03_bst_cha_gorebull_0
armour_piercing	wh_dlc03_bst_cha_gorebull_0
armoured	wh_dlc03_bst_cha_gorebull_0
armoured	wh_dlc03_bst_cha_khazrak_one_eye_0
melee_expert	wh_dlc03_bst_cha_khazrak_one_eye_0
vanguard_deployment	wh_dlc03_bst_cha_khazrak_one_eye_0
anti_infantry	wh_dlc03_bst_cha_khazrak_one_eye_1
armour_piercing	wh_dlc03_bst_cha_khazrak_one_eye_1
armoured	wh_dlc03_bst_cha_khazrak_one_eye_1
large_bst	wh_dlc03_bst_cha_khazrak_one_eye_1
spellcaster	wh_dlc03_bst_cha_malagor_the_dark_omen_0
large_bst	wh_dlc03_bst_feral_manticore
terror	wh_dlc03_bst_feral_manticore
armour_piercing	wh_dlc03_bst_inf_bestigor_herd_0
armoured	wh_dlc03_bst_inf_bestigor_herd_0
shielded	wh_dlc03_bst_inf_centigors_0
vanguard_deployment	wh_dlc03_bst_inf_centigors_0
very_fast	wh_dlc03_bst_inf_centigors_0
armour_piercing_ranged	wh_dlc03_bst_inf_centigors_1
vanguard_deployment	wh_dlc03_bst_inf_centigors_1
very_fast	wh_dlc03_bst_inf_centigors_1
armour_piercing	wh_dlc03_bst_inf_centigors_2
vanguard_deployment	wh_dlc03_bst_inf_centigors_2
very_fast	wh_dlc03_bst_inf_centigors_2
scaly_skin	wh_dlc03_bst_inf_chaos_warhounds_0
vanguard_deployment	wh_dlc03_bst_inf_chaos_warhounds_0
very_fast	wh_dlc03_bst_inf_chaos_warhounds_0
weak_anti_armour	wh_dlc03_bst_inf_chaos_warhounds_0
lethal_poison	wh_dlc03_bst_inf_chaos_warhounds_1
damage_dealer	wh_dlc03_bst_inf_chaos_warhounds_1
vanguard_deployment	wh_dlc03_bst_inf_chaos_warhounds_1
regeneration	wh_dlc03_bst_inf_chaos_warhounds_1
armour_piercing	wh_dlc03_bst_inf_cygor_0_summoned
large_bst	wh_dlc03_bst_inf_cygor_0_summoned
ranged_attack	wh_dlc03_bst_inf_cygor_0_summoned
terror	wh_dlc03_bst_inf_cygor_0_summoned
armour_piercing	wh_dlc03_bst_inf_cygor_0
large_bst	wh_dlc03_bst_inf_cygor_0
ranged_attack	wh_dlc03_bst_inf_cygor_0
terror	wh_dlc03_bst_inf_cygor_0
vanguard_deployment	wh_dlc03_bst_inf_gor_herd_0
shielded	wh_dlc03_bst_inf_gor_herd_1
armour_piercing	wh_dlc03_bst_inf_minotaurs_0
large_bst	wh_dlc03_bst_inf_minotaurs_0
armour_piercing	wh_dlc03_bst_inf_minotaurs_1
large_bst	wh_dlc03_bst_inf_minotaurs_1
shielded	wh_dlc03_bst_inf_minotaurs_1
anti_large	wh_dlc03_bst_inf_minotaurs_2
armour_piercing	wh_dlc03_bst_inf_minotaurs_2
large_bst	wh_dlc03_bst_inf_minotaurs_2
anti_infantry	wh_dlc03_bst_inf_razorgor_herd_0
armour_piercing	wh_dlc03_bst_inf_razorgor_herd_0
expendable	wh_dlc03_bst_inf_ungor_herd_1
shielded	wh_dlc03_bst_inf_ungor_herd_1
stalk	wh_dlc03_bst_inf_ungor_herd_1
vanguard_deployment	wh_dlc03_bst_inf_ungor_herd_1
expendable	wh_dlc03_bst_inf_ungor_raiders_0
poor_morale	wh_dlc03_bst_inf_ungor_raiders_0
stalk	wh_dlc03_bst_inf_ungor_raiders_0
vanguard_deployment	wh_dlc03_bst_inf_ungor_raiders_0
anti_large	wh_dlc03_bst_inf_ungor_spearmen_0
charge_reflector_vs_large	wh_dlc03_bst_inf_ungor_spearmen_0
expendable	wh_dlc03_bst_inf_ungor_spearmen_0
poor_morale	wh_dlc03_bst_inf_ungor_spearmen_0
anti_large	wh_dlc03_bst_inf_ungor_spearmen_1
charge_reflector_vs_large	wh_dlc03_bst_inf_ungor_spearmen_1
poor_morale	wh_dlc03_bst_inf_ungor_spearmen_1
shielded	wh_dlc03_bst_inf_ungor_spearmen_1
anti_infantry	wh_dlc03_bst_mon_chaos_spawn_0_summoned
large_bst	wh_dlc03_bst_mon_chaos_spawn_0_summoned
rampage	wh_dlc03_bst_mon_chaos_spawn_0_summoned
unbreakable	wh_dlc03_bst_mon_chaos_spawn_0_summoned
anti_infantry	wh_dlc03_bst_mon_chaos_spawn_0
large_bst	wh_dlc03_bst_mon_chaos_spawn_0
rampage	wh_dlc03_bst_mon_chaos_spawn_0
unbreakable	wh_dlc03_bst_mon_chaos_spawn_0
anti_infantry	wh_dlc03_bst_mon_giant_0_summoned
armour_piercing	wh_dlc03_bst_mon_giant_0_summoned
large_bst	wh_dlc03_bst_mon_giant_0_summoned
terror	wh_dlc03_bst_mon_giant_0_summoned
anti_infantry	wh_dlc03_bst_mon_giant_0
armour_piercing	wh_dlc03_bst_mon_giant_0
large_bst	wh_dlc03_bst_mon_giant_0
terror	wh_dlc03_bst_mon_giant_0
armoured_and_shielded	wh_dlc03_emp_cha_boris_todbringer_0
melee_expert	wh_dlc03_emp_cha_boris_todbringer_0
armoured_and_shielded	wh_dlc03_emp_cha_boris_todbringer_1
melee_expert	wh_dlc03_emp_cha_boris_todbringer_1
armoured_and_shielded	wh_dlc03_emp_cha_boris_todbringer_2
melee_expert	wh_dlc03_emp_cha_boris_todbringer_2
very_fast	wh_dlc03_emp_cha_boris_todbringer_2
armour_piercing	wh_dlc03_emp_cha_boris_todbringer_3
armoured	wh_dlc03_emp_cha_boris_todbringer_3
melee_expert	wh_dlc03_emp_cha_boris_todbringer_3
spellcaster	wh_dlc03_emp_cha_wizard_beasts_0
spellcaster	wh_dlc03_emp_cha_wizard_beasts_1
spellcaster	wh_dlc03_emp_cha_wizard_beasts_2
spellcaster	wh_dlc03_emp_cha_wizard_beasts_3
terror	wh_dlc03_emp_cha_wizard_beasts_3
spellcaster	wh_dlc03_emp_cha_wizard_beasts_4
very_fast	wh_dlc03_emp_cha_wizard_beasts_4
anti_large	wh_dlc04_emp_art_hammer_of_the_witches_0
armour_piercing_ranged	wh_dlc04_emp_art_hammer_of_the_witches_0
good_range	wh_dlc04_emp_art_hammer_of_the_witches_0
anti_infantry	wh_dlc04_emp_art_sunmaker_0
good_range	wh_dlc04_emp_art_sunmaker_0
poor_accuracy	wh_dlc04_emp_art_sunmaker_0
anti_infantry	wh_dlc04_emp_cav_knights_blazing_sun_0
armoured_and_shielded	wh_dlc04_emp_cav_knights_blazing_sun_0
anti_large	wh_dlc04_emp_cav_royal_altdorf_gryphites_0
armour_piercing	wh_dlc04_emp_cav_royal_altdorf_gryphites_0
armoured	wh_dlc04_emp_cav_royal_altdorf_gryphites_0
terror	wh_dlc04_emp_cav_royal_altdorf_gryphites_0
anti_large	wh_dlc04_emp_cav_zintlers_reiksguard_0
armoured_and_shielded	wh_dlc04_emp_cav_zintlers_reiksguard_0
vanguard_deployment	wh_dlc04_emp_cav_zintlers_reiksguard_0
armoured	wh_dlc04_emp_cha_arch_lector_0
battle_prayers	wh_dlc04_emp_cha_arch_lector_0
armoured	wh_dlc04_emp_cha_arch_lector_1
battle_prayers	wh_dlc04_emp_cha_arch_lector_1
armoured	wh_dlc04_emp_cha_arch_lector_2
battle_prayers	wh_dlc04_emp_cha_arch_lector_2
battle_prayers	wh_dlc04_emp_cha_volkmar_the_grim_0
armoured	wh_dlc04_emp_cha_volkmar_the_grim_1
battle_prayers	wh_dlc04_emp_cha_volkmar_the_grim_1
terror	wh_dlc04_emp_cha_volkmar_the_grim_1
unbreakable	wh_dlc04_emp_cha_volkmar_the_grim_1
battle_prayers	wh_dlc04_emp_cha_volkmar_the_grim_2
armoured	wh_dlc04_emp_cha_volkmar_the_grim_3
battle_prayers	wh_dlc04_emp_cha_volkmar_the_grim_3
damage_dealer	wh_dlc04_emp_inf_flagellants_0
frenzy	wh_dlc04_emp_inf_flagellants_0
unbreakable	wh_dlc04_emp_inf_flagellants_0
decent_melee	wh_dlc04_emp_inf_free_company_militia_0
weak_anti_armour	wh_dlc04_emp_inf_free_company_militia_0
shielded	wh_dlc04_emp_inf_sigmars_sons_0
unbreakable	wh_dlc04_emp_inf_sigmars_sons_0
armour_piercing_ranged	wh_dlc04_emp_inf_silver_bullets_0
stalk	wh_dlc04_emp_inf_silver_bullets_0
armour_piercing_ranged	wh_dlc04_emp_inf_stirlands_revenge_0
decent_melee	wh_dlc04_emp_inf_stirlands_revenge_0
fire_whilst_moving	wh_dlc04_emp_inf_stirlands_revenge_0
vanguard_deployment	wh_dlc04_emp_inf_stirlands_revenge_0
damage_dealer	wh_dlc04_emp_inf_tattersouls_0
frenzy	wh_dlc04_emp_inf_tattersouls_0
unbreakable	wh_dlc04_emp_inf_tattersouls_0
armour_piercing_ranged	wh_dlc04_emp_veh_templehof_luminark_0
low_rate_of_fire	wh_dlc04_emp_veh_templehof_luminark_0
magical_aura	wh_dlc04_emp_veh_templehof_luminark_0
solheims_bolt	wh_dlc04_emp_veh_templehof_luminark_0
armour_piercing	wh_dlc04_vmp_cav_chillgheists_0
ethereal	wh_dlc04_vmp_cav_chillgheists_0
terror	wh_dlc04_vmp_cav_chillgheists_0
vanguard_deployment	wh_dlc04_vmp_cav_chillgheists_0
anti_infantry	wh_dlc04_vmp_cav_vereks_reavers_0
armoured_and_shielded	wh_dlc04_vmp_cav_vereks_reavers_0
regeneration	wh_dlc04_vmp_cav_vereks_reavers_0
regeneration	wh_dlc04_vmp_cha_helman_ghorst_0
spellcaster	wh_dlc04_vmp_cha_helman_ghorst_0
magical_aura	wh_dlc04_vmp_cha_helman_ghorst_1
regeneration	wh_dlc04_vmp_cha_helman_ghorst_1
