character_skill_node_links_tables
3
child_key	initial_descent_tiers	parent_key	parent_link_position	child_link_position	unknown5	unknown6	unknown7
wh2_main_skill_node_hef_teclis_army_2	0	wh2_main_skill_node_hef_teclis_army_1_5	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_teclis_army_2	0	wh2_main_skill_node_hef_teclis_army_1_6	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_teclis_army_3_1	0	wh2_main_skill_node_hef_teclis_army_2	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_teclis_army_3_2	0	wh2_main_skill_node_hef_teclis_army_2	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_teclis_army_3_3	0	wh2_main_skill_node_hef_teclis_army_2	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_teclis_army_3_4	0	wh2_main_skill_node_hef_teclis_army_2	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_teclis_army_4	0	wh2_main_skill_node_hef_teclis_army_3_1	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_teclis_army_4	0	wh2_main_skill_node_hef_teclis_army_3_2	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_teclis_army_4	0	wh2_main_skill_node_hef_teclis_army_3_3	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_teclis_army_4	0	wh2_main_skill_node_hef_teclis_army_3_4	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_teclis_campaign_1_1	0	wh2_main_skill_node_hef_teclis_campaign_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_teclis_campaign_1_2	0	wh2_main_skill_node_hef_teclis_campaign_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_teclis_campaign_1_3	0	wh2_main_skill_node_hef_teclis_campaign_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_teclis_campaign_1_4	0	wh2_main_skill_node_hef_teclis_campaign_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_teclis_campaign_2	0	wh2_main_skill_node_hef_teclis_campaign_1_1	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_teclis_campaign_2	0	wh2_main_skill_node_hef_teclis_campaign_1_2	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_teclis_campaign_2	0	wh2_main_skill_node_hef_teclis_campaign_1_3	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_teclis_campaign_2	0	wh2_main_skill_node_hef_teclis_campaign_1_4	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_teclis_campaign_3_1	0	wh2_main_skill_node_hef_teclis_campaign_2	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_teclis_campaign_3_2	0	wh2_main_skill_node_hef_teclis_campaign_2	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_teclis_campaign_3_3	0	wh2_main_skill_node_hef_teclis_campaign_2	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_teclis_campaign_3_4	0	wh2_main_skill_node_hef_teclis_campaign_2	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_teclis_campaign_4	0	wh2_main_skill_node_hef_teclis_campaign_3_1	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_teclis_campaign_4	0	wh2_main_skill_node_hef_teclis_campaign_3_2	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_teclis_campaign_4	0	wh2_main_skill_node_hef_teclis_campaign_3_3	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_teclis_campaign_4	0	wh2_main_skill_node_hef_teclis_campaign_3_4	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_innate_hef_teclis_agent_1	0	wh2_main_skill_node_hef_teclis_generic_4	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_teclis_generic_5	0	wh2_main_skill_node_hef_teclis_generic_4	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_teclis_generic_6	0	wh2_main_skill_node_hef_teclis_generic_4	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_teclis_generic_7	0	wh2_main_skill_node_hef_teclis_generic_4	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_teclis_generic_8	0	wh2_main_skill_node_hef_teclis_generic_4	0	0	0	0	REQUIRED
wh2_main_skill_node_hef_teclis_lore_1_1	0	wh2_main_skill_node_hef_teclis_lore_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_teclis_lore_1_2	0	wh2_main_skill_node_hef_teclis_lore_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_teclis_lore_1_3	0	wh2_main_skill_node_hef_teclis_lore_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_teclis_lore_1_4	0	wh2_main_skill_node_hef_teclis_lore_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_teclis_lore_1_5	0	wh2_main_skill_node_hef_teclis_lore_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_teclis_lore_1_6	0	wh2_main_skill_node_hef_teclis_lore_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_teclis_lore_1_7	0	wh2_main_skill_node_hef_teclis_lore_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_teclis_lore_1_8	0	wh2_main_skill_node_hef_teclis_lore_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_teclis_magic_1_1	0	wh2_main_skill_node_hef_teclis_magic_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_teclis_magic_1_2	0	wh2_main_skill_node_hef_teclis_magic_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_teclis_magic_1_3	0	wh2_main_skill_node_hef_teclis_magic_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_teclis_magic_1_4	0	wh2_main_skill_node_hef_teclis_magic_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_teclis_magic_1_5	0	wh2_main_skill_node_hef_teclis_magic_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_teclis_magic_2	0	wh2_main_skill_node_hef_teclis_magic_1_1	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_teclis_magic_2	0	wh2_main_skill_node_hef_teclis_magic_1_2	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_teclis_magic_2	0	wh2_main_skill_node_hef_teclis_magic_1_3	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_teclis_magic_2	0	wh2_main_skill_node_hef_teclis_magic_1_4	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_teclis_magic_2	0	wh2_main_skill_node_hef_teclis_magic_1_5	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_tyrion_army_1_1	0	wh2_main_skill_node_hef_tyrion_army_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_tyrion_army_1_2	0	wh2_main_skill_node_hef_tyrion_army_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_tyrion_army_1_3	0	wh2_main_skill_node_hef_tyrion_army_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_tyrion_army_1_4	0	wh2_main_skill_node_hef_tyrion_army_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_tyrion_army_1_5	0	wh2_main_skill_node_hef_tyrion_army_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_tyrion_army_2	0	wh2_main_skill_node_hef_tyrion_army_1_1	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_tyrion_army_2	0	wh2_main_skill_node_hef_tyrion_army_1_2	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_tyrion_army_2	0	wh2_main_skill_node_hef_tyrion_army_1_3	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_tyrion_army_2	0	wh2_main_skill_node_hef_tyrion_army_1_4	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_tyrion_army_2	0	wh2_main_skill_node_hef_tyrion_army_1_5	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_tyrion_army_3_1	0	wh2_main_skill_node_hef_tyrion_army_2	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_tyrion_army_3_2	0	wh2_main_skill_node_hef_tyrion_army_2	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_tyrion_army_3_3	0	wh2_main_skill_node_hef_tyrion_army_2	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_tyrion_army_3_4	0	wh2_main_skill_node_hef_tyrion_army_2	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_tyrion_army_4	0	wh2_main_skill_node_hef_tyrion_army_3_1	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_tyrion_army_4	0	wh2_main_skill_node_hef_tyrion_army_3_2	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_tyrion_army_4	0	wh2_main_skill_node_hef_tyrion_army_3_3	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_tyrion_army_4	0	wh2_main_skill_node_hef_tyrion_army_3_4	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_tyrion_campaign_1_1	0	wh2_main_skill_node_hef_tyrion_campaign_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_tyrion_campaign_1_2	0	wh2_main_skill_node_hef_tyrion_campaign_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_tyrion_campaign_1_3	0	wh2_main_skill_node_hef_tyrion_campaign_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_tyrion_campaign_1_4	0	wh2_main_skill_node_hef_tyrion_campaign_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_tyrion_campaign_2	0	wh2_main_skill_node_hef_tyrion_campaign_1_1	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_tyrion_campaign_2	0	wh2_main_skill_node_hef_tyrion_campaign_1_2	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_tyrion_campaign_2	0	wh2_main_skill_node_hef_tyrion_campaign_1_3	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_tyrion_campaign_2	0	wh2_main_skill_node_hef_tyrion_campaign_1_4	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_tyrion_campaign_3_1	0	wh2_main_skill_node_hef_tyrion_campaign_2	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_tyrion_campaign_3_2	0	wh2_main_skill_node_hef_tyrion_campaign_2	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_tyrion_campaign_3_3	0	wh2_main_skill_node_hef_tyrion_campaign_2	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_tyrion_campaign_3_4	0	wh2_main_skill_node_hef_tyrion_campaign_2	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_tyrion_campaign_4	0	wh2_main_skill_node_hef_tyrion_campaign_3_1	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_tyrion_campaign_4	0	wh2_main_skill_node_hef_tyrion_campaign_3_2	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_tyrion_campaign_4	0	wh2_main_skill_node_hef_tyrion_campaign_3_3	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_tyrion_campaign_4	0	wh2_main_skill_node_hef_tyrion_campaign_3_4	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_tyrion_combat_1_1	0	wh2_main_skill_node_hef_tyrion_combat_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_tyrion_combat_1_2	0	wh2_main_skill_node_hef_tyrion_combat_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_tyrion_combat_1_3	0	wh2_main_skill_node_hef_tyrion_combat_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_tyrion_combat_1_4	0	wh2_main_skill_node_hef_tyrion_combat_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_tyrion_combat_2	0	wh2_main_skill_node_hef_tyrion_combat_1_1	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_tyrion_combat_2	0	wh2_main_skill_node_hef_tyrion_combat_1_2	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_tyrion_combat_2	0	wh2_main_skill_node_hef_tyrion_combat_1_3	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_tyrion_combat_2	0	wh2_main_skill_node_hef_tyrion_combat_1_4	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_tyrion_combat_3_1	0	wh2_main_skill_node_hef_tyrion_combat_2	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_tyrion_combat_3_2	0	wh2_main_skill_node_hef_tyrion_combat_2	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_tyrion_combat_3_3	0	wh2_main_skill_node_hef_tyrion_combat_2	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_tyrion_combat_3_4	0	wh2_main_skill_node_hef_tyrion_combat_2	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_tyrion_combat_4	0	wh2_main_skill_node_hef_tyrion_combat_3_1	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_tyrion_combat_4	0	wh2_main_skill_node_hef_tyrion_combat_3_2	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_tyrion_combat_4	0	wh2_main_skill_node_hef_tyrion_combat_3_3	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_tyrion_combat_4	0	wh2_main_skill_node_hef_tyrion_combat_3_4	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_hef_tyrion_unique_1_1	0	wh2_main_skill_node_hef_tyrion_unique_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_tyrion_unique_1_2	0	wh2_main_skill_node_hef_tyrion_unique_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_tyrion_unique_1_3	0	wh2_main_skill_node_hef_tyrion_unique_0	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_tyrion_unique_3_1	0	wh2_main_skill_node_hef_tyrion_unique_2	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_tyrion_unique_3_2	0	wh2_main_skill_node_hef_tyrion_unique_2	1	1	0	0	REQUIRED
wh2_main_skill_node_hef_tyrion_unique_3_3	0	wh2_main_skill_node_hef_tyrion_unique_2	1	1	0	0	REQUIRED
wh2_main_skill_node_ksl_captain_self_02	0	wh2_main_skill_node_ksl_captain_self_01	1	1	0	0	REQUIRED
wh2_main_skill_node_ksl_captain_self_03	0	wh2_main_skill_node_ksl_captain_self_01	1	1	0	0	REQUIRED
wh2_main_skill_node_ksl_captain_self_04	0	wh2_main_skill_node_ksl_captain_self_01	1	1	0	0	REQUIRED
wh2_main_skill_node_ksl_captain_self_05	0	wh2_main_skill_node_ksl_captain_self_01	1	1	0	0	REQUIRED
wh2_main_skill_node_ksl_captain_self_06	0	wh2_main_skill_node_ksl_captain_self_02	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_ksl_captain_self_06	0	wh2_main_skill_node_ksl_captain_self_03	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_ksl_captain_self_06	0	wh2_main_skill_node_ksl_captain_self_04	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_ksl_captain_self_06	0	wh2_main_skill_node_ksl_captain_self_05	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_ksl_captain_self_07	0	wh2_main_skill_node_ksl_captain_self_06	1	1	0	0	REQUIRED
wh2_main_skill_node_ksl_captain_self_08	0	wh2_main_skill_node_ksl_captain_self_06	1	1	0	0	REQUIRED
wh2_main_skill_node_ksl_captain_self_09	0	wh2_main_skill_node_ksl_captain_self_06	1	1	0	0	REQUIRED
wh2_main_skill_node_ksl_captain_self_10	0	wh2_main_skill_node_ksl_captain_self_06	1	1	0	0	REQUIRED
wh2_main_skill_node_ksl_captain_self_11	0	wh2_main_skill_node_ksl_captain_self_07	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_ksl_captain_self_11	0	wh2_main_skill_node_ksl_captain_self_08	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_ksl_captain_self_11	0	wh2_main_skill_node_ksl_captain_self_09	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_ksl_captain_self_11	0	wh2_main_skill_node_ksl_captain_self_10	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_kroq_gar_army_1_1	0	wh2_main_skill_node_lzd_kroq_gar_army_0	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_kroq_gar_army_1_2	0	wh2_main_skill_node_lzd_kroq_gar_army_0	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_kroq_gar_army_1_3	0	wh2_main_skill_node_lzd_kroq_gar_army_0	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_kroq_gar_army_1_4	0	wh2_main_skill_node_lzd_kroq_gar_army_0	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_kroq_gar_army_1_5	0	wh2_main_skill_node_lzd_kroq_gar_army_0	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_kroq_gar_army_1_6	0	wh2_main_skill_node_lzd_kroq_gar_army_0	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_kroq_gar_army_2	0	wh2_main_skill_node_lzd_kroq_gar_army_1_1	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_kroq_gar_army_2	0	wh2_main_skill_node_lzd_kroq_gar_army_1_2	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_kroq_gar_army_2	0	wh2_main_skill_node_lzd_kroq_gar_army_1_3	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_kroq_gar_army_2	0	wh2_main_skill_node_lzd_kroq_gar_army_1_4	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_kroq_gar_army_2	0	wh2_main_skill_node_lzd_kroq_gar_army_1_5	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_kroq_gar_army_2	0	wh2_main_skill_node_lzd_kroq_gar_army_1_6	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_kroq_gar_army_3_1	0	wh2_main_skill_node_lzd_kroq_gar_army_2	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_kroq_gar_army_3_2	0	wh2_main_skill_node_lzd_kroq_gar_army_2	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_kroq_gar_army_3_3	0	wh2_main_skill_node_lzd_kroq_gar_army_2	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_kroq_gar_army_3_4	0	wh2_main_skill_node_lzd_kroq_gar_army_2	0	1	0	0	REQUIRED
wh2_main_skill_node_lzd_kroq_gar_army_4	0	wh2_main_skill_node_lzd_kroq_gar_army_3_1	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_kroq_gar_army_4	0	wh2_main_skill_node_lzd_kroq_gar_army_3_2	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_kroq_gar_army_4	0	wh2_main_skill_node_lzd_kroq_gar_army_3_3	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_kroq_gar_army_4	0	wh2_main_skill_node_lzd_kroq_gar_army_3_4	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_kroq_gar_campaign_1_1	0	wh2_main_skill_node_lzd_kroq_gar_campaign_0	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_kroq_gar_campaign_1_2	0	wh2_main_skill_node_lzd_kroq_gar_campaign_0	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_kroq_gar_campaign_1_3	0	wh2_main_skill_node_lzd_kroq_gar_campaign_0	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_kroq_gar_campaign_1_4	0	wh2_main_skill_node_lzd_kroq_gar_campaign_0	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_kroq_gar_campaign_2	0	wh2_main_skill_node_lzd_kroq_gar_campaign_1_1	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_kroq_gar_campaign_2	0	wh2_main_skill_node_lzd_kroq_gar_campaign_1_2	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_kroq_gar_campaign_2	0	wh2_main_skill_node_lzd_kroq_gar_campaign_1_3	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_kroq_gar_campaign_2	0	wh2_main_skill_node_lzd_kroq_gar_campaign_1_4	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_kroq_gar_campaign_3_1	0	wh2_main_skill_node_lzd_kroq_gar_campaign_2	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_kroq_gar_campaign_3_2	0	wh2_main_skill_node_lzd_kroq_gar_campaign_2	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_kroq_gar_campaign_3_3	0	wh2_main_skill_node_lzd_kroq_gar_campaign_2	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_kroq_gar_campaign_3_4	0	wh2_main_skill_node_lzd_kroq_gar_campaign_2	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_kroq_gar_campaign_4	0	wh2_main_skill_node_lzd_kroq_gar_campaign_3_1	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_kroq_gar_campaign_4	0	wh2_main_skill_node_lzd_kroq_gar_campaign_3_2	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_kroq_gar_campaign_4	0	wh2_main_skill_node_lzd_kroq_gar_campaign_3_3	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_kroq_gar_campaign_4	0	wh2_main_skill_node_lzd_kroq_gar_campaign_3_4	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_kroq_gar_combat_1_1	0	wh2_main_skill_node_lzd_kroq_gar_combat_0	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_kroq_gar_combat_1_2	0	wh2_main_skill_node_lzd_kroq_gar_combat_0	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_kroq_gar_combat_1_3	0	wh2_main_skill_node_lzd_kroq_gar_combat_0	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_kroq_gar_combat_1_4	0	wh2_main_skill_node_lzd_kroq_gar_combat_0	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_kroq_gar_combat_2	0	wh2_main_skill_node_lzd_kroq_gar_combat_1_1	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_kroq_gar_combat_2	0	wh2_main_skill_node_lzd_kroq_gar_combat_1_2	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_kroq_gar_combat_2	0	wh2_main_skill_node_lzd_kroq_gar_combat_1_3	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_kroq_gar_combat_2	0	wh2_main_skill_node_lzd_kroq_gar_combat_1_4	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_kroq_gar_combat_3_1	0	wh2_main_skill_node_lzd_kroq_gar_combat_2	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_kroq_gar_combat_3_2	0	wh2_main_skill_node_lzd_kroq_gar_combat_2	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_kroq_gar_combat_3_3	0	wh2_main_skill_node_lzd_kroq_gar_combat_2	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_kroq_gar_combat_3_4	0	wh2_main_skill_node_lzd_kroq_gar_combat_2	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_kroq_gar_combat_4	0	wh2_main_skill_node_lzd_kroq_gar_combat_3_1	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_kroq_gar_combat_4	0	wh2_main_skill_node_lzd_kroq_gar_combat_3_2	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_kroq_gar_combat_4	0	wh2_main_skill_node_lzd_kroq_gar_combat_3_3	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_kroq_gar_combat_4	0	wh2_main_skill_node_lzd_kroq_gar_combat_3_4	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_kroq_gar_mount_2	0	wh2_main_skill_node_lzd_kroq_gar_mount_1	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_lord_mazdamundi_army_1_1	0	wh2_main_skill_node_lzd_lord_mazdamundi_army_0	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_lord_mazdamundi_army_1_2	0	wh2_main_skill_node_lzd_lord_mazdamundi_army_0	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_lord_mazdamundi_army_1_3	0	wh2_main_skill_node_lzd_lord_mazdamundi_army_0	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_lord_mazdamundi_army_1_4	0	wh2_main_skill_node_lzd_lord_mazdamundi_army_0	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_lord_mazdamundi_army_1_5	0	wh2_main_skill_node_lzd_lord_mazdamundi_army_0	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_lord_mazdamundi_army_1_6	0	wh2_main_skill_node_lzd_lord_mazdamundi_army_0	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_lord_mazdamundi_army_2	0	wh2_main_skill_node_lzd_lord_mazdamundi_army_1_1	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_lord_mazdamundi_army_2	0	wh2_main_skill_node_lzd_lord_mazdamundi_army_1_2	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_lord_mazdamundi_army_2	0	wh2_main_skill_node_lzd_lord_mazdamundi_army_1_3	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_lord_mazdamundi_army_2	0	wh2_main_skill_node_lzd_lord_mazdamundi_army_1_4	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_lord_mazdamundi_army_2	0	wh2_main_skill_node_lzd_lord_mazdamundi_army_1_5	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_lord_mazdamundi_army_2	0	wh2_main_skill_node_lzd_lord_mazdamundi_army_1_6	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_lord_mazdamundi_army_3_1	0	wh2_main_skill_node_lzd_lord_mazdamundi_army_2	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_lord_mazdamundi_army_3_2	0	wh2_main_skill_node_lzd_lord_mazdamundi_army_2	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_lord_mazdamundi_army_3_3	0	wh2_main_skill_node_lzd_lord_mazdamundi_army_2	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_lord_mazdamundi_army_3_4	0	wh2_main_skill_node_lzd_lord_mazdamundi_army_2	1	1	0	0	REQUIRED
wh2_main_skill_node_lzd_lord_mazdamundi_army_4	0	wh2_main_skill_node_lzd_lord_mazdamundi_army_3_1	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_lord_mazdamundi_army_4	0	wh2_main_skill_node_lzd_lord_mazdamundi_army_3_2	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_lord_mazdamundi_army_4	0	wh2_main_skill_node_lzd_lord_mazdamundi_army_3_3	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_lord_mazdamundi_army_4	0	wh2_main_skill_node_lzd_lord_mazdamundi_army_3_4	1	1	0	0	SUBSET_REQUIRED
wh2_main_skill_node_lzd_lord_mazdamundi_campaign_1_1	0	wh2_main_skill_node_lzd_lord_mazdamundi_campaign_0	1	1	0	0	REQUIRED
