ancillary_to_effects_tables
0
ancillary	effect	effect_scope	value
wh2_main_anc_enchanted_item_the_guiding_eye	wh2_main_effect_ability_enable_the_guiding_eye	character_to_character_own	1
wh2_main_anc_enchanted_item_the_guiding_eye	wh_main_effect_force_army_campaign_ambush_attack_success_chance	general_to_force_own	5
wh2_main_anc_enchanted_item_the_horn_of_kygor	wh2_main_effect_ability_enable_the_horn_of_kygor	character_to_character_own	1
wh2_main_anc_enchanted_item_venom_of_the_firefly_frog	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_main_anc_enchanted_item_venom_of_the_firefly_frog	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1
wh2_main_anc_enchanted_item_war_drum_of_xahutec	wh2_main_effect_ability_enable_war_drum_of_xahutec	character_to_character_own	1
wh2_main_anc_enchanted_item_whip_of_agony	wh2_main_effect_ability_enable_whip_of_agony	character_to_character_own	1
wh2_main_anc_enchanted_item_whip_of_agony	wh2_main_effect_magic_dark_reduce_wom_cost_word_of_pain	character_to_character_own	-1
wh2_main_anc_enchanted_item_whip_of_agony	wh2_main_effect_magic_dark_reduce_wom_cost_word_of_pain_upgraded	character_to_character_own	-1
wh2_main_anc_enchanted_item_whip_of_agony	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	2
wh2_main_anc_follower_def_apprentice_assassin	wh2_main_effect_agent_action_hinder_agent_assassinate_buff	character_to_character_own	8
wh2_main_anc_follower_def_beastmaster	wh_main_effect_force_army_campaign_experience_base_war_beasts	general_to_force_own	1
wh2_main_anc_follower_def_bodyguard	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-10
wh2_main_anc_follower_def_cultist	wh_main_effect_character_stat_mod_personal_aura_morale_effect	character_to_character_own	5
wh2_main_anc_follower_def_daemon_whisperer	wh2_main_effect_agent_action_success_chance_wizard_def	character_to_character_own	10
wh2_main_anc_follower_def_daemon_whisperer	wh_main_effect_religion_conversion_chaos	character_to_character_own_provincetext	5
wh2_main_anc_follower_def_diplomat_slaanesh	wh_main_effect_character_campaign_spotting_chance	character_to_character_own	25
wh2_main_anc_follower_def_diplomat_slaanesh	wh_main_effect_religion_conversion_chaos	character_to_character_own_provincetext	5
wh2_main_anc_follower_def_diplomat	wh_dlc03_faction_diplomacy_mod	character_to_faction	10
wh2_main_anc_follower_def_fanatic	wh2_main_effect_cause_fear_versus_hef	character_to_character_own	1
wh2_main_anc_follower_def_fimir_balefiend	wh2_main_effect_agent_action_success_chance_wizard_def	character_to_character_own	10
wh2_main_anc_follower_def_fimir_balefiend	wh_main_effect_character_mod_ancillary_steal	character_to_character_own	10
wh2_main_anc_follower_def_gravedigger	wh_main_effect_force_all_campaign_post_battle_loot_mod	character_to_character_own	10
wh2_main_anc_follower_def_harem_attendant	wh2_main_effect_character_mod_loyalty_regional	character_to_character_regionwide_local_region	1
wh2_main_anc_follower_def_harem_keeper	wh_main_effect_public_order_characters	character_to_province_own	4
wh2_main_anc_follower_def_merchant	wh_main_effect_economy_trade_tariff_mod	character_to_faction	5
wh2_main_anc_follower_def_musician_choirmaster	wh_main_effect_public_order_characters	character_to_province_own	6
wh2_main_anc_follower_def_musician_drum	wh_main_effect_public_order_characters	character_to_province_own	2
wh2_main_anc_follower_def_musician_flute	wh_main_effect_public_order_characters	character_to_province_own	4
wh2_main_anc_follower_def_organ_merchant	wh_main_effect_economy_trade_tariff_mod	character_to_faction	5
wh2_main_anc_follower_def_overseer	wh_main_effect_economy_gdp_mod_all	character_to_region_own	10
wh2_main_anc_follower_def_overseer	wh_main_effect_force_all_campaign_captives	character_to_force_own_unseen	15
wh2_main_anc_follower_def_propagandist	wh_main_effect_public_order_characters	character_to_province_own	1
wh2_main_anc_follower_def_servant	wh2_main_effect_character_mod_loyalty_regional	character_to_character_regionwide_local_region	1
wh2_main_anc_follower_def_slave_trader	wh2_main_effect_economy_gdp_mod_slaves_def	character_to_region_own_factionwide	5
wh2_main_anc_follower_def_slave_trader	wh_main_effect_force_all_campaign_captives	character_to_force_own_unseen	15
wh2_main_anc_follower_def_slave	wh2_main_effect_character_stat_mod_melee_damage_versus_high_elves	character_to_character_own	10
wh2_main_anc_follower_def_slave	wh_main_effect_economy_gdp_mod_all	character_to_region_own	10
wh2_main_anc_follower_hef_admiral	wh2_main_effect_force_army_campaign_attrition_storm_resistance	general_to_force_own	-10
wh2_main_anc_follower_hef_assassin	wh_main_effect_agent_action_success_chance	character_to_character_own	10
wh2_main_anc_follower_hef_assassin	wh_main_effect_force_army_campaign_ambush_attack_success_chance	agent_to_parent_army_own	10
wh2_main_anc_follower_hef_bard	wh_main_effect_public_order_characters	character_to_province_own	4
wh2_main_anc_follower_hef_beard_weaver	wh_main_effect_agent_action_success_chance	character_to_character_own	10
wh2_main_anc_follower_hef_beard_weaver	wh_main_effect_force_unit_stat_morale_versus_dwarfs	character_to_character_own	5
wh2_main_anc_follower_hef_counsellor	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-10
wh2_main_anc_follower_hef_counsellor	wh_main_effect_province_tax_rate	character_to_province_own	12
wh2_main_anc_follower_hef_counterspy	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-10
wh2_main_anc_follower_hef_dragon_armourer	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-10
wh2_main_anc_follower_hef_dragon_armourer	wh_main_effect_character_stat_mod_bonus_v_large	character_to_character_own	14
wh2_main_anc_follower_hef_dragon_tamer	wh2_main_effect_tech_melee_defence_increase_hef_dragons	general_to_force_own	10
wh2_main_anc_follower_hef_dragon_tamer	wh_main_effect_tech_recruitment_cost_reduction_hef_dragons	general_to_force_own	-10
wh2_main_anc_follower_hef_food_taster	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-10
wh2_main_anc_follower_hef_horsemaster	wh2_main_effect_tech_movement_speed_increase_hef_reavers_silverh_dragonp	general_to_force_own	5
wh2_main_anc_follower_hef_librarian	wh_main_effect_agent_action_success_chance	character_to_character_own	10
wh2_main_anc_follower_hef_librarian	wh_main_effect_military_force_winds_of_magic_depletion_mod_items	character_to_force_own_unseen	10
wh2_main_anc_follower_hef_minstrel	wh_main_effect_public_order_characters	character_to_province_own	2
wh2_main_anc_follower_hef_poisoner	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1
wh2_main_anc_follower_hef_poisoner	wh_main_effect_character_wound_recovery_time_mod	character_to_character_own	3
wh2_main_anc_follower_hef_priest_vaul	wh_main_effect_force_army_campaign_attrition_all_immunity	general_to_force_own	1
wh2_main_anc_follower_hef_priestess_isha	wh_main_effect_force_army_campaign_attrition_all_immunity	general_to_force_own	1
wh2_main_anc_follower_hef_raven_keeper	wh_main_effect_character_campaign_spotting_chance	character_to_character_own	25
wh2_main_anc_follower_hef_scout	wh_main_effect_character_campaign_spotting_chance	character_to_character_own	25
wh2_main_anc_follower_hef_scout	wh_main_effect_force_army_campaign_ambush_defence_success_chance	general_to_force_own	30
wh2_main_anc_follower_hef_shrine_keeper	wh_main_effect_public_order_characters	character_to_province_own	6
wh2_main_anc_follower_hef_trappist	wh_main_effect_military_force_winds_of_magic_depletion_mod_items	character_to_force_own_unseen	10
wh2_main_anc_follower_hef_trappist	wh_main_effect_technology_research_points	character_to_faction	10
wh2_main_anc_follower_hef_wine_merchant	wh_main_effect_public_order_characters	character_to_province_own	4
wh2_main_anc_follower_lzd_acolyte_priest	wh_main_effect_technology_research_points	character_to_faction	10
wh2_main_anc_follower_lzd_architect	wh2_main_effect_building_construction_cost_mod_lzd_temples	character_to_region_own_provincewide	-25
wh2_main_anc_follower_lzd_archivist	wh_main_effect_character_campaign_spotting_chance	character_to_character_own	25
wh2_main_anc_follower_lzd_army_beast_hunter	wh2_main_effect_upkeep_cost_reduction_lzd_beasts	general_to_force_own	-10
wh2_main_anc_follower_lzd_artefact_hunter	wh_main_effect_character_mod_ancillary_drop	character_to_character_own	10
wh2_main_anc_follower_lzd_artefact_hunter	wh_main_effect_character_mod_ancillary_steal	character_to_character_own	10
wh2_main_anc_follower_lzd_astrologer	wh2_main_effect_ritual_currency_lzd_mod	character_to_faction	5
wh2_main_anc_follower_lzd_astronomer	wh_main_effect_public_order_characters	character_to_province_own	2
wh2_main_anc_follower_lzd_attendant	wh_main_effect_force_all_campaign_replenishment_rate	general_to_force_own	5
wh2_main_anc_follower_lzd_cleaner	wh2_main_effect_building_construction_cost_mod_lzd_temples	character_to_region_own_provincewide	-25
wh2_main_anc_follower_lzd_clerk	wh_main_effect_agent_movement_range_mod	character_to_character_own	8
wh2_main_anc_follower_lzd_clerk	wh_main_effect_force_all_campaign_recruitment_cost_all	general_to_force_own	-10
wh2_main_anc_follower_lzd_defence_expert	wh_main_effect_force_army_campaign_siege_attack_holdout_time	character_to_character_own	-1
wh2_main_anc_follower_lzd_defence_expert	wh_main_effect_technology_research_points	character_to_faction	10
wh2_main_anc_follower_lzd_fan_waver	wh_main_effect_force_all_campaign_replenishment_rate	general_to_force_own	5
wh2_main_anc_follower_lzd_gardener	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1
wh2_main_anc_follower_lzd_gardener	wh_main_effect_force_army_campaign_siege_defend_holdout_time	character_to_region_own	2
wh2_main_anc_follower_lzd_librarian	wh2_main_effect_ritual_currency_lzd_mod	character_to_faction	5
wh2_main_anc_follower_lzd_librarian	wh_main_effect_technology_research_points	character_to_faction	10
wh2_main_anc_follower_lzd_metallurgist	wh2_main_effect_building_construction_cost_mod_lzd_starchamber	character_to_region_own_provincewide	-25
wh2_main_anc_follower_lzd_metallurgist	wh_main_effect_force_army_campaign_siege_defend_holdout_time	character_to_region_own	2
wh2_main_anc_follower_lzd_sacrificial_victim_human	wh_main_effect_force_unit_stat_morale_versus_men	character_to_force_own_unseen	5
wh2_main_anc_follower_lzd_sacrificial_victim_skv	wh2_main_effect_force_unit_stat_morale_versus_skaven	character_to_force_own_unseen	5
wh2_main_anc_follower_lzd_temple_cleaner	wh_main_effect_public_order_characters	character_to_province_own	2
wh2_main_anc_follower_lzd_veteran_warrior	wh_main_effect_force_army_campaign_experience_base_infantry	general_to_force_own	1
wh2_main_anc_follower_lzd_zoat	wh_main_effect_character_mod_ancillary_steal	character_to_character_own	10
wh2_main_anc_follower_lzd_zoat	wh_main_effect_military_force_winds_of_magic_depletion_mod_items	character_to_force_own_unseen	10
wh2_main_anc_follower_sea_cucumber	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1
wh2_main_anc_follower_sea_cucumber	wh_main_effect_character_stat_mod_morale	character_to_character_own	-5
wh2_main_anc_follower_sea_cucumber	wh_main_effect_unit_enable_attribute_fear	character_to_character_own	1
wh2_main_anc_follower_skv_artefact_hunter	wh_main_effect_character_mod_ancillary_steal	character_to_character_own	10
wh2_main_anc_follower_skv_bell_polisher	wh2_main_effect_agent_cap_increase_skv_plague_priest	character_to_faction_unseen	1
wh2_main_anc_follower_skv_bodyguard	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-10
wh2_main_anc_follower_skv_chemist	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1
wh2_main_anc_follower_skv_chemist	wh_main_effect_force_all_campaign_replenishment_rate	general_to_force_own	5
wh2_main_anc_follower_skv_clerk	wh2_main_effect_agent_action_hinder_agent_assassinate_buff	character_to_character_own	8
wh2_main_anc_follower_skv_engineering_student	wh2_main_effect_tech_armour_increase_skv_weaponteam	character_to_force_own_unseen	5
wh2_main_anc_follower_skv_female	wh_main_effect_province_growth_characters	character_to_province_own	5
wh2_main_anc_follower_skv_hell_pit_attendant	wh_dlc03_effect_technology_research_points	character_to_faction	10
wh2_main_anc_follower_skv_mechanic	wh2_main_effect_siege_engine_number_skv_siege_tower	character_to_force_own_unseen	2
wh2_main_anc_follower_skv_messenger	wh_main_effect_character_campaign_spotting_chance	character_to_character_own	25
wh2_main_anc_follower_skv_pet_wolf_rat	wh2_main_effect_agent_action_hinder_agent_assassinate_buff	character_to_character_own	8
wh2_main_anc_follower_skv_saboteur	wh_main_effect_force_all_campaign_sacking_income	character_to_character_own	10
wh2_main_anc_follower_skv_sacrificial_victim_dwarf	wh_main_effect_force_unit_stat_morale_versus_dwarfs	character_to_character_own	5
wh2_main_anc_follower_skv_sacrificial_victim_lizardman	wh2_main_effect_character_stat_mod_melee_damage_versus_lizardmen	character_to_character_own	10
wh2_main_anc_follower_skv_scavenger_1	wh_main_effect_force_unit_stat_morale_versus_men	character_to_force_own_unseen	5
wh2_main_anc_follower_skv_scribe	wh_main_effect_agent_movement_range_mod	character_to_character_own	8
wh2_main_anc_follower_skv_scribe	wh_main_effect_force_all_campaign_recruitment_cost_all	general_to_force_own	-10
wh2_main_anc_follower_skv_sculptor	wh2_main_effect_ritual_currency_skv_mod	character_to_faction	5
wh2_main_anc_follower_skv_slave_human	wh_main_effect_economy_gdp_mod_all	character_to_region_own	10
wh2_main_anc_follower_skv_slave_human	wh_main_effect_force_unit_stat_morale_versus_men	character_to_force_own_unseen	5
wh2_main_anc_follower_skv_slave_skv	wh2_main_effect_character_stat_mod_melee_damage_versus_high_elves	character_to_character_own	10
wh2_main_anc_follower_skv_slave_skv	wh_main_effect_economy_gdp_mod_all	character_to_region_own	10
wh2_main_anc_follower_skv_trainee_assassin	wh2_main_effect_agent_action_hinder_agent_assassinate_buff	character_to_character_own	8
wh2_main_anc_talisman_amber_amulet	wh2_main_effect_ability_enable_regeneration	character_to_character_own	1
wh2_main_anc_talisman_amber_amulet	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-10
wh2_main_anc_talisman_amber_amulet	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	20
wh2_main_anc_talisman_amber_amulet	wh_main_effect_character_wound_recovery_time_mod	character_to_character_own	-3
wh2_main_anc_talisman_amber_amulet	wh_main_effect_force_all_campaign_replenishment_rate	general_to_force_own	5
wh2_main_anc_talisman_amber_amulet	wh_main_effect_military_force_winds_of_magic_depletion_mod_items	character_to_force_own_unseen	5
wh2_main_anc_talisman_amulet_of_fire	wh_main_effect_character_stat_mod_ward_save_fire	character_to_character_own	15
wh2_main_anc_talisman_amulet_of_fire	wh_main_effect_character_stat_mod_ward_save_magic	character_to_character_own	5
wh2_main_anc_talisman_amulet_of_foresight	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-10
wh2_main_anc_talisman_amulet_of_foresight	wh_main_effect_character_stat_mod_ward_save_missile	character_to_character_own	5
wh2_main_anc_talisman_amulet_of_foresight	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	5
wh2_main_anc_talisman_amulet_of_foresight	wh_main_effect_force_army_campaign_ambush_defence_success_chance	general_to_force_own	30
wh2_main_anc_talisman_amulet_of_itzl	wh2_main_effect_ability_enable_amulet_of_itzl	character_to_character_own	1
wh2_main_anc_talisman_aura_of_quetzl	wh2_main_effect_ability_enable_aura_of_quetzl	character_to_character_own	1
wh2_main_anc_talisman_aura_of_quetzl	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	5
wh2_main_anc_talisman_crown_of_black_iron	wh_main_effect_character_stat_mod_personal_aura_morale_effect	character_to_character_own	5
wh2_main_anc_talisman_crown_of_black_iron	wh_main_effect_character_stat_mod_personal_aura_size	character_to_character_own	25
wh2_main_anc_talisman_crown_of_black_iron	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	5
wh2_main_anc_talisman_crown_of_black_iron	wh_main_effect_character_stat_mod_ward_save_magic	character_to_character_own	10
wh2_main_anc_talisman_deathmask	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	10
wh2_main_anc_talisman_deathmask	wh_main_effect_unit_enable_attribute_fear	character_to_character_own	1
wh2_main_anc_talisman_deathmask	wh_main_effect_unit_enable_attribute_terror	character_to_character_own	1
wh2_main_anc_talisman_diamond_guardian_phoenix	wh2_main_effect_ability_enable_diamond_guardian_phoenix	character_to_character_own	1
wh2_main_anc_talisman_diamond_guardian_phoenix	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	8
wh2_main_anc_talisman_emerald_collar	wh_main_effect_ability_enable_seed_of_rebirth	character_to_character_own	1
wh2_main_anc_talisman_emerald_collar	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1
wh2_main_anc_talisman_emerald_collar	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	10
wh2_main_anc_talisman_foul_pendant	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	10
wh2_main_anc_talisman_glyph_necklace	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	9
wh2_main_anc_talisman_golden_crown_of_atrazar	wh_main_effect_character_stat_mod_armour	character_to_character_own	2
wh2_main_anc_talisman_golden_crown_of_atrazar	wh_main_effect_character_stat_mod_personal_aura_morale_effect	character_to_character_own	5
wh2_main_anc_talisman_golden_crown_of_atrazar	wh_main_effect_character_stat_mod_personal_aura_size	character_to_character_own	25
wh2_main_anc_talisman_golden_crown_of_atrazar	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	10
wh2_main_anc_talisman_loremasters_cloak	wh2_main_effect_ability_enable_loremasters_cloak	character_to_character_own	1
wh2_main_anc_talisman_loremasters_cloak	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	3
wh2_main_anc_talisman_loremasters_cloak	wh_main_effect_character_stat_mod_ward_save_magic	character_to_character_own	15
wh2_main_anc_talisman_pearl_of_infinite_blackness	wh2_main_effect_ability_enable_pearl_of_infinite_blackness	character_to_character_own	1
wh2_main_anc_talisman_ring_of_darkness	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	8
wh2_main_anc_talisman_ring_of_darkness	wh_main_effect_character_stat_mod_ward_save_missile	character_to_character_own	16
wh2_main_anc_talisman_ring_of_hotek	wh2_main_effect_ability_enable_ring_of_hotek	character_to_character_own	1
wh2_main_anc_talisman_ring_of_hotek	wh_main_effect_character_stat_mod_ward_save_magic	character_to_character_own	20
wh2_main_anc_talisman_rival_hide_talisman	wh2_main_effect_ability_enable_rival_hide_talisman	character_to_character_own	1
wh2_main_anc_talisman_ruby_guardian_phoenix	wh2_main_effect_ability_enable_ruby_guardian_phoenix	character_to_character_own	1
wh2_main_anc_talisman_ruby_guardian_phoenix	wh_main_effect_character_stat_mod_ward_save_fire	character_to_character_own	20
wh2_main_anc_talisman_sacred_incense	wh2_main_effect_ability_enable_sacred_incense	character_to_character_own	1
wh2_main_anc_talisman_sapphire_guardian_phoenix	wh2_main_effect_ability_enable_sapphire_guardian_phoenix	character_to_character_own	1
wh2_main_anc_talisman_sapphire_guardian_phoenix	wh_main_effect_character_stat_mod_ward_save_magic	character_to_character_own	20
wh2_main_anc_talisman_shadow_magnet_trinket	wh2_main_effect_ability_enable_shadow_magnet_trinket	character_to_character_own	1
wh2_main_anc_talisman_talisman_of_saphery	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	5
wh2_main_anc_talisman_talisman_of_saphery	wh_main_effect_character_stat_mod_ward_save_magic	character_to_character_own	10
wh2_main_anc_talisman_the_black_amulet	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	5
wh2_main_anc_talisman_the_black_amulet	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	15
wh2_main_anc_talisman_the_black_amulet	wh_main_effect_character_stat_mod_ward_save_physical	character_to_character_own	5
wh2_main_anc_talisman_vambraces_of_defence	wh_main_effect_character_stat_mod_armour	character_to_character_own	5
wh2_main_anc_talisman_vambraces_of_defence	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	5
wh2_main_anc_talisman_vambraces_of_defence	wh_main_effect_character_stat_mod_ward_save	character_to_character_own	15
wh2_main_anc_weapon_aventurine_dagger	wh2_main_skill_ability_dark_venom	character_to_character_own	1
wh2_main_anc_weapon_aventurine_dagger	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1
wh2_main_anc_weapon_aventurine_dagger	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	5
wh2_main_anc_weapon_aventurine_dagger	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	3
wh2_main_anc_weapon_blade_of_bel_korhadris	wh2_main_effect_ability_enable_blade_of_bel_korhadris	character_to_character_own	1
wh2_main_anc_weapon_blade_of_bel_korhadris	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_main_anc_weapon_blade_of_corruption	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_main_anc_weapon_blade_of_corruption	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1
wh2_main_anc_weapon_blade_of_corruption	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	3
wh2_main_anc_weapon_blade_of_darting_steel	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	8
wh2_main_anc_weapon_blade_of_leaping_gold	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	10
wh2_main_anc_weapon_blade_of_leaping_gold	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	10
wh2_main_anc_weapon_blade_of_nurglitch	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_main_anc_weapon_blade_of_nurglitch	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1
wh2_main_anc_weapon_blade_of_revered_tzunki	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_main_anc_weapon_blade_of_revered_tzunki	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	20
wh2_main_anc_weapon_blade_of_revered_tzunki	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	5
wh2_main_anc_weapon_blade_of_ruin	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	20
wh2_main_anc_weapon_blade_of_sea_gold	wh2_main_effect_character_stat_mod_melee_damage_add	character_to_character_own	-40
wh2_main_anc_weapon_blade_of_sea_gold	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	40
wh2_main_anc_weapon_bow_of_the_seafarer	wh2_main_effect_ability_enable_bow_of_the_seafarer	character_to_character_own	1
wh2_main_anc_weapon_bow_of_the_seafarer	wh_main_effect_character_stat_mod_missile_damage	character_to_character_own	10
wh2_main_anc_weapon_burning_blade_of_chotec	wh2_main_effect_character_stat_enable_flaming_attacks	character_to_character_own	1
wh2_main_anc_weapon_burning_blade_of_chotec	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	3
wh2_main_anc_weapon_caledors_bane	wh_main_effect_character_stat_mod_bonus_v_large	character_to_character_own	9
wh2_main_anc_weapon_caledors_bane	wh_main_effect_character_stat_mod_charge_add	character_to_character_own	15
wh2_main_anc_weapon_chillblade	wh2_main_effect_ability_enable_chillblade	character_to_character_own	1
wh2_main_anc_weapon_chillblade	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_main_anc_weapon_chillblade	wh_main_effect_character_stat_mod_bonus_v_large	character_to_character_own	4
wh2_main_anc_weapon_chillblade	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	5
wh2_main_anc_weapon_cobra_mace_of_mazdamundi	wh_main_effect_character_mod_ancillary_steal	character_to_character_own	50
wh2_main_anc_weapon_cobra_mace_of_mazdamundi	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1
wh2_main_anc_weapon_cobra_mace_of_mazdamundi	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	15
wh2_main_anc_weapon_cobra_mace_of_mazdamundi	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	12
wh2_main_anc_weapon_cobra_mace_of_mazdamundi	wh_main_effect_religion_conversion_untainted	character_to_character_own_provincetext	5
wh2_main_anc_weapon_crimson_death	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_main_anc_weapon_crimson_death	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	8
wh2_main_anc_weapon_dagger_of_hotek	wh2_main_effect_character_stat_mod_melee_damage_add	character_to_character_own	20
wh2_main_anc_weapon_dagger_of_hotek	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_main_anc_weapon_dagger_of_hotek	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	5
wh2_main_anc_weapon_dagger_of_sotek	wh2_main_effect_force_army_battle_enemy_unit_morale_skaven	general_to_force_enemy_regionwide	-8
wh2_main_anc_weapon_dagger_of_sotek	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_main_anc_weapon_dagger_of_sotek	wh_main_effect_character_stat_mod_bonus_v_small	character_to_character_own	4
wh2_main_anc_weapon_deathpiercer	wh_main_effect_character_stat_mod_bonus_v_small	character_to_character_own	8
wh2_main_anc_weapon_deathpiercer	wh_main_effect_character_stat_mod_charge_add	character_to_character_own	10
wh2_main_anc_weapon_destroyer	wh2_main_effect_ability_enable_destroyer	character_to_character_own	1
wh2_main_anc_weapon_destroyer	wh2_main_effect_character_stat_enable_discourage_attacks	character_to_character_own	1
wh2_main_anc_weapon_destroyer	wh_main_effect_character_mod_ancillary_steal	character_to_character_own	50
wh2_main_anc_weapon_destroyer	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	12
wh2_main_anc_weapon_destroyer	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	12
wh2_main_anc_weapon_dwarf_gouger	wh2_main_effect_ability_enable_dwarf_gouger	character_to_character_own	1
wh2_main_anc_weapon_dwarf_gouger	wh2_main_effect_character_stat_mod_melee_damage_versus_dwarfs	character_to_character_own	20
wh2_main_anc_weapon_dwarf_gouger	wh_main_effect_character_stat_mod_bonus_v_small	character_to_character_own	10
wh2_main_anc_weapon_dwarf_gouger	wh_main_effect_force_all_campaign_recruitment_cost_all	general_to_force_own	-10
wh2_main_anc_weapon_dwarfbane	wh2_main_effect_character_stat_mod_ap_damage_versus_dwarfs	character_to_character_own	5
wh2_main_anc_weapon_dwarfbane	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	4
wh2_main_anc_weapon_executioners_axe	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	-5
wh2_main_anc_weapon_executioners_axe	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	20
wh2_main_anc_weapon_foe_bane	wh_main_effect_character_stat_mod_bonus_v_large	character_to_character_own	8
wh2_main_anc_weapon_heartrender_and_the_darksword	wh2_main_effect_ability_enable_heartrender_and_the_darksword	character_to_character_own	1
wh2_main_anc_weapon_heartrender_and_the_darksword	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_main_anc_weapon_heartrender_and_the_darksword	wh_main_effect_character_stat_mod_charge_add	character_to_character_own	30
wh2_main_anc_weapon_heartrender_and_the_darksword	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	10
wh2_main_anc_weapon_heartrender_and_the_darksword	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	15
wh2_main_anc_weapon_heartrender_and_the_darksword	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	5
wh2_main_anc_weapon_heartrender_and_the_darksword	wh_main_effect_public_order_characters	character_to_province_own	5
wh2_main_anc_weapon_heartrender_and_the_darksword	wh_main_effect_religion_conversion_chaos	character_to_character_own_provincetext	5
wh2_main_anc_weapon_heartseeker	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1
wh2_main_anc_weapon_heartseeker	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	6
wh2_main_anc_weapon_hydra_blade	wh2_main_effect_ability_enable_hydra_blade	character_to_character_own	1
wh2_main_anc_weapon_mechanical_claw	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	20
wh2_main_anc_weapon_mechanical_claw	wh_main_effect_character_stat_mod_bonus_v_large	character_to_character_own	10
wh2_main_anc_weapon_reaver_bow	wh2_main_effect_ability_enable_reaver_bow	character_to_character_own	1
