variants_tables
5
variant_name	tech_folder	variant_file_name	low_poly_filename	mount_scale	scale	scale_variation
wh2_main_skv_death_globe_bombardiers		skv_death_globe_bombardiers	hu17\skv\skv_poisoned_wind_globadiers\imposter\skv_death_wind_globadiers_imposter	1	1	0.05
wh2_main_skv_death_runners		skv_death_runnners	hu17\skv\skv_death_runners\imposter\skv_death_runnners_imposter	1	1	0.05
wh2_main_skv_doomwheel		skv_doomwheel		1	1	0
wh2_main_skv_doomwheel_clanrat		skv_doomwheel_clanrat	hu17\skv\skv_clan_rats\imposter\skv_clanrat_imposter	1	1	0
wh2_main_skv_doomwheel_rat		skv_rat		1	1	0
wh2_main_skv_grey_seer		skv_grey_seer	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.15	0.05
wh2_main_skv_grey_seer_campaign_01		skv_grey_seer_campaign_01	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.15	0.05
wh2_main_skv_grey_seer_campaign_02		skv_grey_seer_campaign_02	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.15	0.05
wh2_main_skv_grey_seer_campaign_03		skv_grey_seer_campaign_03	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.15	0.05
wh2_main_skv_grey_seer_campaign_04		skv_grey_seer_campaign_04	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.15	0.05
wh2_main_skv_gutter_runners		skv_gutter_runners	hu17\skv\skv_gutter_runners\imposter\skv_gutter_runners_imposter	1	1	0.05
wh2_main_skv_gutter_runners_sling		skv_gutter_runners_sling	hu17\skv\skv_gutter_runners\imposter\skv_gutter_runners_imposter	1	1	0.05
wh2_main_skv_hell_pit_abomination		skv_hell_pit_abomination	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1	0
wh2_main_skv_lord_skrolk		skv_lord_skrolk		1	1.3	0
wh2_main_skv_night_runners		skv_night_runners	hu17\skv\skv_night_runners\imposter\skv_night_runners_imposter	1	1	0.05
wh2_main_skv_night_runners_sling		skv_night_runners_sling	hu17\skv\skv_night_runners\imposter\skv_night_runners_imposter	1	1	0.05
wh2_main_skv_plague_furnace_campaign	warmachines\engines\skv_plague_furnace\tech	campaign_skv_plague_furnace		1	1	0
wh2_main_skv_plague_monk		skv_plague_monk	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1	0.05
wh2_main_skv_plague_monk_censer		skv_plague_monk_censer	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1	0.05
wh2_main_skv_plague_priest		skv_plague_priest	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.15	0.05
wh2_main_skv_plague_priest_campaign_01		skv_plague_priest_campaign_01	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.15	0.05
wh2_main_skv_plague_priest_campaign_02		skv_plague_priest_campaign_02	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.15	0.05
wh2_main_skv_plague_priest_campaign_03		skv_plague_priest_campaign_03	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.15	0.05
wh2_main_skv_poison_wind_globadiers		skv_wind_globadiers	hu17\skv\skv_poisoned_wind_globadiers\imposter\skv_poisoned_wind_globadiers_imposter	1	1	0.05
wh2_main_skv_queek		skv_queek	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.3	0
wh2_main_skv_rat_ogre		skv_rat_ogre		1	1	0
wh2_main_skv_rat_ogre_bonebreaker	VariantMeshes\_VariantModels\humanoid18\skv\skv_bone_breaker\tech	skv_rat_ogre_bonebreaker		1	1.6	0
wh2_main_skv_screaming_bell_campaign	warmachines\engines\skv_screaming_bell\tech	campaign_skv_screaming_bell		1	1	0
wh2_main_skv_siege_ladder_01		skv_siege_ladder		1	1	0
wh2_main_skv_skavenslaves		skv_skavenslaves	hu17\skv\skv_skaven_slaves\imposter\skv_skavenslaves_imposter	1	1	0.05
wh2_main_skv_skavenslaves_sling		skv_skavenslaves_sling	hu17\skv\skv_skaven_slaves\imposter\skv_skavenslaves_imposter	1	1	0.05
wh2_main_skv_skavenslaves_spear		skv_skavenslaves_spear	hu17\skv\skv_skaven_slaves\imposter\skv_skavenslaves_spear_imposter	1	1	0.05
wh2_main_skv_skyre_artillery_crew		skv_skyre_artillery_crew		1	1.15	0.05
wh2_main_skv_stormvermin_halberd		skv_stormvermin_halberd	hu17\skv\skv_stormvermin\imposter\skv_stormvermin_halberd_imposter	1	1.15	0.05
wh2_main_skv_stormvermin_shield		skv_stormvermin_shield	hu17\skv\skv_stormvermin\imposter\skv_stormvermin_shield_imposter	1	1.15	0.05
wh2_main_skv_warlock_engineer		skv_warlock_engineer		1	1.15	0.05
wh2_main_skv_warlock_engineer_campaign_01		skv_warlock_engineer_campaign_01		1	1.15	0.05
wh2_main_skv_warlock_engineer_campaign_02		skv_warlock_engineer_campaign_02		1	1.15	0.05
wh2_main_skv_warlock_engineer_campaign_03		skv_warlock_engineer_campaign_03		1	1.15	0.05
wh2_main_skv_warlord		skv_warlord		1	1.1	0.05
wh2_main_skv_warlord_campaign_01		skv_warlord_campaign_01		1	1.1	0.05
wh2_main_skv_warlord_campaign_02		skv_warlord_campaign_02		1	1.1	0.05
wh2_main_skv_warlord_campaign_03		skv_warlord_campaign_03		1	1.1	0.05
wh2_main_skv_warpfire_thrower		skv_warpfire_gunner		1	1	0.05
wh2_main_skv_warplightning_crew		skv_warplightning_crew		1	1	0.05
wh_brt_artillery_crew		brt_artillery_crew	hu1\brt\brt_peasants_bowmen\low_poly\brt_peasants_bowmen_lowlod	1	1	0.05
wh_brt_beaquis_the_hippogryph	VariantMeshes\wh_variantmodels\bc2b\brt\brt_hippogryph_beaquis\tech	brt_beaquis_the_hippogryph		1	1.1	0
wh_brt_ch_damsel		brt_damsel		1	1.15	0.05
wh_brt_ch_damsel_campaign_01		brt_damsel_campaign_01		1	1.15	0.05
wh_brt_ch_damsel_campaign_02		brt_damsel_campaign_02		1	1.15	0.05
wh_brt_ch_king_louen_leoncoeur		brt_ch_king_louen_leoncoeur		1	1.2	0.05
wh_brt_ch_lords		brt_lords		1	1.15	0.05
wh_brt_ch_lords_campaign_01		brt_lords_campaign_01		1	1.15	0.05
wh_brt_ch_lords_campaign_02		brt_lords_campaign_02		1	1.15	0.05
wh_brt_ch_lords_campaign_03		brt_lords_campaign_03		1	1.15	0.05
wh_brt_ch_lords_campaign_04		brt_lords_campaign_04		1	1.15	0.05
wh_brt_ch_lords_lance		brt_lords		1	1.15	0.05
wh_brt_ch_paladin		brt_paladin		1	1.15	0.05
wh_brt_ch_paladin_campaign_01		brt_paladin_campaign_01		1	1.15	0.05
wh_brt_ch_paladin_campaign_02		brt_paladin_campaign_02		1	1.15	0.05
wh_brt_ch_paladin_campaign_03		brt_paladin_campaign_03		1	1.15	0.05
wh_brt_ch_paladin_campaign_04		brt_paladin_campaign_04		1	1.15	0.05
wh_brt_ch_paladin_lance		brt_paladin		1	1.15	0.05
wh_brt_grail_knights		brt_grail_knights	hu1\brt\brt_grail_knights\low_poly\brt_grail_knights_lowlod	1	1	0.05
wh_brt_hippogryphs	VariantMeshes\wh_variantmodels\bc2b\brt\brt_hippogryph_beaquis\tech	brt_hippogryphs		1	0.8999999	0
wh_brt_hippogryphs_lord	VariantMeshes\wh_variantmodels\bc2b\brt\brt_hippogryph_beaquis\tech	brt_hippogryphs_lord		1	1	0
wh_brt_hippogryphs_lord_faction_colours	VariantMeshes\wh_variantmodels\bc2b\brt\brt_hippogryph_beaquis\tech	brt_hippogryph_lord_faction_colours		1	1	0
wh_brt_knights_of_the_realm		brt_knights_of_the_realm	hu1\brt\brt_grail_knights\low_poly\brt_grail_knights_lowlod	1	1	0.05
wh_brt_men_at_arms_halberd		brt_men_at_arms_halberd	hu1\brt\brt_men_at_arms\low_poly\brt_men_at_arms_lowlod	1	1	0.05
wh_brt_mounted_yeomen		brt_mounted_yeomen	hu1\brt\brt_men_at_arms\low_poly\brt_spearmen_at_arms_lowlod	1	1	0.05
wh_brt_mounted_yeomen_archers		brt_mounted_yeomen_archers	hu1\brt\brt_men_at_arms\low_poly\brt_men_at_arms_archer_lowlod	1	1	0.05
wh_brt_peasants_bowmen		brt_peasants_bowmen	hu1\brt\brt_peasants_bowmen\low_poly\brt_peasants_bowmen_lowlod	1	1	0.05
wh_brt_peasants_mob		brt_peasants_mob		1	1	0.05
wh_brt_pegasus		brt_pegasus		1	1	0.05
wh_brt_pegasus_campaign	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	brt_pegasus		1	1	0
wh_brt_pegasus_knights		brt_pegasus_knights	hu1\brt\brt_grail_knights\low_poly\brt_grail_knights_lowlod	1	1	0.05
wh_brt_royal_knights		brt_royal_knights	hu1\brt\brt_grail_knights\low_poly\brt_grail_knights_lowlod	1	1	0.05
wh_brt_royal_pegasus		brt_royal_pegasus		1	1	0.05
wh_brt_royal_pegasus_campaign	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	brt_royal_pegasus		1	1	0
wh_brt_royal_pegasus_faction_colours	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	brt_royal_pegasus_faction_colours		1	1	0
wh_brt_royal_pegasus_faction_colours_campaign	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	brt_royal_pegasus_faction_colours		1	1	0
wh_brt_spearmen_at_arms_shield		brt_spearmen_at_arms_shield	hu1\brt\brt_men_at_arms\low_poly\brt_spearmen_at_arms_lowlod	1	1	0.05
wh_brt_warhorses		brt_warhorses	hr1\emp\emp_horse\low_poly\emp_horse_lowlod	1	1	0.05
wh_brt_warhorses_barded		brt_warhorses_barded	hr1\brt\brt_horse\imposter\brt_horse_armoured_random_colours_imposter	1	1	0.05
wh_brt_warhorses_barded_campaign	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	brt_warhorses_barded	hr1\brt\brt_horse\imposter\brt_horse_armoured_random_colours_imposter	1	1	0
wh_brt_warhorses_barded_faction_colours	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	brt_warhorses_barded_faction_colours	hr1\brt\brt_horse\imposter\brt_horse_armoured_imposter	1	1	0
wh_brt_warhorses_barded_faction_colours_campaign	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	brt_warhorses_barded_faction_colours	hr1\brt\brt_horse\imposter\brt_horse_armoured_imposter	1	1	0
wh_brt_warhorses_campaign	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	brt_warhorses	hr1\emp\emp_horse\low_poly\emp_horse_lowlod	1	1	0
wh_bst_feral_manticore		bst_feral_manticore		1	1	0
wh_campaign_bst_beastlord_razorgor_chariot	art\campaign\chariots\cam_rch1\bst\bst_beastlord_razorgor_chariot\tech	campaign_bst_beastlord_razorgor_chariot		1	1	0
wh_campaign_emp_war_altar	art\campaign\chariots\cam_wa1\emp\emp_cam_war_altar\tech	campaign_emp_war_altar		1	1	0
wh_campaign_grn_orc_warboss_boar_chariot	art\campaign\chariots\cam_bch1\grn\grn_orc_warboss_boar_chariot\tech	campaign_grn_orc_warboss_boar_chariot		1	1	0
wh_chs_barded_chaos_steed		chs_barded_chaos_steed	hr1\chs\chs_steed\low_poly\chs_steed_lowlod	1	1	0.05
wh_chs_barded_chaos_steed_campaign	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	chs_barded_chaos_steed	hr1\chs\chs_steed\low_poly\chs_steed_lowlod	1	1	0
wh_chs_ch_archaon		chs_ch_archaon		1	1.2	0.05
wh_chs_ch_chaos_lord		chs_chaos_lord		1	1.15	0.05
wh_chs_ch_chaos_lord_campaign_01		chs_chaos_lord_campaign_01		1	1.15	0.05
wh_chs_ch_chaos_lord_campaign_02		chs_chaos_lord_campaign_02		1	1.15	0.05
wh_chs_ch_chaos_lord_campaign_03		chs_chaos_lord_campaign_03		1	1.15	0.05
wh_chs_ch_exalted_hero		chs_exalted_hero		1	1.15	0.05
wh_chs_ch_exalted_hero_campaign_01		chs_exalted_hero_campaign_01		1	1.15	0.05
wh_chs_ch_exalted_hero_campaign_02		chs_exalted_hero_campaign_02		1	1.15	0.05
wh_chs_ch_exalted_hero_campaign_03		chs_exalted_hero_campaign_03		1	1.15	0.05
wh_chs_ch_exalted_hero_campaign_04		chs_exalted_hero_campaign_04		1	1.15	0.05
wh_chs_ch_exalted_hero_campaign_05		chs_exalted_hero_campaign_05		1	1.15	0.05
wh_chs_ch_kholek_suneater		chs_kholek_suneater		1	2	0
wh_chs_ch_lord_of_change		chs_lord_of_change		1	1.15	0
wh_chs_ch_sigvald		chs_ch_sigvald		1	1.2	0.05
wh_chs_ch_sorcerer		chs_sorcerer		1	1.15	0.05
wh_chs_ch_sorcerer_campaign_01		chs_sorcerer_campaign_01		1	1.15	0.05
wh_chs_ch_sorcerer_campaign_02		chs_sorcerer_campaign_02		1	1.15	0.05
wh_chs_ch_sorcerer_campaign_03		chs_sorcerer_campaign_03		1	1.15	0.05
wh_chs_ch_sorcerer_campaign_04		chs_sorcerer_campaign_04		1	1.15	0.05
wh_chs_ch_sorcerer_lord		chs_sorcerer_lord		1	1.15	0.05
wh_chs_ch_sorcerer_lord_campaign_01		chs_sorcerer_lord_campaign_01		1	1.15	0.05
wh_chs_ch_sorcerer_lord_campaign_02		chs_sorcerer_lord_campaign_02		1	1.15	0.05
wh_chs_ch_sorcerer_lord_campaign_03		chs_sorcerer_lord_campaign_03		1	1.15	0.05
wh_chs_ch_sorcerer_lord_campaign_04		chs_sorcerer_lord_campaign_04		1	1.15	0.05
wh_chs_chaos_dwarf_artillery_crew		chs_chaos_dwarf_artillery_crew		1	0.95	0.05
wh_chs_chaos_knight_lance		chs_chaos_knight_lance	hu1c\chs\chs_warriors_of_chaos\low_poly\chs_warriors_knights_lance_lowlod	1	1	0.05
wh_chs_chaos_spawn		chs_chaos_spawn		1	0.8	0
wh_chs_chaos_steed		chs_chaos_steed	hr1\chs\chs_steed\low_poly\chs_steed_lowlod	1	1	0.05
wh_chs_chaos_steed_campaign	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	chs_chaos_steed	hr1\chs\chs_steed\low_poly\chs_steed_lowlod	1	1	0
wh_chs_charioteer		chs_charioteer	hu1c\chs\chs_marauders\low_poly\chs_marauder_chariot_lowlod	1	1	0.05
wh_chs_charioteer_halberd		chs_charioteer_halberd	hu1c\chs\chs_warriors_of_chaos\low_poly\chs_warriors_halberd_lowlod	1	1	0.05
wh_chs_dorghar		chs_dhorgar	hr1\chs\chs_steed\low_poly\chs_steed_lowlod	1	1	0.05
wh_chs_dorghar_campaign	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	chs_dhorgar	hr1\chs\chs_steed\low_poly\chs_steed_lowlod	1	1	0
wh_chs_dragon	VariantMeshes\_VariantModels\dragon01b\chs\chs_chaos_dragon\tech	chs_dragon		1	1.15	0
wh_chs_dragon_ogre		chs_dragon_ogre	ce2\chaos\chs_dragon_ogre\low_poly\chs_dragon_ogre_lowlod	1	1	0.05
wh_chs_dragon_ogre_shaggoth		chs_dragon_ogre_shaggoth	ce2\chaos\chs_dragon_ogre\low_poly\chs_dragon_ogre_lowlod	1	1.75	0
wh_chs_forsaken		chs_forsaken	hu1c\chs\chs_forsaken\low_poly\chs_forsaken_lowlod	1	1.1	0.05
wh_chs_giants		chs_giants		1	1	0
wh_chs_gorebeast		chs_gorebeast		1	1	0.05
wh_chs_knights		chs_knights	hu1c\chs\chs_warriors_of_chaos\low_poly\chs_warriors_lowlod	1	1	0.05
wh_chs_manticore	VariantMeshes\_VariantModels\bigcat03\chaos_undivided\saddles\tech	chs_manticore		1	1	0
wh_chs_marauder_horsemen		chs_marauder_horsemen	hu1c\chs\chs_marauders\low_poly\chs_marauder_horsemen_lowlod	1	0.95	0.05
wh_chs_marauder_horsemen_throwing_axe		chs_marauder_horsemen_throwing_axe	hu1c\chs\chs_marauders\low_poly\chs_marauder_horsemen_throwing_lowlod	1	0.95	0.05
wh_chs_marauders		chs_marauders	hu1c\chs\chs_marauders\low_poly\chs_marauder_lowlod	1	0.95	0.05
wh_chs_marauders_great_weapons		chs_marauders_great_weapons	hu1c\chs\chs_marauders\low_poly\chs_marauder_great_lowlod	1	0.95	0.05
wh_chs_trolls		chs_trolls		1	0.7	0
wh_chs_trolls_mace		chs_trolls_mace		1	0.7	0
wh_chs_warhorse		chs_warhorse	hr1\chs\chs_warhorse\low_poly\chs_warhorse_lowlod	1	1	0.05
wh_chs_warhounds		chs_warhounds	wf1\chs\chs_warhounds\low_poly\chs_warhounds_lowlod	1	1	0.05
wh_chs_warhounds_poison		chs_warhounds_poison	wf1\chs\chs_warhounds_poison\low_poly\chs_warhound_poison_lowlod	1	1	0.05
wh_chs_warriors		chs_warriors	hu1c\chs\chs_warriors_of_chaos\low_poly\chs_warriors_lowlod	1	1	0.05
wh_chs_warriors_chosen		chs_warriors_chosen	hu1c\chs\chs_chosen\low_poly\chs_chosen_lowlod	1	1	0.05
wh_chs_warriors_chosen_great_weapons		chs_warriors_chosen_great_weapons	hu1c\chs\chs_chosen\low_poly\chs_chosen_great_lowlod	1	1	0.05
wh_chs_warriors_chosen_halberd		chs_warriors_chosen_halberd	hu1c\chs\chs_chosen\low_poly\chs_chosen_halberd_lowlod	1	1	0.05
wh_chs_warriors_great_weapons		chs_warriors_great_weapons	hu1c\chs\chs_warriors_of_chaos\low_poly\chs_warriors_great_lowlod	1	1	0.05
wh_chs_warriors_halberd		chs_warriors_halberd	hu1c\chs\chs_warriors_of_chaos\low_poly\chs_warriors_halberd_lowlod	1	1	0.05
wh_dlc02_vmp_blood_knights_steed		vmp_blood_knights_steed	hr1\vmp\vmp_barded_nightmare\low_lod\vmp_barded_nightmare_lowlod	1	1	0.05
wh_dlc03_bst_bestigors		bst_bestigors	hu6\bst\bst_bestigors\low_poly\bst_bestigor_axe_lowlod	1	1.15	0.05
wh_dlc03_bst_centigors		bst_centigors	ce1/bst/bst_centigor/low_poly/bst_centigor_spear_shield_lowlod	1	1	0.05
wh_dlc03_bst_centigors_great_weapons		bst_centigors_great_weapons	ce1/bst/bst_centigor/low_poly/bst_centigor_great_spear_lowlod	1	1	0.05
wh_dlc03_bst_centigors_throwing_axes		bst_centigors_throwing_axes	ce1/bst/bst_centigor/low_poly/bst_centigor_spear_axe_lowlod	1	1	0.05
wh_dlc03_bst_ch_beastlords		bst_beastlords		1	1.3	0.05
wh_dlc03_bst_ch_beastlords_campaign_01		bst_beastlords_campaign_01		1	1.15	0.05
wh_dlc03_bst_ch_beastlords_campaign_02		bst_beastlords_campaign_02		1	1.15	0.05
wh_dlc03_bst_ch_beastlords_campaign_03		bst_beastlords_campaign_03		1	1.15	0.05
wh_dlc03_bst_ch_beastlords_campaign_04		bst_beastlords_campaign_04		1	1.15	0.05
wh_dlc03_bst_ch_bray_shaman		bst_bray_shaman		1	1.15	0.05
wh_dlc03_bst_ch_bray_shaman_campaign_01		bst_bray_shaman_campaign_01		1	1.15	0.05
wh_dlc03_bst_ch_bray_shaman_campaign_02		bst_bray_shaman_campaign_02		1	1.15	0.05
wh_dlc03_bst_ch_bray_shaman_campaign_03		bst_bray_shaman_campaign_03		1	1.15	0.05
wh_dlc03_bst_ch_bray_shaman_campaign_04		bst_bray_shaman_campaign_04		1	1.15	0.05
wh_dlc03_bst_ch_gorebull		bst_gorebulls		1	1.3	0
wh_dlc03_bst_ch_gorebull_campaign_01		bst_gorebulls_campaign_01		1	1.3	0
wh_dlc03_bst_ch_gorebull_campaign_02		bst_gorebulls_campaign_02		1	1.3	0
wh_dlc03_bst_ch_gorebull_campaign_03		bst_gorebulls_campaign_03		1	1.3	0
wh_dlc03_bst_ch_khazrak		bst_ch_khazrak		1	1.3	0
wh_dlc03_bst_chaos_spawn		bst_chaos_spawn	hc02\bst\bst_chaos_spawn\low_poly\bst_chaos_spawn_lowlod	1	0.8	0
wh_dlc03_bst_chaos_warhounds		bst_chaos_warhounds	wf1\bst\bst_warhounds\low_poly\bst_warhound_lowlod	1	1	0.05
wh_dlc03_bst_chaos_warhounds_poison		bst_chaos_warhounds_poison	wf1\chs\chs_warhounds_poison\low_poly\chs_warhound_poison_lowlod	1	1	0.05
wh_dlc03_bst_cygors		bst_cygors		1	1	0
wh_dlc03_bst_giant		bst_giant		1	1	0
wh_dlc03_bst_gors		bst_gors	hu\bst\bst_gor\low_poly\bst_gor_lowlod	1	1	0.05
wh_dlc03_bst_gors_dual_axes		bst_gors_dual_axes	hu6\bst\bst_gor\low_poly\bst_gor_axe_axe_lowlod	1	1	0.05
wh_dlc03_bst_gors_shields		bst_gors_shields	hu6\bst\bst_gor\low_poly\bst_gor_axe_shield_lowlod	1	1	0.05
wh_dlc03_bst_malagor		bst_ch_malagor		1	1	0
wh_dlc03_bst_minotaurs		bst_minotaurs	hu12\bst\bst_minotaurs\low_poly\bst_minotaur_axe_axe_lowlod	1	1.15	0
wh_dlc03_bst_minotaurs_great_weapons		bst_minotaurs_great_weapons	hu12\bst\bst_minotaurs\low_poly\bst_minotaur_lowlod	1	1.15	0
wh_dlc03_bst_minotaurs_shields		bst_minotaurs_shields	hu12\bst\bst_minotaurs\low_poly\bst_minotaur_axe_shield_lowlod	1	1.15	0
wh_dlc03_bst_razorgor_chariot		bst_razorgors	bo1\bst\bst_razorgor\low_poly\bst_razorgor_lowlod	1	1.6	0
wh_dlc03_bst_razorgor_mount		bst_razorgors	bo1\bst\bst_razorgor\low_poly\bst_razorgor_lowlod	1	1.3	0
wh_dlc03_bst_razorgors		bst_razorgors	bo1\bst\bst_razorgor\low_poly\bst_razorgor_lowlod	1	1.3	0.1
wh_dlc03_bst_ungor_raiders		bst_ungor_raiders	hu6b\bst\bst_ungor\low_poly\bst_ungor_lowlod	1	1	0.05
wh_dlc03_bst_ungor_spearmen		bst_ungor_spearmen	hu6b\bst\bst_ungor\low_poly\bst_ungor_spear_lowlod	1	1	0.05
wh_dlc03_bst_ungor_spearmen_shields		bst_ungor_spearmen_shield	hu6b\bst\bst_ungor\low_poly\bst_ungor_spear_shield_lowlod	1	1	0.05
wh_dlc03_bst_ungors_shield		bst_ungors_shield	hu6b\bst\bst_ungor\low_poly\bst_ungor_axe_shield_lowlod	1	1	0.05
wh_dlc03_emp_amber_wizard_griffon	VariantMeshes\wh_variantmodels\bc2\emp\emp_imperial_griffon\tech	emp_amber_wizard_griffon		1	1.667	0
wh_dlc03_emp_ch_boris_todbringer		emp_ch_boris_todbringer		1	1.2	0
wh_dlc03_emp_ch_boris_todbringer_visor		emp_ch_boris_todbringer_visor		1	1.2	0
wh_dlc03_emp_ch_wizard_beasts		emp_wizard_beasts		1	1.15	0.05
wh_dlc03_emp_ch_wizard_beasts_campaign_01		emp_wizard_beasts_campaign_01		1	1.15	0.05
wh_dlc03_emp_ch_wizard_beasts_campaign_02		emp_wizard_beasts_campaign_02		1	1.15	0.05
wh_dlc04_campaign_vmp_corpse_cart	art\campaign\chariots\cam_cc1\vmp\vmp_campaign_corpse_cart\tech	campaign_vmp_corpse_cart		1	1	0
wh_dlc04_campaign_vmp_corpse_cart_balefire	art\campaign\chariots\cam_cc1\vmp\vmp_campaign_corpse_cart\tech	campaign_vmp_corpse_cart_balefire		1	1	0
wh_dlc04_campaign_vmp_corpse_cart_helman	art\campaign\chariots\cam_cc1\vmp\vmp_campaign_corpse_cart\tech	campaign_vmp_corpse_cart_helman		1	1	0
wh_dlc04_campaign_vmp_corpse_cart_lodestone	art\campaign\chariots\cam_cc1\vmp\vmp_campaign_corpse_cart\tech	campaign_vmp_corpse_cart_lodestone		1	1	0
wh_dlc04_emp_arch_lector		emp_arch_lector		1	1.15	0.05
wh_dlc04_emp_arch_lector_campaign_01		emp_arch_lector_campaign_01		1	1.15	0.05
wh_dlc04_emp_arch_lector_campaign_02		emp_arch_lector_campaign_02		1	1.15	0.05
wh_dlc04_emp_arch_lector_campaign_03		emp_arch_lector_campaign_03		1	1.15	0.05
wh_dlc04_emp_arch_lector_campaign_04		emp_arch_lector_campaign_04		1	1.15	0.05
wh_dlc04_emp_ch_volkmar		emp_ch_volkmar		1	1.2	0
wh_dlc04_emp_demigryph_altdorf		emp_demigryph_altdorf	bc2\emp\emp_demigryph\low_poly\emp_demigryph_altdorf_lowlod	1	1	0.05
wh_dlc04_emp_flagellants		emp_flagellants	hu1\emp\emp_flagellants\low_poly\emp_flagellants_lowlod	1	1	0.05
wh_dlc04_emp_flagellants_tattersouls		emp_flagellants_tattersouls	hu1\emp\emp_flagellants\low_poly\emp_flagellants_tattersouls_lowlod	1	1	0.05
wh_dlc04_emp_free_company_militia		emp_free_company_militia	hu1\emp\emp_free_company\low_poly\emp_free_company_lowlod	1	1	0.05
wh_dlc04_emp_free_company_militia_stirland		emp_free_company_militia_stirland	hu1\emp\emp_free_company\low_poly\emp_free_company_lowlod	1	1	0.05
wh_dlc04_emp_knight_blazing_sun_warhorse		emp_knight_blazing_sun_warhorse	hr1\emp\emp_horse\low_poly\emp_horse_blazing_lowlod	1	1	0.05
wh_dlc04_emp_knights_blazing_sun		emp_knights_blazing_sun	hu1\emp\emp_blazing_sun\low_poly\emp_blazing_sun_lowlod	1	1	0.05
wh_dlc04_emp_knights_demigryph_altdorf		emp_demigryph_knights_altdorf	hu1\emp\low_poly\emp_demigryph_knight_halbred_lowlod	1	1	0.05
wh_dlc04_emp_state_troops_handgunners_silver		emp_state_troops_handgunners_silver	hu1\emp\low_poly\emp_state_troops_sigmar_lowlod	1	1	0.05
wh_dlc04_emp_state_troops_sigmar		emp_state_troops_sigmar	hu1\emp\low_poly\emp_state_troops_sigmar_lowlod	1	1	0.05
wh_dlc04_emp_warhorse_armoured_war_altar		emp_warhorse_armoured_war_altar		1	1	0.05
wh_dlc04_emp_warhorse_reiksguard_zintlers		emp_warhorse_reiksguard_zintlers	hr1\emp\emp_warhorse_armoured\low_poly\emp_horse_armoured_lowlod	1	1	0.05
wh_dlc04_emp_zintlers_reiksguard		emp_knights_reiksguard_zintlers	hu1/emp/low_poly/emp_reiksguard_lowlod	1	1	0.05
wh_dlc04_vmp_ch_master_necromancer_helman		vmp_ch_master_necromancer_helman		1	1.2	0
wh_dlc04_vmp_ch_vlad		vmp_ch_vlad		1	1.2	0
wh_dlc04_vmp_dire_wolves_direpack		vmp_dire_wolves_direpack	wf1\vmp\vmp_dire_wolf\low_poly\vmp_dire_wolf_lowlod	1	1.15	0.05
wh_dlc04_vmp_necromancer_corpsemaster		vmp_necromancer_corpsemaster		1	1	0.05
wh_dlc04_vmp_skeleton_stalkers		vmp_stalkers	hu1\vmp\vmp_skeleton_warriors\low_poly\vmp_skeleton_warriors_stalkers_lowlod	1	1	0.05
wh_dlc04_vmp_sternsmen		vmp_sternsmen	hu1\vmp\vmp_black_knights\low_poly\vmp_grave_guards_lowlod	1	1	0.05
wh_dlc04_vmp_strigoi		vmp_strigoi		1	1.15	0
wh_dlc04_vmp_strigoi_campaign_01		vmp_strigoi_campaign_01		1	1.15	0
wh_dlc04_vmp_strigoi_campaign_02		vmp_strigoi_campaign_02		1	1.15	0
wh_dlc04_vmp_strigoi_campaign_03		vmp_strigoi_campaign_03		1	1.15	0
wh_dlc04_vmp_zombie_corpse_cart		vmp_zombie_corpse_cart		1	1	0.05
wh_dlc04_vmp_zombie_tithe		vmp_zombie_tithe	hu1\vmp\vmp_zombies\low_poly\vmp_zombie_tithe_lowlod	1	1	0.05
wh_dlc05_brt_armand_aquitaine		brt_armand_aquitaine		1	1	0
