region_to_province_junctions_tables
1
province	region	unknown2
wh2_main_vor_the_chill_road	wh2_main_vor_the_chill_road_ghrond	True
wh2_main_vor_the_chill_road	wh2_main_vor_the_chill_road_the_great_arena	False
wh2_main_vor_the_clawed_coast	wh2_main_vor_the_clawed_coast_hoteks_column	True
wh2_main_vor_the_clawed_coast	wh2_main_vor_the_clawed_coast_the_monoliths	False
wh2_main_vor_the_clawed_coast	wh2_main_vor_the_clawed_coast_the_twisted_glade	False
wh2_main_vor_the_creeping_jungle	wh2_main_vor_the_creeping_jungle_temple_of_kara	False
wh2_main_vor_the_creeping_jungle	wh2_main_vor_the_creeping_jungle_tlanxla	False
wh2_main_vor_the_creeping_jungle	wh2_main_vor_the_creeping_jungle_tlaxtlan	True
wh2_main_vor_the_dragon_isles	wh2_main_vor_the_dragon_isles_isle_of_the_crimson_skull	False
wh2_main_vor_the_dragon_isles	wh2_main_vor_the_dragon_isles_the_blood_hall	True
wh2_main_vor_the_forbidden_jungle	wh2_main_vor_the_forbidden_jungle_chamber_of_visions	False
wh2_main_vor_the_forbidden_jungle	wh2_main_vor_the_forbidden_jungle_sentinels_of_xeti	True
wh2_main_vor_the_great_desert	wh2_main_vor_the_great_desert_bel_aliad	False
wh2_main_vor_the_great_desert	wh2_main_vor_the_great_desert_black_tower_of_arkhan	True
wh2_main_vor_the_great_desert	wh2_main_vor_the_great_desert_pools_of_despair	False
wh2_main_vor_the_jungles_of_the_gods	wh2_main_vor_the_jungles_of_the_gods_caverns_of_sotek	False
wh2_main_vor_the_jungles_of_the_gods	wh2_main_vor_the_jungles_of_the_gods_tor_surpindar	True
wh2_main_vor_the_lost_valleys	wh2_main_vor_the_lost_valleys_oyxl	True
wh2_main_vor_the_lost_valleys	wh2_main_vor_the_lost_valleys_subatuun	False
wh2_main_vor_the_lost_valleys	wh2_main_vor_the_lost_valleys_the_sentinel_of_time	False
wh2_main_vor_the_red_rivers	wh2_main_vor_the_red_rivers_cuexotl	False
wh2_main_vor_the_red_rivers	wh2_main_vor_the_red_rivers_golden_tower_of_the_gods	False
wh2_main_vor_the_red_rivers	wh2_main_vor_the_red_rivers_nahuontl	False
wh2_main_vor_the_red_rivers	wh2_main_vor_the_red_rivers_zlatan	True
wh2_main_vor_the_road_of_skulls	wh2_main_vor_the_road_of_skulls_har_ganeth	True
wh2_main_vor_the_road_of_skulls	wh2_main_vor_the_road_of_skulls_kauark	False
wh2_main_vor_the_road_of_skulls	wh2_main_vor_the_road_of_skulls_spite_reach	False
wh2_main_vor_the_road_of_skulls	wh2_main_vor_the_road_of_skulls_the_black_pillar	False
wh2_main_vor_the_turtle_isles	wh2_main_vor_the_turtle_isles_golden_ziggurat	False
wh2_main_vor_the_turtle_isles	wh2_main_vor_the_turtle_isles_great_turtle_isle	True
wh2_main_vor_the_turtle_isles	wh2_main_vor_the_turtle_isles_mud_isle	False
wh2_main_vor_the_vampire_coast	wh2_main_vor_the_vampire_coast_pox_marsh	False
wh2_main_vor_the_vampire_coast	wh2_main_vor_the_vampire_coast_the_awakening	True
wh2_main_vor_the_vampire_coast	wh2_main_vor_the_vampire_coast_the_blood_swamps	False
wh2_main_vor_the_vampire_coast	wh2_main_vor_the_vampire_coast_the_star_tower	False
wh2_main_vor_tiranoc	wh2_main_vor_tiranoc_salvation_isle	False
wh2_main_vor_tiranoc	wh2_main_vor_tiranoc_the_high_vale	False
wh2_main_vor_tiranoc	wh2_main_vor_tiranoc_tor_anroc	True
wh2_main_vor_tiranoc	wh2_main_vor_tiranoc_whitepeak	False
wh2_main_vor_unicorn_gate	wh2_main_vor_unicorn_gate	True
wh2_main_vor_western_jungles	wh2_main_vor_western_jungles_deaths-head_monoliths	False
wh2_main_vor_western_jungles	wh2_main_vor_western_jungles_statues_of_the_gods	False
wh2_main_vor_western_jungles	wh2_main_vor_western_jungles_tlaqua	True
wh2_main_yvresse	wh2_main_yvresse_elessaeli	False
wh2_main_yvresse	wh2_main_yvresse_tor_yvresse	True
wh_main_wydrioth	wh_main_athel_loren_crag_halls	True
wh_main_torgovann	wh_main_athel_loren_vauls_anvil	True
wh_main_argwylon	wh_main_athel_loren_waterfall_palace	True
wh_main_talsyn	wh_main_athel_loren_yn_edryl_korian	True
wh_main_averland	wh_main_averland_averheim	True
wh_main_averland	wh_main_averland_grenzstadt	False
wh_main_bastonne_et_montfort	wh_main_bastonne_et_montfort_castle_bastonne	True
wh_main_bastonne_et_montfort	wh_main_bastonne_et_montfort_montfort	False
wh_main_black_mountains	wh_main_black_mountains_karak_angazhar	False
wh_main_black_mountains	wh_main_black_mountains_karak_hirn	True
wh_main_black_mountains	wh_main_black_mountains_mighdal_vongalbarak	False
wh_main_blightwater	wh_main_blightwater_deff_gorge	False
wh_main_blightwater	wh_main_blightwater_karak_azgal	True
wh_main_blightwater	wh_main_blightwater_kradtommen	False
wh_main_blightwater	wh_main_blightwater_misty_mountain	False
wh_main_blood_river_valley	wh_main_blood_river_valley_barag_dawazbag	False
wh_main_blood_river_valley	wh_main_blood_river_valley_barak_varr	True
wh_main_blood_river_valley	wh_main_blood_river_valley_dok_karaz	False
wh_main_blood_river_valley	wh_main_blood_river_valley_varenka_hills	False
wh_main_bordeleaux_et_aquitaine	wh_main_bordeleaux_et_aquitaine_aquitaine	False
wh_main_bordeleaux_et_aquitaine	wh_main_bordeleaux_et_aquitaine_bordeleaux	True
wh_main_carcassone_et_brionne	wh_main_carcassone_et_brionne_brionne	False
wh_main_carcassone_et_brionne	wh_main_carcassone_et_brionne_castle_carcassonne	True
wh_main_couronne_et_languille	wh_main_couronne_et_languille_couronne	True
wh_main_couronne_et_languille	wh_main_couronne_et_languille_languille	False
wh_main_death_pass	wh_main_death_pass_iron_rock	False
wh_main_death_pass	wh_main_death_pass_karag_dron	False
wh_main_death_pass	wh_main_death_pass_karak_drazh	True
wh_main_desolation_of_nagash	wh_main_desolation_of_nagash_black_iron_mine	False
wh_main_desolation_of_nagash	wh_main_desolation_of_nagash_karak_azul	True
wh_main_desolation_of_nagash	wh_main_desolation_of_nagash_spitepeak	False
wh_main_eastern_badlands	wh_main_eastern_badlands_crooked_fang_fort	False
wh_main_eastern_badlands	wh_main_eastern_badlands_dringorackaz	False
wh_main_eastern_badlands	wh_main_eastern_badlands_karak_eight_peaks	True
wh_main_eastern_badlands	wh_main_eastern_badlands_valayas_sorrow	False
wh_main_eastern_border_princes	wh_main_eastern_border_princes_akendorf	True
wh_main_eastern_border_princes	wh_main_eastern_border_princes_matorca	False
wh_main_eastern_oblast	wh_main_eastern_oblast_praag	True
wh_main_eastern_oblast	wh_main_eastern_oblast_volksgrad	False
wh_main_eastern_sylvania	wh_main_eastern_sylvania_castle_drakenhof	True
wh_main_eastern_sylvania	wh_main_eastern_sylvania_eschen	False
wh_main_eastern_sylvania	wh_main_eastern_sylvania_waldenhof	False
wh_main_estalia	wh_main_estalia_bilbali	False
wh_main_estalia	wh_main_estalia_magritta	True
wh_main_estalia	wh_main_estalia_tobaro	False
wh_main_forest_of_arden	wh_main_forest_of_arden_castle_artois	True
wh_main_forest_of_arden	wh_main_forest_of_arden_gisoreux	False
wh_main_gianthome_mountains	wh_main_gianthome_mountains_khazid_bordkarag	False
wh_main_gianthome_mountains	wh_main_gianthome_mountains_kraka_drak	True
wh_main_gianthome_mountains	wh_main_gianthome_mountains_sjoktraken	False
wh_main_goromadny_mountains	wh_main_goromandy_mountains_baersonlings_camp	True
wh_main_goromadny_mountains	wh_main_goromandy_mountains_frozen_landing	False
wh_main_helspire_mountains	wh_main_helspire_mountains_graeling_moot	True
wh_main_helspire_mountains	wh_main_helspire_mountains_serpent_jetty	False
wh_main_helspire_mountains	wh_main_helspire_mountains_the_monolith_of_katam	False
wh_main_hochland	wh_main_hochland_brass_keep	False
wh_main_hochland	wh_main_hochland_hergig	True
wh_main_ice_tooth_mountains	wh_main_ice_tooth_mountains_doomkeep	False
wh_main_ice_tooth_mountains	wh_main_ice_tooth_mountains_icedrake_fjord	True
wh_main_ice_tooth_mountains	wh_main_ice_tooth_mountains_longship_graveyard	False
wh_main_lyonesse	wh_main_lyonesse_lyonesse	True
wh_main_lyonesse	wh_main_lyonesse_mousillon	False
wh_main_middenland	wh_main_middenland_carroburg	False
wh_main_middenland	wh_main_middenland_middenheim	True
wh_main_middenland	wh_main_middenland_weismund	False
wh_main_mountains_of_hel	wh_main_mountains_of_hel_aeslings_conclave	True
wh_main_mountains_of_hel	wh_main_mountains_of_hel_altar_of_spawns	False
wh_main_mountains_of_hel	wh_main_mountains_of_hel_winter_pyre	False
wh_main_mountains_of_naglfari	wh_main_mountains_of_naglfari_naglfari_plain	False
wh_main_mountains_of_naglfari	wh_main_mountains_of_naglfari_varg_camp	True
wh_main_nordland	wh_main_nordland_dietershafen	False
wh_main_nordland	wh_main_nordland_salzenmund	True
wh_main_northern_grey_mountains	wh_main_northern_grey_mountains_blackstone_post	False
wh_main_northern_grey_mountains	wh_main_northern_grey_mountains_grung_zint	False
wh_main_northern_grey_mountains	wh_main_northern_grey_mountains_karak_ziflin	True
wh_main_northern_oblast	wh_main_northern_oblast_fort_ostrosk	True
wh_main_northern_oblast	wh_main_northern_oblast_fort_straghov	False
wh_main_northern_worlds_edge_mountains	wh_main_northern_worlds_edge_mountains_karak_ungor	True
wh_main_northern_worlds_edge_mountains	wh_main_northern_worlds_edge_mountains_khazid_irkulaz	False
wh_main_ostermark	wh_main_ostermark_bechafen	True
wh_main_ostermark	wh_main_ostermark_essen	False
wh_main_ostland	wh_main_ostland_castle_von_rauken	False
wh_main_ostland	wh_main_ostland_norden	False
wh_main_ostland	wh_main_ostland_wolfenburg	True
wh_main_parravon_et_quenelles	wh_main_parravon_et_quenelles_parravon	True
wh_main_parravon_et_quenelles	wh_main_parravon_et_quenelles_quenelles	False
wh_main_peak_pass	wh_main_peak_pass_gnashraks_lair	False
wh_main_peak_pass	wh_main_peak_pass_karak_kadrin	True
wh_main_reikland	wh_main_reikland_altdorf	True
wh_main_reikland	wh_main_reikland_eilhart	False
wh_main_reikland	wh_main_reikland_grunburg	False
wh_main_reikland	wh_main_reikland_helmgart	False
wh_main_rib_peaks	wh_main_rib_peaks_grom_peak	False
wh_main_rib_peaks	wh_main_rib_peaks_mount_gunbad	True
wh_main_southern_badlands	wh_main_southern_badlands_agrul_migdhal	False
wh_main_southern_badlands	wh_main_southern_badlands_galbaraz	True
wh_main_southern_badlands	wh_main_southern_badlands_gor_gazan	False
wh_main_southern_badlands	wh_main_southern_badlands_gronti_mingol	False
wh_main_southern_grey_mountains	wh_main_southern_grey_mountains_grimhold	False
wh_main_southern_grey_mountains	wh_main_southern_grey_mountains_karak_azgaraz	False
wh_main_southern_grey_mountains	wh_main_southern_grey_mountains_karak_norn	True
wh_main_southern_oblast	wh_main_southern_oblast_fort_jakova	False
wh_main_southern_oblast	wh_main_southern_oblast_kislev	True
wh_main_southern_oblast	wh_main_southern_oblast_zavastra	False
wh_main_stirland	wh_main_stirland_the_moot	False
wh_main_stirland	wh_main_stirland_wurtbad	True
wh_main_talabecland	wh_main_talabecland_kemperbad	False
wh_main_talabecland	wh_main_talabecland_talabheim	True
wh_main_the_silver_road	wh_main_the_silver_road_karaz_a_karak	True
wh_main_the_silver_road	wh_main_the_silver_road_mount_squighorn	False
wh_main_the_silver_road	wh_main_the_silver_road_the_pillars_of_grungni	False
wh_main_the_vaults	wh_main_the_vaults_karak_bhufdar	False
wh_main_the_vaults	wh_main_the_vaults_karak_izor	True
wh_main_the_vaults	wh_main_the_vaults_zarakzil	False
wh_main_the_wasteland	wh_main_the_wasteland_gorssel	False
wh_main_the_wasteland	wh_main_the_wasteland_marienburg	True
wh_main_tilea	wh_main_tilea_luccini	False
wh_main_tilea	wh_main_tilea_miragliano	True
wh_main_troll_country	wh_main_troll_country_erengrad	True
wh_main_troll_country	wh_main_troll_country_zoishenk	False
wh_main_trollheim_mountains	wh_main_trollheim_mountains_bay_of_blades	False
wh_main_trollheim_mountains	wh_main_trollheim_mountains_sarl_encampment	True
wh_main_trollheim_mountains	wh_main_trollheim_mountains_the_tower_of_khrakk	False
wh_main_vanaheim_mountains	wh_main_vanaheim_mountains_bjornlings_gathering	True
wh_main_vanaheim_mountains	wh_main_vanaheim_mountains_pack_ice_bay	False
wh_main_vanaheim_mountains	wh_main_vanaheim_mountains_troll_fjord	False
wh_main_western_badlands	wh_main_western_badlands_bitterstone_mine	False
wh_main_western_badlands	wh_main_western_badlands_dragonhorn_mines	False
wh_main_western_badlands	wh_main_western_badlands_ekrund	True
wh_main_western_badlands	wh_main_western_badlands_stonemine_tower	False
wh_main_western_border_princes	wh_main_western_border_princes_myrmidens	True
wh_main_western_border_princes	wh_main_western_border_princes_zvorak	False
wh_main_western_sylvania	wh_main_western_sylvania_castle_templehof	True
wh_main_western_sylvania	wh_main_western_sylvania_fort_oberstyre	False
wh_main_western_sylvania	wh_main_western_sylvania_schwartzhafen	False
wh_main_wissenland	wh_main_wissenland_nuln	True
wh_main_wissenland	wh_main_wissenland_pfeildorf	False
wh_main_wissenland	wh_main_wissenland_wissenburg	False
wh_main_yn_edri_eternos	wh_main_yn_edri_eternos_the_oak_of_ages	True
wh_main_zhufbar	wh_main_zhufbar_karag_dromar	False
wh_main_zhufbar	wh_main_zhufbar_oakenhammer	False
wh_main_zhufbar	wh_main_zhufbar_zhufbar	True
