land_units_tables
43
accuracy	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	historical_description_text	key	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_animals	animal	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strenghts_weaknesses_text	supports_first_person	training_level	officer	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	reload	loose_spacing	selected_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flames	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missiles	damage_mod_all	ai_usage_group	can_skirmish	mounted_draughts	sync_locomotion
10	wh2_main_leather_80	2100	inf_ranged	15	inf_mis	12	50	wh2_main_unit_long_text_def_inf_black_ark_corsairs_1	wh2_main_def_inf_black_ark_corsairs_1	hu1d_elf_sword_and_handbow	wh2_main_def_infantry_corsair_blood_dismembers	42	24	70	100		0		0	wh2_main_def_sword	wh2_main_def_handbow_bolt	6	none	wh2_main_unit_short_text_def_inf_black_ark_corsairs_1	wh_dlc05_wef_infantry_spear	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_hideForest_mountedFireMove	60	80	10	False	vo_sel_def_Black_Ark_Corsair_Handbows	vo_sel_ranged	vo_sel_culture	1	10	small	0	18	0	0	0	0	5	0	ranged_harasser	True	False	False
10	wh2_main_chainmail_110	2100	inf_melee	20	inf_mel	12	50	wh2_main_unit_long_text_def_inf_black_guard_0	wh2_main_def_inf_black_guard_0	hu1d_elf_halberd	wh2_main_def_infantry_heavy_blood_dismembers	45	45	85	170		0		0	wh2_main_def_halberd		7	none	wh2_main_unit_short_text_def_inf_black_guard_0	wh_main_infantry_2handed	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_chargeReflectorVsL_hideForest_fear_immuneToPsych	60	80	10	False	vo_sel_def_Black_Guard_of_Naggarond	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	0	5	0	melee	False	False	False
10	wh2_main_plate_50	2100	inf_melee	20	inf_mel	12	50	wh2_main_unit_long_text_def_inf_bleakswords_0	wh2_main_def_inf_bleakswords_0	hu1d_def_sword_and_shield	wh2_main_def_infantry_blood_dismembers	40	33	68	100		0		0	wh2_main_def_sword		7	wh_missile_block_70_eternal	wh2_main_unit_short_text_def_inf_bleakswords_0	wh_main_infantry	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_hideForest	60	80	10	False	vo_sel_def_Bleakswords	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	0	0	0	melee	False	False	False
15	wh2_main_plate_40	2100	inf_ranged	12	inf_mis	12	50	wh2_main_unit_long_text_def_inf_darkshards_0	wh2_main_def_inf_darkshards_0	hu1d_elf_sword_crossbow	wh2_main_def_infantry_blood_dismembers	30	20	60	70		0		0	wh2_main_def_shortsword	wh2_main_def_repeater_crossbow_rate	4	none	wh2_main_unit_short_text_def_inf_darkshards_0	wh_main_infantry	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_hideForest	60	80	10	False	vo_sel_def_Darkshards	vo_sel_ranged	vo_sel_culture	1	10	small	0	22	0	0	0	0	0	0	ranged	True	False	False
15	wh2_main_plate_40	2100	inf_ranged	10	inf_mis	12	50	wh2_main_unit_long_text_def_inf_darkshards_1	wh2_main_def_inf_darkshards_1	hu1d_elf_sword_crossbow_shield	wh2_main_def_infantry_blood_dismembers	20	26	60	70		0		0	wh2_main_def_shortsword	wh2_main_def_repeater_crossbow	4	wh_missile_block_70_eternal	wh2_main_unit_short_text_def_inf_darkshards_1	wh_main_infantry	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_hideForest	60	80	10	False	vo_sel_def_Darkshards	vo_sel_ranged	vo_sel_culture	1	10	small	0	22	0	0	0	0	0	0	ranged	True	False	False
10	wh2_main_plate_50	2100	inf_melee	15	inf_mel	12	50	wh2_main_unit_long_text_def_inf_dreadspears_0	wh2_main_def_inf_dreadspears_0	hu1d_def_spear_and_shield	wh2_main_def_infantry_blood_dismembers	35	33	68	100		0		0	wh2_main_def_spear		8	wh_missile_block_70_eternal	wh2_main_unit_short_text_def_inf_dreadspears_0	wh_main_infantry	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_chargeReflectorVsL_hideForest	60	80	10	False	vo_sel_def_Dreadspears	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	0	0	0	melee	False	False	False
10	wh2_main_chainmail_95	2100	inf_melee	40	inf_mel	12	50	wh2_main_unit_long_text_def_inf_har_ganeth_executioners_0	wh2_main_def_inf_har_ganeth_executioners_0	hu1d_def_2handed_sword	wh2_main_def_infantry_medium_blood_dismembers	55	30	85	160		0		0	wh2_main_def_greatsword		6	none	wh2_main_unit_short_text_def_inf_har_ganeth_executioners_0	wh_main_infantry_2handed	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_hideForest	60	80	10	False	vo_sel_def_Har_Ganeth_Executioners	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	0	5	0	melee	False	False	False
10	wh2_main_leather_15	2100	inf_melee	20	inf_mel	20	33	wh2_main_unit_long_text_def_inf_harpies	wh2_main_def_inf_harpies	hu10b_harpy	wh2_main_infantry_harpies_blood	34	34	52	90		0		0	wh_dlc05_bst_harpy_claws		5	none	wh2_main_unit_short_text_def_inf_harpies	wh_main_infantry_large_rabble	placeholder	False	trained	A_blank_record			False	40	1500	0	wh_guerrilla	60	80	10	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	0	small	0	0	0	0	0	0	0	0	flying_melee_flanker	False	False	False
15	wh2_main_leather_30	2100	inf_ranged	20	inf_mis	12	50	wh2_main_unit_long_text_def_inf_shades_0	wh2_main_def_inf_shades_0	hu1d_elf_sword_crossbow	wh2_main_def_infantry_fast_blood_dismembers	40	35	68	80		0		0	wh2_main_def_sword_shades	wh2_main_def_repeater_crossbow_shades	4	none	wh2_main_unit_short_text_def_inf_shades_0	wh2_main_def_infantry_skirmish	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_guerrilla_stalk	60	80	10	False	vo_sel_def_Shades	vo_sel_ranged	vo_sel_culture	0.9	10	small	0	18	0	0	0	0	0	0	ranged_stalkers_harasser_flanker	True	False	False
15	wh2_main_leather_30	2100	inf_ranged	25	inf_mis	12	50	wh2_main_unit_long_text_def_inf_shades_1	wh2_main_def_inf_shades_1	hu1d_elf_dual_sword_crossbow	wh2_main_def_infantry_fast_blood_dismembers	45	30	68	85		0		0	wh2_main_def_dual_swords_shades	wh2_main_def_repeater_crossbow_shades	4	none	wh2_main_unit_short_text_def_inf_shades_1	wh2_main_def_infantry_skirmish	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_guerrilla_stalk	60	80	10	False	vo_sel_def_Shades	vo_sel_ranged	vo_sel_culture	0.9	10	small	0	18	0	0	0	0	0	0	ranged_stalkers_harasser_flanker	True	False	False
15	wh2_main_leather_30	2100	inf_ranged	20	inf_mis	12	50	wh2_main_unit_long_text_def_inf_shades_2	wh2_main_def_inf_shades_2	hu1d_elf_2handed_sword_crossbow	wh2_main_def_infantry_fast_blood_dismembers	42	30	68	90		0		0	wh2_main_def_greatsword_shades	wh2_main_def_repeater_crossbow_shades	4	none	wh2_main_unit_short_text_def_inf_shades_2	wh2_main_def_infantry_skirmish	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_guerrilla_stalk	60	80	10	False	vo_sel_def_Shades	vo_sel_ranged	vo_sel_culture	0.9	10	small	0	18	0	0	0	0	0	0	ranged_stalkers_harasser_flanker	True	False	False
10	wh2_main_body_5	2100	inf_melee	50	inf_mel	12	50	wh2_main_unit_long_text_def_inf_witch_elves_0	wh2_main_def_inf_witch_elves_0	hu1b_elf_dual_sword	wh2_main_def_infantry_witch_elves_blood_dismembers	47	24	75	80		0		0	wh2_main_def_dual_swords_witch_elves		7	none	wh2_main_unit_short_text_def_inf_witch_elves_0	wh_main_vmp_crypt_ghouls	placeholder	False	trained	A_blank_record			False	40	1500	0	wh_hideForest_fatigue_res	60	80	10	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	20	0	0	melee	False	False	False
10	wh2_main_body_80	2100	inf_melee	70	inf_mel	20	33	wh2_main_unit_long_text_def_mon_black_dragon	wh2_main_def_mon_black_dragon	dr1_dragon	wh2_main_def_black_dragon_blood	52	46	75	9500		0		0	wh2_main_def_black_dragon		1	none	wh2_main_unit_short_text_def_mon_black_dragon	wh_main_monster	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_fear_terror	60	80	10	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	0	large	0	0	5	10	0	20	25	0	flying_melee_flanker	False	False	False
10	wh2_main_body_50	2100	inf_melee	40	inf_mel	50	80	wh2_main_unit_long_text_def_mon_war_hydra_0	wh2_main_def_mon_war_hydra_0	dr2_hydra	wh2_main_def_monster_war_hydra	54	24	65	10000		0		0	wh2_main_def_war_hydra		1	none	wh2_main_unit_short_text_def_mon_war_hydra_0	wh_main_monster	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_fear_terror	60	80	10	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	large	0	0	0	0	0	0	35	0	melee_gatecrusher	False	False	False
10	wh2_main_chainmail_40	2100	artillery	2	art_fld	2	10	wh2_main_unit_long_text_hef_art_eagle_claw_bolt_thrower	wh2_main_hef_art_eagle_claw_bolt_thrower	hu1d_elf_sword	wh_main_infantry_standard_blood_dismembers	15	15	75	70		0		0	wh2_main_hef_shortsword		3	none	wh2_main_unit_short_text_hef_art_eagle_claw_bolt_thrower	wh_main_artillery	placeholder	True	trained	A_blank_record		wh2_main_hef_art_eagle_claw_bolt_thrower	True	40	1500	0	wh2_cantRun_hideForest	60	80	10	False	vo_sel_hef_Eagle_Claw_Bolt_Thrower	vo_sel_artillery	vo_sel_generic	1	10	small	0	24	0	0	4	0	0	0	ranged_direct_no_skirmish	False	False	False
10	wh2_main_plate_110	2100	cavalry	80	cav_shk	20	33	wh2_main_unit_long_text_hef_cav_dragon_princes	wh2_main_hef_cav_dragon_princes	hu1d_elf_hr1_warhorse_lance_sword_shield	wh_main_cavalry_rider_standard_blood	48	30	75	270	wh2_main_hef_mnt_dragon_princes	0		30	wh2_main_hef_lance_dragon_princes		5	wh_missile_block_70_eternal	wh2_main_unit_short_text_hef_cav_dragon_princes	wh_main_cavalry_ordered	placeholder	False	well_trained	A_blank_record			True	40	1500	0	wh_hideForest	60	80	0	False	vo_sel_hef_Dragon_Princes	vo_sel_cavalry	vo_sel_culture	1	8	large	0	0	40	0	0	20	0	0	melee_flanker_shock	False	False	False
10	wh2_main_chainmail_50	2100	cavalry	45	cav_shk	2	10	wh2_main_unit_long_text_hef_cav_ellyrian_reavers_0	wh2_main_hef_cav_ellyrian_reavers_0	hu1d_elf_hr1_warhorse_spear	wh_main_cavalry_rider_standard_blood	34	26	65	110	wh2_main_hef_mnt_steed_fast	0		60	wh2_main_hef_spear_ellyrian_reavers		3	none	wh2_main_unit_short_text_hef_cav_ellyrian_reavers_0	wh_main_cavalry_ordered	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_guerrilla_hideForest	60	80	10	False	vo_sel_hef_Ellyrian_Reavers	vo_sel_cavalry	vo_sel_culture	1	8	large	0	0	0	0	0	5	10	0	melee_cav_shock	False	False	False
15	wh2_main_chainmail_50	2100	cavalry	25	cav_mis	2	10	wh2_main_unit_long_text_hef_cav_ellyrian_reavers_1	wh2_main_hef_cav_ellyrian_reavers_1	hu1d_elf_hr1_warhorse_sword_bow	wh_main_cavalry_rider_standard_blood	32	24	65	110	wh2_main_hef_mnt_steed_fast	0		60	wh2_main_hef_sword_ellyrian_reaver_archers	wh2_main_hef_bow_arrow_rider	3	none	wh2_main_unit_short_text_hef_cav_ellyrian_reavers_1	wh_main_cavalry_ordered	placeholder	False	trained	A_blank_record			True	40	1500	0	wh_guerrilla_hideForest_mountedFireMove	60	80	10	False	vo_sel_hef_Ellyrian_Reaver_Archers	vo_sel_cavalry	vo_sel_ranged	1	8	large	0	18	0	0	0	5	10	0	ranged_cav_harasser	True	False	False
10	wh2_main_plate_110	2100	war_machine	70	chariot	20	33	wh2_main_unit_long_text_hef_cav_ithilmar_chariot	wh2_main_hef_cav_ithilmar_chariot	hu1d_elf_sword_and_bow	wh_main_cavalry_rider_standard_blood	37	32	75	1700	wh2_main_hef_mnt_barded_steed_chariot	0		2	wh2_main_hef_ithilmar_chariot		1	none	wh2_main_unit_short_text_hef_cav_ithilmar_chariot	wh_main_chariot	placeholder	False	well_trained	wh2_main_hef_ithilmar_chariot_horse_officer	wh2_main_hef_ithilmar_chariot	wh2_main_hef_ithilmar_chariot	True	40	1500	0		60	80	10	False	vo_sel_hef_Ithilmar_Chariot	vo_sel_culture	vo_sel_culture	1	10	large	0	0	0	0	4	5	10	0	melee_cav_shock	False	False	False
10	wh2_main_plate_90	2100	cavalry	60	cav_shk	20	33	wh2_main_unit_long_text_hef_cav_silver_helms_0	wh2_main_hef_cav_silver_helms_0	hu1d_elf_hr1_warhorse_lance_sword	wh_main_cavalry_rider_standard_blood	44	24	72	130	wh2_main_hef_mnt_barded_steed	0		60	wh2_main_hef_lance		5	none	wh2_main_unit_short_text_hef_cav_silver_helms_0	wh_main_cavalry_ordered	placeholder	False	well_trained	A_blank_record			True	40	1500	0	wh_hideForest	60	80	10	False	vo_sel_hef_Silver_Helms	vo_sel_cavalry	vo_sel_culture	1	8	large	0	0	0	0	0	5	10	0	melee_cav_shock	False	False	False
10	wh2_main_plate_90	2100	cavalry	50	cav_shk	20	33	wh2_main_unit_long_text_hef_cav_silver_helms_1	wh2_main_hef_cav_silver_helms_1	hu1d_elf_hr1_warhorse_lance_sword_shield	wh_main_cavalry_rider_standard_blood	36	32	72	130	wh2_main_hef_mnt_barded_steed	0		60	wh2_main_hef_lance		5	wh_missile_block_45_knight_metal	wh2_main_unit_short_text_hef_cav_silver_helms_1	wh_main_cavalry_ordered	placeholder	False	well_trained	A_blank_record			True	40	1500	0	wh_hideForest	60	80	10	False	vo_sel_hef_Silver_Helms	vo_sel_cavalry	vo_sel_culture	1	8	large	0	0	0	0	0	5	10	0	melee_cav_shock	False	False	False
15	wh2_main_body_50	2100	war_machine	55	chariot	20	33	wh2_main_unit_long_text_hef_cav_tiranoc_chariot	wh2_main_hef_cav_tiranoc_chariot	hu1d_elf_wm_tiranoc_chariot01_sword_and_bow	wh_main_cavalry_rider_standard_blood	29	26	70	1400	wh2_main_hef_mnt_steed_chariot	0		2	wh2_main_hef_tiranoc_chariot	wh2_main_hef_longbow_arrow_tiranoc_chariot	1	none	wh2_main_unit_short_text_hef_cav_tiranoc_chariot	wh_main_chariot	placeholder	False	well_trained	wh2_main_hef_tiranoc_chariot_horse_officer	wh2_main_hef_tiranoc_chariot	wh2_main_hef_tiranoc_chariot	True	40	1500	0	wh_mountedFireMove	60	80	10	False	vo_sel_hef_Tiranoc_Chariot	vo_sel_culture	vo_sel_culture	1	10	large	0	150	0	0	4	5	10	0	ranged_cav_harasser	True	False	False
10	wh2_main_plate_100	2100	inf_melee	45	com	20	33	wh2_main_unit_long_text_hef_cha_alastair_0	wh2_main_hef_cha_alastar_0	hu1d_elf_2handed_axe	wh2_main_hef_infantry_hero_prince_blood	70	45	80	4700		0		0	wh2_main_hef_lord_greataxe		1	none	wh2_main_unit_short_text_hef_cha_alastair_0	wh_main_infantry	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_hideForest	60	80	10	False	vo_sel_generic	vo_sel_generic	vo_sel_generic	1	10	small_forest_strider	0	0	0	0	0	0	40	0	melee_highvalue	False	False	False
10	wh2_main_body_60	2100	war_beast	75	com	20	33	wh2_main_unit_long_text_hef_cha_alastair_0	wh2_main_hef_cha_alastar_3	hu1d_elf_bi1_eagle_wb_2handed_axe	wh_main_infantry_standard_hero_blood	70	45	80	5600	wh2_main_hef_mnt_great_eagle	0		1	wh2_main_hef_lord_great_eagle		1	none	wh2_main_unit_short_text_hef_cha_alastair_3	wh_main_monster	placeholder	False	elite	wh2_main_hef_alastar_officer_eagle			True	40	1500	0	wh_encourage_fear	60	80	10	False	vo_sel_generic	vo_sel_generic	vo_sel_generic	1	0	large	0	0	0	0	0	0	30	0	flying_melee_shock_highvalue	False	False	False
10	wh2_main_body_60	2100	war_beast	70	com	20	33	wh2_main_unit_long_text_hef_cha_alastair_0	wh2_main_hef_cha_alastar_4	hu1d_elf_dr1_dragon_wb_2handed_axe	wh_main_infantry_standard_hero_blood	55	37	80	8500	wh2_main_hef_mnt_sun_dragon	0		1	wh2_main_hef_lord_sun_dragon		1	none	wh2_main_unit_short_text_hef_cha_alastair_4	wh_main_monster	placeholder	False	elite	wh2_main_hef_alastar_officer_dragon			True	40	1500	0	wh_encourage_fear_terror	60	80	10	False	vo_sel_generic	vo_sel_generic	vo_sel_generic	1	0	large	0	0	5	5	0	0	30	0	flying_melee_highvalue	False	False	False
10	wh2_main_body_90	2100	war_beast	50	com	20	33	wh2_main_unit_long_text_hef_cha_alastair_0	wh2_main_hef_cha_alastar_5	hu1d_elf_dr1_dragon_wb_2handed_axe	wh_main_infantry_standard_hero_blood	65	52	80	11000	wh2_main_hef_mnt_star_dragon	0		1	wh2_main_hef_lord_star_dragon		1	none	wh2_main_unit_short_text_hef_cha_alastair_5	wh_main_monster	placeholder	False	elite	wh2_main_hef_alastar_officer_dragon			True	40	1500	0	wh_encourage_fear_terror	60	80	10	False	vo_sel_generic	vo_sel_generic	vo_sel_generic	1	0	large	0	0	5	5	0	0	30	0	flying_melee_highvalue	False	False	False
10	wh2_main_plate_100	2100	inf_melee	35	com	13	71	wh2_main_unit_long_text_hef_cha_loremaster_of_hoeth_0	wh2_main_hef_cha_loremaster_of_hoeth_0	hu1d_elf_2handed_sword	wh2_main_infantry_standard_hero_blood_loremaster	52	43	75	5000		0		0	wh2_main_hef_loremaster_of_hoeth		1	wh_missile_block_20_metal	wh2_main_unit_short_text_hef_cha_loremaster_of_hoeth_0	wh_main_infantry	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_hideForest	60	80	10	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	15	0	0	15	0	melee_highvalue	False	False	False
10	wh2_main_body_15	2100	inf_ranged	15	com	13	71	wh2_main_unit_long_text_hef_cha_mage_high_0	wh2_main_hef_cha_mage_high_0	hu1b_elf_staff_and_sword	wh2_main_infantry_standard_wizard_blood_dismembers_high	36	28	60	4000		0		0	wh2_main_hef_mage_staff		1	none	wh2_main_unit_short_text_hef_cha_mage_high_0	wh_main_infantry	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_hideForest	60	80	10	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	15	0	0	15	0	mage_highvalue	False	False	False
10	wh2_main_body_25	2100	cavalry	30	com	13	71	wh2_main_unit_long_text_hef_cha_mage_high_1	wh2_main_hef_cha_mage_high_1	hu1b_bretonnian_hr1_warhorse_staff_and_sword	wh2_main_infantry_standard_wizard_blood_dismembers_high	36	28	60	4400	wh2_main_hef_mnt_steed	0		1	wh2_main_hef_mage_staff		1	none	wh2_main_unit_short_text_hef_cha_mage_high_1	wh_main_cavalry_ordered	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_hideForest	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	10	large	0	0	0	15	0	0	15	0	mage_flanker_highvalue	False	False	False
10	wh2_main_body_60	2100	war_machine	60	com	13	71	wh2_main_unit_long_text_hef_cha_mage_high_4	wh2_main_hef_cha_mage_high_4	hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	wh2_main_infantry_standard_wizard_blood_dismembers_high	24	18	60	4700	wh2_main_hef_mnt_barded_steed_chariot	0		2	wh2_main_hef_mage_chariot		1	none	wh2_main_unit_short_text_hef_cha_mage_high_4	wh_main_chariot	placeholder	False	elite	wh2_main_hef_ithilmar_chariot_horse_mage_high_officer	wh2_main_hef_ithilmar_chariot	wh2_main_hef_ithilmar_chariot	True	40	1500	0	wh_encourage	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	10	large	0	0	0	15	1	0	15	0	mage_highvalue	False	False	False
10	wh2_main_body_15	2100	inf_ranged	15	com	13	71	wh2_main_unit_long_text_hef_cha_mage_life_0	wh2_main_hef_cha_mage_life_0	hu1b_elf_staff_and_sword	wh2_main_infantry_standard_wizard_blood_dismembers_life	36	28	60	4000		0		0	wh2_main_hef_mage_staff		1	none	wh2_main_unit_short_text_hef_cha_mage_life_0	wh_main_infantry	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_hideForest	60	80	10	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	15	0	0	15	0	mage_highvalue	False	False	False
10	wh2_main_body_25	2100	cavalry	30	com	13	71	wh2_main_unit_long_text_hef_cha_mage_life_1	wh2_main_hef_cha_mage_life_1	hu1b_bretonnian_hr1_warhorse_staff_and_sword	wh2_main_infantry_standard_wizard_blood_dismembers_life	36	28	60	4400	wh2_main_hef_mnt_steed	0		1	wh2_main_hef_mage_staff		1	none	wh2_main_unit_short_text_hef_cha_mage_life_1	wh_main_cavalry_ordered	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_hideForest	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	10	large	0	0	0	15	0	0	15	0	mage_flanker_highvalue	False	False	False
10	wh2_main_body_60	2100	war_machine	60	com	13	71	wh2_main_unit_long_text_hef_cha_mage_life_4	wh2_main_hef_cha_mage_life_4	hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	wh2_main_infantry_standard_wizard_blood_dismembers_life	24	18	60	4700	wh2_main_hef_mnt_barded_steed_chariot	0		2	wh2_main_hef_mage_chariot		1	none	wh2_main_unit_short_text_hef_cha_mage_life_4	wh_main_chariot	placeholder	False	elite	wh2_main_hef_ithilmar_chariot_horse_mage_life_officer	wh2_main_hef_ithilmar_chariot	wh2_main_hef_ithilmar_chariot	True	40	1500	0	wh_encourage	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	10	large	0	0	0	15	1	0	15	0	mage_highvalue	False	False	False
10	wh2_main_body_15	2100	inf_ranged	15	com	13	71	wh2_main_unit_long_text_hef_cha_mage_light_0	wh2_main_hef_cha_mage_light_0	hu1b_elf_staff_and_sword	wh2_main_infantry_standard_wizard_blood_dismembers_light	36	28	60	4000		0		0	wh2_main_hef_mage_staff		1	none	wh2_main_unit_short_text_hef_cha_mage_light_0	wh_main_infantry	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_hideForest	60	80	10	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	15	0	0	15	0	mage_highvalue	False	False	False
10	wh2_main_body_25	2100	cavalry	30	com	13	71	wh2_main_unit_long_text_hef_cha_mage_light_1	wh2_main_hef_cha_mage_light_1	hu1b_bretonnian_hr1_warhorse_staff_and_sword	wh2_main_infantry_standard_wizard_blood_dismembers_light	36	28	60	4400	wh2_main_hef_mnt_steed	0		1	wh2_main_hef_mage_staff		1	none	wh2_main_unit_short_text_hef_cha_mage_light_1	wh_main_cavalry_ordered	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_hideForest	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	10	large	0	0	0	15	0	0	15	0	mage_flanker_highvalue	False	False	False
10	wh2_main_body_60	2100	war_machine	60	com	13	71	wh2_main_unit_long_text_hef_cha_mage_light_4	wh2_main_hef_cha_mage_light_4	hu1b_elf_wm_tiranoc_chariot01_staff_and_sword	wh2_main_infantry_standard_wizard_blood_dismembers_light	24	18	60	4700	wh2_main_hef_mnt_barded_steed_chariot	0		2	wh2_main_hef_mage_chariot		1	none	wh2_main_unit_short_text_hef_cha_mage_light_4	wh_main_chariot	placeholder	False	elite	wh2_main_hef_ithilmar_chariot_horse_mage_light_officer	wh2_main_hef_ithilmar_chariot	wh2_main_hef_ithilmar_chariot	True	40	1500	0	wh_encourage	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	10	large	0	0	0	15	1	0	15	0	mage_highvalue	False	False	False
10	wh2_main_plate_80	2100	inf_melee	22	com	20	33	wh2_main_unit_long_text_hef_cha_noble_0	wh2_main_hef_cha_noble_0	hu1d_elf_halberd	wh2_main_hef_infantry_hero_prince_blood	42	48	75	4500		0		0	wh2_main_hef_noble_halberd		1	none	wh2_main_unit_short_text_hef_cha_noble_0	wh_main_infantry	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_chargeReflectorVsL_encourage_hideForest	60	80	10	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	0	15	0	melee_highvalue	False	False	False
10	wh2_main_plate_100	2100	cavalry	42	com	20	33	wh2_main_unit_long_text_hef_cha_noble_2	wh2_main_hef_cha_noble_2	hu1d_elf_hr1_warhorse_halberd	wh2_main_cavalry_rider_standard_hero	42	48	75	5000	wh2_main_hef_mnt_barded_steed	0		1	wh2_main_hef_noble_halberd		1	none	wh2_main_unit_short_text_hef_cha_noble_2	wh_main_cavalry_ordered	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_hideForest	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	10	large	0	0	0	0	0	0	15	0	melee_flanker_shock_highvalue	False	False	False
10	wh2_main_body_60	2100	war_beast	72	com	20	33	wh2_main_unit_long_text_hef_cha_noble_3	wh2_main_hef_cha_noble_3	hu1d_elf_bi1_eagle_wb_halberd	wh2_main_cavalry_rider_standard_hero	47	35	75	5500	wh2_main_hef_mnt_great_eagle	0		1	wh2_main_hef_noble_great_eagle		1	none	wh2_main_unit_short_text_hef_cha_noble_3	wh_main_monster	placeholder	False	elite	wh2_main_hef_noble_officer_eagle			True	40	1500	0	wh_encourage_fear	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	10	large	0	0	0	0	0	0	15	0	flying_melee_flanker_shock_highvalue	False	False	False
10	wh2_main_plate_110	2100	war_machine	80	com	13	71	wh2_main_unit_long_text_hef_cha_noble_4	wh2_main_hef_cha_noble_4	hu1d_elf_hr1_warhorse_halberd	wh2_main_cavalry_rider_standard_hero	32	26	75	6000	wh2_main_hef_mnt_barded_steed_chariot	0		2	wh2_main_hef_noble_chariot		1	none	wh2_main_unit_short_text_hef_cha_noble_4	wh_main_chariot	placeholder	False	elite	wh2_main_hef_ithilmar_chariot_horse_noble_officer	wh2_main_hef_ithilmar_chariot	wh2_main_hef_ithilmar_chariot	True	40	1500	0	wh_encourage	60	80	10	False	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1	10	large	0	0	0	0	1	0	15	0	melee_cav_shock_highvalue	False	False	False
10	wh2_main_plate_80	2100	inf_melee	30	com	20	33	wh2_main_unit_long_text_hef_cha_prince_0	wh2_main_hef_cha_prince_0	hu1d_elf_sword_and_shield	wh2_main_hef_infantry_hero_prince_blood	60	52	80	4700		0		0	wh2_main_hef_prince_sword		1	wh_missile_block_70_eternal	wh2_main_unit_short_text_hef_cha_prince_0	wh_main_infantry	placeholder	False	elite	A_blank_record			True	40	1500	0	wh_encourage_hideForest	60	80	10	False	vo_sel_default	vo_sel_melee	vo_sel_culture	1	10	small	0	0	0	0	0	0	15	0	melee_highvalue	False	False	False
